"wipe","wiped","pf"," He wiped away some grime and laid an ear against the ship ’ s side."
"halt","halted","pf"," Just as the goblins were recovering from the onslaught and the elf-charge was halted, there rose from across the valley a deep-throated roar."
"photograph","photographed","impf"," I have always disliked being photographed, but I intensely disliked being photographed by Anna."
"overwhelm","overwhelmed","pf"," ‘ The tide of emotion that overwhelmed me flowed so deep that it was scarce to be distinguished from religious awe. ’"
"police","policing","impf"," Science was policing itself."
"throw","threw","pf"," When he heard the words “ integrity ” or “ moral rectitude ”, he reached for his dictionary, and when he heard the chink of ready money in large quantities he reached for the rule book and threw it away."
"thank","thank","impf"," Meanwhile we thank you for your patience."
"disguise","disguising","impf"," "" To aid in disguising his voice, maybe? "" Dean asked."
"wrap","wrap","pf"," use it to sail a mini raft down the slow heavy river Moth; wet it for use in hand-tohand-combat; wrap it round your head to ward off noxious fumes or to avoid the gaze of the Ravenous Bugblatter Beast of Traal ( a mindboggingly stupid animal, it assumes that if you ca n't see it, it ca n't see you - daft as a bush, but very ravenous );"
"discuss","discuss","impf"," The position was the same in Dixon 's own Department, so that there was something to discuss."
"correct","correct","pf"," "" It gives me pleasure, "" he said, "" in a curious kind of way, and does nobody any harm, "" he continued, "" that a competent optician could n't correct. """
"resolve","resolved","pf"," Dixon felt himself blushing slightly, and resolved to say no more for a time."
"lade","lading","pf"," They made ready, packing their bags and lading their ponies."
"unfurl","unfurled","pf"," Besides, all musicians 're washed-up dope fiends fulla junk, I unfurled the banner."
"confront","confronting","impf"," Many of them led exciting lives – dodging assassins, confronting tyrants, preaching at medieval street corners, being tortured – and even the quieter ones could tell you about beekeeping, lavender-growing, Umbrian ornithology, and so on."
"reunite","reuniting","pf"," He dreamed, for instance, of reuniting the people with the intelligentsia and worked out a number of schemes to bring this about."
"dominate","dominated","impf"," The same consistent instability dominated his character as well."
"imitate","imitating","impf"," Both clock towers struck some Turkish hour, first the one in the neighbourhood and then the further one in the Lower Bazaar, as though it were imitating the first one."
"empty","empties","pf"," Another man catches the burning man and empties a bottle of wine over his head, putting the flames out."
"deploy","deploy","pf"," It took the suspension, and, as it were, the placing between parentheses, of that kind of history to give the beings of nature and the products of labour a historicity that would enable modern thought to encompass them, and subsequently to deploy the discursive science of their succession."
"wish","wished","impf"," He wished they wouldn ’ t, he didn ’ t need it, not an artist of his calibre."
"compute","computed","impf"," For seven and a half million years, Deep Thought computed and calculated, and in the end announced that the answer was in fact Forty-two - and so another, even bigger, computer had to be built to find out what the actual question was."
"rearrange","rearranging","pf"," "" Where I take it, "" said Doyle, rearranging his clothes, "" you at long last make the acquaintance of Mr. Lansdown Dilks. """
"reproduce","reproducing","impf"," He painted a picture of the outcry that would result if a legal correspondent began uncritically reproducing the prosecutor 's case as gospel in a murder trial, without consulting the defence arguments or interviewing the victim 's family before forming an opinion of what was likely or unlikely."
"tie","tie","pf"," But if I knock him down I 'll tie him up, but I wo n't do him any harm, I 'll just drive him through the crowds in irons and force him to pay tribute to the Sultan, just like the lowliest Christian shepherd under Karaula mountain. '"
"exceed","exceeds","impf"," ‘ The set of possible people allowed by our DNA ... massively exceeds the set of actual people."
"enlarge","enlarge","pf"," “ My dear sir, if you did anything so foolish you would probably enlarge the two limited titles of our village inns by giving us ‘ The Dangling Prussian ’ as a signpost."
"pervade","pervaded","impf"," Just as Daisy 's house had always seemed to him more mysterious and gay than other houses, so his idea of the city itself, even though she was gone from it, - was pervaded with a melancholy beauty."
"disperse","dispersed","pf"," And all that camp of forced labourers dispersed into the villages and the deep valleys without a sound and as imperceptibly as water soaked up by the earth."
"tip","tip","pf"," I tip my head, clanging the helmet against the side of the shaft as I try to see the summit of the well."
"implement","implemented","pf"," Hell, he implemented it."
"avert","averted","pf"," Passing under the thatched barbette over the front door, Dixon averted his eyes from a picture Welch had recently bought and talked about and which now hung in the hall."
"export","exported","impf"," Perhaps the reason no one writes about it, I said pensively, is that the whole thing is rather delicate : the male dwarfs had extraordinary sexual capacities, which was why they were so much in demand and why our Republic secretly exported them for hard currency, especially to France, where they were hired by aging capitalist ladies as servants, though obviously used for different purposes altogether."
"laugh","laughed","pf"," Zaphod laughed happily."
"dismount","dismounted","pf"," Now, as this unfamiliar gate opened in front of him for the first time, the detachment of Mamelukes parted and dismounted and Daville rode into the courtyard with his personal escort."
"chime","chimed","impf"," But all at once she recalled that just before he had appeared at the door of their flat the day before, the church bells had chimed six o'clock."
"murder","murdered","pf"," Those large, clouded eyes of a betrayed and murdered man who had himself come to murder by treachery were all that was left alive in him and they expressed all that he could no longer say or do."
"incinerate","incinerated","pf"," - just a mass of tissue, beginning to be pickled and destined only to be sliced, examined, then incinerated."
"hanker","hankers","impf"," Becoming even closer to Miss Barbara The enchanted deckchair Bertie ’ s mishaps Aunt Catherine hankers after a career as a writer She proposes a novel about ‘ Martha, [ ]the delicate flower ’ Even Bertie could have a literary career Only one thing matters"
"pat","patted","pf"," Baley patted her shoulder and let her cry."
"erode","erode","pf"," "" Perpetual ICE between the Y and the rest of the genome can thereby continually erode the genetic quality of the Y via genetic hitchhiking of mildly deleterious mutations."
"paw","pawing","impf"," Facing him was the sad but stubborn heroine with the count beside her, and their horses, tethered to a nearby oak, were neighing and pawing the ground, impatient to be off."
"pay","pay","pf"," He had obeyed the rules, he had made a bona fide attempt to pay his bill, it had been rejected."
"check","checked","pf"," He double-checked the computer display above the freezer bed, dimmed the lights and checked it again."
"beset","besets","impf"," This uneasy aside conveys the ambivalence that besets literary Istanbullus on reading western observations."
"list","listed","pf"," I listed the people I could consult, adding that if there was any problem, I could always fall back on my brother ’ s ‘ fine brain ’."
"lack","lack","impf"," Bertrand 's eyes, which seemed to lack the convexity of the normal eye-ball, were also fixed on him."
"frustrate","frustrated","pf"," This has the consequence that our beliefs will be true if they match the way the world is, false if they don ’ t; our desires will be fulfilled or frustrated, our intentions carried out or not carried out."
"revise","revised","pf"," Nor had Coleman revised his own opinion that pathology at Three Counties was an administrative mess, bogged down by outdated concepts and handicapped by antiquated methods and equipment which should have been shaken loose long since."
"ascend","ascended","impf"," They gradually ascended for half a mile, and then found themselves at the top of a considerable eminence, where the wood ceased, and the eye was instantly caught by Pemberley House, situated on the opposite side of a valley, into which the road, with some abruptness, wound."
"harm","harm","impf"," The door was not fastened, because the Bears were good Bears, who did nobody any harm, and never suspected that anybody would harm them."
"avenge","avenge","pf"," He saw an opportunity here to make some money and avenge Axon 's screwing of his father and, more generally, be bold where Alfred had been timid."
"embody","embodied","impf"," The version in use in 1984, and embodied in the Ninth and Tenth Editions of the Newspeak Dictionary, was a provisional one, and contained many superfluous words and archaic formations which were due to be suppressed later."
"remove","removed","pf"," The two fragments from Marks and Spencer which, as Fenchurch rose now into the misty body of the clouds, Arthur removed very, very slowly, which is the only way it 's possible to do it when you 're flying and also not using your hands, went on to create considerable havoc in the morning in, respectively, counting from top to bottom, Isleworth and Richmond."
"muster","mustered","pf"," I mustered the courage to walk through the silent house by myself and reached the warehouse."
"outstrip","outstripped","pf"," Not only had she outstripped him in erotic daring, but most strange : she used exactly the same words that he had been preparing for several days."
"envisage","envisaged","impf"," Long before our populations reach the levels envisaged above we shall have broken so many of the rules that govern our biological nature that we shall have collapsed as a dominant species."
"root","rooting","impf"," Starling found herself rooting for Fredrica as though it mattered anymore."
"wrestle","wrestling","impf"," The largest painting was of two men, almost naked, wrestling each other."
"motivate","motivate","impf"," If their eyes hold on me, it 's a sign they intend to motivate me."
"ricochet","ricocheted","pf"," Paul Marshall banged his hands together and the sound ricocheted between the columns and the back wall of the pavilion."
"spoil","spoilt","pf"," Some part of what had happened in the last half hour had spoilt all that, though h e did n't know which part."
"multiply","multiplied","impf"," It was a broad strip across what was once Medieval New Jersey, dotted with residential areas, particularly in Newark Center and Trenton Center, but given over mostly to the many-layered farms in which a thousand varieties of yeast grew and multiplied."
"lend","lend","pf"," In the end they arranged that Atijas would lend the Consulate 25 Imperial ducats against a promissory note."
"live","lived","impf"," But he had lived in it for five years which made it home of some kind, and a person likes to keep track of his homes."
"worsen","worsened","impf"," She 'd stopped by on the hour throughout the afternoon, and watched with growing concern as his condition worsened."
"authorise","authorised","pf"," Mr Darcy has not authorised me to make his communication public."
"perform","perform","pf"," They really are the creeps of the cosmos, buzzing around the celestial infinite with their junky little machines that never work properly or, when they do, perform functions that no sane man would require of them and, "" he added savagely, "" go beep to tell you when they 've done it! """
"concentrate","concentrate","pf"," Zaphod didn ’ t and found the information hard to concentrate on what with all the noise and the imminence of death and so on."
"expose","exposed","pf"," Because of their literary shortcomings, their thick heads and lively imaginations, each of the local scholars read and interpreted in his own way Badi 's tarib on the stone plaque which, as every text once revealed to the public, stood there, eternal on the eternal stone, always and irrevocably exposed to the looks and interpretations of all men, wise or foolish, evil or well-intentioned."
"cheer","cheered","pf"," Then he cheered up a little as he put it to himself that her attachment to Bertrand was a fair guarantee of her being really very nasty."
"avow","avowed","pf"," My avowed one, or what I avowed to myself, was to see whether your sister were still partial to Bingley, and if she were, to make the confession to him which I have since made. '"
"better","better","pf"," Two hundred and ten was her highest score, achieved when she was six, and she did not better it tonight."
"taint","tainted","pf"," Mid-twentieth century ideas concerning child-parent relationship have been considerably tainted by the scholastic rigmarole and standardized symbols of the psychoanalytic racket, but I hope I am addressing myself to unbiased readers."
"populate","populated","impf"," There are genes that have not changed much since the very first single-celled creatures populated the primeval ooze."
"permit","permit","impf"," ' Sir, permit us to ask you whether we may be sure that our lives and property and those of our families will be respected, and if not, what we should do? '"
"inject","injects","pf"," Serge injects himself, then watches Zoroastria inject first Becky and then Audrey."
"pile","piled","pf"," At least five entirely separate and distinct expressions of shock and amazement piled up on it in a jumbled mess."
"focus","focused","pf"," For, in places like this, life was focused on the family as the most perfect form of a closed circle."
"hamper","hampered","impf"," Formal investigation of my grandfather ’ s war service is initially hampered by not knowing his regiment or date of enlistment."
"approach","approaching","impf"," It was something approaching the speed of something or other, or was it three times the speed of something else?"
"overshadow","overshadowed","pf"," Thankfully, it 's dwindled since he 's been overshadowed by other creatures in the news."
"usher","ushered","pf"," A butler, who would have adorned a bench of bishops, showed me in and handed me over to a plush-clad footman, who ushered me into the Baron ’ s presence."
"conjecture","conjectured","impf"," Later theories were not much better, though our old friend William Bateson came surprisingly close to the right answer when he conjectured that all organisms are made from an orderly series of parts or segments, and coined the term homeosis for it."
"experiment","experimenting","impf"," and it was the bulldozer drivers ' accepted role to sit around drinking coffee and experimenting with union regulations to see how they could turn the situation to their financial advantage."
"flop","flopped","pf"," The figure fell and crumpled among the blue flowers of the mountain-side, but now there was a gentle breeze at this height too and the parachute flopped and banged and pulled."
"bump","bumped","pf"," Middles bumped together. And stayed."
"hate","hated","impf"," It had been a totally lousy cave and he had hated it."
"block","blocking","pf"," As Langdon and Vittoria approached, the two guards stepped forward, crossing their long swords, blocking the entrance."
"ordain","ordained","pf"," On this June night, the Great Brakeman, whom, had they deified anyone, they might well have chosen as their celestial protagonist, had ordained that the seven o ’ clock train should leave its human ( or inhuman ) deposit at Fish."
"revive","revived","pf"," "" The computers were index linked to the Galactic stock market prices you see, so that we 'd all be revived when everybody else had rebuilt the economy enough to afford our rather expensive services. """
"mull","mulled","impf"," As he mulled over that dilemma, he gnawed on his lower lip in a manner he probably knew was cute and endearing."
"write","write","pf"," “ And I ’ ll write to my great grandmother as well, just as soon as we get out of this ... ”"
"flow","flowed","impf"," The conversation flowed slowly and carefully, forever coming back to the imminent welcome to the commandant."
"pet","petting","impf"," She propped her ankles on the coffee table and went back to what had become her favorite hobby lately, petting Sphinx."
"order","ordering","pf"," I 'm ordering the taxi in any case. '"
"wage","waged","impf"," In time he became a young and brave officer at the Sultan 's court, then Great Admiral of the Fleet, then the Sultan 's son-in-law, a general and statesman of world renown, Mehmed Pasa Sokolli, who waged wars that were for the most part victorious on three continents and extended the frontiers of the Ottoman Empire, making it safe abroad and by good administration consolidated it from within."
"explicate","explicated","impf"," Mácha ’ s straightforward confrontation of two notions in “ Dívčina krásná, anjel padlý ” [ A beautiful girl, a fallen angel ] is broken down and rationally explicated by its English translator over two lines :"
"proceed","proceeded","impf"," Our immediate destination was the kitchen, where we stopped to pick up two bottles of champagne, then proceeded to a large bedroom that was on the same floor."
"inter","interred","pf"," Her legs were bare and smooth, and brown from sunbathing in the garden and tennis games with old school friends on the Summertown public courts and two long picnics with Edward on the flowery downs above the pretty village of Ewelme, where Chaucer ’ s granddaughter was interred."
"understand","understand","pf"," “ Can you try and understand, ” he said, “ that it ’ s just since we ’ ve arrived that they ’ ve started dying out! ”"
"dismiss","dismissed","impf"," He spied on everything in the Residence, beat and dismissed the junior employees, tried the Vizier 's patience with his denunciations and slanders against the more senior staff, and his pleas to forbid and prevent wastage and loss."
"birth","birthed","pf"," A teacher who used to write little poems about shepherds and a brook in the woods for the Lada magazine fell in love with him, she went to a hotel with him and fornicated with him, as it is called in the Holy Scriptures, and she was tremendously baffled that the little boy she birthed was totally white."
"propose","proposed","pf"," Then the stranger proposed staking cattle, land and property."
"destine","destined","pf"," "" That I was beautiful, that I was wise beyond my years, that I was an old soul who made him feel young, that we were destined to be together."
"glint","glinted","impf"," Something glinted in the torchlight."
"install","installed","pf"," On this part of the terrace a coffee-maker had installed himself with his copper vessels and Turkish cups and ever-lighted charcoal brazier, and an apprentice who took the coffee over the way to the guests on the sofa."
"analyze","analyze","impf"," Let 's rephrase : do you see a whole lot of psychologists begging to analyze people on their time off?"
"ensue","ensued","impf"," A rather undignified scramble for places now ensued, ending with Dixon in occupation of the middle of the triple front seat with Margaret on his left."
"wait","waited","impf"," Arthur watched and waited for a while, but nothing further happened."
"blackmail","blackmailed","impf"," "" She probably blackmailed him into getting her that automobile."
"save","saved","pf"," I saved civilization as we know it."
"stagger","staggered","pf"," The idea staggered me."
"matter","matter","impf"," But nobody did and so I just thought Oh well, here we go, it does n't matter all that much."
"restrict","restricted","impf"," Of course, if emigration to the Outer Worlds were not restricted - """
"enliven","enlivened","pf"," Brandy enlivened the conversation among the merchants, but they kept glancing at the corner where the old man was sleeping and then lowering their voices."
"top","topped","pf"," I might have explained how religious rapture had long ago given way to aesthetic rapture, and perhaps topped it off with a cheesy sneer about St Teresa manifestly not seeing God in that famous ecstatic sculpture but enjoying something altogether more corporeal."
"peep","peep","pf"," My reflection only goes to show what folly it is when so many people try to peep. behind the dark curtain of the future, given that we don ’ t even know what awaits us in a few seconds ’ time."
"peer","peered","impf"," Standing upright, he peered into the darkness, waving his hands and shouting in a hoarse voice :"
"imprison","imprisoned","pf"," That is how things are in our Empire since Sultan Selim was overthrown and imprisoned, and Allah alone knows where it will all end. '"
"wail","wail","impf"," I want to break away, to run for my life, or dash out to the refugees, to shout and wail and demand their help, or somehow to shame the soldiers into a show of contrition or regret, but I have no strength left, no warmth for you or me or anybody or anything else."
"persecute","persecuted","impf"," At every step he felt persecuted and powerless and, as a result he did not expect anything good'or reassuring from the future either."
"tow","towing","impf"," Of all experiences in connection with towing, the most exciting is being towed by girls."
"roast","roasted","impf"," Barrels of ale were also kept in the courtyard, and the pig was roasted there."
"haul","hauled","impf"," He splashed water in her face and seized her wrists and wading backwards hauled her through the water."
"avail","availed","pf"," The conversation never got going, the whole visit was a washout, and M. availed himself of the first pause to take me away."
"question","questioning","impf"," The devil is certainly somewhere in this, thought the man from Plevlje, standing with bowed head as if the bound man were questioning him and not he the bound man."
"peel","Peel","pf"," "" Peel them? "" asked Geppetto, very much surprised."
"foreordain","foreordained","pf"," The door opened and in they shoved the one-year volunteer who was sitting with Švejk under arrest in Budějovice and was foreordained to serve in the kitchen of some march company."
"jostle","jostling","impf"," A drum roll drew their attention to the front of the bandstand, where the bride was preparing to toss her bouquet to a group of eager young women all jostling for the best position."
"produce","produces","impf"," “ How can you have money, ” demanded Ford, “ if none of you actually produces anything?"
"picture","picture","impf"," He only asked, of course, because he loved me so much, he wanted to be able to picture me moving through my day ..."
"denounce","denounced","pf"," Critics of the mayor alternately denounced the "" sellout "" and complained that W -- was donating its slow and crash-prone Version 4.0 Desktops to the schools and its nearly useless Version 3.2 technology to the Community Computing Centers."
"peek","peeked","pf"," I slept outside, just peeked in to make sure she was there."
"cheat","cheat","impf"," It did n't escape Denise that the qualities that would have enabled Brian to cheat on Robin-his sense of entitlement, his retrieverish conviction that whatever he was doing was the Good Thing We All Want-would also make it easy to cheat on him."
"disengage","disengaged","pf"," He disengaged his coat."
"underrate","underrates","impf"," I think, therefore I am is the statement of an intellectual who underrates toothaches."
"disable","disabling","pf"," Had he been standing in front of me, my response would have been immediate, physical, and temporarily disabling."
"regard","regarded","impf"," This has made a lot of people very angry and been widely regarded as a bad move."
"horrify","horrified","pf"," Then, horrified at such a way of escape, they would fly once again, as if under a curse, from one end of the journey to the other and, without finding any other solution, would stop there once again on the kapia."
"resurrect","resurrected","pf"," The incident in Dalton would be resurrected and-"
"infect","infect","pf"," ' While the Pestilence rages in some place do not go there, for you may become infected, and if you are already in the place where it rages then do not depart from that place lest you infect others. '"
"infiltrate","infiltrated","pf"," “ If my ranks have been infiltrated, my men may be known by sight."
"prohibit","prohibited","impf"," “ Ms. Vetra, in case you did n't hear me, papal autopsies are prohibited by Vatican Law."
"reign","reigned","impf"," In the stable and around it reigned a sort of solemn emotion and a special silence as there is in places where one extracts the truth, a living man is tortured or where fateful things occur."
"reverberate","reverberating","impf"," The noise got more and more pronounced with every step, reverberating through the walls."
"foresee","foreseen","impf"," He proved to the aggressive Osman Effendi, without the slightest malice, coldly and brutally, that what had happened to the revolt was exactly what he had foreseen a month ago on this very kapia."
"associate","associated","impf"," He was now a man old before his time, an eccentric who lived in a world apart, who spoke little and associated with other men as little as possible."
"pacify","pacify","pf"," I said it was a thousand times more valuable to insist, regardless of the consequences, on something more modest but realistic, than to pacify one 's conscience by firing off loudmouthed proposals that evaporate forever the moment they 're made and therefore commit no one to do anything about them."
"pray","prayed","impf"," For many years he had been wandering about, always mild, solemn and smiling, visiting churches and monasteries, religious meetings and festivals; he prayed, did penance and fasted."
"crawl","crawling","impf"," For more than fifty years he has been crawling over this world, coughing, sneezing, groaning, puffing and blowing in all directions like a balloon with a hole in it."
"plead","pleads","impf"," He runs home pale and trembling, and pleads for the loan of his master ’ s horse : he must go at once to Samarra and hide where Death will never find him."
"gleam","gleamed","impf"," Washed by the rain, the glass balls gleamed in the sun, cheerfully reflecting the few white clouds."
"wake","woke","pf"," Arthur woke up and instantly regretted it."
"lag","lag","impf"," It seems as if there is a special advance in the maturing of the ability to recognise certain rather limited kinds of shapes - those related to human features - while other visual abilities lag behind."
"rejoin","rejoin","pf"," I almost said - trying to find some casual remark - "" I wonder sometimes what has become of the little McCoo girl, did she ever get better? "" - but stopped in time lest she rejoin :"
"function","functioned","impf"," At least that is how it seemed to the exhausted von Mitterer, to whom it appeared that this man functioned like a higher spirit or like indifferent nature itself."
"raise","raised","pf"," He stuck his hands behind his back, raised his eyebrows and started to hum an old Betelgeusian battle hymn."
"twirl","twirl","impf"," The newcomer is Margaret Kelly-Leibovic, professionally known as Miss Bluebell, the Englishwoman who trained generations of athletic and beplumed six-footers to twirl and kick, twirl and kick for the lubriciously monocled."
"revere","revered","impf"," The descriptions matched : a quiet, good-hearted woman who took exemplary care of her husband until his painful death and then touchingly revered his memory."
"stock","stock","pf"," Ginny says I should stock up while I have the chance, because if there is a War coming in China a lot of silk things will get scarce."
"sneak","sneaking","pf"," "" Useful things ... your father used it mainly for sneaking off to the kitchens to steal food when he was here. """
"suspend","suspended","impf"," He was suspended in mid-air and totally invisible to himself."
"void","void","pf"," "" You file a motion in federal court to void the subpoena. """
