"quiz","quiz","impf"
"think","thought","impf"
"receive","received","pf"
"dodge","dodged","pf"
"clad","clad","pf"
"participate","participate","pf"
"consolidate","consolidated","pf"
"inhibit","inhibited","impf"
"Run","Run","impf"
"intimate","intimates","pf"
"shove","shoved","pf"
"disclose","disclosed","impf"
"entrust","entrusted","pf"
"torture","tortured","impf"
"charm","charmed","pf"
"realise","realise","pf"
"watch","watched","impf"
"clap","clap","impf"
"quit","quit","pf"
"pluck","pluck","pf"
"polish","polished","pf"
"chart","charted","pf"
"evoke","evoked","impf"
"fashion","fashion","pf"
"dazzle","dazzling","impf"
"attend","attended","impf"
"smite","smite","pf"
"shovel","shovelled","impf"
"lie","lie","impf"
"tilt","tilted","pf"
"secure","secured","pf"
"smell","smelt","impf"
"align","aligned","pf"
"re-evaluate","re-evaluate","pf"
"initiate","initiated","pf"
"glare","glared","impf"
"compile","compiled","pf"
"incite","inciting","impf"
"school","school","impf"
"continue","continued","impf"
"fume","fumed","impf"
"interpose","interpose","pf"
"bias","biased","pf"
"connive","connive","impf"
"trundle","trundled","impf"
"shoot","shot","impf"
"vacate","vacate","pf"
"realize","realized","pf"
"radiate","radiated","impf"
"brush","brushed","pf"
"encroach","encroaches","impf"
"perish","perished","pf"
"unlock","unlock","pf"
"last","lasts","impf"
"stipulate","stipulated","pf"
"adapt","adapting","impf"
"prosecute","prosecuting","impf"
"wash","washed","pf"
"doubt","doubt","impf"
"weight","weighted","pf"
"merit","merited","pf"
"develop","developed","impf"
"dissemble","dissemble","impf"
"warn","warn","impf"
"unbend","unbent","pf"
"warm","warmed","impf"
"measure","measured","pf"
"redound","redounding","pf"
"lash","lash","impf"
"congeal","congealed","pf"
"page","paging","impf"
"assume","assume","impf"
"swim","swimming","impf"
"scotch","scotch","pf"
"predestine","predestined","pf"
"chant","chant","impf"
"banish","banished","pf"
"house","housed","pf"
"wave","waved","pf"
"squabble","squabbled","impf"
"hitch","hitched","pf"
"distend","distended","pf"
"bellow","bellowed","pf"
"ting","ting","impf"
"stare","stared","impf"
"secrete","secreting","pf"
"intermingle","intermingle","impf"
"steady","steadied","pf"
"vote","voted","pf"
"enclose","enclosed","pf"
"enhance","enhanced","pf"
"ravish","ravish","pf"
"pain","pained","impf"
"harvest","harvested","pf"
"juxtapose","juxtaposing","impf"
"quieten","quieten","pf"
"thieve","thieving","impf"
"slither","slithered","pf"
"cuddle","cuddled","pf"
"wheeze","wheezed","impf"
"loathe","loathed","impf"
"center","centered","pf"
"start","started","pf"
"purchase","purchased","pf"
"reheat","reheat","pf"
"exult","exulting","impf"
"flaunt","flaunted","impf"
"manage","managed","pf"
"endorse","endorsed","pf"
"teem","teeming","impf"
"wager","wagered","pf"
"equal","equaled","impf"
"bypass","bypass","pf"
"marvel","marveled","impf"
"fund","funded","impf"
"laud","lauding","impf"
"seclude","secluded","pf"
"alight","alight","pf"
"finance","finance","impf"
"mesmerize","mesmerized","pf"
"stash","stashed","pf"
"incur","incurred","pf"
"inundate","Inundated","pf"
"recoil","recoil","pf"
"shadow","shadowing","impf"
"regulate","regulated","impf"
"encircle","encircling","pf"
"superimpose","superimposed","impf"
"put","put","pf"
"climb","climbed","impf"
"baptise","baptised","pf"
"squawk","squawking","impf"
"vilify","vilify","impf"
"enter","enter","pf"
"attain","attain","pf"
"trap","trap","pf"
"deprive","deprive","pf"
"struggle","struggled","impf"
"batter","battered","impf"
"bide","biding","impf"
"destroy","Destroy","pf"
"detonate","detonate","pf"
"lapse","lapsed","pf"
"provide","provided","pf"
"allocate","allocated","pf"
"light","lit","impf"
"forestall","forestall","impf"
"impute","impute","impf"
"worship","worshipped","impf"
"muddle","muddled","pf"
"muffle","muffled","impf"
"pant","panting","impf"
"formulate","formulate","pf"
"glorify","glorifying","impf"
"consume","consumed","pf"
"shelve","shelved","pf"
"smart","smarted","impf"
"fuse","fused","pf"
"desist","desist","pf"
"rebound","Rebounding","pf"
"assure","assured","pf"
"prop","propped","pf"
"growl","growling","impf"
"consult","consult","pf"
"tumble","tumbled","pf"
"smash","smashed","pf"
"attest","attest","pf"
"entice","enticing","impf"
"tire","tired","pf"
"fuss","fuss","impf"
"undervalue","undervalued","impf"
"chain","chaining","pf"
"survive","survived","pf"
"desire","desired","impf"
"twitch","twitched","pf"
"prod","prodded","impf"
"murmur","murmured","pf"
"unify","unify","pf"
"hound","hounded","impf"
"reverse","reversed","pf"
"postulate","postulate","impf"
"ravage","ravages","pf"
"infest","infesting","pf"
"redress","redressing","pf"
"swop","swopped","pf"
"chat","chatting","impf"
"tweak","tweaked","impf"
"fetch","fetch","pf"
"crumple","crumple","pf"
"foster","foster","impf"
"clink","clinked","impf"
"summarize","summarize","pf"
"travel","travelled","impf"
"cling","clinging","impf"
"clip","clip","pf"
"beam","beams","impf"
"overpower","overpowered","pf"
"recapitulate","recapitulates","pf"
"doom","doomed","pf"
"tell","told","impf"
"replace","replace","pf"
"stomach","stomach","impf"
"emulate","emulate","pf"
"experience","experience","pf"
"listen","listened","impf"
"flatten","flattened","pf"
"hit","hit","pf"
"squash","squashed","pf"
"bloom","blooming","impf"
"denote","denotes","impf"
"beat","beat","impf"
"interrupt","interrupted","pf"
"exhort","exhorted","impf"
"propagate","propagated","impf"
"bear","bearing","impf"
"consider","considered","impf"
"forebode","forebode","impf"
"prescribe","prescribed","pf"
"necessitate","necessitate","impf"
"obtain","obtained","pf"
"ambush","ambushed","pf"
"tack","tacked","pf"
"pulverise","pulverised","pf"
"resist","resist","pf"
"dampen","dampened","impf"
"straighten","straighten","pf"
"bereave","bereft","pf"
"water","water","impf"
"stimulate","stimulating","impf"
"pause","pausing","pf"
"savour","savouring","impf"
"eclipse","eclipsed","pf"
"congratulate","congratulated","impf"
"square","squared","pf"
"soak","soaking","impf"
"soar","soared","impf"
"fetter","fettered","impf"
"debilitate","debilitated","pf"
"commute","commuted","impf"
"sustain","sustain","pf"
"entertain","entertain","impf"
"ease","eased","pf"
"request","requested","pf"
"classify","classified","pf"
"overrun","overrun","pf"
"part","parted","pf"
"envision","envisioned","impf"
"shepherd","shepherding","impf"
"point","pointed","pf"
"penetrate","penetrate","pf"
"perpetrate","perpetrated","impf"
"tend","tending","impf"
"mumble","mumbled","pf"
"resound","resounded","impf"
"frighten","frighten","impf"
"uphold","uphold","impf"
"park","parked","pf"
"deserve","deserved","impf"
"process","process","impf"
"restore","restoring","pf"
"sprout","sprouting","impf"
"exude","exude","impf"
"revenge","revenge","pf"
"subscribe","subscribe","pf"
"clear","Clear","pf"
"zoom","Zooming","pf"
"encounter","encountered","pf"
"clean","cleaned","pf"
"sock","socked","pf"
"commiserate","commiserating","impf"
"build","built","pf"
"mean","mean","impf"
"approve","approve","impf"
"earn","earned","impf"
"baptize","baptized","pf"
"chafe","chafe","impf"
"interfere","interfere","impf"
"further","further","impf"
"hurry","hurried","impf"
"account","account","impf"
"tolerate","tolerate","impf"
"lug","lugged","impf"
"stack","stacked","impf"
"swivel","swivels","pf"
"underline","underlined","pf"
"resent","resents","impf"
"repulse","repulsed","pf"
"mime","mimed","pf"
"stride","striding","impf"
"advance","advanced","pf"
"opine","opined","impf"
"allay","allayed","pf"
"tramp","tramped","impf"
"crack","crack","pf"
"trip","tripping","impf"
"bind","bind","pf"
"appreciate","appreciated","impf"
"trim","trim","pf"
"record","record","pf"
"rally","rally","pf"
"Straighten","Straighten","pf"
"jump","jump","pf"
"happen","happened","pf"
"pass","passed","pf"
"preoccupy","preoccupied","pf"
"amble","ambling","impf"
"shock","shocked","pf"
"strew","strewed","impf"
"bill","billing","impf"
"misuse","misuse","impf"
"distort","distorting","pf"
"venture","venture","impf"
"discern","discern","pf"
"transfix","transfixed","pf"
"dilate","dilate","pf"
"replenish","replenishing","pf"
"intoxicate","intoxicated","pf"
"compare","comparing","impf"
"mirror","mirrored","impf"
"depict","depicted","impf"
"Set","Set","pf"
"edify","edified","pf"
"impinge","impinge","impf"
"shiver","shivered","impf"
"hop","hopped","impf"
"bequeath","bequeathed","pf"
"solidify","solidified","pf"
"rouse","roused","pf"
"mint","mint","impf"
"grasp","grasped","pf"
"harmonize","harmonize","impf"
"spark","spark","impf"
"affix","affix","pf"
"grass","grass","impf"
"brag","brag","impf"
"term","termed","pf"
"override","overridden","pf"
"spare","spare","impf"
"mine","mined","impf"
"mind","mind","impf"
"replicate","replicated","pf"
"tail","tailing","impf"
"involve","involves","impf"
"right","righted","pf"
"assemble","assembled","pf"
"outrun","outrun","pf"
"elude","eluded","impf"
"march","marched","impf"
"blast","blasted","pf"
"mutter","muttered","pf"
"repel","repel","pf"
"meet","met","pf"
"answer","answer","pf"
"stage","stage","impf"
"underscore","underscore","pf"
"grumble","grumbled","impf"
"shoplift","shoplifting","impf"
"cultivate","cultivated","impf"
"borrow","borrow","pf"
"supersede","superseded","pf"
"ruminate","ruminated","impf"
"showcase","showcase","pf"
"thrive","thriving","impf"
"desert","desert","pf"
"co-operate","co-operate","impf"
"represent","represented","impf"
"quarter","quartered","pf"
"backtrack","backtrack","pf"
"ejaculate","ejaculated","pf"
"compete","competing","impf"
"die","die","pf"
"dig","dig","impf"
"dispatch","dispatch","pf"
"sympathise","sympathised","impf"
"impel","impelled","impf"
"promise","promised","impf"
"dip","dipped","pf"
"paralyze","paralyzed","pf"
"besiege","besieging","pf"
"enmesh","Enmeshed","pf"
"hold","holding","pf"
"trail","trailed","impf"
"club","clubbing","impf"
"talk","talking","impf"
"reply","reply","pf"
"vanish","vanished","pf"
"signal","signalled","impf"
"vault","vault","pf"
"impair","impairs","pf"
"train","trained","pf"
"venerate","venerates","impf"
"stray","strayed","pf"
"whoop","whooped","impf"
"parcel","parcel","pf"
"test","testing","impf"
"journey","journeyed","impf"
"cajole","cajoled","pf"
"count","count","impf"
"exhaust","exhausted","pf"
"creep","crept","impf"
"strap","strapped","pf"
"feast","feast","impf"
"take","took","pf"
"accompany","accompanied","impf"
"obviate","obviated","pf"
"imbibe","imbibes","impf"
"blame","blame","impf"
"reckon","reckoned","impf"
"chuck","chuck","pf"
"abet","abetted","impf"
"distract","distracted","pf"
"occasion","occasioned","pf"
"hinge","hinged","impf"
"squeeze","squeezed","pf"
"loan","loan","pf"
"fudge","fudge","impf"
"back","back","pf"
"arraign","arraigning","pf"
"title","title","pf"
"preempt","preempt","pf"
"miss","missing","pf"
"pound","pound","impf"
"preen","preening","impf"
"load","loaded","pf"
"trot","trotted","impf"
"bite","bite","impf"
"ferry","ferry","impf"
"corroborate","corroborated","pf"
"ignore","ignored","impf"
"soften","soften","pf"
"applaud","applauded","impf"
"trickle","trickle","impf"
"notice","noticing","pf"
"relax","relax","impf"
"relay","relayed","pf"
"monitor","monitoring","impf"
"outlast","outlast","pf"
"permeate","permeated","pf"
"disassociate","disassociating","pf"
"schedule","schedule","impf"
"print","printing","impf"
"apprehend","apprehended","pf"
"relocate","RELOCATE","pf"
"inherit","inherited","pf"
"interpret","interpreted","impf"
"terrorize","terrorizing","pf"
"hug","hugging","pf"
"grant","grant","pf"
"mire","mired","pf"
"append","appended","pf"
"attitudinize","attitudinizing","impf"
"explain","explained","impf"
"ransom","ransom","pf"
"sparkle","sparkles","impf"
"envy","envied","impf"
"convert","converted","pf"
"construct","constructed","pf"
"hope","hoped","impf"
"attempt","attempted","pf"
"collaborate","collaborated","impf"
"relish","relishing","impf"
"melt","melted","pf"
"hook","hooked","pf"
"balance","balancing","impf"
"tape","tape","pf"
"stalk","stalking","impf"
"exasperate","exasperated","impf"
"fathom","fathom","pf"
"bend","bent","pf"
"lock","locked","pf"
"refrigerate","refrigerated","pf"
"mimic","mimic","impf"
"pitch","pitch","pf"
"conjoin","conjoined","pf"
"fear","feared","impf"
"gauge","gauge","pf"
"creak","creaking","impf"
"chop","chopped","pf"
"sense","sensed","pf"
"protest","protested","impf"
"brew","brewing","impf"
"menace","menaced","impf"
"afford","afford","pf"
"singe","singed","pf"
"debunk","debunked","pf"
"deflect","deflect","pf"
"curse","cursing","impf"
"appease","appeased","pf"
"impede","impeded","pf"
"evaluate","evaluate","pf"
"dog","dogged","impf"
"maltreat","maltreated","impf"
"rebuff","rebuffing","pf"
"shield","shielded","impf"
"upset","upset","pf"
"tussle","tussling","impf"
"enrol","enrol","pf"
"curve","curved","impf"
"skid","skidded","impf"
"skin","skinned","impf"
"deliver","delivered","pf"
"tailor","tailored","pf"
"stamp","stamp","pf"
"skim","skimmed","impf"
"skip","skips","impf"
"cleanse","cleanse","pf"
"disseminate","disseminate","impf"
"writhe","writhing","impf"
"uncoil","uncoiled","pf"
"notify","notify","pf"
"mention","mention","pf"
"file","file","pf"
"stream","streaming","impf"
"herald","heralded","impf"
"nurse","nursed","impf"
"accumulate","accumulated","pf"
"dwarf","dwarf","pf"
"heave","heaved","pf"
"man","manned","impf"
"stand","standing","impf"
"surround","surrounded","impf"
"nourish","nourish","impf"
"map","mapped","impf"
"osculate","osculating","impf"
"mar","marred","impf"
"lengthen","lengthened","pf"
"forward","forwarded","pf"
"strike","struck","pf"
"subdue","subdued","pf"
"torch","torch","pf"
"trigger","triggered","pf"
"assimilate","assimilates","impf"
"withhold","withheld","pf"
"parley","parley","impf"
"dishearten","disheartened","pf"
"overmaster","overmastered","pf"
"mend","mending","pf"
"return","returned","pf"
"succour","succour","pf"
"rotate","rotating","impf"
"bait","baiting","impf"
"use","use","impf"
"subject","subject","impf"
"feel","feel","impf"
"engulf","engulf","pf"
"thrill","thrilled","pf"
"serve","serve","pf"
"lunge","lunging","pf"
"cough","coughing","impf"
"drown","drowned","pf"
"astound","astounds","pf"
"smile","smiled","pf"
"evict","evicted","pf"
"convene","convening","pf"
"strip","strip","impf"
"liken","likened","pf"
"find","find","pf"
"host","hosting","impf"
"accelerate","accelerated","pf"
"TRY","TRY","pf"
"credit","credit","impf"
"alter","altered","pf"
"combine","combine","impf"
"waste","waste","pf"
"brook","brooking","impf"
"insinuate","insinuated","pf"
"confiscate","confiscated","pf"
"crackle","crackled","impf"
"occur","occurred","pf"
"illustrate","illustrated","impf"
"dry","dried","pf"
"embroil","embroiled","pf"
"sort","sort","impf"
"film","filming","impf"
"pressure","pressured","impf"
"fill","filled","pf"
"paralyse","paralysed","pf"
"brood","brooding","impf"
"numb","numbed","pf"
"feed","fed","impf"
"chuckle","chuckled","impf"
"forget","forgot","pf"
"originate","originated","impf"
"infer","infer","impf"
"dispose","disposed","pf"
"position","positioned","pf"
"present","presenting","pf"
"curtail","curtailed","pf"
"glow","glowing","impf"
"stupefy","stupefied","pf"
"disconcert","disconcerting","pf"
"wrangle","wrangle","impf"
"belong","belonged","impf"
"blend","blended","impf"
"best","bested","pf"
"conceive","conceived","pf"
"mess","messed","pf"
"delete","deleted","pf"
"predate","predated","impf"
"ball","balled","pf"
"transform","transformed","pf"
"advise","advised","pf"
"redouble","redouble","pf"
"repeat","repeated","impf"
"sputter","sputtered","impf"
"agitate","agitated","pf"
"make","made","pf"
"fulfil","fulfil","impf"
"categorize","categorized","impf"
"repeal","repealed","pf"
"familiarize","familiarizes","pf"
"rebuke","rebuke","impf"
"brandish","brandished","impf"
"compound","compounded","pf"
"master","master","pf"
"badger","badger","impf"
"waken","waken","pf"
"stake","staking","impf"
"dub","dubbed","pf"
"underlie","underlies","impf"
"witness","witness","impf"
"fortify","fortify","pf"
"jibe","jibes","impf"
"complicate","complicated","impf"
"puzzle","puzzled","pf"
"conform","conforms","impf"
"bake","bake","impf"
"relent","relented","pf"
"lodge","lodged","impf"
"simplify","simplifying","pf"
"annoy","annoying","impf"
"profess","professed","impf"
"inform","informed","pf"
"depend","depends","impf"
"slake","slaking","impf"
"glue","glued","pf"
"commit","committed","pf"
"miscarry","miscarry","pf"
"scream","screamed","impf"
"outdo","outdone","pf"
"cure","cured","pf"
"curb","curbed","pf"
"envelop","enveloping","pf"
"baby-sit","baby-sitting","impf"
"crash","crash","pf"
"convulse","convulsing","impf"
"cover","covered","impf"
"patch","patching","pf"
"reflect","reflect","impf"
"bank","banked","pf"
"outfit","outfit","pf"
"scurry","scurried","impf"
"consummate","consummated","pf"
"bang","bang","pf"
"reassure","reassure","pf"
"divulge","divulged","pf"
"fire","firing","impf"
"stick","stick","pf"
"trample","trampled","impf"
"extort","extort","impf"
"devolve","devolved","pf"
"orbit","orbits","impf"
"covet","coveted","impf"
"comprise","comprised","impf"
"moderate","moderate","pf"
"distinguish","distinguish","impf"
"uplift","uplifted","pf"
"invent","invented","pf"
"execute","executed","pf"
"flood","flooded","pf"
"benefit","benefit","pf"
"labor","laboring","impf"
"elongate","elongated","pf"
"wield","wields","impf"
"overstep","overstepped","pf"
"boost","boosted","impf"
"capsize","capsized","pf"
"concur","concurred","impf"
"shower","shower","impf"
"debar","debarred","pf"
"shelter","sheltered","impf"
"expel","expelled","pf"
"examine","examined","impf"
"overrule","overruled","pf"
"scan","scanned","impf"
"eliminate","eliminating","pf"
"believe","believe","impf"
"fret","fretting","impf"
"vomit","vomited","impf"
"long","longed","impf"
"remember","remember","impf"
"augment","augment","pf"
"entitle","entitles","impf"
"outline","outlining","impf"
"fade","faded","pf"
"metamorphose","metamorphosed","pf"
"glance","glanced","pf"
"free","freed","pf"
"mix","Mixed","impf"
"deputise","deputising","impf"
"acquit","acquit","pf"
"honour","honouring","impf"
"twinkle","twinkle","impf"
"bother","bothering","impf"
