"replayed","replay","přehrát","přehrát","pf"," If a measuring device is present at a scene of great mental stress — and at the right time in the cycle according to which the electrical disturbances created by the event pass by the spot again, then the whole scene might be replayed, albeit in decayed form ... ”"," Pokud do dějiště velkého duševního vypětí umístíme měřící zařízení ve správný okamžik cyklu, tedy ve chvíli, kdy elektrické poruchy tou událostí vyvolané opět kolem dotyčného místa probíhají, dá se celý výjev znovu přehrát, i když nepřesně ... """
"feels","feel","cítí","cítit","impf"," He feels the schwer inside his stomach, tightening like gravity;"," To schwer cítí v žaludku, těžkne jako gravitace;"
"shouts","shout","zavolá","zavolat","pf"," “ Hey : watch out with that one! ” he shouts at two Day School pupils dragging and bumping a heavy case across the gravel — boys who, facing away from him, remain oblivious to his concern."," "" Haló, pozor s tím! "" zavolá na dva žáky denní školy, kteří se po štěrku vlečou a kodrcají s těžkou bednou, ale chlapci se na něj nedívají, a tak o jeho obavách nemají ani tušení."
"dragging","drag","vlečou","vléci","impf"," “ Hey : watch out with that one! ” he shouts at two Day School pupils dragging and bumping a heavy case across the gravel — boys who, facing away from him, remain oblivious to his concern."," "" Haló, pozor s tím! "" zavolá na dva žáky denní školy, kteří se po štěrku vlečou a kodrcají s těžkou bednou, ale chlapci se na něj nedívají, a tak o jeho obavách nemají ani tušení."
"watch","watch","nedívají","dívat","impf"," “ Hey : watch out with that one! ” he shouts at two Day School pupils dragging and bumping a heavy case across the gravel — boys who, facing away from him, remain oblivious to his concern."," "" Haló, pozor s tím! "" zavolá na dva žáky denní školy, kteří se po štěrku vlečou a kodrcají s těžkou bednou, ale chlapci se na něj nedívají, a tak o jeho obavách nemají ani tušení."
"explains","explain","vysvětlí","vysvětlit","pf"," “ It ’ s delicate, ” he explains to Carrefax by way of compensation for being ignored by the boys."," "" Je to křehké, "" vysvětlí Widsun Carrefaxovi, aby si vynahradil, že na něj hoši nedbají."
"tried","try","zkusil","zkusit","pf"," He ’ s tried the cocaine-in-the-eyeballs trick, but doesn ’ t get the point of snorting it, and even less so of injecting stuff into one ’ s arm."," Kokain do očí už zkusil, ale šňupání, a ještě méně vpichování do paže, mu nic neříká."
"imagine","imagine","představit","představit","pf"," Serge, for his part, can ’ t imagine flying without diacetylmorphine."," Zato Serge si nedokáže představit, že by letěl bez diacetylmorfinu."
"flying","fly","letěl","letět","impf"," Serge, for his part, can ’ t imagine flying without diacetylmorphine."," Zato Serge si nedokáže představit, že by letěl bez diacetylmorfinu."
"fighting","fight","bojoval","bojovat","impf"," “ Who was fighting? ” Petrou asks."," "" A kdo s kým bojoval? "" zeptá se Petrou."
"asks","ask","zeptá","zeptat","pf"," “ Who was fighting? ” Petrou asks."," "" A kdo s kým bojoval? "" zeptá se Petrou."
"passes","pass","mine","minout","pf"," eventually it passes the same wooden bridge and presents to him, once he ’ s re-crossed this, the same small doorway."," za chvíli zeď mine stejnou dřevěnou lávku, a když přes ni opět projde i on, nabídne mu zeď stejnou branku."
"passes","pass","projde","projít","pf"," eventually it passes the same wooden bridge and presents to him, once he ’ s re-crossed this, the same small doorway."," za chvíli zeď mine stejnou dřevěnou lávku, a když přes ni opět projde i on, nabídne mu zeď stejnou branku."
"tells","tell","řekne","říci","pf"," “ Inventor of writing, ” Petrou tells him, “ god of magic, measurer of time, keeper of divine records."," "" Vynálezce písma, "" řekne Petrou, "" bůh čarodějnictví, časoměřič, božský kronikář."
"holds","hold","má","mít","impf"," Sekhet has a lioness ’ s head and holds a golden flower, to represent the sun, whose heat she takes into her body and re-emanates."," Sachmet má hlavu lvice a drží zlatý květ, který představuje Slunce, jehož žár soustřeďuje do svého těla a opět vyzařuje."
"holds","hold","drží","držet","impf"," Sekhet has a lioness ’ s head and holds a golden flower, to represent the sun, whose heat she takes into her body and re-emanates."," Sachmet má hlavu lvice a drží zlatý květ, který představuje Slunce, jehož žár soustřeďuje do svého těla a opět vyzařuje."
"represent","represent","představuje","představovat","impf"," Sekhet has a lioness ’ s head and holds a golden flower, to represent the sun, whose heat she takes into her body and re-emanates."," Sachmet má hlavu lvice a drží zlatý květ, který představuje Slunce, jehož žár soustřeďuje do svého těla a opět vyzařuje."
"taste","taste","Chutnají","chutnat","impf"," They taste the same as well, all giving off the flavour that, in vapour form, pervades the whole ship : a compound of decayed funguses, hot engine oil and onions."," Chutnají také stejně, všechny vydávají stejný pach, který v podobě páry zahaluje celou loď : je to směsice rozkládajících se hub, horkého motorového oleje a cibule."
"giving","give","vydávají","vydávat","impf"," They taste the same as well, all giving off the flavour that, in vapour form, pervades the whole ship : a compound of decayed funguses, hot engine oil and onions."," Chutnají také stejně, všechny vydávají stejný pach, který v podobě páry zahaluje celou loď : je to směsice rozkládajících se hub, horkého motorového oleje a cibule."
"leads","lead","vede","vést","impf"," The track leads between two colonnades of poplars, passes a potato field, then runs down to an L-shaped airfield flanked by woods."," Cesta nejdřív vede topolovou alejí, pak mine brambořiště a sjede k letišti ve tvaru L, skrytému mezi stromy."
"runs","run","vede","vést","impf"," The track leads between two colonnades of poplars, passes a potato field, then runs down to an L-shaped airfield flanked by woods."," Cesta nejdřív vede topolovou alejí, pak mine brambořiště a sjede k letišti ve tvaru L, skrytému mezi stromy."
"passes","pass","mine","minout","pf"," The track leads between two colonnades of poplars, passes a potato field, then runs down to an L-shaped airfield flanked by woods."," Cesta nejdřív vede topolovou alejí, pak mine brambořiště a sjede k letišti ve tvaru L, skrytému mezi stromy."
"says","say","ukazuje","ukazovat","impf"," “ The runway ’ s got cows grazing on it! ” Serge says."," "" Na ranveji se pasou krávy! "" ukazuje Serge."
"want","want","chtěl","chtít","impf"," “ You want it to look like an aerodrome? ” the driver asks."," "" A to byste chtěl, aby to vypadalo jako opravdový letiště? "" zeptá se řidič."
"asks","ask","zeptá","zeptat","pf"," “ You want it to look like an aerodrome? ” the driver asks."," "" A to byste chtěl, aby to vypadalo jako opravdový letiště? "" zeptá se řidič."
"wink","wink","mrkne","mrknout","pf"," A mentor — nod, wink here and there : probably a Freemason."," Ví, jak na to - támhle kývne, tadyhle mrkne ... nejspíš to bude zednář."
"Came","come","šel","jít","impf"," Came out smoothly?"," A šel ven hladce?"
"left","leave","nechali","nechat","pf"," “ Oh, they ’ ve left their rifles to the side, ” Tilly giggles."," "" Nestřílejí, pušky si někde nechali, "" chichotá se Tilly."
"plays","play","nehraje","hrát","impf"," But he ’ s not the one who plays with her."," Ale ten si s ní nehraje."
"asks","ask","zeptá","zeptat","pf"," “ What did you call him? ” asks the secretary."," "" Co o něm víš? "" zeptá se sekretářka."
"rise","rise","vstávají","vstávat","impf"," People rise from their seats and head for safer, upwind ground;"," Lidé vstávají ze sedadel a míří proti větru do bezpečnějších míst;"
"abandon","abandon","opouštějí","opouštět","impf"," Miss Hubbard and her behind-sheet helpers abandon their post too, eyes streaming."," i slečna Hubbardová a její pomocníci zpoza opony opouštějí se slzícíma očima pozice."
"does","do","udělá","udělat","pf"," Serge does the same."," Serge udělá totéž."
"remains","remain","zůstane","zůstat","pf"," Only Sophie remains in position, completely unperturbed, beaming out at them from veils of smoke."," Jen zcela nevzrušená Sophie zůstane na místě a na všechny se skrz závoj kouře zářivě usmívá."
"sees","see","zahlédne","zahlédnout","pf"," Serge, looking across his shoulder, sees an arc welder perched halfway up one of the masts ’ steel frames, soldering a cable into place."," Serge mu přes rameno zahlédne svářeče, který vylezl do poloviny ocelové konstrukce stožáru a páječkou připevňuje kabel."
"continues","continue","pokračuje","pokračovat","impf"," “ Look at the terrain, ” Macauley continues, walking Serge away from the pylons."," "" Rozhlédněte se po krajině, "" pokračuje Macauley a odvádí Serge od sloupů."
"lies","lie","leží","ležet","impf"," Learmont detours away from it into a long avenue of conker trees behind which lies an apple orchard."," Learmont od ní odbočí do dlouhé kaštanové aleje, za níž leží jabloňový sad."
"turn","turn","zahnula","zahnout","pf"," The avenue takes him towards a set of smaller houses, but before he reaches these he picks the wall up again, emerging from still swirls of tangled hedge to turn and run beside the narrow, moat-like stream that he crossed yesterday;"," Alej ho dovede ke skupince domků, ale ještě před nimi se lékař vrátí ke zdi, která se tu vynořila ze ztuhlých vrkočů spletitého křoví, zahnula a táhne se podél toho úzkého, vodní příkop připomínajícího potoka, přes který včera přecházel;"
"crossed","cross","přecházel","přecházet","impf"," The avenue takes him towards a set of smaller houses, but before he reaches these he picks the wall up again, emerging from still swirls of tangled hedge to turn and run beside the narrow, moat-like stream that he crossed yesterday;"," Alej ho dovede ke skupince domků, ale ještě před nimi se lékař vrátí ke zdi, která se tu vynořila ze ztuhlých vrkočů spletitého křoví, zahnula a táhne se podél toho úzkého, vodní příkop připomínajícího potoka, přes který včera přecházel;"
"addresses","address","Osloví","oslovit","pf"," A hush descends on the audience as he addresses them."," Osloví publikum, které rázem umlkne."
"commence","commence","zahájí","zahájit","pf"," “ Ladies and gentlemen — and, above all, friends, ” he announces, “ Miss Dobai will commence her sitting in a moment. ”"," "" Dámy a pánové - a především vážení přátelé, "" praví, "" za okamžik zahájí slečna Dobaiová seanci. """
"continues","continue","pokračuje","pokračovat","impf"," Sweeping the hall with his gaze, he continues :"," Pohledem přejede po sále a pokračuje :"
"decide","decide","rozhodne","rozhodnout","pf"," They confiscate the whole lot, and hand it over to the Museum in Cairo, who decide what paltry scraps to toss back to the finder ’ s national collections. ”"," Všechno zabavují a předávají káhirskému muzeu, kde se rozhodne, jaké ubohé paběrky se milostivě utrousí do národních sbírek nálezce. """
"asks","ask","zeptá","zeptat","pf"," “ Isn ’ t that fair? ” Alby asks."," "" A není to tak správně? "" zeptá se Alby."
"continue","continue","pokračují","pokračovat","impf"," The bumps continue till they clear a haze that ’ s been invisible up to now : it always is when they ’ re inside it."," Ty pokračují, dokud stroj nevyletí z oparu, který až dosud nebyl vidět : jakmile jste v něm, nikdy ho nevidíte."
"guard","guard","střeží","střežit","impf"," Others guard objects that haven ’ t yet been hoisted to the upper chamber : alabaster dishes, copper pans, fragments of broken pottery."," Další střeží předměty, které ještě nebyly vyzvednuty do horní komory : alabastrové nádobí, měděné hrnce, keramické střepy."
"hoisted","hoist","vyzvednuty","vyzvednout","pf"," Others guard objects that haven ’ t yet been hoisted to the upper chamber : alabaster dishes, copper pans, fragments of broken pottery."," Další střeží předměty, které ještě nebyly vyzvednuty do horní komory : alabastrové nádobí, měděné hrnce, keramické střepy."
"pointing","point","ukáže","ukázat","pf"," “ What are those? ” he asks, pointing to three ebony statuettes."," "" Co je tohle? "" ukáže Serge na tři ebenové sošky."
"broken","break","rozbije","rozbít","pf"," “ They are : if one gets broken, the ka moves on to another;"," "" Taky to tak je : když se jedna rozbije, ka se přestěhuje do další."
"moves","move","přestěhuje","přestěhovat","pf"," “ They are : if one gets broken, the ka moves on to another;"," "" Taky to tak je : když se jedna rozbije, ka se přestěhuje do další."
