"missed","miss","vynechala","vynechat","pf"," The woman who did the pressing, at the cleaners, had missed some days that week."," Žehlířka v čistírně však ten týden několik dní vynechala."
"sees","see","vidí","vidět","impf"," I can ’ t figure out what Wilf sees in you. ”"," Nechápu, co na tobě Wilf vidí. """
"led","lead","Vedla","vést","impf"," She led him out the door and around the currant bushes and under the maple tree where — she had already told him two or three times — she used to have her swing."," Vedla ho ze dveří kolem rybízových keřů a pod javorem, kde - jak mu už dvakrát nebo třikrát řekla - mívala houpačku."
"told","tell","řekla","říci","pf"," She led him out the door and around the currant bushes and under the maple tree where — she had already told him two or three times — she used to have her swing."," Vedla ho ze dveří kolem rybízových keřů a pod javorem, kde - jak mu už dvakrát nebo třikrát řekla - mívala houpačku."
"cleaning","clean","uklidit","uklidit","pf"," ( There was no fuss about doing the dishes and cleaning up the kitchen — a woman Mrs. Travers called “ my friend the able Mrs. Abel ” would come in the morning. )"," ( Nikdo neotravoval připomínkami, že by se mělo umýt nádobí a uklidit kuchyně - ráno přijde žena, které paní Traversová říkala "" moje přítelkyně šikulka Abelka "". )"
"called","call","přijde","přijít","pf"," ( There was no fuss about doing the dishes and cleaning up the kitchen — a woman Mrs. Travers called “ my friend the able Mrs. Abel ” would come in the morning. )"," ( Nikdo neotravoval připomínkami, že by se mělo umýt nádobí a uklidit kuchyně - ráno přijde žena, které paní Traversová říkala "" moje přítelkyně šikulka Abelka "". )"
"come","come","přijde","přijít","pf"," ( There was no fuss about doing the dishes and cleaning up the kitchen — a woman Mrs. Travers called “ my friend the able Mrs. Abel ” would come in the morning. )"," ( Nikdo neotravoval připomínkami, že by se mělo umýt nádobí a uklidit kuchyně - ráno přijde žena, které paní Traversová říkala "" moje přítelkyně šikulka Abelka "". )"
"called","call","říkala","říkat","impf"," ( There was no fuss about doing the dishes and cleaning up the kitchen — a woman Mrs. Travers called “ my friend the able Mrs. Abel ” would come in the morning. )"," ( Nikdo neotravoval připomínkami, že by se mělo umýt nádobí a uklidit kuchyně - ráno přijde žena, které paní Traversová říkala "" moje přítelkyně šikulka Abelka "". )"
"sat","sit","posadil","posadit","pf"," Maury always dragged cushions onto the rug and sat there."," Maury vždycky natahal polštáře na koberec a tam se posadil."
"dressed","dress","oblékala","oblékat","impf"," Gretchen, who never dressed for dinner in anything but jeans or army pants, usually sat cross-legged in a wide chair."," Gretchen, která si k večeři zásadně oblékala jenom džíny nebo maskáče, se obyčejně usadila se zkříženýma nohama v širokém křesle."
"sat","sit","usadila","usadit","pf"," Gretchen, who never dressed for dinner in anything but jeans or army pants, usually sat cross-legged in a wide chair."," Gretchen, která si k večeři zásadně oblékala jenom džíny nebo maskáče, se obyčejně usadila se zkříženýma nohama v širokém křesle."
"sleeping","sleep","spala","spát","impf"," “ You were sleeping. ”"," "" Vy jste spala. """
"smiled","smile","usmál","usmát","pf"," He smiled slightly at what he had said."," Nepatrně se usmál tomu, co řekl."
"said","say","řekl","říci","pf"," He smiled slightly at what he had said."," Nepatrně se usmál tomu, co řekl."
"sleeping","sleep","Spala","spát","impf"," She had been sleeping with her head hanging forward, like an old woman, and there was a dribble at the corner of her mouth."," Spala s hlavou svěšenou dopředu jako stará bába a z koutku úst jí stékal pramínek slin."
"hoping","hope","doufala","doufat","impf"," Also, she knew she must get to the Ladies Toilet at once, hoping there was nothing on her skirt."," Věděla také, že musí okamžitě běžet na toaletu, a jenom doufala, že si neznečistila sukni."
"tell","tell","řekli","říci","pf"," What did they tell you? ”"," A co ti řekli? """
"told","tell","neřekl","říci","pf"," “ Nobody told me."," "" Nikdo mi nic neřekl."
"tell","tell","neříkají","říkat","impf"," They never would tell me anything. ”"," Nikdy mi nic neříkají. """
"remember","remember","Pamatuješ","pamatovat","impf"," “ You remember the way? ”"," "" Pamatuješ, jak to bylo? """
"gave","give","Dávali","dávat","impf"," “ They gave me gas. ”"," "" Dávali mi plyn. """
"buy","buy","koupili","koupit","pf"," It was the very station she and Clark used to drive to, in their early days, to buy cheap gas."," Byla to právě ta, kam zpočátku zajížděli s autem, aby si koupili levný benzin."
"included","include","zahrnoval","zahrnovat","impf"," In those days their world had included several towns in the surrounding countryside and they had sometimes behaved like tourists, sampling the specialties in grimy hotel bars."," Tenkrát jejich svět zahrnoval několik měst v okolní oblasti a někdy se chovali jako turisti a v ponurých hotelových barech ochutnávali speciality."
"behaved","behave","chovali","chovat","impf"," In those days their world had included several towns in the surrounding countryside and they had sometimes behaved like tourists, sampling the specialties in grimy hotel bars."," Tenkrát jejich svět zahrnoval několik měst v okolní oblasti a někdy se chovali jako turisti a v ponurých hotelových barech ochutnávali speciality."
"sing","sing","zpívali","zpívat","impf"," And they would sing all the way home like crazy hillbillies."," A celou cestu domů zpívali jako blázniví zálesáci."
"seen","see","považovat","považovat","impf"," But after a while all outings came to be seen as a waste of time and money."," Ale časem začali takové vyjížďky považovat za ztrátu času a peněz."
"thought","think","Měla","mít","impf"," She did have a feeling that it would be possible to disappoint Mrs. Jamieson, who struck her as a most sensitive and rigorous person, but she thought that she was in no danger of doing that."," Měla vskutku pocit, že by paní Jamiesonovou mohla snadno zklamat - připadala jí jako nesmírně citlivý a rozumný člověk -, ale věřila, že se něčeho takového nedopustí."
"disappoint","disappoint","zklamat","zklamat","pf"," She did have a feeling that it would be possible to disappoint Mrs. Jamieson, who struck her as a most sensitive and rigorous person, but she thought that she was in no danger of doing that."," Měla vskutku pocit, že by paní Jamiesonovou mohla snadno zklamat - připadala jí jako nesmírně citlivý a rozumný člověk -, ale věřila, že se něčeho takového nedopustí."
"thought","think","věřila","věřit","impf"," She did have a feeling that it would be possible to disappoint Mrs. Jamieson, who struck her as a most sensitive and rigorous person, but she thought that she was in no danger of doing that."," Měla vskutku pocit, že by paní Jamiesonovou mohla snadno zklamat - připadala jí jako nesmírně citlivý a rozumný člověk -, ale věřila, že se něčeho takového nedopustí."
"shining","shine","svítilo","svítit","impf"," The sun was shining, as it had been for some time."," Slunce svítilo stejně jako už delší dobu."
"hung","hang","pověsila","pověsit","pf"," Lauren yanked at the jacket that Delphine had hung on the high hook on the back of the door."," Lauren zatahala za sako, které jí Delphine pověsila na háček vysoko na zadní straně dveří."
"said","say","řekla","říci","pf"," “ I don ’ t even know this person Joyce, ” she said miserably."," "" Vždyť já tu Joyce ani neznám, "" řekla nešťastným tónem."
"drank","drink","vypila","vypít","pf"," You probably drank that too fast. ”"," Patrně jsi to vypila moc rychle. """
"sitting","sit","seděli","sedět","impf"," While they were sitting in the room above his shop there had been a distance, and she had never feared — and never hoped — that the distance would be altered by any brusque or clumsy or sly movement of his."," Jak tak seděli v pokoji nad jeho obchodem, udržovali mezi sebou odstup a vůbec se nebála - vlastně ani nedoufala -, že tu mezeru změní nějaký jeho rázný nebo neohrabaný či lstivý pohyb."
"feared","fear","nebála","bát","impf"," While they were sitting in the room above his shop there had been a distance, and she had never feared — and never hoped — that the distance would be altered by any brusque or clumsy or sly movement of his."," Jak tak seděli v pokoji nad jeho obchodem, udržovali mezi sebou odstup a vůbec se nebála - vlastně ani nedoufala -, že tu mezeru změní nějaký jeho rázný nebo neohrabaný či lstivý pohyb."
"hoped","hope","nedoufala","doufat","impf"," While they were sitting in the room above his shop there had been a distance, and she had never feared — and never hoped — that the distance would be altered by any brusque or clumsy or sly movement of his."," Jak tak seděli v pokoji nad jeho obchodem, udržovali mezi sebou odstup a vůbec se nebála - vlastně ani nedoufala -, že tu mezeru změní nějaký jeho rázný nebo neohrabaný či lstivý pohyb."
"altered","alter","změní","změnit","pf"," While they were sitting in the room above his shop there had been a distance, and she had never feared — and never hoped — that the distance would be altered by any brusque or clumsy or sly movement of his."," Jak tak seděli v pokoji nad jeho obchodem, udržovali mezi sebou odstup a vůbec se nebála - vlastně ani nedoufala -, že tu mezeru změní nějaký jeho rázný nebo neohrabaný či lstivý pohyb."
"felt","feel","cítila","cítit","impf"," On the few occasions when this had happened with other men she had felt embarrassed for them."," Když se jí to párkrát stalo s jinými muži, cítila se za ně zahanbená."
"walked","walk","kráčeli","kráčet","impf"," Now of necessity she and this man walked fairly close to each other and if they met someone their arms might brush together."," Teď z nutnosti kráčeli oba blízko sebe, a kdyby se měli někomu vyhnout, možná že by se o sebe otřeli pažemi."
"held","hold","držela","držet","impf"," Also because she held her head slightly lowered and twisted her face to the side."," Také proto, že hlavu držela poněkud skloněnou a tvář natočenou stranou."
"recalled","recall","vzpomněla","vzpomenout","pf"," And now of course Juliet recalled the mention in letters of some woman who had come in to help, because of Sara ’ s strength having gone so drastically downhill."," Juliet si naráz vzpomněla, že se jí v dopisech zmiňovali o nějaké ženě, která jim teď pomáhá, protože Saru tak drasticky opouštějí síly."
"help","help","pomáhá","pomáhat","impf"," And now of course Juliet recalled the mention in letters of some woman who had come in to help, because of Sara ’ s strength having gone so drastically downhill."," Juliet si naráz vzpomněla, že se jí v dopisech zmiňovali o nějaké ženě, která jim teď pomáhá, protože Saru tak drasticky opouštějí síly."
"offered","offer","nabízela","nabízet","impf"," In the very small town where she lived — it was not far from Mrs. Travers ’ Pembroke — there was nevertheless a high school, which offered five grades, to prepare you for the government exams and what was then called senior matriculation."," V malinkém městečku, kde žila - nebylo to daleko od Pembroke paní Traversové měli střední školu, která nabízela pět stupňů na přípravu studentů ke státním zkouškám a k maturitě."
"study","study","studovat","studovat","impf"," It was never necessary to study all the subjects offered, and at the end of her first year — what should have been her final year, Grade Thirteen — Grace tried examinations in History and Botany and Zoology and English and Latin and French, receiving unnecessarily high marks."," Nikdy nebylo nutno studovat všechny vyučované předměty a na konci prvního ročníku - což mohl být její poslední, třináctý ročník - se pokusila Grace složit zkoušky z dějepisu, botaniky a zoologie, z angličtiny, latiny a francouzštiny, a získala až zbytečně dobré známky."
"tried","try","pokusila","pokusit","pf"," It was never necessary to study all the subjects offered, and at the end of her first year — what should have been her final year, Grade Thirteen — Grace tried examinations in History and Botany and Zoology and English and Latin and French, receiving unnecessarily high marks."," Nikdy nebylo nutno studovat všechny vyučované předměty a na konci prvního ročníku - což mohl být její poslední, třináctý ročník - se pokusila Grace složit zkoušky z dějepisu, botaniky a zoologie, z angličtiny, latiny a francouzštiny, a získala až zbytečně dobré známky."
"receiving","receive","získala","získat","pf"," It was never necessary to study all the subjects offered, and at the end of her first year — what should have been her final year, Grade Thirteen — Grace tried examinations in History and Botany and Zoology and English and Latin and French, receiving unnecessarily high marks."," Nikdy nebylo nutno studovat všechny vyučované předměty a na konci prvního ročníku - což mohl být její poslední, třináctý ročník - se pokusila Grace složit zkoušky z dějepisu, botaniky a zoologie, z angličtiny, latiny a francouzštiny, a získala až zbytečně dobré známky."
"like","like","chcete","chtít","impf"," “ Where would you like to sit? ” he said."," "" Kam si chcete sednout? "" zeptal se."
"sit","sit","sednout","sednout","pf"," “ Where would you like to sit? ” he said."," "" Kam si chcete sednout? "" zeptal se."
"took","take","vzala","vzít","pf"," She said “ Excuse me ” ( just what he had last said to her ) and took up her case and walked away with as little self-conscious haste as she could manage."," "" Promiňte, "" omlouvala se ( stejně jako se předtím omluvil on jí, když ji odbyl ), vzala si kabelu a odešla s co nejméně rozpačitým spěchem, na jaký se zmohla."
"spoke","speak","promluvil","promluvit","pf"," He spoke at once."," Okamžitě promluvil."
"said","say","Řekl","říci","pf"," He said that he wanted to apologize."," Řekl, že se chce omluvit."
"wanted","want","chce","chtít","impf"," He said that he wanted to apologize."," Řekl, že se chce omluvit."
"apologize","apologize","omluvit","omluvit","pf"," He said that he wanted to apologize."," Řekl, že se chce omluvit."
"occurred","occur","Došlo","dojít","pf"," “ It occurred to me I was rude to you."," "" Došlo mi, že jsem na vás byl hrubý."
"asked","ask","zeptala","zeptat","pf"," When you asked me — ”"," Když jste se mě zeptala - """
"came","come","přešel","přejít","pf"," He removed his arm from the filing cabinet and came and hugged her."," Odstoupil od kartotéky, přešel k ní a přitiskl si ji."
"hugged","hug","přitiskl","přitisknout","pf"," He removed his arm from the filing cabinet and came and hugged her."," Odstoupil od kartotéky, přešel k ní a přitiskl si ji."
"smelled","smell","cítit","cítit","impf"," He smelled of sweat and the wine he and Eileen had drunk at dinner and Lauren felt very uncomfortable and embarrassed."," Byl cítit potem a vínem, které s Eileen pili u večeře, a Lauren to bylo velmi nepříjemné a trapné."
"felt","feel","cítit","cítit","impf"," He smelled of sweat and the wine he and Eileen had drunk at dinner and Lauren felt very uncomfortable and embarrassed."," Byl cítit potem a vínem, které s Eileen pili u večeře, a Lauren to bylo velmi nepříjemné a trapné."
"drunk","drink","pili","pít","impf"," He smelled of sweat and the wine he and Eileen had drunk at dinner and Lauren felt very uncomfortable and embarrassed."," Byl cítit potem a vínem, které s Eileen pili u večeře, a Lauren to bylo velmi nepříjemné a trapné."
"want","want","potřebuju","potřebovat","impf"," I just want off. ”"," Jenom potřebuju ven. """
"Come","come","Přijeď","přijet","pf"," “ Come and get me."," "" Přijeď pro mě."
"get","get","Přijeď","přijet","pf"," “ Come and get me."," "" Přijeď pro mě."
"Come","come","Přijeď","přijet","pf"," Come and get me. ”"," Přijeď si pro mě. """
"get","get","Přijeď","přijet","pf"," Come and get me. ”"," Přijeď si pro mě. """
"forgotten","forget","zapomněla","zapomenout","pf"," Sylvia had forgotten to lock her door."," Sylvia zapomněla zamknout dveře."
"lock","lock","zamknout","zamknout","pf"," Sylvia had forgotten to lock her door."," Sylvia zapomněla zamknout dveře."
"realized","realize","Uvědomila","uvědomit","pf"," She realized that she should be locking it now, not opening it, but it was too late, she had it open."," Uvědomila si, že by je měla zamknout teď a neotvírat, ale už bylo pozdě, otevřela."
"locking","lock","zamknout","zamknout","pf"," She realized that she should be locking it now, not opening it, but it was too late, she had it open."," Uvědomila si, že by je měla zamknout teď a neotvírat, ale už bylo pozdě, otevřela."
"opening","open","neotvírat","otvírat","impf"," She realized that she should be locking it now, not opening it, but it was too late, she had it open."," Uvědomila si, že by je měla zamknout teď a neotvírat, ale už bylo pozdě, otevřela."
"opening","open","otevřela","otevřít","pf"," She realized that she should be locking it now, not opening it, but it was too late, she had it open."," Uvědomila si, že by je měla zamknout teď a neotvírat, ale už bylo pozdě, otevřela."
"met","meet","potkávala","potkávat","impf"," As she made her way through the cars she met other people on the move."," Když procházela jednotlivými vagony, potkávala jiné cestující, rovněž v pohybu."
"pressing","press","Tiskli","tisknout","impf"," People were pressing against the windows on one side of the train, or they had halted between the cars, as if they expected the doors to open."," Tiskli se na jedné straně vlaku k oknům nebo se zastavovali mezi vozy, jako by očekávali, že se dveře před nimi otevřou."
"expected","expect","očekávali","očekávat","impf"," People were pressing against the windows on one side of the train, or they had halted between the cars, as if they expected the doors to open."," Tiskli se na jedné straně vlaku k oknům nebo se zastavovali mezi vozy, jako by očekávali, že se dveře před nimi otevřou."
"open","open","otevřou","otevřít","pf"," People were pressing against the windows on one side of the train, or they had halted between the cars, as if they expected the doors to open."," Tiskli se na jedné straně vlaku k oknům nebo se zastavovali mezi vozy, jako by očekávali, že se dveře před nimi otevřou."
"asked","ask","Zeptal","zeptat","pf"," He asked how long those two had been married and was told sixty-five years."," Zeptal se jich, jak dlouho už jsou spolu, a dozvěděl se, že pětašedesát let."
"cried","cry","zvolal","zvolat","pf"," “ Sixty-five years, ” cried Harry, reeling at the thought."," "" Pětašedesát let! "" zvolal Harry a to pomyšlení jím zamávalo."
"asked","ask","požádal","požádat","pf"," Harry asked the recipe for a happy marriage."," Harry požádal o recept na šťastné manželství."
"locked","lock","zamčeno","zamknout","pf"," He told her that it might have been turned in to the Lost and Found, but the Lost and Found was locked."," Vysvětlil jí, že kabelku možná někdo odevzdal do kanceláře ztrát a nálezu, jenomže tam bylo také zamčeno."
"left","leave","nechal","nechat","pf"," With some reluctance he left his mopping and led her down another stairs to a cubbyhole containing several umbrellas, parcels, and even jackets and hats and a disgusting-looking brownish fox scarf."," Poněkud neochotně nechal vytírání a po jiných schodech ji zavedl dolů do jakési komory, kde uviděli několik deštníků, balíků, dokonce i sak a klobouků a odporný límec z nahnědlé lišky."
"led","lead","zavedl","zavést","pf"," With some reluctance he left his mopping and led her down another stairs to a cubbyhole containing several umbrellas, parcels, and even jackets and hats and a disgusting-looking brownish fox scarf."," Poněkud neochotně nechal vytírání a po jiných schodech ji zavedl dolů do jakési komory, kde uviděli několik deštníků, balíků, dokonce i sak a klobouků a odporný límec z nahnědlé lišky."
"stuck","stick","Strčila","strčit","pf"," She stuck her hands in the pockets."," Strčila si ruce do kapes."
"Thank","thank","Děkuju","děkovat","impf"," “ Thank you for the hot chocolate. ”"," "" Děkuju za tu horkou čokoládu. """
"think","think","Myslím","myslet","impf"," I often think of you"," Myslím na Vás často"
"say","say","říkají","říkat","impf"," That is only the sort of thing people say to be comforting, or out of a mild desire to keep somebody on the string."," Jenom prázdná slova, jaká lidé říkají na uklidněnou nebo z jakési touhy mít někoho v hrsti."
"keep","keep","mít","mít","impf"," That is only the sort of thing people say to be comforting, or out of a mild desire to keep somebody on the string."," Jenom prázdná slova, jaká lidé říkají na uklidněnou nebo z jakési touhy mít někoho v hrsti."
"left","leave","nechala","nechat","pf"," She has left her big suitcase at the school, to be picked up later."," Velký kufr nechala ve škole, že si ho vyzvedne později."
"phone","phone","zavolá","zavolat","pf"," Maybe phone him."," Možná že mu zavolá."
"visit","visit","navštívila","navštívit","pf"," When she steps off the elevator to visit the third and top floor of the hospital, she is wearing a long black coat, gray wool skirt, and a lilac-gray silk blouse."," Když vystoupí z výtahu, aby navštívila třetí, tedy nejvyšší patro nemocnice, má na sobě dlouhý černý kabát, šedou vlněnou sukni a lila šedou hedvábnou blůzu."
"wearing","wear","má","mít","impf"," When she steps off the elevator to visit the third and top floor of the hospital, she is wearing a long black coat, gray wool skirt, and a lilac-gray silk blouse."," Když vystoupí z výtahu, aby navštívila třetí, tedy nejvyšší patro nemocnice, má na sobě dlouhý černý kabát, šedou vlněnou sukni a lila šedou hedvábnou blůzu."
"wait","wait","počkat","počkat","pf"," “ You just wait, ” he said."," "" Ty musíš počkat, "" domlouval jí."
"see","see","nevidíš","vidět","impf"," Don ’ t you see we have a guest? ”"," Copak nevidíš, že máme návštěvu? """
"enter","enter","vejít","vejít","pf"," He stood aside for Robin to enter the big front room, which had no rug on the wide painted floorboards and no curtains, only shades, on the windows."," Ustoupil, aby Robin mohla vejít do velkého předního pokoje, kde neměl na širokých natřených podlahových prknech žádný koberec a na oknech žádné záclony, jenom žaluzie."
"stood","stand","neměl","mít","impf"," He stood aside for Robin to enter the big front room, which had no rug on the wide painted floorboards and no curtains, only shades, on the windows."," Ustoupil, aby Robin mohla vejít do velkého předního pokoje, kde neměl na širokých natřených podlahových prknech žádný koberec a na oknech žádné záclony, jenom žaluzie."
"working","work","pracují","pracovat","impf"," “ But they seem to like working here, ” the Matron said."," "" Ale zřejmě tu rádi pracují, "" pravila ředitelka."
"said","say","pravila","pravit","pf"," “ But they seem to like working here, ” the Matron said."," "" Ale zřejmě tu rádi pracují, "" pravila ředitelka."
"led","lead","vedla","vést","impf"," Smiling a warning left and right, she led Nancy into her office, which was a room off the kitchen."," S varovnými úsměvy vpravo vlevo vedla Nancy do své kanceláře, která byla hned u kuchyně."
"settle","settle","dohodneme","dohodnout","pf"," We ’ ll have to settle it somehow. ”"," No, nějak se o tom dohodneme. """
"surprised","surprise","překvapilo","překvapit","pf"," Juliet was surprised for a moment, then not."," Juliet to na chvíli překvapilo, potom už ne."
"stood","stand","měl","mít","impf"," The man who stood there wore a well-pressed yellow shirt with short sleeves, and tan pants."," Muž, který tam stál, měl na sobě pěkně vyžehlenou žlutou košili s krátkými rukávy a béžové kalhoty."
"wore","wear","měl","mít","impf"," The man who stood there wore a well-pressed yellow shirt with short sleeves, and tan pants."," Muž, který tam stál, měl na sobě pěkně vyžehlenou žlutou košili s krátkými rukávy a béžové kalhoty."
"smiling","smile","usmíval","usmívat","impf"," He was perhaps a few years older than she was, tall but rather frail-looking, slightly hollow chested, but vigorous in his greeting, relentless in his smiling."," Byl možná o pár let starší než ona, ale vysoký, vypadal poněkud slabý, s mírně propadlým hrudníkem, ale zdravil energicky a nepřetržitě se usmíval."
"come","come","Přišel","přijít","pf"," “ I ’ ve come to see the lady of the house, ” he said."," "" Přišel jsem navštívit paní domu, "" hlásil."
"see","see","Přišel","přijít","pf"," “ I ’ ve come to see the lady of the house, ” he said."," "" Přišel jsem navštívit paní domu, "" hlásil."
"see","see","navštívit","navštívit","pf"," “ I ’ ve come to see the lady of the house, ” he said."," "" Přišel jsem navštívit paní domu, "" hlásil."
"left","leave","nechala","nechat","pf"," Juliet left him standing there and went into the sunroom."," Juliet ho tam nechala stát a šla do slunečního pokojíku."
"went","go","šla","jít","impf"," Juliet left him standing there and went into the sunroom."," Juliet ho tam nechala stát a šla do slunečního pokojíku."
"selling","sell","prodává","prodávat","impf"," “ He might be selling something."," "" Možná že něco prodává."
"built","build","postavil","postavit","pf"," Mr. Travers had built the house — that is, he had it built, as a surprise wedding present for Mrs. Travers."," Ten dům postavil pan Travers - totiž dal ho postavit jako nečekaný svatební dar pro paní Traversovou."
"built","build","postavil","postavit","pf"," Mr. Travers had built the house — that is, he had it built, as a surprise wedding present for Mrs. Travers."," Ten dům postavil pan Travers - totiž dal ho postavit jako nečekaný svatební dar pro paní Traversovou."
"built","build","postavit","postavit","pf"," Mr. Travers had built the house — that is, he had it built, as a surprise wedding present for Mrs. Travers."," Ten dům postavil pan Travers - totiž dal ho postavit jako nečekaný svatební dar pro paní Traversovou."
"built","build","postavit","postavit","pf"," Mr. Travers had built the house — that is, he had it built, as a surprise wedding present for Mrs. Travers."," Ten dům postavil pan Travers - totiž dal ho postavit jako nečekaný svatební dar pro paní Traversovou."
"saw","see","uviděla","uvidět","pf"," When Grace first saw it, it would have been perhaps thirty years old."," Když ho Grace uviděla poprvé, byl asi třicet let starý."
"went","go","šlo","jít","impf"," She stood up to it well, as far as her nerves and physical endurance went, but her powers, whatever they were, didn ’ t prove so reliable."," Zvládala to dobře, pokud šlo o její nervy a fyzickou odolnost, ale ukázalo se, že její schopnosti nejsou zcela spolehlivé."
"prove","prove","ukázalo","ukázat","pf"," She stood up to it well, as far as her nerves and physical endurance went, but her powers, whatever they were, didn ’ t prove so reliable."," Zvládala to dobře, pokud šlo o její nervy a fyzickou odolnost, ale ukázalo se, že její schopnosti nejsou zcela spolehlivé."
"started","start","Začala","začít","pf"," She started to flounder."," Začala se plést."
"persisted","persist","přetrvávaly","přetrvávat","impf"," The headaches persisted."," Bolesti hlavy přetrvávaly."
"suspect","suspect","podezřívají","podezřívat","impf"," What most people suspect is true."," To, z čeho nás lidé většinou podezřívají, je pravda."
"remembered","remember","Vzpomněla","vzpomenout","pf"," She remembered that throughout the play she had held the purse on her lap, under her program."," Vzpomněla si, že během představení držela kabelku na klíně pod programem."
"held","hold","držela","držet","impf"," She remembered that throughout the play she had held the purse on her lap, under her program."," Vzpomněla si, že během představení držela kabelku na klíně pod programem."
"slipped","slip","sklouzlo","sklouznout","pf"," Perhaps both had slipped to the floor?"," Třeba jí obojí sklouzlo na zem?"
