"work","work","Pracujete","pracovat","impf"," "" Do you work here at home? "" I asked."," "" Pracujete tady doma? "" vyzvídala jsem."
"wanted","want","postrádaly","postrádat","impf"," It has n't been there in the other women I 've painted, or wanted to paint."," Ty ostatní ženy, které jsem maloval nebo malovat chtěl, ty to postrádaly."
"drawn","draw","přitahuje","přitahovat","impf"," I was wondering why I was so drawn to that at this point in my life. """," Lámal jsem si hlavu, proč mě to v tomto úseku života tak přitahuje. """
"want","want","nechci","chtít","impf"," "" And I do n't want you to think I do n't like it."," "" A nechci také, abych ve vás vzbudila pocit, že se mi tu nelíbí."
"like","like","nechci","chtít","impf"," "" And I do n't want you to think I do n't like it."," "" A nechci také, abych ve vás vzbudila pocit, že se mi tu nelíbí."
"like","like","nelíbí","líbit","impf"," "" And I do n't want you to think I do n't like it."," "" A nechci také, abych ve vás vzbudila pocit, že se mi tu nelíbí."
"seems","seem","zdá","zdát","impf"," It 's that ... nothing is what it seems."," Je to tím, že ... nic není takové, jak se to zdá."
"sense","sense","vycítíte","vycítit","pf"," You sense it instantly."," Okamžitě to vycítíte."
"seem","seem","zdá","zdát","impf"," And maybe nobody is who they seem, either, at least not while they 're here."," A možná není ani nikdo tím, kým se zdá být, tedy alespoň ne po tu dobu, kdy je tady v Benátkách."
"feeling","feel","cítil","cítit","impf"," That 's what he was feeling."," Přesně tohle Joe cítil."
"came","come","přišel","přijít","pf"," I have no idea when Joe came in."," Netuším vůbec, kdy přišel Joe."
"communicating","communicate","komunikovat","komunikovat","impf"," Perhaps Joe and I would simply go on communicating via notes for the rest of the trip."," Třeba spolu budeme s Joem komunikovat po zbytek cesty pouze prostřednictvím podobných písemných zpráv."
"said","say","neřekl","říci","pf"," He 's never said anything like that before."," Něco takového mi dosud nikdy neřekl!"
"does","do","dělá","dělat","impf"," He 's really good at what he does."," Je opravdu dobrý v tom, co dělá."
"falls","fall","Spadne","spadnout","pf"," He falls in a canal."," Spadne do kanálu."
"pull","pull","vytáhnete","vytáhnout","pf"," You pull him out."," Vy ho vytáhnete."
"do","do","děláš","dělat","impf"," "" ... do it again, "" I thought she said."," "" ... a děláš to zase, "" zdálo se mi, že Yolanda říká :"
"thought","think","zdálo","zdát","impf"," "" ... do it again, "" I thought she said."," "" ... a děláš to zase, "" zdálo se mi, že Yolanda říká :"
"said","say","říká","říkat","impf"," "" ... do it again, "" I thought she said."," "" ... a děláš to zase, "" zdálo se mi, že Yolanda říká :"
"working","work","funguje","fungovat","impf"," "" It 's really working now, "" he replied, or I thought he did."," "" Teď to opravdu funguje, "" odpověděl jí, nebo jsem si to domýšlela."
"did","do","funguje","fungovat","impf"," "" It 's really working now, "" he replied, or I thought he did."," "" Teď to opravdu funguje, "" odpověděl jí, nebo jsem si to domýšlela."
"replied","reply","odpověděl","odpovědět","pf"," "" It 's really working now, "" he replied, or I thought he did."," "" Teď to opravdu funguje, "" odpověděl jí, nebo jsem si to domýšlela."
"hope","hope","doufám","doufat","impf"," "" I hope to God it 's worth it, "" Yolanda 's voice said, blending into the singsong of the tires and the road under my cheek."," "" Já jen doufám, že to stojí za to, "" říkal Yolandin hlas a mísil se se zpěvem pneumatik a silnice pod mou tváří."
"said","say","říkal","říkat","impf"," "" I hope to God it 's worth it, "" Yolanda 's voice said, blending into the singsong of the tires and the road under my cheek."," "" Já jen doufám, že to stojí za to, "" říkal Yolandin hlas a mísil se se zpěvem pneumatik a silnice pod mou tváří."
"blending","blend","mísil","mísit","impf"," "" I hope to God it 's worth it, "" Yolanda 's voice said, blending into the singsong of the tires and the road under my cheek."," "" Já jen doufám, že to stojí za to, "" říkal Yolandin hlas a mísil se se zpěvem pneumatik a silnice pod mou tváří."
"came","come","přišel","přijít","pf"," It must have been very late when Joe, still attached to Ada Forrest 's arm, came to claim me and take me home."," Muselo být už hodně pozdě, když si pro mne přišel Joe, dosud přilepený k paži Ady Forrestové, a odvezl mě domů."
"realized","realize","uvědomila","uvědomit","pf"," All of a sudden I realized that we were among the last people left on the For-rests ' roof."," Náhle jsem si uvědomila, že jsme mezi posledními, kdo ze střešní terasy Forrestových odchází."
"left","leave","odchází","odcházet","impf"," All of a sudden I realized that we were among the last people left on the For-rests ' roof."," Náhle jsem si uvědomila, že jsme mezi posledními, kdo ze střešní terasy Forrestových odchází."
"holding","hold","udržela","udržet","pf"," "" We lived our little drama, "" I warbled, lurching into Joe and holding on."," "" Prožili jsme malé drama, "" zatrylkovala jsem, zapotácela se, vrazila do Joea, ale udržela se na nohou."
"get","get","dostane","dostat","pf"," An American woman with a nice solid ass and no squint could get laid by eleven, have the best vongole in the lagoon for lunch, and be back in time for tea. """," Američanka s pěkným zakulaceným zadkem a bez předsudků si může užít ještě před jedenáctou, pak dostane v poledne u laguny k obědu ty nejlepší vongole a vrátí se včas k večeři. """
"met","meet","potkala","potkat","pf"," They were not, with a few exceptions, like any people I had ever met."," Nepodobali se, až na několik výjimek, vůbec nikomu, s kým jsem se dosud potkala."
"left","leave","odjela","odjet","pf"," Before I left home I had envisioned this party and seen in my mind a sort of idealized gathering of international artists, the European art community at its best."," V duchu jsem si tenhle večírek představovala, než jsem odjela z domova, a před očima jsem pak měla jakési zidealizované shromáždění mezinárodních umělců, smetánky evropského uměleckého společenství."
"learned","learn","dozvědět","dozvědět","pf"," But it would have embarrassed me no end if I had learned about it at the time."," Cítila bych ale nepředstavitelné rozpaky, dozvědět se o tom, když tohle dílko vzniklo."
"looked","look","podíval","podívat","pf"," Joe looked at us, Ada and me, sitting in the sunlight, laughing, and began to laugh himself."," Joe se na nás podíval, na Adu a na mne, jak tam sedíme v sluneční záři a smějeme se, a dal se rovněž do smíchu."
"sitting","sit","sedíme","sedět","impf"," Joe looked at us, Ada and me, sitting in the sunlight, laughing, and began to laugh himself."," Joe se na nás podíval, na Adu a na mne, jak tam sedíme v sluneční záři a smějeme se, a dal se rovněž do smíchu."
"laughing","laugh","smějeme","smát","impf"," Joe looked at us, Ada and me, sitting in the sunlight, laughing, and began to laugh himself."," Joe se na nás podíval, na Adu a na mne, jak tam sedíme v sluneční záři a smějeme se, a dal se rovněž do smíchu."
"laugh","laugh","smějeme","smát","impf"," Joe looked at us, Ada and me, sitting in the sunlight, laughing, and began to laugh himself."," Joe se na nás podíval, na Adu a na mne, jak tam sedíme v sluneční záři a smějeme se, a dal se rovněž do smíchu."
"laughed","laugh","Smáli","smát","impf"," We laughed a long time."," Smáli jsme se dlouho."
"step","step","kráčet","kráčet","impf"," On the Steep, you had to step carefully to avoid treading on lovers."," Na Strži jste museli kráčet opatrně, abyste nešlápli na milence."
"treading","tread","kráčet","kráčet","impf"," On the Steep, you had to step carefully to avoid treading on lovers."," Na Strži jste museli kráčet opatrně, abyste nešlápli na milence."
"step","step","nešlápli","šlápnout","pf"," On the Steep, you had to step carefully to avoid treading on lovers."," Na Strži jste museli kráčet opatrně, abyste nešlápli na milence."
"treading","tread","nešlápli","šlápnout","pf"," On the Steep, you had to step carefully to avoid treading on lovers."," Na Strži jste museli kráčet opatrně, abyste nešlápli na milence."
"liked","like","líbila","líbit","impf"," Least of all I liked myself."," A ze všeho nejméně jsem se líbila sama sobě."
"threw","throw","vyhodila","vyhodit","pf"," But just for insurance, just for good measure, I covertly threw into the college incinerator, on the second day of my marriage, the little round cardboard wheel of Enovids the college physician had given me."," Ale jenom pro jistotu, jen pro všechny případy jsem druhý den našeho manželství nepozorovaně vyhodila do odpadků malou kulatou kartonovou krabičku s antikoncepčními pilulkami, které mi předepsal univerzitní lékař."
"guess","guess","Hádám","hádat","impf"," I guess she 's my only superstition."," Hádám, že to je jediná pověra, na kterou věřím."
"protect","protect","ochraňuj","ochraňovat","impf"," The cash box has a prayer written on it : Saint Lucy, protect my eyes. I always toss her a wad of lire."," Na pokladničce je modlitbička : Svatá Lucie, ochraňuj můj zrak. Vždycky jí tam hodím tučný svazek lir."
"hurt","hurt","Uškodit","uškodit","pf"," Ca n't hurt. """," Uškodit to nemůže. """
"stopped","stop","zůstala","zůstat","pf"," I let my run take me on out, into the very middle. Then I stopped and looked down."," Běžela jsem až do samého středu, tam jsem zůstala stát a zadívala se dolů."
"lay","lie","leželo","ležet","impf"," Here, on this bridge swinging over darkness, the moon 's fingers reached only the very tips of the trees that made a canopy over whatever lay below."," Tady, na můstku houpajícím se v temnotě, stříbřily měsíční prsty pouze koruny stromů, které se vyklenuly jako baldachýn nad vším, co leželo pod nimi."
"let","let","nedovolí","dovolit","pf"," Of course Sam is n't going to let me call them, but it would be extraordinary, just the same. """," Sam mi samozřejmě nedovolí, abych novinářům zavolala, ale i tak to bude výjimečné. """
"call","call","zavolala","zavolat","pf"," Of course Sam is n't going to let me call them, but it would be extraordinary, just the same. """," Sam mi samozřejmě nedovolí, abych novinářům zavolala, ale i tak to bude výjimečné. """
"going","go","jede","jet","impf"," "" He was going over to Torcello this morning, "" Yolie said."," "" Sam jede dneska ráno na Torcello, "" vysvětlovala mi Yolie."
"goes","go","Jezdí","jezdit","impf"," "" He goes at least once every time they come to Venice."," "" Jezdí tam alespoň jednou pokaždé, když jsou v Benátkách."
"come","come","Jezdí","jezdit","impf"," "" He goes at least once every time they come to Venice."," "" Jezdí tam alespoň jednou pokaždé, když jsou v Benátkách."
"gotten","get","nesehnala","sehnat","pf"," If Ada could n't have gotten Joe, she 'd just have had to work it out."," Kdyby Ada nesehnala Joea, tak by to musela zvládnout sama."
"sounds","sound","zní","znít","impf"," It 's not as cold-blooded as it sounds;"," Ale ve skutečnosti to není tak vypočítavé, jak to zní."
"manage","manage","zvládne","zvládnout","pf"," he knows she could manage. """," On ví, že to Ada zvládne. """
"pressed","press","tiskla","tisknout","impf"," On her feet, her body pressed hard against Sam Forrest 's, her arms around his neck, her face pressed into it."," Byla na nohou, vší silou se tiskla k Samu Forrestovi, objímala ho kolem šíje, do níž mu zabořila tvář."
"pressed","press","tiskla","tisknout","impf"," On her feet, her body pressed hard against Sam Forrest 's, her arms around his neck, her face pressed into it."," Byla na nohou, vší silou se tiskla k Samu Forrestovi, objímala ho kolem šíje, do níž mu zabořila tvář."
"kissed","kiss","líbala","líbat","impf"," This woman nibbled his neck and kissed his face and held her mouth up to his and was kissed in return."," Tato žena mu něžně zarývala zuby do krku, líbala ho na tvář, nabízela mu rty a dostávalo se jí na oplátku jeho polibků."
"kissed","kiss","líbala","líbat","impf"," This woman nibbled his neck and kissed his face and held her mouth up to his and was kissed in return."," Tato žena mu něžně zarývala zuby do krku, líbala ho na tvář, nabízela mu rty a dostávalo se jí na oplátku jeho polibků."
"wanted","want","Zatoužila","zatoužit","pf"," I wanted to reach across the table and hug her, gather up the sleek brown solidarity of her in my arms and squeeze as hard as I could."," Zatoužila jsem natáhnout se přes stůl a obejmout ji, popadnout to elegantní snědé ztělesnění solidárnosti do náručí a sevřít je ze všech sil."
"hug","hug","obejmout","obejmout","pf"," I wanted to reach across the table and hug her, gather up the sleek brown solidarity of her in my arms and squeeze as hard as I could."," Zatoužila jsem natáhnout se přes stůl a obejmout ji, popadnout to elegantní snědé ztělesnění solidárnosti do náručí a sevřít je ze všech sil."
"squeeze","squeeze","obejmout","obejmout","pf"," I wanted to reach across the table and hug her, gather up the sleek brown solidarity of her in my arms and squeeze as hard as I could."," Zatoužila jsem natáhnout se přes stůl a obejmout ji, popadnout to elegantní snědé ztělesnění solidárnosti do náručí a sevřít je ze všech sil."
"hug","hug","sevřít","sevřít","pf"," I wanted to reach across the table and hug her, gather up the sleek brown solidarity of her in my arms and squeeze as hard as I could."," Zatoužila jsem natáhnout se přes stůl a obejmout ji, popadnout to elegantní snědé ztělesnění solidárnosti do náručí a sevřít je ze všech sil."
"squeeze","squeeze","sevřít","sevřít","pf"," I wanted to reach across the table and hug her, gather up the sleek brown solidarity of her in my arms and squeeze as hard as I could."," Zatoužila jsem natáhnout se přes stůl a obejmout ji, popadnout to elegantní snědé ztělesnění solidárnosti do náručí a sevřít je ze všech sil."
"said","say","řekl","říci","pf"," "" You taught me everything I know, "" I said."," "" Dokonale jste mi otevřela oči, "" řekl jsem."
"put","put","položila","položit","pf"," I went around the bed and put my hands on the back of his shoulders and steered him to the bed."," Obešla jsem postel a zezadu jsem mu položila dlaně na ramena a nasměrovala ho na lůžko."
"look","look","nepohlédla","pohlédnout","pf"," The sobbing did not stop, and I did not look up into his face."," Vzlykání neustávalo, ale já mu do tváře nepohlédla."
"think","think","Myslím","myslet","impf"," I did not think he would want me to do that."," Myslím, že by si to nepřál."
"want","want","nepřál","přát","impf"," I did not think he would want me to do that."," Myslím, že by si to nepřál."
"sat","sit","Posadila","posadit","pf"," I sat him down on the bed and pulled the covers back."," Posadila jsem ho na postel a stáhla z ní přikrývky."
"need","need","potřebujeme","potřebovat","impf"," "" That 's what we both need, more than anything."," "" To oba potřebujeme víc než cokoli jiného."
"Come","come","pojď","jít","impf"," Come on, slip in here."," Tak pojď, hezky si sem lehni."
"turned","turn","Obrátila","obrátit","pf"," I turned my head to look at him."," Obrátila jsem se k němu."
"do","do","provést","provést","pf"," "" I want you to have something of your own, Cat, so he ca n't do that to you again, that with the bridges-what he did this morning."," "" Rád bych, abyste měla něco vlastního, Cat, aby vám to už nikdy nemohl provést znovu, to s těmi mosty - to, co udělal dneska ráno."
"did","do","provést","provést","pf"," "" I want you to have something of your own, Cat, so he ca n't do that to you again, that with the bridges-what he did this morning."," "" Rád bych, abyste měla něco vlastního, Cat, aby vám to už nikdy nemohl provést znovu, to s těmi mosty - to, co udělal dneska ráno."
"do","do","udělal","udělat","pf"," "" I want you to have something of your own, Cat, so he ca n't do that to you again, that with the bridges-what he did this morning."," "" Rád bych, abyste měla něco vlastního, Cat, aby vám to už nikdy nemohl provést znovu, to s těmi mosty - to, co udělal dneska ráno."
"did","do","udělal","udělat","pf"," "" I want you to have something of your own, Cat, so he ca n't do that to you again, that with the bridges-what he did this morning."," "" Rád bych, abyste měla něco vlastního, Cat, aby vám to už nikdy nemohl provést znovu, to s těmi mosty - to, co udělal dneska ráno."
"mean","mean","Nechtěl","chtít","impf"," I did n't mean to make you cry."," Nechtěl jsem vás rozplakat."
"visited","visit","nenavštívila","navštívit","pf"," And by that time there were none of those terrible thoughts that had not visited me in the dark still nights when I could not sleep."," A mne od té doby nenavštívila žádná z těch příšerných myšlenek, které se ke mně plížívaly za temných, tichých nocí, kdy se mi spánek vyhýbal."
"sat","sit","seděli","sedět","impf"," On an evening nearly twenty-one years later we sat in a garden identical save in scope to that first one, having our drinks in the cool spring twilight and reading a letter from our daughter, in college a continent away."," Jednoho večera, už uplynulo jedenadvacet let, jsme seděli v zahradě, která byla úplně stejná jako ta první, vyjma rozlohy ovšem, a za chladného jarního podvečera jsme usrkávali pití a četli dopis od naší dcery, která studovala na univerzitě na jiném kontinentu."
"reading","read","četli","číst","impf"," On an evening nearly twenty-one years later we sat in a garden identical save in scope to that first one, having our drinks in the cool spring twilight and reading a letter from our daughter, in college a continent away."," Jednoho večera, už uplynulo jedenadvacet let, jsme seděli v zahradě, která byla úplně stejná jako ta první, vyjma rozlohy ovšem, a za chladného jarního podvečera jsme usrkávali pití a četli dopis od naší dcery, která studovala na univerzitě na jiném kontinentu."
"reading","read","studovala","studovat","impf"," On an evening nearly twenty-one years later we sat in a garden identical save in scope to that first one, having our drinks in the cool spring twilight and reading a letter from our daughter, in college a continent away."," Jednoho večera, už uplynulo jedenadvacet let, jsme seděli v zahradě, která byla úplně stejná jako ta první, vyjma rozlohy ovšem, a za chladného jarního podvečera jsme usrkávali pití a četli dopis od naší dcery, která studovala na univerzitě na jiném kontinentu."
"pressed","press","tiskla","tisknout","impf"," If I had not been pressed down so hard by the weight of Joe 's body I might have arched completely up off the bunk at the finish."," Byla bych se na konci při vyvrcholení prohnula vzhůru do oblouku na lehátku, nebýt toho, že mě váha Joeova těla tak pevně tiskla dolů."
"turned","turn","obrátila","obrátit","pf"," Then she turned to me."," Potom se obrátila ke mně."
"Listen","listen","Poslyšte","slyšet","impf"," "" Listen. Why do n't we take out our food and go back to the room? """," "" Poslyšte, co kdybychom se najedly a pak se vrátily do hotelu? "" navrhla jsem zvesela."
"did","do","udělám","udělat","pf"," I knew she was going to say what she felt she had to, no matter what I said or did."," A já věděla, že mi vypoví vše, co musí, ať udělám nebo řeknu cokoli."
"say","say","řeknu","říci","pf"," I knew she was going to say what she felt she had to, no matter what I said or did."," A já věděla, že mi vypoví vše, co musí, ať udělám nebo řeknu cokoli."
"said","say","řeknu","říci","pf"," I knew she was going to say what she felt she had to, no matter what I said or did."," A já věděla, že mi vypoví vše, co musí, ať udělám nebo řeknu cokoli."
"listen","listen","poslouchat","poslouchat","impf"," Well, then, I would listen, hear her out."," Tak dobře, budu poslouchat, vyslechnu si ji."
"hear","hear","poslouchat","poslouchat","impf"," Well, then, I would listen, hear her out."," Tak dobře, budu poslouchat, vyslechnu si ji."
"hear","hear","vyslechnu","vyslechnout","pf"," Well, then, I would listen, hear her out."," Tak dobře, budu poslouchat, vyslechnu si ji."
"built","build","Postavili","postavit","pf"," It was built, Ada said, in the late fifteenth century."," Postavili ji v patnáctém století, jak tvrdila Ada."
