"hurried","hurry","spěchal","spěchat","impf"," Mr. Weasley blinked rather rapidly, then he too hurried to hug his son."," Pan Weasley několikrát dost rychle zamrkal a pak také spěchal syna obejmout."
"fell","fall","upadl","upadnout","pf"," Harry was nearly thrown off his feet as the Snatchers forced the prisoners to swivel around again, so that the light fell on Hermione instead."," Harry málem upadl na podlahu, když lapkové přinutili zajatce, aby se znovu přetočili, a světlo tak místo něj ozářilo Hermionu."
"forced","force","přinutili","přinutit","pf"," Harry was nearly thrown off his feet as the Snatchers forced the prisoners to swivel around again, so that the light fell on Hermione instead."," Harry málem upadl na podlahu, když lapkové přinutili zajatce, aby se znovu přetočili, a světlo tak místo něj ozářilo Hermionu."
"saw","see","Viděla","vidět","impf"," I saw her picture in the Prophet!"," Viděla jsem její fotografii ve Věštci!"
"looked","look","pohlédl","pohlédnout","pf"," He looked hopefully toward the little group of Ravenclaws, to Padma, Michael, Terry, and Cho, but it was Luna who answered, perched on the arm of Ginny ’ s chair."," S nadějí v očích pohlédl na malou skupinku studentů Havraspáru, na Padmu, Michaela, Terryho a Cho, byla to ale Lenka, která seděla na opěrce Ginnyina křesla a odpověděla mu."
"perched","perch","seděla","sedět","impf"," He looked hopefully toward the little group of Ravenclaws, to Padma, Michael, Terry, and Cho, but it was Luna who answered, perched on the arm of Ginny ’ s chair."," S nadějí v očích pohlédl na malou skupinku studentů Havraspáru, na Padmu, Michaela, Terryho a Cho, byla to ale Lenka, která seděla na opěrce Ginnyina křesla a odpověděla mu."
"answered","answer","odpověděla","odpovědět","pf"," He looked hopefully toward the little group of Ravenclaws, to Padma, Michael, Terry, and Cho, but it was Luna who answered, perched on the arm of Ginny ’ s chair."," S nadějí v očích pohlédl na malou skupinku studentů Havraspáru, na Padmu, Michaela, Terryho a Cho, byla to ale Lenka, která seděla na opěrce Ginnyina křesla a odpověděla mu."
"told","tell","Vyprávěla","vyprávět","impf"," I told you about it, remember, Harry?"," Vyprávěla jsem ti o něm, Harry, vzpomínáš?"
"remember","remember","vzpomínáš","vzpomínat","impf"," I told you about it, remember, Harry?"," Vyprávěla jsem ti o něm, Harry, vzpomínáš?"
"trying","try","pokouší","pokoušet","impf"," Daddy ’ s trying to duplicate it. ”"," Táta se pokouší vyrobit jeho kopii. """
"use","use","použít","použít","pf"," Once you ’ re within the boundaries of the protective enchantments we ’ ve put on their house you ’ ll be able to use a Portkey to the Burrow."," Jakmile se ocitneš v poli působnosti ochranných kouzel, která jsme kolem jejich domu rozmístili, budeš moct použít přenášedlo a pokračovat do Doupěte."
"said","say","odpověděl","odpovědět","pf"," “ Er - yes, ” said Harry."," "" No - ano, "" odpověděl Harry."
"forgot","forget","zapomněl","zapomenout","pf"," So great was his discomfort that he almost forgot to take a last glimpse of number four Privet Drive."," Připadal si tak nepohodlně, že se málem zapomněl naposledy ohlédnout na dům číslo čtyři v Zobí ulici;"
"surrounded","surround","obklíčeni","obklíčit","pf"," And then, out of nowhere, out of nothing, they were surrounded."," A pak náhle, jako když blesk udeří z čistého nebe, byli obklíčeni."
"vanished","vanish","zmizel","zmizet","pf"," And with that, he vanished completely, leaving behind him nothing but his murky backdrop."," Hned nato zmizel úplně, zanechal po sobě pouze kalné pozadí obrazu."
"leaving","leave","zanechal","zanechat","pf"," And with that, he vanished completely, leaving behind him nothing but his murky backdrop."," Hned nato zmizel úplně, zanechal po sobě pouze kalné pozadí obrazu."
"wanted","want","chtěl","chtít","impf"," “ If he was a Death Eater he had access to Voldemort, and if he became disenchanted, then he would have wanted to bring Voldemort down! ”"," "" Pokud byl jedním ze Smrtijedů, měl přístup k Voldemortovi, a jestli ho jeho učení zklamalo, určitě chtěl nějak přispět k jeho pádu! """
"appeared","appear","objevil","objevit","pf"," Ron appeared, panting, a minute later, his wand ready in his hand."," O minutku později se objevil zadýchaný Ron s hůlkou připravenou v ruce."
"meant","mean","znamená","znamenat","impf"," “ Not bothered what it meant, though? ”"," "" Ani tě ale nenapadlo zamyslet se nad tím, co to znamená, že ne? """
"helping","help","nepomáhal","pomáhat","impf"," After two days of nonstop cutlery cleaning, of color-matching favors, ribbons, and flowers, of de-gnoming the garden and helping Mrs. Weasley cook vast batches of canapés, however, Harry started to suspect her of a different motive."," Po dvou dnech, jež strávil nepřetržitě cíděním příborů, tříděním různobarevných konfet, fáborů a květin a odtrpaslíkováním zahrady, když právě paní Weasleyové nepomáhal s přípravou obrovského množství chuťovek, začal mít Harry podezření, že pro to má úplně jiné důvody."
"started","start","začal","začít","pf"," After two days of nonstop cutlery cleaning, of color-matching favors, ribbons, and flowers, of de-gnoming the garden and helping Mrs. Weasley cook vast batches of canapés, however, Harry started to suspect her of a different motive."," Po dvou dnech, jež strávil nepřetržitě cíděním příborů, tříděním různobarevných konfet, fáborů a květin a odtrpaslíkováním zahrady, když právě paní Weasleyové nepomáhal s přípravou obrovského množství chuťovek, začal mít Harry podezření, že pro to má úplně jiné důvody."
"told","tell","vyprávěl","vyprávět","impf"," he had not had a chance to speak to the two of them alone since the first night, when he had told them about Voldemort torturing Ollivander."," Od toho prvního večera, kdy jim vyprávěl, jak Voldemort mučil Ollivandera, neměl jedinou příležitost promluvit si s nimi o samotě."
"torturing","torture","mučil","mučit","impf"," he had not had a chance to speak to the two of them alone since the first night, when he had told them about Voldemort torturing Ollivander."," Od toho prvního večera, kdy jim vyprávěl, jak Voldemort mučil Ollivandera, neměl jedinou příležitost promluvit si s nimi o samotě."
"speak","speak","promluvit","promluvit","pf"," he had not had a chance to speak to the two of them alone since the first night, when he had told them about Voldemort torturing Ollivander."," Od toho prvního večera, kdy jim vyprávěl, jak Voldemort mučil Ollivandera, neměl jedinou příležitost promluvit si s nimi o samotě."
"looks","look","podívej","podívat","pf"," It looks unsafe, it might -- oh, Harry, look! """," Nevypadá to bezpečně, mohlo by se to - ach Harry, podívej! """
"done","do","vyvolal","vyvolat","pf"," His touch on the gate seemed to have done it."," To, co spatřili, vyvolal zřejmě dotek Harryho ruky na brance."
"remains","remain","zůstává","zůstávat","impf"," Their son, Harry, remains the only wizard"," Jejich syn Harry zůstává jediným kouzelníkem,"
"heard","hear","Zaslechl","zaslechnout","pf"," He heard Hermione 's scream, Ron 's yell, and a series of sickening metallic thuds which told him that Xenophilius had been blasted off his feet and fallen backward down the spiral stairs."," Zaslechl, jak Hermiona zavřeštěla a Ron vyjekl, a udělalo se mu až zle z dunivých úderů z točitého schodiště, odkud se po zádech zřítil Xenofilius."
"tried","try","pokusil","pokusit","pf"," Half buried in rubble, Harry tried to raise himself."," Napůl pohřbený v sutinách se Harry pokusil stoupnout si;"
"breathe","breathe","dýchat","dýchat","impf"," He could barely breathe or see for dust."," v oblaku prachu byl sotva s to dýchat a vůbec nic neviděl."
"see","see","neviděl","vidět","impf"," He could barely breathe or see for dust."," v oblaku prachu byl sotva s to dýchat a vůbec nic neviděl."
"Thank","thank","Děkuji","děkovat","impf"," "" Thank you, Ron! "" said Hermione, looking both pleased and a little confused."," "" Děkuji ti, Rone! "" špitla a zatvářila se polichoceně a trochu zmateně zároveň."
"turned","turn","odvrátil","odvrátit","pf"," Harry turned away, smiling to himself."," Harry se od nich odvrátil a usmál se sám pro sebe."
"smiling","smile","usmál","usmát","pf"," Harry turned away, smiling to himself."," Harry se od nich odvrátil a usmál se sám pro sebe."
"find","find","najde","najít","pf"," He had a funny notion that he would find a chapter on compliments when he found time to peruse his copy of Twelve Fail-Safe Ways to Charm Witches;"," Měl zvláštní pocit, že až si najde čas a prolistuje svých Dvanáct absolutně spolehlivých způsobů, jak okouzlit čarodějky, najde v nich i kapitolu o komplimentech."
"found","find","najde","najít","pf"," He had a funny notion that he would find a chapter on compliments when he found time to peruse his copy of Twelve Fail-Safe Ways to Charm Witches;"," Měl zvláštní pocit, že až si najde čas a prolistuje svých Dvanáct absolutně spolehlivých způsobů, jak okouzlit čarodějky, najde v nich i kapitolu o komplimentech."
"find","find","najde","najít","pf"," He had a funny notion that he would find a chapter on compliments when he found time to peruse his copy of Twelve Fail-Safe Ways to Charm Witches;"," Měl zvláštní pocit, že až si najde čas a prolistuje svých Dvanáct absolutně spolehlivých způsobů, jak okouzlit čarodějky, najde v nich i kapitolu o komplimentech."
"found","find","najde","najít","pf"," He had a funny notion that he would find a chapter on compliments when he found time to peruse his copy of Twelve Fail-Safe Ways to Charm Witches;"," Měl zvláštní pocit, že až si najde čas a prolistuje svých Dvanáct absolutně spolehlivých způsobů, jak okouzlit čarodějky, najde v nich i kapitolu o komplimentech."
"caught","catch","Zachytil","zachytit","pf"," he caught Ginny 's eye and grinned at her before remembering his promise to Ron and hurriedly striking up a conversation with Monsieur Delacour."," Zachytil Ginnyin pohled a zakřenil se na ni, pak si ale vzpomněl na slib, který dal Ronovi, a honem se začal bavit s monsieurem Delacourem."
"remembering","remember","vzpomněl","vzpomenout","pf"," he caught Ginny 's eye and grinned at her before remembering his promise to Ron and hurriedly striking up a conversation with Monsieur Delacour."," Zachytil Ginnyin pohled a zakřenil se na ni, pak si ale vzpomněl na slib, který dal Ronovi, a honem se začal bavit s monsieurem Delacourem."
"swallowed","swallow","pohltila","pohltit","pf"," Though the darkness had swallowed her whole, her burnished image was still imprinted on his retinas;"," Přestože ji temnota v okamžení pohltila, Harry měl její zářící obrysy dosud vypálené v oční sítnici."
"whispered","whisper","zašeptal","zašeptat","pf"," "" Lumos! "" he whispered, and the wand-tip ignited."," "" Lumos! "" zašeptal a špička hůlky se rozsvítila."
"attacked","attack","přepadnout","přepadnout","pf"," Was he about to be attacked?"," Chystá se ho někdo přepadnout?"
"feel","feel","cítí","cítit","impf"," He wondered whether, as he could feel, he would be able to see."," Napadlo ho, že když něco cítí, mohl by i vidět."
"see","see","vidět","vidět","impf"," He wondered whether, as he could feel, he would be able to see."," Napadlo ho, že když něco cítí, mohl by i vidět."
"opening","open","Otevřel","otevřít","pf"," In opening them, he discovered that he had eyes."," Otevřel oči a zjistil, že má i zrak."
"discovered","discover","zjistil","zjistit","pf"," In opening them, he discovered that he had eyes."," Otevřel oči a zjistil, že má i zrak."
"lay","lie","Ležel","ležet","impf"," He lay in a bright mist, though it was not like mist he had ever experienced before."," Ležel v nějaké zářivé mlze, ta se ale nepodobala žádné, jakou kdy v životě viděl."
"lay","lie","spočíval","spočívat","impf"," The floor on which he lay seemed to be white, neither warm nor cold, but simply there, a flat, blank something on which to be."," To, na čem spočíval, se zdálo být bílé, ani teplé ani studené, prostě to bylo ploché a prázdné něco."
"seemed","seem","zdálo","zdát","impf"," The floor on which he lay seemed to be white, neither warm nor cold, but simply there, a flat, blank something on which to be."," To, na čem spočíval, se zdálo být bílé, ani teplé ani studené, prostě to bylo ploché a prázdné něco."
"sat","sit","Posadil","posadit","pf"," He sat up."," Posadil se."
"went","go","pokračoval","pokračovat","impf"," "" He can have it, "" Harry went on, "" after we 've used it on all of the Horcruxes."," "" Může ho mít, "" pokračoval Harry, "" až ho použijeme ke zničení všech viteálů."
"used","use","použijeme","použít","pf"," "" He can have it, "" Harry went on, "" after we 've used it on all of the Horcruxes."," "" Může ho mít, "" pokračoval Harry, "" až ho použijeme ke zničení všech viteálů."
"gets","get","dostal","dostat","pf"," I 'll make sure he gets it then."," Osobně pak dohlédnu na to, aby ho dostal."
"keep","keep","dodržím","dodržet","pf"," I 'll keep my word. """," Svoje slovo dodržím. """
"remembered","remember","Vzpomněl","vzpomenout","pf"," He remembered the words that had been engraved over the gateway to Nurmengard :"," Vzpomněl si na slova, která byla vytesaná nad bránou Nurmengardu :"
"read","read","četla","číst","impf"," There ’ s no mention of it in anything I ’ ve ever read about him. ”"," Žádná z knih, které jsem o něm četla, se o ničem takovém nezmiňuje. """
"say","say","říkal","říkat","impf"," “ Well, like I say, Krum reckoned that symbol was carved on a wall at Durmstrang, and Grindelwald put it there. ”"," "" No, jak jsem říkal, Krum tvrdil, že je ten symbol vyrytý do jedné zdi v Kruvalu a že ho tam umístil Grindelwald. """
"put","put","umístil","umístit","pf"," “ Well, like I say, Krum reckoned that symbol was carved on a wall at Durmstrang, and Grindelwald put it there. ”"," "" No, jak jsem říkal, Krum tvrdil, že je ten symbol vyrytý do jedné zdi v Kruvalu a že ho tam umístil Grindelwald. """
"doing","do","dělá","dělat","impf"," If it ’ s a symbol of Dark Magic, what ’ s it doing in a book of children ’ s stories? ”"," Pokud je to symbol černé magie, co dělá v knížce pohádek pro děti? """
"broken","break","zlomilo","zlomit","pf"," Something had broken between them."," něco se mezi nimi zlomilo."
"Leave","leave","nech","nechat","pf"," “ Leave the Horcrux, ” Harry said."," "" Ten viteál tu nech, "" utrousil Harry."
"turned","turn","Otočil","otočit","pf"," He turned to Hermione."," Otočil se k Hermioně."
"doing","do","děláš","dělat","impf"," “ What are you doing? ”"," "" Co to děláš? """
"mean","mean","myslíš","myslet","impf"," “ What do you mean? ”"," "" Jak to myslíš? """
"staying","stay","zůstat","zůstat","pf"," “ Are you staying, or what? ”"," "" Chceš tady zůstat, nebo co? """
"turned","turn","otáčela","otáčet","impf"," A great number of faces, both on the train and off, seemed to be turned toward Harry."," Spousta obličejů, ve vlaku i na nástupišti, se otáčela k Harrymu."
"look","look","koukají","koukat","impf"," "" Why are they all staring? "" demanded Albus as he and rose craned around to look at the other students."," "" Proč všichni tak koukají? "" chtěl vědět Albus, oba se s Rose otočili a prohlíželi si ostatní studenty."
"mean","mean","myslíš","myslet","impf"," “ What d ’ you mean, a couple more, Longbottom?"," "" Co těma pár dalšíma lidma myslíš, Longbottome?"
"send","send","pošlete","poslat","pf"," “ Just send them down the passage when they get here, will you?"," Jen je pošlete chodbou za námi, až se objeví, ano?"
"get","get","pošlete","poslat","pf"," “ Just send them down the passage when they get here, will you?"," Jen je pošlete chodbou za námi, až se objeví, ano?"
"helped","help","pomohl","pomoci","pf"," Neville held out his hand to Hermione and helped her to climb up onto the mantelpiece and into the tunnel;"," Neville podal ruku Hermioně, pomohl jí vylézt na krbovou římsu a vejít do tunelu."
"climb","climb","vylézt","vylézt","pf"," Neville held out his hand to Hermione and helped her to climb up onto the mantelpiece and into the tunnel;"," Neville podal ruku Hermioně, pomohl jí vylézt na krbovou římsu a vejít do tunelu."
"followed","follow","následoval","následovat","impf"," Ron followed, then Neville."," Ron vlezl za ní a Neville ho následoval."
"thought","think","Myslel","myslet","impf"," I thought she was ill? ”"," Myslel jsem, že byla nemocná. """
"produced","produce","vyvolalo","vyvolat","pf"," “ Thought wrong, then, didn ’ t you, Barry! ” said Auntie Muriel, looking delighted at the effect she had produced."," "" Tak tos ovšem myslel špatně, Barry, že ano? "" uchechtla se tetička Muriel a celá rozzářená se kochala tím, jaký šok její prohlášení vyvolalo."
"expect","expect","myslet","myslet","impf"," “ Anyway, how could you expect to know anything about it!"," "" Jak si ostatně můžeš myslet, že o tom něco víš?"
"thought","think","pomysleli","pomyslet","pf"," IT all happened years and years before you were even thought of, my dear, and the truth is that those of us who were alive then never knew what really happened."," Všechno se to stalo dávno předtím, než na tebe vůbec rodiče pomysleli, můj zlatý, a pravda je taková, že ani my, co jsme v té době žili, jsme se nikdy nedozvěděli, co se doopravdy stalo."
"leave","leave","opustí","opustit","pf"," Neither can live while the other survives, and one of us is about to leave for good ... """," Ani jeden nemůže žít, jestliže druhý zůstává naživu - a jeden z nás dnes tento svět navždy opustí - """
"want","want","nechceš","chtít","impf"," “ Are you sure you don ’ t want to put anything on that bite, though? ”"," "" A určitě nechceš, abych ti na to kousnutí něco dal? """
"put","put","dal","dát","pf"," “ Are you sure you don ’ t want to put anything on that bite, though? ”"," "" A určitě nechceš, abych ti na to kousnutí něco dal? """
"use","use","Nepoužívejte","používat","impf"," “ Do not use that word! ”"," "" Nepoužívejte tenhle výraz! """
"opened","open","otevírala","otevírat","impf"," “ - the Granger girl, then, mentioned the place as she opened her bag and I heard her! ”"," "" Dobrá, dobrá, tak tedy ta Grangerovic holka o něm mluvila, zrovna když otevírala kabelku, takže jsem ji slyšel! """
"heard","hear","slyšel","slyšet","impf"," “ - the Granger girl, then, mentioned the place as she opened her bag and I heard her! ”"," "" Dobrá, dobrá, tak tedy ta Grangerovic holka o něm mluvila, zrovna když otevírala kabelku, takže jsem ji slyšel! """
"forget","forget","nezapomeňte","zapomenout","pf"," Do not forget that it must be taken under conditions of need and valor - and he must not know that you give it!"," A nezapomeňte, že ho musí opravdu potřebovat a prokázat odvahu, aby ho získal - a nesmí vědět, že ho dostal od vás!"
"taken","take","potřebovat","potřebovat","impf"," Do not forget that it must be taken under conditions of need and valor - and he must not know that you give it!"," A nezapomeňte, že ho musí opravdu potřebovat a prokázat odvahu, aby ho získal - a nesmí vědět, že ho dostal od vás!"
"taken","take","získal","získat","pf"," Do not forget that it must be taken under conditions of need and valor - and he must not know that you give it!"," A nezapomeňte, že ho musí opravdu potřebovat a prokázat odvahu, aby ho získal - a nesmí vědět, že ho dostal od vás!"
"taken","take","dostal","dostat","pf"," Do not forget that it must be taken under conditions of need and valor - and he must not know that you give it!"," A nezapomeňte, že ho musí opravdu potřebovat a prokázat odvahu, aby ho získal - a nesmí vědět, že ho dostal od vás!"
"read","read","přečíst","přečíst","pf"," If Voldemort should read Harry ’ s mind and see you acting for him - ”"," Kdyby se Voldemortovi podařilo přečíst Harrymu myšlenky a kdyby zjistil, že mu pomáháte - """
"fastened","fasten","upevnili","upevnit","pf"," Fred and George had fastened an enormous bunch of golden balloons over the exact point where Bill and Fleur would shortly become husband and wife."," Přesně nad místem, kde měli zanedlouho Bill a Fleur uzavřít manželský svazek, upevnili Fred s Georgem obrovskou spoustu zlatých balónků."
"think","think","Myslel","myslet","impf"," “ I didn ’ t think there were any books on Horcruxes in the library? ”"," "" Myslel jsem, že v knihovně žádné knihy o viteálech nejsou. """
"removed","remove","odstranil","odstranit","pf"," “ Dumbledore removed them all, but he - he didn ’ t destroy them. ”"," "" Brumbál je všechny odstranil, ale - ale nezničil je. """
"destroy","destroy","nezničil","zničit","pf"," “ Dumbledore removed them all, but he - he didn ’ t destroy them. ”"," "" Brumbál je všechny odstranil, ale - ale nezničil je. """
"managed","manage","podařilo","podařit","pf"," “ How in the name of Merlin ’ s pants have you managed to get your hands on those Horcrux books? ”"," "" Jak se ti ve jménu Merlinových kalhot podařilo k těm knihám o viteálech dostat? """
"get","get","dostat","dostat","pf"," “ How in the name of Merlin ’ s pants have you managed to get your hands on those Horcrux books? ”"," "" Jak se ti ve jménu Merlinových kalhot podařilo k těm knihám o viteálech dostat? """
"leave","leave","nenechá","nechat","pf"," “ But she still won ’ t leave us alone! ” snarled Ron, and their second attempt at a meeting in the yard was foiled by the appearance of Mrs. Weasley carrying a large basket of laundry in her arms."," "" Ani tady nás nenechá na pokoji! "" zavrčel nakvašeně Ron, když paní Weasleyová zmařila i jejich druhý pokus o uspořádání válečné porady na dvorku - objevila se tam s velkým košem prádla v náručí."
"foiled","foil","zmařila","zmařit","pf"," “ But she still won ’ t leave us alone! ” snarled Ron, and their second attempt at a meeting in the yard was foiled by the appearance of Mrs. Weasley carrying a large basket of laundry in her arms."," "" Ani tady nás nenechá na pokoji! "" zavrčel nakvašeně Ron, když paní Weasleyová zmařila i jejich druhý pokus o uspořádání válečné porady na dvorku - objevila se tam s velkým košem prádla v náručí."
"called","call","zavolala","zavolat","pf"," “ Oh, good, you ’ ve fed the chickens, ” she called as she approached them."," "" Tak slepice už jste nakrmili, výborně! "" zavolala, když k nim došla blíž."
"shut","shut","zavřít","zavřít","pf"," “ We ’ d better shut them away again before the men arrive tomorrow ... to put up the tent for the wedding, ” she explained, pausing to lean against the henhouse."," "" Asi bychom je zase měli zavřít do kurníku, než zítra přijdou ti řemeslníci ... postavit svatební stan, "" vysvětlila a unaveně se opřela o stěnu kurníku."
"arrive","arrive","přijdou","přijít","pf"," “ We ’ d better shut them away again before the men arrive tomorrow ... to put up the tent for the wedding, ” she explained, pausing to lean against the henhouse."," "" Asi bychom je zase měli zavřít do kurníku, než zítra přijdou ti řemeslníci ... postavit svatební stan, "" vysvětlila a unaveně se opřela o stěnu kurníku."
"put","put","postavit","postavit","pf"," “ We ’ d better shut them away again before the men arrive tomorrow ... to put up the tent for the wedding, ” she explained, pausing to lean against the henhouse."," "" Asi bychom je zase měli zavřít do kurníku, než zítra přijdou ti řemeslníci ... postavit svatební stan, "" vysvětlila a unaveně se opřela o stěnu kurníku."
"put","put","vysvětlila","vysvětlit","pf"," “ We ’ d better shut them away again before the men arrive tomorrow ... to put up the tent for the wedding, ” she explained, pausing to lean against the henhouse."," "" Asi bychom je zase měli zavřít do kurníku, než zítra přijdou ti řemeslníci ... postavit svatební stan, "" vysvětlila a unaveně se opřela o stěnu kurníku."
"explained","explain","vysvětlila","vysvětlit","pf"," “ We ’ d better shut them away again before the men arrive tomorrow ... to put up the tent for the wedding, ” she explained, pausing to lean against the henhouse."," "" Asi bychom je zase měli zavřít do kurníku, než zítra přijdou ti řemeslníci ... postavit svatební stan, "" vysvětlila a unaveně se opřela o stěnu kurníku."
"lean","lean","opřela","opřít","pf"," “ We ’ d better shut them away again before the men arrive tomorrow ... to put up the tent for the wedding, ” she explained, pausing to lean against the henhouse."," "" Asi bychom je zase měli zavřít do kurníku, než zítra přijdou ti řemeslníci ... postavit svatební stan, "" vysvětlila a unaveně se opřela o stěnu kurníku."
