"drink","drink","pít","pít","impf"," For birds to drink out of."," Ptáčkové by z nich mohli pít."
"does","do","jde","jít","impf"," VÉNA ( embracing her knees as she stands close to him ). How does one get up there?"," Véna : / ji obejme, jak stojí nad ním, v kolenou / Jenže - jak se to jde, tam nahoru?"
"Do","do","udělej","udělat","pf"," All right. Do it then."," Tak to udělej."
"enjoys","enjoy","těší","těšit","impf"," VÉNA ( shrinks even more ). I 'm never sure which of the two is me, the one who enjoys or the one who destroys."," Véna : / se ještě víc schoulí / Nikdy si nejsem jistej, kdo z těch dvou jsem vlastně já, jestli - ten, co se těší - nebo ten, co mu do toho ryje."
"Say","say","Pověz","povědět","pf"," ( A beat. ) Say something."," / Ticho / Pověz - mi něco."
"Tell","tell","Řekni","říci","pf"," Tell me."," Řekni!"
"rises","rise","zvedne","zvednout","pf"," ÉVI rises. VÉNA reaches for her. She pulls away and crosses to the track."," / Évi se zvedne, Véna po ní sáhne, ale Évi mu uhne a jde dopředu mimo něho, zastaví se až u kolejí."
"reaches","reach","sáhne","sáhnout","pf"," ÉVI rises. VÉNA reaches for her. She pulls away and crosses to the track."," / Évi se zvedne, Véna po ní sáhne, ale Évi mu uhne a jde dopředu mimo něho, zastaví se až u kolejí."
"remains","remain","zůstane","zůstat","pf"," VÉNA remains where he is, watching her."," Véna zůstane stát na místě, dívá se za ní /"
"watching","watch","dívá","dívat","impf"," VÉNA remains where he is, watching her."," Véna zůstane stát na místě, dívá se za ní /"
"saw","see","viděla","vidět","impf"," Even my mother, when she first saw you-and she knows about people ..."," To i matka, když tě poprvně viděla - a že zná lidi!"
"gets","get","přijde","přijít","pf"," The way a jazzband gets going real cool ... up and up she goes and a bit higher still ... nobody 's got no head no more, everything 's peeled off the ground-and then a little something dies away in the sax, and it 's all over-The way everybody goes limp-that moment they all turn stupid, lovely dumb ... No one knows where they 're standing, what they 're standing on, what with ... Just try and get to a chair-you wo n't be able to take two steps."," Jako když takovej džezbend to rozpálí, a teď to rve věje, ještě vejš a ještě o trochu věje, až přijde každej o hlavu a všecko je to jak odlepený, od země, a najednou takovej chcípáček v saxofonu, je konec! - Jak v ten. moment lidi nádherně zblbnou, a jak nikdo neví, na čem stojí, a čím na tom stojí -! Dojdi po takovým vodvazu k nějaký židli, a nedáš dohromady dva kroky."
"got","get","přijde","přijít","pf"," The way a jazzband gets going real cool ... up and up she goes and a bit higher still ... nobody 's got no head no more, everything 's peeled off the ground-and then a little something dies away in the sax, and it 's all over-The way everybody goes limp-that moment they all turn stupid, lovely dumb ... No one knows where they 're standing, what they 're standing on, what with ... Just try and get to a chair-you wo n't be able to take two steps."," Jako když takovej džezbend to rozpálí, a teď to rve věje, ještě vejš a ještě o trochu věje, až přijde každej o hlavu a všecko je to jak odlepený, od země, a najednou takovej chcípáček v saxofonu, je konec! - Jak v ten. moment lidi nádherně zblbnou, a jak nikdo neví, na čem stojí, a čím na tom stojí -! Dojdi po takovým vodvazu k nějaký židli, a nedáš dohromady dva kroky."
"get","get","přijde","přijít","pf"," The way a jazzband gets going real cool ... up and up she goes and a bit higher still ... nobody 's got no head no more, everything 's peeled off the ground-and then a little something dies away in the sax, and it 's all over-The way everybody goes limp-that moment they all turn stupid, lovely dumb ... No one knows where they 're standing, what they 're standing on, what with ... Just try and get to a chair-you wo n't be able to take two steps."," Jako když takovej džezbend to rozpálí, a teď to rve věje, ještě vejš a ještě o trochu věje, až přijde každej o hlavu a všecko je to jak odlepený, od země, a najednou takovej chcípáček v saxofonu, je konec! - Jak v ten. moment lidi nádherně zblbnou, a jak nikdo neví, na čem stojí, a čím na tom stojí -! Dojdi po takovým vodvazu k nějaký židli, a nedáš dohromady dva kroky."
"catches","catch","chytí","chytit","pf"," ÉVI ( catches his hand ). Last year 's blade of grass."," Évi : / ho chytí za ruku / Stýbýlko loňský trávy."
"mean","mean","myslela","myslet","impf"," What did you mean you 're my unlawful wife?"," Cos tím myslela, že jsi nezákonná žena?"
"Sits","sit","Sedne","sednout","pf"," ( Sits down on bench and ties his shoe laces. )"," / Sedne si na lavičku a šněruje si botu /"
"done","do","proved","provést","pf"," What have you done? Well?"," Cos proved? - No?"
"remember","remember","pamatuješ","pamatovat","impf"," All you remember about books is the titles."," Ty si taky pamatuješ z knížek jen názvy."
"looks","look","dívá","dívat","impf"," ( She kneels on the roof and looks up at the sky. ) It 's lifted up a bit."," / Klekne si, dívá se do nebe / Už se trošinku zvedlo."
"lifted","lift","zvedlo","zvednout","pf"," ( She kneels on the roof and looks up at the sky. ) It 's lifted up a bit."," / Klekne si, dívá se do nebe / Už se trošinku zvedlo."
"say","say","říct","říci","pf"," I had to say something sweet to you."," Musela jsem ti říct něco sladkýho."
"concentrate","concentrate","nesoustředím","soustředit","pf"," I ca n't concentrate now."," Už se nesoustředím."
"create","create","stvořit","stvořit","pf"," You were supposed to create the world!"," Tys měla stvořit svěť!"
"covers","cover","přikryje","přikrýt","pf"," VÉNA covers his face with his hands."," / Véna si nedbale přikryje oči dlaněmi /"
"see","see","vidíš","vidět","impf"," What do you see?"," Co vidíš?"
"sing","sing","zpívá","zpívat","impf"," Oh. They just sing about it, is that it?"," Aha, o tom se tam akorát zpívá!"
"done","do","udělala","udělat","pf"," I 'd be surprised if she 'd done it out of anything else."," Divil bych se, kdyby to udělala z něčeho jinýho."
"feeling","feel","ucítí","ucítit","pf"," ÉVI ( feeling his closeness ). Breathe on me."," Évi : / ho ucítí v zádech / Dejchni na mne."
"die","die","umře","umřít","pf"," The condition you die in."," Proto je důležitý, v jakým stavu se umře."
"protect","protect","Kryje","krýt","impf"," THE BOY, backing away, lifts his hands to protect his face; the jacket slips off his shoulders, he trips over it and sits on the bench, VÉNA towering over him."," / Kryje se rukama, Véna jde na Chlapce, ten couvá, sako mu sklouzne s ramen, zakopne o ně, posadí se, Véna stane nad ním /"
"slips","slip","sklouzne","sklouznout","pf"," THE BOY, backing away, lifts his hands to protect his face; the jacket slips off his shoulders, he trips over it and sits on the bench, VÉNA towering over him."," / Kryje se rukama, Véna jde na Chlapce, ten couvá, sako mu sklouzne s ramen, zakopne o ně, posadí se, Véna stane nad ním /"
"sits","sit","posadí","posadit","pf"," THE BOY, backing away, lifts his hands to protect his face; the jacket slips off his shoulders, he trips over it and sits on the bench, VÉNA towering over him."," / Kryje se rukama, Véna jde na Chlapce, ten couvá, sako mu sklouzne s ramen, zakopne o ně, posadí se, Véna stane nad ním /"
"give","give","dal","dát","pf"," If you had it, you would give it to me. You are not stingy. That is one thing you 're not. Right?"," Kdybys měl, jistě bys mi to dal, ty přece nejsi žádnej škrt, všecko jiný, jenom to ne, no řekni!"
"taking","take","chytí","chytit","pf"," ÉVI ( taking his arm ). Love me at least."," Évi : / se ho chytí / Tak mě aspoň měj rád."
"help","help","pomohlo","pomoci","pf"," Would that help you?"," To by ti pomohlo?"
"help","help","pomáhat","pomáhat","impf"," Is that allowed-to help oneself with love?"," A smí se to vůbec - tak si pomáhat láskou?"
"sits","sit","sedne","sednout","pf"," ÉVI ( sits on the bench, dejectedly ). It 's not enough for me."," Évi : / si sedne zkrouceně na lavičku / Mně to už nestačí."
"saying","say","neříkám","říkat","impf"," I am not saying anything."," Já nic neříkám."
"want","want","nechtěl","chtít","impf"," - Would n't you want a child?"," Ty bys nechtěl mít dítě?"
"lying","lie","Ležels","ležet","impf"," ( Pours broken pieces of glass out of her handbag. ) You were lying on my mirror."," / Vysype na zem střepy / Ležels mi na zrcátku."
"crushing","crush","drtí","drtit","impf"," VÉNA ( crushing the fragments with his heel ). And unto dust it shall return ..."," Véna : / drtí střepy podrážkou / A v prach se obrátí."
"return","return","obrátí","obrátit","pf"," VÉNA ( crushing the fragments with his heel ). And unto dust it shall return ..."," Véna : / drtí střepy podrážkou / A v prach se obrátí."
"want","want","nechci","chtít","impf"," Now I do n't want a thing. I 'm not afraid any longer."," Teď už nic nechci, už se nebojím."
"Leave","leave","nech","nechat","pf"," Leave that for afterwards."," To nech na potom!"
"approaches","approach","přiblíží","přiblížit","pf"," Train whistle again. The sound quickly approaches, changes into a sharp dissonance, everything goes dark abruptly."," / Je slyšet houkání vlaku, zvuk se rychle přiblíží, promění se v ostrý disharmonický tón, všecko se rázem zatmí /"
"puts","put","položí","položit","pf"," ( He kneels, puts an ear to the rail )"," / Jde ke kolejím, položí ucho na kolej /"
"see","see","vidím","vidět","impf"," I can see that."," To vidím."
"do","do","provést","provést","pf"," And how 'll you do that?"," A jak to chceš provést?"
"calling","call","volá","volat","impf"," ÉVI ( calling out ). Hello! Hey you, there-"," Évi : / volá / Halo - halo - ty tam!"
"lifts","lift","Zvedne","zvednout","pf"," ( She lifts his head by the hair. ) It 's a barbarian I 'd have but I would have him."," Nebylo to živý. - Ty máš špičatej nos! / Zvedne mu hlavu, drží ho za vlasy / Měla bych barbara. ale měla bych ho."
"gone","go","Odejdou","odejít","pf"," They are gone. )"," / Odejdou /"
"calling","call","volá","volat","impf"," VÉNA ( calling after them ). Hey, fellas-wait! Got a match?"," Véna : / volá za nimi / Sirky! - Nemáte?"
"say","say","řekne","říci","pf"," Live, they say. Be full of life."," Pak se řekne bejt plnej života!"
"want","want","chtěl","chtít","impf"," Shameless-that 's what I want to be."," Tak to bych chtěl bejt."
"admit","admit","přiznat","přiznat","pf"," The thing is, one wo n't admit it."," Jenže si to neumí přiznat."
"forcing","force","nutí","nutit","impf"," You keep on forcing yourself to do things, and forcing everyone else."," Pořád se do něčeho nutí a nutí k tomu ty ostatní."
"forcing","force","nutí","nutit","impf"," You keep on forcing yourself to do things, and forcing everyone else."," Pořád se do něčeho nutí a nutí k tomu ty ostatní."
"forcing","force","nutí","nutit","impf"," You keep on forcing yourself to do things, and forcing everyone else."," Pořád se do něčeho nutí a nutí k tomu ty ostatní."
"forcing","force","nutí","nutit","impf"," You keep on forcing yourself to do things, and forcing everyone else."," Pořád se do něčeho nutí a nutí k tomu ty ostatní."
"lean","lean","opře","opřít","pf"," When the day 's over, you slam the door, you lean on it-and ' to hell with everybody ' and ' Good god, who needs it? '-"," Když mu den skončí, zabouchne dveře, opře se hned o ty zavřený dveře a "" teď mi může každej vlézt na záda "" a "" panebože, mám já tohleto zapotřebí? "" -"
"stand","stand","mám","mít","impf"," Serves me right. I ca n't stand being without a woman."," To mám za to, že nevydržím bejt bez ženský."
"stand","stand","nevydržím","vydržet","pf"," Serves me right. I ca n't stand being without a woman."," To mám za to, že nevydržím bejt bez ženský."
"concentrated","concentrate","soustředil","soustředit","pf"," Sometimes I get the feeling that if I really concentrated, I mean really, I could be what I want to be."," Někdy se mi zdá, kdybych se pořádné, ale pořádně soustředil, ze bych moh bejt, co bych sám chtěl."
"mean","mean","chtěl","chtít","impf"," Sometimes I get the feeling that if I really concentrated, I mean really, I could be what I want to be."," Někdy se mi zdá, kdybych se pořádné, ale pořádně soustředil, ze bych moh bejt, co bych sám chtěl."
"want","want","chtěl","chtít","impf"," Sometimes I get the feeling that if I really concentrated, I mean really, I could be what I want to be."," Někdy se mi zdá, kdybych se pořádné, ale pořádně soustředil, ze bych moh bejt, co bych sám chtěl."
"rises","rise","Zvedá","zvedat","impf"," ( He rises. ) I 'll go and concentrate, all right?"," / Zvedá se / Já se jdu soustředit, jo?"
"go","go","jdu","jít","impf"," ( He rises. ) I 'll go and concentrate, all right?"," / Zvedá se / Já se jdu soustředit, jo?"
"concentrate","concentrate","soustředit","soustředit","pf"," ( He rises. ) I 'll go and concentrate, all right?"," / Zvedá se / Já se jdu soustředit, jo?"
"Go","go","Jdi","jít","impf"," ÉVI ( with a sigh ). Go ahead."," Évi : / vzdychne / Jdi."
"do","do","jde","jít","impf"," ( Irritated. ) You ca n't do that goddamit!"," / Podrážděně / To ne jde - přece!"
"jump","jump","skáčou","skákat","impf"," That 's what kids do-close their eyes when a car is about to hit them or when they jump out of a window ..."," To dělaj malý haranti, že zavřou oči, když na ně jede auto, nebo když skáčou z okna."
"want","want","chci","chtít","impf"," VÉNA ( stubbornly ). I want to know what I 'm doing."," Véna : / umíněně / Já chci vědět, co dělám."
"doing","do","dělám","dělat","impf"," VÉNA ( stubbornly ). I want to know what I 'm doing."," Véna : / umíněně / Já chci vědět, co dělám."
"throws","throw","Zahodí","zahodit","pf"," ( She throws away match and box. )"," / Zahodí krabičku /"
"held","hold","držela","držet","impf"," You could have held that match longer."," Kdybys to lepší držela -"
"remember","remember","vzpomenout","vzpomenout","pf"," I ca n't remember anything Évi."," Já si na nic nemůžu vzpomenout, Évi."
"puts","put","položí","položit","pf"," VÉNA, ( puts his hand over hers. A beat ). D'you smell those sleepers?"," Véna : / položí svou ruku na její, vteřiny / Cejtíš ty pražce?"
"lying","lie","ležet","ležet","impf"," Must 've been lying here under this rail some ten or fifteen years,"," Můžou tu ležet pod tou kolejí už hezky dlouho, deset, patnáct let."
"step","step","Nešlapej","šlapat","impf"," Do n't step on them."," Nešlapej na to."
"kisses","kiss","políbí","políbit","pf"," VÉNA kisses her."," / Véna ji políbí."
"Rises","rise","zvedne","zvednout","pf"," I 'm scared. ( Rises and walks a bit along the path. ) What will become of us?"," Tak mám strach - / zvedne se a jde kus po pěšině / - a co z nás nakonec bude."
"walks","walk","jde","jít","impf"," I 'm scared. ( Rises and walks a bit along the path. ) What will become of us?"," Tak mám strach - / zvedne se a jde kus po pěšině / - a co z nás nakonec bude."
"remind","remind","připomínáme","připomínat","impf"," We remind each other of each other."," Sami sebe si připomínáme."
"mean","mean","myslíš","myslet","impf"," ÉVI ( stops ). What do you mean?"," Évi : / se zastaví / Jak to myslíš?"
"see","see","uvidíš","uvidět","pf"," Only in your grave will you see how dead you were at twenty."," Teprv nad hrobem uvidíš, jak jsi ve dvacíti byl mrtvej."
"Seen","see","neviděl","vidět","impf"," FIRST YOUNG MAN ( picking himself up, to VÉNA ). Seen a kid-about like so?"," První : / se zvedá se země, Vénovi / Takovýho kluka - jsi neviděl?"
"Seen","see","viděl","vidět","impf"," Mm. Seen a few about like so-"," Už jsem viděl pár takovejch -"
"do","do","provedla","provést","pf"," VÉNA ( with irony ). What she do to you?"," Véna : / ironicky / Co vám provedla?"
"Looks","look","Podívá","podívat","pf"," ( Looks at ÉVI and swallows pill. )"," / Podívá se na Évi, spolkne pilulku /"
