"repeated","repeat","opakoval","opakovat","impf"," "" A week, "" Nate repeated to himself."," "" Týden, "" opakoval si pro sebe Nate."
"divided","divide","rozdělena","rozdělit","pf"," They 've been led to believe that the bulk of my estate will somehow be divided fairly among the children, with generous gifts to the ex-wives."," Formuloval jsem je tak, aby věřili, že hlavní část mého majetku bude nějak spravedlivě rozdělena mezi děti a že se i bývalým manželkám dostane velkorysých darů."
"praying","pray","modlili","modlit","impf"," They 've been praying fervently for this for weeks, even months."," Proto se také v posledních týdnech a měsících horečně modlili, aby to pro ně dopadlo co nejlépe."
"wanted","want","chtěli","chtít","impf"," Some wanted the entire hearing closed to the world, others wanted it televised, for obvious reasons."," Někteří chtěli, aby slyšení bylo naprosto uzavřené, jiní zase, aby je vysílala televize, ze zcela zřejmých důvodů."
"wanted","want","chtěli","chtít","impf"," Some wanted the entire hearing closed to the world, others wanted it televised, for obvious reasons."," Někteří chtěli, aby slyšení bylo naprosto uzavřené, jiní zase, aby je vysílala televize, ze zcela zřejmých důvodů."
"wanted","want","přáli","přát","impf"," Some wanted the file sealed, others wanted copies of the will faxed over for their perusal."," Někteří si přáli, aby byl svazek závěti zapečetěn, jiní zase, aby jim byly odfaxovány kopie a mohli si je přečíst."
"wanted","want","přáli","přát","impf"," Some wanted the file sealed, others wanted copies of the will faxed over for their perusal."," Někteří si přáli, aby byl svazek závěti zapečetěn, jiní zase, aby jim byly odfaxovány kopie a mohli si je přečíst."
"requests","request","žádali","žádat","impf"," There were motions for this and that, requests to have seating here and there, concerns about who would be allowed inside the courtroom and who would not."," Snažili se o to či ono, žádali o místa k sezení tam či onde, dělali si starosti s tím, kdo bude vpuštěn do soudní síně a kdo ne."
"suggest","suggest","navrhovali","navrhovat","impf"," Several of the lawyers went so far as to suggest that they be allowed to open and read the will."," Mnoho právníků zašlo tak daleko, aby navrhovali, že závěť otevřou a přečtou sami."
"open","open","otevřou","otevřít","pf"," Several of the lawyers went so far as to suggest that they be allowed to open and read the will."," Mnoho právníků zašlo tak daleko, aby navrhovali, že závěť otevřou a přečtou sami."
"read","read","přečtou","přečíst","pf"," Several of the lawyers went so far as to suggest that they be allowed to open and read the will."," Mnoho právníků zašlo tak daleko, aby navrhovali, že závěť otevřou a přečtou sami."
"seen","see","neviděl","vidět","impf"," Bright in his entire life had never seen fifty thousand."," Bright přitom za celý život neviděl pohromadě ani padesát tisíc."
"locked","lock","zamkli","zamknout","pf"," At ten the deputies locked the doors, and upon some unseen cue Judge Wycliff emerged from an opening behind the bench, and the room was silent."," V deset hodin strážníci zamkli dveře soudní síně, na nějaké tajné znamení se v průchodu za pultem objevil soudce Wycliff a síň ztichla."
"emerged","emerge","objevil","objevit","pf"," At ten the deputies locked the doors, and upon some unseen cue Judge Wycliff emerged from an opening behind the bench, and the room was silent."," V deset hodin strážníci zamkli dveře soudní síně, na nějaké tajné znamení se v průchodu za pultem objevil soudce Wycliff a síň ztichla."
"said","say","řekl","říci","pf"," "" Good morning, "" he said into the microphone."," "" Dobré ráno, "" řekl do mikrofonu."
"smiled","smile","usmáli","usmát","pf"," Everyone smiled back."," Všichni se na oplátku usmáli také."
"thanked","thank","poděkoval","poděkovat","pf"," Nate thanked Rachel, who in turn thanked the chief, and when all the right farewells were finished it was time to go."," Nate poděkoval Rachel, ta na oplátku poděkovala náčelníkovi, a když dozněly srdečné a náležité řeči na rozloučenou, přišel čas vyrazit."
"thanked","thank","poděkoval","poděkovat","pf"," Nate thanked Rachel, who in turn thanked the chief, and when all the right farewells were finished it was time to go."," Nate poděkoval Rachel, ta na oplátku poděkovala náčelníkovi, a když dozněly srdečné a náležité řeči na rozloučenou, přišel čas vyrazit."
"thanked","thank","poděkovala","poděkovat","pf"," Nate thanked Rachel, who in turn thanked the chief, and when all the right farewells were finished it was time to go."," Nate poděkoval Rachel, ta na oplátku poděkovala náčelníkovi, a když dozněly srdečné a náležité řeči na rozloučenou, přišel čas vyrazit."
"thanked","thank","poděkovala","poděkovat","pf"," Nate thanked Rachel, who in turn thanked the chief, and when all the right farewells were finished it was time to go."," Nate poděkoval Rachel, ta na oplátku poděkovala náčelníkovi, a když dozněly srdečné a náležité řeči na rozloučenou, přišel čas vyrazit."
"said","say","řekl","říci","pf"," "" It 's just leverage, "" he said."," "" To je jen pro případ, že bychom ty informace potřebovali, "" řekl Hark."
"show","show","Neukáže","ukázat","pf"," If she does n't show either in person or by waiver, then it 's an excellent indication that she does n't want the money. """," Neukáže - li se osobně nebo nepředloží podepsané dokumenty, bude to skvělý důkaz, že peníze nechce. """
"show","show","nepředloží","předložit","pf"," If she does n't show either in person or by waiver, then it 's an excellent indication that she does n't want the money. """," Neukáže - li se osobně nebo nepředloží podepsané dokumenty, bude to skvělý důkaz, že peníze nechce. """
"want","want","nechce","chtít","impf"," If she does n't show either in person or by waiver, then it 's an excellent indication that she does n't want the money. """," Neukáže - li se osobně nebo nepředloží podepsané dokumenty, bude to skvělý důkaz, že peníze nechce. """
"believe","believe","neuvěřím","uvěřit","pf"," "" I 'll never believe that, "" Bright said."," "" Tomu nikdy neuvěřím, "" řekl Bright."
"said","say","řekl","říci","pf"," "" I 'll never believe that, "" Bright said."," "" Tomu nikdy neuvěřím, "" řekl Bright."
"talked","talk","mluvil","mluvit","impf"," They talked for a moment, then he handed the phone across the desk."," Chvilku s ním mluvil a pak předal sluchátko přes stůl Nateovi."
"handed","hand","předal","předat","pf"," They talked for a moment, then he handed the phone across the desk."," Chvilku s ním mluvil a pak předal sluchátko přes stůl Nateovi."
"said","say","řekl","říci","pf"," "" Hello, Josh, "" Nate said."," "" Ahoj, Joshi! "" řekl Nate."
"relieved","relieve","ulevilo","ulevit","pf"," Josh was obviously relieved to hear his voice."," Joshovi se zřejmě ulevilo, když uslyšel jeho hlas."
"hear","hear","uslyšel","uslyšet","pf"," Josh was obviously relieved to hear his voice."," Joshovi se zřejmě ulevilo, když uslyšel jeho hlas."
"trying","try","pokoušel","pokoušet","impf"," Valdir busied himself with a file in a corner, trying to appear as if he had no interest in the conversation, but absorbing every word."," Valdir se při tom zabýval nějakým svazkem v rohu kanceláře a pokoušel se předstírat, že ho rozhovor nezajímá, ačkoli vnímal každé slovo."
"led","lead","zavedl","zavést","pf"," The chief led them past the front door, and to the side, where, under the thick shade trees, they saw the graves."," Náčelník je zavedl kolem hlavního vchodu stranou od chýše, kde v hlubokém stínu stromů spatřili dva hroby."
"saw","see","spatřili","spatřit","pf"," The chief led them past the front door, and to the side, where, under the thick shade trees, they saw the graves."," Náčelník je zavedl kolem hlavního vchodu stranou od chýše, kde v hlubokém stínu stromů spatřili dva hroby."
"died","die","zemřel","zemřít","pf"," There was no writing on them, nothing to indicate who had died, or when."," Nebyl na nich žádný nápis, který by oznamoval, kdo v hrobě leží a kdy zemřel."
"try","try","pokusili","pokusit","pf"," The presence of Troy 's grandchildren-eleven of them-forced TJ, Rex, Libbigail, and Mary Ross to at least try and suppress their festive feelings."," Jen přítomnost Troyových vnoučat - bylo jich jedenáct - přinutila TJ, Rexe, Libbigail a Mary Ross, aby se pokusili trochu potlačit své nadšení."
"suppress","suppress","potlačit","potlačit","pf"," The presence of Troy 's grandchildren-eleven of them-forced TJ, Rex, Libbigail, and Mary Ross to at least try and suppress their festive feelings."," Jen přítomnost Troyových vnoučat - bylo jich jedenáct - přinutila TJ, Rexe, Libbigail a Mary Ross, aby se pokusili trochu potlačit své nadšení."
"served","serve","Podávalo","podávat","impf"," Fine wine and champagne were served, lots of it."," Podávalo se dobré víno a šampaňské - a bylo ho dost."
"going","go","míří","mířit","impf"," The lawyers knew where Nate was going."," Právníci věděli, kam Nate míří."
"heard","hear","poslouchal","poslouchat","impf"," "" So you watched and heard the entire exam? """," "" Viděl jste tedy a poslouchal celé přezkušování? """
"hired","hire","najat","najmout","pf"," "" Of the three psychiatrists, Dr. Zadel had been hired by your family, correct? """," "" Z těch tří psychiatrů byl dr. Zadel najat vaší rodinou, správně? """
"divorced","divorce","rozvedli","rozvést","pf"," She was nine when her parents divorced."," Bylo jí devět, když se rodiče rozvedli."
"keep","keep","udržoval","udržovat","impf"," Troy disapproved of boarding schools, as if he knew something about child-rearing, and throughout high school he made an uncharacteristic effort to keep in touch with her."," Troy internátní školy neuznával, jako by věděl něco o výchově dětí, a po celou dobu studia s netypickým úsilím udržoval s Libbigail kontakt."
"told","tell","říkal","říkat","impf"," He often told her she was his favorite."," Často jí říkal, že je jeho favoritkou."
"sat","sit","Posadil","posadit","pf"," He sat up and worked on his eyes for a few minutes."," Posadil se a pár minut se zkoušel rozhlédnout kolem."
"answer","answer","neodpověděl","odpovědět","pf"," Jevy did not answer."," Jevy neodpověděl."
"followed","follow","doprovodili","doprovodit","pf"," The farmer and his wife followed Jevy back to the boat."," Farmář a jeho žena doprovodili Jevyho na loď."
"hated","hate","nenáviděla","nenávidět","impf"," She hated them even more for their phoniness."," Za toto falešné divadýlko je ovšem nenáviděla ještě víc."
"began","begin","začal","začít","pf"," A couple of drinks, and Cody began talking."," Po několika skleničkách začal Cody mluvit a muži se k němu nahrnuli."
"talking","talk","mluvit","mluvit","impf"," A couple of drinks, and Cody began talking."," Po několika skleničkách začal Cody mluvit a muži se k němu nahrnuli."
"heard","hear","neslyšel","slyšet","impf"," No one heard the boy but Nate."," Kromě Natea nikdo jiný chlapce neslyšel."
"said","say","řekl","říci","pf"," "" Good-bye, "" the boy said, without moving."," "" Goodbye, "" řekl chlapec, ale ani se nepohnul."
"moving","move","nepohnul","pohnout","pf"," "" Good-bye, "" the boy said, without moving."," "" Goodbye, "" řekl chlapec, ale ani se nepohnul."
"taught","teach","naučila","naučit","pf"," Rachel had taught him at least two English words."," Rachel ho naučila alespoň tyto dva anglické pozdravy."
"dressed","dress","Oblékl","obléknout","pf"," He dressed in his best suit, a gray one he 'd worn yesterday when Dear Old Dad faced the psychiatrists and performed so wonderfully."," Oblékl se do svého nejlepšího obleku, šedého, který měl na sobě včera, když drahý starý táta čelil psychiatrům a tak obdivuhodně je zvládl."
"worn","wear","měl","mít","impf"," He dressed in his best suit, a gray one he 'd worn yesterday when Dear Old Dad faced the psychiatrists and performed so wonderfully."," Oblékl se do svého nejlepšího obleku, šedého, který měl na sobě včera, když drahý starý táta čelil psychiatrům a tak obdivuhodně je zvládl."
"faced","face","čelil","čelit","impf"," He dressed in his best suit, a gray one he 'd worn yesterday when Dear Old Dad faced the psychiatrists and performed so wonderfully."," Oblékl se do svého nejlepšího obleku, šedého, který měl na sobě včera, když drahý starý táta čelil psychiatrům a tak obdivuhodně je zvládl."
"forced","force","vyrazit","vyrazit","pf"," Since there would be no funeral, he would n't be forced to rush out and buy a new black one."," Nebude - li pohřeb, nebude muset vyrazit do ulic, aby si koupil nový černý oblek."
"buy","buy","koupil","koupit","pf"," Since there would be no funeral, he would n't be forced to rush out and buy a new black one."," Nebude - li pohřeb, nebude muset vyrazit do ulic, aby si koupil nový černý oblek."
"see","see","neuvidí","uvidět","pf"," He might live in a dump, but the world would never see it."," Může žít v odporné díře, protože tu svět stejně nikdy neuvidí, zato jeho vozu si všimne."
"assume","assume","předpokládat","předpokládat","impf"," Since no one knew Rachel Lane, it was safe to assume she had little or no contact with Troy."," Protože nikdo nezná Rachel Laneovou, lze spolehlivě předpokládat, že se s Troyem stýkala jen málo anebo vůbec ne."
"prove","prove","prokázat","prokázat","pf"," Therefore, it would be difficult if not impossible to prove she somehow unduly influenced him when he made his last will."," Proto by bylo velmi obtížné, ne - li nemožné prokázat, že ho při psaní poslední vůle nějak nepřípustně ovlivňovala."
"influenced","influence","ovlivňovala","ovlivňovat","impf"," Therefore, it would be difficult if not impossible to prove she somehow unduly influenced him when he made his last will."," Proto by bylo velmi obtížné, ne - li nemožné prokázat, že ho při psaní poslední vůle nějak nepřípustně ovlivňovala."
"Forget","forget","zapomeňte","zapomenout","pf"," Forget fraud."," Na nějaký podvod zapomeňte."
"providing","provide","připravit","připravit","pf"," Their father 's idea of providing his children with a proper start in life was simply to give each five million dollars when he or she turned twenty-one."," Otcovou myšlenkou, jak připravit potomkům správný vstup do života, bylo prostě dát každému z nich pět milionů dolarů, když dosáhli jedenadvaceti let."
"give","give","dát","dát","pf"," Their father 's idea of providing his children with a proper start in life was simply to give each five million dollars when he or she turned twenty-one."," Otcovou myšlenkou, jak připravit potomkům správný vstup do života, bylo prostě dát každému z nich pět milionů dolarů, když dosáhli jedenadvaceti let."
"needed","need","potřebovali","potřebovat","impf"," The money could n't provide the wisdom, guidance, and love they needed as children."," Peníze jim nemohly dát moudrost, péči či lásku, kterou v dětství potřebovali."
"proved","prove","prokázali","prokázat","pf"," And they had clearly proved that they were n't ready for the responsibilities of new wealth."," A také tedy jasně prokázali, že k odpovědnému nakládání s novým bohatstvím nejsou připraveni."
"brought","bring","přinesly","přinést","pf"," The gifts had been disastrous, yet they had also brought maturity."," Dary byly zničující, ačkoli přinesly i zralost."
"Tell","tell","Řekněte","říci","pf"," Tell me she signed it. """," Řekněte mi, zda to podepsala. """
"signed","sign","podepsala","podepsat","pf"," Tell me she signed it. """," Řekněte mi, zda to podepsala. """
"signed","sign","Podepsala","podepsat","pf"," "" She signed a trust, but not ours."," "" Podepsala dohodu, ale ne tu naši."
"left","leave","Zanechala","zanechat","pf"," She left a holographic will, just like her father. """," Zanechala rukopisnou poslední vůli, jako její otec. """
"think","think","myslím","myslet","impf"," "" Now, I do n't think you 'll have trouble with the answers if you 'll pay attention to the questions."," "" Tak tedy myslím, že vám odpovědi nebudou dělat potíže, budete - li věnovat pozornost otázkám."
"do","do","dělat","dělat","impf"," "" Now, I do n't think you 'll have trouble with the answers if you 'll pay attention to the questions."," "" Tak tedy myslím, že vám odpovědi nebudou dělat potíže, budete - li věnovat pozornost otázkám."
"pay","pay","věnovat","věnovat","impf"," "" Now, I do n't think you 'll have trouble with the answers if you 'll pay attention to the questions."," "" Tak tedy myslím, že vám odpovědi nebudou dělat potíže, budete - li věnovat pozornost otázkám."
"nodded","nod","přikývl","přikývnout","pf"," Junior nodded again."," Junior opět přikývl."
"understand","understand","Rozuměl","rozumět","impf"," "" I understand. """," "" Rozuměl jsem. """
"try","try","Zkusme","zkusit","pf"," Let 's try it again."," Zkusme to tedy ještě jednou."
"show","show","předvádět","předvádět","impf"," Within a year he 'd probably move to Malibu or Aspen or Palm Beach, where he could show the money and be taken seriously."," Většinu roku bude asi stejně trávit v Malibu, v Aspenu nebo na Palm Beach, kde bude moci předvádět své peníze a kde ho všichni budou brát vážně."
"taken","take","brát","brát","impf"," Within a year he 'd probably move to Malibu or Aspen or Palm Beach, where he could show the money and be taken seriously."," Většinu roku bude asi stejně trávit v Malibu, v Aspenu nebo na Palm Beach, kde bude moci předvádět své peníze a kde ho všichni budou brát vážně."
"does","do","udělá","udělat","pf"," "" What does one do with half a billion dollars? "" he asked himself as he sped along the interstate."," "" Co člověk udělá s půl miliardou dolarů? "" ptal se v duchu sám sebe, když se řítil po mezistátní dálnici."
"do","do","udělá","udělat","pf"," "" What does one do with half a billion dollars? "" he asked himself as he sped along the interstate."," "" Co člověk udělá s půl miliardou dolarů? "" ptal se v duchu sám sebe, když se řítil po mezistátní dálnici."
"asked","ask","ptal","ptát","impf"," "" What does one do with half a billion dollars? "" he asked himself as he sped along the interstate."," "" Co člověk udělá s půl miliardou dolarů? "" ptal se v duchu sám sebe, když se řítil po mezistátní dálnici."
"managed","manage","vedl","vést","impf"," An acquaintance managed the BMW-Porsche dealership where he 'd leased his car."," Dealerství BMW - Porsche, odkud si TJ pronajímal vůz, vedl jeden jeho známý."
"covered","cover","zakryto","zakrýt","pf"," He was naked except for a wet diaper, and his body was covered with open red sores."," Byl nahý a jeho tělo, pokryté otevřenými rudými boláky, bylo jen zčásti zakryto vlhkou plenou."
"hurt","hurt","bolely","bolet","impf"," His eyes hurt so badly that his mother kept him in a dark room for days."," Oči ho tak bolely, že ho Jevyho matka ošetřovala celé dny v temné místnosti."
"heard","hear","slyšel","slyšet","impf"," He was a tough river man, accustomed to injuries and pain, and when Jevy heard him moaning like a child he knew his father was dying."," Byl to tvrdý říční vlk, zvyklý na zranění a bolest, ale když ho Jevy slyšel naříkat jako malé dítě, měl strach, že otec umírá."
"dying","die","umírá","umírat","impf"," He was a tough river man, accustomed to injuries and pain, and when Jevy heard him moaning like a child he knew his father was dying."," Byl to tvrdý říční vlk, zvyklý na zranění a bolest, ale když ho Jevy slyšel naříkat jako malé dítě, měl strach, že otec umírá."
"broke","break","zlomit","zlomit","pf"," The doctor visited every other day, and finally the fever broke."," Lékař k nim chodil denně na vizitu, než se mu konečně podařilo horečku zlomit."
"said","say","řekl","říci","pf"," He was there yesterday, "" Jevy said, pointing to the store, which was disappearing around a bend."," Byl tady včera, "" řekl Jevy a ukázal směrem k obchodu, který se pomalu ztrácel v ohybu řeky."
"pointing","point","ukázal","ukázat","pf"," He was there yesterday, "" Jevy said, pointing to the store, which was disappearing around a bend."," Byl tady včera, "" řekl Jevy a ukázal směrem k obchodu, který se pomalu ztrácel v ohybu řeky."
"hoped","hope","doufal","doufat","impf"," Nate hoped the boys had spent the money he 'd given them for Christmas."," Nate doufal, že kluci už utratili peníze, které jim dal k Vánocům."
"spent","spend","utratili","utratit","pf"," Nate hoped the boys had spent the money he 'd given them for Christmas."," Nate doufal, že kluci už utratili peníze, které jim dal k Vánocům."
"given","give","dal","dát","pf"," Nate hoped the boys had spent the money he 'd given them for Christmas."," Nate doufal, že kluci už utratili peníze, které jim dal k Vánocům."
"watched","watch","pozoroval","pozorovat","impf"," He watched the store until it was out of sight."," Zamyšleně pozoroval obchod, dokud nezmizel z dohledu."
"withdrew","withdraw","stáhli","stáhnout","pf"," The appearance of her parents at church or at the grocery always prompted stares and whispers, and they eventually withdrew too."," Příchod jejích rodičů do kostela nebo do obchodu s potravinami vždy vyvolal dlouhé upřené pohledy a šeptaní, takže se nakonec stáhli do ústraní i oni."
"jumped","jump","skočila","skočit","pf"," She drove her parents ' car to the edge of town, and jumped off a bridge."," Odjela vozem svých rodičů na okraj města a skočila z mostu."
"found","find","našlo","najít","pf"," The obituary and the story of her death in the local paper found their way to Troy 's office in New Jersey, where they were also filed away and hidden."," Smuteční oznámení o její smrti v místních novinách si našlo cestu i do Troyovy kanceláře v New Jersey, kde bylo rovněž zaregistrováno a uschováno."
"learned","learn","zjistit","zjistit","pf"," Very little had been learned about Rachel 's childhood."," O Rachelině dětství se podařilo zjistit jen málo."
"claim","claim","prohlásit","prohlásit","pf"," And technically, we can claim you left the firm last August. """," A technicky můžeme prohlásit, že jste opustil firmu minulý srpen. """
"left","leave","opustil","opustit","pf"," And technically, we can claim you left the firm last August. """," A technicky můžeme prohlásit, že jste opustil firmu minulý srpen. """
"acknowledged","acknowledge","uznávali","uznávat","impf"," Both acknowledged the sad truth."," Oba ten smutný fakt uznávali."
"tell","tell","řeknete","říci","pf"," "" At some point we go to Wycliff and tell him that you found Rachel, that she plans to make no appearance at this time, that she 's not sure what to do, but that she wants you to protect her interests. """," "" V jisté chvíli zajdeme za Wycliffem a řeknete mu, že jste Rachel našel, že se v této době nechce ukazovat na veřejnosti, že si není jistá, co má dělat, ale že chce, abyste chránil její zájmy. """
"found","find","našel","najít","pf"," "" At some point we go to Wycliff and tell him that you found Rachel, that she plans to make no appearance at this time, that she 's not sure what to do, but that she wants you to protect her interests. """," "" V jisté chvíli zajdeme za Wycliffem a řeknete mu, že jste Rachel našel, že se v této době nechce ukazovat na veřejnosti, že si není jistá, co má dělat, ale že chce, abyste chránil její zájmy. """
"wants","want","nechce","chtít","impf"," "" At some point we go to Wycliff and tell him that you found Rachel, that she plans to make no appearance at this time, that she 's not sure what to do, but that she wants you to protect her interests. """," "" V jisté chvíli zajdeme za Wycliffem a řeknete mu, že jste Rachel našel, že se v této době nechce ukazovat na veřejnosti, že si není jistá, co má dělat, ale že chce, abyste chránil její zájmy. """
"go","go","dělat","dělat","impf"," "" At some point we go to Wycliff and tell him that you found Rachel, that she plans to make no appearance at this time, that she 's not sure what to do, but that she wants you to protect her interests. """," "" V jisté chvíli zajdeme za Wycliffem a řeknete mu, že jste Rachel našel, že se v této době nechce ukazovat na veřejnosti, že si není jistá, co má dělat, ale že chce, abyste chránil její zájmy. """
"make","make","dělat","dělat","impf"," "" At some point we go to Wycliff and tell him that you found Rachel, that she plans to make no appearance at this time, that she 's not sure what to do, but that she wants you to protect her interests. """," "" V jisté chvíli zajdeme za Wycliffem a řeknete mu, že jste Rachel našel, že se v této době nechce ukazovat na veřejnosti, že si není jistá, co má dělat, ale že chce, abyste chránil její zájmy. """
"do","do","dělat","dělat","impf"," "" At some point we go to Wycliff and tell him that you found Rachel, that she plans to make no appearance at this time, that she 's not sure what to do, but that she wants you to protect her interests. """," "" V jisté chvíli zajdeme za Wycliffem a řeknete mu, že jste Rachel našel, že se v této době nechce ukazovat na veřejnosti, že si není jistá, co má dělat, ale že chce, abyste chránil její zájmy. """
"wants","want","chce","chtít","impf"," "" At some point we go to Wycliff and tell him that you found Rachel, that she plans to make no appearance at this time, that she 's not sure what to do, but that she wants you to protect her interests. """," "" V jisté chvíli zajdeme za Wycliffem a řeknete mu, že jste Rachel našel, že se v této době nechce ukazovat na veřejnosti, že si není jistá, co má dělat, ale že chce, abyste chránil její zájmy. """
"protect","protect","chránil","chránit","impf"," "" At some point we go to Wycliff and tell him that you found Rachel, that she plans to make no appearance at this time, that she 's not sure what to do, but that she wants you to protect her interests. """," "" V jisté chvíli zajdeme za Wycliffem a řeknete mu, že jste Rachel našel, že se v této době nechce ukazovat na veřejnosti, že si není jistá, co má dělat, ale že chce, abyste chránil její zájmy. """
"lying","lie","lhát","lhát","impf"," "" Then we 'll be lying to the Judge. """," "" Budeme tedy soudci lhát? """
"gossiped","gossip","Povídali","povídat","impf"," They gossiped about it throughout the day while they kept their own children closer at hand."," Povídali si o tom celý den a dávali na vlastní děti lepší pozor."
"came","come","přišla","přijít","pf"," Word came during dinner that the girl had died."," Během večeře přišla zpráva, že děvčátko zemřelo."
"died","die","zemřelo","zemřít","pf"," Word came during dinner that the girl had died."," Během večeře přišla zpráva, že děvčátko zemřelo."
"resumed","resume","pokračovala","pokračovat","impf"," Dinner resumed until there was movement along the main trail."," Večeře pokračovala, dokud se na hlavní cestě neobjevili lidé."
"believe","believe","nevěřím","věřit","impf"," "" I do n't believe that."," "" Tomu nevěřím."
"Take","take","vezměte","vzít","pf"," Take me to a hotel, Jevy, please."," Jevy, vezměte mě do hotelu, prosím."
"came","come","přicházejí","přicházet","impf"," According to the firm 's research, the rains came in November and lasted until February, and all of the lowest areas and many of the fazendas were underwater."," Podle firemního výzkumu deště přicházejí v listopadu a ustávají až v únoru a po celou dobu jsou všechna nízko položená území a mnohé fazendy pod vodou."
"sleep","sleep","spát","spát","impf"," I 'd sleep in a ditch for the next two weeks to avoid ' Frosty the Snowman. ' """," Příští dva týdny budu spát třeba v nějaké díře, jen abych se vyhnul ' Ojíněnému sněhulákovi '. """
"avoid","avoid","vyhnul","vyhnout","pf"," I 'd sleep in a ditch for the next two weeks to avoid ' Frosty the Snowman. ' """," Příští dva týdny budu spát třeba v nějaké díře, jen abych se vyhnul ' Ojíněnému sněhulákovi '. """
"Forget","forget","Zapomeňte","zapomenout","pf"," "" Forget the ditch."," "" Zapomeňte na díru."
"do","do","dělat","dělat","impf"," "" What am I supposed to do with Valdir? """," "" Co mám s tím Valdirem dělat? """
"looking","look","hledat","hledat","impf"," "" He 's looking for a guide to take you into the Pantanal. """," "" Už začal hledat průvodce, který by vás doprovodil do Pantanalu. """
"leaning","lean","Naklonil","naklonit","pf"," Nate asked, leaning close, his first real glimpse at the terrain he was expected to comb in search of Rachel Lane."," Naklonil se blíž a poprvé se zadíval na oblast, kterou měl pročesat při pátrání po Rachel Laneové."
