"helped","help","pomohl","pomoci","pf"," It was cool and dark there under the thickening walnut leaves, out of the sun, and Mr Charlton helped her by bringing cutlery from the house on papier-mâché trays brightly decorated with hunting scenes, race-meetings, or pointers carrying birds."," Pod hustým listovím ořechu byl chladivý a temný stín, a aby pan Charlton Mariettě trochu pomohl, vynášel z domu příbory na papírových táccích zdobených obrázky z lovu, z dostihů nebo šipkami s ptáčky."
"keep","keep","měly","mít","impf"," You needed a hundred tons of coal to heat it every winter and eighteen gardeners to keep the place tidy and productive in summer."," Bylo zapotřebí sta tun uhlí, aby se sídlo v zimě vytopilo, a osmnáct zahradníků by se muselo starat o zahradu, měla - li být upravená a měly - li stromy nést ovoce."
"wait","wait","obsluhovali","obsluhovat","impf"," You needed to keep twenty servants to wait on you and another twenty to wait on them."," Bylo zapotřebí dvaceti sluhů, kteří by obsluhovali vás, a dalších dvaceti sluhů, kteří by obsluhovali je."
"wait","wait","obsluhovali","obsluhovat","impf"," You needed to keep twenty servants to wait on you and another twenty to wait on them."," Bylo zapotřebí dvaceti sluhů, kteří by obsluhovali vás, a dalších dvaceti sluhů, kteří by obsluhovali je."
"wait","wait","obsluhovali","obsluhovat","impf"," You needed to keep twenty servants to wait on you and another twenty to wait on them."," Bylo zapotřebí dvaceti sluhů, kteří by obsluhovali vás, a dalších dvaceti sluhů, kteří by obsluhovali je."
"wait","wait","obsluhovali","obsluhovat","impf"," You needed to keep twenty servants to wait on you and another twenty to wait on them."," Bylo zapotřebí dvaceti sluhů, kteří by obsluhovali vás, a dalších dvaceti sluhů, kteří by obsluhovali je."
"afforded","afford","dovolit","dovolit","pf"," You couldn ’ t get the servants anyway and you couldn ’ t have afforded to pay them if you could."," Sluhové stejně nebyli k mání, a kdyby byli, nemohl by si je sir George Bluff - Gore dovolit."
"said","say","řekla","říci","pf"," ‘ No, ’ Ma said."," "" No ne, "" řekla mamina."
"Say","say","Řekni","říci","pf"," Say “ Home James! ” – summat like that. ’"," Řekni, Domů, Jamesi! ', něco na ten způsob. """
"discovered","discover","zjistil","zjistit","pf"," He was very slow, he presently discovered, at the picking."," Pan Charlton právě zjistil, že mu jde sbírání velice pomalu od ruky."
"fill","fill","naplnil","naplnit","pf"," Mariette could fill, with swift deft ease, three punnet-baskets to his one."," Zatímco naplnil jeden košíček, zvládla Marietta se svižnou obratností tři."
"said","say","řekla","říci","pf"," ‘ You ’ re not very fast, are you? ’ she said."," "" Moc ti to nejde, viď, "" řekla mu."
"feel","feel","Necítíš","cítit","impf"," ‘ Don ’ t you feel very well? ’"," "" Necítíš se dobře? """
"thought","think","Myslela","myslet","impf"," ‘ I thought as much, ’ she said."," "" Myslela jsem si to, "" řekla Marietta."
"said","say","řekla","říci","pf"," ‘ I thought as much, ’ she said."," "" Myslela jsem si to, "" řekla Marietta."
"telling","tell","říkali","říkat","impf"," ‘ It ’ s just what we were telling you yesterday."," "" Vždyť jsme to včera všichni říkali."
"need","need","potřebuje","potřebovat","impf"," You need some sick leave."," Pejsek potřebuje zdravotní dovolenou."
"said","say","řekl","říci","pf"," ‘ Or goose, ’ Pop said."," "" Nebo husu, "" řekl taťka Larkin."
"ask","ask","ptal","ptát","impf"," In enthusiastic tones Pop went on to ask Mr Charlton whether he preferred goose, turkey, or roast pork but Mr Charlton, bewildered, trying to clean his misty spectacles and at the same time cut into thin fingers the last of his bread-and-butter, confessed he hardly knew."," A taťka Larkin se hned nadšeně ptal pana Charltona, zda má radši husu, krůtu nebo vepřovou pečeni, ale pan Charlton byl celý popletený, pokoušel se otřít zamlžené brýle, zatímco krájel na tenké proužky poslední krajíček chleba s máslem, a přiznal se, že vlastně neví."
"trying","try","pokoušel","pokoušet","impf"," In enthusiastic tones Pop went on to ask Mr Charlton whether he preferred goose, turkey, or roast pork but Mr Charlton, bewildered, trying to clean his misty spectacles and at the same time cut into thin fingers the last of his bread-and-butter, confessed he hardly knew."," A taťka Larkin se hned nadšeně ptal pana Charltona, zda má radši husu, krůtu nebo vepřovou pečeni, ale pan Charlton byl celý popletený, pokoušel se otřít zamlžené brýle, zatímco krájel na tenké proužky poslední krajíček chleba s máslem, a přiznal se, že vlastně neví."
"confessed","confess","přiznal","přiznat","pf"," In enthusiastic tones Pop went on to ask Mr Charlton whether he preferred goose, turkey, or roast pork but Mr Charlton, bewildered, trying to clean his misty spectacles and at the same time cut into thin fingers the last of his bread-and-butter, confessed he hardly knew."," A taťka Larkin se hned nadšeně ptal pana Charltona, zda má radši husu, krůtu nebo vepřovou pečeni, ale pan Charlton byl celý popletený, pokoušel se otřít zamlžené brýle, zatímco krájel na tenké proužky poslední krajíček chleba s máslem, a přiznal se, že vlastně neví."
"see","see","viděl","vidět","impf"," Across the field he could see all kinds of women, fat ones, scrawny ones, pretty ones, old ones, very young ones, together with children, bending and laughing in the long strawberry rows, their blouses and slacks stringing out flag-wise, in brilliant colours, under a hot cloudless sky."," Na plantáži viděl všechny možné ženské, tlusté, hubené, hezké, staré, maličké, jak se společně se smíchem sklánějí nad řádkami jahod, zatímco jejich blůzy a kalhoty pestrobarevně září pod horkou, bezmračnou oblohou jako vlajky."
"do","do","děláme","dělat","impf"," ‘ Might as well do the thing properly. ’"," "" Když to už děláme, tak pořádně. """
"remarked","remark","poznamenal","poznamenat","pf"," Here Mr Charlton remarked with tact that since not everybody liked champagne it might be just as well to have some other drink in reserve."," Pan Charlton taktně poznamenal, že jelikož ne všichni mají rádi šampaňské, nebylo by na škodu mít něco v záloze."
"make","make","Udělám","udělat","pf"," ‘ I ’ ll make a few hair-curlers, ’ Pop said."," "" Udělám několik lomcováků, "" prohlásil taťka Larkin."
"said","say","prohlásil","prohlásit","pf"," ‘ I ’ ll make a few hair-curlers, ’ Pop said."," "" Udělám několik lomcováků, "" prohlásil taťka Larkin."
"remembered","remember","vzpomínal","vzpomínat","impf"," Mr Charlton remembered Red Bull."," Pan Charlton si na rudého býka vzpomínal."
"said","say","řekla","říci","pf"," ‘ She ’ s another tart if you like, ’ Ma said."," "" To je s prominutím další coura, "" řekla mamina."
"said","say","řekla","říci","pf"," ‘ Not in front of the twins, ’ Ma said."," "" Ne před dvojčatama, "" řekla mamina."
"understand","understand","nerozumí","rozumět","impf"," She ’ s not old enough to understand. ’"," Ve svém věku ještě ničemu nerozumí. """
"ask","ask","požádat","požádat","pf"," It ’ s something he ’ s got to ask you. ’"," Chce tě o něco požádat. """
"said","say","řekl","říci","pf"," ‘ Be back in five minutes, ’ he said and followed the tall, reedy, primrose figure into the sitting-room."," "" Za pět minut jsem tu, "" řekl a odešel za vysokou, jako rákos štíhlou a jako petrklíč žlutou dívkou do obývacího pokoje."
"wearing","wear","měla","mít","impf"," The evening seemed warmer than ever, but Miss Pilchester was wearing a thick thorn-proof skirt of cabbage green and a cable-stitch woollen cardigan to match."," Toho večera bylo tepleji než obvykle, ale slečna Pilchesterová měla na sobě silnou sukni kapustově zelené barvy a hrubý vlněný svetr téže barvy."
"ask","ask","nezeptal","zeptat","pf"," Pop did not ask her what was absolutely ghastly and she did not offer to tell him either."," Taťka Larkin se jí nezeptal, co je učiněná hrůza, a ona mu to sama od sebe nikdy neřekla."
"tell","tell","neřekla","říci","pf"," Pop did not ask her what was absolutely ghastly and she did not offer to tell him either."," Taťka Larkin se jí nezeptal, co je učiněná hrůza, a ona mu to sama od sebe nikdy neřekla."
"kept","keep","chovala","chovat","impf"," She lived alone and kept numbers of laying hens."," Žila sama a chovala spoustu kvočen."
"got","get","přinesla","přinést","pf"," Mr Charlton became utterly speechless as Ma got up, went into the kitchen and brought back four tins of whole peaches, which she began to open with an elaborate tin-opener on the sideboard."," Pan Charlton dočista ztratil řeč, a mamina zatím vstala, přinesla z kuchyně čtyři konzervy celých broskví a začala je na prkýnku otevírat jakýmsi složitým mechanismem."
"brought","bring","přinesla","přinést","pf"," Mr Charlton became utterly speechless as Ma got up, went into the kitchen and brought back four tins of whole peaches, which she began to open with an elaborate tin-opener on the sideboard."," Pan Charlton dočista ztratil řeč, a mamina zatím vstala, přinesla z kuchyně čtyři konzervy celých broskví a začala je na prkýnku otevírat jakýmsi složitým mechanismem."
"went","go","začala","začít","pf"," Mr Charlton became utterly speechless as Ma got up, went into the kitchen and brought back four tins of whole peaches, which she began to open with an elaborate tin-opener on the sideboard."," Pan Charlton dočista ztratil řeč, a mamina zatím vstala, přinesla z kuchyně čtyři konzervy celých broskví a začala je na prkýnku otevírat jakýmsi složitým mechanismem."
"began","begin","začala","začít","pf"," Mr Charlton became utterly speechless as Ma got up, went into the kitchen and brought back four tins of whole peaches, which she began to open with an elaborate tin-opener on the sideboard."," Pan Charlton dočista ztratil řeč, a mamina zatím vstala, přinesla z kuchyně čtyři konzervy celých broskví a začala je na prkýnku otevírat jakýmsi složitým mechanismem."
"open","open","začala","začít","pf"," Mr Charlton became utterly speechless as Ma got up, went into the kitchen and brought back four tins of whole peaches, which she began to open with an elaborate tin-opener on the sideboard."," Pan Charlton dočista ztratil řeč, a mamina zatím vstala, přinesla z kuchyně čtyři konzervy celých broskví a začala je na prkýnku otevírat jakýmsi složitým mechanismem."
"open","open","otevírat","otevírat","impf"," Mr Charlton became utterly speechless as Ma got up, went into the kitchen and brought back four tins of whole peaches, which she began to open with an elaborate tin-opener on the sideboard."," Pan Charlton dočista ztratil řeč, a mamina zatím vstala, přinesla z kuchyně čtyři konzervy celých broskví a začala je na prkýnku otevírat jakýmsi složitým mechanismem."
"said","say","řekl","říci","pf"," ‘ Save some of the juice, Ma, ’ Pop said."," "" Odlej mi trochu šťávy, mamino, "" řekl taťka Larkin."
"said","say","řekl","říci","pf"," ‘ Not today though, ’ Pop said."," "" Dneska nebudu zlobivej, "" řekl."
"laid","lay","Položil","položit","pf"," With fond assurance he laid a hand on Mr Charlton ’ s shoulder."," Položil ruku panu Charltonovi na rameno a láskyplně ho ujišťoval :"
"thought","think","mínila","mínit","impf"," Ma said she thought it wouldn ’ t be a bad idea perhaps."," Na tom by možná něco bylo, mínila mamina."
"see","see","spatřil","spatřit","pf"," Mr Charlton looked up, sometime later, to see a pretty, fair-haired, well-made girl standing in the tent."," Když pan Charlton o chvilku později zvedl od knihy oči, spatřil před sebou pěkně stavěnou světlovlasou dívku."
"wearing","wear","Měla","mít","impf"," She was wearing tight black jeans and an even tighter thin black woollen sweater."," Měla na sobě černé přiléhavé džíny a ještě přiléhavější černý, vlněný svetr."
"see","see","viděl","vidět","impf"," He groped at the air and was suddenly surprised to see The Little Two-penn ’ orth flying down from the back of the truck, straight into his arms."," Zatápal rukama ve vzduchu a náhle ke svému údivu viděl, že bobeček letí z korby přímo jemu do náruče."
"flying","fly","letí","letět","impf"," He groped at the air and was suddenly surprised to see The Little Two-penn ’ orth flying down from the back of the truck, straight into his arms."," Zatápal rukama ve vzduchu a náhle ke svému údivu viděl, že bobeček letí z korby přímo jemu do náruče."
"clasped","clasp","sevřel","sevřít","pf"," He clasped at the toy-like body instinctively, as at a ball."," Instinktivně sevřel miniaturní tělíčko jako míč."
"landed","land","přistál","přistát","pf"," The Little Two-penn ’ orth landed straight on his chest, winding him temporarily."," Bobeček mu přistál rovnou na hrudi a na chvilku mu vyrazil dech."
"offered","offer","nabídla","nabídnout","pf"," Ma offered Mr Charlton an orange lollipop on a stick and seemed surprised, even pained, when he said no thanks, he didn ’ t think so."," Mamina nabídla panu Charltonovi oranžové lízátko na špejli, a byla překvapená, dokonce trochu uražená, když řekl, že děkuje, ale že si nevezme."
"said","say","řekl","říci","pf"," Ma offered Mr Charlton an orange lollipop on a stick and seemed surprised, even pained, when he said no thanks, he didn ’ t think so."," Mamina nabídla panu Charltonovi oranžové lízátko na špejli, a byla překvapená, dokonce trochu uražená, když řekl, že děkuje, ale že si nevezme."
"said","say","řekla","říci","pf"," ‘ You ’ ll be glad of it, ’ she said."," "" Přijde vám k duhu, "" řekla."
"remember","remember","vzpomenout","vzpomenout","pf"," Mr Charlton still had moments when he found it impossible to remember breakfast with anything but pain."," Chvílemi si pan Charlton ještě nemohl vzpomenout na snídani, aniž by mu to nepůsobilo utrpení."
"use","use","využil","využít","pf"," Pop went on to urge on Mr Charlton to use his loaf and take proper advantage of what he called ‘ the National Elf lark ’, a service which, after all, Mr Charlton paid for."," Taťka Larkin domlouval panu Charltonovi, aby nebyl na hlavu padlý a pořádně využil služeb zdravotní péče, které si koneckonců platí."
"paid","pay","platí","platit","impf"," Pop went on to urge on Mr Charlton to use his loaf and take proper advantage of what he called ‘ the National Elf lark ’, a service which, after all, Mr Charlton paid for."," Taťka Larkin domlouval panu Charltonovi, aby nebyl na hlavu padlý a pořádně využil služeb zdravotní péče, které si koneckonců platí."
"urged","urge","doporučoval","doporučovat","impf"," With warmth he urged Mr Charlton not to be a mug about it."," Vřele panu Charltonovi doporučoval, aby nebyl votroubek."
"brought","bring","přinášeli","přinášet","impf"," Montgomery and Primrose, who had carried one television set away, now brought in another, larger than the first."," Montgomery a Prvosenka zatím odnesli televizi z pokoje a právě přinášeli namísto ní větší přístroj."
"looking","look","Koukejte","koukat","impf"," ‘ Watch where you ’ re looking."," "" Koukejte trochu kolem sebe."
"started","start","začala","začít","pf"," Ma, as she had done in the truck, started laughing like a jelly."," Mamina se začala natřásat smíchy stejně jako předtím v autě."
"call","call","říkat","říkat","impf"," Lady Five Per Cent he would call her now."," Odteďka jí bude říkat Pětiprocentní lady."
"said","say","řekl","říci","pf"," ‘ I get you, ’ Pop said."," "" Už vám rozumím, "" řekl."
"discovered","discover","objevil","objevit","pf"," Back in the smoky, clamorous fog he discovered the Miss Barnwells gazing at empty glasses."," Taťka Larkin se vrátil do hlučného, neprůhledného oblaku kouře a objevil v něm slečny Barnwellsovy, jak pokukují do prázdných sklenic."
"liked","like","Chutnala","chutnat","impf"," How had they liked the Ma Chérie?"," Chutnala jim ma chérie?"
"kept","keep","měla","mít","impf"," Before the war she had kept a little maid in the house, a man in the garden, and a groom-cum-chauffeur-cum-cook who was an absolute treasure in all sorts of ways, including bringing her early morning tea and hot whisky last thing at night in bed."," Před válkou měla služtičku, zahradníka a čeledína, který byl zároveň šoférem a kuchařem, v mnoha ohledech to byl učiněný poklad, mimo jiné proto, že jí ráno přinášel čaj a večer horkou whisky do postele."
"bringing","bring","přinášel","přinášet","impf"," Before the war she had kept a little maid in the house, a man in the garden, and a groom-cum-chauffeur-cum-cook who was an absolute treasure in all sorts of ways, including bringing her early morning tea and hot whisky last thing at night in bed."," Před válkou měla služtičku, zahradníka a čeledína, který byl zároveň šoférem a kuchařem, v mnoha ohledech to byl učiněný poklad, mimo jiné proto, že jí ráno přinášel čaj a večer horkou whisky do postele."
"gone","go","odešli","odejít","pf"," Now all of them had gone and she could hardly afford the whisky."," Teď od ní všichni odešli a slečna Pilchesterová měla sotva na whisky."
"fetch","fetch","přines","přinést","pf"," ‘ Montgomery, go into the kitchen and fetch that pint jug of cream. ’"," "" Montgomery, přines z kuchyně ten půllitrový džbánek se smetanou. """
"write","write","psát","psát","impf"," Every time Mariette reached over for another plate she brushed the sleeve of Mr Charlton, who either mad sketchy blobs on the tax form or could not write at all."," Kdykoli se Marietta natahovala pro další talíř, zavadila rukávem o pana Charltona, a ten v důsledku toho buď dělal po formuláři samé kaňoury, anebo nemohl psát vůbec."
"join","join","připojil","připojit","pf"," Mr Charlton felt an impulse to join him and stood there staring too, thinking of how spring had passed, how quickly the buds of May had gone, and how everything, now, had blossomed into full, high summer."," Charley se k němu mimoděk připojil, taky se díval ven a pomyslel si, jak rychle odkvetla poupata máje a jak teď vše rozkvetlo do zralého léta."
"thinking","think","pomyslel","pomyslet","pf"," Mr Charlton felt an impulse to join him and stood there staring too, thinking of how spring had passed, how quickly the buds of May had gone, and how everything, now, had blossomed into full, high summer."," Charley se k němu mimoděk připojil, taky se díval ven a pomyslel si, jak rychle odkvetla poupata máje a jak teď vše rozkvetlo do zralého léta."
"said","say","řekl","říci","pf"," ‘ Listen, ’ Pop said."," "" Poslouchejte, "" řekl taťka Larkin."
"said","say","řekla","říci","pf"," ‘ Bung-ho, ’ she said to the Brigadier."," "" Tak popojedem, "" řekla generálovi."
"said","say","řekl","říci","pf"," ‘ Gone to see an aunt, ’ the Brigadier said."," "" Odjela k tetě, "" řekl generál."
"opened","open","otevřela","otevřít","pf"," Now that Ma had opened the kitchen door the smell of browning goose-flesh was attacking him in even more frontal, more excruciating waves."," Jak mamina otevřela dveře do kuchyně, vůně do zlatova vypečené husí kůžičky vzala generála ztečí ještě mučivěji než předtím."
"want","want","Nechci","chtít","impf"," ‘ I don ’ t want to sit in the back, ’ Miss Pilchester said."," "" Nechci sedět vzadu, "" pravila slečna Pilchesterová."
"sit","sit","sedět","sedět","impf"," ‘ I don ’ t want to sit in the back, ’ Miss Pilchester said."," "" Nechci sedět vzadu, "" pravila slečna Pilchesterová."
"said","say","pravila","pravit","pf"," ‘ I don ’ t want to sit in the back, ’ Miss Pilchester said."," "" Nechci sedět vzadu, "" pravila slečna Pilchesterová."
"want","want","Chci","chtít","impf"," I want to sit in the front with you. ’"," Chci sedět vpředu s vámi. """
"sit","sit","sedět","sedět","impf"," I want to sit in the front with you. ’"," Chci sedět vpředu s vámi. """
"demonstrated","demonstrate","předvedl","předvést","pf"," As they drove along Pop demonstrated first the town horn, the sweet one, then the country, the snarl."," Když se rozjeli, předvedl taťka Larkin městskou houkačku s lahodnými tóny a zlostné zavřísknutí houkačky venkovské."
"disappeared","disappear","zmizeli","zmizet","pf"," As Mr Charlton and Mariette disappeared across the yard in the evening sun Ma ’ s only complaint, as she watched them from the kitchen window, was that she hadn ’ t got a pair of field-glasses, so that she could watch ‘ how that young man ’ s getting on with his technique."," Když pan Charlton a Marietta přešli přes dvorek a zmizeli ve večerním slunci, dívala se za nimi mamina z kuchyňského okna a jejím jediným přáním byl triédr, kterým by mohla sledovat, jak "" ten náš mládenec zdokonaluje svou techniku."
"watched","watch","dívala","dívat","impf"," As Mr Charlton and Mariette disappeared across the yard in the evening sun Ma ’ s only complaint, as she watched them from the kitchen window, was that she hadn ’ t got a pair of field-glasses, so that she could watch ‘ how that young man ’ s getting on with his technique."," Když pan Charlton a Marietta přešli přes dvorek a zmizeli ve večerním slunci, dívala se za nimi mamina z kuchyňského okna a jejím jediným přáním byl triédr, kterým by mohla sledovat, jak "" ten náš mládenec zdokonaluje svou techniku."
"watch","watch","dívala","dívat","impf"," As Mr Charlton and Mariette disappeared across the yard in the evening sun Ma ’ s only complaint, as she watched them from the kitchen window, was that she hadn ’ t got a pair of field-glasses, so that she could watch ‘ how that young man ’ s getting on with his technique."," Když pan Charlton a Marietta přešli přes dvorek a zmizeli ve večerním slunci, dívala se za nimi mamina z kuchyňského okna a jejím jediným přáním byl triédr, kterým by mohla sledovat, jak "" ten náš mládenec zdokonaluje svou techniku."
"watched","watch","sledovat","sledovat","impf"," As Mr Charlton and Mariette disappeared across the yard in the evening sun Ma ’ s only complaint, as she watched them from the kitchen window, was that she hadn ’ t got a pair of field-glasses, so that she could watch ‘ how that young man ’ s getting on with his technique."," Když pan Charlton a Marietta přešli přes dvorek a zmizeli ve večerním slunci, dívala se za nimi mamina z kuchyňského okna a jejím jediným přáním byl triédr, kterým by mohla sledovat, jak "" ten náš mládenec zdokonaluje svou techniku."
"watch","watch","sledovat","sledovat","impf"," As Mr Charlton and Mariette disappeared across the yard in the evening sun Ma ’ s only complaint, as she watched them from the kitchen window, was that she hadn ’ t got a pair of field-glasses, so that she could watch ‘ how that young man ’ s getting on with his technique."," Když pan Charlton a Marietta přešli přes dvorek a zmizeli ve večerním slunci, dívala se za nimi mamina z kuchyňského okna a jejím jediným přáním byl triédr, kterým by mohla sledovat, jak "" ten náš mládenec zdokonaluje svou techniku."
"pouring","pour","nalil","nalít","pf"," Pop, after pouring two gills of gin into his second Dragon ’ s Blood in order to pep it up a bit, retired to watch television."," Taťka Larkin si nalil čtvrt litru ginu do druhé sklenice s dračí krví, aby nápoj dostal říz, a odešel se dívat na televizi."
"retired","retire","odešel","odejít","pf"," Pop, after pouring two gills of gin into his second Dragon ’ s Blood in order to pep it up a bit, retired to watch television."," Taťka Larkin si nalil čtvrt litru ginu do druhé sklenice s dračí krví, aby nápoj dostal říz, a odešel se dívat na televizi."
"watch","watch","dívat","dívat","impf"," Pop, after pouring two gills of gin into his second Dragon ’ s Blood in order to pep it up a bit, retired to watch television."," Taťka Larkin si nalil čtvrt litru ginu do druhé sklenice s dračí krví, aby nápoj dostal říz, a odešel se dívat na televizi."
"took","take","vzal","vzít","pf"," Some moments later Pop took his glass of port to the kitchen door, staring out at the summer darkness and the rain."," Taťka Larkin si vzal sklenici portského ke kuchyňským dveřím a zahleděl se do letní tmy a deště."
"caught","catch","zachytl","zachytnout","pf"," Then, after ten yards or so, he suddenly stopped as if his head had been caught by an invisible trip-wire."," Asi po deseti metrech se zastavil, jako by se hlavou zachytl o nějaký neviditelný drát."
"said","say","řekl","říci","pf"," ‘ Perfick place, ’ Pop said."," "" Bezva domeček, "" řekl taťka Larkin."
"Look","look","Podívejte","podívat","pf"," Look at the carpets, ’ Ma said."," Podívejte se na ty koberce, "" řekla mamina."
"said","say","řekla","říci","pf"," Look at the carpets, ’ Ma said."," Podívejte se na ty koberce, "" řekla mamina."
"see","see","vidíte","vidět","impf"," You see what can happen – ’"," Tady aspoň vidíte, co může potkat každého, kdo - """
"see","see","potkat","potkat","pf"," You see what can happen – ’"," Tady aspoň vidíte, co může potkat každého, kdo - """
"said","say","řekl","říci","pf"," ‘ Good grief, ’ Pop said."," "" O co kráčí, "" řekl Larkin."
"touched","touch","dojat","dojmout","pf"," The Brigadier was so much touched by this that he nervously held his glass in his left hand and started poking a finger into the hole in his right trouser knee, a habit about which his sister had already scolded him acidly twice at breakfast."," Generál byl tak dojat, že nervózně uchopil sklenici do levé ruky a prstem se začal šťourat v díře na pravé nohavici, což byl zlozvyk, za který už u snídaně dostal od své sestry dvakrát jedovatě vynadáno."
"started","start","začal","začít","pf"," The Brigadier was so much touched by this that he nervously held his glass in his left hand and started poking a finger into the hole in his right trouser knee, a habit about which his sister had already scolded him acidly twice at breakfast."," Generál byl tak dojat, že nervózně uchopil sklenici do levé ruky a prstem se začal šťourat v díře na pravé nohavici, což byl zlozvyk, za který už u snídaně dostal od své sestry dvakrát jedovatě vynadáno."
"made","make","způsobily","způsobit","pf"," Torturing waves of sage-sharp fragrance from the roasting geese made him suddenly feel more heady than even the whisky-and-soda had done on his empty stomach."," Mučivé vlny pikantní šalvějové vůně způsobily, že se mu zatočila hlava ještě víc, než když vypil nalačno whisky se sodou."
"done","do","způsobily","způsobit","pf"," Torturing waves of sage-sharp fragrance from the roasting geese made him suddenly feel more heady than even the whisky-and-soda had done on his empty stomach."," Mučivé vlny pikantní šalvějové vůně způsobily, že se mu zatočila hlava ještě víc, než když vypil nalačno whisky se sodou."
"stay","stay","Zůstanete","zůstat","pf"," Why don ’ t you stay here and eat with us? ’"," Zůstanete tady a najíte se s námi. """
"feeling","feel","vycítil","vycítit","pf"," She started laughing again and Mr Charlton could not help feeling there was some sinister, hidden meaning in the word smiling."," Marietta se znovu rozesmála a pan Charlton vycítil jakýsi podezřelý, skrytý význam ve slově smát se."
"laughing","laugh","smát","smát","impf"," She started laughing again and Mr Charlton could not help feeling there was some sinister, hidden meaning in the word smiling."," Marietta se znovu rozesmála a pan Charlton vycítil jakýsi podezřelý, skrytý význam ve slově smát se."
"smiling","smile","smát","smát","impf"," She started laughing again and Mr Charlton could not help feeling there was some sinister, hidden meaning in the word smiling."," Marietta se znovu rozesmála a pan Charlton vycítil jakýsi podezřelý, skrytý význam ve slově smát se."
"feel","feel","cítil","cítit","impf"," Mr Charlton, who began to feel among other things that he was not grown up, did not doubt it."," O tom pan Charlton, jenž se najednou cítil nedospělým, neměl nejmenších pochyb."
"Made","make","Učinil","učinit","pf"," Made me very happy. ’"," Učinil jste mě tak šťastnou. """
"see","see","podívat","podívat","pf"," ‘ You simply must see the polly, ’ one woman was saying."," "" Jděte se podívat na onu místnost, "" řekla jedna z nich."
"saying","say","řekla","říci","pf"," ‘ You simply must see the polly, ’ one woman was saying."," "" Jděte se podívat na onu místnost, "" řekla jedna z nich."
"woke","wake","probudil","probudit","pf"," Mr Charlton woke late and to a dark, disquieting impression."," Pan Charlton se probudil pozdě a s podivným, znepokojujícím pocitem."
