"said","say","neříkal","říkat","impf"," Pippin said no more."," Pipin už neříkal nic."
"go","go","vedl","vést","impf"," It came from an opening that led to another stairway, dark and narrow : it appeared to go winding up the turret along the inside of its round outer wall."," Vycházelo z otvoru, který vedl k dalšímu úzkému a temnému schodišti, které se zřejmě točilo vzhůru kolem vnitřní stěny kulaté věžice."
"winding","wind","točilo","točit","impf"," It came from an opening that led to another stairway, dark and narrow : it appeared to go winding up the turret along the inside of its round outer wall."," Vycházelo z otvoru, který vedl k dalšímu úzkému a temnému schodišti, které se zřejmě točilo vzhůru kolem vnitřní stěny kulaté věžice."
"began","begin","začal","začít","pf"," Softly Sam began to climb."," Sam začal tichounce stoupat."
"climb","climb","stoupat","stoupat","impf"," Softly Sam began to climb."," Sam začal tichounce stoupat."
"ride","ride","pojedeš","jet","impf"," And then you shall ride with me. '"," A pak pojedeš se mnou. """
"said","say","řekl","říci","pf"," ' May I? ' said Merry, surprised and delighted."," "" Můžu? "" řekl Smíšek překvapeně a nadšeně."
"doubt","doubt","nepochybuji","pochybovat","impf"," ' I doubt it not, ' said the king."," "" O tom nepochybuji, "" řekl král."
"said","say","řekl","říci","pf"," ' I doubt it not, ' said the king."," "" O tom nepochybuji, "" řekl král."
"said","say","řekl","říci","pf"," ' What is this, my lord? ' said the wizard."," "" Co je to, můj pane? "" řekl čaroděj."
"die","die","zemřeli","zemřít","pf"," The lembas had a virtue without which they would long ago have lain down to die."," Lembas v sobě měl něco dobrého, bez čeho by byli už dávno ulehli a zemřeli."
"mingle","mingle","nemísili","mísit","impf"," And yet this waybread of the Elves had a potency that increased as travellers relied on it alone and did not mingle it with other foods."," Přesto měl tento cestovní chléb elfů moc, která sílila, když byli pocestní odkázáni jen na něj a nemísili jej s jinou potravou."
"think","think","myslím","myslet","impf"," And now I think I am quite ready to go on another journey."," A teď myslím, že jsem docela připraven na další cestu."
"said","say","řekl","říci","pf"," ' Yes, I am coming, ' said Frodo."," "" Ano, jedu, "" řekl Frodo."
"go","go","jet","jet","impf"," ' The Ring-bearers should go together. '"," "" Ti, kteří nesli Prsteny, by měli jet spolu. """
"going","go","jedete","jet","impf"," ' Where are you going, Master? ' cried Sam, though at last he understood what was happening."," "" Kam jedete, pane? "" vykřikl Sam, přestože teď už chápal, co se to děje."
"cried","cry","vykřikl","vykřiknout","pf"," ' Where are you going, Master? ' cried Sam, though at last he understood what was happening."," "" Kam jedete, pane? "" vykřikl Sam, přestože teď už chápal, co se to děje."
"understood","understand","chápal","chápat","impf"," ' Where are you going, Master? ' cried Sam, though at last he understood what was happening."," "" Kam jedete, pane? "" vykřikl Sam, přestože teď už chápal, co se to děje."
"said","say","řekl","říci","pf"," ' To the Havens, Sam, ' said Frodo."," "" Do Přístavů, Same, "" řekl Frodo."
"seems","seem","zdá","zdát","impf"," Long past it now seems, yet it was but the morn of the day ere yesterday, the sixth since we rode from Dunharrow."," Už se to zdá hrozně dávno, ale bylo to teprve předevčírem ráno, šest dní nato, co jsme vyjeli z Šeré Brázdy."
"driven","drive","poháněl","pohánět","impf"," But still Aragorn was driven by fear that time was too short."," Ale Aragorna stále poháněl strach, že má příliš málo času."
"said","say","řekl","říci","pf"," ' "" It is forty leagues and two from Pelargir to the landings at the Harlond, "" he said."," "" Z Pelargiru je do přístaviště v Harlondu sto dvacet šest mil, "" řekl."
"heard","hear","slyšeli","slyšet","impf"," They passed the hours of night in wakefulness and they were aware of many things half-seen that walked and prowled all about them, and they heard the howling of wolves."," Probděli noční hodiny a byli si vědomi toho, že kolem obcházejí a plíží se různí tvorové, a slyšeli vytí vlků."
"seemed","seem","zdál","zdát","impf"," The wind had died and all the air seemed still."," Vítr odumřel a vzduch se zdál nehybný."
"see","see","Viděli","vidět","impf"," They could see little, for though it was cloudless and the waxing moon was four nights old, there were smokes and fumes that rose out of the earth and the white crescent was shrouded in the mists of Mordor."," Viděli pramálo, protože bylo sice bezmračno a měsíc už čtvrtý den rostl, ale ze země vyvstával kouř a výpary a bílý srpek byl zahalen rubášem mordorských mlh."
"rose","rise","rostl","růst","impf"," They could see little, for though it was cloudless and the waxing moon was four nights old, there were smokes and fumes that rose out of the earth and the white crescent was shrouded in the mists of Mordor."," Viděli pramálo, protože bylo sice bezmračno a měsíc už čtvrtý den rostl, ale ze země vyvstával kouř a výpary a bílý srpek byl zahalen rubášem mordorských mlh."
"shrouded","shroud","zahalen","zahalit","pf"," They could see little, for though it was cloudless and the waxing moon was four nights old, there were smokes and fumes that rose out of the earth and the white crescent was shrouded in the mists of Mordor."," Viděli pramálo, protože bylo sice bezmračno a měsíc už čtvrtý den rostl, ale ze země vyvstával kouř a výpary a bílý srpek byl zahalen rubášem mordorských mlh."
"come","come","přijít","přijít","pf"," ' But I could not come more swiftly."," "" Rychleji jsem ale přijít nemohl."
"kept","keep","držíme","držet","impf"," and horses are kept on the hither bank."," Na břehu držíme koně."
"sent","send","poslal","poslat","pf"," The rest of my company I sent south to strengthen the garrison at the fords of Osgiliath."," Zbytek své družiny jsem poslal na jih, aby posílili posádku u brodů Osgiliathu."
"strengthen","strengthen","posílili","posílit","pf"," The rest of my company I sent south to strengthen the garrison at the fords of Osgiliath."," Zbytek své družiny jsem poslal na jih, aby posílili posádku u brodů Osgiliathu."
"hope","hope","Doufám","doufat","impf"," I hope that I have not done ill? '"," Doufám, že jsem nejednal špatně? """
"done","do","nejednal","jednat","impf"," I hope that I have not done ill? '"," Doufám, že jsem nejednal špatně? """
"looked","look","Pohlédl","pohlédnout","pf"," He looked at his father."," Pohlédl na otce."
"come","come","šel","jít","impf"," Therefore, only of your free will would I have you come, for you will find both toil and great fear, and maybe worse. '"," Proto bych chtěl, abys šel jedině z vlastní vůle, protože tam potkáš námahu i velký strach a možná horší věci. """
"go","go","Půjdu","jít","impf"," ' I will go with you even on the Paths of the Dead, and to whatever end they may lead, ' said Gimli."," "" Půjdu s tebou i Stezkami Mrtvých, "" řekl Gimli, "" ať vedou k jakémukoliv konci. """
"said","say","řekl","říci","pf"," ' I will go with you even on the Paths of the Dead, and to whatever end they may lead, ' said Gimli."," "" Půjdu s tebou i Stezkami Mrtvých, "" řekl Gimli, "" ať vedou k jakémukoliv konci. """
"go","go","vedou","vést","impf"," ' I will go with you even on the Paths of the Dead, and to whatever end they may lead, ' said Gimli."," "" Půjdu s tebou i Stezkami Mrtvých, "" řekl Gimli, "" ať vedou k jakémukoliv konci. """
"lead","lead","vedou","vést","impf"," ' I will go with you even on the Paths of the Dead, and to whatever end they may lead, ' said Gimli."," "" Půjdu s tebou i Stezkami Mrtvých, "" řekl Gimli, "" ať vedou k jakémukoliv konci. """
"come","come","půjdu","jít","impf"," ' I also will come, ' said Legolas, ' for I do not fear the Dead. '"," "" Já půjdu také, "" řekl Legolas, "" protože se Mrtvých nebojím. """
"do","do","půjdu","jít","impf"," ' I also will come, ' said Legolas, ' for I do not fear the Dead. '"," "" Já půjdu také, "" řekl Legolas, "" protože se Mrtvých nebojím. """
"said","say","řekl","říci","pf"," ' I also will come, ' said Legolas, ' for I do not fear the Dead. '"," "" Já půjdu také, "" řekl Legolas, "" protože se Mrtvých nebojím. """
"fear","fear","nebojím","bát","impf"," ' I also will come, ' said Legolas, ' for I do not fear the Dead. '"," "" Já půjdu také, "" řekl Legolas, "" protože se Mrtvých nebojím. """
"desire","desire","Přeješ","přát","impf"," Or if you desire it, we will come to Rohan and bring him back to rest with his own people. '"," Přeješ - li si však, přijedeme do Rohanu a přivezeme ho domů, aby odpočíval se svým vlastním lidem. """
"come","come","přijedeme","přijet","pf"," Or if you desire it, we will come to Rohan and bring him back to rest with his own people. '"," Přeješ - li si však, přijedeme do Rohanu a přivezeme ho domů, aby odpočíval se svým vlastním lidem. """
"bring","bring","přivezeme","přivézt","pf"," Or if you desire it, we will come to Rohan and bring him back to rest with his own people. '"," Přeješ - li si však, přijedeme do Rohanu a přivezeme ho domů, aby odpočíval se svým vlastním lidem. """
"rest","rest","odpočíval","odpočívat","impf"," Or if you desire it, we will come to Rohan and bring him back to rest with his own people. '"," Přeješ - li si však, přijedeme do Rohanu a přivezeme ho domů, aby odpočíval se svým vlastním lidem. """
"rose","rise","povstal","povstat","pf"," ' Since the day when you rose before me out of the green grass of the downs I have loved you, and that love shall not fail."," "" Ode dne, kdy jsi přede mnou povstal ze zelené trávy vrchů, jsem tě miloval, a ta láska nezklame."
"loved","love","miloval","milovat","impf"," ' Since the day when you rose before me out of the green grass of the downs I have loved you, and that love shall not fail."," "" Ode dne, kdy jsi přede mnou povstal ze zelené trávy vrchů, jsem tě miloval, a ta láska nezklame."
"fail","fail","nezklame","zklamat","pf"," ' Since the day when you rose before me out of the green grass of the downs I have loved you, and that love shall not fail."," "" Ode dne, kdy jsi přede mnou povstal ze zelené trávy vrchů, jsem tě miloval, a ta láska nezklame."
"depart","depart","odejít","odejít","pf"," But now I must depart for a while to my own realm, where there is much to heal and set in order."," Teď ale musím na čas odejít do vlastní říše, kde je mnohé k uzdravování a uspořádání."
"heard","hear","slyšeli","slyšet","impf"," Even as Gandalf and Pippin ran forward, they heard from within the house of the dead the voice of Denethor crying :"," Právě když Gandalf a Pipin přibíhali, slyšeli z domu mrtvých Denethorův hlas :"
"go","go","nejedeš","jet","impf"," ' Éowyn, why do you tarry here, and do not go to the rejoicing in Cormallen beyond Cair Andros, where your brother awaits you? '"," "" Éowyn, proč tady otálíš a nejedeš se radovat na Cormallen za Cair Andros, kde tě čeká bratr? """
"rejoicing","rejoice","radovat","radovat","impf"," ' Éowyn, why do you tarry here, and do not go to the rejoicing in Cormallen beyond Cair Andros, where your brother awaits you? '"," "" Éowyn, proč tady otálíš a nejedeš se radovat na Cormallen za Cair Andros, kde tě čeká bratr? """
"tarry","tarry","čeká","čekat","impf"," ' Éowyn, why do you tarry here, and do not go to the rejoicing in Cormallen beyond Cair Andros, where your brother awaits you? '"," "" Éowyn, proč tady otálíš a nejedeš se radovat na Cormallen za Cair Andros, kde tě čeká bratr? """
"awaits","await","čeká","čekat","impf"," ' Éowyn, why do you tarry here, and do not go to the rejoicing in Cormallen beyond Cair Andros, where your brother awaits you? '"," "" Éowyn, proč tady otálíš a nejedeš se radovat na Cormallen za Cair Andros, kde tě čeká bratr? """
"answered","answer","odpověděl","odpovědět","pf"," But he answered :"," Faramir odpověděl :"
"said","say","Řekla","říci","pf"," And she said :"," Řekla :"
"Speak","speak","Mluv","mluvit","impf"," Speak plainer! '"," Mluv jasněji! """
"rest","rest","odpočinout","odpočinout","pf"," ' I must rest now, Sam, and sleep if I can, ' said Frodo."," "" Musíme si teď odpočinout, Same, a pokud možno usnout, "" řekl Frodo."
"sleep","sleep","usnout","usnout","pf"," ' I must rest now, Sam, and sleep if I can, ' said Frodo."," "" Musíme si teď odpočinout, Same, a pokud možno usnout, "" řekl Frodo."
"said","say","řekl","říci","pf"," ' I must rest now, Sam, and sleep if I can, ' said Frodo."," "" Musíme si teď odpočinout, Same, a pokud možno usnout, "" řekl Frodo."
"hung","hang","viselo","viset","impf"," At length, tired out, they slunk under a curtain of brambles that hung down like a mat over a low rock-face."," Nakonec se v té únavě zasoukali pod záclonu ostružiní, které viselo jako rohož na nízké skalce."
"sat","sit","Usadili","usadit","pf"," There they sat and made such a meal as they could."," Usadili se a pojedli, jak se dalo."
"choose","choose","vybírat","vybírat","impf"," He can, maybe, by his will choose what things shall be seen by weaker minds, or cause them to mistake the meaning of what they see."," Může snad svou vůlí vybírat, co uvidí slabší mysl, nebo způsobit, aby špatně pochopila to, co vidí."
"seen","see","uvidí","uvidět","pf"," He can, maybe, by his will choose what things shall be seen by weaker minds, or cause them to mistake the meaning of what they see."," Může snad svou vůlí vybírat, co uvidí slabší mysl, nebo způsobit, aby špatně pochopila to, co vidí."
"see","see","uvidí","uvidět","pf"," He can, maybe, by his will choose what things shall be seen by weaker minds, or cause them to mistake the meaning of what they see."," Může snad svou vůlí vybírat, co uvidí slabší mysl, nebo způsobit, aby špatně pochopila to, co vidí."
"cause","cause","způsobit","způsobit","pf"," He can, maybe, by his will choose what things shall be seen by weaker minds, or cause them to mistake the meaning of what they see."," Může snad svou vůlí vybírat, co uvidí slabší mysl, nebo způsobit, aby špatně pochopila to, co vidí."
"seen","see","pochopila","pochopit","pf"," He can, maybe, by his will choose what things shall be seen by weaker minds, or cause them to mistake the meaning of what they see."," Může snad svou vůlí vybírat, co uvidí slabší mysl, nebo způsobit, aby špatně pochopila to, co vidí."
"see","see","pochopila","pochopit","pf"," He can, maybe, by his will choose what things shall be seen by weaker minds, or cause them to mistake the meaning of what they see."," Může snad svou vůlí vybírat, co uvidí slabší mysl, nebo způsobit, aby špatně pochopila to, co vidí."
"seen","see","vidí","vidět","impf"," He can, maybe, by his will choose what things shall be seen by weaker minds, or cause them to mistake the meaning of what they see."," Může snad svou vůlí vybírat, co uvidí slabší mysl, nebo způsobit, aby špatně pochopila to, co vidí."
"see","see","vidí","vidět","impf"," He can, maybe, by his will choose what things shall be seen by weaker minds, or cause them to mistake the meaning of what they see."," Může snad svou vůlí vybírat, co uvidí slabší mysl, nebo způsobit, aby špatně pochopila to, co vidí."
"doubted","doubt","pochybovat","pochybovat","impf"," Nonetheless it cannot be doubted that when Denethor saw great forces arrayed against him in Mordor, and more still being gathered, he saw that which truly is."," Přesto nelze pochybovat, že když Denethor viděl proti sobě v Mordoru připravené veliké síly, a jak se sbírají ještě další, viděl, co vpravdě je."
"saw","see","viděl","vidět","impf"," Nonetheless it cannot be doubted that when Denethor saw great forces arrayed against him in Mordor, and more still being gathered, he saw that which truly is."," Přesto nelze pochybovat, že když Denethor viděl proti sobě v Mordoru připravené veliké síly, a jak se sbírají ještě další, viděl, co vpravdě je."
"saw","see","viděl","vidět","impf"," Nonetheless it cannot be doubted that when Denethor saw great forces arrayed against him in Mordor, and more still being gathered, he saw that which truly is."," Přesto nelze pochybovat, že když Denethor viděl proti sobě v Mordoru připravené veliké síly, a jak se sbírají ještě další, viděl, co vpravdě je."
"gathered","gather","sbírají","sbírat","impf"," Nonetheless it cannot be doubted that when Denethor saw great forces arrayed against him in Mordor, and more still being gathered, he saw that which truly is."," Přesto nelze pochybovat, že když Denethor viděl proti sobě v Mordoru připravené veliké síly, a jak se sbírají ještě další, viděl, co vpravdě je."
"saw","see","viděl","vidět","impf"," Nonetheless it cannot be doubted that when Denethor saw great forces arrayed against him in Mordor, and more still being gathered, he saw that which truly is."," Přesto nelze pochybovat, že když Denethor viděl proti sobě v Mordoru připravené veliké síly, a jak se sbírají ještě další, viděl, co vpravdě je."
"saw","see","viděl","vidět","impf"," Nonetheless it cannot be doubted that when Denethor saw great forces arrayed against him in Mordor, and more still being gathered, he saw that which truly is."," Přesto nelze pochybovat, že když Denethor viděl proti sobě v Mordoru připravené veliké síly, a jak se sbírají ještě další, viděl, co vpravdě je."
"perceived","perceive","pochopil","pochopit","pf"," This war then is without final hope, as Denethor perceived."," Tato válka je nakonec bez naděje, jak Denethor pochopil."
"reach","reach","dojít","dojít","pf"," And even if he did so, he could not go far on the guarded road beyond : not even the black shadows, lying deep where the red glow could not reach, would shield him long from the night-eyed orcs."," A i kdyby to dokázal, po střežené silnici za ní nemohl dojít daleko : ani černé stíny by ho tam hluboko, kam nedosáhne rudá zář, nadlouho neochránily před nočníma očima skřetů."
"reach","reach","nedosáhne","dosáhnout","pf"," And even if he did so, he could not go far on the guarded road beyond : not even the black shadows, lying deep where the red glow could not reach, would shield him long from the night-eyed orcs."," A i kdyby to dokázal, po střežené silnici za ní nemohl dojít daleko : ani černé stíny by ho tam hluboko, kam nedosáhne rudá zář, nadlouho neochránily před nočníma očima skřetů."
"avoid","avoid","vyhnout","vyhnout","pf"," But desperate as that road might be, his task was now far worse : not to avoid the gate and escape, but to enter it, alone."," Ale ať by byla ta cesta sebezoufalejší, teď stál před mnohem horším úkolem : ne vyhnout se bráně a uniknout, ale vstoupit, a sám."
"avoid","avoid","uniknout","uniknout","pf"," But desperate as that road might be, his task was now far worse : not to avoid the gate and escape, but to enter it, alone."," Ale ať by byla ta cesta sebezoufalejší, teď stál před mnohem horším úkolem : ne vyhnout se bráně a uniknout, ale vstoupit, a sám."
"enter","enter","vstoupit","vstoupit","pf"," But desperate as that road might be, his task was now far worse : not to avoid the gate and escape, but to enter it, alone."," Ale ať by byla ta cesta sebezoufalejší, teď stál před mnohem horším úkolem : ne vyhnout se bráně a uniknout, ale vstoupit, a sám."
"turned","turn","obrátily","obrátit","pf"," His thought turned to the Ring, but there was no comfort there, only dread and danger."," Samovy myšlenky se obrátily k Prstenu, ale tam nebyla žádná útěcha, jen děs a nebezpečí."
"quarrelling","quarrel","pohádali","pohádat","pf"," Almost certainly they were quarrelling about Frodo, and the spoil."," Skoro jistě se pohádali kvůli Frodovi a kořisti."
"seemed","seem","zdálo","zdát","impf"," For a second Sam halted, for suddenly things seemed clear to him, almost as if he had seen them with his eyes."," Sam na vteřinku zůstal stát, protože najednou se mu zdálo všechno jasné, skoro jako by to viděl na vlastní oči."
"seen","see","viděl","vidět","impf"," For a second Sam halted, for suddenly things seemed clear to him, almost as if he had seen them with his eyes."," Sam na vteřinku zůstal stát, protože najednou se mu zdálo všechno jasné, skoro jako by to viděl na vlastní oči."
"wearing","wear","měl","mít","impf"," Of course, Frodo was wearing it, and they would find it."," Ovšem, Frodo ji měl na sobě a oni ji museli najít."
"find","find","najít","najít","pf"," Of course, Frodo was wearing it, and they would find it."," Ovšem, Frodo ji měl na sobě a oni ji museli najít."
"heard","hear","slyšel","slyšet","impf"," And from what Sam had heard Gorbag would covet it."," A podle toho, co Sam slyšel, Gorbag po ní určitě zatoužil."
"shorten","shorten","zkrátili","zkrátit","pf"," And maybe there are some that would be pleased to pass through Fangorn Forest and so shorten their road home? '"," A někteří by se třeba rádi vydali přes Fangorn a zkrátili si cestu domů? """
"looked","look","Pohlédl","pohlédnout","pf"," He looked at Celeborn and Galadriel."," Pohlédl na Celeborna a Galadriel."
"said","say","řekli","říci","pf"," But all save Legolas said that they must now take their leave and depart, either south or west."," Všichni kromě Legolase však řekli, že se teď musí rozloučit a odjet, buď na jih, nebo na západ."
"depart","depart","odjet","odjet","pf"," But all save Legolas said that they must now take their leave and depart, either south or west."," Všichni kromě Legolase však řekli, že se teď musí rozloučit a odjet, buď na jih, nebo na západ."
"said","say","řekl","říci","pf"," ' Come, Gimli! ' said Legolas."," "" Pojď, Gimli! "" řekl Legolas."
"visit","visit","navštívím","navštívit","pf"," ' Now by Fangorn 's leave I will visit the deep places of the Entwood and see such trees as are nowhere else to be found in Middle-earth."," "" Teď s Fangornovým svolením navštívím hlubiny Entího lesa a uvidím stromy, jaké se nenajdou nikde jinde ve Středozemi."
"see","see","navštívím","navštívit","pf"," ' Now by Fangorn 's leave I will visit the deep places of the Entwood and see such trees as are nowhere else to be found in Middle-earth."," "" Teď s Fangornovým svolením navštívím hlubiny Entího lesa a uvidím stromy, jaké se nenajdou nikde jinde ve Středozemi."
"see","see","uvidím","uvidět","pf"," ' Now by Fangorn 's leave I will visit the deep places of the Entwood and see such trees as are nowhere else to be found in Middle-earth."," "" Teď s Fangornovým svolením navštívím hlubiny Entího lesa a uvidím stromy, jaké se nenajdou nikde jinde ve Středozemi."
"found","find","nenajdou","najít","pf"," ' Now by Fangorn 's leave I will visit the deep places of the Entwood and see such trees as are nowhere else to be found in Middle-earth."," "" Teď s Fangornovým svolením navštívím hlubiny Entího lesa a uvidím stromy, jaké se nenajdou nikde jinde ve Středozemi."
"said","say","řekl","říci","pf"," ' Well, come now! ' he said."," "" Tak vidíš! "" řekl."
"proved","prove","Ukázal","ukázat","pf"," ' You have proved mightiest, and all your labours have gone well."," "" Ukázal ses nejsilnější a všechna tvoje námaha se zdařila."
"come","come","přicházíš","přicházet","impf"," And why do you come here? '"," A proč přicházíš sem? """
"see","see","viděl","vidět","impf"," ' To see how your work goes, my friend, ' said Gandalf, ' and to thank you for your aid in all that has been achieved. '"," "" Abych viděl, jak ti jde práce, příteli, "" řekl Gandalf, "" a abych ti poděkoval za pomoc ve všem, čeho bylo dosaženo. """
"goes","go","jde","jít","impf"," ' To see how your work goes, my friend, ' said Gandalf, ' and to thank you for your aid in all that has been achieved. '"," "" Abych viděl, jak ti jde práce, příteli, "" řekl Gandalf, "" a abych ti poděkoval za pomoc ve všem, čeho bylo dosaženo. """
"said","say","řekl","říci","pf"," ' To see how your work goes, my friend, ' said Gandalf, ' and to thank you for your aid in all that has been achieved. '"," "" Abych viděl, jak ti jde práce, příteli, "" řekl Gandalf, "" a abych ti poděkoval za pomoc ve všem, čeho bylo dosaženo. """
"thank","thank","poděkoval","poděkovat","pf"," ' To see how your work goes, my friend, ' said Gandalf, ' and to thank you for your aid in all that has been achieved. '"," "" Abych viděl, jak ti jde práce, příteli, "" řekl Gandalf, "" a abych ti poděkoval za pomoc ve všem, čeho bylo dosaženo. """
