"hand","hand","předat","předat","pf"," The idea seemed to be that he should sit around until Dr. Pearson could take enough time away from his mail and various other chores to hand out a few tasks."," Zřejmě se tady domnívají, že bude trpně vyčkávat, až se doktoru Pearsonovi uráčí předat mu některé ze svých pravomocí a některé své pracovní úkoly."
"pass","pass","nastane","nastat","pf"," but sooner or later it would, and Lucy knew that at that time Vivian would pass through the deep darkness of despair to some permanent attitude of mind beyond, whatever that might be."," nevyhnutelně nastane dříve či později a Lucy bylo jasné, že Vivian projde hlubokou temnotou beznaděje, než se probojuje k úplnému přijetí svého neštěstí."
"pass","pass","projde","projít","pf"," but sooner or later it would, and Lucy knew that at that time Vivian would pass through the deep darkness of despair to some permanent attitude of mind beyond, whatever that might be."," nevyhnutelně nastane dříve či později a Lucy bylo jasné, že Vivian projde hlubokou temnotou beznaděje, než se probojuje k úplnému přijetí svého neštěstí."
"extracting","extract","Vytáhla","vytáhnout","pf"," She had opened a desk drawer and was extracting some clinical notes she needed for one of her downtown appointments."," Vytáhla zásuvku stolu a vyňala z ní několik klinických záznamů, které potřebovala pro jednu z návštěv ve své soukromé ordinaci."
"extracting","extract","vyňala","vyjmout","pf"," She had opened a desk drawer and was extracting some clinical notes she needed for one of her downtown appointments."," Vytáhla zásuvku stolu a vyňala z ní několik klinických záznamů, které potřebovala pro jednu z návštěv ve své soukromé ordinaci."
"needed","need","potřebovala","potřebovat","impf"," She had opened a desk drawer and was extracting some clinical notes she needed for one of her downtown appointments."," Vytáhla zásuvku stolu a vyňala z ní několik klinických záznamů, které potřebovala pro jednu z návštěv ve své soukromé ordinaci."
"say","say","Říká","říkat","impf"," "" They say all surgeons are on the way to becoming extinct, that in a few years we 'll be as out-of-date as the dodo and the witch doctor. """," "" Říká se, že chirurgové jsou na vymření - za pár let prý budeme tak nemoderní jako dodo a šamani. """
"turned","turn","otočila","otočit","pf"," They had greeted each other, then she had turned to the chauffeur, now standing discreetly in the background."," Pozdravila se s O ' Donnellem a otočila se k řidiči, který taktně ustoupil do pozadí."
"Thank","thank","Děkuji","děkovat","impf"," "" Thank you, Tom. I do n't think you need come back."," "" Děkuji vám, Tome."
"drive","drive","jezdit","jezdit","impf"," I expect Dr. O'Donnell will drive me home. """," Nemusíte pro mne jezdit!"
"realized","realize","uvědomil","uvědomit","pf"," Of course, if he had thought about it, O'Donnell would have realized that the daughter of Eustace Swayne was obviously an heiress."," O ' Donnell si pochopitelně vzápětí uvědomil, že dcera Eustace Swayna bude zřejmě jeho dědičkou."
"supervising","supervise","kontrolovat","kontrolovat","impf"," it made easier her own task of supervising the healing process."," usnadňovalo jí to její vlastní úkol kontrolovat léčebný proces."
"come","come","Nastane","nastat","pf"," That test would come after the initial shock had passed, when the real significance of events had had time to develop more gradually in Vivian 's mind and when the implications for the future were closer and more real."," Nastane, až pomine první šok a na Vivianu postupně dolehnou skutečné důsledky amputace, až se projeví její reálný, bezprostřední vliv na dívčinu budoucnost."
"passed","pass","Nastane","nastat","pf"," That test would come after the initial shock had passed, when the real significance of events had had time to develop more gradually in Vivian 's mind and when the implications for the future were closer and more real."," Nastane, až pomine první šok a na Vivianu postupně dolehnou skutečné důsledky amputace, až se projeví její reálný, bezprostřední vliv na dívčinu budoucnost."
"passed","pass","pomine","pominout","pf"," That test would come after the initial shock had passed, when the real significance of events had had time to develop more gradually in Vivian 's mind and when the implications for the future were closer and more real."," Nastane, až pomine první šok a na Vivianu postupně dolehnou skutečné důsledky amputace, až se projeví její reálný, bezprostřední vliv na dívčinu budoucnost."
"looked","look","pohlédl","pohlédnout","pf"," "" Are you sure? "" Pearson looked at him searchingly."," "" Jste si tím jist? "" pohlédl na něho zpytavě Pearson."
"order","order","Objednejte","objednat","pf"," "" Then order three hundred and fifty more."," "" Objednejte dalších tři sta padesát."
"Tell","tell","řekněte","říci","pf"," Tell them we 'll take care of the paper work later. """," A řekněte, že o papíry se postaráme dodatečně. """
"went","go","pokračoval","pokračovat","impf"," Pearson went on."," Pearson pokračoval :"
"needed","need","potřebovala","potřebovat","impf"," Sometimes this could prove a help when she needed to talk with him about a diagnosis."," Přátelský vztah jí usnadňoval požádat jej tu a tam o radu, když potřebovala stanovit diagnózu."
"ending","end","končila","končit","impf"," Now the discussion was ending, O'Donnell winding things up."," Diskuse právě končila."
"watch","watch","nesledovala","sledovat","impf"," that was not good-she would have to watch herself."," poslední případ vůbec nesledovala a v duchu si vyčinila za svou nepozornost."
"rising","rise","vstávali","vstávat","impf"," The others were rising from their seats."," Ostatní už vstávali ze svých míst."
"begin","begin","začnou","začít","pf"," Then, while the kitchen help cleared and stacked dishes, the cooks would begin preparing the evening meal."," Potom, zatímco kuchyňské pomocnice umyjí a poklidí nádobí, kuchaři začnou připravovat večeři."
"preparing","prepare","připravovat","připravovat","impf"," Then, while the kitchen help cleared and stacked dishes, the cooks would begin preparing the evening meal."," Potom, zatímco kuchyňské pomocnice umyjí a poklidí nádobí, kuchaři začnou připravovat večeři."
"come","come","jde","jít","impf"," From this procedure could come one of two verdicts- "" malignant, "" meaning the presence of cancer and indicating the need for major surgery on the patient; or "" benign, "" a reprieve which usually meant that nothing more need be done once the tumor was out."," Zmrazený preparát prohlédl mikroskopem a posoudil, zda jde o nádor maligní, zhoubný, což znamenalo rakovinu, nebo benigní, nezhoubný, kdy další operativní výkony nebyly nutné."
"done","do","jde","jít","impf"," From this procedure could come one of two verdicts- "" malignant, "" meaning the presence of cancer and indicating the need for major surgery on the patient; or "" benign, "" a reprieve which usually meant that nothing more need be done once the tumor was out."," Zmrazený preparát prohlédl mikroskopem a posoudil, zda jde o nádor maligní, zhoubný, což znamenalo rakovinu, nebo benigní, nezhoubný, kdy další operativní výkony nebyly nutné."
"meaning","mean","znamenalo","znamenat","impf"," From this procedure could come one of two verdicts- "" malignant, "" meaning the presence of cancer and indicating the need for major surgery on the patient; or "" benign, "" a reprieve which usually meant that nothing more need be done once the tumor was out."," Zmrazený preparát prohlédl mikroskopem a posoudil, zda jde o nádor maligní, zhoubný, což znamenalo rakovinu, nebo benigní, nezhoubný, kdy další operativní výkony nebyly nutné."
"meant","mean","znamenalo","znamenat","impf"," From this procedure could come one of two verdicts- "" malignant, "" meaning the presence of cancer and indicating the need for major surgery on the patient; or "" benign, "" a reprieve which usually meant that nothing more need be done once the tumor was out."," Zmrazený preparát prohlédl mikroskopem a posoudil, zda jde o nádor maligní, zhoubný, což znamenalo rakovinu, nebo benigní, nezhoubný, kdy další operativní výkony nebyly nutné."
"risen","rise","vstal","vstát","pf"," O'Donnell had finished his drink, then risen to leave."," O ' Donnell dopil sklenku a vstal."
"wanted","want","Potřeboval","potřebovat","impf"," Now he wanted time to think and to reason things through."," Potřeboval čas k rozmyšlení a rozumné úvaze."
"wish","wish","chceš","chtít","impf"," Stay if you wish. """," Jestli chceš, zůstaň. """
"Stay","stay","zůstaň","zůstat","pf"," Stay if you wish. """," Jestli chceš, zůstaň. """
"relaxed","relax","Uvolněte","uvolnit","pf"," As he looked down at her he said, "" Just stay relaxed, Miss Loburton. This is really like having a tooth out-only a lot more comfortable. """," "" Uvolněte se, slečno Loburtonová, zákrok je možno skoro přirovnat k vytržení zubu, jenže s větším pohodlím pro vás! """
"do","do","nebereme","brát","impf"," "" We must be sure, of course, that we are into the tumor and do n't take a piece of normal bone that has been forced outward. """," "" Musíme mít samozřejmě jistotu, že jsme v nádoru a nebereme vzorek z normální kosti, kterou zevně vytlačil. """
"take","take","nebereme","brát","impf"," "" We must be sure, of course, that we are into the tumor and do n't take a piece of normal bone that has been forced outward. """," "" Musíme mít samozřejmě jistotu, že jsme v nádoru a nebereme vzorek z normální kosti, kterou zevně vytlačil. """
"switched","switch","zapnula","zapnout","pf"," Lucy switched on the saw and applied it twice."," Lucy zapnula pilku a použila jí dvakrát."
"applied","apply","použila","použít","pf"," Lucy switched on the saw and applied it twice."," Lucy zapnula pilku a použila jí dvakrát."
"coming","come","Šlo","jít","impf"," "" What was present, in the chest, was early development of pneumonia. No doubt there was severe pleuritic pain coming from that. """," "" Šlo o počáteční pneumonii a nepochybně odtud pramenily silné bolesti na pohrudnici! """
"said","say","řečeno","říci","pf"," Lucy ran her mind over what had been said before."," Lucy v duchu zrekapitulovala vše, co bylo řečeno."
"said","say","pronesl","pronést","pf"," He said reluctantly, "" On Dr. Pearson 's instructions. """," "" Na rozkaz doktora Pearsona, "" pronesl váhavě."
"do","do","Provedete","provést","pf"," "" Then you 'll do an exchange transfusion? """," "" Provedete výměnnou transfúzi? "" otázal se Coleman."
"smiled","smile","usmál","usmát","pf"," O'Donnell smiled too."," O ' Donnell se také usmál."
"liked","like","Líbila","líbit","impf"," He liked her for many things, not least the way she could hold her own in what was sometimes thought of as a man 's world."," Líbila se mu z mnoha důvodů, ale nejpádnějším z nich byla skutečnost, že se dokázala prosadit v takzvaném mužském světě."
"lost","lose","Neztratila","ztratit","pf"," At the same time, though, she never lost her essential femininity."," Neztratila přitom nikdy svou ženskost."
"nodded","nod","přikývl","přikývnout","pf"," Pearson nodded slowly."," Pearson zdráhavě přikývl."
"thinking","think","myslím","myslet","impf"," "" I was thinking of that. """," "" Celou dobu na to myslím. """
"turned","turn","obrátil","obrátit","pf"," The prop-jet Viscount turned evenly into wind and began to lose height."," Tryskový letoun značky Viscount se obrátil rovně po větru a poznenáhlu ztrácel výšku."
"lose","lose","ztrácel","ztrácet","impf"," The prop-jet Viscount turned evenly into wind and began to lose height."," Tryskový letoun značky Viscount se obrátil rovně po větru a poznenáhlu ztrácel výšku."
"waited","wait","počkal","počkat","pf"," O'Donnell waited until the motors stopped and passengers began to disembark."," O ' Donnell počkal, až motory utichly a cestující začali vystupovat."
"began","begin","začali","začít","pf"," O'Donnell waited until the motors stopped and passengers began to disembark."," O ' Donnell počkal, až motory utichly a cestující začali vystupovat."
"take","take","trvat","trvat","impf"," He hoped, though, it was not going to take too long;"," Snad nebude snímkování trvat dlouho;"
"jumped","jump","vyskočil","vyskočit","pf"," A car drew up; a man jumped out and helped a woman into it."," Přijel vůz, vyskočil z něho muž a pomáhal nastoupit ženě."
"helped","help","pomáhal","pomáhat","impf"," A car drew up; a man jumped out and helped a woman into it."," Přijel vůz, vyskočil z něho muž a pomáhal nastoupit ženě."
"appeared","appear","Objevila","objevit","pf"," A nurse appeared, handing the woman a baby."," Objevila se sestra a podala ženě dítě."
"handing","hand","podala","podat","pf"," A nurse appeared, handing the woman a baby."," Objevila se sestra a podala ženě dítě."
"slammed","slam","práskly","prásknout","pf"," The doors slammed; the car moved on."," Dveře práskly, vůz se rozjel."
"moved","move","pohyboval","pohybovat","impf"," he moved quickly, swinging his body with the ease of practice."," pohyboval se rychle, přenášel váhu těla z jedné strany na druhou s hbitostí dlouhého tréninku."
"pointed","point","ukázal","ukázat","pf"," The boy pointed. They moved together toward the hospital doors."," Chlapec ukázal směr a oba zamířili ke vchodu do nemocnice."
"pointed","point","zamířili","zamířit","pf"," The boy pointed. They moved together toward the hospital doors."," Chlapec ukázal směr a oba zamířili ke vchodu do nemocnice."
"think","think","myslíš","myslet","impf"," Instead he said, "" If you think it will help. """," "" Když myslíš, že to pomůže. """
"help","help","pomůže","pomoci","pf"," Instead he said, "" If you think it will help. """," "" Když myslíš, že to pomůže. """
"fix","fix","zařídil","zařídit","pf"," "" I 'll have him fix it up."," "" Uložím mu, aby vše zařídil."
"do","do","provést","provést","pf"," Then the following week we might do the same thing with Kiwanis. """," Totéž by se dalo provést další týden u Kiwanise. """
"looked","look","podíval","podívat","pf"," Pearson looked at O'Donnell."," Pearson se podíval na O ' Donnella :"
"said","say","řekl","říci","pf"," "" Ten o'clock, "" he said. "" You shall have it. """," "" V deset, "" řekl těžce, "" ji budeš mít! """
"thought","think","myslil","myslit","impf"," Even at their second meeting-before the incident in the park-he had thought of her principally as an interesting, exciting lay."," Dokonce i při druhém setkání - před příhodou v parku - na ni myslil v podstatě jen v souvislosti s nadějí na zajímavou, vzrušující příležitost."
"fooled","fool","neklamal","klamat","impf"," Mike Seddons never fooled himself either about words or his own intentions."," Mike Seddons nikdy sám sebe neklamal ani co do slov, ani co do úmyslů."
"suppose","suppose","Myslím","myslet","impf"," She answered levelly, "" I suppose you could say that. """," "" Myslím, že je tomu tak! "" odpověděla klidně."
"answered","answer","odpověděla","odpovědět","pf"," She answered levelly, "" I suppose you could say that. """," "" Myslím, že je tomu tak! "" odpověděla klidně."
"say","say","odpověděla","odpovědět","pf"," She answered levelly, "" I suppose you could say that. """," "" Myslím, že je tomu tak! "" odpověděla klidně."
"said","say","řekla","říci","pf"," "" Yes, Joe, "" she said quietly, waiting."," "" Ano, Joe, "" řekla vážně a vyčkávavě."
"spoke","speak","promluvil","promluvit","pf"," There was a ten-second silence before Pearson spoke again."," Nejméně deset vteřin vládlo mlčení, než Pearson opět promluvil."
"met","meet","setkal","setkat","pf"," Lucy met his eyes."," Lucin pohled se setkal s jeho."
"talk","talk","Nemluv","mluvit","impf"," He had answered emphatically, "" Do n't talk like that! """," "" Nemluv tak! "" odpověděl důrazně."
"answered","answer","odpověděl","odpovědět","pf"," He had answered emphatically, "" Do n't talk like that! """," "" Nemluv tak! "" odpověděl důrazně."
"talk","talk","mluvit","mluvit","impf"," "" Are you afraid to talk about it? """," "" Bojíš se o tom mluvit? """
"knocked","knock","Zaklepal","zaklepat","pf"," He knocked, and Dornberger followed him in."," Zaklepal, spolu s Dornbergerem vstoupili."
"sitting","sit","seděl","sedět","impf"," Joe Pearson was still sitting, exactly as Coleman had left him."," Joe Pearson seděl přesně tak, jak jej Coleman opustil."
"left","leave","opustil","opustit","pf"," Joe Pearson was still sitting, exactly as Coleman had left him."," Joe Pearson seděl přesně tak, jak jej Coleman opustil."
"rise","rise","vstát","vstát","pf"," He looked up but made no attempt to rise."," Vzhlédl, ale nepokusil se vstát."
"spoke","speak","promluvil","promluvit","pf"," Dornberger spoke first."," Dornberger promluvil první."
"scurried","scurry","spěchal","spěchat","impf"," Hastily Bannister scurried to the telephone."," Bannister se obrátil a spěchal k telefonu."
"surprised","surprise","překvapil","překvapit","pf"," The old man 's grasp of the situation, as well as his celerity and thoroughness, had left Coleman both surprised and impressed."," Způsob, jak starý primář pohotově zvládl situaci, jak úplná a přehledná byla jeho opatření, Colemana překvapil a imponoval mu."
"questioning","question","vyptávala","vyptávat","impf"," Knowing this, the student had no hesitation in extending her questioning."," Žákyně to věděla a bez ostychu se jí vyptávala dál."
"thought","think","myslila","myslit","impf"," "" I thought when that happened they changed the baby 's blood at birth. """," "" Já jsem si myslila, že v takových případech se dítěti hned po porodu vyměňuje všechna krev! """
"sat","sit","posadil","posadit","pf"," The chief of medicine sat down."," Šéflékař se posadil."
"said","say","odpověděl","odpovědět","pf"," Dornberger said, "" Dr. Franz. """," "" Doktor Franz! "" odpověděl Dornberger."
"talk","talk","promluví","promluvit","pf"," Tomaselli asked, "" Who 'll talk with him? """," "" Kdo s ním promluví? """
"preparing","prepare","připravoval","připravovat","impf"," Each was identified as to source, and Pearson, seated on a wooden chair at one end of the table, was adding a lab serial number and preparing report sheets on which the culture results would be recorded later."," Každý byl označen štítkem se jménem a Pearson, sedící na dřevěné židli na jednom konci stolu, jim přiděloval sériové laboratorní číslo a připravoval průvodky, do nichž se budou postupně zaznamenávat výsledky vyšetření."
"recorded","record","zaznamenávat","zaznamenávat","impf"," Each was identified as to source, and Pearson, seated on a wooden chair at one end of the table, was adding a lab serial number and preparing report sheets on which the culture results would be recorded later."," Každý byl označen štítkem se jménem a Pearson, sedící na dřevěné židli na jednom konci stolu, jim přiděloval sériové laboratorní číslo a připravoval průvodky, do nichž se budou postupně zaznamenávat výsledky vyšetření."
"went","go","pokračoval","pokračovat","impf"," Pearson said nothing, so Alexander went on."," Pearson neodpovídal, Alexander tedy pokračoval :"
"save","save","Ušetřil","ušetřit","pf"," It would save us at least a day in preparing slides."," Ušetřil by nám nejméně jeden den při přípravě preparátů."
"set","set","nastaví","nastavit","pf"," Instead of processing tissue by hand through all the solutions, you set the machine overnight and automatically by morning - """," Místo ručního zdlouhavého zpracovávání tkáně ve všech roztocích se přístroj na noc nastaví a do rána automaticky ... """
"works","work","pracuje","pracovat","impf"," "" I know how it works."," "" Vím, jak pracuje."
"thinking","think","přemýšlel","přemýšlet","impf"," Pearson stopped as if thinking."," Pearson se odmlčel, jako by přemýšlel."
"buried","bury","pochovají","pochovat","pf"," "" The body-is it buried then ... just by itself? """," "" A tělo - pochovají bez orgánů? """
"answered","answer","odpověděl","odpovědět","pf"," Pearson answered it."," Pearson odpověděl :"
"do","do","provádějí","provádět","impf"," Teaching centers such as this usually do more study after autopsies than is done in non-teaching hospitals."," Všechna školící pracoviště, podobná našemu, provádějí obvykle po ukončených pitvách obsáhlejší vyšetření než pracoviště, která nejsou školící."
"done","do","provádějí","provádět","impf"," Teaching centers such as this usually do more study after autopsies than is done in non-teaching hospitals."," Všechna školící pracoviště, podobná našemu, provádějí obvykle po ukončených pitvách obsáhlejší vyšetření než pracoviště, která nejsou školící."
"thank","thank","nepoděkovali","poděkovat","pf"," He added as an afterthought : "" They would n't thank us for putting the organs back anyway."," "" I kdybychom orgány vraceli na jejich místo, laboranti by nám nepoděkovali."
"made","make","neudělali","udělat","pf"," When you 've made one mistake you feel the need to be careful about committing yourself again. """," Dopustíme - li se jedné chyby, musíme být velice obezřetní, abychom ji neudělali podruhé. """
"understand","understand","chápu","chápat","impf"," "" Yes, "" he said, "" I can understand that. """," "" Ano, to chápu, "" souhlasil."
"realized","realize","uvědomil","uvědomit","pf"," With the incident closed Coleman found himself more angry than he had realized."," Coleman si uvědomil, že při řešení incidentu se neobvykle rozhněval."
"allowed","allow","dovoloval","dovolovat","impf"," What kind of discipline existed which allowed insolence like this from a lab technician?"," Co to bylo za pořádek, který dovoloval laboratornímu technikovi takovou drzost?"
"believed","believe","myslil","myslit","impf"," If this were the general order of things, it seemed probable that the entire pathology department was even more run-down than he had believed at first."," Jestli je všechno vedeno stejným stylem, pak je víc než pravděpodobné, že celá patologie je mnohem zanedbanější, než si zpočátku myslil."
"lifted","lift","Zvedl","zvednout","pf"," He lifted Vivian 's left leg, and Lucy began to remove the towels which were taped around it."," Zvedl Vivianinu levou nohu a Lucy odstranila roušky, rozložené kolem ní."
"remove","remove","odstranila","odstranit","pf"," He lifted Vivian 's left leg, and Lucy began to remove the towels which were taped around it."," Zvedl Vivianinu levou nohu a Lucy odstranila roušky, rozložené kolem ní."
"repeated","repeat","zopakovala","zopakovat","pf"," Now Lucy repeated the antiseptic procedure and draped fresh sterile towels above and below the knee."," Lucy nyní tuto proceduru zopakovala a podložila čerstvé sterilní roušky pod koleno i nad ně."
"holding","hold","držela","držet","impf"," On the other side of the operating table the scrub nurse was holding a folded green sheet."," Na druhé straně držela instrumentářka připravené zelené prostěradlo."
"asked","ask","otázal","otázat","pf"," He asked politely, "" Do you have any ideas? """," "" Máte nějaké konkrétní podezření? "" otázal se zdvořile."
"suspect","suspect","Podezřívám","podezřívat","impf"," I suspect my dishwashing machines, Dr. C. """," Podezřívám své myčky nádobí, doktore C. """
"relax","relax","uklidnil","uklidnit","pf"," He could sense, even over the phone, that he had helped her to relax."," Dokonce i v telefonu prozradil její hlas, že ji uklidnil."
"considered","consider","považoval","považovat","impf"," It was something he did often, and he considered it as much a part of his job as any course of treatment."," Psychologický vliv považoval za stejně důležitou součást lékařského umění jako kterýkoliv jiný léčebný postup."
"thought","think","měl","mít","impf"," Logically, he thought, he should have lost the feeling long ago."," Logicky měl ztratit cit už dávno."
"lost","lose","ztratit","ztratit","pf"," Logically, he thought, he should have lost the feeling long ago."," Logicky měl ztratit cit už dávno."
"answered","answer","odpověděl","odpovědět","pf"," "" I 've been receiving the ' open list ' on pathologists lately, "" Tomaselli answered."," "" V poslední době dostávám přehled patologů, "" odpověděl Tomaselli."
"anticipated","anticipate","předvídal","předvídat","impf"," "" Frankly, I anticipated something like this and asked for it."," "" Upřímně řečeno, vyžádal jsem si jej, poněvadž jsem tento vývoj trochu předvídal."
"came","come","přišlo","přijít","pf"," This name came in a week or two ago. """," Tohle jméno přišlo před týdnem, možná před čtrnácti dny. """
"see","see","podívat","podívat","pf"," "" May I see? """," "" Mohu se podívat? """
"reached","reach","sáhl","sáhnout","pf"," O'Donnell reached for the paper Tomaselli had produced."," O ' Donnell sáhl po papíru, který Tomaselli vyňal ze svazku."
"continue","continue","pokračovala","pokračovat","impf"," If a frozen section produced a "" malignant "" verdict, surgery would continue at once."," Jestliže se nádor jevil jako maligní, operace okamžitě pokračovala."
"heard","hear","neslyšel","slyšet","impf"," O'Donnell had not heard of any, but he wanted to be sure."," O ' Donnell sice o žádném zpoždění neslyšel, ale chtěl se o tom ujistit."
"wanted","want","chtěl","chtít","impf"," O'Donnell had not heard of any, but he wanted to be sure."," O ' Donnell sice o žádném zpoždění neslyšel, ale chtěl se o tom ujistit."
"said","say","odpověděl","odpovědět","pf"," "" No, "" Rufus said."," "" Ne, "" odpověděl Rufus."
"hear","hear","vyslechl","vyslechnout","pf"," "" You 'd hear plenty of howling if there were."," "" Kdyby docházelo, vyslechl bys už litanie stížností."
"Come","come","Pojďte","jít","impf"," "" Come and take a look at these."," "" Pojďte se podívat;"
"turned","turn","otáčel","otáčet","impf"," He turned away to find David Coleman close behind him."," Jak se otáčel, spatřil těsně za sebou Davida Colemana."
"added","add","přidal","přidat","pf"," Coleman added a petri dish himself to the incubator and closed the door."," Coleman přidal svou Petriho misku do inkubátoru a zavřel dvířka."
"closed","close","zavřel","zavřít","pf"," Coleman added a petri dish himself to the incubator and closed the door."," Coleman přidal svou Petriho misku do inkubátoru a zavřel dvířka."
"decided","decide","rozhodli","rozhodnout","pf"," "" I ... that is, we ... have decided to take your advice."," "" Já ... totiž ... rozhodli jsme se s Elizabeth jednat podle vaší rady."
"heard","hear","slyšel","slyšet","impf"," "" I imagine you 've heard, "" he said, "" that Dr. Pearson has resigned. """," "" Jistě jste slyšel o rezignaci doktora Pearsona. """
"regarded","regard","hleděl","hledět","impf"," "" Yes, I know. "" O'Donnell regarded the glowing tip of his cigarette."," "" Vím o tom, "" O ' Donnell hleděl na žhnoucí konec své cigarety."
"wanted","want","přál","přát","impf"," All he wanted, desperately now, for the sake of the Alexanders, was for their child to live."," Kvůli Alexanderovi si z celého srdce přál, aby jejich synek zůstal naživu."
"recalled","recall","Připomenul","připomenout","pf"," He recalled, though, that he had liked John Alexander right from the beginning at Three Counties;"," Připomenul si, že si Johna Alexandera oblíbil hned při prvním setkání v nemocnici Three Counties;"
"exhibited","exhibit","nejevil","jevit","impf"," David Coleman, though appearing fresher than the senior pathologist, and with none of the outward signs of personal neglect which Pearson exhibited, was conscious of an oppressive weariness which made him wonder if his own endurance would last as long as the older man 's."," David Coleman sice vypadal svěžeji než starý patolog a nejevil žádnou vnější známku zanedbání, které bylo zřetelně patrné na Pearsonovi, ale byl tak unavený, že začal uvažovat, zda vydrží tak dlouho jako starý pán."
"wonder","wonder","uvažovat","uvažovat","impf"," David Coleman, though appearing fresher than the senior pathologist, and with none of the outward signs of personal neglect which Pearson exhibited, was conscious of an oppressive weariness which made him wonder if his own endurance would last as long as the older man 's."," David Coleman sice vypadal svěžeji než starý patolog a nejevil žádnou vnější známku zanedbání, které bylo zřetelně patrné na Pearsonovi, ale byl tak unavený, že začal uvažovat, zda vydrží tak dlouho jako starý pán."
"last","last","vydrží","vydržet","pf"," David Coleman, though appearing fresher than the senior pathologist, and with none of the outward signs of personal neglect which Pearson exhibited, was conscious of an oppressive weariness which made him wonder if his own endurance would last as long as the older man 's."," David Coleman sice vypadal svěžeji než starý patolog a nejevil žádnou vnější známku zanedbání, které bylo zřetelně patrné na Pearsonovi, ale byl tak unavený, že začal uvažovat, zda vydrží tak dlouho jako starý pán."
"changed","change","Nezměnil","změnit","pf"," You have n't changed, my friend; you have n't changed at all."," Nezměnil ses, příteli, vůbec ses nezměnil!"
"changed","change","Nezměnil","změnit","pf"," You have n't changed, my friend; you have n't changed at all."," Nezměnil ses, příteli, vůbec ses nezměnil!"
"changed","change","nezměnil","změnit","pf"," You have n't changed, my friend; you have n't changed at all."," Nezměnil ses, příteli, vůbec ses nezměnil!"
"changed","change","nezměnil","změnit","pf"," You have n't changed, my friend; you have n't changed at all."," Nezměnil ses, příteli, vůbec ses nezměnil!"
"wishing","wish","přál","přát","impf"," Momentarily Harry Tomaselli found himself wishing that Mrs. Straughan would go back to her kitchens and stay there."," Harry Tomaselli si z celého srdce přál, aby se paní Straughanová vrátila do své kuchyně a zůstala tam."
"stay","stay","zůstala","zůstat","pf"," Momentarily Harry Tomaselli found himself wishing that Mrs. Straughan would go back to her kitchens and stay there."," Harry Tomaselli si z celého srdce přál, aby se paní Straughanová vrátila do své kuchyně a zůstala tam."
"wondered","wonder","neuvažuje","uvažovat","impf"," But there were times when he wondered if Hilda Straughan ever thought of Three Counties Hospital as a unified whole."," Někdy ho však napadalo, že Hilda Straughanová vůbec neuvažuje o nemocnici Three Counties globálně."
"thought","think","neuvažuje","uvažovat","impf"," But there were times when he wondered if Hilda Straughan ever thought of Three Counties Hospital as a unified whole."," Někdy ho však napadalo, že Hilda Straughanová vůbec neuvažuje o nemocnici Three Counties globálně."
