"wanted","want","hledána","hledat","impf"," She 's wanted for questioning about the apparent smothering death of a patient named Ida Mancini."," Je hledána v souvislosti s vyšetřováním smrti pacientky jménem Ida Manciniová, k níž došlo údajně zadušením."
"call","call","říká","říkat","impf"," I tell the fourth-graders that they call it cancer because when the cancer starts growing inside you, when it breaks through your skin, it looks like a big red crab."," Čtvrťákům povídám, že rakovina se tomu říká, protože když ve vás vyroste nádor, a když se prodere skrz kůži ven, vypadá jako velký červený rak."
"growing","grow","vyroste","vyrůst","pf"," I tell the fourth-graders that they call it cancer because when the cancer starts growing inside you, when it breaks through your skin, it looks like a big red crab."," Čtvrťákům povídám, že rakovina se tomu říká, protože když ve vás vyroste nádor, a když se prodere skrz kůži ven, vypadá jako velký červený rak."
"forget","forget","zapomene","zapomenout","pf"," Because supposedly, those who forget the past are condemned to repeat it."," Protože údajně se věc má tak, že kdo zapomene na minulost, je odsouzen ji opakovat."
"condemned","condemn","odsouzen","odsoudit","pf"," Because supposedly, those who forget the past are condemned to repeat it."," Protože údajně se věc má tak, že kdo zapomene na minulost, je odsouzen ji opakovat."
"repeat","repeat","opakovat","opakovat","impf"," Because supposedly, those who forget the past are condemned to repeat it."," Protože údajně se věc má tak, že kdo zapomene na minulost, je odsouzen ji opakovat."
"reading","read","čtete","číst","impf"," So if you 're reading this, to tell the truth, it 's really none of your business."," Takže po pravdě řečeno, pokud tohle čtete, fakt vám do toho nic není."
"think","think","myslet","myslet","impf"," That stupid little boy, that cold night, all of this will just become more of the stupid shit to think about during sex, to keep from shooting your load."," Co ten hloupý kluk tu mrazivou noc prožil, z toho se nestane nic víc než další dávka pitomých kravin, na které může myslet při souložení, aby si zabránil vypálit celou dávku."
"shooting","shoot","vypálit","vypálit","pf"," That stupid little boy, that cold night, all of this will just become more of the stupid shit to think about during sex, to keep from shooting your load."," Co ten hloupý kluk tu mrazivou noc prožil, z toho se nestane nic víc než další dávka pitomých kravin, na které může myslet při souložení, aby si zabránil vypálit celou dávku."
"born","bear","zrodily","zrodit","pf"," Here is where symbols were born."," Takhle se zrodily symboly."
"trying","try","snaží","snažit","impf"," The kid stands, shivering now in the glare, trying to not move, and the Mommy keeps working, telling the huge shadow how someday it will teach people everything that she 's taught it."," Kluk stojí, teď už se v záři celý klepe, snaží se ani nepohnout, mamka pořád pracuje dál a vykládá velikému stínu, že jednou pomůže naučit lidi tomu, čemu ona naučila jeho."
"move","move","nepohnout","pohnout","pf"," The kid stands, shivering now in the glare, trying to not move, and the Mommy keeps working, telling the huge shadow how someday it will teach people everything that she 's taught it."," Kluk stojí, teď už se v záři celý klepe, snaží se ani nepohnout, mamka pořád pracuje dál a vykládá velikému stínu, že jednou pomůže naučit lidi tomu, čemu ona naučila jeho."
"working","work","pracuje","pracovat","impf"," The kid stands, shivering now in the glare, trying to not move, and the Mommy keeps working, telling the huge shadow how someday it will teach people everything that she 's taught it."," Kluk stojí, teď už se v záři celý klepe, snaží se ani nepohnout, mamka pořád pracuje dál a vykládá velikému stínu, že jednou pomůže naučit lidi tomu, čemu ona naučila jeho."
"teach","teach","naučit","naučit","pf"," The kid stands, shivering now in the glare, trying to not move, and the Mommy keeps working, telling the huge shadow how someday it will teach people everything that she 's taught it."," Kluk stojí, teď už se v záři celý klepe, snaží se ani nepohnout, mamka pořád pracuje dál a vykládá velikému stínu, že jednou pomůže naučit lidi tomu, čemu ona naučila jeho."
"taught","teach","naučit","naučit","pf"," The kid stands, shivering now in the glare, trying to not move, and the Mommy keeps working, telling the huge shadow how someday it will teach people everything that she 's taught it."," Kluk stojí, teď už se v záři celý klepe, snaží se ani nepohnout, mamka pořád pracuje dál a vykládá velikému stínu, že jednou pomůže naučit lidi tomu, čemu ona naučila jeho."
"teach","teach","naučila","naučit","pf"," The kid stands, shivering now in the glare, trying to not move, and the Mommy keeps working, telling the huge shadow how someday it will teach people everything that she 's taught it."," Kluk stojí, teď už se v záři celý klepe, snaží se ani nepohnout, mamka pořád pracuje dál a vykládá velikému stínu, že jednou pomůže naučit lidi tomu, čemu ona naučila jeho."
"taught","teach","naučila","naučit","pf"," The kid stands, shivering now in the glare, trying to not move, and the Mommy keeps working, telling the huge shadow how someday it will teach people everything that she 's taught it."," Kluk stojí, teď už se v záři celý klepe, snaží se ani nepohnout, mamka pořád pracuje dál a vykládá velikému stínu, že jednou pomůže naučit lidi tomu, čemu ona naučila jeho."
"saving","save","zachraňovat","zachraňovat","impf"," Someday it will be a doctor saving people."," Jednoho dne bude lékařem a bude zachraňovat životy."
"draw","draw","kreslí","kreslit","impf"," As if he 'd just discovered this river, as if he 'd just discovered the whole world, she said to draw a new map, a map of the world just for himself."," Nařídila mu, ať kreslí novou mapu, mapu světa jen pro sebe, jako kdyby tu řeku zrovna objevil, jako kdyby právě objevil celý svět."
"discovered","discover","objevil","objevit","pf"," As if he 'd just discovered this river, as if he 'd just discovered the whole world, she said to draw a new map, a map of the world just for himself."," Nařídila mu, ať kreslí novou mapu, mapu světa jen pro sebe, jako kdyby tu řeku zrovna objevil, jako kdyby právě objevil celý svět."
"discovered","discover","objevil","objevit","pf"," As if he 'd just discovered this river, as if he 'd just discovered the whole world, she said to draw a new map, a map of the world just for himself."," Nařídila mu, ať kreslí novou mapu, mapu světa jen pro sebe, jako kdyby tu řeku zrovna objevil, jako kdyby právě objevil celý svět."
"discovered","discover","objevil","objevit","pf"," As if he 'd just discovered this river, as if he 'd just discovered the whole world, she said to draw a new map, a map of the world just for himself."," Nařídila mu, ať kreslí novou mapu, mapu světa jen pro sebe, jako kdyby tu řeku zrovna objevil, jako kdyby právě objevil celý svět."
"discovered","discover","objevil","objevit","pf"," As if he 'd just discovered this river, as if he 'd just discovered the whole world, she said to draw a new map, a map of the world just for himself."," Nařídila mu, ať kreslí novou mapu, mapu světa jen pro sebe, jako kdyby tu řeku zrovna objevil, jako kdyby právě objevil celý svět."
"want","want","Nechci","chtít","impf"," "" I do n't want you to just accept the world as it 's given, "" she said."," "" Nechci, abys jenom přijímal svět, jak se ti předkládá, "" řekla."
"accept","accept","přijímal","přijímat","impf"," "" I do n't want you to just accept the world as it 's given, "" she said."," "" Nechci, abys jenom přijímal svět, jak se ti předkládá, "" řekla."
"said","say","řekla","říci","pf"," "" I do n't want you to just accept the world as it 's given, "" she said."," "" Nechci, abys jenom přijímal svět, jak se ti předkládá, "" řekla."
"want","want","Chci","chtít","impf"," I want you to have that skill."," Chci, abys získal tu dovednost."
"create","create","vytvářel","vytvářet","impf"," To create your own reality."," Aby sis vytvářel vlastní realitu."
"say","say","Říkám","říkat","impf"," I say I got her message."," Říkám, že jsem si poslechl její vzkaz."
"want","want","nechtěl","chtít","impf"," But the truth is, the kid did n't want to be responsible for himself, for his world."," Jenomže kluk po pravdě řečeno nechtěl být zodpovědný za sebe a za vlastní svět."
"arrested","arrest","zatkli","zatknout","pf"," The truth is, the stupid little shit was al ready planning to make a scene in the next restaurant, to get the Mommy arrested and out of his life forever."," Ten přiblblý mrňavý sráč se už v podstatě chystal, jak v příští restauraci ztropí scénu, aby jeho mamku zatkli a navždy mu ji odstranili ze života."
"thought","think","myslel","myslet","impf"," Because he was tired of adventure, and he thought his precious, boring, stupid life would just go on and on forever."," Protože byl dobrodružstvími unavený a myslel si, že jeho velevzácný, nudný, pitomý život bude prostě pokračovat dál a dál a napořád."
"go","go","pokračovat","pokračovat","impf"," Because he was tired of adventure, and he thought his precious, boring, stupid life would just go on and on forever."," Protože byl dobrodružstvími unavený a myslel si, že jeho velevzácný, nudný, pitomý život bude prostě pokračovat dál a dál a napořád."
"save","save","zachránit","zachránit","pf"," The same as in medical school, you can only save somebody so many times before you ca n't."," Jako na medicíně : každého můžete zachránit tolikrát a tolikrát, ale nakonec to už nejde."
"sending","send","posílají","posílat","impf"," These people sending money, they 're paying for heroism in installments."," Tihle, co mi posílají peníze, si kupují hrdinství na splátky."
"live","live","bydlela","bydlet","impf"," She did n't live here until her last release, after the school bus theft charge."," Tady bydlela až po posledním propuštění, po tom obvinění z krádeže školního autobusu."
"said","say","řekla","říci","pf"," She said, "" I figure we have about thirty days to pile up a lifetime of happy adventures."," "" Myslím, "" řekla, "" že máme tak asi třicet dnů na to, abychom si na celý život udělali zásobu příjemných dobrodružství."
"started","start","začalo","začít","pf"," That 's how it started."," Tak to začalo."
"did","do","provozovala","provozovat","impf"," Sure, what she did was hypnosis, but it was n't real past-life regression."," Samozřejmě, provozovala hypnózu, ale nebyla to skutečná regrese do minulých životů."
"focus","focus","soustředí","soustředit","pf"," She 'd tell Mr. Jones to focus on the tension in his chest and let it recede."," Poručila panu Jonesovi, ať se soustředí na napětí na prsou a přiměje je ustoupit."
"recede","recede","ustoupit","ustoupit","pf"," She 'd tell Mr. Jones to focus on the tension in his chest and let it recede."," Poručila panu Jonesovi, ať se soustředí na napětí na prsou a přiměje je ustoupit."
"Let","let","nechá","nechat","pf"," Let it flow down to his waist, his hips, his legs."," Ať je nechá stéct k pasu, do kyčlí, do nohou."
"Imagine","imagine","představí","představit","pf"," Imagine water spiraling down a drain."," Ať si představí vodu vířící dolů odtokem."
"remember","remember","nepamatuje","pamatovat","impf"," "" The place where he 's at now, he ca n't even remember his own name. """," "" A dneska je v ústavu a ani si nepamatuje vlastní jméno. """
"acquire","acquire","získáš","získat","pf"," "" Anything you can acquire, "" she says, "" is only another thing you 'll lose. """," "" S čímkoli, co si pořídíš, "" vykládá, "" získáš jenom jednu věc navíc, kterou pak ztratíš. """
"lose","lose","ztratíš","ztratit","pf"," "" Anything you can acquire, "" she says, "" is only another thing you 'll lose. """," "" S čímkoli, co si pořídíš, "" vykládá, "" získáš jenom jednu věc navíc, kterou pak ztratíš. """
"say","say","řeknu","říci","pf"," "" No, "" I say and run a finger between her thighs."," "" Ale ne, "" řeknu a projedu jí prstem mezi stehny."
"Sitting","sit","sedím","sedět","impf"," Sitting in traffic, my heart would beat at regular speed."," Když sedím v dopravní zácpě, srdce mi buší pravidelným rytmem."
"pretend","pretend","předstírat","předstírat","impf"," I could pretend that my life was more than just waiting for the next disaster."," Mohl bych předstírat, že můj život je něco víc než jen čekání na příští pohromu."
"function","function","fungovat","fungovat","impf"," That I knew how to function."," Že vím, jak fungovat."
"play","play","hrají","hrát","impf"," The way other kids would "" play house, "" I could play commuter."," Jako si jiné děti hrají na doktora, já bych si mohl hrát na to, že dojíždím do práce."
"play","play","hrají","hrát","impf"," The way other kids would "" play house, "" I could play commuter."," Jako si jiné děti hrají na doktora, já bych si mohl hrát na to, že dojíždím do práce."
"play","play","hrát","hrát","impf"," The way other kids would "" play house, "" I could play commuter."," Jako si jiné děti hrají na doktora, já bych si mohl hrát na to, že dojíždím do práce."
"play","play","hrát","hrát","impf"," The way other kids would "" play house, "" I could play commuter."," Jako si jiné děti hrají na doktora, já bych si mohl hrát na to, že dojíždím do práce."
"remember","remember","Pamatuješ","pamatovat","impf"," You remember Fred, do n't you? """," Pamatuješ se přece na Freda, ne? """
"remember","remember","pamatuju","pamatovat","impf"," Yeah, I remember."," Jo, pamatuju."
"see","see","vidět","vidět","impf"," It was such a pleasure, my mom says, to see life work out for such a good person."," Byla to ohromná radost, vidět, jak se tomu hodnému člověku vydařil život."
"going","go","pokračuje","pokračovat","impf"," "" You know, "" he says, "" an artificial humanoid created with a limited life span, but implanted with false childhood memories no you think you 're really a real person, except you 're really going to die soon? """," "" No však víš, "" pokračuje, "" umělej humanoid s omezenou životností, s implantovanýma cizíma vzpomínkama na dětství, aby sis myslel, že jsi opravdovej člověk, až na to, že brzy umřeš. """
"think","think","myslel","myslet","impf"," "" You know, "" he says, "" an artificial humanoid created with a limited life span, but implanted with false childhood memories no you think you 're really a real person, except you 're really going to die soon? """," "" No však víš, "" pokračuje, "" umělej humanoid s omezenou životností, s implantovanýma cizíma vzpomínkama na dětství, aby sis myslel, že jsi opravdovej člověk, až na to, že brzy umřeš. """
"die","die","umřeš","umřít","pf"," "" You know, "" he says, "" an artificial humanoid created with a limited life span, but implanted with false childhood memories no you think you 're really a real person, except you 're really going to die soon? """," "" No však víš, "" pokračuje, "" umělej humanoid s omezenou životností, s implantovanýma cizíma vzpomínkama na dětství, aby sis myslel, že jsi opravdovej člověk, až na to, že brzy umřeš. """
"feel","feel","necítíte","cítit","impf"," The magic of sexual addiction is you do n't ever feel hungry or tired or bored or lonely."," Kouzlo závislosti na sexu je v tom, že se nikdy necítíte hladoví nebo unavení nebo znudění nebo osamělí."
"believe","believe","věřili","věřit","impf"," All the checks and best wishes from a lot of strangers who want to believe they 're somebody 's hero."," Všechny šeky a přání od spousty cizích lidí, kteří by rádi věřili, že jsou pro někoho druhého hrdiny."
"think","think","myslí","myslet","impf"," Who think they 're needed."," Kteří si myslí, že je někdo potřebuje."
"needed","need","potřebuje","potřebovat","impf"," Who think they 're needed."," Kteří si myslí, že je někdo potřebuje."
"writes","write","píše","psát","impf"," Some woman writes about how she 's started a prayer chain for me."," Nějaká žena píše, že pro mě založila dopisovou modlitební akci."
"started","start","založila","založit","pf"," Some woman writes about how she 's started a prayer chain for me."," Nějaká žena píše, že pro mě založila dopisovou modlitební akci."
"deserved","deserve","zasloužil","zasloužit","pf"," And sure as hell, this little brat deserved to get spanked."," A že ten spratek mrňavá nařezat zasloužil, to je na beton."
"deserved","deserve","Zasloužil","zasloužit","pf"," He deserved whatever he got."," Zasloužil všechno, co dostával."
"thought","think","myslel","myslet","impf"," This is the deluded little rube who really thought the future would be any better."," Ten popletený bulík, který si vážně myslel, že budoucnost bude lepší."
"said","say","odpověděla","odpovědět","pf"," And the Mommy said, "" Got them right here. """," "" Mám je u sebe, "" odpověděla mamka."
"reached","reach","sáhla","sáhnout","pf"," In front of the monkey cage, the Mommy reached into her purse and took out a handful of pills, little round purple pills."," Před opičí klecí sáhla mamka do kabelky a vyndala plnou hrst pilulek, maličkých kulatých nachových pilulek."
"took","take","vyndala","vyndat","pf"," In front of the monkey cage, the Mommy reached into her purse and took out a handful of pills, little round purple pills."," Před opičí klecí sáhla mamka do kabelky a vyndala plnou hrst pilulek, maličkých kulatých nachových pilulek."
"look","look","podívat","podívat","pf"," Some monkeys crawled down to look."," Pár opic se na ně šlo opatrně podívat."
"said","say","povídá","povídat","impf"," Paige said, "" Mrs. Tsunimitsu, I need you to open wide for me. """," "" Paní Cunimicuová, "" povídá Paige, "" potřebuji, abyste hodně otevřela ústa. """
"need","need","potřebuji","potřebovat","impf"," Paige said, "" Mrs. Tsunimitsu, I need you to open wide for me. """," "" Paní Cunimicuová, "" povídá Paige, "" potřebuji, abyste hodně otevřela ústa. """
"open","open","otevřela","otevřít","pf"," Paige said, "" Mrs. Tsunimitsu, I need you to open wide for me. """," "" Paní Cunimicuová, "" povídá Paige, "" potřebuji, abyste hodně otevřela ústa. """
"think","think","myslel","myslet","impf"," "" You see, "" I say, "" for a while, I really did think I was Jesus Christ. """," "" Víte, "" vyprávím, "" nějakou dobu jsem si fakt myslel, že jsem Ježíš Kristus. """
"says","say","povídá","povídat","impf"," The woman says, "" Any man who would rape a ninety-year-old woman has to be crazy. """," "" Každý chlap, "" povídá žena, "" který znásilní devadesátiletou ženu, musí být šílenec. """
"rape","rape","znásilní","znásilnit","pf"," The woman says, "" Any man who would rape a ninety-year-old woman has to be crazy. """," "" Každý chlap, "" povídá žena, "" který znásilní devadesátiletou ženu, musí být šílenec. """
"ask","ask","zeptám","zeptat","pf"," And I ask them, hey kids, can anybody here tell me how people in the eighteenth century used to abuse naked little boys to death."," A já se zeptám, tak co, děti, umí mi někdo povědět, jak lidi v osmnáctém století obvykle mučili nahé chlapečky k smrti?"
"tell","tell","povědět","povědět","pf"," And I ask them, hey kids, can anybody here tell me how people in the eighteenth century used to abuse naked little boys to death."," A já se zeptám, tak co, děti, umí mi někdo povědět, jak lidi v osmnáctém století obvykle mučili nahé chlapečky k smrti?"
"gets","get","získám","získat","pf"," This always gets their attention."," Tím si vždycky získám jejich pozornost."
"say","say","povídám","povídat","impf"," "" For real, "" I say and start working the hot pincers open and shut."," "" Vážně, "" povídám a začnu rozžhavené kleště rozevírat a zase zavírat."
"start","start","začnu","začít","pf"," "" For real, "" I say and start working the hot pincers open and shut."," "" Vážně, "" povídám a začnu rozžhavené kleště rozevírat a zase zavírat."
"open","open","začnu","začít","pf"," "" For real, "" I say and start working the hot pincers open and shut."," "" Vážně, "" povídám a začnu rozžhavené kleště rozevírat a zase zavírat."
"shut","shut","zavírat","zavírat","impf"," "" For real, "" I say and start working the hot pincers open and shut."," "" Vážně, "" povídám a začnu rozžhavené kleště rozevírat a zase zavírat."
"told","tell","pověděl","povědět","pf"," "" Your teacher must 've told you about how they used to kill little boys back then. """," "" Vaše učitelka vám bude muset pověděl, jak tehdy zabíjeli chlapečky. """
"kill","kill","zabíjeli","zabíjet","impf"," "" Your teacher must 've told you about how they used to kill little boys back then. """," "" Vaše učitelka vám bude muset pověděl, jak tehdy zabíjeli chlapečky. """
"says","say","odpoví","odpovědět","pf"," "" One hundred and twenty-seven rocks ' worth, "" Denny says."," "" Sto dvacet sedm celých nula nula, "" odpoví Denny."
"picks","pick","Vezme","vzít","pf"," He picks up a birthday card."," Vezme do ruky jedno přání."
"read","read","číst","číst","impf"," "" You ca n't read it, "" I say."," "" To nemůžeš číst. """
"tell","tell","povídám","povídat","impf"," No, I tell him."," Ale ne, povídám mu."
"tell","tell","říct","říci","pf"," If the air in here smells bad, I ca n't tell."," Nemůžu ani říct, jestli ve vzduchu něco smrdí."
"feel","feel","Necítím","cítit","impf"," I do n't feel anything left inside. """," Necítím, že by vevnitř něco zůstalo. """
"look","look","podívat","podívat","pf"," During first-year anatomy, you ca n't look at chicken or turkey and not be eating a cadaver."," V prvním ročníku se kvůli anatomii nemůžete podívat na kuře nebo krocana, abyste hned nejedli mrtvolu."
"eating","eat","nejedli","jíst","impf"," During first-year anatomy, you ca n't look at chicken or turkey and not be eating a cadaver."," V prvním ročníku se kvůli anatomii nemůžete podívat na kuře nebo krocana, abyste hned nejedli mrtvolu."
"Lift","lift","Zvednete","zvednout","pf"," Lift your eyebrows into your hairline as you look up."," Zvednete při tom obočí až k vlasům."
"looking","look","dívá","dívat","impf"," Squash your mouth down into a frowny face, and you 'll know the exact way the front desk girl is looking at me."," Ústa stisknete a zašklebíte se a to je všechno, už přesně víte, jak se na mě ta recepční dívá."
"says","say","říká","říkat","impf"," "" I do n't know, dude, ' Denny says, "" I just want the days of my life to add up to something. """," "" To taky nevím, vole, "" říká Denny, "" jenom chci, aby ten můj život k něčemu ved. """
"want","want","chci","chtít","impf"," "" I do n't know, dude, ' Denny says, "" I just want the days of my life to add up to something. """," "" To taky nevím, vole, "" říká Denny, "" jenom chci, aby ten můj život k něčemu ved. """
"wants","want","chce","chtít","impf"," The way every day of your life, the way it can just disappear in front of the television, Denny says he wants a rock to show for each day."," Denny vykládá, že každý den dokáže prostě jen tak někam vyvanout, jak sedíš před televizí, a on chce mít za každý den kámen jako důkaz."
"spend","spend","nestrávil","strávit","pf"," Each day he does n't spend jacking himself off."," Každého dne, který nestrávil onanováním."
"painting","paint","maluje","malovat","impf"," That week, Mrs. Hastings is painting our dining room green."," Tenhle týden paní Hastingsová maluje jídelnu na zeleno."
"says","say","říká","říkat","impf"," "" Blue is better, "" my mom says, "" for a room you 're going to put any sort of food in. """," "" Modrá je lepší, "" říká máma, "" aspoň pro místnost, kde do sebe člověk chce cpát nějaké jídlo. """
"live","live","Bydlíme","bydlet","impf"," We live on East Pine Street."," Bydlíme na East Pine Street."
"drive","drive","Jezdíme","jezdit","impf"," We drive a Chrysler."," Jezdíme v chrysleru."
"got","get","dostal","dostat","pf"," "" This morning, "" Denny says and sniffs. He spits some brown gunk that got in his mouth."," "" A dneska dopoledne, "" popotáhne Denny a vyplivne nějaký hnědý blevajz, co se mu dostal do pusy, "" dneska před vobědem mě teta Landsonovic zastihla, když jsem hulil za modlitebnou."
"writes","write","napsal","napsat","pf"," "" Before lunch, Goodwife Landson caught me smoking a cigarette behind the meetinghouse. Then, while I 'm bent over here, somebody 's little shitface fourth-grader grabs my wig off and writes that shit on my head. """," A když jsem pak tady byl ohnutej, shodil mi nějakej zkurvenej hajzl ze čtvrtý třídy paruku a napsal mi na hlavu to svinstvo. """
"spend","spend","neutratím","utratit","pf"," It 's not as if I spend the money phoning up escort girls."," Rozhodně ty prachy neutratím tak, že bych si telefonicky objednával holky z eskortních agentur."
"keep","keep","udržují","udržovat","impf"," These Good Samaritans keep me alive."," Tihle milosrdní Samaritáni mě udržují při životě."
"gain","gain","získáte","získat","pf"," You gain power by pretending to be weak."," Moc získáte tak, že předstíráte, jak jste slabí."
"pretending","pretend","předstíráte","předstírat","impf"," You gain power by pretending to be weak."," Moc získáte tak, že předstíráte, jak jste slabí."
"save","save","Zachraňujete","zachraňovat","impf"," You save people by letting them save you."," Zachraňujete je tím, že jim dovolíte, aby zachránili vás."
"save","save","Zachraňujete","zachraňovat","impf"," You save people by letting them save you."," Zachraňujete je tím, že jim dovolíte, aby zachránili vás."
"letting","let","dovolíte","dovolit","pf"," You save people by letting them save you."," Zachraňujete je tím, že jim dovolíte, aby zachránili vás."
"save","save","zachránili","zachránit","pf"," You save people by letting them save you."," Zachraňujete je tím, že jim dovolíte, aby zachránili vás."
"save","save","zachránili","zachránit","pf"," You save people by letting them save you."," Zachraňujete je tím, že jim dovolíte, aby zachránili vás."
"stay","stay","zůstaňte","zůstat","pf"," So stay the underdog."," Takže zůstaňte podržtaškou."
"listen","listen","naslouchám","naslouchat","impf"," I tap and listen for changes in sound that might indicate a solid mass, but pre-cussing is inconclusive."," Poklepu a naslouchám, jestli nejsou nějaké změny ve zvuku, které by mohly naznačovat, že tam je pevná hmota, ale perkuse nevypovídá jednoznačně."
"indicate","indicate","naznačovat","naznačovat","impf"," I tap and listen for changes in sound that might indicate a solid mass, but pre-cussing is inconclusive."," Poklepu a naslouchám, jestli nejsou nějaké změny ve zvuku, které by mohly naznačovat, že tam je pevná hmota, ale perkuse nevypovídá jednoznačně."
"keeps","keep","drží","držet","impf"," The big trapdoor muscle that keeps the shit inside you, doctors call that the rectal shelf, and after you shove something above that shelf, no way is it coming out without a lot of help."," Velkému svalu, svěrači, který drží sračky uvnitř, doktoři neříkají jinak než zevní svěrač, a když něco nacpete až za něj, ani omylem to nevyjde ven bez důkladného přispění."
"call","call","neříkají","říkat","impf"," The big trapdoor muscle that keeps the shit inside you, doctors call that the rectal shelf, and after you shove something above that shelf, no way is it coming out without a lot of help."," Velkému svalu, svěrači, který drží sračky uvnitř, doktoři neříkají jinak než zevní svěrač, a když něco nacpete až za něj, ani omylem to nevyjde ven bez důkladného přispění."
"call","call","říkají","říkat","impf"," In hospital emergency rooms, they call this kind of help colorectal foreign bodies management."," Na nemocničních pohotovostech takovému přispění říkají odstranění cizích těles z konečníku."
"put","put","položit","položit","pf"," To Ursula, I say, could she put her ear against my bare stomach and tell me if she hears anything."," Požádám Uršulu, jestli by mi nemohla položit ucho na holé břicho a povědět mi, jestli něco uslyší."
"say","say","povědět","povědět","pf"," To Ursula, I say, could she put her ear against my bare stomach and tell me if she hears anything."," Požádám Uršulu, jestli by mi nemohla položit ucho na holé břicho a povědět mi, jestli něco uslyší."
"tell","tell","povědět","povědět","pf"," To Ursula, I say, could she put her ear against my bare stomach and tell me if she hears anything."," Požádám Uršulu, jestli by mi nemohla položit ucho na holé břicho a povědět mi, jestli něco uslyší."
"hears","hear","uslyší","uslyšet","pf"," To Ursula, I say, could she put her ear against my bare stomach and tell me if she hears anything."," Požádám Uršulu, jestli by mi nemohla položit ucho na holé břicho a povědět mi, jestli něco uslyší."
"opens","open","otevře","otevřít","pf"," Nothing 's worse than when a little kid opens the door."," Nic není horšího, než když dveře otevře malý chlapeček."
"understand","understand","nechápe","chápat","impf"," What 's next worst is when some man throws open the door and does n't understand."," A druhé nejhorší je, když dveře rozrazí nějaký chlap a nechápe."
"opens","open","otevře","otevřít","pf"," Even if you 're still alone, when a kid opens the door you have to, fast, cross your legs."," I když jste tam sám, pokud chlapeček otevře dveře, musíte bleskem překřížit nohy."
"Pretend","pretend","Předstírat","předstírat","impf"," Pretend it 's all an accident."," Předstírat, že to je všechno náhoda."
"sitting","sit","sedí","sedět","impf"," A girl 's sitting under an apple tree close enough you can see she 's Cherry Daiquiri from the strip club."," Pod stromem, dost blízko, abyste poznali, že to je Cherry Daiquiri ze striptýzového klubu, sedí dívka."
"opening","open","otevírá","otevírat","impf"," A blanket is spread out under her, and she 's lifting white cartons of take-out food from a brown grocery bag and opening each carton."," Sedí na rozložené dece a z hnědého sáčku vyndává bílé kartony s donáškovým jídlem a ty pak všechny otevírá."
"starts","start","začíná","začínat","impf"," Denny starts bedding stones into the new mortar."," Denny začíná usazovat do nové malty kameny."
"putting","put","nedávej","dávat","impf"," After that I 'm saying, "" Just do n't be putting rocks in my bed. """," "" Hlavně mi nedávej kameny do postele. """
"sleep","sleep","nespíš","spát","impf"," "" But you never sleep on that side, "" Denny says."," "" Ale na týhle straně nikdy nespíš, "" upozorní Denny."
"learn","learn","Naučíte","naučit","pf"," You learn to cut out all the nerves and lay them off to one side."," Naučíte se vyjímat řezem celé nervy a odkládat je stranou."
