"said","say","Řekl","říci","pf"," I said Iggy you take care of it, send me the bill, only keep my name anonymous, see."," Řekl jsem mu, Iggy, vem si to na starost a pošli mi účet, jenže já musím zůstat anonymní, slyšíš?"
"managed","manage","podařilo","podařit","pf"," “ Don ’ t forget, ” Holly managed to instruct me as the detectives propelled her down the stairs,"," Detektivové už hnali Holly ze schodů, ale podařilo se jí ještě dát mi pokyn :"
"occur","occur","Nenapadlo","napadnout","pf"," It didn ’ t occur to me the affair could have dire dimensions until that evening when Joe Bell showed up flourishing the newspapers."," Nenapadlo mě, že by to mohlo mít tak děsný dosah, dokud se večer neobjevil Joe Bell mávaje novinami."
"showed","show","neobjevil","objevit","pf"," It didn ’ t occur to me the affair could have dire dimensions until that evening when Joe Bell showed up flourishing the newspapers."," Nenapadlo mě, že by to mohlo mít tak děsný dosah, dokud se večer neobjevil Joe Bell mávaje novinami."
"sound","sound","zněly","znít","impf"," It was the master stroke, that stutter; for it contrived to make her banalities sound somehow original, and secondly, despite her tallness, her assurance, it served to inspire in male listeners a protective feeling."," Byl to její mistrovský tah, to koktání, předně její banální výroky zněly jaksi originálně, a za druhé i při její výšce a jistotě vzbouzely u posluchačů pocit, že potřebuje mužskou ochranu."
"said","say","říct","říci","pf"," To illustrate : Berman had to be pounded on the back because she said, “ Who can tell me w-w-where is the j-j-john? “; nthen, completing the cycle, he offered an arm to guide her himself."," Vždyť například museli Bermana párkrát uhodit do zad, aby se nezalkl, protože se zeptala "" Kdo mi může říct, kde je tady k - k - klozet? "", ale pak to uzavřel tím, že jí nabídl rámě, aby ji tam sám dovedl."
"tell","tell","říct","říci","pf"," To illustrate : Berman had to be pounded on the back because she said, “ Who can tell me w-w-where is the j-j-john? “; nthen, completing the cycle, he offered an arm to guide her himself."," Vždyť například museli Bermana párkrát uhodit do zad, aby se nezalkl, protože se zeptala "" Kdo mi může říct, kde je tady k - k - klozet? "", ale pak to uzavřel tím, že jí nabídl rámě, aby ji tam sám dovedl."
"offered","offer","nabídl","nabídnout","pf"," To illustrate : Berman had to be pounded on the back because she said, “ Who can tell me w-w-where is the j-j-john? “; nthen, completing the cycle, he offered an arm to guide her himself."," Vždyť například museli Bermana párkrát uhodit do zad, aby se nezalkl, protože se zeptala "" Kdo mi může říct, kde je tady k - k - klozet? "", ale pak to uzavřel tím, že jí nabídl rámě, aby ji tam sám dovedl."
"said","say","řekla","říci","pf"," “ That, ” said Holly, “ won ’ t be necessary."," "" To nebude zapotřebí, "" řekla Holly."
"said","say","řekla","říci","pf"," Holly said :"," Holly řekla :"
"Look","look","podívejte","podívat","pf"," Look at me, sir. ”"," Aspoň se teď na mě podívejte! """
"missed","miss","minuly","minout","pf"," He wrenched the flowers from the vase and thrust them at her; they missed their mark, scattered on the floor."," Vyrval květiny z vázy a hodil jí je : minuly cíl a rozházely se na podlaze."
"said","say","řekl","říci","pf"," “ Good-bye, ” he said; and, as though he were going to vomit, scurried to the men ’ s room."," "" Sbohem! "" řekl a utekl na pánskou toaletu, jako by se mu chtělo zvracet."
"vomit","vomit","zvracet","zvracet","impf"," “ Good-bye, ” he said; and, as though he were going to vomit, scurried to the men ’ s room."," "" Sbohem! "" řekl a utekl na pánskou toaletu, jako by se mu chtělo zvracet."
"heard","hear","Slyšeli","slyšet","impf"," We heard the door lock."," Slyšeli jsme, jak se tam zamkl."
"want","want","nechci","chtít","impf"," Because I don ’ t want to surprise her."," Protože ji nechci překvapit."
"surprise","surprise","překvapit","překvapit","pf"," Because I don ’ t want to surprise her."," Protože ji nechci překvapit."
"held","hold","držel","držet","impf"," That ’ s why I ’ ve held off."," Proto jsem se držel zpátky."
"shown","show","ukázal","ukázat","pf"," Whereupon he was shown the carving of the girl ’ s head : and felt, so he told Joe Bell, as if he were falling in a dream."," Načež mu černoch ukázal tu vyřezávanou dívčí hlavu a pan Yunioši si připadal jako ve snu, jak prý řekl Joe Bellovi."
"told","tell","řekl","říci","pf"," Whereupon he was shown the carving of the girl ’ s head : and felt, so he told Joe Bell, as if he were falling in a dream."," Načež mu černoch ukázal tu vyřezávanou dívčí hlavu a pan Yunioši si připadal jako ve snu, jak prý řekl Joe Bellovi."
"buy","buy","koupit","koupit","pf"," But when he offered to buy it the Negro cupped his private parts in his hand ( apparently a tender gesture, comparable to tapping one ’ s heart ) and said no."," Ale když ji chtěl koupit, černoch se popadl za přirození ( zřejmě citové gesto, snad jako když si někdo připlácne ruku na srdce ) a řekl ne."
"said","say","řekl","říci","pf"," But when he offered to buy it the Negro cupped his private parts in his hand ( apparently a tender gesture, comparable to tapping one ’ s heart ) and said no."," Ale když ji chtěl koupit, černoch se popadl za přirození ( zřejmě citové gesto, snad jako když si někdo připlácne ruku na srdce ) a řekl ne."
"go","go","půjdeme","jít","impf"," And when I ’ m ready, we ’ ll go eat wherever you want. ”"," A až řeknu, půjdeme se najíst, kam budeš chtít. """
"want","want","chtít","chtít","impf"," And when I ’ m ready, we ’ ll go eat wherever you want. ”"," A až řeknu, půjdeme se najíst, kam budeš chtít. """
"said","say","říkal","říkat","impf"," You know what the doctor said. ”"," Víš, co říkal doktor. """
"reminding","remind","nepřipomněl","připomenout","pf"," As he returned to his duties with a satisfied waddle, I couldn ’ t resist reminding her that she hadn ’ t answered his question."," Když se spokojeně odbatolil ke svým povinnostem, neodolal jsem, abych jí nepřipomněl, že mu neodpověděla na jeho otázku."
"returned","return","neodpověděla","odpovědět","pf"," As he returned to his duties with a satisfied waddle, I couldn ’ t resist reminding her that she hadn ’ t answered his question."," Když se spokojeně odbatolil ke svým povinnostem, neodolal jsem, abych jí nepřipomněl, že mu neodpověděla na jeho otázku."
"answered","answer","neodpověděla","odpovědět","pf"," As he returned to his duties with a satisfied waddle, I couldn ’ t resist reminding her that she hadn ’ t answered his question."," Když se spokojeně odbatolil ke svým povinnostem, neodolal jsem, abych jí nepřipomněl, že mu neodpověděla na jeho otázku."
"told","tell","řekla","říci","pf"," “ I told you : you can make yourself love anybody."," "" Jak jsem ti už řekla, člověk se může vycvičit, aby měl rád skoro každého."
"did","do","udělala","udělat","pf"," she did : and they turned the tree into a fairly good show."," a udělala to - pak už byla na strom docela pěkná podívaná."
"saw","see","uviděl","uvidět","pf"," I had one for her, too : a small package in my pocket that felt even smaller when I saw, square on the bed and wrapped with a red ribbon, the beautiful bird cage."," Měl jsem také jeden pro ni : v kapse maličký balíček, který vypadal ještě menší, jakmile jsem na posteli uviděl, ovázanou červenou stuhou, tu krásnou ptačí klec."
"give","give","dá","dát","pf"," you can do as well as that on trips to the powder room : any gent with the slightest chic will give you fifty for the girl ’ s John, and I always ask for cab fare too, that ’ s another fifty."," holka si může vydělat zrovna tolik, když si párkrát odskočí napudrovat nos, každý jen trochu šik džentlas dá holce padesát dolarů na dámskou toaletu, a já si taky vždycky řeknu o jízdné na taxík, to je zas padesátka."
"told","tell","pověděl","povědět","pf"," But then he told me his client was Sally Tomato."," Ale pak mi pověděl, že jeho klient je Sally Tomato."
"said","say","Řekl","říci","pf"," He said dear old Sally had long admired me à la distance, so wouldn ’ t it be a good deed if I went to visit him once a week."," Řekl, že chudák starý Sally mě už dávno zbožňuje ŕ la distance, tak by to byl dobrý skutek, kdybych ho jednou týdně chodila navštívit."
"went","go","chodila","chodit","impf"," He said dear old Sally had long admired me à la distance, so wouldn ’ t it be a good deed if I went to visit him once a week."," Řekl, že chudák starý Sally mě už dávno zbožňuje ŕ la distance, tak by to byl dobrý skutek, kdybych ho jednou týdně chodila navštívit."
"visit","visit","navštívit","navštívit","pf"," He said dear old Sally had long admired me à la distance, so wouldn ’ t it be a good deed if I went to visit him once a week."," Řekl, že chudák starý Sally mě už dávno zbožňuje ŕ la distance, tak by to byl dobrý skutek, kdybych ho jednou týdně chodila navštívit."
"mean","mean","hodláš","hodlat","impf"," I mean to know what you intend doing. ”"," Rád bych věděl, co hodláš dělat. """
"intend","intend","hodláš","hodlat","impf"," I mean to know what you intend doing. ”"," Rád bych věděl, co hodláš dělat. """
"doing","do","dělat","dělat","impf"," I mean to know what you intend doing. ”"," Rád bych věděl, co hodláš dělat. """
"Cradling","cradle","Pochovala","pochovat","pf"," she took the cat with her. Cradling him, she scratched his head and asked."," Pochovala ho v náručí, poškrábala na hlavě a zeptala se ho :"
"asked","ask","zeptala","zeptat","pf"," she took the cat with her. Cradling him, she scratched his head and asked."," Pochovala ho v náručí, poškrábala na hlavě a zeptala se ho :"
"think","think","myslíš","myslet","impf"," “ What do you think?"," "" Co myslíš?"
"said","say","řekla","říci","pf"," Holly, honey, ” she said, slightly shoving her, “ don ’ t you bother about me."," Zlatíčko Holly, "" řekla a trochu do Holly šťouchla, "" n - n - nedělej si se mnou starosti!"
"test","test","vyzkoušet","vyzkoušet","pf"," I kill myself, it ’ s all set : they ’ re going to test her for the part of Dr. Wassell ’ s nurse."," Já se můžu uštvat, je to hotová věc : chtějí si ji vyzkoušet pro úlohu ošetřovatelky doktora Wassella."
"held","hold","přidržel","přidržet","pf"," ” He picked a telephone out of the air and held it to his ear."," Popadl ze vzduchu sluchátko a přidržel si je k uchu."
"says","say","Povídá","povídat","impf"," “ she says, this is"," "" Povídá : tady Holly, a já : zlatíčko, je tě slyšet hodně zdaleka!"
"thought","think","myslel","myslet","impf"," Right up till the last minute Doc thought I was going to go with him."," Doktor si až do poslední minuty myslel, že pojedu s ním."
"going","go","pojedu","jet","impf"," Right up till the last minute Doc thought I was going to go with him."," Doktor si až do poslední minuty myslel, že pojedu s ním."
"go","go","pojedu","jet","impf"," Right up till the last minute Doc thought I was going to go with him."," Doktor si až do poslední minuty myslel, že pojedu s ním."
"admitted","admit","Přiznávala","přiznávat","impf"," She admitted it."," Přiznávala to."
"see","see","Nechápu","chápat","impf"," I don ’ t see why that should surprise you."," Nechápu, jak tohle může být pro tebe překvapení."
"want","want","Chci","chtít","impf"," I want to have at least nine."," Chci jich mít aspoň devět."
"remember","remember","Nepamatuju","pamatovat","impf"," I don ’ t remember thinking about it so much even when I was a youngster and it ’ s every other minute."," Nepamatuju se, že bych na ně byl tolik myslel ani jako mladík, a teď se mi to stává každou chvíli."
"thinking","think","Nepamatuju","pamatovat","impf"," I don ’ t remember thinking about it so much even when I was a youngster and it ’ s every other minute."," Nepamatuju se, že bych na ně byl tolik myslel ani jako mladík, a teď se mi to stává každou chvíli."
"thinking","think","myslel","myslet","impf"," I don ’ t remember thinking about it so much even when I was a youngster and it ’ s every other minute."," Nepamatuju se, že bych na ně byl tolik myslel ani jako mladík, a teď se mi to stává každou chvíli."
"said","say","řekl","říci","pf"," This, ” he said."," "" Tahle, "" řekl."
"Received","receive","Obdržel","obdržet","pf"," Received notice young Fred killed in action overseas stop your husband and children join in the sorrow of our mutual loss stop letter follows love Doc."," Obdržel zprávu Fred padl v boji v zámoří stop Manžel a děti sdílejí zármutek nad naší společnou ztrátou stop Dopis následuje stop Doktor."
"follows","follow","následuje","následovat","impf"," Received notice young Fred killed in action overseas stop your husband and children join in the sorrow of our mutual loss stop letter follows love Doc."," Obdržel zprávu Fred padl v boji v zámoří stop Manžel a děti sdílejí zármutek nad naší společnou ztrátou stop Dopis následuje stop Doktor."
"mentioned","mention","nezmínila","zmínit","pf"," Holly never mentioned her brother again : except once."," Holly se víckrát o bratrovi nezmínila : kromě jednou."
"stopped","stop","přestala","přestat","pf"," Moreover, she stopped calling me Fred."," Dokonce mi přestala říkat Frede."
"calling","call","říkat","říkat","impf"," Moreover, she stopped calling me Fred."," Dokonce mi přestala říkat Frede."
"leaving","leave","odcházel","odcházet","impf"," Or so I imagined until the next morning when, as I was leaving for work, I saw the cage perched on a sidewalk ashcan waiting for the garbage collector."," Aspoň jsem si myslel, jenže nazítří ráno, když jsem odcházel do zaměstnání, uviděl jsem na chodníku klec postavenou na popelnici, která tam čekala na popeláře."
"saw","see","uviděl","uvidět","pf"," Or so I imagined until the next morning when, as I was leaving for work, I saw the cage perched on a sidewalk ashcan waiting for the garbage collector."," Aspoň jsem si myslel, jenže nazítří ráno, když jsem odcházel do zaměstnání, uviděl jsem na chodníku klec postavenou na popelnici, která tam čekala na popeláře."
"waiting","wait","čekala","čekat","impf"," Or so I imagined until the next morning when, as I was leaving for work, I saw the cage perched on a sidewalk ashcan waiting for the garbage collector."," Aspoň jsem si myslel, jenže nazítří ráno, když jsem odcházel do zaměstnání, uviděl jsem na chodníku klec postavenou na popelnici, která tam čekala na popeláře."
"spoken","speak","Řekl","říci","pf"," She was, I decided, “ a crude exhibitionist, ” “ a time waster, ” “ an utter fake “ : someone never to be spoken to again."," Řekl jsem si, že je "" primitivní exhibicionistka "", "" flákačka "", "" nic než pozérka "" : že s ní navždycky přestanu mluvit."
"spoken","speak","mluvit","mluvit","impf"," She was, I decided, “ a crude exhibitionist, ” “ a time waster, ” “ an utter fake “ : someone never to be spoken to again."," Řekl jsem si, že je "" primitivní exhibicionistka "", "" flákačka "", "" nic než pozérka "" : že s ní navždycky přestanu mluvit."
"go","go","chodili","chodit","impf"," he still does. Both Holly and I used to go there six, seven times a day, not for a drink, not always, but to make telephone calls : during the war a private telephone was hard to come by."," Holly i já jsme tam chodili šestkrát sedmkrát za den, ale ne vždycky se napít, spíš telefonovat : za války bylo těžké získat soukromý telefon."
"come","come","chodili","chodit","impf"," he still does. Both Holly and I used to go there six, seven times a day, not for a drink, not always, but to make telephone calls : during the war a private telephone was hard to come by."," Holly i já jsme tam chodili šestkrát sedmkrát za den, ale ne vždycky se napít, spíš telefonovat : za války bylo těžké získat soukromý telefon."
"make","make","získat","získat","pf"," he still does. Both Holly and I used to go there six, seven times a day, not for a drink, not always, but to make telephone calls : during the war a private telephone was hard to come by."," Holly i já jsme tam chodili šestkrát sedmkrát za den, ale ne vždycky se napít, spíš telefonovat : za války bylo těžké získat soukromý telefon."
"think","think","mysleli","myslet","impf"," Of course people couldn ’ t help but think I must be a bit of a dyke myself."," Lidi si samozřejmě mysleli, že jistě jsem taky teplá."
"discouraged","discourage","neodradilo","odradit","pf"," That never discouraged a man yet, in fact it seems to goad them on."," Tohle doposud neodradilo žádného mužského, snad je to spíš ponouká."
"Look","look","Podívej","podívat","pf"," Look at the Lone Ranger, married twice."," Podívej se na Ztracenou vartu - vdala se dvakrát."
