"glistened","glisten","leskla","lesknout","impf"," That involved the one visible spray, a faintly pink mist that glistened liquidly in air, but dried and deepened richly on contact with the lips."," Tato jediná viditelná vrstva se na vzduchu leskla jako bledě růžová mlha, ale jak usychala na rtech, rychle tmavla."
"tell","tell","řeknete","říci","pf"," If I am wrong, you will tell me so, and it will do no harm."," Nebudu - li mít pravdu, vy mi to řeknete a nikomu to neublíží."
"left","leave","opustil","opustit","pf"," Last night you left our room to call Jessie by corridor phone."," Včera večer jste opustil pokoj, abyste z hovorny telefonoval Jessii."
"call","call","telefonoval","telefonovat","impf"," Last night you left our room to call Jessie by corridor phone."," Včera večer jste opustil pokoj, abyste z hovorny telefonoval Jessii."
"raised","raise","zvedly","zvednout","pf"," The corners of Baley 's thin lips raised a trifle, but the effect upon his long, sad face was unnoticeable."," Koutky Baleyho úzkých úst se zvedly, leč změna výrazu na jeho protáhlé, smutné tváři se nedala postřehnout."
"said","say","řekl","říci","pf"," He said, "" Too bad."," "" To je zlé, "" řekl."
"hope","hope","Doufám","doufat","impf"," Something contagious, I hope."," "" Doufám však, že to způsobilo něco nakažlivého."
"explain","explain","vysvětlit","vysvětlit","pf"," Baley did n't care to explain."," Baley se nepokusil to vysvětlit."
"trying","try","snažit","snažit","impf"," We 're forever teetering on the brink of the unknowable, and trying to understand what ca n't be understood."," Věčně budeme tápat na hranicích nepoznatelna a snažit se pochopit nepochopitelné."
"understand","understand","pochopit","pochopit","pf"," We 're forever teetering on the brink of the unknowable, and trying to understand what ca n't be understood."," Věčně budeme tápat na hranicích nepoznatelna a snažit se pochopit nepochopitelné."
"understood","understand","pochopit","pochopit","pf"," We 're forever teetering on the brink of the unknowable, and trying to understand what ca n't be understood."," Věčně budeme tápat na hranicích nepoznatelna a snažit se pochopit nepochopitelné."
"makes","make","dělá","dělat","impf"," It 's what makes us men."," To právě z nás dělá lidi."
"see","see","nechápete","chápat","impf"," Ca n't you see that? """," Cožpak to nechápete? """
"killed","kill","zabíjela","zabíjet","impf"," The fact that she killed priests just marks her as a child of her times."," To, že zabíjela kněze, ji ukazuje jako dítě své doby."
"want","want","Nechci","chtít","impf"," I do n't want to be fooled by not knowing."," Nechci se stát směšnou pro svou nevědomost."
"read","read","přečetla","přečíst","pf"," So I read about her."," Tak jsem si o ní přečetla."
"wrote","write","napsali","napsat","pf"," "" Well, her enemies wrote those chapters."," "" Ne, to její nepřátelé napsali ty kapitoly."
"killed","kill","Zavraždila","zavraždit","pf"," "" She killed all the prophets of the Lord she could lay her hands on. """," "" Zavraždila všechny boží proroky, kterých se mohla zmocnit. """
"say","say","Říkají","říkat","impf"," "" So they say she did. """," "" Říkají, že to udělala. """
"did","do","udělala","udělat","pf"," "" So they say she did. """," "" Říkají, že to udělala. """
"took","take","Trvalo","trvat","impf"," It took so long to shinny down the ramp, so long to squirm through the grunting standees, so long to slip along the railing and out an opening, so long to hop across the decelerating strips."," Trvalo mu určitou dobu, než se dostal na rampu, určitou dobu, než si proklestil cestu mezi cestujícími k stáni, určitou dobu, než prošel kolem zábradlí a otvorem ven, určitou dobu, než přeskákal zpomalující pásy."
"took","take","dostal","dostat","pf"," It took so long to shinny down the ramp, so long to squirm through the grunting standees, so long to slip along the railing and out an opening, so long to hop across the decelerating strips."," Trvalo mu určitou dobu, než se dostal na rampu, určitou dobu, než si proklestil cestu mezi cestujícími k stáni, určitou dobu, než prošel kolem zábradlí a otvorem ven, určitou dobu, než přeskákal zpomalující pásy."
"done","do","provedl","provést","pf"," When he was done, he was precisely at the off-shooting of the proper stationary."," Když to všechno provedl, dostal se přesně k východu z vlastního nástupiště."
"harm","harm","ublížit","ublížit","pf"," Nothing but immediate disaster, a flood or a pestilence or crop failure, could harm them."," Nic mimo náhlou katastrofu, povodeň, mor nebo neúrodu jim nemohlo ublížit."
"grew","grow","rostla","růst","impf"," As the centers grew and technology improved, localized disasters could be overcome by drawing on help from distant centers, but at the cost of making ever larger areas interdependent."," Tou měrou, jak centra rostla a jak se zlepšovala technika, bylo možno překonávat místní katastrofy pomocí přiváděnou ze vzdálenějších center za tu cenu, že se stále zvětšovaly oblasti, které byly na sobě navzájem závislé."
"improved","improve","zlepšovala","zlepšovat","impf"," As the centers grew and technology improved, localized disasters could be overcome by drawing on help from distant centers, but at the cost of making ever larger areas interdependent."," Tou měrou, jak centra rostla a jak se zlepšovala technika, bylo možno překonávat místní katastrofy pomocí přiváděnou ze vzdálenějších center za tu cenu, že se stále zvětšovaly oblasti, které byly na sobě navzájem závislé."
"overcome","overcome","překonávat","překonávat","impf"," As the centers grew and technology improved, localized disasters could be overcome by drawing on help from distant centers, but at the cost of making ever larger areas interdependent."," Tou měrou, jak centra rostla a jak se zlepšovala technika, bylo možno překonávat místní katastrofy pomocí přiváděnou ze vzdálenějších center za tu cenu, že se stále zvětšovaly oblasti, které byly na sobě navzájem závislé."
"said","say","řekl","říci","pf"," "" We are here, "" said the robot, "" and by we, I mean our people at Spacetown, to break the shell surrounding Earth and force its people into new expansion and colonization. """," "" Jsme tady proto, "" řekl, "" a tím myslím naše lidi ve Vesmírném Městě, abychom prolomili ulitu, která obepíná Zemi, a abychom přinutili její lid k nové rozpínavosti a kolonizaci. """
"mean","mean","myslím","myslet","impf"," "" We are here, "" said the robot, "" and by we, I mean our people at Spacetown, to break the shell surrounding Earth and force its people into new expansion and colonization. """," "" Jsme tady proto, "" řekl, "" a tím myslím naše lidi ve Vesmírném Městě, abychom prolomili ulitu, která obepíná Zemi, a abychom přinutili její lid k nové rozpínavosti a kolonizaci. """
"break","break","prolomili","prolomit","pf"," "" We are here, "" said the robot, "" and by we, I mean our people at Spacetown, to break the shell surrounding Earth and force its people into new expansion and colonization. """," "" Jsme tady proto, "" řekl, "" a tím myslím naše lidi ve Vesmírném Městě, abychom prolomili ulitu, která obepíná Zemi, a abychom přinutili její lid k nové rozpínavosti a kolonizaci. """
"force","force","přinutili","přinutit","pf"," "" We are here, "" said the robot, "" and by we, I mean our people at Spacetown, to break the shell surrounding Earth and force its people into new expansion and colonization. """," "" Jsme tady proto, "" řekl, "" a tím myslím naše lidi ve Vesmírném Městě, abychom prolomili ulitu, která obepíná Zemi, a abychom přinutili její lid k nové rozpínavosti a kolonizaci. """
"decided","decide","Rozhodl","rozhodnout","pf"," "" I decided not to go by air."," "" Rozhodl jsem se neletět letadlem."
"said","say","řekl","říci","pf"," "" That 's too bad, "" said Baley."," "" To je nepříjemné, "" řekl Baley."
"put","put","posadil","posadit","pf"," He put away the pulsometer, after checking its standard settings to make last-minute certain that there was nothing wrong with it, and sat down."," Odložil měřič, když se předtím přesvědčil, že je v pořádku a že se s ním nic nestalo, a posadil se."
"sat","sit","posadil","posadit","pf"," He put away the pulsometer, after checking its standard settings to make last-minute certain that there was nothing wrong with it, and sat down."," Odložil měřič, když se předtím přesvědčil, že je v pořádku a že se s ním nic nestalo, a posadil se."
"saw","see","Viděl","vidět","impf"," I saw Dr. Sarton 's corpse. """," Viděl jsem mrtvolu dr. Sartona. """
"saw","see","Viděl","vidět","impf"," "" You saw the charred remnants of something you were told was Dr. Sarton 's corpse, "" retorted Baley, boldly."," "" Viděl jste beztvaré zbytky něčeho, o čem vám řekli, že je to mrtvola dr. Sartona, "" odpověděl odvážně Baley."
"told","tell","řekli","říci","pf"," "" You saw the charred remnants of something you were told was Dr. Sarton 's corpse, "" retorted Baley, boldly."," "" Viděl jste beztvaré zbytky něčeho, o čem vám řekli, že je to mrtvola dr. Sartona, "" odpověděl odvážně Baley."
"thought","think","Myslel","myslet","impf"," He thought grimly of the Commissioner 's broken glasses."," Myslel při tom pochmurně na komisařovy rozbité brýle."
"touched","touch","dotýkaly","dotýkat","impf"," ' Washington, Baltimore, Philadelphia, and New York had grown, in the last two centuries, to the point where all nearly touched."," Washington, Filadelfie, Baltimore a New York se za poslední dvě staletí rozrostly tak, že se téměř dotýkaly."
"handled","handle","spravovala","spravovat","impf"," New York City by itself was almost too large to be handled by a centralized government."," Už samotný New York byl příliš velký na to, aby jej spravovala jediná ústřední vláda."
"stared","stare","zírala","zírat","impf"," She looked up and stared at R. Daneel with no signs of recognition."," Zvedla oči na R. Daneela, zírala na něj a zdálo se, že jej nepoznává."
"get","get","získal","získat","pf"," Baley said, abruptly, "" How did you get your list? """," "" Jak jste získal svůj seznam? """
"did","do","Udělal","udělat","pf"," "" It was a machine that did it for me."," "" Udělal mi ho stroj."
"sets","set","nastaví","nastavit","pf"," Apparently, one sets it for a particular type of offense and it does the rest."," Člověk ho prostě nastaví na určitý druh přestupku a on udělá zbytek."
"does","do","udělá","udělat","pf"," Apparently, one sets it for a particular type of offense and it does the rest."," Člověk ho prostě nastaví na určitý druh přestupku a on udělá zbytek."
"involving","involve","týkají","týkat","impf"," I let it scan all disorderly conduct cases involving robots over the past twenty-five years."," Dal jsem mu vydělit všechny případy nevhodného chování, včetně případů, jež se týkají robotů, za posledních pětadvacet let."
"listen","listen","poslouchat","poslouchat","impf"," "" No one would listen to what 's proceeding in another man 's apartment. """," "" Nikoho nenapadne poslouchat, co se děje v sousedním bytě. """
"done","do","nedělá","dělat","impf"," "" It just is n't done, Daneel."," "" To se prostě nedělá, Daneeli."
"suppose","suppose","předpokládat","předpokládat","impf"," You might as well suppose they'd-I do n't know-that they 'd look in your plate while you 're eating. """," Mohl byste stejně dobře předpokládat ... třeba ... že by vám koukali do talíře, právě když jíte. """
"look","look","koukali","koukat","impf"," You might as well suppose they'd-I do n't know-that they 'd look in your plate while you 're eating. """," Mohl byste stejně dobře předpokládat ... třeba ... že by vám koukali do talíře, právě když jíte. """
"eating","eat","jíte","jíst","impf"," You might as well suppose they'd-I do n't know-that they 'd look in your plate while you 're eating. """," Mohl byste stejně dobře předpokládat ... třeba ... že by vám koukali do talíře, právě když jíte. """
"commit","commit","spáchala","spáchat","pf"," "" Or that they would commit murder? """," "" Nebo že by se spáchala vražda? """
"kill","kill","Zabíjet","zabíjet","impf"," "" It is against your customs to kill, is it not, Elijah? """," "" Zabíjet není vaším zvykem, nebo je, Eliáši? """
"felt","feel","pocítil","pocítit","pf"," Baley felt anger rising."," Baley pocítil, jak se ho zmocňuje hněv."
"went","go","pokračoval","pokračovat","impf"," "" I am in communication with Dr. Fastolfe, "" the robot went on inexorably, "" and it would make a bad impression, Commissioner, if you were to refuse to listen to Elijah."," "" Jsem ve spojení s dr. Fastolfem, "" pokračoval neochvějně robot, "" a budilo by špatný dojem, komisaři, kdybyste snad odmítl vyslechnout Eliáše."
"refuse","refuse","odmítl","odmítnout","pf"," "" I am in communication with Dr. Fastolfe, "" the robot went on inexorably, "" and it would make a bad impression, Commissioner, if you were to refuse to listen to Elijah."," "" Jsem ve spojení s dr. Fastolfem, "" pokračoval neochvějně robot, "" a budilo by špatný dojem, komisaři, kdybyste snad odmítl vyslechnout Eliáše."
"fell","fall","klesl","klesnout","pf"," The Commissioner fell back in his chair, quite speechless."," Komisař klesl na židli, zcela neschopen řeči."
"chose","choose","vybral","vybrat","pf"," You deliberately chose the Williamsburg power plant in order to incriminate me."," Elektrárnu ve Williamsburgu jste vybral záměrně, abyste mohl obvinit mě."
"incriminate","incriminate","obvinit","obvinit","pf"," You deliberately chose the Williamsburg power plant in order to incriminate me."," Elektrárnu ve Williamsburgu jste vybral záměrně, abyste mohl obvinit mě."
"returned","return","vrátit","vrátit","pf"," A man could have walked out of any of them at any time and returned at will."," Kdokoliv mohl libovolně projít kterýmkoliv z nich a vrátit se, kdy chtěl."
"detected","detect","Zjistit","zjistit","pf"," He would never have been detected. """," Zjistit ho není možno. """
"suppose","suppose","Předpokládám","předpokládat","impf"," The weapon was gone, I suppose. """," Předpokládám, že zbraň zmizela? """
"wait","wait","počkat","počkat","pf"," And if you do n't mind, wait outside for it. """," A mohl byste na mě laskavě venku počkat? """
"said","say","řekl","říci","pf"," Baley said, "" I think it would be easier to ship off some of the surplus population, myself. """," "" Sám pokládám za jednodušší nadbytečnou část obyvatelstva odstěhovat, "" řekl Baley."
"said","say","řekl","říci","pf"," It was more an answer to the picture he had himself conjured up than to anything Norris had said."," Byla to spíš odpověď na obraz, který si vytvořil, než na cokoliv z toho, co řekl Norris."
"called","call","říkáte","říkat","impf"," "" The thing called Medievalism shows a craving for pioneering."," "" To, čemu říkáte středověkářství, nese v sobě touhu po průkopnictví."
"turns","turn","obrací","obracet","impf"," To be sure, the direction in which that craving turns itself is toward Earth itself, which is near and which has the precedent of a great past."," Vpravdě řečeno, tato touha se obrací k vlastní Zemi, která je na dosah a která má velikou minulost."
"said","say","řekl","říci","pf"," Baley said, "" You held an uncharged blaster on the crowd? """," "" Vy jste mířil na lidi nenabitou zbraní? "" řekl Baley."
"fail","fail","selhal","selhat","pf"," "" I had to have a blaster or fail in my role as plain-clothes man, "" said R. Daneel."," "" Musel jsem mít zbraň, jinak bych byl selhal v roli Pozemšťana, "" řekl R. Daneel."
"said","say","řekl","říci","pf"," "" I had to have a blaster or fail in my role as plain-clothes man, "" said R. Daneel."," "" Musel jsem mít zbraň, jinak bych byl selhal v roli Pozemšťana, "" řekl R. Daneel."
"carry","carry","měl","mít","impf"," "" Yet to carry a charged and usable blaster might have made it possible for me to hurt a human being by accident, a thing which is, of course, unthinkable."," "" Ale kdybych měl u sebe nabitý blaster, jehož lze použít, mohl bych náhodně zranit lidskou bytost, což je ovšem nemyslitelné."
"hurt","hurt","zranit","zranit","pf"," "" Yet to carry a charged and usable blaster might have made it possible for me to hurt a human being by accident, a thing which is, of course, unthinkable."," "" Ale kdybych měl u sebe nabitý blaster, jehož lze použít, mohl bych náhodně zranit lidskou bytost, což je ovšem nemyslitelné."
"explained","explain","vysvětlil","vysvětlit","pf"," I would have explained this at the time, but you were angry and would not listen. """," Byl bych vám to už vysvětlil, ale vy jste byl rozzloben a nebyl byste mě poslouchal. """
"listen","listen","poslouchal","poslouchat","impf"," I would have explained this at the time, but you were angry and would not listen. """," Byl bych vám to už vysvětlil, ale vy jste byl rozzloben a nebyl byste mě poslouchal. """
"looked","look","pohlédl","pohlédnout","pf"," Baley looked at R. Daneel 's chiseled face with a sudden burning hope."," Baley pohlédl na cizelovanou tvář R. Daneela s náhlým záchvěvem naděje."
"needed","need","potřeboval","potřebovat","impf"," Baley needed a friend and he was in no mood to cavil at the fact that a gear replaced a blood vessel in this particular one."," Baley potřeboval přítele a neměl náladu vysmívat se tomu, že v tomto příteli složitý mechanismus nahrazuje cévní systém."
"replaced","replace","nahrazuje","nahrazovat","impf"," Baley needed a friend and he was in no mood to cavil at the fact that a gear replaced a blood vessel in this particular one."," Baley potřeboval přítele a neměl náladu vysmívat se tomu, že v tomto příteli složitý mechanismus nahrazuje cévní systém."
"arguing","argue","pře","přít","impf"," Baley did not really know why he was arguing, except for the strange fever that was burning in his own veins."," Baley doopravdy nevěděl, proč se vlastně pře, cítil jenom v žilách jakousi divnou horečku."
"Use","use","Použijte","použít","pf"," Use it for export."," Použijte ji k vývozu."
"laughed","laugh","zasmál","zasmát","pf"," Clousarr laughed harshly."," Clousarr se drsně zasmál."
"make","make","vytvářejte","vytvářet","impf"," "" And make more Outer Worlds?"," "" A vytvářejte další Vnější Světy?"
"said","say","řekl","říci","pf"," Baley said, "" All right, Jessie. """," "" Tak, Jessie, "" řekl Baley."
"looked","look","hleděla","hledět","impf"," She looked at her husband and at Daneel with a helpless silence."," Bezradně a mlčky hleděla na svého manžela a na Daneela."
"committed","commit","Spáchala","spáchat","pf"," Have you committed a crime?"," "" Spáchala jsi zločin?"
"say","say","Řekni","říci","pf"," Just say yes or no, Jessie."," Řekni prostě ano, nebo ne, Jessie."
"looked","look","Podíval","podívat","pf"," He looked doubtfully at R. Daneel."," Podíval se tázavě na R. Daneela."
"nodded","nod","přikývl","přikývnout","pf"," R. Daneel nodded."," R. Daneel přikývl."
"regret","regret","Lituji","litovat","impf"," "" I regret having to drive you from your home. """," "" Lituji, že vás vyháním z vašeho domova. """
"worry","worry","netrapte","trápit","impf"," "" Do n't worry about that, Mr. Olivaw."," "" Ach, tím se netrapte, pane Olivawe."
"Come","come","Pojď","jít","impf"," Come on, Ben. """," Pojď, Bene. """
"do","do","jít","jít","impf"," "" Aw, why the dickens do I have to go, anyway."," "" Ale proč mám vlastně jít pryč?"
"go","go","jít","jít","impf"," "" Aw, why the dickens do I have to go, anyway."," "" Ale proč mám vlastně jít pryč?"
"sort","sort","třídíme","třídit","impf"," We twist the genetics, start the new strains and weed them out, sort out their properties and mold them again."," Převracíme genetiku, zakládáme nové rody a rozmnožujeme je, třídíme jejich vlastnosti a znovu je křížíme."
"started","start","začali","začít","pf"," When New Yorkers started getting strawberries out of season a couple of years back, those were n't strawberries, fella."," Když před několika lety začali Newyorčani dostávat mimo sezónu jahody, nebyly to jahody, kamaráde."
"remembered","remember","pamatoval","pamatovat","impf"," Baley remembered one of the more interesting marital confidences to have been Jessie 's telling him that the situation was quite different at Women 's Personals."," Baley si pamatoval jedno z nejzajímavějších důvěrných manželských sdělení, když mu Jessie prozrazovala, že na ženských umývárnách je to zcela jiné."
"suffered","suffer","utrpěly","utrpět","pf"," It was one of the penalties of civic advancement that when the Baleys were granted permission for the activation of the small washbowl in their bedroom, Jessie 's social life suffered."," Občanské povýšení, které Baleyovým dovolovalo používat malé umyvadlo v jejich ložnici, přineslo hlavně tu nepříjemnou věc, že Jessiiny společenské vztahy utrpěly."
"wait","wait","počkejte","počkat","pf"," Baley said, without completely masking his embarrassment, "" Please wait out here, Daneel. """," "" Prosím vás, Daneeli, počkejte tady, "" řekl Baley, aniž se snažil zastřít svoje rozpaky."
"said","say","řekl","říci","pf"," Baley said, without completely masking his embarrassment, "" Please wait out here, Daneel. """," "" Prosím vás, Daneeli, počkejte tady, "" řekl Baley, aniž se snažil zastřít svoje rozpaky."
"Take","take","udělat","udělat","pf"," Take my word for it, regardless of what a non-Asenion robot could or could not do, it is certain that R. Daneel is equipped with First Law. """," A na mé čestné slovo, bez ohledu na to, co může nebo nemůže udělat robot, který nemá v sobě vestavěn První zákon, je jisté, že R. Daneel Prvým zákonem vybaven je. """
"do","do","udělat","udělat","pf"," Take my word for it, regardless of what a non-Asenion robot could or could not do, it is certain that R. Daneel is equipped with First Law. """," A na mé čestné slovo, bez ohledu na to, co může nebo nemůže udělat robot, který nemá v sobě vestavěn První zákon, je jisté, že R. Daneel Prvým zákonem vybaven je. """
"equipped","equip","vybaven","vybavit","pf"," Take my word for it, regardless of what a non-Asenion robot could or could not do, it is certain that R. Daneel is equipped with First Law. """," A na mé čestné slovo, bez ohledu na to, co může nebo nemůže udělat robot, který nemá v sobě vestavěn První zákon, je jisté, že R. Daneel Prvým zákonem vybaven je. """
"analyzed","analyze","analyzovat","analyzovat","impf"," A human brain, or any mammalian brain, cannot be completely analyzed by any mathematical discipline now known."," Lidský mozek nebo mozek jakéhokoliv savce nelze analyzovat dopodrobna pomocí jakéhokoliv dodnes známého matematického postupu."
"centered","center","soustředil","soustředit","pf"," The image was now centered upon the main door to Dr. Sarton 's dome."," Obraz se nyní soustředil na vstupní dveře v domě dr. Sartona."
"tell","tell","Řeknu","říci","pf"," "" I 'll tell you what happened, "" said Baley."," "" Řeknu vám, co se stalo, "" pravil Baley."
"said","say","Řeknu","říci","pf"," "" I 'll tell you what happened, "" said Baley."," "" Řeknu vám, co se stalo, "" pravil Baley."
"said","say","pravil","pravit","pf"," "" I 'll tell you what happened, "" said Baley."," "" Řeknu vám, co se stalo, "" pravil Baley."
"dropped","drop","upustil","upustit","pf"," "" You were at the dome when you dropped your glasses."," "" Byl jste u domu, když jste upustil brýle."
"seen","see","viděl","vidět","impf"," You must have been nervous and I 've seen you when you 're nervous."," Určitě jste byl nervózní a já jsem viděl, jak vypadáte, když jste nervózní."
"shouted","shout","nekřičel","křičet","impf"," His soft voice ( Julius Enderby almost never shouted ) would explain carefully that the Spacers had been mortally offended."," Svým slabým hlasem ( Julius Enderby téměř nikdy nekřičel ) mu bude pečlivě vysvětlovat, že Vesmířany smrtelně urazil."
"explain","explain","vysvětlovat","vysvětlovat","impf"," His soft voice ( Julius Enderby almost never shouted ) would explain carefully that the Spacers had been mortally offended."," Svým slabým hlasem ( Julius Enderby téměř nikdy nekřičel ) mu bude pečlivě vysvětlovat, že Vesmířany smrtelně urazil."
"offended","offend","urazil","urazit","pf"," His soft voice ( Julius Enderby almost never shouted ) would explain carefully that the Spacers had been mortally offended."," Svým slabým hlasem ( Julius Enderby téměř nikdy nekřičel ) mu bude pečlivě vysvětlovat, že Vesmířany smrtelně urazil."
"talk","talk","mluvit","mluvit","impf"," "" You ca n't talk to Spacers that way, Lije."," "" Nemůžete mluvit s Vesmířany takovým způsobem, Lije!"
"take","take","nesnesou","snést","pf"," They wo n't take it. """," Prostě to nesnesou! """
"warned","warn","Varoval","varovat","impf"," "" I warned you."," "" Varoval jsem vás."
"see","see","Chápu","chápat","impf"," I see what you were trying to do."," Chápu, co se snažíte dokázat."
"trying","try","snažíte","snažit","impf"," I see what you were trying to do."," Chápu, co se snažíte dokázat."
"tie","tie","Spojují","spojovat","impf"," "" They tie it up with recent attempts to sabotage the Spacer-sponsored project of converting us to an integrated human/ robot society on the model of the Outer Worlds, and assume the murder was the product of a well-organized terrorist group. """," "" Spojují to s nedávnými pokusy zvrátit návrh, který prosazují Vesmířani, přetvořit nás v rovnoprávnou společnost lidí a robotů podle vzoru Vnějších Světů a prohlašují, že vraždu provedla dobře organizovaná teroristická skupina. """
"believe","believe","Domnívám","domnívat","impf"," He said, "" I believe I have penetrated the mystery surrounding the death of Dr. Sarton. """," "" Domnívám se, že se mi podařilo vniknout do tajemství, jež zahaluje smrt dr. Sartona, "" řekl."
"penetrated","penetrate","vniknout","vniknout","pf"," He said, "" I believe I have penetrated the mystery surrounding the death of Dr. Sarton. """," "" Domnívám se, že se mi podařilo vniknout do tajemství, jež zahaluje smrt dr. Sartona, "" řekl."
"said","say","řekl","říci","pf"," He said, "" I believe I have penetrated the mystery surrounding the death of Dr. Sarton. """," "" Domnívám se, že se mi podařilo vniknout do tajemství, jež zahaluje smrt dr. Sartona, "" řekl."
"saw","see","zahlédl","zahlédnout","pf"," Out of the corner of his eye, he saw Enderby springing to his feet and grabbing wildly ( and successfully ) at his flying spectacles."," Koutkem oka zahlédl, jak Enderby vyskočil a chňapl po letících brýlích."
"springing","spring","vyskočil","vyskočit","pf"," Out of the corner of his eye, he saw Enderby springing to his feet and grabbing wildly ( and successfully ) at his flying spectacles."," Koutkem oka zahlédl, jak Enderby vyskočil a chňapl po letících brýlích."
"sit","sit","usednout","usednout","pf"," By standing, the Commissioner thrust his head out of the limits of the trimensic receiver and was forced to sit down again, red-faced and speechless."," Když se zvedl, dostal se obličejem mimo trojrozměrný přijímač a musel znovu usednout, zrudlý v tváři a bez jediného slova."
