"seen","see","Neviděla","vidět","impf"," "" Have you seen Pooh? """," "" Neviděla jsi Púa? """
"go","go","jít","jít","impf"," "" Roo, dear, just one more jump and then we must go home. """," "" Klokánku, už jen jeden skok a musíme jít domů. """
"fell","fall","spadl","spadnout","pf"," There was a short silence while Roo fell down another mouse-hole."," Chvíli bylo ticho a Klokánek spadl zase do myší díry."
"said","say","Mluv","mluvit","impf"," "" Go on, "" said Rabbit in a loud whisper behind his paw."," "" Mluv dál, "" šeptal silně Králíček s prackou na ústech."
"learnt","learn","naučil","naučit","pf"," After breakfast he had said it over and over to himself until he had learnt it off by heart, and now he was humming it right through, properly."," Po snídani si to znovu a znovu opakoval, až se to naučil nazpaměť, a teď už to zpíval celé bez chyby;"
"doing","do","dělají","dělat","impf"," Well, he was humming this hum to himself, and walking along gaily, wondering what everybody else was doing, and what it felt like, being somebody else, when suddenly he came to a sandy bank, and in the bank was a large hole."," Tak si pobroukával svou písničku a vesele si vykračoval a přemítal, co asi jiní dělají a jaké to asi je, být někdo jiný, až najednou přišel k písečnému břehu a v něm byla veliká díra."
"came","come","přišel","přijít","pf"," Well, he was humming this hum to himself, and walking along gaily, wondering what everybody else was doing, and what it felt like, being somebody else, when suddenly he came to a sandy bank, and in the bank was a large hole."," Tak si pobroukával svou písničku a vesele si vykračoval a přemítal, co asi jiní dělají a jaké to asi je, být někdo jiný, až najednou přišel k písečnému břehu a v něm byla veliká díra."
"said","say","řekl","říci","pf"," "" Aha! "" said Pooh."," "" Aha, "" řekl Pú."
"hanging","hang","Visela","viset","impf"," It was hanging over a bush, and I thought at first somebody lived there, so I rang it, and nothing happened, and then I rang it again very loudly, and it came off in my hand, and as nobody seemed to want it, I took it home, and """," Visela na jednom keři a já jsem nejdříve myslela, že tam někdo bydlí, tak jsem za ni zatáhla, ale nic se nestalo, zatáhla jsem tedy silněji, a zůstala mi v ruce, a protože o ni nikdo nestál, vzala jsem ji domů, a tak - """
"thought","think","myslela","myslet","impf"," It was hanging over a bush, and I thought at first somebody lived there, so I rang it, and nothing happened, and then I rang it again very loudly, and it came off in my hand, and as nobody seemed to want it, I took it home, and """," Visela na jednom keři a já jsem nejdříve myslela, že tam někdo bydlí, tak jsem za ni zatáhla, ale nic se nestalo, zatáhla jsem tedy silněji, a zůstala mi v ruce, a protože o ni nikdo nestál, vzala jsem ji domů, a tak - """
"lived","live","bydlí","bydlet","impf"," It was hanging over a bush, and I thought at first somebody lived there, so I rang it, and nothing happened, and then I rang it again very loudly, and it came off in my hand, and as nobody seemed to want it, I took it home, and """," Visela na jednom keři a já jsem nejdříve myslela, že tam někdo bydlí, tak jsem za ni zatáhla, ale nic se nestalo, zatáhla jsem tedy silněji, a zůstala mi v ruce, a protože o ni nikdo nestál, vzala jsem ji domů, a tak - """
"took","take","vzala","vzít","pf"," It was hanging over a bush, and I thought at first somebody lived there, so I rang it, and nothing happened, and then I rang it again very loudly, and it came off in my hand, and as nobody seemed to want it, I took it home, and """," Visela na jednom keři a já jsem nejdříve myslela, že tam někdo bydlí, tak jsem za ni zatáhla, ale nic se nestalo, zatáhla jsem tedy silněji, a zůstala mi v ruce, a protože o ni nikdo nestál, vzala jsem ji domů, a tak - """
"heard","hear","neslyšeli","slyšet","impf"," An animal of whom we had never even heard before!"," Tvora, o kterém jsme dosud nikdy ani neslyšeli!"
"carries","carry","nosí","nosit","impf"," An animal who carries her family about with her in her pocket!"," Tvora, který nosí svou rodinu s sebou v kapse."
"said","say","řeklo","říci","pf"," "" Sixteen, "" said Piglet."," "" Šestnáct, "" řeklo Prasátko."
"said","say","řekl","říci","pf"," "" Seventeen, is n't it? "" said Rabbit."," "" Sedmnáct, ne? "" řekl Králíček."
"thought","think","přemýšlel","přemýšlet","impf"," He thought for a moment and said :"," Chvíli přemýšlel a potom řekl :"
"said","say","řekl","říci","pf"," He thought for a moment and said :"," Chvíli přemýšlel a potom řekl :"
"said","say","povídáš","povídat","impf"," "" Then you had better have the blue balloon, "" you said;"," "" To si tedy vezmi radši modrý balónek, "" povídáš ty."
"decided","decide","rozhodlo","rozhodnout","pf"," and so it was decided."," A tak se to rozhodlo."
"took","take","vzal","vzít","pf"," Well, you both went out with the blue balloon, and you took your gun with you, just in case, as you always did, and Winnie-the-Pooh went to a very muddy place that he knew of, and rolled and rolled until he was black all over;"," Pak jste oba vyšli s modrým balónkem a ty sis vzal s sebou pušku, kterou vždycky nosíš pro každý případ, a Medvídek Pú šel na jedno místo, kde vždycky bylo hodně bláta, a vyválel se v něm, až byl celý černý;"
"did","do","vzal","vzít","pf"," Well, you both went out with the blue balloon, and you took your gun with you, just in case, as you always did, and Winnie-the-Pooh went to a very muddy place that he knew of, and rolled and rolled until he was black all over;"," Pak jste oba vyšli s modrým balónkem a ty sis vzal s sebou pušku, kterou vždycky nosíš pro každý případ, a Medvídek Pú šel na jedno místo, kde vždycky bylo hodně bláta, a vyválel se v něm, až byl celý černý;"
"took","take","nosíš","nosit","impf"," Well, you both went out with the blue balloon, and you took your gun with you, just in case, as you always did, and Winnie-the-Pooh went to a very muddy place that he knew of, and rolled and rolled until he was black all over;"," Pak jste oba vyšli s modrým balónkem a ty sis vzal s sebou pušku, kterou vždycky nosíš pro každý případ, a Medvídek Pú šel na jedno místo, kde vždycky bylo hodně bláta, a vyválel se v něm, až byl celý černý;"
"went","go","šel","jít","impf"," Well, you both went out with the blue balloon, and you took your gun with you, just in case, as you always did, and Winnie-the-Pooh went to a very muddy place that he knew of, and rolled and rolled until he was black all over;"," Pak jste oba vyšli s modrým balónkem a ty sis vzal s sebou pušku, kterou vždycky nosíš pro každý případ, a Medvídek Pú šel na jedno místo, kde vždycky bylo hodně bláta, a vyválel se v něm, až byl celý černý;"
"did","do","šel","jít","impf"," Well, you both went out with the blue balloon, and you took your gun with you, just in case, as you always did, and Winnie-the-Pooh went to a very muddy place that he knew of, and rolled and rolled until he was black all over;"," Pak jste oba vyšli s modrým balónkem a ty sis vzal s sebou pušku, kterou vždycky nosíš pro každý případ, a Medvídek Pú šel na jedno místo, kde vždycky bylo hodně bláta, a vyválel se v něm, až byl celý černý;"
"went","go","šel","jít","impf"," Well, you both went out with the blue balloon, and you took your gun with you, just in case, as you always did, and Winnie-the-Pooh went to a very muddy place that he knew of, and rolled and rolled until he was black all over;"," Pak jste oba vyšli s modrým balónkem a ty sis vzal s sebou pušku, kterou vždycky nosíš pro každý případ, a Medvídek Pú šel na jedno místo, kde vždycky bylo hodně bláta, a vyválel se v něm, až byl celý černý;"
"said","say","řekl","říci","pf"," "" I 'm very glad, "" said Pooh happily, "" that I thought of giving you a Useful Pot to put things in. """," "" To jsem rád, "" řekl Pú šťastně, "" že jsem měl ten nápad dát ti užitečnou nádobu na ukládání věcí. """
"put","put","řekl","říci","pf"," "" I 'm very glad, "" said Pooh happily, "" that I thought of giving you a Useful Pot to put things in. """," "" To jsem rád, "" řekl Pú šťastně, "" že jsem měl ten nápad dát ti užitečnou nádobu na ukládání věcí. """
"thought","think","měl","mít","impf"," "" I 'm very glad, "" said Pooh happily, "" that I thought of giving you a Useful Pot to put things in. """," "" To jsem rád, "" řekl Pú šťastně, "" že jsem měl ten nápad dát ti užitečnou nádobu na ukládání věcí. """
"giving","give","dát","dát","pf"," "" I 'm very glad, "" said Pooh happily, "" that I thought of giving you a Useful Pot to put things in. """," "" To jsem rád, "" řekl Pú šťastně, "" že jsem měl ten nápad dát ti užitečnou nádobu na ukládání věcí. """
"put","put","dát","dát","pf"," "" I 'm very glad, "" said Pooh happily, "" that I thought of giving you a Useful Pot to put things in. """," "" To jsem rád, "" řekl Pú šťastně, "" že jsem měl ten nápad dát ti užitečnou nádobu na ukládání věcí. """
"said","say","řeklo","říci","pf"," "" I 'm very glad, "" said Piglet happily, "" that I thought of giving you something to put in a Useful Pot. """," "" To jsem rádo, "" řeklo Prasátko, "" že jsem ti dalo něco, co se dá uložit do užitečné nádoby. """
"put","put","řeklo","říci","pf"," "" I 'm very glad, "" said Piglet happily, "" that I thought of giving you something to put in a Useful Pot. """," "" To jsem rádo, "" řeklo Prasátko, "" že jsem ti dalo něco, co se dá uložit do užitečné nádoby. """
"giving","give","dalo","dát","pf"," "" I 'm very glad, "" said Piglet happily, "" that I thought of giving you something to put in a Useful Pot. """," "" To jsem rádo, "" řeklo Prasátko, "" že jsem ti dalo něco, co se dá uložit do užitečné nádoby. """
"put","put","dalo","dát","pf"," "" I 'm very glad, "" said Piglet happily, "" that I thought of giving you something to put in a Useful Pot. """," "" To jsem rádo, "" řeklo Prasátko, "" že jsem ti dalo něco, co se dá uložit do užitečné nádoby. """
"giving","give","dá","dát","pf"," "" I 'm very glad, "" said Piglet happily, "" that I thought of giving you something to put in a Useful Pot. """," "" To jsem rádo, "" řeklo Prasátko, "" že jsem ti dalo něco, co se dá uložit do užitečné nádoby. """
"put","put","dá","dát","pf"," "" I 'm very glad, "" said Piglet happily, "" that I thought of giving you something to put in a Useful Pot. """," "" To jsem rádo, "" řeklo Prasátko, "" že jsem ti dalo něco, co se dá uložit do užitečné nádoby. """
"put","put","uložit","uložit","pf"," "" I 'm very glad, "" said Piglet happily, "" that I thought of giving you something to put in a Useful Pot. """," "" To jsem rádo, "" řeklo Prasátko, "" že jsem ti dalo něco, co se dá uložit do užitečné nádoby. """
"listening","listen","neposlouchal","poslouchat","impf"," But Eeyore was n't listening."," Ale Ijáček je neposlouchal."
"putting","put","ukládal","ukládat","impf"," He was taking the balloon out, and putting it back again, as happy as could be ...."," Vyndával balónek a zase jej ukládal, celý šťastný."
"give","give","nedal","dát","pf"," "" And did n't I give him anything? "" asked Christopher Robin sadly."," "" A já jsem mu nedal nic? "" zeptal se Kryštůfek Robin smutně."
"asked","ask","zeptal","zeptat","pf"," "" And did n't I give him anything? "" asked Christopher Robin sadly."," "" A já jsem mu nedal nic? "" zeptal se Kryštůfek Robin smutně."
"gave","give","odevzdal","odevzdat","pf"," With these proud words he gave Christopher Robin the missage."," S těmito pyšnými slovy odevzdal Kryštůfkovi Robinovi své poselství."
"cried","cry","zvolal","zvolat","pf"," "" But it 's from Piglet! "" cried Christopher Robin when he had read it."," "" Ale to je od Prasátka! "" zvolal Kryštůfek Robin, když je přečetl."
"read","read","přečetl","přečíst","pf"," "" But it 's from Piglet! "" cried Christopher Robin when he had read it."," "" Ale to je od Prasátka! "" zvolal Kryštůfek Robin, když je přečetl."
"asked","ask","zeptal","zeptat","pf"," "" Is n't there anything about Pooh in it? "" asked Bear, looking over his shoulder."," "" Není tam nic o Púovi? "" zeptal se Pú a hleděl mu přes rameno."
"looking","look","hleděl","hledět","impf"," "" Is n't there anything about Pooh in it? "" asked Bear, looking over his shoulder."," "" Není tam nic o Púovi? "" zeptal se Pú a hleděl mu přes rameno."
"read","read","přečetl","přečíst","pf"," Christopher Robin read the message aloud."," Kryštůfek Robin přečetl poselství nahlas."
"thought","think","Myslel","myslet","impf"," I thought they were poohs. """," Myslel jsem, že Pú. """
"rescue","rescue","zachránit","zachránit","pf"," "" We must rescue him at once!"," "" Musíme Prasátko ihned zachránit!"
"thought","think","Myslel","myslet","impf"," I thought he was with YOU, Pooh."," Myslel jsem, že je u tebe, Pú."
"sat","sit","Posadil","posadit","pf"," He sat down and thought, in the most thoughtful way he could think."," Posadil se a hluboce se zamyslil."
"said","say","řekl","říci","pf"," "" Yes, "" said Winnie-the-Pooh."," "" Tak jo, "" řekl Medvídek Pú."
"said","say","řekl","říci","pf"," "" I see now, "" said Winnie-the-Pooh."," "" Už vím, "" řekl Medvídek Pú."
"said","say","řekl","říci","pf"," "" I have been Foolish and Deluded, "" said he, "" and I am a Bear of No Brain at All. """," Dal jsem se pobláznit a ošálit, "" řekl, "" a nemám ani špetku rozumu. """
"said","say","řekl","říci","pf"," "" You 're the Best Bear in All the World, "" said Christopher Robin soothingly."," "" Jsi nejlepší Medvěd na světě, "" řekl Kryštůfek Robin konejšivě."
"found","find","Našel","najít","pf"," He had found a bee-hive to sleep in, but there was n't room for his legs, so he had left them outside."," Našel si včelí úl a spal v něm, ale pro nohy už tam nebylo místo, tak je nechal venku."
"sleep","sleep","spal","spát","impf"," He had found a bee-hive to sleep in, but there was n't room for his legs, so he had left them outside."," Našel si včelí úl a spal v něm, ale pro nohy už tam nebylo místo, tak je nechal venku."
"left","leave","nechal","nechat","pf"," He had found a bee-hive to sleep in, but there was n't room for his legs, so he had left them outside."," Našel si včelí úl a spal v něm, ale pro nohy už tam nebylo místo, tak je nechal venku."
"came","come","přišly","přijít","pf"," And Wild Woozles, such as inhabit the East Pole, came and nibbled all the fur off his legs to make Nests for their Young."," A divoké Lasičky, které žijí za východní točnou, přišly a ohlodaly mu celý kožíšek na nohou na hnízda pro svá mláďata."
"said","say","řekl","říci","pf"," "" OW! "" said Pooh."," "" Ouvej! "" řekl Pú."
"said","say","řekl","říci","pf"," "" You did n't exactly MISS, "" said Pooh, "" but you missed the BALLOON. """," "" To zrovna ne, "" řekl Pú, "" trefil, ale ne balón. """
"said","say","řekl","říci","pf"," "" I 'm so sorry, "" you said, and you fired again, and this time you hit the balloon and the air came slowly out, and Winnie-the-Pooh floated down to the ground."," "" Odpusť, "" řekl jsi a vystřelil jsi znovu, a tentokrát jsi trefil balón, vzduch z něho pomalu ucházel a Medvídek Pú se snášel k zemi."
"fired","fire","vystřelil","vystřelit","pf"," "" I 'm so sorry, "" you said, and you fired again, and this time you hit the balloon and the air came slowly out, and Winnie-the-Pooh floated down to the ground."," "" Odpusť, "" řekl jsi a vystřelil jsi znovu, a tentokrát jsi trefil balón, vzduch z něho pomalu ucházel a Medvídek Pú se snášel k zemi."
"hit","hit","trefil","trefit","pf"," "" I 'm so sorry, "" you said, and you fired again, and this time you hit the balloon and the air came slowly out, and Winnie-the-Pooh floated down to the ground."," "" Odpusť, "" řekl jsi a vystřelil jsi znovu, a tentokrát jsi trefil balón, vzduch z něho pomalu ucházel a Medvídek Pú se snášel k zemi."
"write","write","napíšeme","napsat","pf"," "" Well, then, "" said Owl, "" we write out this notice, and we put it up all over the Forest. """," "" Tak tedy napíšeme tu vyhlášku a vyvěsíme ji po celém Lese. """
"going","go","jdeme","jít","impf"," Anyhow we 're going to discover it. """," No zkrátka, jdeme to objevit. """
"discover","discover","objevit","objevit","pf"," Anyhow we 're going to discover it. """," No zkrátka, jdeme to objevit. """
"said","say","řekl","říci","pf"," "" We are, are we? "" said Rabbit."," "" Opravdu? "" řekl Králíček."
"got","get","přinést","přinést","pf"," And we 've got to bring Pro-things to eat with us."," A máme si přinést s sebou polízaniny - no, něco k jídlu."
"bring","bring","přinést","přinést","pf"," And we 've got to bring Pro-things to eat with us."," A máme si přinést s sebou polízaniny - no, něco k jídlu."
"going","go","půjdu","jít","impf"," Now I 'm going down to Piglet 's."," Teď půjdu k Prasátku."
"left","leave","Opustil","opustit","pf"," He left Rabbit and hurried down to Piglet 's house."," Opustil Králická a uháněl k Prasátkovu domku."
"rescue","rescue","zachránit","zachránit","pf"," Owl, could you rescue him on your back? """," Sovo, mohla bys je zachránit na zádech! """
"think","think","Myslím","myslet","impf"," "" I do n't think so, "" said Owl, after grave thought."," "" Myslím, že ne, "" řekla Sova po úporném přemýšlení."
"said","say","řekla","říci","pf"," "" I do n't think so, "" said Owl, after grave thought."," "" Myslím, že ne, "" řekla Sova po úporném přemýšlení."
"say","say","řekla","říci","pf"," "" Then would you fly to him at ONCE and say that Rescue is Coming?"," "" Doletěla bys tedy hned k němu a řekla mu, že je pomoc na cestě?"
"come","come","přijdeme","přijít","pf"," And Pooh and I will think of a Rescue and come as quick as ever we can."," Já zatím s Púem vymyslím, jak je zachránit, a pak co nejrychleji přijdeme."
"thinking","think","přemýšlejíc","přemýšlet","impf"," And, still thinking of something to say, Owl flew off."," Stále ještě přemýšlejíc, co by řekla, Sova odletěla."
"say","say","řekla","říci","pf"," And, still thinking of something to say, Owl flew off."," Stále ještě přemýšlejíc, co by řekla, Sova odletěla."
"said","say","řekl","říci","pf"," "" Use his front door again? "" said Christopher Robin."," "" Chodit předním vchodem? "" řekl Kryštůfek Robin."
"said","say","řekl","říci","pf"," "" Good, "" said Rabbit."," "" To je dobře, "" řekl Králíček."
"pull","pull","vytáhnout","vytáhnout","pf"," "" If we ca n't pull you out, Pooh, we might push you back. """," "" Když tě nemůžeme, Pú, vytáhnout, což abychom tě strčili zpátky? """
"push","push","strčili","strčit","pf"," "" If we ca n't pull you out, Pooh, we might push you back. """," "" Když tě nemůžeme, Pú, vytáhnout, což abychom tě strčili zpátky? """
"excited","excite","rozčileno","rozčílit","pf"," Piglet was so excited at the idea of being Useful that he forgot to be frightened any more, and when Rabbit went on to say that Kangas were only Fierce during the winter months, being at other times of an Affectionate Disposition, he could hardly sit still, he was so eager to begin being useful at once."," Prasátko bylo tak rozčileno pomyšlením, že bude prospěšné, že se docela zapomnělo bát : a když Králíček řekl, že jsou Klokanice divoké jen v zimních měsících, kdežto jinak jsou docela dobrosrdečné, nemohlo už ani vydržet na jednom místě, jak bylo nedočkavé, aby už mohlo být prospěšné."
"forgot","forget","zapomnělo","zapomenout","pf"," Piglet was so excited at the idea of being Useful that he forgot to be frightened any more, and when Rabbit went on to say that Kangas were only Fierce during the winter months, being at other times of an Affectionate Disposition, he could hardly sit still, he was so eager to begin being useful at once."," Prasátko bylo tak rozčileno pomyšlením, že bude prospěšné, že se docela zapomnělo bát : a když Králíček řekl, že jsou Klokanice divoké jen v zimních měsících, kdežto jinak jsou docela dobrosrdečné, nemohlo už ani vydržet na jednom místě, jak bylo nedočkavé, aby už mohlo být prospěšné."
"say","say","řekl","říci","pf"," Piglet was so excited at the idea of being Useful that he forgot to be frightened any more, and when Rabbit went on to say that Kangas were only Fierce during the winter months, being at other times of an Affectionate Disposition, he could hardly sit still, he was so eager to begin being useful at once."," Prasátko bylo tak rozčileno pomyšlením, že bude prospěšné, že se docela zapomnělo bát : a když Králíček řekl, že jsou Klokanice divoké jen v zimních měsících, kdežto jinak jsou docela dobrosrdečné, nemohlo už ani vydržet na jednom místě, jak bylo nedočkavé, aby už mohlo být prospěšné."
"went","go","vydržet","vydržet","pf"," Piglet was so excited at the idea of being Useful that he forgot to be frightened any more, and when Rabbit went on to say that Kangas were only Fierce during the winter months, being at other times of an Affectionate Disposition, he could hardly sit still, he was so eager to begin being useful at once."," Prasátko bylo tak rozčileno pomyšlením, že bude prospěšné, že se docela zapomnělo bát : a když Králíček řekl, že jsou Klokanice divoké jen v zimních měsících, kdežto jinak jsou docela dobrosrdečné, nemohlo už ani vydržet na jednom místě, jak bylo nedočkavé, aby už mohlo být prospěšné."
"said","say","řekl","říci","pf"," "" What about me? "" said Pooh sadly."," "" A co já? "" řekl Pú smutně."
"beginning","begin","přijde","přijít","pf"," The little dry ditches in which Piglet had nosed about so often had become streams, the little streams across which he had splashed were rivers, and the river, between whose steep banks they had played so happily, had sprawled out of its own bed and was taking up so much room everywhere, that Piglet was beginning to wonder whether it would be coming into HIS bed soon."," Suché příkopy, v nichž Prasátko tak často čmuchalo, se najednou proměnily v potoky, z potůčků, přes které se brodívalo, byly řeky, a řeka, mezi jejímiž strmými břehy si bezstarostně hrávalo, se rozlila ze svého řečiště a tak se všude drala, až se Prasátko obávalo, že mu brzy přijde až do postele."
"coming","come","přijde","přijít","pf"," The little dry ditches in which Piglet had nosed about so often had become streams, the little streams across which he had splashed were rivers, and the river, between whose steep banks they had played so happily, had sprawled out of its own bed and was taking up so much room everywhere, that Piglet was beginning to wonder whether it would be coming into HIS bed soon."," Suché příkopy, v nichž Prasátko tak často čmuchalo, se najednou proměnily v potoky, z potůčků, přes které se brodívalo, byly řeky, a řeka, mezi jejímiž strmými břehy si bezstarostně hrávalo, se rozlila ze svého řečiště a tak se všude drala, až se Prasátko obávalo, že mu brzy přijde až do postele."
"said","say","řeklo","říci","pf"," "" It 's a little Anxious, "" he said to himself, "" to be a Very Small Animal Entirely Surrounded by Water."," "" Je to zlé, "" řeklo si, "" být malé zvířátko a mít kolem dokola samou vodu."
"try","try","Zkusím","zkusit","pf"," "" I 'll try, "" I said."," "" Zkusím to, "" já na to."
"tried","try","zkusil","zkusit","pf"," So I tried."," A tak jsem to zkusil."
"lived","live","bydlil","bydlet","impf"," Once upon a time, a very long time ago now, about last Friday, Winnie-the-Pooh lived in a forest all by himself under the name of Sanders."," Za dávných a dávných časů, asi tak minulý pátek, bydlil Medvídek Pú v Lese sám a sám pod jménem Novotný."
"asked","ask","zeptal","zeptat","pf"," ( "" What does ' under the name ' mean? "" asked Christopher Robin."," "" Co to znamená pod jménem? "" zeptal se Kryštůfek Robin."
