"Give","give","Dejte","dát","pf"," "" Give me your hand now, Ruskin."," "" Dejte mi ruku, tak, Ruskine."
"wondered","wonder","přemýšlel","přemýšlet","impf"," To be honest with you, Doctor, I have often wondered the very same thing. """," Upřímně řečeno, doktore, přesně nad tím jsem nejednou přemýšlel. """
"asked","ask","zeptal","zeptat","pf"," "" What is your name, Madam? "" asked Sparks less aggressively, apparently appeased by the greater authenticity of her current state."," "" Jak se jmenujete, madame? "" zeptal se Sparks méně útočně, viditelně uklidněn větší hodnověrností jejího stavu."
"appeased","appease","uklidněn","uklidnit","pf"," "" What is your name, Madam? "" asked Sparks less aggressively, apparently appeased by the greater authenticity of her current state."," "" Jak se jmenujete, madame? "" zeptal se Sparks méně útočně, viditelně uklidněn větší hodnověrností jejího stavu."
"said","say","řekl","říci","pf"," "" Mr. Stoker, "" said Sparks, without looking at him, "" I take it that, upon your discovery at the local laundress 's, you traced Miss Temple back to this address, whereupon you sought her out last night. """," "" Pane Stokere, "" řekl Sparks, aniž na něj pohlédl, "" předpokládám, že jste na základě svého zjištění u místní pradleny sledoval stopu slečny Templové až na tuto adresu a zde jste ji včerejšího večera vyhledal. """
"looking","look","pohlédl","pohlédnout","pf"," "" Mr. Stoker, "" said Sparks, without looking at him, "" I take it that, upon your discovery at the local laundress 's, you traced Miss Temple back to this address, whereupon you sought her out last night. """," "" Pane Stokere, "" řekl Sparks, aniž na něj pohlédl, "" předpokládám, že jste na základě svého zjištění u místní pradleny sledoval stopu slečny Templové až na tuto adresu a zde jste ji včerejšího večera vyhledal. """
"traced","trace","sledoval","sledovat","impf"," "" Mr. Stoker, "" said Sparks, without looking at him, "" I take it that, upon your discovery at the local laundress 's, you traced Miss Temple back to this address, whereupon you sought her out last night. """," "" Pane Stokere, "" řekl Sparks, aniž na něj pohlédl, "" předpokládám, že jste na základě svého zjištění u místní pradleny sledoval stopu slečny Templové až na tuto adresu a zde jste ji včerejšího večera vyhledal. """
"looking","look","vyhledal","vyhledat","pf"," "" Mr. Stoker, "" said Sparks, without looking at him, "" I take it that, upon your discovery at the local laundress 's, you traced Miss Temple back to this address, whereupon you sought her out last night. """," "" Pane Stokere, "" řekl Sparks, aniž na něj pohlédl, "" předpokládám, že jste na základě svého zjištění u místní pradleny sledoval stopu slečny Templové až na tuto adresu a zde jste ji včerejšího večera vyhledal. """
"sought","seek","vyhledal","vyhledat","pf"," "" Mr. Stoker, "" said Sparks, without looking at him, "" I take it that, upon your discovery at the local laundress 's, you traced Miss Temple back to this address, whereupon you sought her out last night. """," "" Pane Stokere, "" řekl Sparks, aniž na něj pohlédl, "" předpokládám, že jste na základě svého zjištění u místní pradleny sledoval stopu slečny Templové až na tuto adresu a zde jste ji včerejšího večera vyhledal. """
"reaching","reach","dosáhli","dosáhnout","pf"," Not long after reaching level ground, they intersected a sweeping half moon curve of rail that bowed off to the east."," Krátce poté, co dosáhli roviny řeky, narazili na křižovatku s rozmáchlým půlměsícem kolejí, které se v oblouku odkláněly k východu."
"stripped","strip","svlékli","svléknout","pf"," As the engine came back up to speed, Sparks and Doyle stripped to their shirts, shoveled coal from the tender to the scuttle, and shouldered the scuttle to the furnace."," Když lokomotiva opět nabrala rychlost, Sparks a Doyle se svlékli do košil, nabírali uhlí z tendru do uhláku a uhlák vyklápěli do topeniště."
"shoveled","shovel","nabírali","nabírat","impf"," As the engine came back up to speed, Sparks and Doyle stripped to their shirts, shoveled coal from the tender to the scuttle, and shouldered the scuttle to the furnace."," Když lokomotiva opět nabrala rychlost, Sparks a Doyle se svlékli do košil, nabírali uhlí z tendru do uhláku a uhlák vyklápěli do topeniště."
"takes","take","udělal","udělat","pf"," The gent proves good as his word; he gives the high sign, the copper takes his leave without so much as a good-night kiss from his stick."," Ten gentleman dodržel slovo : udělal velitelský gesto a laprcajt se vodporoučí, ani nám nedá pendrekem pusu na dobrou noc."
"gives","give","nedá","dát","pf"," The gent proves good as his word; he gives the high sign, the copper takes his leave without so much as a good-night kiss from his stick."," Ten gentleman dodržel slovo : udělal velitelský gesto a laprcajt se vodporoučí, ani nám nedá pendrekem pusu na dobrou noc."
"says","say","povídá","povídat","impf"," The Stranger says follow me, boys, and so we marched out of the antique store on Portobello Road with Mr. John Sparks six years ago, our brilliant criminal careers at an end. """," Ten neznámej pak povídá, pojďte za mnou, chlapci, a tak jsme před šesti lety vyšli z toho starožitnictví na Portobello Road s panem Johnem Sparksem a naše zářná zločinecká kariéra byla u konce. """
"marched","march","pojďte","jít","impf"," The Stranger says follow me, boys, and so we marched out of the antique store on Portobello Road with Mr. John Sparks six years ago, our brilliant criminal careers at an end. """," Ten neznámej pak povídá, pojďte za mnou, chlapci, a tak jsme před šesti lety vyšli z toho starožitnictví na Portobello Road s panem Johnem Sparksem a naše zářná zločinecká kariéra byla u konce. """
"threatened","threaten","Vyhrožoval","vyhrožovat","impf"," "" He threatened you with arrest? """," "" Vyhrožoval vám vězením? """
"threaten","threaten","vyhrožoval","vyhrožovat","impf"," "" He did better than threaten :"," "" Víc než vyhrožoval : přesvědčil nás."
"do","do","dělat","dělat","impf"," "" What should we do? "" asked Doyle."," "" Co budeme dělat? "" zeptal se Doyle."
"asked","ask","zeptal","zeptat","pf"," "" What should we do? "" asked Doyle."," "" Co budeme dělat? "" zeptal se Doyle."
"defend","defend","bránit","bránit","impf"," Too hard to defend. """," Nedá se to bránit. """
"Tell","tell","Řekněte","říci","pf"," "" Tell him, "" said Doyle, gesturing toward Sparks."," "" Řekněte to jemu, "" ukázal Doyle ke Sparksovi."
"said","say","Řekněte","říci","pf"," "" Tell him, "" said Doyle, gesturing toward Sparks."," "" Řekněte to jemu, "" ukázal Doyle ke Sparksovi."
"Give","give","Dejte","dát","pf"," "" Give him a minute. '"," "" Dejte mu eště minutu. """
"winked","wink","mrkl","mrknout","pf"," Larry winked at him."," Larry na něho mrkl."
"need","need","nepotřebujeme","potřebovat","impf"," "" Minute 's all we need. """," "" Víc než minutu ani nepotřebujeme. """
"come","come","pojďte","jít","impf"," A London Particular like this so soon after such an unseasonable warming trend could spell the death of me -- come in, come in -- I hope you 've brought your complete pharmacopoeia, God knows what you 'll eventually diagnose me with. """," Tahle londýnská mlha těsně po nečekané teplé vlně by mě dokázala zabít - - - pojďte dál, pojďte dál - - - doufám, že jste si přinesl kompletní lékárnu, jen Bůh ví, jakou diagnózu mi nakonec stanovíte. """
"come","come","pojďte","jít","impf"," A London Particular like this so soon after such an unseasonable warming trend could spell the death of me -- come in, come in -- I hope you 've brought your complete pharmacopoeia, God knows what you 'll eventually diagnose me with. """," Tahle londýnská mlha těsně po nečekané teplé vlně by mě dokázala zabít - - - pojďte dál, pojďte dál - - - doufám, že jste si přinesl kompletní lékárnu, jen Bůh ví, jakou diagnózu mi nakonec stanovíte. """
"come","come","pojďte","jít","impf"," A London Particular like this so soon after such an unseasonable warming trend could spell the death of me -- come in, come in -- I hope you 've brought your complete pharmacopoeia, God knows what you 'll eventually diagnose me with. """," Tahle londýnská mlha těsně po nečekané teplé vlně by mě dokázala zabít - - - pojďte dál, pojďte dál - - - doufám, že jste si přinesl kompletní lékárnu, jen Bůh ví, jakou diagnózu mi nakonec stanovíte. """
"come","come","pojďte","jít","impf"," A London Particular like this so soon after such an unseasonable warming trend could spell the death of me -- come in, come in -- I hope you 've brought your complete pharmacopoeia, God knows what you 'll eventually diagnose me with. """," Tahle londýnská mlha těsně po nečekané teplé vlně by mě dokázala zabít - - - pojďte dál, pojďte dál - - - doufám, že jste si přinesl kompletní lékárnu, jen Bůh ví, jakou diagnózu mi nakonec stanovíte. """
"hope","hope","doufám","doufat","impf"," A London Particular like this so soon after such an unseasonable warming trend could spell the death of me -- come in, come in -- I hope you 've brought your complete pharmacopoeia, God knows what you 'll eventually diagnose me with. """," Tahle londýnská mlha těsně po nečekané teplé vlně by mě dokázala zabít - - - pojďte dál, pojďte dál - - - doufám, že jste si přinesl kompletní lékárnu, jen Bůh ví, jakou diagnózu mi nakonec stanovíte. """
"brought","bring","přinesl","přinést","pf"," A London Particular like this so soon after such an unseasonable warming trend could spell the death of me -- come in, come in -- I hope you 've brought your complete pharmacopoeia, God knows what you 'll eventually diagnose me with. """," Tahle londýnská mlha těsně po nečekané teplé vlně by mě dokázala zabít - - - pojďte dál, pojďte dál - - - doufám, že jste si přinesl kompletní lékárnu, jen Bůh ví, jakou diagnózu mi nakonec stanovíte. """
"entered","enter","vstoupil","vstoupit","pf"," Doyle entered, and knowing Spivey 's reluctance for making contact with anything foreign, took off his hat and coat and hung them on the rack."," Doyle vstoupil a protože znal Spiveyho nechuť ke kontaktu s cizími předměty, sám si sňal klobouk a svlékl plášť a pověsil je na věšák."
"hung","hang","pověsil","pověsit","pf"," Doyle entered, and knowing Spivey 's reluctance for making contact with anything foreign, took off his hat and coat and hung them on the rack."," Doyle vstoupil a protože znal Spiveyho nechuť ke kontaktu s cizími předměty, sám si sňal klobouk a svlékl plášť a pověsil je na věšák."
"responded","respond","odpovídal","odpovídat","impf"," More than one rural stationmaster ran out from his office as they roared past his post to stare dumbfounded at Barry, who responded with a wave and a roguish tip of the hat, an unscheduled juggernaut jeopardizing the methodical orderliness of the world of trains."," Nejeden přednosta malé venkovské stanice vyběhl ze své kanceláře, když se řítili okolo, a oněmělý úžasem hleděl na Barryho, který odpovídal zamáváním a uličnickým cvrnknutím do čepice, na tento mimořádný pekelný přízrak, ohrožující metodický pořádek světa železnic."
"displayed","display","projevil","projevit","pf"," Barry displayed an intimate knowledge of the spidery network of tracks that laced the Kent and Sussex countryside, switching them on every occasion away from primary routes onto seldom-used freight lines."," Barry projevil důvěrnou obeznámenost s pavoučí sítí kolejí, které protkávaly krajinu Kentu a Sussexu, a při každé příležitosti je převáděl z hlavních tratí na zřídka užívané nákladní trasy."
"explained","explain","vysvětloval","vysvětlovat","impf"," We 've been at the same game for five years, "" explained Sparks."," "" Hrajeme tutéž hru už pět let, "" vysvětloval Sparks."
"turn","turn","obraťme","obrátit","pf"," "" And having established that the good Professor walks among us, if we could now turn our attention to where the Professor might be --"," "" Když jsme tedy konstatovali, že milý profesor Sacker pobývá mezi námi, obraťme prosím nyní svou pozornost k otázce, kde by profesor mohl být - - - """
"said","say","řekl","říci","pf"," "" Good man, Larry, no trouble then, "" said Sparks."," "" Výborně, Larry, takže žádné potíže, "" řekl Sparks."
"said","say","řekl","říci","pf"," N'trouble a'tall, sir, "" said Larry, who Doyle still insisted was Barry, not Larry."," Vůbec žádný potíže, pane, "" řekl Larry, který byl podle Doyla stále ještě Barrym."
"holds","hold","vydrží","vydržet","pf"," "" Three hours to Whitby, if the weather holds. """," "" Za tři hodiny jsme ve Whitby, jestli vydrží počasí. """
"investigate","investigate","prozkoumáme","prozkoumat","pf"," The doctor and I will investigate on foot, "" Sparks instructed."," Doktor a já to prozkoumáme pěšky, "" přikázal Sparks."
"see","see","vidíte","vidět","impf"," "" What do you see, Doyle?"," "" Co vidíte, Doyle?"
"tell","tell","říká","říkat","impf"," What does this tell you? """," Co vám to říká? """
"say","say","řekl","říci","pf"," "" The fire was set recently, I 'd say within the week."," "" Oheň byl založen nedávno, řekl bych nejvýše před týdnem."
"need","need","musím","muset","impf"," "" Or need I remind you, Doyle, that this woman, while in the employ of our enemies and through the effectiveness of her false office, made one of the principal contributions to your entrapment, betrayal, and near murder! """," "" Nebo vám snad musím připomínat, Doyle, že tato žena pracovala pro naše nepřátele a dokonalým provedením svého podvodného úkolu přispěla hlavním dílem k vašemu vlákání do pasti, zradě a téměř vraždě? """
"remind","remind","připomínat","připomínat","impf"," "" Or need I remind you, Doyle, that this woman, while in the employ of our enemies and through the effectiveness of her false office, made one of the principal contributions to your entrapment, betrayal, and near murder! """," "" Nebo vám snad musím připomínat, Doyle, že tato žena pracovala pro naše nepřátele a dokonalým provedením svého podvodného úkolu přispěla hlavním dílem k vašemu vlákání do pasti, zradě a téměř vraždě? """
"protested","protest","protestovala","protestovat","impf"," "" Most unwittingly, I assure -- "" protested Eileen."," "" Zcela neúmyslně, ujišťuji vás - - - "" protestovala Eileen."
"returned","return","vrátil","vrátit","pf"," Now late March when he returned to London, he once again took rooms at the Hotel Melwyn and settled into the same routine he had observed before, certain his life could not move forward until he had some word from Jack, equally certain it would not be long in coming."," Koncem března se tedy vrátil do Londýna, usídlil se opět jednou v hotelu Melwyn a vrátil se ke stejnému dennímu řádu, jaký zde zachovával před odjezdem, s jistotou, že jeho život se nepohne z místa, dokud nedostane zprávu od Jacka, a se stejnou jistotou, že to nebude dlouho trvat."
"returned","return","vrátil","vrátit","pf"," Now late March when he returned to London, he once again took rooms at the Hotel Melwyn and settled into the same routine he had observed before, certain his life could not move forward until he had some word from Jack, equally certain it would not be long in coming."," Koncem března se tedy vrátil do Londýna, usídlil se opět jednou v hotelu Melwyn a vrátil se ke stejnému dennímu řádu, jaký zde zachovával před odjezdem, s jistotou, že jeho život se nepohne z místa, dokud nedostane zprávu od Jacka, a se stejnou jistotou, že to nebude dlouho trvat."
"observed","observe","zachovával","zachovávat","impf"," Now late March when he returned to London, he once again took rooms at the Hotel Melwyn and settled into the same routine he had observed before, certain his life could not move forward until he had some word from Jack, equally certain it would not be long in coming."," Koncem března se tedy vrátil do Londýna, usídlil se opět jednou v hotelu Melwyn a vrátil se ke stejnému dennímu řádu, jaký zde zachovával před odjezdem, s jistotou, že jeho život se nepohne z místa, dokud nedostane zprávu od Jacka, a se stejnou jistotou, že to nebude dlouho trvat."
"move","move","nepohne","pohnout","pf"," Now late March when he returned to London, he once again took rooms at the Hotel Melwyn and settled into the same routine he had observed before, certain his life could not move forward until he had some word from Jack, equally certain it would not be long in coming."," Koncem března se tedy vrátil do Londýna, usídlil se opět jednou v hotelu Melwyn a vrátil se ke stejnému dennímu řádu, jaký zde zachovával před odjezdem, s jistotou, že jeho život se nepohne z místa, dokud nedostane zprávu od Jacka, a se stejnou jistotou, že to nebude dlouho trvat."
"took","take","nedostane","dostat","pf"," Now late March when he returned to London, he once again took rooms at the Hotel Melwyn and settled into the same routine he had observed before, certain his life could not move forward until he had some word from Jack, equally certain it would not be long in coming."," Koncem března se tedy vrátil do Londýna, usídlil se opět jednou v hotelu Melwyn a vrátil se ke stejnému dennímu řádu, jaký zde zachovával před odjezdem, s jistotou, že jeho život se nepohne z místa, dokud nedostane zprávu od Jacka, a se stejnou jistotou, že to nebude dlouho trvat."
"took","take","trvat","trvat","impf"," Now late March when he returned to London, he once again took rooms at the Hotel Melwyn and settled into the same routine he had observed before, certain his life could not move forward until he had some word from Jack, equally certain it would not be long in coming."," Koncem března se tedy vrátil do Londýna, usídlil se opět jednou v hotelu Melwyn a vrátil se ke stejnému dennímu řádu, jaký zde zachovával před odjezdem, s jistotou, že jeho život se nepohne z místa, dokud nedostane zprávu od Jacka, a se stejnou jistotou, že to nebude dlouho trvat."
"Go","go","Pokračujte","pokračovat","impf"," Go on, Doctor. """," Pokračujte, doktore. """
"tell","tell","říci","říci","pf"," "" Madame Blavatsky, what can you tell me about the Dark Brotherhood? """," "" Madame Blavatská, co mi můžete říci o Temném bratrstvu? """
"read","read","přečíst","přečíst","pf"," You should read my work on the subject -- """," Měl byste si o té věci přečíst mou knihu - - - """
"read","read","četl","číst","impf"," "" I have read your book on the subject, Madame. """," "" Já jsem vaši knihu o té věci četl, Madame. """
"thought","think","pomyslel","pomyslet","pf"," Only too well, thought Doyle."," Až dost důkladně, pomyslel si Doyle."
"Go","go","Pojďme","jít","impf"," "" Go."," "" Pojďme."
"said","say","řekl","říci","pf"," Straight ahead, "" said Sparks, readying the sword."," Rovnou dopředu, "" řekl Sparks a připravil si meč."
"readying","ready","připravil","připravit","pf"," Straight ahead, "" said Sparks, readying the sword."," Rovnou dopředu, "" řekl Sparks a připravil si meč."
"felt","feel","Cítil","cítit","impf"," He felt something brush against his boot and stepped quickly to avoid it."," Cítil, jak se mu něco otřelo o botu, a rychle ukročil, aby se tomu vyhnul."
"avoid","avoid","vyhnul","vyhnout","pf"," He felt something brush against his boot and stepped quickly to avoid it."," Cítil, jak se mu něco otřelo o botu, a rychle ukročil, aby se tomu vyhnul."
"ended","end","končil","končit","impf"," Its limbless, cylindrical shape ended in a fluttering orifice rimmed with palpitating suckers that surrounded a set of three gnashing jaws, each equipped with symmetrical rows of sharp white teeth."," Byl válcovitý, bez končetin a končil pohybujícím se jícnem olemovaným chvějivými přísavkami, které ukrývaly tři páry klapajících čelistí, z nichž každý byl vybaven pravidelnými řadami ostrých bílých zubů."
"equipped","equip","vybaven","vybavit","pf"," Its limbless, cylindrical shape ended in a fluttering orifice rimmed with palpitating suckers that surrounded a set of three gnashing jaws, each equipped with symmetrical rows of sharp white teeth."," Byl válcovitý, bez končetin a končil pohybujícím se jícnem olemovaným chvějivými přísavkami, které ukrývaly tři páry klapajících čelistí, z nichž každý byl vybaven pravidelnými řadami ostrých bílých zubů."
"looked","look","Pohlédl","pohlédnout","pf"," He looked at his watch : seven-thirty."," Pohlédl na hodinky : sedm třicet."
"smell","smell","Cítil","cítit","impf"," He could smell shag tobacco and strong, brewing black tea, but it took the unexpected sound of laughter to rouse him from his bunk to the front of the car."," Cítil vůni tabáku a silného, čerstvě uvařeného černého čaje, ale teprve nečekaný zvuk smíchu ho vylákal z jeho kóje do přední části vozu."
"heard","hear","slyšel","slyšet","impf"," "" Gin! "" he heard Larry say."," "" Trumf! "" slyšel Larryho hlas."
"said","say","řekl","říci","pf"," "" Blast you for a sod! "" said Sparks."," "" Aby tě čert vzal! "" řekl Sparks."
"said","say","řekl","říci","pf"," "" Good boykins, Zeus, "" said Doyle uncertainly."," "" Hodný chlapeček je Zeus, "" řekl Doyle nejistě."
"talk","talk","nemluvil","mluvit","impf"," "" Would n't talk to him like that, Doc, "" cautioned Larry."," "" Takhle bych na něj nemluvil, doktore, "" varoval Larry."
"cautioned","caution","varoval","varovat","impf"," "" Would n't talk to him like that, Doc, "" cautioned Larry."," "" Takhle bych na něj nemluvil, doktore, "" varoval Larry."
"said","say","řekl","říci","pf"," "" Ca n't have that, can we? "" said Doyle."," "" To nesmíme připustit, "" řekl Doyle."
"kept","keep","udržovali","udržovat","impf"," Staying to the shelter of the opposite slope, they kept the light of the lanterns in sight maintaining pace with the column."," Kryti protějším svahem, udržovali krok se zástupem a neztráceli lucerny z dohledu."
"maintaining","maintain","udržovali","udržovat","impf"," Staying to the shelter of the opposite slope, they kept the light of the lanterns in sight maintaining pace with the column."," Kryti protějším svahem, udržovali krok se zástupem a neztráceli lucerny z dohledu."
"saw","see","zahlédli","zahlédnout","pf"," Before long they saw a bright glow issuing from a shadowy structure set on a narrow rise a half mile south of the tracks."," Zanedlouho zahlédli jasnou záři vycházející z šedé budovy, usazené na nedaleké vyvýšenině asi půl míle jižně od trati."
"identified","identify","poznal","poznat","pf"," Doyle identified it as one of the low buildings spotted from the window at Ravenscar."," Doyle v ní poznal jednu z nízkých budov, které spatřii z okna Ravenscaru."
"heard","hear","zaslechli","zaslechnout","pf"," They heard what sounded like gunfire inside : single shots and occasional volleys."," Zevnitř zaslechli něco, co znělo jako výstřely : jednotlivé výstřely a příležitostně dávky."
"sounded","sound","znělo","znít","impf"," They heard what sounded like gunfire inside : single shots and occasional volleys."," Zevnitř zaslechli něco, co znělo jako výstřely : jednotlivé výstřely a příležitostně dávky."
"call","call","nazýval","nazývat","impf"," "" Why would the boy call you one, then?"," "" Proč by tak potom ten chlapec nazýval vás?"
"answer","answer","neodpovídáte","odpovídat","impf"," On the face of it, you do n't readily answer to the description. """," Na první pohled tomu popisu příliš neodpovídáte. """
"said","say","odpověděl","odpovědět","pf"," "" I have no idea, "" said Sparks."," "" Nemám ponětí, "" odpověděl Sparks."
"confused","confuse","zmaten","zmást","pf"," He seemed as genuinely conflicted and confused as Doyle."," Zdálo se, že je stejně opravdově dezorientován a zmaten jako Doyle sám."
"hits","hit","narazí","narazit","pf"," And by the time his head hits the ground, the spirit of man has fled his poncey body. """," Jenže v tý chvíli, kdy hlavou narazí na podlahu, duše toho chlápka už se z jeho slabčáckýho těla dávno vypařila. """
"said","say","řekl","říci","pf"," "" He was dead, "" said Doyle, as agreeably as possible."," "" Byl mrtev, "" řekl Doyle tak souhlasně, jak jen dovedl."
"narrowed","narrow","zúžila","zúžit","pf"," He was a fugitive from justice, plain and simple, and his choices had narrowed considerably :"," Stručně a jasně, je nyní uprchlíkem před spravedlností a možnost výběru se mu značně zúžila."
"attempt","attempt","pokusit","pokusit","pf"," He could either attempt an escape from Sparks to throw himself on the uncertain mercies of the police -- risking the untold consequences of Sparks 's formidable wrath -- or cast his lot with the man and his band of outsiders to whatever uncertain end lay in store."," Buď se může pokusit utéci od Sparkse a vydat se tak na nejistou milost policie - - - a riskovat nepředvídatelné následky Sparksova hněvu, který nelze podceňovat - - - anebo s ním a s jeho partou podivínů spojit svůj osud, ať mu to přinese jakýkoliv konec."
"suggest","suggest","navrhujete","navrhovat","impf"," "" What do you suggest we do? """," "" Co navrhujete podniknout? """
"recommend","recommend","Nedoporučoval","doporučovat","impf"," "" I do n't recommend climbing."," "" Nedoporučoval bych výstup nahoru."
"find","find","našli","najít","pf"," Even if we find a way to open the trap from this side, if someone is waiting for us -- """," I kdybychom našli způsob, jak tu past otevřít z této strany, pokud tam na nás někdo čeká - - - """
"open","open","otevřít","otevřít","pf"," Even if we find a way to open the trap from this side, if someone is waiting for us -- """," I kdybychom našli způsob, jak tu past otevřít z této strany, pokud tam na nás někdo čeká - - - """
