"describe","describe","popíše","popsat","pf"," Six decades later she would describe how at the age of thirteen she had written her way through a whole history of literature, beginning with stories derived from the European tradition of folk tales, through drama with simple moral intent, to arrive at an impartial psychological realism which she had discovered for herself, one special morning during a heat wave in 1935."," O šest desetiletí později popíše, jak se ve věku třinácti let propsala celou historií literatury, počínaje povídkami odvozenými z evropské tradice lidových vyprávění, přes drama s jednoduchým morálním podtextem, až dospěla k nezaujatému psychologickému realismu, který sama objevila, jednoho zvláštního dopoledne za vlny veder v roce 1935."
"pretending","pretend","tvářit","tvářit","impf"," Not everything had a cause, and pretending otherwise was an interference in the workings of the world that was futile, and could even lead to grief."," Ne všechno má svoji příčinu a tvářit se, že je tomu jinak, znamenalo vměšovat se do zákonitostí světa, což je zbytečné, a dokonce by to mohlo vést ke zklamání."
"lead","lead","vést","vést","impf"," Not everything had a cause, and pretending otherwise was an interference in the workings of the world that was futile, and could even lead to grief."," Ne všechno má svoji příčinu a tvářit se, že je tomu jinak, znamenalo vměšovat se do zákonitostí světa, což je zbytečné, a dokonce by to mohlo vést ke zklamání."
"slowed","slow","zpomalila","zpomalit","pf"," Here she slowed as she turned down the driveway towards the bridge."," Tady zpomalila a zabočila na příjezdovou cestu k mostu."
"thought","think","pomyslela","pomyslet","pf"," She was back at her starting point and thought she was bound to see the others, or hear their calls."," Vrátila se do výchozího bodu a pomyslela si, že už by měla vidět ostatní nebo slyšet jejich volání."
"thought","think","měla","mít","impf"," She was back at her starting point and thought she was bound to see the others, or hear their calls."," Vrátila se do výchozího bodu a pomyslela si, že už by měla vidět ostatní nebo slyšet jejich volání."
"see","see","vidět","vidět","impf"," She was back at her starting point and thought she was bound to see the others, or hear their calls."," Vrátila se do výchozího bodu a pomyslela si, že už by měla vidět ostatní nebo slyšet jejich volání."
"hear","hear","slyšet","slyšet","impf"," She was back at her starting point and thought she was bound to see the others, or hear their calls."," Vrátila se do výchozího bodu a pomyslela si, že už by měla vidět ostatní nebo slyšet jejich volání."
"made","make","přiměly","přimět","pf"," The dark shapes of the widely spaced trees across the park made her hesitate."," Temné obrysy doširoka rozklenutých stromů v parku ji přiměly zaváhat."
"hesitate","hesitate","zaváhat","zaváhat","pf"," The dark shapes of the widely spaced trees across the park made her hesitate."," Temné obrysy doširoka rozklenutých stromů v parku ji přiměly zaváhat."
"hated","hate","nenávidí","nenávidět","impf"," Someone hated her, that had to be remembered, and he was unpredictable and violent."," Musí mít na paměti, že je tady někdo, kdo ji nenávidí, a je nevypočitatelný a násilnický."
"grown","grow","vyrostly","vyrůst","pf"," It was near enough to the water ’ s edge, raised upon a projecting bank, to cast an interesting reflection in the lake, and from most perspectives the row of pillars and the pediment above them were charmingly half obscured by the elms and oaks that had grown up around."," Stál dost blízko břehu, na ostrohu, aby se mohl jímavě odrážet na hladině jezera - z většiny míst byla řada sloupů a fronton nad nimi vidět, zčásti kouzelně zastíněné jilmy a duby, které vyrostly kolem."
"caused","cause","způsobilo","způsobit","pf"," Closer to, the temple had a sorrier look : moisture rising through a damaged damp-course had caused chunks of stucco to fall away."," Při bližším pohledu skýtal chrám smutnější pohled : vlhko pronikající přes zničené izolační vrstvy způsobilo, že opadaly pláty omítky."
"crossed","cross","prošla","projít","pf"," Once through the iron kissing gate, and past the rhododendrons beneath the ha-ha, she crossed the open parkland – sold off to a local farmer to graze his cows on – and came up behind the fountain and its retaining wall and the half-scale reproduction of Bernini ’ s Triton in the Piazza Barberini in Rome."," Jakmile prošla železnými vrátky v plotě a kolem rododendronů pod nízkou zahradní zídkou, přešla přes otevřený rozlehlý park - prodaný jednomu místnímu farmáři, aby tam mohl pást krávy - a vynořila se za fontánou a její opěrnou zdí, která byla napodobeninou v poloviční velikosti Berniniho Tritona na Piazza Barberini v Římě."
"crossed","cross","přešla","přejít","pf"," Once through the iron kissing gate, and past the rhododendrons beneath the ha-ha, she crossed the open parkland – sold off to a local farmer to graze his cows on – and came up behind the fountain and its retaining wall and the half-scale reproduction of Bernini ’ s Triton in the Piazza Barberini in Rome."," Jakmile prošla železnými vrátky v plotě a kolem rododendronů pod nízkou zahradní zídkou, přešla přes otevřený rozlehlý park - prodaný jednomu místnímu farmáři, aby tam mohl pást krávy - a vynořila se za fontánou a její opěrnou zdí, která byla napodobeninou v poloviční velikosti Berniniho Tritona na Piazza Barberini v Římě."
"came","come","přešla","přejít","pf"," Once through the iron kissing gate, and past the rhododendrons beneath the ha-ha, she crossed the open parkland – sold off to a local farmer to graze his cows on – and came up behind the fountain and its retaining wall and the half-scale reproduction of Bernini ’ s Triton in the Piazza Barberini in Rome."," Jakmile prošla železnými vrátky v plotě a kolem rododendronů pod nízkou zahradní zídkou, přešla přes otevřený rozlehlý park - prodaný jednomu místnímu farmáři, aby tam mohl pást krávy - a vynořila se za fontánou a její opěrnou zdí, která byla napodobeninou v poloviční velikosti Berniniho Tritona na Piazza Barberini v Římě."
"sent","send","poslali","poslat","pf"," Sometimes she would be sent on an errand to the dispensary and would have to wait for the pharmacist to return."," Někdy ji pro něco poslali do výdejny léků a musela čekat, až přijde lékárník."
"wait","wait","čekat","čekat","impf"," Sometimes she would be sent on an errand to the dispensary and would have to wait for the pharmacist to return."," Někdy ji pro něco poslali do výdejny léků a musela čekat, až přijde lékárník."
"seeing","see","dívala","dívat","impf"," Imperceptibly, her weight would shift to her right foot as she stared across at the Houses of Parliament without seeing them, and thought not about her journal, but about the long story she had written and sent away to a magazine."," Nevědomky přenesla váhu na pravou nohu a dívala se na Parlament, aniž by jej vnímala, a přemýšlela nikoli o svém deníku, ale o dlouhé povídce, kterou napsala a poslala do časopisu."
"thought","think","přemýšlela","přemýšlet","impf"," Imperceptibly, her weight would shift to her right foot as she stared across at the Houses of Parliament without seeing them, and thought not about her journal, but about the long story she had written and sent away to a magazine."," Nevědomky přenesla váhu na pravou nohu a dívala se na Parlament, aniž by jej vnímala, a přemýšlela nikoli o svém deníku, ale o dlouhé povídce, kterou napsala a poslala do časopisu."
"written","write","napsala","napsat","pf"," Imperceptibly, her weight would shift to her right foot as she stared across at the Houses of Parliament without seeing them, and thought not about her journal, but about the long story she had written and sent away to a magazine."," Nevědomky přenesla váhu na pravou nohu a dívala se na Parlament, aniž by jej vnímala, a přemýšlela nikoli o svém deníku, ale o dlouhé povídce, kterou napsala a poslala do časopisu."
"sent","send","poslala","poslat","pf"," Imperceptibly, her weight would shift to her right foot as she stared across at the Houses of Parliament without seeing them, and thought not about her journal, but about the long story she had written and sent away to a magazine."," Nevědomky přenesla váhu na pravou nohu a dívala se na Parlament, aniž by jej vnímala, a přemýšlela nikoli o svém deníku, ale o dlouhé povídce, kterou napsala a poslala do časopisu."
"bound","bind","svázáno","svázat","pf"," He had no further use for his notes, but too much work, too much success was bound up with them and he could not bring himself to throw them out yet."," Už neměl pro své poznámky žádné další využití, ale bylo s nimi svázáno příliš práce a příliš úspěchu a ještě se nedokázal přimět, aby je vyhodil."
"bring","bring","přimět","přimět","pf"," He had no further use for his notes, but too much work, too much success was bound up with them and he could not bring himself to throw them out yet."," Už neměl pro své poznámky žádné další využití, ale bylo s nimi svázáno příliš práce a příliš úspěchu a ještě se nedokázal přimět, aby je vyhodil."
"throw","throw","vyhodil","vyhodit","pf"," He had no further use for his notes, but too much work, too much success was bound up with them and he could not bring himself to throw them out yet."," Už neměl pro své poznámky žádné další využití, ale bylo s nimi svázáno příliš práce a příliš úspěchu a ještě se nedokázal přimět, aby je vyhodil."
"used","use","použil","použít","pf"," There was a compass with slitted sighting mirror he had once used to walk without maps to Lulworth Cove."," Měl tam kompas se štěrbinovým zrcátkem, který jednou použil, když se vydal bez map k Lulworth Cove."
"read","read","četla","číst","impf"," She had read the note standing shamelessly in the centre of the entrance hall, immediately sensing the danger contained by such crudity."," Beze studu stála uprostřed haly, četla si ten vzkaz a okamžitě vycítila neotesanost, kterou v sobě skrýval."
"sensing","sense","vycítila","vycítit","pf"," She had read the note standing shamelessly in the centre of the entrance hall, immediately sensing the danger contained by such crudity."," Beze studu stála uprostřed haly, četla si ten vzkaz a okamžitě vycítila neotesanost, kterou v sobě skrýval."
"threatened","threaten","ohrozilo","ohrozit","pf"," Something irreducibly human, or male, threatened the order of their household, and Briony knew that unless she helped her sister, they would all suffer."," Řád jejich domácnosti ohrozilo něco nezadržitelně lidského, či spíš mužského, a Briony si uvědomila, že pokud sestře nepomůže, budou trpět všichni."
"helped","help","nepomůže","pomoci","pf"," Something irreducibly human, or male, threatened the order of their household, and Briony knew that unless she helped her sister, they would all suffer."," Řád jejich domácnosti ohrozilo něco nezadržitelně lidského, či spíš mužského, a Briony si uvědomila, že pokud sestře nepomůže, budou trpět všichni."
"suffer","suffer","trpět","trpět","impf"," Something irreducibly human, or male, threatened the order of their household, and Briony knew that unless she helped her sister, they would all suffer."," Řád jejich domácnosti ohrozilo něco nezadržitelně lidského, či spíš mužského, a Briony si uvědomila, že pokud sestře nepomůže, budou trpět všichni."
"helped","help","pomoci","pomoci","pf"," It was also clear that she would have to be helped in a delicate, tactful manner."," Rovněž jí bylo jasné, že bude muset sestře pomoci nějakým ohleduplným, taktním způsobem."
"turn","turn","obrátila","obrátit","pf"," Otherwise, as Briony knew from experience, Cecilia would turn on her."," Jinak by se obrátila proti ní, to Briony věděla ze zkušenosti."
"opened","open","otevřeli","otevřít","pf"," Soldiers had opened up the cafés for themselves and were getting drunk at the tables outside, bawling and laughing."," Vojáci si otevřeli kavárničky sami a teď se u venkovních stolů zpíjeli, hulákali a chechtali se."
"heard","hear","Uslyšel","uslyšet","pf"," He heard Mace and Nettle do the same."," Uslyšel, že Mace a Nettle udělali totéž."
"do","do","udělali","udělat","pf"," He heard Mace and Nettle do the same."," Uslyšel, že Mace a Nettle udělali totéž."
"murmured","murmur","zamumlal","zamumlat","pf"," ‘ Easy, ’ he murmured."," "" Jen klid, "" zamumlal."
"Wait","wait","Počkejte","počkat","pf"," ‘ Wait a little moment. ’"," "" Počkejte chvilku. """
"spoke","speak","mluvil","mluvit","impf"," The figure who spoke was reaching into his pocket."," Ten, který mluvil, si sáhl do kapsy."
"reaching","reach","sáhl","sáhnout","pf"," The figure who spoke was reaching into his pocket."," Ten, který mluvil, si sáhl do kapsy."
"made","make","nedělal","dělat","impf"," His education and age marked him down, but his past made up for that and no one gave him trouble."," Jeho vzdělání a věk ho ocejchovaly, ale jeho minulost to vyvážila, a tak mu nikdo nedělal potíže."
"regarded","regard","považovali","považovat","impf"," Instead, he was regarded as a wise old bird who knew the ways of ‘ them ’, and who was handy when it came to filling out a form."," Místo toho ho považovali za starého mazáka, který ví, jak to "" s nimi "" zaonačit a je po ruce, když je potřeba vyplnit nějaký formulář."
"filling","fill","vyplnit","vyplnit","pf"," Instead, he was regarded as a wise old bird who knew the ways of ‘ them ’, and who was handy when it came to filling out a form."," Místo toho ho považovali za starého mazáka, který ví, jak to "" s nimi "" zaonačit a je po ruce, když je potřeba vyplnit nějaký formulář."
"revealed","reveal","odhalila","odhalit","pf"," When she reached for her skirt, a carelessly raised foot revealed a patch of soil on each pad of her sweetly diminishing toes."," Když se sehnula pro sukni, bezmyšlenkovitě pozvednutá noha odhalila stopu po hlíně na každém bříšku jejích sladce se zužujících prstů."
"comes","come","pude","jít","impf"," Is it true your baby comes out of your bottom, Nurse?"," Je to pravda, že vaše malý pude ven zadkem, sestro?"
"going","go","šlo","jít","impf"," ’ Cos I don ’ t know how mine ’ s going to fit, seeing as ’ ow I ’ m always blocked."," Páč nevim, jak by to šlo s tim mym, dyť víte, jak mi to dycky štósuje."
"held","hold","měla","mít","impf"," There were illuminated points in her vision, little pinpricks, as though the worn fabric of the visible world was being held up against a far brighter light."," Před očima měla světélkující body, drobná bodnutí špendlíkem, jako by držela obnošenou látku viditelného světa před vzdáleným jasnějším světlem."
"held","hold","držela","držet","impf"," There were illuminated points in her vision, little pinpricks, as though the worn fabric of the visible world was being held up against a far brighter light."," Před očima měla světélkující body, drobná bodnutí špendlíkem, jako by držela obnošenou látku viditelného světa před vzdáleným jasnějším světlem."
"raised","raise","vytáhl","vytáhnout","pf"," By the time he had told her that boys would be boys and raised a search party of half a dozen local men from their beds, an hour would have passed, and the twins would have come back on their own, scared into their senses by the immensity of the world at night."," Než by jí vypověděl, že kluci jsou holt kluci, vytáhl z postele půltucet místních mužských, aby šli hledat, uplynula by hodina a dvojčata už by byla sama zpátky, k smrti vyděšená rozlehlostí světa v noci."
"come","come","šli","jít","impf"," By the time he had told her that boys would be boys and raised a search party of half a dozen local men from their beds, an hour would have passed, and the twins would have come back on their own, scared into their senses by the immensity of the world at night."," Než by jí vypověděl, že kluci jsou holt kluci, vytáhl z postele půltucet místních mužských, aby šli hledat, uplynula by hodina a dvojčata už by byla sama zpátky, k smrti vyděšená rozlehlostí světa v noci."
"passed","pass","uplynula","uplynout","pf"," By the time he had told her that boys would be boys and raised a search party of half a dozen local men from their beds, an hour would have passed, and the twins would have come back on their own, scared into their senses by the immensity of the world at night."," Než by jí vypověděl, že kluci jsou holt kluci, vytáhl z postele půltucet místních mužských, aby šli hledat, uplynula by hodina a dvojčata už by byla sama zpátky, k smrti vyděšená rozlehlostí světa v noci."
"begin","begin","začít","začít","pf"," Now France had fallen it was assumed that the bombing of London, the softening-up, must soon begin."," Když teď padla Francie, čekalo se, že co nevidět musí začít bombardování Londýna, aby jej zlomili."
"stay","stay","zůstávat","zůstávat","impf"," No one was to stay in the city unnecessarily."," Nikdo neměl zůstávat ve městě, pokud to nebylo vysloveně nutné."
"prepared","prepare","připravila","připravit","pf"," The breakfast she had prepared was forgotten."," Na snídani, kterou připravila, zapomněli."
"forgotten","forget","zapomněli","zapomenout","pf"," The breakfast she had prepared was forgotten."," Na snídani, kterou připravila, zapomněli."
"moved","move","posunula","posunout","pf"," As Cecilia moved the jam jar of harebells to one side where it could not be knocked over, she exchanged a look with Robbie."," Cecilia posunula sklenici se zvonky ke straně, kde ji nikdo nezvrhne, a přitom na sebe s Robbiem pohlédli."
"want","want","Nechtěli","chtít","impf"," They didn ’ t want their case messed up."," Nechtěli, aby se jim případ zkomplikoval."
"want","want","nechci","chtít","impf"," I know I sound bitter, but my darling, I don ’ t want to be."," Vím, že to vyznívá zahořkle, ale nechci být taková, lásko moje."
"breathe","breathe","dýchat","dýchat","impf"," I feel I can breathe now."," Mám pocit, že můžu volně dýchat."
"expect","expect","Nečekám","čekat","impf"," I don ’ t expect you to forgive me. ’"," "" Nečekám, že mi odpustíš. """
"said","say","řekla","říci","pf"," ‘ Don ’ t worry about that, ’ she said soothingly, and in the second or two during which she drew deeply on her cigarette, Briony flinched as her hopes lifted unreally."," "" S tím si nelam hlavu, "" řekla konejšivě a v té jedné dvou vteřinách, kdy Cecilia dlouze potáhla z cigarety, sebou Briony trhla, jak její naděje nereálně stouply."
"causing","cause","způsobil","způsobit","pf"," A thin stream of Saturday shoppers moved around them, causing them, against their will, to stand closer."," Obléval je tenký pramínek sobotních nakupujících a způsobil, že si museli proti své vůli stoupnout k sobě blíž."
"reminded","remind","připomněl","připomenout","pf"," Robbie reminded her to have money with her when she saw the commissioner for oaths."," Robbie jí připomněl, aby si - až půjde za zmocněným úředníkem - vzala s sebou peníze."
"forget","forget","nezapomněla","zapomenout","pf"," Cecilia told her she was not to forget to take the addresses with her to Surrey."," Cecilia jí připomněla, aby si s sebou do Surrey nezapomněla vzít ty adresy."
"take","take","vzít","vzít","pf"," Cecilia told her she was not to forget to take the addresses with her to Surrey."," Cecilia jí připomněla, aby si s sebou do Surrey nezapomněla vzít ty adresy."
"waiting","wait","čekali","čekat","impf"," They stared at her, waiting for her to leave."," Sledovali ji pohledem a čekali, až odejde."
"leave","leave","odejde","odejít","pf"," They stared at her, waiting for her to leave."," Sledovali ji pohledem a čekali, až odejde."
"replaced","replace","nahradila","nahradit","pf"," However elegant the old Adam-style building had been, however beautifully it once commanded the parkland, the walls could not have been as sturdy as those of the baronial structure that replaced it, and its rooms could never have possessed the same quality of stubborn silence that occasionally smothered the Tallis home."," Jakkoli elegantní bývalo staré sídlo ve stylu stavitele Adama, jakkoli půvabně svého času vévodilo parku, zdi nemohly být tak masivní jako u té velkopanské stavby, která je nahradila, a v pokojích nikdy nemohlo panovat takové umíněné ticho, jaké občas dusilo domácnost Tallisových."
"smothered","smother","dusilo","dusit","impf"," However elegant the old Adam-style building had been, however beautifully it once commanded the parkland, the walls could not have been as sturdy as those of the baronial structure that replaced it, and its rooms could never have possessed the same quality of stubborn silence that occasionally smothered the Tallis home."," Jakkoli elegantní bývalo staré sídlo ve stylu stavitele Adama, jakkoli půvabně svého času vévodilo parku, zdi nemohly být tak masivní jako u té velkopanské stavby, která je nahradila, a v pokojích nikdy nemohlo panovat takové umíněné ticho, jaké občas dusilo domácnost Tallisových."
"felt","feel","pocítila","pocítit","pf"," Emily felt its squat presence now as she closed the front door on the search parties and turned to cross the hallway."," Emily teď pocítila jeho přikrčenou číhající přítomnost, když zavřela hlavní dveře za hledajícími a otočila se, že se pustí přes halu."
"closed","close","zavřela","zavřít","pf"," Emily felt its squat presence now as she closed the front door on the search parties and turned to cross the hallway."," Emily teď pocítila jeho přikrčenou číhající přítomnost, když zavřela hlavní dveře za hledajícími a otočila se, že se pustí přes halu."
"turned","turn","otočila","otočit","pf"," Emily felt its squat presence now as she closed the front door on the search parties and turned to cross the hallway."," Emily teď pocítila jeho přikrčenou číhající přítomnost, když zavřela hlavní dveře za hledajícími a otočila se, že se pustí přes halu."
"began","begin","Začala","začít","pf"," She began to unwind it, and when it was impossible to pass her hand under his leg, she used scissors to cut the dressing away."," Začala je odvíjet, a když nemohla podstrčit ruku pod jeho nohu, vzala nůžky, že obvazy rozstříhne."
"unwind","unwind","odvíjet","odvíjet","impf"," She began to unwind it, and when it was impossible to pass her hand under his leg, she used scissors to cut the dressing away."," Začala je odvíjet, a když nemohla podstrčit ruku pod jeho nohu, vzala nůžky, že obvazy rozstříhne."
"feared","fear","Obávala","obávat","impf"," She feared the worst and breathed through her mouth."," Obávala se nejhoršího a nadechla se otevřenými ústy."
"breathed","breathe","nadechla","nadechnout","pf"," She feared the worst and breathed through her mouth."," Obávala se nejhoršího a nadechla se otevřenými ústy."
"walked","walk","Doprovodil","doprovodit","pf"," He walked with her to Whitehall, towards the bus stop."," Doprovodil ji do Whitehallu na autobusovou zastávku."
"wrote","write","napsal","napsat","pf"," In the precious final minutes he wrote out his address for her, a bleak sequence of acronyms and numbers."," Ve vzácných posledních minutách jí napsal svoji adresu, skličující sled akronymů a čísel."
"explained","explain","Vysvětlil","vysvětlit","pf"," He explained that he would have no leave until his basic training was over."," Vysvětlil jí, že propustku dostane až po základním výcviku."
"granted","grant","dají","dát","pf"," After that, he was granted two weeks."," Potom mu dají čtrnáct dní."
"took","take","vzal","vzít","pf"," She was looking at him, shaking her head in some exasperation, and then, at last, he took her hand and squeezed."," Nespouštěla z něho pohled, a jaksi zoufale vrtěla hlavou, a potom, konečně, ji vzal za ruku a stiskl."
"squeezed","squeeze","stiskl","stisknout","pf"," She was looking at him, shaking her head in some exasperation, and then, at last, he took her hand and squeezed."," Nespouštěla z něho pohled, a jaksi zoufale vrtěla hlavou, a potom, konečně, ji vzal za ruku a stiskl."
"felt","feel","necítil","cítit","impf"," No one felt like confronting the old lady just yet."," Nikdo z nich se ještě necítil na to, aby se znovu střetl se stařenou."
"turned","turn","otočili","otočit","pf"," Then, at the sound of footsteps, they turned and saw two men standing in the entrance."," Pak se otočili za zvukem kroků a uviděli ve vratech dva muže."
"saw","see","uviděli","uvidět","pf"," Then, at the sound of footsteps, they turned and saw two men standing in the entrance."," Pak se otočili za zvukem kroků a uviděli ve vratech dva muže."
"held","hold","držel","držet","impf"," They each held something in their hands, a club perhaps, or a shotgun."," Každý něco držel, možná kyj nebo brokovnici."
"see","see","neviděli","vidět","impf"," Nor could they see the faces of the French brothers."," Ani těm francouzským bratrům neviděli do obličeje."
"irritated","irritate","zlobila","zlobit","impf"," She was still irritated with her brother about the invitation, but she needed him, she wanted a share in his freedom."," Pořád ještě se na bratra zlobila, že Robbieho pozval, ale potřebovala Leona, chtěla s ním sdílet jeho svobodu."
"needed","need","potřebovala","potřebovat","impf"," She was still irritated with her brother about the invitation, but she needed him, she wanted a share in his freedom."," Pořád ještě se na bratra zlobila, že Robbieho pozval, ale potřebovala Leona, chtěla s ním sdílet jeho svobodu."
"wanted","want","potřebovala","potřebovat","impf"," She was still irritated with her brother about the invitation, but she needed him, she wanted a share in his freedom."," Pořád ještě se na bratra zlobila, že Robbieho pozval, ale potřebovala Leona, chtěla s ním sdílet jeho svobodu."
"wanted","want","chtěla","chtít","impf"," She was still irritated with her brother about the invitation, but she needed him, she wanted a share in his freedom."," Pořád ještě se na bratra zlobila, že Robbieho pozval, ale potřebovala Leona, chtěla s ním sdílet jeho svobodu."
"lied","lie","nelhal","lhát","impf"," In Leon ’ s life, or rather, in his account of his life, no one was mean-spirited, no one schemed or lied or betrayed."," V Leonově životě, nebo spíš v jeho vyprávění o jeho životě, se nevyskytovali žádní ničemní lidé, nikdo nepletichařil, ani nelhal, ani nezrazoval."
"existed","exist","existuje","existovat","impf"," Everyone was celebrated at least in some degree, as though it was a cause for wonder that anyone existed at all."," Každý byl proslulý, aspoň do jisté míry, jako by to byl důvod k úžasu, že ten jistý vůbec existuje."
"remembered","remember","Vzpomínal","vzpomínat","impf"," He remembered all his friends ’ best lines."," Vzpomínal na nejlepší vlastnosti všech svých přátel."
"let","let","Nechala","nechat","pf"," She let the pink dress fall on top of the black and, stepping contemptuously through the pile, reached for the gown, her green backless post-finals gown."," Nechala sklouznout růžové šaty na ty černé, pohrdavě z té hromady vystoupila, sáhla po šatech, po těch zelených s volnými zády, koupených po závěrečných zkouškách."
"reached","reach","sáhla","sáhnout","pf"," She let the pink dress fall on top of the black and, stepping contemptuously through the pile, reached for the gown, her green backless post-finals gown."," Nechala sklouznout růžové šaty na ty černé, pohrdavě z té hromady vystoupila, sáhla po šatech, po těch zelených s volnými zády, koupených po závěrečných zkouškách."
"felt","feel","pocítila","pocítit","pf"," As she pulled it on she approved of the firm caress of the bias-cut through the silk of her petticoat, and she felt sleekly impregnable, slippery and secure;"," Když si šaty natáhla, přitakala pevnému polaskání šikmo střižených šatů, které pocítila přes hedvábí spodničky, a připadala si elegantně nedobytná, těžko uchopitelná a chráněná."
"rose","rise","vyšla","vyjít","pf"," it was a mermaid who rose to meet her in her own full-length mirror."," Z dlouhého zrcadla v pokoji jí vyšla na uvítanou mořská panna."
"approaching","approach","blížila","blížit","impf"," She was always there, one moment at the end of a corridor, approaching with a terrible purpose, the next, at Briony ’ s shoulder, murmuring in her ear that she had failed to pay attention during preliminary training to the correct procedures for blanket-bathing male patients : only after the second change of washing water should the freshly soaped back flannel and back towel be passed to the patient so that he could ‘ finish off for himself. ’"," Ta byla všudypřítomná, v jednu chvíli na konci chodby a blížila se s děsivou cílevědomostí, v příští stála Briony u ramene a tlumeně jí do ucha vytýkala, že během přípravného kursu nevěnovala pozornost správnému postupu při koupání mužských pacientů : až teprve po druhé výměně vody v lázni se má čerstvě namydlená žínka na zadek a příslušný ručník podat pacientovi, aby se mohl "" domýt sám ""."
"pay","pay","nevěnovala","věnovat","impf"," She was always there, one moment at the end of a corridor, approaching with a terrible purpose, the next, at Briony ’ s shoulder, murmuring in her ear that she had failed to pay attention during preliminary training to the correct procedures for blanket-bathing male patients : only after the second change of washing water should the freshly soaped back flannel and back towel be passed to the patient so that he could ‘ finish off for himself. ’"," Ta byla všudypřítomná, v jednu chvíli na konci chodby a blížila se s děsivou cílevědomostí, v příští stála Briony u ramene a tlumeně jí do ucha vytýkala, že během přípravného kursu nevěnovala pozornost správnému postupu při koupání mužských pacientů : až teprve po druhé výměně vody v lázni se má čerstvě namydlená žínka na zadek a příslušný ručník podat pacientovi, aby se mohl "" domýt sám ""."
