"glanced","glance","pohlédl","pohlédnout","pf"," Harry glanced at Hermione, who looked very frightened but nodded."," Harry pohlédl na Hermionu, která se tvářila vylekaně, přesto však přikývla."
"scored","score","zaznamenali","zaznamenat","pf"," they had now scored three goals, which put Gryffindor only fifty points ahead -- if Cho got the Snitch before him, Ravenclaw would win."," Jeho hráči zaznamenali tři góly, takže Nebelvír už vedl jen o padesát bodů - kdyby se Cho zmocnila Zlatonky první, Havraspár by zvítězil."
"win","win","zvítězil","zvítězit","pf"," they had now scored three goals, which put Gryffindor only fifty points ahead -- if Cho got the Snitch before him, Ravenclaw would win."," Jeho hráči zaznamenali tři góly, takže Nebelvír už vedl jen o padesát bodů - kdyby se Cho zmocnila Zlatonky první, Havraspár by zvítězil."
"accelerated","accelerate","zrychlil","zrychlit","pf"," Harry accelerated, eyes fixed on the speck of gold ahead -- but just then, Cho appeared out of thin air, blocking him --"," Harry zrychlil, oči upřené na zlatou skvrnku před sebou, v příštím okamžiku se však před ním jako blesk z čistého nebe objevila Cho a zablokovala mu cestu ..."
"appeared","appear","objevila","objevit","pf"," Harry accelerated, eyes fixed on the speck of gold ahead -- but just then, Cho appeared out of thin air, blocking him --"," Harry zrychlil, oči upřené na zlatou skvrnku před sebou, v příštím okamžiku se však před ním jako blesk z čistého nebe objevila Cho a zablokovala mu cestu ..."
"blocking","block","zablokovala","zablokovat","pf"," Harry accelerated, eyes fixed on the speck of gold ahead -- but just then, Cho appeared out of thin air, blocking him --"," Harry zrychlil, oči upřené na zlatou skvrnku před sebou, v příštím okamžiku se však před ním jako blesk z čistého nebe objevila Cho a zablokovala mu cestu ..."
"saw","see","viděl","vidět","impf"," As he moved all these things aside, he saw a long, thin package lying underneath."," Když všechny tyhle dárky odsunul stranou, viděl, že pod nimi leží nějaký podlouhlý úzký balíček."
"lying","lie","leží","ležet","impf"," As he moved all these things aside, he saw a long, thin package lying underneath."," Když všechny tyhle dárky odsunul stranou, viděl, že pod nimi leží nějaký podlouhlý úzký balíček."
"looking","look","díval","dívat","impf"," "" What 's that? "" said Ron, looking over, a freshly unwrapped pair of maroon socks in his hand."," "" Co to je? "" zajímal se Ron, který se mu díval přes rameno s právě vybalenými kaštanově hnědými ponožkami v ruce."
"ripped","rip","roztrhl","roztrhnout","pf"," Harry ripped the parcel open and gasped as a magnificent, gleaming broomstick rolled out onto his bedspread."," Harry roztrhl obal a zůstal nevěřícně zírat, když se z něj na postel vykutálelo nádherné lesklé koště."
"dropped","drop","upustil","upustit","pf"," Ron dropped his socks and jumped off his bed for a closer look."," Ron upustil ponožky a seskočil z postele, aby se na ně mohl podívat zblízka."
"seen","see","Viděli","vidět","impf"," "" We 'd only be seen by ourselves and Hagrid! """," "" Viděli bychom se jen my sami a Hagrid! """
"think","think","myslíš","myslet","impf"," "" Harry, what do you think you 'd do if you saw yourself bursting into Hagrid 's house? "" said Hermione."," "" A co myslíš, že bys udělal, Harry, kdybys uviděl sám sebe vpadnout do Hagridova srubu? "" zeptala se Hermiona."
"do","do","udělal","udělat","pf"," "" Harry, what do you think you 'd do if you saw yourself bursting into Hagrid 's house? "" said Hermione."," "" A co myslíš, že bys udělal, Harry, kdybys uviděl sám sebe vpadnout do Hagridova srubu? "" zeptala se Hermiona."
"do","do","udělal","udělat","pf"," "" Harry, what do you think you 'd do if you saw yourself bursting into Hagrid 's house? "" said Hermione."," "" A co myslíš, že bys udělal, Harry, kdybys uviděl sám sebe vpadnout do Hagridova srubu? "" zeptala se Hermiona."
"saw","see","uviděl","uvidět","pf"," "" Harry, what do you think you 'd do if you saw yourself bursting into Hagrid 's house? "" said Hermione."," "" A co myslíš, že bys udělal, Harry, kdybys uviděl sám sebe vpadnout do Hagridova srubu? "" zeptala se Hermiona."
"think","think","myslel","myslet","impf"," "" I 'd -- I 'd think I 'd gone mad, "" said Harry, "" or I 'd think there was some Dark Magic going on -- """," "" To bych ... to bych se nejspíš zbláznil, "" připustil Harry, "" nebo bych si myslel, že to je určitě dílo nějaké černé magie ... """
"think","think","myslel","myslet","impf"," "" I 'd -- I 'd think I 'd gone mad, "" said Harry, "" or I 'd think there was some Dark Magic going on -- """," "" To bych ... to bych se nejspíš zbláznil, "" připustil Harry, "" nebo bych si myslel, že to je určitě dílo nějaké černé magie ... """
"understand","understand","nechápal","chápat","impf"," You would n't understand, you might even attack yourself!"," Vůbec bys to nechápal, možná bys dokonce sám na sebe zaútočil!"
"attack","attack","zaútočil","zaútočit","pf"," You would n't understand, you might even attack yourself!"," Vůbec bys to nechápal, možná bys dokonce sám na sebe zaútočil!"
"sitting","sit","Seděl","sedět","impf"," This had only one occupant, a man sitting fast asleep next to the window."," Seděl tam jediný cestující, jakýsi muž, který u okna spal hlubokým spánkem."
"checked","check","zarazili","zarazit","pf"," Harry, Ron, and Hermione checked on the threshold."," Harry, Ron a Hermiona se zarazili ve dveřích."
"send","send","posílat","posílat","impf"," He knew that Hagrid would never send him anything dangerous on purpose, but then, Hagrid did n't have a normal person 's view of what was dangerous."," Nepochyboval o tom, že Hagrida by ve snu nenapadlo posílat mu úmyslně něco nebezpečného, potíž ale byla v tom, že Hagrid měl oproti normálním lidem poněkud zkreslenou představu o tom, co je nebezpečné."
"buy","buy","kupuje","kupovat","impf"," Hagrid had been known to befriend giant spiders, buy vicious, three-headed dogs from men in pubs, and sneak illegal dragon eggs into his cabin."," Bylo o něm známo, že se přátelí s obrovskými pavouky, od cizích lidí v hospodě kupuje zuřivé trojhlavé psy a do své hájenky potají nosí zakázaná dračí vejce."
"revealed","reveal","objevila","objevit","pf"," Two weeks before the end of the term, the sky lightened suddenly to a dazzling, opaline white and the muddy grounds were revealed one morning covered in glittering frost."," Dva týdny před koncem pololetí se obloha náhle projasnila, nabyla oslnivě zářivou opalizující barvu a na rozbahněné zemi se jednoho dne ráno objevila jiskřivá pokrývka ledové námrazy."
"reached","reach","došli","dojít","pf"," When they reached the portrait hole they found Sir Cadogan enjoying a Christmas party with a couple of monks, several previous Headmasters of Hogwarts and his fat pony."," Když došli k otvoru v portrétu, zjistili, že sir Cadogan si tam uspořádal vánoční večírek se dvěma mnichy, s několika dřívějšími řediteli bradavické školy a se svým tlustým poníkem."
"found","find","zjistili","zjistit","pf"," When they reached the portrait hole they found Sir Cadogan enjoying a Christmas party with a couple of monks, several previous Headmasters of Hogwarts and his fat pony."," Když došli k otvoru v portrétu, zjistili, že sir Cadogan si tam uspořádal vánoční večírek se dvěma mnichy, s několika dřívějšími řediteli bradavické školy a se svým tlustým poníkem."
"said","say","odpověděl","odpovědět","pf"," "" Scurvy cur, "" said Ron."," "" Hanebný podlec, "" odpověděl Ron."
"admit","admit","vpustil","vpustit","pf"," "" And same to you, sir! "" roared Sir Cadogan, as the painting swung forward to admit them."," "" A to platí i pro vás, pane! "" zahřímal sir Cadogan, když se předklonil, aby je vpustil dovnitř."
"insult","insult","neurážejte","urážet","impf"," Do n't never insult one, ' cause it might be the last thing yeh do. """," Nikdy žádnýho hipogryfa neurážejte, protože by to mohlo bejt to poslední, co v životě uděláte. """
"Do","do","uděláte","udělat","pf"," Do n't never insult one, ' cause it might be the last thing yeh do. """," Nikdy žádnýho hipogryfa neurážejte, protože by to mohlo bejt to poslední, co v životě uděláte. """
"cause","cause","uděláte","udělat","pf"," Do n't never insult one, ' cause it might be the last thing yeh do. """," Nikdy žádnýho hipogryfa neurážejte, protože by to mohlo bejt to poslední, co v životě uděláte. """
"do","do","uděláte","udělat","pf"," Do n't never insult one, ' cause it might be the last thing yeh do. """," Nikdy žádnýho hipogryfa neurážejte, protože by to mohlo bejt to poslední, co v životě uděláte. """
"listening","listen","neposlouchali","poslouchat","impf"," Malfoy, Crabbe, and Goyle were n't listening;"," Malfoy, Crabbe a Goyle neposlouchali."
"disrupt","disrupt","narušit","narušit","pf"," they were talking in an undertone and Harry had a nasty feeling they were plotting how best to disrupt the lesson."," Tiše se spolu bavili a Harry měl nepříjemný pocit, že kují pikle, jak hodinu co nejvíc narušit."
"forced","force","přinutil","přinutit","pf"," He-Who-Must-Not-Be-Named forced me -- """," Ten, jehož jméno nesmíme vyslovit, mě přinutil - """
"see","see","viděl","vidět","impf"," If Crookshanks could see the dog as well, how could it be an omen of Harry 's death?"," Pokud toho psa viděl i Křivonožka, jak mohl být předzvěstí Harryho smrti?"
"need","need","Potřebuju","potřebovat","impf"," I need you to tell me if you can see something! """," "" Potřebuju, abys mi řekl, jestli něco vidíš! """
"tell","tell","řekl","říci","pf"," I need you to tell me if you can see something! """," "" Potřebuju, abys mi řekl, jestli něco vidíš! """
"see","see","vidíš","vidět","impf"," I need you to tell me if you can see something! """," "" Potřebuju, abys mi řekl, jestli něco vidíš! """
"muttered","mutter","zamumlal","zamumlat","pf"," "" S'all dark, Harry, "" Ron muttered thickly."," "" Vždyť je všude tma, Harry, "" zamumlal ospale Ron."
"vanished","vanish","zmizeli","zmizet","pf"," Crookshanks and the dog had vanished."," Křivonožka i pes zmizeli."
"forgotten","forget","zapomenout","zapomenout","pf"," You ca n't all have forgotten the password -- excuse me, I 'm Head Boy -- """," Přece jste všichni nemohli zapomenout heslo - dovolíte, já jsem primus - """
"spread","spread","šířil","šířit","impf"," And then a silence fell over the crowd, from the front first, so that a chill seemed to spread down the corridor."," A pak v celém davu zavládlo ticho, nejprve vpředu a postupně stále dál dozadu, takže to vypadalo, jako by se chodbou šířil mrazivý děs."
"reached","reach","dorazil","dorazit","pf"," Harry reached the dormitory door first, and they sprinted back down the staircase."," Harry dorazil jako první ke dveřím ložnice a společně se rozběhli po schodech dolů."
"opened","open","začaly","začít","pf"," Doors opened behind them, and sleepy voices called after them."," Za zády se jim začaly otevírat dveře a spolužáci za nimi volali ospalými hlasy."
"opened","open","otevírat","otevírat","impf"," Doors opened behind them, and sleepy voices called after them."," Za zády se jim začaly otevírat dveře a spolužáci za nimi volali ospalými hlasy."
"called","call","volali","volat","impf"," Doors opened behind them, and sleepy voices called after them."," Za zády se jim začaly otevírat dveře a spolužáci za nimi volali ospalými hlasy."
"shouted","shout","křičel","křičet","impf"," "" Who shouted? """," "" Kdo to křičel? """
"doing","do","děláte","dělat","impf"," "" What 're you doing? """," "" Co tam děláte? """
"lit","light","osvětlena","osvětlit","pf"," The common room was lit with the glow of the dying fire, still littered with the debris from the party."," Společenská místnost byla osvětlena září dohasínajícího ohně a stále ještě plná odpadků, které tu zbyly po oslavě."
"dreaming","dream","nezdálo","zdát","impf"," "" Are you sure you were n't dreaming, Ron? """," "" Víš jistě, že se ti to nezdálo, Rone? """
"telling","tell","Říkám","říkat","impf"," "" I 'm telling you, I saw him! """," "" Říkám vám, že jsem ho viděl! """
"saw","see","viděl","vidět","impf"," "" I 'm telling you, I saw him! """," "" Říkám vám, že jsem ho viděl! """
"sitting","sit","sedí","sedět","impf"," About two hundred owls, all sitting on shelves, all color-coded depending on how fast you want your letter to get there! """," Je v ní na dvě stovky sov, všechny sedí na regálech a všechny jsou označené barevným kódem podle toho, jak rychle chceš svůj dopis doručit adresátovi! """
"want","want","chceš","chtít","impf"," About two hundred owls, all sitting on shelves, all color-coded depending on how fast you want your letter to get there! """," Je v ní na dvě stovky sov, všechny sedí na regálech a všechny jsou označené barevným kódem podle toho, jak rychle chceš svůj dopis doručit adresátovi! """
"smoke","smoke","kouří","kouřit","impf"," Pepper Imps -- they make you smoke at the mouth -- and great fat Chocoballs full of strawberry mousse and clotted cream, and really excellent sugar quills, which you can suck in class and just look like you 're thinking what to write next -- """," Pepřové kapsle - když je rozkousnete, kouří se vám od úst - a velké tlusté čokobomby plněné mraženou jahodovou pěnou a smetanovými hrudkami a vážně vynikající cukrová párátka, která můžete přežvykovat při hodině a vypadáte přitom, jako byste přemýšleli, co ještě napsat - """
"thinking","think","přemýšleli","přemýšlet","impf"," Pepper Imps -- they make you smoke at the mouth -- and great fat Chocoballs full of strawberry mousse and clotted cream, and really excellent sugar quills, which you can suck in class and just look like you 're thinking what to write next -- """," Pepřové kapsle - když je rozkousnete, kouří se vám od úst - a velké tlusté čokobomby plněné mraženou jahodovou pěnou a smetanovými hrudkami a vážně vynikající cukrová párátka, která můžete přežvykovat při hodině a vypadáte přitom, jako byste přemýšleli, co ještě napsat - """
"write","write","napsat","napsat","pf"," Pepper Imps -- they make you smoke at the mouth -- and great fat Chocoballs full of strawberry mousse and clotted cream, and really excellent sugar quills, which you can suck in class and just look like you 're thinking what to write next -- """," Pepřové kapsle - když je rozkousnete, kouří se vám od úst - a velké tlusté čokobomby plněné mraženou jahodovou pěnou a smetanovými hrudkami a vážně vynikající cukrová párátka, která můžete přežvykovat při hodině a vypadáte přitom, jako byste přemýšleli, co ještě napsat - """
"started","start","začala","začít","pf"," This worked quite well, though it seemed to give him a glazed look, because Aunt Marge started voicing the opinion that he was mentally subnormal."," Docela dobře se to osvědčovalo, i když se mu přitom ve tváři objevoval nesmírně tupý výraz, takže teta Marge začala hlasitě prohlašovat, že je určitě duševně zaostalý."
"cooked","cook","připravila","připravit","pf"," Aunt Petunia cooked a fancy dinner and Uncle Vernon uncorked several bottles of wine."," Teta Petunie připravila slavnostní večeři a strýc Vernon odzátkoval hned několik lahví vína."
"dressed","dress","oblékl","obléknout","pf"," He got up, dressed, went for a last look at the Firebolt, and was just wondering where he 'd have lunch, when someone yelled his name and he turned."," Vstal, oblékl se, naposledy se zašel podívat na Kulový blesk a právě přemýšlel o tom, kam půjde na oběd, když zaslechl, jak na něj někdo volá :"
"wondering","wonder","přemýšlel","přemýšlet","impf"," He got up, dressed, went for a last look at the Firebolt, and was just wondering where he 'd have lunch, when someone yelled his name and he turned."," Vstal, oblékl se, naposledy se zašel podívat na Kulový blesk a právě přemýšlel o tom, kam půjde na oběd, když zaslechl, jak na něj někdo volá :"
"went","go","půjde","jít","impf"," He got up, dressed, went for a last look at the Firebolt, and was just wondering where he 'd have lunch, when someone yelled his name and he turned."," Vstal, oblékl se, naposledy se zašel podívat na Kulový blesk a právě přemýšlel o tom, kam půjde na oběd, když zaslechl, jak na něj někdo volá :"
"sitting","sit","seděli","sedět","impf"," They were there, both of them, sitting outside Florean Fortescue 's Ice Cream Parlor --"," Okamžitě se otočil - a byli tam, oba dva, a seděli před zmrzlinářstvím Floreana Fortescuea."
"grinning","grin","usmíval","usmívat","impf"," "" Finally! "" said Ron, grinning at Harry as he sat down."," "" No konečně! "" ulevil si Ron a široce se usmíval na Harryho, který si k nim přisedl."
"Doing","do","dělá","dělat","impf"," "" Doing what? """," "" Co jak dělá? """
"heard","hear","Slyšel","slyšet","impf"," "" I heard her talking to Professor Vector, that Arithmancy witch, this morning."," "" Slyšel jsem ji dnes ráno mluvit s profesorkou Vektorovou, to je ta čarodějka, co učí věštění z čísel."
"talking","talk","mluvit","mluvit","impf"," "" I heard her talking to Professor Vector, that Arithmancy witch, this morning."," "" Slyšel jsem ji dnes ráno mluvit s profesorkou Vektorovou, to je ta čarodějka, co učí věštění z čísel."
"told","tell","říkal","říkat","impf"," And Ernie McMillan told me she 's never missed a Muggle Studies class, but half of them are at the same time as Divination, and she 's never missed one of them either! """," A Ernie McMillan mi říkal, že nevynechala ještě ani jednu hodinu studia mudlů, a přitom polovina z nich koliduje s jasnovidectvím, na kterém taky ještě nikdy nechyběla! """
"missed","miss","nevynechala","vynechat","pf"," And Ernie McMillan told me she 's never missed a Muggle Studies class, but half of them are at the same time as Divination, and she 's never missed one of them either! """," A Ernie McMillan mi říkal, že nevynechala ještě ani jednu hodinu studia mudlů, a přitom polovina z nich koliduje s jasnovidectvím, na kterém taky ještě nikdy nechyběla! """
"missed","miss","nevynechala","vynechat","pf"," And Ernie McMillan told me she 's never missed a Muggle Studies class, but half of them are at the same time as Divination, and she 's never missed one of them either! """," A Ernie McMillan mi říkal, že nevynechala ještě ani jednu hodinu studia mudlů, a přitom polovina z nich koliduje s jasnovidectvím, na kterém taky ještě nikdy nechyběla! """
"missed","miss","nechyběla","chybět","impf"," And Ernie McMillan told me she 's never missed a Muggle Studies class, but half of them are at the same time as Divination, and she 's never missed one of them either! """," A Ernie McMillan mi říkal, že nevynechala ještě ani jednu hodinu studia mudlů, a přitom polovina z nich koliduje s jasnovidectvím, na kterém taky ještě nikdy nechyběla! """
"missed","miss","nechyběla","chybět","impf"," And Ernie McMillan told me she 's never missed a Muggle Studies class, but half of them are at the same time as Divination, and she 's never missed one of them either! """," A Ernie McMillan mi říkal, že nevynechala ještě ani jednu hodinu studia mudlů, a přitom polovina z nich koliduje s jasnovidectvím, na kterém taky ještě nikdy nechyběla! """
"watched","watch","sledovali","sledovat","impf"," Ron, who had fought his way through to Harry 's side, doubled up with laughter as they watched Malfoy fighting to extricate himself from the robe, Goyle 's head still stuck inside it."," Ron, který se propracoval vedle Harryho, se prohýbal smíchy, když sledovali, jak se Malfoy zoufale snaží vymanit se ze svého hábitu, v němž dosud vězela i Goylova hlava."
"extricate","extricate","vymanit","vymanit","pf"," Ron, who had fought his way through to Harry 's side, doubled up with laughter as they watched Malfoy fighting to extricate himself from the robe, Goyle 's head still stuck inside it."," Ron, který se propracoval vedle Harryho, se prohýbal smíchy, když sledovali, jak se Malfoy zoufale snaží vymanit se ze svého hábitu, v němž dosud vězela i Goylova hlava."
"stuck","stick","vězela","vězet","impf"," Ron, who had fought his way through to Harry 's side, doubled up with laughter as they watched Malfoy fighting to extricate himself from the robe, Goyle 's head still stuck inside it."," Ron, který se propracoval vedle Harryho, se prohýbal smíchy, když sledovali, jak se Malfoy zoufale snaží vymanit se ze svého hábitu, v němž dosud vězela i Goylova hlava."
"Come","come","Pojď","jít","impf"," "" Come on, Harry! "" said George, fighting his way over."," "" Pojď, Harry! "" zavolal George, který se k nim pokoušel prodrat davem."
"goes","go","chodí","chodit","impf"," Famous Harry Potter goes where he wants to, with no thought for the consequences. """," Slavný Harry Potter si chodí, kam se mu zachce, a o důsledcích svého jednání nepřemýšlí. """
"said","say","prohlásil","prohlásit","pf"," "" How extraordinarily like your father you are, Potter, "" Snape said suddenly, his eyes glinting."," "" Jak pozoruhodně se podobáte svému otci, Pottere, "" prohlásil znenadání Snape a oči se mu leskly."
"glinting","glint","leskly","lesknout","impf"," "" How extraordinarily like your father you are, Potter, "" Snape said suddenly, his eyes glinting."," "" Jak pozoruhodně se podobáte svému otci, Pottere, "" prohlásil znenadání Snape a oči se mu leskly."
"disappeared","disappear","Zmizel","zmizet","pf"," He disappeared and George heaved a sigh."," Zmizel a George si zhluboka povzdechl."
"getting","get","dostaneme","dostat","pf"," "" How 're we getting to King 's Cross tomorrow, Dad? "" asked Fred as they dug into a sumptuous chocolate pudding."," "" Jak se zítra dostaneme na King ' s Cross, taťko? "" zajímal se Fred, když ponořili lžíce do opulentního čokoládového pudinku."
"open","open","otevřít","otevřít","pf"," "" How do we open our books? "" Malfoy repeated."," "" Jak si máme ty učebnice otevřít? "" opakoval Malfoy."
"repeated","repeat","opakoval","opakovat","impf"," "" How do we open our books? "" Malfoy repeated."," "" Jak si máme ty učebnice otevřít? "" opakoval Malfoy."
"handed","hand","Podal","podat","pf"," He handed Harry a large bar of Honeydukes ' best chocolate."," Podal Harrymu velkou tabulku té nejlepší čokolády z Medového ráje."
"Eat","eat","Sněz","sníst","pf"," "" Eat the lot, or Madam Pomfrey will be after my blood."," "" Sněz ji celou, jinak mě totiž madame Pomfreyová přizabije."
"hear","hear","neslyší","slyšet","impf"," "" How come the Muggles do n't hear the bus? "" said Harry."," "" Jak je možné, že mudlové ten autobus neslyší? "" podivil se Harry."
"said","say","řekl","říci","pf"," "" Them! "" said Stan contemptuously."," "" Sím tě, mudlové! "" řekl pohrdavě Stan."
"go","go","jít","jít","impf"," "" Best go wake up Madam Marsh, Stan, "" said Ern."," "" Měl bys asi jít vzbudit madame Marshovou, Stane, "" ozval se Ern."
"dropped","drop","Upustila","upustit","pf"," She dropped Crookshanks onto Seamus 's empty bed and stared, open-mouthed, at the Firebolt."," Upustila Křivonožku na Seamusovy prázdnou postel a s pusou dokořán ohromeně zírala na Kulový blesk."
"stared","stare","zírala","zírat","impf"," She dropped Crookshanks onto Seamus 's empty bed and stared, open-mouthed, at the Firebolt."," Upustila Křivonožku na Seamusovy prázdnou postel a s pusou dokořán ohromeně zírala na Kulový blesk."
"sent","send","poslal","poslat","pf"," Who sent you that? """," Kdo ti tohle poslal? """
"appear","appear","nezdálo","zdát","impf"," To his great surprise, Hermione did not appear either excited or intrigued by the news."," K jeho velkému překvapení se nezdálo, že by tahle novinka Hermionu nějak zvlášť vzrušila nebo zaskočila."
"excited","excite","vzrušila","vzrušit","pf"," To his great surprise, Hermione did not appear either excited or intrigued by the news."," K jeho velkému překvapení se nezdálo, že by tahle novinka Hermionu nějak zvlášť vzrušila nebo zaskočila."
"believed","believe","věřil","věřit","impf"," For maybe half an hour, a glorious half hour, he had believed he would be living with Sirius from now on ... his parents ' best friend ..."," Asi tak půlhodinu, báječnou a skvělou půlhodinu věřil tomu, že začne bydlet se Siriusem ... s nejlepším přítelem svých rodičů ..."
"living","live","bydlet","bydlet","impf"," For maybe half an hour, a glorious half hour, he had believed he would be living with Sirius from now on ... his parents ' best friend ..."," Asi tak půlhodinu, báječnou a skvělou půlhodinu věřil tomu, že začne bydlet se Siriusem ... s nejlepším přítelem svých rodičů ..."
"challenging","challenge","vyzýval","vyzývat","impf"," Sir Cadogan spent half his time challenging people to duels, and the rest thinking up ridiculously complicated passwords, which he changed at least twice a day."," Sir Cadogan polovinu času trávil tím, že žáky vyzýval na souboj, a zbytek tím, že si vymýšlel směšně komplikovaná vstupní hesla, která přinejmenším dvakrát denně měnil."
"changed","change","měnil","měnit","impf"," Sir Cadogan spent half his time challenging people to duels, and the rest thinking up ridiculously complicated passwords, which he changed at least twice a day."," Sir Cadogan polovinu času trávil tím, že žáky vyzýval na souboj, a zbytek tím, že si vymýšlel směšně komplikovaná vstupní hesla, která přinejmenším dvakrát denně měnil."
"get","get","dostat","dostat","pf"," "" Ca n't we get anyone else? """," "" Nemůžeme dostat někoho jiného? """
"wanted","want","nechtěl","chtít","impf"," "" None of the other pictures wanted the job, "" said Percy."," "" Nikdo jiný tu práci nechtěl vzít, "" vysvětloval Percy."
"stop","stop","zarazit","zarazit","pf"," Harry tore from the dining room before anyone could stop him, heading for the cupboard under the stairs."," Harry se z obývacího pokoje vytratil dřív, než ho někdo stačil zarazit, a zamířil rovnou k přístěnku pod schody."
"reached","reach","dorazil","dorazit","pf"," The cupboard door burst magically open as he reached it."," Jeho dveře se čarovně rozletěly v okamžiku, kdy k nim dorazil."
"threw","throw","vrhl","vrhnout","pf"," He sprinted upstairs and threw himself under the bed, wrenching up the loose floorboard, and grabbed the pillowcase full of his books and birthday presents."," Tryskem vyběhl po schodech, vrhl se pod postel, vytrhl z podlahy uvolněné prkno a popadl povlak na polštář, který byl plný jeho knih a dárků k narozeninám."
"wrenching","wrench","vytrhl","vytrhnout","pf"," He sprinted upstairs and threw himself under the bed, wrenching up the loose floorboard, and grabbed the pillowcase full of his books and birthday presents."," Tryskem vyběhl po schodech, vrhl se pod postel, vytrhl z podlahy uvolněné prkno a popadl povlak na polštář, který byl plný jeho knih a dárků k narozeninám."
"grabbed","grab","popadl","popadnout","pf"," He sprinted upstairs and threw himself under the bed, wrenching up the loose floorboard, and grabbed the pillowcase full of his books and birthday presents."," Tryskem vyběhl po schodech, vrhl se pod postel, vytrhl z podlahy uvolněné prkno a popadl povlak na polštář, který byl plný jeho knih a dárků k narozeninám."
"remained","remain","zůstávala","zůstávat","impf"," Hermione, who remained convinced that she had acted for the best, started avoiding the common room."," Hermiona, která i nadále zůstávala přesvědčena, že udělala to nejlepší, co udělat mohla, se začala společenské místnosti vyhýbat."
"started","start","začala","začít","pf"," Hermione, who remained convinced that she had acted for the best, started avoiding the common room."," Hermiona, která i nadále zůstávala přesvědčena, že udělala to nejlepší, co udělat mohla, se začala společenské místnosti vyhýbat."
"avoiding","avoid","vyhýbat","vyhýbat","impf"," Hermione, who remained convinced that she had acted for the best, started avoiding the common room."," Hermiona, která i nadále zůstávala přesvědčena, že udělala to nejlepší, co udělat mohla, se začala společenské místnosti vyhýbat."
"shifted","shift","posunul","posunout","pf"," Lupin shifted the grindylow tank slightly so that he and Dumbledore could shake hands."," Lupin si pod paží nepatrně posunul akvárium od ďasovce, aby si mohl s Brumbálem potřást rukou."
