"offer","offer","nepodal","podat","pf"," LAM DIDN'T SAY HELLO or offer to shake hands."," Lam nepozdravil ani nám nepodal ruku."
"went","go","šel","jít","impf"," I paced the three rooms until midnight, then dressed again and went for a walk in the cold."," Až do půlnoci jsem rázoval třemi místnostmi bytu, pak jsem se znovu oblékl a šel se projít do zimy."
"ponder","ponder","uvažuje","uvažovat","impf"," When a marriage crumbles, you ponder all scenarios."," Když se rozpadá manželství, uvažuje člověk o všech možnostech."
"wanted","want","chtěl","chtít","impf"," They were for pain and stiffness, and I wanted a clear head."," Měly potlačoval bolest a strnulost, jenže já jsem chtěl mít čistou hlavu."
"numbered","number","sečteny","sečíst","pf"," With nothing broken or tipped, my hours as a patient were numbered."," Neměl jsem nic zlomeného ani natrženého, a tak byly moje hodiny v roli pacienta sečteny."
"suggested","suggest","Navrhl","navrhnout","pf"," He suggested another round of X-rays, to be safe."," Navrhl, že si pro jistotu udělají ještě jeden snímek."
"tried","try","Zkusil","zkusit","pf"," I tried to say no, but he had already discussed file matter with my wife."," Zkusil jsem to odmítnout, jenže on už to slačil prodiskulovat s mou ženou."
"lie","lie","Nelži","lhát","impf"," "" Do n't lie. """," "" Nelži. """
"go","go","začnou","začít","pf"," The letters would go back and forth with each side generally able to predict what the other might do."," Dopisy začnou chodit sem a tam, a obě strany jsou tak schopné alespoň zhruba odhadnout, co může ten druhý podniknout."
"go","go","chodit","chodit","impf"," The letters would go back and forth with each side generally able to predict what the other might do."," Dopisy začnou chodit sem a tam, a obě strany jsou tak schopné alespoň zhruba odhadnout, co může ten druhý podniknout."
"proved","prove","prokáže","prokázat","pf"," If liability could be proved, then a quiet settlement would probably occur."," Pokud se prokáže spolehlivost v jednání, dojde zpravidla k tiché dohodě."
"occur","occur","dojde","dojít","pf"," If liability could be proved, then a quiet settlement would probably occur."," Pokud se prokáže spolehlivost v jednání, dojde zpravidla k tiché dohodě."
"avoided","avoid","vyhnout","vyhnout","pf"," Litigation could be avoided."," Touhle metodou se dá vyhnout žalobě."
"see","see","vidět","vidět","impf"," My parents got to see the grandkids once a year, if all went well."," Pokud je všechno v pořádku, mohou rodiče vidět vnoučata jednou ročně."
"rented","rent","najal","najmout","pf"," I rented a car at the Memphis airport and drove east into the sprawling suburbs where the white people lived."," Na memphiském letišti jsem si najal auto a vyrazil na východ, na rozlehlé předměstí, kde bydleli běloši."
"lived","live","bydleli","bydlet","impf"," I rented a car at the Memphis airport and drove east into the sprawling suburbs where the white people lived."," Na memphiském letišti jsem si najal auto a vyrazil na východ, na rozlehlé předměstí, kde bydleli běloši."
"move","move","přesunuli","přesunout","pf"," Sometimes the blacks would move into a subdivision, and the whites would move to another one, farther away."," Čas od času se černí přesunuli do nějaké okrajovější čtvrti a bílí se odstěhovali ještě o kus dál."
"move","move","přesunuli","přesunout","pf"," Sometimes the blacks would move into a subdivision, and the whites would move to another one, farther away."," Čas od času se černí přesunuli do nějaké okrajovější čtvrti a bílí se odstěhovali ještě o kus dál."
"running","run","pronásledovala","pronásledovat","impf"," Memphis crept eastward, the races running from each other."," Jak jedna rasa pronásledovala druhou, rozpínal se Memphis na východ."
"ordered","order","objednal","objednat","pf"," I sidled up to the counter and ordered a large latte."," Usadil jsem se u pultu a objednal si kávu."
"opened","open","otevřel","otevřít","pf"," Then I opened the newspaper and found the one litde story I 'd lost sleep over."," Pak jsem otevřel noviny a našel tam jeden drobný článeček, který mě okamžitě probral."
"found","find","našel","najít","pf"," Then I opened the newspaper and found the one litde story I 'd lost sleep over."," Pak jsem otevřel noviny a našel tam jeden drobný článeček, který mě okamžitě probral."
"planned","plan","naplánovali","naplánovat","pf"," My friends at Drake & Sweeney had planned it well."," Moji přátelé od Drakea & Sweeneyho si to naplánovali dobře."
"offer","offer","nabídnout","nabídnout","pf"," "" We can offer you thirty thousand a year, but we can only promise you half of it for the first sLx months. """," "" Můžeme ti nabídnout třicet tisíc ročně, ale slíbit ti můžu jen polovinu na šest měsíců dopředu. """
"promise","promise","slíbit","slíbit","pf"," "" We can offer you thirty thousand a year, but we can only promise you half of it for the first sLx months. """," "" Můžeme ti nabídnout třicet tisíc ročně, ale slíbit ti můžu jen polovinu na šest měsíců dopředu. """
"tell","tell","říct","říci","pf"," "" The trust closes its books June thirtieth, at which time they 'll tell us how much we get for the next fiscal year, beginning July first."," "" Nadace má účetní uzávěrku třináctého června a teprve v tu chvíli nám můžou říct, kolik dostaneme na další fiskální rok, tedy od prvního července."
"get","get","dostaneme","dostat","pf"," "" The trust closes its books June thirtieth, at which time they 'll tell us how much we get for the next fiscal year, beginning July first."," "" Nadace má účetní uzávěrku třináctého června a teprve v tu chvíli nám můžou říct, kolik dostaneme na další fiskální rok, tedy od prvního července."
"pay","pay","zaplatili","zaplatit","pf"," We have enough in reserve to pay you for the next six months."," Máme dostatečné rezervy, abychom ti zaplatili následujících šest měsíců."
"learned","learn","zjistil","zjistit","pf"," He referred me to another, and with little effort I learned that the guy I wanted was Hector Palma."," Předal mě někomu dalšímu a bez většího úsilí jsem zjistil, že mladík, o kterého mi jde, se jmenuje Hector Palma."
"called","call","zavolal","zavolat","pf"," Mordecai called."," Pak zavolal Mordecai."
"said","say","prohlásil","prohlásit","pf"," "" I 'll treat, "" he said."," "" Pozval bych tě, "" prohlásil."
"bypass","bypass","obejdeme","obejít","pf"," SINCE Lontae Burton 's father was a person unknown to us, and probably unknown to the world, and since her mother and all siblings were behind bars, we made the tactical decision to bypass the family and use a trustee as a client."," JELIKOŽ OTEC LONTAE BURTONOVÉ BYL PRO NÁS - a nejspíš pro celý svět - neznámou osobou a jelikož její matka a všichni sourozenci se momentálně nacházeli za mřížemi, dospěli jsme k taktickému rozhodnutí, že rodinu obejdeme a využijeme jako klienta správce pozůstalosti."
"use","use","využijeme","využít","pf"," SINCE Lontae Burton 's father was a person unknown to us, and probably unknown to the world, and since her mother and all siblings were behind bars, we made the tactical decision to bypass the family and use a trustee as a client."," JELIKOŽ OTEC LONTAE BURTONOVÉ BYL PRO NÁS - a nejspíš pro celý svět - neznámou osobou a jelikož její matka a všichni sourozenci se momentálně nacházeli za mřížemi, dospěli jsme k taktickému rozhodnutí, že rodinu obejdeme a využijeme jako klienta správce pozůstalosti."
"asked","ask","požádal","požádat","pf"," While I was in Chicago Monday morning, Mordecai appeared before a judge in the D. C. Family Court and asked for a temporary trustee to serve as guardian of the estates of Lontae Burton and each of her children."," Zatímco já jsem trávil pondělní dopoledne v Chicagu, Mordecai předstoupil před soudce městského občanského soudu a požádal o jmenování dočasného právního zástupce, který by byl pověřen správou pozůstalosti Lontae Burtonové a všech jejích dětí."
"stand","stand","neměl","mít","impf"," He was a lowly paralegal, in no position to give advice, or offer opinions, or stand in the way of a deal."," Byl pouhý koncipient a neměl právo uděloval rady ani nabízet svoje názory, natož stavět se do cesty jakýmkoliv rozhodnutím."
"crashed","crash","spadlo","spadnout","pf"," If my plane crashed, or if I got mugged and someone stole it, I wanted a copy tucked away deep in the files of the 14th Street Legal Clinic."," Kdyby se mnou spadlo letadlo nebo kdyby mě někdo přepadl a okradl, bude hlášení alespoň bezpečně uložené ve spisech právní poradny na 14. ulici."
"mugged","mug","přepadl","přepadnout","pf"," If my plane crashed, or if I got mugged and someone stole it, I wanted a copy tucked away deep in the files of the 14th Street Legal Clinic."," Kdyby se mnou spadlo letadlo nebo kdyby mě někdo přepadl a okradl, bude hlášení alespoň bezpečně uložené ve spisech právní poradny na 14. ulici."
"pointed","point","ukázal","ukázat","pf"," At Second and D, he pointed to a long, three-story building - home to thirteen hundred people."," Na rohu Druhé ulice a D mi ukázal dlouhou dvoupatrovou budovu - domov pro třináct set lidí."
"founded","found","založila","založit","pf"," THE CCNV was founded in the early seventies by a group of war protestors who had assembled in Washington to torment the government."," CBN založila počátkem sedmdesátých let skupina nadšenců protestujících proti válce, kteří se ve Washingtonu dali dohromady, aby obtěžovali vládu."
"torment","torment","obtěžovali","obtěžovat","impf"," THE CCNV was founded in the early seventies by a group of war protestors who had assembled in Washington to torment the government."," CBN založila počátkem sedmdesátých let skupina nadšenců protestujících proti válce, kteří se ve Washingtonu dali dohromady, aby obtěžovali vládu."
"lived","live","Bydleli","bydlet","impf"," They lived together in a house in Northwest."," Bydleli společně v jednom domě v severovýchodní části města."
"met","meet","setkali","setkat","pf"," During their protests around the Capitol, they met homeless veterans of Vietnam, and began taking them in."," Během protestů před Capitolem se setkali s veterány z Vietnamu, kteří neměli kde hlavu složit, a začali si je brát domů."
"began","begin","začali","začít","pf"," During their protests around the Capitol, they met homeless veterans of Vietnam, and began taking them in."," Během protestů před Capitolem se setkali s veterány z Vietnamu, kteří neměli kde hlavu složit, a začali si je brát domů."
"taking","take","brát","brát","impf"," During their protests around the Capitol, they met homeless veterans of Vietnam, and began taking them in."," Během protestů před Capitolem se setkali s veterány z Vietnamu, kteří neměli kde hlavu složit, a začali si je brát domů."
"arrested","arrest","zatkli","zatknout","pf"," Word would leak that I had been arrested."," Určitě se provalí, že mě zatkli."
"do","do","provedu","provést","pf"," My friends would shake their heads and wonder what else I could do to screw up my life."," Přátelé budou vrtět hlavou a přemítat, co ještě provedu, abych si co nejvíc podělal život."
"closed","close","Zavřel","zavřít","pf"," I closed my eyes and tried to get comfortable, which I found impossible to do while sitting on my hands."," Zavřel jsem oči a snažil se najít co nejpohodlnější pozici, ale zjistil jsem, že když si člověk sedí na rukou, moc to nejde."
"tried","try","snažil","snažit","impf"," I closed my eyes and tried to get comfortable, which I found impossible to do while sitting on my hands."," Zavřel jsem oči a snažil se najít co nejpohodlnější pozici, ale zjistil jsem, že když si člověk sedí na rukou, moc to nejde."
"found","find","najít","najít","pf"," I closed my eyes and tried to get comfortable, which I found impossible to do while sitting on my hands."," Zavřel jsem oči a snažil se najít co nejpohodlnější pozici, ale zjistil jsem, že když si člověk sedí na rukou, moc to nejde."
"found","find","zjistil","zjistit","pf"," I closed my eyes and tried to get comfortable, which I found impossible to do while sitting on my hands."," Zavřel jsem oči a snažil se najít co nejpohodlnější pozici, ale zjistil jsem, že když si člověk sedí na rukou, moc to nejde."
"sitting","sit","sedí","sedět","impf"," I closed my eyes and tried to get comfortable, which I found impossible to do while sitting on my hands."," Zavřel jsem oči a snažil se najít co nejpohodlnější pozici, ale zjistil jsem, že když si člověk sedí na rukou, moc to nejde."
"do","do","nejde","jít","impf"," I closed my eyes and tried to get comfortable, which I found impossible to do while sitting on my hands."," Zavřel jsem oči a snažil se najít co nejpohodlnější pozici, ale zjistil jsem, že když si člověk sedí na rukou, moc to nejde."
"see","see","neuvidím","uvidět","pf"," I drove through sections of the city I had never been near and probably would never see again."," Projížděl jsem částmi města, k nimž jsem se nikdy předtím ani nepřiblížil a které už nejspíš nikdy neuvidím."
"shut","shut","zavřela","zavřít","pf"," OF COURSE, not even a snowstorm could shut down Drake & Sweeney."," Ani vánice pochopitelně nemohla přimět firmu Drake & Sweeney, aby zavřela krám."
"ting","ting","nezvoní","zvonit","impf"," I knew lawyers there who loved midnights and Sundays because the phones did n't ting."," Znám právníky, kteří mají nejraději půlnoc a neděli, protože to tam nezvoní telefony."
"work","work","nepracují","pracovat","impf"," Preschoolers do not work, do not earn money, and the courts generally do not allow predictions about future earning capacity."," Děti v předškolním věku nepracují, nevydělávají peníze a soudy si obecně vzato nepřipouštějí, že jednoho dne vydělávat budou."
"earn","earn","nevydělávají","vydělávat","impf"," Preschoolers do not work, do not earn money, and the courts generally do not allow predictions about future earning capacity."," Děti v předškolním věku nepracují, nevydělávají peníze a soudy si obecně vzato nepřipouštějí, že jednoho dne vydělávat budou."
"allow","allow","nepřipouštějí","připouštět","impf"," Preschoolers do not work, do not earn money, and the courts generally do not allow predictions about future earning capacity."," Děti v předškolním věku nepracují, nevydělávají peníze a soudy si obecně vzato nepřipouštějí, že jednoho dne vydělávat budou."
"earn","earn","vydělávat","vydělávat","impf"," Preschoolers do not work, do not earn money, and the courts generally do not allow predictions about future earning capacity."," Děti v předškolním věku nepracují, nevydělávají peníze a soudy si obecně vzato nepřipouštějí, že jednoho dne vydělávat budou."
"made","make","dělat","dělat","impf"," With a spotty employment history, some weighty assumptions were made."," Moc často nepracovala, a tak bylo těžké dělat nějaké zásadní závěry."
"find","find","sehnala","sehnat","pf"," She was twenty-two, and she would one day very soon find full-time employment, at minimum wage."," Bylo jí dvaadvacet a jistě by v brzké budoucnosti sehnala stálé zaměstnání za minimální mzdu."
"ate","eat","snědli","sníst","pf"," Mordecai and I ate dinner at his desk - the sandwiches I 'd brought with the bad coffee he 'd brewed."," Tak jsme s Mordecaiem snědli u jeho stolu večeři - sendviče, které jsem koupil, a mizernou kávu, kterou on uvařil."
"watched","watch","Sledoval","sledovat","impf"," I watched her hurry down the sidewalk and disappear into the building."," Sledoval jsem ji, jak spěchá po cestičce k nemocnici a mizí v budově."
"disappear","disappear","mizí","mizet","impf"," I watched her hurry down the sidewalk and disappear into the building."," Sledoval jsem ji, jak spěchá po cestičce k nemocnici a mizí v budově."
"tell","tell","říct","říci","pf"," And I hated to tell my mother."," Jen mě štvalo, že to budu musel říct mámě."
"trying","try","snaží","snažit","impf"," MY PARENTS were in their early sixties, both healthy and trying gamely to enjoy forced retirement."," Rodičům je něco málo přes šedesát, oba jsou zdraví a snaží se co nejveseleji užívat vynuceného odpočinku."
"enjoy","enjoy","užívat","užívat","impf"," MY PARENTS were in their early sixties, both healthy and trying gamely to enjoy forced retirement."," Rodičům je něco málo přes šedesát, oba jsou zdraví a snaží se co nejveseleji užívat vynuceného odpočinku."
"worked","work","pracovali","pracovat","impf"," They worked hard, saved well, and provided a comfortable upper-middle-class home for us."," Tvrdě pracovali, hodně si našetřili a vylvořili nám pohodlný domov hodný lidí z vyšší slřední třídy."
"enter","enter","vstoupit","vstoupit","pf"," I was allowed to enter the building without further assault."," Bez dalších urážek jsem mohl vstoupit do budovy."
"trying","try","Nesnažím","snažit","impf"," "" I 'm not trying to recruit."," "" Nesnažím se tě naverbovat."
"afford","afford","dovolit","dovolit","pf"," I can afford to go a litde nuts. """," Můžu si dovolit chovat se trochu ztřeštěně. """
"began","begin","začal","začít","pf"," A radiator in a corner, one he had not yet noticed, began to rattle and hiss."," V rohu začal hučet a syčet radiátor, kterého jsem si předtím nevšiml."
"noticed","notice","nevšiml","všimnout","pf"," A radiator in a corner, one he had not yet noticed, began to rattle and hiss."," V rohu začal hučet a syčet radiátor, kterého jsem si předtím nevšiml."
"waited","wait","čekali","čekat","impf"," We watched it and waited hopefully for a little heat."," Zadívali jsme se na něj a v liché naději čekali, zdali nám poskytne trochu tepla."
"passed","pass","Uplynula","uplynout","pf"," A minute passed."," Uplynula minuta."
"come","come","Půjdou","jít","impf"," "" They 're gonna come after you, Michael, "" he said, still looking at the radiator, but not seeing."," "" Půjdou po tobě, Michaeli, "" řekl a stále se díval na radiátor, ale nevnímal ho."
"said","say","řekl","říci","pf"," "" They 're gonna come after you, Michael, "" he said, still looking at the radiator, but not seeing."," "" Půjdou po tobě, Michaeli, "" řekl a stále se díval na radiátor, ale nevnímal ho."
"looking","look","díval","dívat","impf"," "" They 're gonna come after you, Michael, "" he said, still looking at the radiator, but not seeing."," "" Půjdou po tobě, Michaeli, "" řekl a stále se díval na radiátor, ale nevnímal ho."
"seeing","see","díval","dívat","impf"," "" They 're gonna come after you, Michael, "" he said, still looking at the radiator, but not seeing."," "" Půjdou po tobě, Michaeli, "" řekl a stále se díval na radiátor, ale nevnímal ho."
"mean","mean","myslíš","myslet","impf"," You mean we? """," To jako myslíš vy? """
"sitting","sit","SEDĚL","sedět","impf"," EARLY FRIDAY I was sitting at my desk, happily going about my business as a lawyer/ social worker, when Drake & Sweeney, in the person of Arthur Jacobs, suddenly appeared at my door."," V PÁTEK, BRZO RÁNO, JSEM SEDĚL ZA SVÝM stolem a spokojeně se věnoval své práci právníka alias sociálního pracovníka, když vtom se ve dveřích nečekaně objevila firma Drake & Sweeney zosobněná Arthurem Jacobsem."
"appeared","appear","objevila","objevit","pf"," EARLY FRIDAY I was sitting at my desk, happily going about my business as a lawyer/ social worker, when Drake & Sweeney, in the person of Arthur Jacobs, suddenly appeared at my door."," V PÁTEK, BRZO RÁNO, JSEM SEDĚL ZA SVÝM stolem a spokojeně se věnoval své práci právníka alias sociálního pracovníka, když vtom se ve dveřích nečekaně objevila firma Drake & Sweeney zosobněná Arthurem Jacobsem."
"greeted","greet","přivítal","přivítat","pf"," I greeted him pleasantly, and cautiously, and he sat in one of the maroon chairs."," Radostně, ale taky obezřetně, jsem ho přivítal a usadil do jedné ze svých černých židlí."
"sat","sit","usadil","usadit","pf"," I greeted him pleasantly, and cautiously, and he sat in one of the maroon chairs."," Radostně, ale taky obezřetně, jsem ho přivítal a usadil do jedné ze svých černých židlí."
"want","want","Nechtěl","chtít","impf"," He did n't want coffee."," Nechtěl kávu."
"listened","listen","Poslouchal","poslouchat","impf"," I was mesmerized as I listened to the old man."," Poslouchal jsem ho a byl jsem naprosto unesen."
"stood","stand","neměl","mít","impf"," Mordecai stood without notes, hands stuck deep in pockets, completely at ease."," Mordecai vstal, neměl napsané žádné poznámky, ruce vrazil hluboko do kapes a choval se naprosto uvolněně."
"stuck","stick","vrazil","vrazit","pf"," Mordecai stood without notes, hands stuck deep in pockets, completely at ease."," Mordecai vstal, neměl napsané žádné poznámky, ruce vrazil hluboko do kapes a choval se naprosto uvolněně."
"sat","sit","posadil","posadit","pf"," In two minutes, he stated our case clearly, then sat down."," Během dvou minut jasně vysvětlil celý případ a posadil se."
"appreciated","appreciate","ocenil","ocenit","pf"," DeOrio appreciated brevity."," DeOrio stručnost jeho vystoupení ocenil."
"spoke","speak","mluvil","mluvit","impf"," Arthur spoke for the defendants."," Za obžalované mluvil Arthur."
"conceded","concede","Připustil","připustit","pf"," He conceded the factual basis for the case, but took issue on the question of liability."," Připustil, že věcná podstata případu odpovídá skutečnosti, ale zpochybnil otázku odpovědnosti."
"took","take","Připustil","připustit","pf"," He conceded the factual basis for the case, but took issue on the question of liability."," Připustil, že věcná podstata případu odpovídá skutečnosti, ale zpochybnil otázku odpovědnosti."
"owned","own","vlastnili","vlastnit","impf"," WITH ALL THE CELL PHONES Claire and I owned - pocket, purse, and car, not to mention a couple of pagers - communication should 've been a simple matter."," Ani se všemi těmi přenosnými telefony, které jsme Claire i já vlastnili - kapesní, v kabelce, v autě a k tomu ještě několik pagerů -, nebyla komunikace mezi námi snadnou záležitostí."
"hear","hear","poslouchalo","poslouchat","impf"," That was nice to hear but hard to take seriously."," To se sice hezky poslouchalo, ale těžko to člověk mohl brát vážně."
"take","take","brát","brát","impf"," That was nice to hear but hard to take seriously."," To se sice hezky poslouchalo, ale těžko to člověk mohl brát vážně."
"tie","tie","svaž","svázat","pf"," "" You, "" he said, "" tie them up. """," "" Ty, "" vyzval mě, "" svaž je. """
"slowed","slow","zpomalil","zpomalit","pf"," He slowed down considerably, and became my Realtor."," Leon podstatně zpomalil a změnil se ve skutečného zprostředkovatele."
"told","tell","sdělil","sdělit","pf"," In no uncertain terms, Leon told the landlord she should be ashamed showing the place in such condition."," Leon paní domácí bez servítku sdělil, že by se měla stydět, že ukazuje byt v takovém stavu."
"worked","work","Pracoval","pracovat","impf"," I had worked there for seven years, in antitrust, law school at Yale, no prior criminal record."," Pracoval jsem u nich sedm let, a to v protimonopolním oddělení, vystudoval jsem práva v Yale a trestní rejstřík jsem měl do této chvíle čistý."
"moved","move","nepřestěhovala","přestěhovat","pf"," "" It has n't been moved, "" she said, very slowly, trying to analyze things."," "" Ještě jsem ji nikam nepřestěhovala, "" prohlásila pomalu a snažila se přijít na to, co se děje."
"said","say","prohlásila","prohlásit","pf"," "" It has n't been moved, "" she said, very slowly, trying to analyze things."," "" Ještě jsem ji nikam nepřestěhovala, "" prohlásila pomalu a snažila se přijít na to, co se děje."
"trying","try","snažila","snažit","impf"," "" It has n't been moved, "" she said, very slowly, trying to analyze things."," "" Ještě jsem ji nikam nepřestěhovala, "" prohlásila pomalu a snažila se přijít na to, co se děje."
"use","use","použiju","použít","pf"," Mind if I use it? """," Nebude ti vadit, když ji použiju? """
"made","make","udělalo","udělat","pf"," For some reason, this made me feel better."," Bůhví proč mi to udělalo tak trochu radost."
"come","come","přijít","přijít","pf"," I could come and go if I wanted."," Kdyby se mi třeba zachtělo, mohl jsem klidně přijít."
"needed","need","Potřeboval","potřebovat","impf"," I needed a litde break, that 's all."," Potřeboval jsem si trochu odfrknout, nic víc."
"wanted","want","chtěl","chtít","impf"," That was all Rudolph wanted."," Přesně tohle chtěl Rudolph slyšet."
"sat","sit","sedli","sednout","pf"," "" I 'm getting kind of sick of the big firm, Dad, "" I said as we sat by the third tee, waiting for the foursome ahead to clear."," "" Už tý velký firmy začínám mít plný zuby, tati, "" poznamenal jsem, když jsme si sedli u třetího odpaliště a čekali, až odtamtud jakási čtveřice hráčů vypadne."
"waiting","wait","čekali","čekat","impf"," "" I 'm getting kind of sick of the big firm, Dad, "" I said as we sat by the third tee, waiting for the foursome ahead to clear."," "" Už tý velký firmy začínám mít plný zuby, tati, "" poznamenal jsem, když jsme si sedli u třetího odpaliště a čekali, až odtamtud jakási čtveřice hráčů vypadne."
"irritated","irritate","štvalo","štvát","impf"," I was nervous, and my nervousness irritated me greatly."," Byl jsem nervózní a strašně mě to štvalo."
"mean","mean","chceš","chtít","impf"," "" What 's that supposed to mean? """," "" Co tím chceš říct? """
"Means","mean","Chci","chtít","impf"," "" Means I 'm tired of what I 'm doing. """," "" Chci tím říct, že mám plný zuby toho, co dělám. """
"doing","do","dělám","dělat","impf"," "" Means I 'm tired of what I 'm doing. """," "" Chci tím říct, že mám plný zuby toho, co dělám. """
"funded","fund","financují","financovat","impf"," There are about twenty - half privately funded, the other half run by the city, which, thanks to the new budget, will soon close two of them. """," Je jich tu asi dvacet - polovinu financují soukromníci, polovina žije z městských peněz, jenže z těch díky novému rozpočtu budeme brzy dva zavírat. """
"close","close","zavírat","zavírat","impf"," There are about twenty - half privately funded, the other half run by the city, which, thanks to the new budget, will soon close two of them. """," Je jich tu asi dvacet - polovinu financují soukromníci, polovina žije z městských peněz, jenže z těch díky novému rozpočtu budeme brzy dva zavírat. """
"count","count","spočítat","spočítat","pf"," "" That 's always a good question because they 're not the easiest group to count."," "" To je vždycky dobrá otázka, jelikož bezdomovci nejsou skupina, která by se dala snadno spočítat."
"asked","ask","zeptal","zeptat","pf"," "" What about you? "" he asked as he whittled on freerange chicken."," "" A co ty? "" zeptal se a dál obíral obří kuře."
"saw","see","viděli","vidět","impf"," We worked hard to avoid the topics of Claire, my career, and the grandkids they seldom saw."," Všichni jsme se zoufale snažili nemluvit o Claire, o mé kariéře a o vnucích, které tak zřídka viděli."
"talked","talk","Mluvili","mluvit","impf"," We talked about old friends and old neighborhoods."," Mluvili jsme o starých přátelích a dávných sousedech."
"left","leave","odjel","odjet","pf"," I left them at noon on Friday, four hours before my flight, and I headed back to my muddled life in D. C."," V pátek v poledne, čtyři hodiny před odletem letadla, jsem odjel a vrátil se ke svému zpackanému životu do Washingtonu."
"losing","lose","zhubl","zhubnout","pf"," I was losing weight, for two reasons - I could n't afford the restaurants I 'd once taken for granted; and I 'd lost interest in food."," Taky jsem trochu zhubl, a to ze dvou důvodů - jednak jsem si nemohl dovolil chodit do restaurací, jež jsem kdysi považoval za samozřejmé, a navíc jsem ztrácel zájem o jídlo."
