"sat","sit","Posadil","posadit","pf"," He sat across from them in an unstable wicker chair."," Posadil se proti nim na rozvrzanou otočnou židli."
"held","hold","mají","mít","impf"," They 'd planned their ambush well, which was always an advantage they held because they had so much time on their hands."," Naplánovali si léčku dobře, využili výhody, kterou mají vždycky, protože si můžou dát na čas."
"holding","hold","měl","mít","impf"," He was holding a small cardboard box, and the Brethren knew from experience that it was filled with the papers that had brought him to Trumble."," Mladík měl v ruce malý kartónový pořadač a členové Bratrstva ze zkušenosti věděli, že v něm má papíry, které jej přivedly sem do Trumble."
"holding","hold","má","mít","impf"," He was holding a small cardboard box, and the Brethren knew from experience that it was filled with the papers that had brought him to Trumble."," Mladík měl v ruce malý kartónový pořadač a členové Bratrstva ze zkušenosti věděli, že v něm má papíry, které jej přivedly sem do Trumble."
"brought","bring","přivedly","přivést","pf"," He was holding a small cardboard box, and the Brethren knew from experience that it was filled with the papers that had brought him to Trumble."," Mladík měl v ruce malý kartónový pořadač a členové Bratrstva ze zkušenosti věděli, že v něm má papíry, které jej přivedly sem do Trumble."
"need","need","Potřebuju","potřebovat","impf"," "" I need some help, "" he said again."," "" Potřebuju pomoct, "" řekl znovu."
"said","say","řekl","říci","pf"," "" I need some help, "" he said again."," "" Potřebuju pomoct, "" řekl znovu."
"spent","spend","strávili","strávit","pf"," We 've spent our last Christmas in prison. """," Tyhle Vánoce byly poslední, co jsme strávili ve vězení. """
"stretched","stretch","protáhl","protáhnout","pf"," Beech placed the indictment back on the table, then stood and stretched and paced around the room."," Beech zase odložil obžalovací spis na stůl, pak vstal, protáhl se a prošel se po místnosti."
"said","say","řekl","říci","pf"," "" We should 've heard something by now, "" he said, very softly though no one else was there."," "" Touhle dobou by se nám už měl někdo ozvat, "" řekl velice tiše, i když tu s nimi nikdo nebyl."
"trying","try","snaží","snažit","impf"," He was in the process of trying to close the office, a most difficult task."," A že se právě snaží ukončit činnost kanceláře, což je velice obtížný úkol."
"close","close","ukončit","ukončit","pf"," He was in the process of trying to close the office, a most difficult task."," A že se právě snaží ukončit činnost kanceláře, což je velice obtížný úkol."
"left","leave","Odešla","odejít","pf"," "" She left some time back."," "" Odešla už před nějakou dobou."
"caught","catch","přistihl","přistihnout","pf"," Trevor caught her stealing, """," Trevor ji přistihl při krádeži. """
"sat","sit","Posadily","posadit","pf"," They sat on the dusty and uneven sofa, while Chap fetched three coffees from a pot that just happened to be fresh."," Posadily se na zaprášenou a křivou pohovku a Chap z konve, kde zrovna čirou náhodou byla čerstvá dávka, nalil tři šálky."
"release","release","neuvolnila","uvolnit","pf"," No bank would release funds under the circumstances Argrow was creating."," Za stávajících okolností by žádná banka prostředky neuvolnila."
"tried","try","pokusili","pokusit","pf"," And questions would be raised if he tried."," Kdyby se o to pokusili, začali by se v bance vyptávat."
"going","go","půjdou","jít","impf"," The wire transfer going to Panama was new money."," Do Panamy půjdou bankovním převodem nové peníze."
"replied","reply","odpověděl","odpovědět","pf"," "" I 'm ahead of schedule, "" the banker replied."," "" Mám náskok proti plánu, "" odpověděl bankéř."
"emptied","empty","vysypali","vysypat","pf"," The box was emptied on a table in the law library."," Krabici vysypali v právnické knihovně na stůl."
"Listen","listen","Poslechněte","poslechnout","pf"," Listen, sorry to bother you, but I have some news."," Poslechněte, je mi líto, že vás ruším, ale mám nějaké novinky."
"bother","bother","ruším","rušit","impf"," Listen, sorry to bother you, but I have some news."," Poslechněte, je mi líto, že vás ruším, ale mám nějaké novinky."
"Take","take","Udělejte","udělat","pf"," Take a moment, prepare some remarks."," Udělejte si chvilku a přichystejte si nějaké reakce."
"prepare","prepare","přichystejte","přichystat","pf"," Take a moment, prepare some remarks."," Udělejte si chvilku a přichystejte si nějaké reakce."
"doubt","doubt","Pochybuji","pochybovat","impf"," I doubt if he would keep such stuff at his office. """," Pochybuji, že by si něco takového schovával v kanceláři. """
"writing","write","psát","psát","impf"," There may be other secret boxes, other men writing letters and bragging about their tans and waistlines. """," Mohl by mít další tajné schránky, mohli by mu psát i jiní mamlasové, co blábolí o tom, jak se opálili a kolik mají v pase. """
"want","want","Chceme","chtít","impf"," We want to push buttons and launch smart bombs so that no American blood is shed."," Chceme jenom mačkat tlačítka a posílat chytré bomby, aby netekla žádná americká krev."
"die","die","umřou","umřít","pf"," Chenkov will have two million hungry soldiers, anxious to fight and die if necessary. """," Ščenkov bude mít dva miliony hladových vojáků, kteří půjdou do boje nadšeně, a když to bude potřeba, umřou. """
"felt","feel","pocítil","pocítit","pf"," For a brief moment Lake felt proud."," Lake na krátkou chvilku pocítil hrdost."
"vote","vote","hlasoval","hlasovat","impf"," He 'd had the guts to vote against the last budget deal because it decreased military spending."," Měl dost odvahy, aby hlasoval proti poslednímu rozpočtu, protože snižoval výdaje na armádu."
"expose","expose","odhalit","odhalit","pf"," "" Ca n't you expose Chenkov now? "" he asked."," "" A nemůžete hned teď Ščenkova odhalit? "" zeptal se."
"managed","manage","podařilo","podařit","pf"," He managed to mumble, "" Have you lost your mind? """," "" Zbláznil jste se? "" podařilo se mu jenom vykoktat."
"said","say","prohlásil","prohlásit","pf"," "" We know about Ricky; "" Teddy said, very coolly, with his eyes penetrating Lake 's."," "" Víme o Rickym, "" prohlásil mrazivě Teddy a propichoval Lakea očima."
"frozen","freeze","ztuhl","ztuhnout","pf"," He studied his feet for a moment, his entire body frozen in shock."," Chvilku se díval na své boty a celý ztuhl."
"handed","hand","podal","podat","pf"," To make matters worse, Teddy handed over a sheet of paper."," Aby bylo ještě hůř, Teddy mu podal list papíru."
"inspected","inspect","prohlédli","prohlédnout","pf"," Her little project was inspected, then taken to another lab."," Její dílko si jiní prohlédli a pak odnesli do další laboratoře."
"recorded","record","nahrál","nahrát","pf"," The tape was recorded by a young agent who 'd studied drama at Northwestern."," Kazetu nahrál mladý agent, který studoval divadelní fakultu na Severozápadní univerzitě."
"studied","study","studoval","studovat","impf"," The tape was recorded by a young agent who 'd studied drama at Northwestern."," Kazetu nahrál mladý agent, který studoval divadelní fakultu na Severozápadní univerzitě."
"Hope","hope","Doufám","doufat","impf"," Hope you 're surprised to hear my voice."," "" Doufám, že jsem tě překvapil."
"surprised","surprise","překvapil","překvapit","pf"," Hope you 're surprised to hear my voice."," "" Doufám, že jsem tě překvapil."
"send","send","posílat","posílat","impf"," They wo n't let us use the phones around here, I do n't know why, but for some reason we can send tapes back and forth."," Tady nám nedovolují telefonovat, ani nevím proč, ale zato můžeme posílat a dostávat kazety."
"entered","enter","vešel","vejít","pf"," "" At twelve-o-two this morning he said good-bye to the Secret Service and entered his house."," "" Dneska ráno v nula hodin nula dvě minuty se rozloučil s tajným a vešel do domu."
"leased","lease","najali","najmout","pf"," We 've leased a rowhouse across the street, and we were on alert anyway."," Kromě toho jsme si najali domek naproti a tak jako tak jsme ho sledovali."
"waved","wave","zamával","zamávat","pf"," Deville waved a small pill, the size of an aspirin."," Deville jim zamával před očima drobnůstkou velkou jako kapslička aspirinu."
"made","make","vyráběla","vyrábět","impf"," The CEO of Hummand, a company in Seattle which made missiles and radar-jamming machinery, had once been a congressman who 'd been quite close to the CIA."," Ředitel seattleské firmy Hummand, která vyráběla řízené střely a proti radarovou techniku, byl kdysi kongresmanem a měl těsné svazky s CIA."
"took","take","dostane","dostat","pf"," Could make billions if the right man took charge of the military and started spending again."," Pokud dostane armádu do rukou ten pravý člověk, který zase začne utrácet, můžou vydělat miliardy."
"started","start","začne","začít","pf"," Could make billions if the right man took charge of the military and started spending again."," Pokud dostane armádu do rukou ten pravý člověk, který zase začne utrácet, můžou vydělat miliardy."
"make","make","vydělat","vydělat","pf"," Could make billions if the right man took charge of the military and started spending again."," Pokud dostane armádu do rukou ten pravý člověk, který zase začne utrácet, můžou vydělat miliardy."
"spend","spend","utrácet","utrácet","impf"," There was no way to spend money that fast."," Tak rychle se ani peníze nedají utrácet."
"lost","lose","ztratil","ztratit","pf"," He folded the cell phone, handed it back to Floyd, who appeared to be lost in traffic."," Zaklapl mobil a vrátil jej Floydovi, který se zřejmě v provozu ztratil."
"talked","talk","mluvil","mluvit","impf"," He was edgy and talked very fast."," Byl protivný a mluvil velmi rychle."
"asked","ask","zeptal","zeptat","pf"," "" How 's my brother? "" he asked."," "" Jak se má bratr? "" zeptal se."
"said","say","odpověděl","odpovědět","pf"," "" He 's doing well, "" Beech said."," "" Docela dobře, "" odpověděl Beech."
"saw","see","Viděli","vidět","impf"," "" We saw him this morning, "" Yarber added."," "" Viděli jsme ho dneska ráno, "" přidal se Yarber."
"added","add","přidal","přidat","pf"," "" We saw him this morning, "" Yarber added."," "" Viděli jsme ho dneska ráno, "" přidal se Yarber."
"want","want","Chci","chtít","impf"," "" I want him out of prison; "" Jack snapped, as if they 'd put him there in the first place."," "" Chci, aby se dostal z vězení, "" štěkl Jack, jako kdyby ho tam zavřeli oni."
"get","get","dostal","dostat","pf"," I 'll get my brother out of prison. """," Abych bratra dostal z vězení. """
"use","use","použije","použít","pf"," "" He 'll use his passport somewhere, and we 'll catch him."," "" Někde použije pas a my ho chytíme."
"catch","catch","chytíme","chytit","pf"," "" He 'll use his passport somewhere, and we 'll catch him."," "" Někde použije pas a my ho chytíme."
"said","say","neřekl","říci","pf"," Teddy seethed but said nothing."," S Teddym to jen šilo, ale neřekl nic."
"toppled","topple","svrhla","svrhnout","pf"," His agency had toppled governments and killed kings, yet he was constantly amazed at how the little things often got botched."," Jeho agentura už svrhla pár vlád a zabila pár králů, ale přesto jej stále udivovalo, jaké maličkosti se často dají zhudlařit."
"killed","kill","zabila","zabít","pf"," His agency had toppled governments and killed kings, yet he was constantly amazed at how the little things often got botched."," Jeho agentura už svrhla pár vlád a zabila pár králů, ale přesto jej stále udivovalo, jaké maličkosti se často dají zhudlařit."
"watching","watch","sledovat","sledovat","impf"," One bumbling and witless lawyer from Neptune Beach slipped through their net while a dozen people were supposed to be watching."," Jeden přitroublý mamlas z Neptune Beach proklouzne jejich sítěmi, ačkoli jej mělo sledovat dobrých dvacet lidí."
"thought","think","myslel","myslet","impf"," He thought he was beyond surprises."," A to si myslel, že ho už nic nepřekvapí."
"ruined","ruin","zničen","zničit","pf"," The other was ruined."," Druhý zničen."
"slowed","slow","zpomalil","zpomalit","pf"," At the first curve of the oval, Yarber slowed, then stopped."," Na první zatáčce oválné dráhy Yarber zpomalil a pak zastavil."
"looked","look","podíval","podívat","pf"," Buster looked too."," Buster se podíval s ním."
"made","make","dělá","dělat","impf"," He longed for the anonymity of the streets, the nameless faces, the Arab baker on M Street who made a perfect bagel, the used-book dealer on Wisconsin, the coffeehouse where they roasted beans from Africa."," Tesknil po anonymitě ulic, po bezejmenných tvářích, po arabském pekaři na ulici M, který dělá tak výborné bagely, po tom antikváři na Wisconsinské, po kavárničce, kde dělají opékané africké fazole."
"made","make","dělají","dělat","impf"," He longed for the anonymity of the streets, the nameless faces, the Arab baker on M Street who made a perfect bagel, the used-book dealer on Wisconsin, the coffeehouse where they roasted beans from Africa."," Tesknil po anonymitě ulic, po bezejmenných tvářích, po arabském pekaři na ulici M, který dělá tak výborné bagely, po tom antikváři na Wisconsinské, po kavárničce, kde dělají opékané africké fazole."
"doing","do","dělat","dělat","impf"," Would he ever be able to walk the streets again, like a normal person, doing whatever he pleased?"," Bude se ještě kdy moct projít po ulici jako normální člověk a dělat, co se mu zlíbí?"
"told","tell","říkalo","říkat","impf"," Something told him no, that those days were gone, probably forever."," Cosi mu říkalo, že ne, že ty doby jsou pryč - a nejspíš navždy."
"closed","close","zavřel","zavřít","pf"," Finn closed his eyes and smiled."," Finn zavřel oči a usmál se."
"like","like","líbí","líbit","impf"," "" I kinda like it here; "" Spicer said."," "" Mně se tu docela líbí, "" řekl Spicer."
"said","say","řekl","říci","pf"," "" I kinda like it here; "" Spicer said."," "" Mně se tu docela líbí, "" řekl Spicer."
"said","say","prohlásil","prohlásit","pf"," "" We 'll take the same flights tomorrow; "" Beech said."," "" Poletíme stejnou linkou zítra odpoledne, "" prohlásil Beech."
"listening","listen","naslouchají","naslouchat","impf"," In Michigan, Lake was ten points down, but people were listening."," V Michiganu Lake o deset procent zaostává, ale lidi mu naslouchají."
"coming","come","Přicházejí","přicházet","impf"," It was coming in faster than he could spend it."," Přicházejí mu rychleji, než je stačí utrácet."
"spend","spend","utrácet","utrácet","impf"," It was coming in faster than he could spend it."," Přicházejí mu rychleji, než je stačí utrácet."
"returned","return","obrátil","obrátit","pf"," When the Vice President finally finished, Lake left the screen and returned to his leather swivel recliner and picked up a newspaper."," Když viceprezident konečně umlkl, Lake se obrátil k televizi zády, vrátil se do otočného a nastavitelného koženého křesla a vzal si noviny."
"returned","return","vrátil","vrátit","pf"," When the Vice President finally finished, Lake left the screen and returned to his leather swivel recliner and picked up a newspaper."," Když viceprezident konečně umlkl, Lake se obrátil k televizi zády, vrátil se do otočného a nastavitelného koženého křesla a vzal si noviny."
"picked","pick","vzal","vzít","pf"," When the Vice President finally finished, Lake left the screen and returned to his leather swivel recliner and picked up a newspaper."," Když viceprezident konečně umlkl, Lake se obrátil k televizi zády, vrátil se do otočného a nastavitelného koženého křesla a vzal si noviny."
"brought","bring","přinesl","přinést","pf"," A staff member brought him coffee, which he sipped while watching the flatlands of Kansas eight miles below him."," Někdo ze štábu mu přinesl kávu a on ji popíjel a díval se, jak třináct kilometrů pod ním míjejí kansaské roviny."
"sipped","sip","popíjel","popíjet","impf"," A staff member brought him coffee, which he sipped while watching the flatlands of Kansas eight miles below him."," Někdo ze štábu mu přinesl kávu a on ji popíjel a díval se, jak třináct kilometrů pod ním míjejí kansaské roviny."
"said","say","řekl","říci","pf"," "" You do n't wanna know, "" Beech said."," "" To nemusíte vědět, "" řekl Beech."
"think","think","máte","mít","impf"," "" I think you 're right. """," "" Asi máte pravdu. """
"forcing","force","nenutí","nutit","impf"," "" No one 's forcing you to get involved, "" Yarber said."," "" Nikdo vás nenutí, abyste do toho šel, "" ozval se Yarber."
"heard","hear","zaslechl","zaslechnout","pf"," After ninety minutes of freedom, Buster stopped for a moment and heard the whine of an eighteenwheeler not far away."," Po půl druhé hodině svobody se Buster na chvilku zastavil a zaslechl z nevelké vzdálenosti svištění devítinápravového kamionu."
"stopped","stop","končil","končit","impf"," The woods stopped abruptly at a right-of-way ditch, and there was the highway."," Les náhle končil pangejtem, za kterým už byla silnice."
"dodging","dodge","vyhnul","vyhnout","pf"," The plan was to hike along the highway, dodging traffic by using ditches and bridges, until civilization in some form was found."," Podle plánu měl jít kus od silnice, příkopy a po náspech, aby se vyhnul provozu, až konečně narazí na civilizaci."
"wore","wear","měl","mít","impf"," Buster wore the standard prison issue of khaki pants and an olive-colored short-sleeve shirt, both darkened with sweat."," Buster měl na sobě olivově zelené vězeňské kalhoty a stejně zbarvenou blůzu s krátkým rukávem, teď už oboje ztmavlé potem."
"sipping","sip","popíjel","popíjet","impf"," Once out of town, he drove painfully slow, sipping his beer, savoring his privacy, telling himself he could suffer through the next thirty days."," Jakmile vyjel z města, sunul se pomalu jako hlemýžď, popíjel pivo, vychutnával si soukromí a říkal si, že se už zbytkem těch třiceti dnů nějak protrpí."
"savoring","savor","vychutnával","vychutnávat","impf"," Once out of town, he drove painfully slow, sipping his beer, savoring his privacy, telling himself he could suffer through the next thirty days."," Jakmile vyjel z města, sunul se pomalu jako hlemýžď, popíjel pivo, vychutnával si soukromí a říkal si, že se už zbytkem těch třiceti dnů nějak protrpí."
"telling","tell","říkal","říkat","impf"," Once out of town, he drove painfully slow, sipping his beer, savoring his privacy, telling himself he could suffer through the next thirty days."," Jakmile vyjel z města, sunul se pomalu jako hlemýžď, popíjel pivo, vychutnával si soukromí a říkal si, že se už zbytkem těch třiceti dnů nějak protrpí."
"trusted","trust","věří","věřit","impf"," He was about to face Spicer, a client who trusted him, a prisoner who needed him, a partner in crime."," Za chvíli se setká se Spicerem, s klientem, který mu věří, se svým společníkem ve zločinu."
"drinking","drink","pít","pít","impf"," You ca n't lay out at Pete 's every night, drinking cheap longnecks with coeds, watching meaningless basketball games just because you 've got a thousand bucks on them."," Nemůže přece večer co večer pařit u Petra, pít se študáky laciné pivo a dívat se na bezvýznamné zápasy v košíkové jen proto, že na ně má vsazenou tisícovku babek."
"watching","watch","dívat","dívat","impf"," You ca n't lay out at Pete 's every night, drinking cheap longnecks with coeds, watching meaningless basketball games just because you 've got a thousand bucks on them."," Nemůže přece večer co večer pařit u Petra, pít se študáky laciné pivo a dívat se na bezvýznamné zápasy v košíkové jen proto, že na ně má vsazenou tisícovku babek."
"put","put","vsadil","vsadit","pf"," Spicer put $500 on them, Trevor backed it up with a thousand of his own, and Logan won it for them."," Spicer si na ni vsadil pět set, Trevor to přebil tisícovkou ze svého - Loganská vyhrála."
"won","win","vyhrála","vyhrát","pf"," Spicer put $500 on them, Trevor backed it up with a thousand of his own, and Logan won it for them."," Spicer si na ni vsadil pět set, Trevor to přebil tisícovkou ze svého - Loganská vyhrála."
"caught","catch","přistihla","přistihnout","pf"," They had separate beds so he seldom got caught."," Měli postele každý zvlášť, takže ho přistihla málokdy."
"met","meet","potkal","potkat","pf"," He 'd met the young lady in a bar in Jackson Hole."," Slečnu potkal v baru v Jackson Hole."
"drove","drive","řídil","řídit","impf"," While Hatlee drove she took off her clothes, but for no other reason than to just do it."," Hatlee řídil a ona se začala svlékat, jen tak, pro legraci."
"returning","return","vraceli","vracet","impf"," The two hikers were from D.C., just college kids returning from the trails."," Cyklisté byli z Washingtonu, vysokoškoláci, vraceli se z výletu."
"talked","talk","mluvil","mluvit","impf"," Just talked to Trevor."," Zrovna jsem mluvil s Trevorem."
"arrived","arrive","dorazily","dorazit","pf"," The money was wired in exactly as instructed, arrived in the Bahamas this morning."," Prachy poslal přesně podle instrukcí, na Bahamy dorazily dneska ráno."
"lose","lose","ztratit","ztratit","pf"," What could we lose? """," Co můžeme ztratit? """
"broken","break","zlomila","zlomit","pf"," He 'd track down this beast, this monster who 'd posed as Ricky and broken his heart."," Vystopuje to zvíře, tu zrůdu, která si hrála na Rickyho a zlomila mu srdce."
"began","begin","začaly","začít","pf"," When the sobbing began to subside, he thought of his wife and family and that helped greatly in drying up the tears."," Když vzlyky začaly slábnout, vzpomněl si na ženu a na rodinu a to mu velice pomohlo, aby pláč potlačil úplně."
"thought","think","vzpomněl","vzpomenout","pf"," When the sobbing began to subside, he thought of his wife and family and that helped greatly in drying up the tears."," Když vzlyky začaly slábnout, vzpomněl si na ženu a na rodinu a to mu velice pomohlo, aby pláč potlačil úplně."
"helped","help","pomohlo","pomoci","pf"," When the sobbing began to subside, he thought of his wife and family and that helped greatly in drying up the tears."," Když vzlyky začaly slábnout, vzpomněl si na ženu a na rodinu a to mu velice pomohlo, aby pláč potlačil úplně."
"get","get","dostala","dostat","pf"," She 'd get all six stores and the $2 million and the new house with separate bedrooms, and he would get nothing but ridicule and scorn and gossip in a town that loved it so."," Ona by dostala všech šest obchodů a dva miliony a nový dům s oddělenými ložnicemi, a jemu by zbyl jen posměch a opovržení a drby, které má jejich město tak v oblibě."
"get","get","dostala","dostat","pf"," She 'd get all six stores and the $2 million and the new house with separate bedrooms, and he would get nothing but ridicule and scorn and gossip in a town that loved it so."," Ona by dostala všech šest obchodů a dva miliony a nový dům s oddělenými ložnicemi, a jemu by zbyl jen posměch a opovržení a drby, které má jejich město tak v oblibě."
"walks","walk","jde","jít","impf"," Somebody just walks away."," Někdo se sebere a jde si."
"put","put","Dají","dát","pf"," They notify the cops in your hometown, put your name in the national computers, the usual drill. """," Dají zprávu poldům ve tvým městě, zavedou tvoje jméno do celostátního počítačovýho registru, prostě těžká rutina. """
"get","get","chytěj","chytit","pf"," "" How many get caught? """," "" Kolik jich chytěj? """
"caught","catch","chytěj","chytit","pf"," "" How many get caught? """," "" Kolik jich chytěj? """
"get","get","chytěj","chytit","pf"," "" Yeah, but they get caught because they do dumb things."," "" Jo, a chytěj je proto, že udělají hloupost."
"caught","catch","chytěj","chytit","pf"," "" Yeah, but they get caught because they do dumb things."," "" Jo, a chytěj je proto, že udělají hloupost."
"do","do","udělají","udělat","pf"," "" Yeah, but they get caught because they do dumb things."," "" Jo, a chytěj je proto, že udělají hloupost."
"made","make","vydělal","vydělat","pf"," When 's the last time you made three hundred bucks an hour? """," Kdy sis naposled vydělal tři sta babek za hodinu? """
"see","see","Vidíte","vidět","impf"," I run the night shift, you see."," Vidíte, že mám noční."
"longed","long","zatoužil","zatoužit","pf"," For a moment, Lake longed to be President, and immediately."," Lake na chvilku zatoužil po tom, aby byl prezidentem už teď hned."
"wanted","want","Chtěl","chtít","impf"," He wanted to know everything Teddy knew, then he realized he probably never would."," Chtěl vědět všechno, co ví Teddy, jenže pak si uvědomil, že to zřejmě nebude vědět nikdy."
"realized","realize","uvědomil","uvědomit","pf"," He wanted to know everything Teddy knew, then he realized he probably never would."," Chtěl vědět všechno, co ví Teddy, jenže pak si uvědomil, že to zřejmě nebude vědět nikdy."
"sitting","sit","sedí","sedět","impf"," There was, after all, a sitting President right then, at that moment, albeit a lame duck, and Teddy was n't chatting with him about Chenkov and his missiles."," Koneckonců i teď mají úřadujícího prezidenta, který v blažené nevědomosti sedí jako to boží hovádko a Teddy si s ním o žádném Ščenkovovi a raketách nepovídá."
"chatting","chat","nepovídá","povídat","impf"," There was, after all, a sitting President right then, at that moment, albeit a lame duck, and Teddy was n't chatting with him about Chenkov and his missiles."," Koneckonců i teď mají úřadujícího prezidenta, který v blažené nevědomosti sedí jako to boží hovádko a Teddy si s ním o žádném Ščenkovovi a raketách nepovídá."
"needed","need","potřeboval","potřebovat","impf"," A rookie congressman from Kentucky, one of the lowest of the 435, desperately needed money to fight what appeared to be a losing campaign back home."," Neopeřený kongresmánek z Kentucky, jeden z nejméně významných ze všech čtyř set pětatřiceti, zoufale potřeboval peníze, protože to vypadalo, že volební kampaň doma docela jistě prohraje."
"losing","lose","prohraje","prohrát","pf"," A rookie congressman from Kentucky, one of the lowest of the 435, desperately needed money to fight what appeared to be a losing campaign back home."," Neopeřený kongresmánek z Kentucky, jeden z nejméně významných ze všech čtyř set pětatřiceti, zoufale potřeboval peníze, protože to vypadalo, že volební kampaň doma docela jistě prohraje."
"heard","hear","neslyšel","slyšet","impf"," No one had heard of the poor boy."," O tom nebožátku nikdo nikdy neslyšel."
"found","find","našli","najít","pf"," He had n't said a word during his first two years, and now his rivals back home had found an attractive opponent."," Po první dva roky jeho mandátu z něj nevyšlo kloudné slovo - a teď jeho soupeři doma našli zajímavého protikandidáta."
"give","give","nedal","dát","pf"," No one would give him money."," Nikdo by mu nedal ani halíř."
"tracked","track","našel","najít","pf"," He heard rumors, tracked down Elaine Tyner, and their conversation went something like this :"," Něčeho se doslechl, našel si Elaine Tynerovou - a jejich rozhovor vypadal zhruba takhle :"
"need","need","potřebujete","potřebovat","impf"," "" How much money do you need? "" she asked."," "" Kolik peněz potřebujete? "" zeptala se."
"recall","recall","Nevzpomínám","vzpomínat","impf"," "" I do n't recall. """," "" Nevzpomínám si. """
"think","think","Myslím","myslet","impf"," I think that a year from now Natty Chenkov will be the most famous man in the world. """," Myslím, že do roka od nynějška bude Víťa Ščenkov nejznámějším člověkem na světě. """
