"do","do","nevezme","vzít","pf"," Pim swears that I do such a good job he 'll never go to another barber after the war."," Pim tvrdí, že si po válce nevezme jiného holiče, tak dobře odvádím svou práci."
"think","think","myslím","myslet","impf"," Heaps of things have happened, but I often think I 'm boring you with my dreary chitchat and that you 'd just as soon have fewer letters."," stala se spousta věcí, ale často si myslím, že tě všechno to moje nezajímavé žvanění otravuje a že jsi ráda, když nedostáváš tolik dopisů."
"boring","bore","otravuje","otravovat","impf"," Heaps of things have happened, but I often think I 'm boring you with my dreary chitchat and that you 'd just as soon have fewer letters."," stala se spousta věcí, ale často si myslím, že tě všechno to moje nezajímavé žvanění otravuje a že jsi ráda, když nedostáváš tolik dopisů."
"operated","operate","neoperovali","operovat","impf"," Mr. Voskuijl was n't operated on for his ulcer after all."," Panu Voskuijlovi neoperovali žaludeční vředy."
"wanted","want","chtěl","chtít","impf"," Margot and I were sent from the room, as Mr. van Daan wanted to talk to Mother alone."," Musely jsme s Margot odejít z pokoje, van Daan chtěl mluvit s matkou o samotě."
"talk","talk","mluvit","mluvit","impf"," Margot and I were sent from the room, as Mr. van Daan wanted to talk to Mother alone."," Musely jsme s Margot odejít z pokoje, van Daan chtěl mluvit s matkou o samotě."
"told","tell","řečeno","říci","pf"," Later on, Hello had a terrible crush on me, but as I 've already told you, I never fell in love again."," Ještě později se pak do mne zbláznil Hello, ale jak řečeno, já už se nikdy nezamilovala."
"forgotten","forget","zapomněla","zapomenout","pf"," I told myself I 'd forgotten Peter and no longer liked him in the least."," Namlouvala jsem si, že už jsem na Petera zapomněla a že už se mi vůbec nezdá milý."
"admit","admit","přiznávala","přiznávat","impf"," But my memories of him were so strong that I had to admit to myself that the only reason I no longer liked him was that I was jealous of the other girls."," Vzpomínka na něj však byla dál velmi živá a já jsem si nejednou přiznávala, že jsem žárlivá na ostatní děvčata, a proto se mi už nezdá milý."
"tried","try","snažila","snažit","impf"," As you know, I 've frequently complained about her and then tried my best to be nice."," Víš, že jsem si na ni často stěžovala a že jsem se pak vždycky zase snažila být k ní milá."
"said","say","říkala","říkat","impf"," Mother has said that she sees us more as friends than as daughters."," Matka nám sama říkala, že v nás vidí spíš přítelkyně než dcery."
"sees","see","vidí","vidět","impf"," Mother has said that she sees us more as friends than as daughters."," Matka nám sama říkala, že v nás vidí spíš přítelkyně než dcery."
"remove","remove","odstraňovat","odstraňovat","impf"," He 's making a determined effort to remove the blots from his copybook and keep his affairs in order."," Tvrdošíjně se snaží odstraňovat ze svých knih inkoustové kaňky a udržovat ve svých věcech pořádek."
"keep","keep","udržovat","udržovat","impf"," He 's making a determined effort to remove the blots from his copybook and keep his affairs in order."," Tvrdošíjně se snaží odstraňovat ze svých knih inkoustové kaňky a udržovat ve svých věcech pořádek."
"hide","hide","skrývá","skrývat","impf"," Yet why does he hide his innermost self and never allow me access?"," Ale proč skrývá své nitro a nedovolí mi do něj proniknout?"
"allow","allow","nedovolí","dovolit","pf"," Yet why does he hide his innermost self and never allow me access?"," Ale proč skrývá své nitro a nedovolí mi do něj proniknout?"
"ask","ask","ptáme","ptát","impf"," We 're equally to blame, since we usually ask him every day if he 's unbolted the door, and so does Mr. van Daan."," Je to právě tak naše chyba, protože jinak se my i pan van Daan skoro každý den ptáme, jestli je závora odsunutá."
"comfort","comfort","utěšit","utěšit","pf"," Maybe I can go comfort him later on."," Snad se mi později podaří trošku ho utěšit."
"help","help","pomohla","pomoci","pf"," I want to help him so much!"," Tak ráda bych mu pomohla!"
"jump","jump","vyskočit","vyskočit","pf"," Unfortunately, a couple of Allied airmen had to jump out of their burning plane."," Několik spojenců muselo bohužel ze svých hořících strojů vyskočit."
"lives","live","bydlí","bydlet","impf"," Our milkman, who lives in Halfweg, saw four Canadians sitting along the side of the road, and one of them spoke fluent Dutch."," Náš mlékař, který bydlí v Halfwegu, viděl na kraji silnice sedět čtyři Kanaďany, z nichž jeden mluvil plynně holandsky."
"saw","see","viděl","vidět","impf"," Our milkman, who lives in Halfweg, saw four Canadians sitting along the side of the road, and one of them spoke fluent Dutch."," Náš mlékař, který bydlí v Halfwegu, viděl na kraji silnice sedět čtyři Kanaďany, z nichž jeden mluvil plynně holandsky."
"sitting","sit","sedět","sedět","impf"," Our milkman, who lives in Halfweg, saw four Canadians sitting along the side of the road, and one of them spoke fluent Dutch."," Náš mlékař, který bydlí v Halfwegu, viděl na kraji silnice sedět čtyři Kanaďany, z nichž jeden mluvil plynně holandsky."
"spoke","speak","mluvil","mluvit","impf"," Our milkman, who lives in Halfweg, saw four Canadians sitting along the side of the road, and one of them spoke fluent Dutch."," Náš mlékař, který bydlí v Halfwegu, viděl na kraji silnice sedět čtyři Kanaďany, z nichž jeden mluvil plynně holandsky."
"speak","speak","promluvila","promluvit","pf"," I 'll take every opportunity to speak openly to Mrs. van D. about our many differences and not be afraid - despite my reputation as a smart aleck - to offer my impartial opinion."," Využiji teď každé příležitosti, abych si promluvila s paní van Daanovou otevřeně o všech sporných bodech, a nebudu mít strach vyjádřit nestranně své mínění, i když mě bude pokládat za všetečku."
"does","do","jde","jít","impf"," I wo n't say anything negative about my own family, though that does n't mean I wo n't defend them if somebody else does, and as of today, my gossiping is a thing of the past."," O tom, co se dotýká mé rodiny, bych asi měla spíš pomlčet, ale s pomlouváním je, pokud jde o mne, ode dneška konec, ačkoliv to neznamená, že naše nebudu hájit proti komukoli."
"does","do","jde","jít","impf"," I wo n't say anything negative about my own family, though that does n't mean I wo n't defend them if somebody else does, and as of today, my gossiping is a thing of the past."," O tom, co se dotýká mé rodiny, bych asi měla spíš pomlčet, ale s pomlouváním je, pokud jde o mne, ode dneška konec, ačkoliv to neznamená, že naše nebudu hájit proti komukoli."
"mean","mean","neznamená","znamenat","impf"," I wo n't say anything negative about my own family, though that does n't mean I wo n't defend them if somebody else does, and as of today, my gossiping is a thing of the past."," O tom, co se dotýká mé rodiny, bych asi měla spíš pomlčet, ale s pomlouváním je, pokud jde o mne, ode dneška konec, ačkoliv to neznamená, že naše nebudu hájit proti komukoli."
"defend","defend","hájit","hájit","impf"," I wo n't say anything negative about my own family, though that does n't mean I wo n't defend them if somebody else does, and as of today, my gossiping is a thing of the past."," O tom, co se dotýká mé rodiny, bych asi měla spíš pomlčet, ale s pomlouváním je, pokud jde o mne, ode dneška konec, ačkoliv to neznamená, že naše nebudu hájit proti komukoli."
"burned","burn","spálili","spálit","pf"," Afterward we burned the pole."," Tyč jsme pak spálili."
"finished","finish","skončil","skončit","pf"," We 've finished our shorthand course and are now working on improving our speed."," těsnopisný kurs skončil, začali jsme se teď cvičit v rychlosti."
"thought","think","předpokládali","předpokládat","impf"," Just as we thought, Mr. Dussel is a very nice man."," jak jsme všichni předpokládali, je Dussel velmi příjemný muž."
"sharing","share","sdílet","sdílet","impf"," Of course he did n't mind sharing a room with me;"," Samozřejmě souhlasil, že bude sdílet pokoj se mnou."
"use","use","používat","používat","impf"," to be honest, I 'm not exactly delighted at having a stranger use my things, but you have to make sacrifices for a good cause, and I 'm glad I can make this small one."," Upřímně řečeno, já sama nejsem až tak nadšená tím, že mé věci bude používat cizí člověk, ale pro dobrou věc se musí udělat něco navíc, takže přináším tuto malou oběť taky ráda."
"make","make","udělat","udělat","pf"," to be honest, I 'm not exactly delighted at having a stranger use my things, but you have to make sacrifices for a good cause, and I 'm glad I can make this small one."," Upřímně řečeno, já sama nejsem až tak nadšená tím, že mé věci bude používat cizí člověk, ale pro dobrou věc se musí udělat něco navíc, takže přináším tuto malou oběť taky ráda."
"make","make","udělat","udělat","pf"," to be honest, I 'm not exactly delighted at having a stranger use my things, but you have to make sacrifices for a good cause, and I 'm glad I can make this small one."," Upřímně řečeno, já sama nejsem až tak nadšená tím, že mé věci bude používat cizí člověk, ale pro dobrou věc se musí udělat něco navíc, takže přináším tuto malou oběť taky ráda."
"save","save","zachránit","zachránit","pf"," "" If we can save even one of our friends, the rest does n't matter, "" said Father, and he 's absolutely right."," "" Můžeme - li někoho ze svých známých zachránit, všechno ostatní je vedlejší, "" řekl otec, a v tom má naprostou pravdu."
"said","say","řekl","říci","pf"," "" If we can save even one of our friends, the rest does n't matter, "" said Father, and he 's absolutely right."," "" Můžeme - li někoho ze svých známých zachránit, všechno ostatní je vedlejší, "" řekl otec, a v tom má naprostou pravdu."
"believe","believe","nevěřím","věřit","impf"," "" I ca n't believe that."," "" Tomu nevěřím."
"think","think","Myslíte","myslet","impf"," "" Do you think the Germans are too noble or humane to do it?"," "" Myslíte, že Němci jsou na něco takového moc šlechetní nebo moc velcí lidumilové?"
"spying","spy","pozorovala","pozorovat","impf"," It gave me such a funny feeling, as if I 'd denounced them to the authorities and was now spying on their misfortune."," Byl to strašně zvláštní pocit, jako bych ty lidi zradila a teď potají pozorovala jejich neštěstí."
"started","start","začalo","začít","pf"," Oh, what a shame, it 's just started raining and most of the people are hidden under their umbrellas."," Ach jé, teď začalo pršet a většina lidí se schovala pod deštníky."
"raining","rain","pršet","pršet","impf"," Oh, what a shame, it 's just started raining and most of the people are hidden under their umbrellas."," Ach jé, teď začalo pršet a většina lidí se schovala pod deštníky."
"hidden","hide","schovala","schovat","pf"," Oh, what a shame, it 's just started raining and most of the people are hidden under their umbrellas."," Ach jé, teď začalo pršet a většina lidí se schovala pod deštníky."
"agreed","agree","souhlasila","souhlasit","impf"," Mrs. van Daan agreed with her, but felt it was wrong as a matter of principle to let youngsters read books written for adults."," Paní van Daanová s tím souhlasila, připadalo jí však v zásadě nesprávné dovolovat mladistvým číst knížky pro dospělé."
"read","read","číst","číst","impf"," Mrs. van Daan agreed with her, but felt it was wrong as a matter of principle to let youngsters read books written for adults."," Paní van Daanová s tím souhlasila, připadalo jí však v zásadě nesprávné dovolovat mladistvým číst knížky pro dospělé."
"read","read","přečíst","přečíst","pf"," She asked if she could read my diary once in a while."," Zeptala se, jestli by si někdy mohla přečíst můj deník."
"said","say","řekla","říci","pf"," "" Parts of it, "" I said, and asked about hers."," "" Některé části ano, "" řekla jsem a ptala jsem se po jejím."
"asked","ask","ptala","ptát","impf"," "" Parts of it, "" I said, and asked about hers."," "" Některé části ano, "" řekla jsem a ptala jsem se po jejím."
"read","read","přečíst","přečíst","pf"," She gave me permission to read her diary as well."," Ten bych si pak směla taky přečíst."
"understand","understand","chápu","chápat","impf"," How I now understand his need to withdraw and his relationship to his parents, and how much I 'd like to help him when they argue."," Řekla jsem mu, že chápu jeho zdrženlivost i jeho chování vůči rodičům a že bych mu ráda pomohla při hádkách."
"help","help","pomohla","pomoci","pf"," How I now understand his need to withdraw and his relationship to his parents, and how much I 'd like to help him when they argue."," Řekla jsem mu, že chápu jeho zdrženlivost i jeho chování vůči rodičům a že bych mu ráda pomohla při hádkách."
"said","say","řekl","říci","pf"," "" But you 're always a help to me! "" he said."," "" Ty mi přece vždycky pomáháš! "" řekl."
"asked","ask","zeptala","zeptat","pf"," "" How? "" I asked, greatly surprised."," "" Čímpak? "" zeptala jsem se udiveně."
"said","say","řekl","říci","pf"," That was the nicest thing he said all evening."," To bylo asi to nejkrásnější, co mi řekl."
"told","tell","Řekl","říci","pf"," He also told me that he did n't mind my coming to his room the way he used to; in fact, he liked it."," Řekl taky ještě, že mu to už vůbec nepřipadá dotěrné, když k němu přijdu, ale úžasné."
"coming","come","přijdu","přijít","pf"," He also told me that he did n't mind my coming to his room the way he used to; in fact, he liked it."," Řekl taky ještě, že mu to už vůbec nepřipadá dotěrné, když k němu přijdu, ale úžasné."
"captured","capture","dobyli","dobýt","pf"," You said the invasion was going to start last year, the Finns were supposed to have been out of the war by now, the Italian campaign ought to have been over by last winter, and the Russians should already have captured Lemberg."," Podle tebe byla invaze už loni, Finové teď žijí v míru, v Itálii to v zimě skončilo a Rusové dobyli Lvov!"
"set","set","nedám","dát","pf"," Oh no, I do n't set much store by your predictions. """," Kdepak, na tvoje předpovědi moc nedám. """
"enveloped","envelop","zahalen","zahalit","pf"," Father, clad in overalls, gets down on his hands and knees and brushes the rug so vigorously that the room is enveloped in a cloud of dust."," Otec v overalu klečí na kolenou a kartáčuje koberec tak důkladně, že pokoj je zahalen v hustém mračnu prachu."
"think","think","MYSLÍM","myslet","impf"," I do n't think you can really put it into words."," MYSLÍM, ŽE LÁSKA JE NĚCO, CO SE VLASTNĚ NEDÁ ZACHYTIT SLOVY."
"put","put","NEDÁ","dát","pf"," I do n't think you can really put it into words."," MYSLÍM, ŽE LÁSKA JE NĚCO, CO SE VLASTNĚ NEDÁ ZACHYTIT SLOVY."
"told","tell","Vyprávěla","vyprávět","impf"," Have I told you any of Mrs. van D. ' s other fears?"," Vyprávěla jsem ti už o tom, čeho se ještě paní van Daanová bojí?"
"think","think","Myslím","myslet","impf"," I do n't think so."," Myslím, že ne."
"disappeared","disappear","zmizeli","zmizet","pf"," At that very same moment, the thieves disappeared, and the only sound Mr. van D. could hear was the frightened pounding of his fatalistic wife 's heart."," Právě v tom okamžení zmizeli zloději i šramot a pan van Daan slyšel jen tlukot fatalistčina bázlivého srdce."
"hear","hear","slyšel","slyšet","impf"," At that very same moment, the thieves disappeared, and the only sound Mr. van D. could hear was the frightened pounding of his fatalistic wife 's heart."," Právě v tom okamžení zmizeli zloději i šramot a pan van Daan slyšel jen tlukot fatalistčina bázlivého srdce."
"learned","learn","naučila","naučit","pf"," Daddy and I made the beds, and afterward I learned five irregular French verbs."," Ustlala jsem s taťkou postele, pak jsem se naučila pět francouzských nepravidelných sloves."
"reading","read","četli","číst","impf"," Margot and Peter were reading in our room, with Mouschi curled up beside Margot on the divan."," Margot a Peter si četli v našem pokoji a Mouschi si hověla u Margot na gauči."
"read","read","četla","číst","impf"," After my irregular French verbs, I joined them and read BEYOND SING THE WOODS."," Přisedla jsem si po svých francouzských nepravidelnostech taky k nim a četla "" Věčně zpívají lesy ""."
"lying","lie","lhal","lhát","impf"," I could n't refrain from sounding Peter out on the subject, and he instantly replied that Dussel had been lying."," Nemohla jsem si to odpustit, zeptala jsem se Petera a dověděla jsem se, že Dussel lhal."
"warned","warn","varovala","varovat","impf"," I 'm also certain that this is n't what Mother meant when she warned me about boys."," Jsem si taky jistá, že tohle matka neměla na mysli, když mě varovala před kluky."
"spent","spend","vydávají","vydávat","impf"," Why are millions spent on the war each day, while not a penny is available for medical science, artists or the poor?"," Proč se každý den vydávají miliony na válku a ani cent se nevěnuje na zdravotnictví, umělcům, chudým?"
"spent","spend","nevěnuje","věnovat","impf"," Why are millions spent on the war each day, while not a penny is available for medical science, artists or the poor?"," Proč se každý den vydávají miliony na válku a ani cent se nevěnuje na zdravotnictví, umělcům, chudým?"
"believe","believe","Nevěřím","věřit","impf"," I do n't believe the war is simply the work of politicians and capitalists."," Nevěřím, že válku dělají jen mocní, jen ti, co vládnou, a kapitalisté."
"do","do","dělají","dělat","impf"," I do n't believe the war is simply the work of politicians and capitalists."," Nevěřím, že válku dělají jen mocní, jen ti, co vládnou, a kapitalisté."
"destroyed","destroy","ničí","ničit","impf"," It 's twice as hard for us young people to hold on to our opinions at a time when ideals are being shattered and destroyed, when the worst side of human nature predominates, when everyone has come to doubt truth, justice and God."," Nás mladé to stojí dvakrát tolik sil, abychom obhájili své názory v době, která ničí všechny dosavadní ideály a představy, v době, v níž se lidé ukazují ze své nejohyzdnější stránky, v níž se pochybuje o pravdě, právu a Bohu!"
"doubt","doubt","pochybuje","pochybovat","impf"," It 's twice as hard for us young people to hold on to our opinions at a time when ideals are being shattered and destroyed, when the worst side of human nature predominates, when everyone has come to doubt truth, justice and God."," Nás mladé to stojí dvakrát tolik sil, abychom obhájili své názory v době, která ničí všechny dosavadní ideály a představy, v době, v níž se lidé ukazují ze své nejohyzdnější stránky, v níž se pochybuje o pravdě, právu a Bohu!"
"forgot","forget","zapomněl","zapomenout","pf"," Peter forgot to unbolt the front door."," Peter zapomněl odstrčit závoru u dveří."
"get","get","nedostal","dostat","pf"," As a result, Mr. Kugler and the warehouse employees could n't get in."," Kugler s dělníky se proto nedostal do domu."
"tell","tell","povím","povědět","pf"," It 's enough to tell you that we 've divided many things like meat and fats and oils and are frying our own potatoes."," Stačí, když ti povím, že jsme si teď rozdělili spoustu věcí jako třeba tuk a maso a že si připravujeme vlastní pečené brambory."
"divided","divide","rozdělili","rozdělit","pf"," It 's enough to tell you that we 've divided many things like meat and fats and oils and are frying our own potatoes."," Stačí, když ti povím, že jsme si teď rozdělili spoustu věcí jako třeba tuk a maso a že si připravujeme vlastní pečené brambory."
"eating","eat","jíme","jíst","impf"," Recently we 've been eating a little extra rye bread because by four o'clock we 're so hungry for dinner we can barely control our rumbling stomachs."," Od jisté doby jíme navíc trochu žitného chleba, protože už ve čtyři hodiny toužebně čekáme na jídlo a naše kručící žaludky to skoro nemůžou vydržet."
"approaching","approach","Blíží","blížit","impf"," Mother 's birthday is rapidly approaching."," Blíží se matčiny narozeniny."
"received","receive","Dostala","dostat","pf"," She received some extra sugar from Mr. Kugler, which sparked off jealousy on the part of the van Daans, because Mrs. van D. did n't receive any on her birthday."," Dostala od Kuglera přídavek cukru, což byl popud k žárlivosti, protože při narozeninách paní van Daanové toto pohoštění odpadlo."
"receive","receive","Dostala","dostat","pf"," She received some extra sugar from Mr. Kugler, which sparked off jealousy on the part of the van Daans, because Mrs. van D. did n't receive any on her birthday."," Dostala od Kuglera přídavek cukru, což byl popud k žárlivosti, protože při narozeninách paní van Daanové toto pohoštění odpadlo."
"leaves","leave","odchází","odcházet","impf"," Bep leaves."," Bep odchází."
"say","say","říct","říci","pf"," I must say that the Annex Committee ( the men 's section ) is very creative."," Musím říct, že pánská ukrývací komise zadního domu je velice vynalézavá."
"get","get","nechytil","chytit","pf"," If only Peter does n't get it."," Jen aby to nechytil Peter!"
"called","call","říká","říkat","impf"," He insisted on a kiss, and called me his El Dorado."," Musel nutně dostat pusu a říká, že jsem jeho Eldorádo."
"feel","feel","cítit","cítit","impf"," I feel so peaceful and safe with his arm around me, knowing he 's near and yet not having to speak;"," Je to tak klidné a bezpečné cítit jeho paži, vědět, že je nablízku, a přesto mlčet."
"disturbed","disturb","nerušil","rušit","impf"," Oh, if only we were never disturbed again, not even by Mouschi."," Ó, jen kdyby ho nikdo nerušil, ani taková Mouschi!"
"bored","bore","nudila","nudit","impf"," I stayed in bed yesterday with a sore throat, but since I was already bored the very first afternoon and did n't have a fever, I got up today."," včera odpoledne jsem ležela v posteli, bolelo mě v krku, ale protože jsem se hned první den nudila a neměla horečku, dneska jsem zase vstala."
"see","see","vidět","vidět","impf"," After that evening my longing to see it again was even greater than my fear of burglars, a dark rat-infested house or police raids."," Po tomto večeru byla moje touha vidět to ještě jednou silnější než můj strach ze zlodějů, z temného krysího domu nebo z přepadení."
"went","go","Šla","jít","impf"," I went downstairs all by myself and looked out the windows in the kitchen and private office."," Šla jsem úplně sama dolů a dívala se z okna v soukromé kanceláři a v kuchyni."
"looked","look","dívala","dívat","impf"," I went downstairs all by myself and looked out the windows in the kitchen and private office."," Šla jsem úplně sama dolů a dívala se z okna v soukromé kanceláři a v kuchyni."
"sat","sit","seděla","sedět","impf"," He stood with his head against a thick beam, while I sat."," Stál opřený hlavou o tlustý trám, já jsem seděla."
"looked","look","hleděli","hledět","impf"," We breathed in the air, looked outside and both felt that the spell should n't be broken with words."," Vdechovali jsme vzduch, hleděli ven a cítili, že to nesmíme přerušit slovy."
"felt","feel","cítili","cítit","impf"," We breathed in the air, looked outside and both felt that the spell should n't be broken with words."," Vdechovali jsme vzduch, hleděli ven a cítili, že to nesmíme přerušit slovy."
"broken","break","přerušit","přerušit","pf"," We breathed in the air, looked outside and both felt that the spell should n't be broken with words."," Vdechovali jsme vzduch, hleděli ven a cítili, že to nesmíme přerušit slovy."
"go","go","začít","začít","pf"," We remained like this for a long while, and by the time he had to go to the loft to chop wood, I knew he was a good, decent boy."," Dlouho jsme se dívali ven, a když musel začít štípat dříví, věděla jsem, že je to skvělý hoch."
"taken","take","vzala","vzít","pf"," If Miep had taken us along to the party, there would n't have been any rolls left over for the other guests."," Kdyby nás Miep na ty zásnuby vzala s sebou, tak by z chlebíčků pro ostatní hosty nic nezbylo."
"went","go","šel","jít","impf"," He paced up and down his room and went to bed early."," Pobíhal po svém pokoji sem a tam a šel hodně brzy spát."
"admire","admire","obdivuji","obdivovat","impf"," Everything would be all right if only I had Peter, since I admire him in many ways."," Všechno by bylo dobré, jen kdybych měla Petera, protože ho v lecčems obdivuji."
"comes","come","přijde","přijít","pf"," Parents, and people in general, are very peculiar when it comes to sex."," Rodiče a dospělí všeobecně se chovají velmi podivně, když tohle téma přijde na přetřes."
"set","set","dát","dát","pf"," Better set aside some of my rations for Bep."," Rychle ještě z mého přídělu dát něco stranou pro Bep."
"complete","complete","dokončit","dokončit","pf"," "" I must complete the task I 've set for myself, everything must be finished on time."," "" Musím dokončit svoje denní penzum, všecko hezky načas."
"finished","finish","dokončit","dokončit","pf"," "" I must complete the task I 've set for myself, everything must be finished on time."," "" Musím dokončit svoje denní penzum, všecko hezky načas."
"caught","catch","chytli","chytnout","pf"," The political situation is looking ' GUT, ' it 's ' eempossible ' for us to get caught."," S politikou to jde výborně, že by nás chytli, to nepřipadá v úvahu."
"say","say","neodpověděl","odpovědět","pf"," Thank goodness Father did n't say anything more."," Ale otec naštěstí neodpověděl."
"comforted","comfort","Utěšovala","utěšovat","impf"," I comforted Mrs. van Daan, who was very frightened."," Utěšovala jsem vyděšenou paní van Daanovou."
"talked","talk","Mluvily","mluvit","impf"," We talked about escaping, being interrogated by the Gestapo, phoning Mr. Kleiman and being courageous."," Mluvily jsme o útěku, o výsleších na gestapu, o telefonování a o statečnosti."
"behave","behave","chovat","chovat","impf"," "" We must behave like soldiers, Mrs. van Daan."," "" Teď se musíme chovat jako vojáci, paní van Daanová."
"telling","tell","říkají","říkat","impf"," If our time has come, well then, it 'll be for Queen and Country, for freedom, truth and justice, as they 're always telling us on the radio."," Když zahyneme, dobrá, bude to za královnu a za vlast, za svobodu, pravdu a právo, přesně tak, jak to stále říkají na stanici Oranje."
"shining","shine","nesvítí","svítit","impf"," Next she grumbled that the sun was n't shining, the invasion had n't started, we were n't allowed to look out the windows, etc., etc."," Pak zase že už nesvítí slunce a po invazi ani vidu ani slechu, že se nemůžeme dívat z okna atd. atd."
"look","look","dívat","dívat","impf"," Next she grumbled that the sun was n't shining, the invasion had n't started, we were n't allowed to look out the windows, etc., etc."," Pak zase že už nesvítí slunce a po invazi ani vidu ani slechu, že se nemůžeme dívat z okna atd. atd."
"come","come","přijít","přijít","pf"," It was time to come up with something else, something original."," Musím přijít na něco jiného, na něco hodně originálního."
"offered","offer","nabídla","nabídnout","pf"," My friend Sanne, who 's good at poetry, offered to help me write the essay from beginning to end in verse."," Moje přítelkyně Sanne, dobrá básnířka, mi nabídla pomoc, že totiž celý text od začátku do konce sepíšeme ve verších."
"write","write","sepíšeme","sepsat","pf"," My friend Sanne, who 's good at poetry, offered to help me write the essay from beginning to end in verse."," Moje přítelkyně Sanne, dobrá básnířka, mi nabídla pomoc, že totiž celý text od začátku do konce sepíšeme ve verších."
"look","look","hledět","hledět","impf"," As long as you can look fearlessly at the sky, you 'll know that you 're pure within and will find happiness once more."," Dokud můžeš bez bázně hledět na nebe, dotud víš, že jsi vnitřně čistý a že budeš zase šťastný."
"think","think","nemyslím","myslet","impf"," From early in the morning to late at night, all I do is think about Peter."," od časného jitra do pozdního večera nemyslím vlastně na nic jiného než na Petera."
"looking","look","pohlédne","pohlédnout","pf"," I fall asleep with his image before my eyes, dream about him and wake up with him still looking at me."," Usínám s jeho obrazem před očima, sním o něm a znovu procitám, když na mne pohlédne."
"sleeping","sleep","nespí","spát","impf"," If the adults are n't eating or sleeping, they 're clustered around the radio talking about eating, sleeping and politics."," A nejsou - li u jídla nebo nespí, sedí u rádia a mluví o jídle, o spaní a o politice."
"talking","talk","mluví","mluvit","impf"," If the adults are n't eating or sleeping, they 're clustered around the radio talking about eating, sleeping and politics."," A nejsou - li u jídla nebo nespí, sedí u rádia a mluví o jídle, o spaní a o politice."
