"seemed","seem","zdálo","zdát","impf"," At moments he seemed to feel her voice touch his ear, her hand touch his."," V některých okamžicích se mu zdálo, že cítí, jak se její hlas dotýká jeho ucha, jak se rukou dotýká jeho ruky."
"speak","speak","Řekla","říci","pf"," She told him all, that she had made a clean breast of it to her mother and that her mother would speak with him that morning."," Řekla mu všecko - že se se vším svěřila matce a že s ním chce matka dnes ráno mluvit."
"told","tell","mluvit","mluvit","impf"," She told him all, that she had made a clean breast of it to her mother and that her mother would speak with him that morning."," Řekla mu všecko - že se se vším svěřila matce a že s ním chce matka dnes ráno mluvit."
"speak","speak","mluvit","mluvit","impf"," She told him all, that she had made a clean breast of it to her mother and that her mother would speak with him that morning."," Řekla mu všecko - že se se vším svěřila matce a že s ním chce matka dnes ráno mluvit."
"cried","cry","Plakala","plakat","impf"," She cried and threw her arms round his neck, saying :"," Plakala, vrhla se mu kolem krku a řekla :"
"threw","throw","vrhla","vrhnout","pf"," She cried and threw her arms round his neck, saying :"," Plakala, vrhla se mu kolem krku a řekla :"
"round","round","vrhla","vrhnout","pf"," She cried and threw her arms round his neck, saying :"," Plakala, vrhla se mu kolem krku a řekla :"
"saying","say","řekla","říci","pf"," She cried and threw her arms round his neck, saying :"," Plakala, vrhla se mu kolem krku a řekla :"
"asked","ask","Zeptala","zeptat","pf"," She asked him why did he not write out his thoughts."," Zeptala se ho proč, své myšlenky nezapisuje."
"write","write","nezapisuje","zapisovat","impf"," She asked him why did he not write out his thoughts."," Zeptala se ho proč, své myšlenky nezapisuje."
"began","begin","Začal","začít","pf"," He began to cry ... ”"," Začal plakat ... """
"cry","cry","plakat","plakat","impf"," He began to cry ... ”"," Začal plakat ... """
"done","do","udělal","udělat","pf"," “ What have you done to him? ” she cried, glaring into his face."," "" Co jsi mu udělal? "" volala a upřeně mu hleděla do obličeje."
"cried","cry","volala","volat","impf"," “ What have you done to him? ” she cried, glaring into his face."," "" Co jsi mu udělal? "" volala a upřeně mu hleděla do obličeje."
"sustained","sustain","snesl","snést","pf"," Little Chandler sustained for one moment the gaze of her eyes and his heart closed together as he met the hatred in them."," Malý Chandler na okamžik snesl pohled jejích očí a srdce se mu sevřelo, když se setkal s nenávistí, která se z nich dívala."
"closed","close","sevřelo","sevřít","pf"," Little Chandler sustained for one moment the gaze of her eyes and his heart closed together as he met the hatred in them."," Malý Chandler na okamžik snesl pohled jejích očí a srdce se mu sevřelo, když se setkal s nenávistí, která se z nich dívala."
"met","meet","setkal","setkat","pf"," Little Chandler sustained for one moment the gaze of her eyes and his heart closed together as he met the hatred in them."," Malý Chandler na okamžik snesl pohled jejích očí a srdce se mu sevřelo, když se setkal s nenávistí, která se z nich dívala."
"began","begin","Začal","začít","pf"," He began to stammer :"," Začal koktat :"
"turned","turn","obrátil","obrátit","pf"," Ignatius Gallaher turned his orange tie and slate-blue eyes full upon his friend."," Ignatius Gallaher obrátil oranžovou vázanku a šedomodré oči přímo na přítele."
"think","think","Myslíš","myslet","impf"," “ You think so? ” he said."," "" Myslíš? "" řekl."
"said","say","řekl","říci","pf"," “ You think so? ” he said."," "" Myslíš? "" řekl."
"repeated","repeat","Opakoval","opakovat","impf"," “ You ’ ll put your head in the sack, ” repeated Little Chandler stoutly, “ like everyone else if you can find the girl. ”"," "" Strčíš hlavu do chomoutu, "" Opakoval nepoddajně malý Chandler, "" jako ji tam strčí každý jiný, jen co si najdeš tu pravou. """
"find","find","najdeš","najít","pf"," “ You ’ ll put your head in the sack, ” repeated Little Chandler stoutly, “ like everyone else if you can find the girl. ”"," "" Strčíš hlavu do chomoutu, "" Opakoval nepoddajně malý Chandler, "" jako ji tam strčí každý jiný, jen co si najdeš tu pravou. """
"given","give","dali","dát","pf"," The organ-player had been ordered to ho away and given sixpence."," Poslali kolovrátkaře pryč a dali mu šest pencí."
"remembered","remember","Vzpomněla","vzpomenout","pf"," She remembered her father strutting back into the sick-room saying :"," Vzpomněla si na otce, jak se pyšným krokem vrátil k nemocné do pokoje a řekl :"
"saying","say","řekl","říci","pf"," She remembered her father strutting back into the sick-room saying :"," Vzpomněla si na otce, jak se pyšným krokem vrátil k nemocné do pokoje a řekl :"
"done","do","Jednal","jednat","impf"," He had done what seemed to him best."," Jednal tak, jak mu připadalo nejlepší."
"blame","blame","viněn","vinit","impf"," How was he to blame?"," Což může být z něčeho viněn?"
"understood","understand","chápal","chápat","impf"," Now that she was gone he understood how lonely her live must have been, sitting night after night alone in that room."," Nyní po její smrti chápal, jak osaměle jistě žila, když večer co večer sama sedávala v onom pokoji."
"died","die","zemře","zemřít","pf"," His life would be lonely too until he, too, died, ceased to exist, became a memory - if anyone remembered him."," I jeho život bude osamělý, až i on zemře, přestane existovat, promění se ve vzpomínku - pokud si na něj někdo vzpomene."
"ceased","cease","přestane","přestat","pf"," His life would be lonely too until he, too, died, ceased to exist, became a memory - if anyone remembered him."," I jeho život bude osamělý, až i on zemře, přestane existovat, promění se ve vzpomínku - pokud si na něj někdo vzpomene."
"exist","exist","existovat","existovat","impf"," His life would be lonely too until he, too, died, ceased to exist, became a memory - if anyone remembered him."," I jeho život bude osamělý, až i on zemře, přestane existovat, promění se ve vzpomínku - pokud si na něj někdo vzpomene."
"remembered","remember","vzpomene","vzpomenout","pf"," His life would be lonely too until he, too, died, ceased to exist, became a memory - if anyone remembered him."," I jeho život bude osamělý, až i on zemře, přestane existovat, promění se ve vzpomínku - pokud si na něj někdo vzpomene."
"left","leave","odešel","odejít","pf"," It was after nine o ’ clock when he left the shop."," Když odešel z hostince, bylo už devět pryč."
"raised","raise","zvedl","zvednout","pf"," Mr. Duffy raised his eyes from the paper and gazed out of his window on the cheerless evening landscape."," Pan Duffy zvedl oči od novin a zahleděl se oknem na zachmuřenou večerní krajinu."
"lay","lie","ležela","ležet","impf"," The river lay quiet beside the empty distillery and from time to time a light appeared in some house on the Lucan road."," Řeka pokojně ležela vedle prázdné vinopalny a občas se objevilo světlo v některém domě na silnici do Lucanu."
"appeared","appear","objevilo","objevit","pf"," The river lay quiet beside the empty distillery and from time to time a light appeared in some house on the Lucan road."," Řeka pokojně ležela vedle prázdné vinopalny a občas se objevilo světlo v některém domě na silnici do Lucanu."
"spoken","speak","mluvil","mluvit","impf"," The whole narrative of her death revolted him and it revolted him to think that he had ever spoken to her of what he held sacred."," Celé vyprávění o její smrti v něm budilo odpor a budilo v něm odpor pomyšlení, že s ní kdy mluvil o tom, co je mu svaté."
"sat","sit","seděla","sedět","impf"," Polly sat for a little time on the side of the bed, crying."," Polly chvilku seděla na pelesti postele a plakala."
"crying","cry","plakala","plakat","impf"," Polly sat for a little time on the side of the bed, crying."," Polly chvilku seděla na pelesti postele a plakala."
"dried","dry","osušila","osušit","pf"," Then she dried her eyes and went over to the looking-glass."," Pak si osušila oči a šla k zrcadlu."
"went","go","šla","jít","impf"," Then she dried her eyes and went over to the looking-glass."," Pak si osušila oči a šla k zrcadlu."
"beginning","begin","Začal","začít","pf"," He was beginning to feel somewhat disillusioned."," Začal mít pocit, že trochu ztrácí iluse."
"expressing","express","vyjadřoval","vyjadřovat","impf"," Gallaher ’ s accent and way of expressing himself did not please him."," Gallaherův přízvuk a způsob, jímž se vyjadřoval, se mu nelíbily."
"please","please","nelíbily","líbit","impf"," Gallaher ’ s accent and way of expressing himself did not please him."," Gallaherův přízvuk a způsob, jímž se vyjadřoval, se mu nelíbily."
"observed","observe","nevšiml","všimnout","pf"," There was something vulgar in his friend which he had not observed before."," V jeho příteli bylo něco vulgárního, čeho si předtím nevšiml."
"went","go","chodil","chodit","impf"," At midday he went to Dan Burke ’ s and took his lunch - a bottle of lager beer and a small tray full of arrowroot biscuits."," O polednách chodil pojíst do hostince Dana Burka - vypil láhev ležáku a snědl misku marantových sucharů."
"felt","feel","cítil","cítit","impf"," He dined in an eating-house in George ’ s Street where he felt himself safe from the society of Dublin ’ s gilded youth and where there was a certain plain honesty in the bill of fare."," Povečeřel v jídelně na George ' s Street, kde se cítil v bezpečí před společností dublinské zlaté mládeže a kde jídelní lístek měl jakousi prostou poctivost."
"Spoils","spoil","Kazí","kazit","impf"," Spoils the flavour ..."," Kazí to chuť ..."
"saw","see","viděl","vidět","impf"," Well, and how have you been pulling along since I saw you last?"," No a jak si žiješ od té doby, co jsem tě viděl naposled?"
"ageing","age","stárnu","stárnout","impf"," Do you see any signs of ageing in me - eh, what?"," Zdá se ti, že stárnu - co, zdá?"
"laughed","laugh","zasmál","zasmát","pf"," He tossed his glass to his mouth, finished his drink and laughed loudly."," Prudce přiložil skleničku k ústům, dopil nápoj a hlučně se zasmál."
"said","say","řekl","říci","pf"," Then he looked thoughtfully before him and said in a calmer tone :"," Pak se zamyšleně zadíval před sebe a klidnějším hlasem řekl :"
"wait","wait","počkat","počkat","pf"," They can wait."," Mohu počkat."
"tasting","taste","ochutnával","ochutnávat","impf"," He imitated with his mouth the act of tasting and made a wry face."," Pohnul ústy, jako by ochutnával, a zatvářil se kysele."
"said","say","řekl","říci","pf"," “ Must get a bit stale, I should think, ” he said."," "" To asi musím ještě trochu okorat, "" řekl."
"promising","promise","slibovalo","slibovat","impf"," It was a bright Sunday morning of early summer, promising heat, but with a fresh breeze blowing."," Bylo jasné nedělní ráno na počátku léta, slibovalo horký den, ale vanul svěží vítr."
"shone","shine","svítily","svítit","impf"," His eyes, which were of bluish slate colour, relieved his unhealthy pallor and shone out plainly above the vivid orange tie he wore."," Namodrale šedé oči zjasňovaly jeho nezdravou bledost a otevřeně svítily nad živou oranžovou barvou vázanky."
"bent","bend","Sklonil","sklonit","pf"," He bent his head and felt with two sympathetic fingers the thin hair at the crown."," Sklonil hlavu a dvěma prsty si útrpně nahmatal řídké vlasy na temeni."
"put","put","posadil","posadit","pf"," Ignatius Gallaher put on his hat again."," Ignatius Gallaher si zase posadil klobouk na hlavu."
"said","say","řekl","říci","pf"," “ It pulls you down, ” he said, “ Press life."," "" Život u novin člověka strhá, "" řekl."
"containing","contain","Měl","mít","impf"," He had an odd autobiographical habit which led him to compose in his mind from time to time a short sentence about himself containing a subject in the third person and a predicate in the past tense."," Měl podivný autobiografický zvyk, který ho vedl k tomu, aby si občas v duchu utvářel krátkou větu týkající se jeho samého a obsahující podmět v třetí osobě a přísudek v minulém čase."
"led","lead","vedl","vést","impf"," He had an odd autobiographical habit which led him to compose in his mind from time to time a short sentence about himself containing a subject in the third person and a predicate in the past tense."," Měl podivný autobiografický zvyk, který ho vedl k tomu, aby si občas v duchu utvářel krátkou větu týkající se jeho samého a obsahující podmět v třetí osobě a přísudek v minulém čase."
"gave","give","nedával","dávat","impf"," He never gave alms to beggars, and walked firmly, carrying stout hazel."," Nikdy nedával žebrákům almužnu, chodil rázně a nosil mohutnou hůl."
"walked","walk","chodil","chodit","impf"," He never gave alms to beggars, and walked firmly, carrying stout hazel."," Nikdy nedával žebrákům almužnu, chodil rázně a nosil mohutnou hůl."
"carrying","carry","nosil","nosit","impf"," He never gave alms to beggars, and walked firmly, carrying stout hazel."," Nikdy nedával žebrákům almužnu, chodil rázně a nosil mohutnou hůl."
"leave","leave","dovolila","dovolit","pf"," The matron had given her leave to go out as soon as the women ’ s tea was over, and Maria looked forward to her evening out."," Paní jí dovolila odejít, jakmile ženské budou mít po čaji, a Marie se na volný večer těšila."
"leave","leave","odejít","odejít","pf"," The matron had given her leave to go out as soon as the women ’ s tea was over, and Maria looked forward to her evening out."," Paní jí dovolila odejít, jakmile ženské budou mít po čaji, a Marie se na volný večer těšila."
"go","go","odejít","odejít","pf"," The matron had given her leave to go out as soon as the women ’ s tea was over, and Maria looked forward to her evening out."," Paní jí dovolila odejít, jakmile ženské budou mít po čaji, a Marie se na volný večer těšila."
"said","say","řekla","říci","pf"," The kitchen was spick and span : the cook said you could see yourself in the big copper boilers."," Kuchyně byla jako křišťál : kuchařka řekla, že se člověk ve velkých měděných hrncích může zhlížet."
"told","tell","říkal","říkat","impf"," Hogan told me you had ... tasted the joys of connubial bliss."," Hogan mi říkal, že už jsi ... ochutnal radosti manželského nebe."
"tasted","taste","ochutnal","ochutnat","pf"," Hogan told me you had ... tasted the joys of connubial bliss."," Hogan mi říkal, že už jsi ... ochutnal radosti manželského nebe."
"smiled","smile","usmál","usmát","pf"," Little Chandler blushed and smiled."," Malý Chandler se začervenal a usmál."
"hope","hope","Doufám","doufat","impf"," “ I hope it ’ s not too late in the day to offer my best wishes, ” said Ignatius Gallaher."," "" Doufám, že jsem se příliš neomeškal, abych ti mohl přát všechno nejlepší, "" prohlásil Ignatius Gallaher."
"said","say","prohlásil","prohlásit","pf"," “ I hope it ’ s not too late in the day to offer my best wishes, ” said Ignatius Gallaher."," "" Doufám, že jsem se příliš neomeškal, abych ti mohl přát všechno nejlepší, "" prohlásil Ignatius Gallaher."
"come","come","přijedu","přijet","pf"," “ Next year if I come, parole d ’ honneur. ”"," "" Jestli příští rok přijedu, dávám ti na to čestné slovo. """
"looked","look","podíval","podívat","pf"," Ignatius Gallaher took out a large gold watch and looked at it."," Ignatius Gallaher vytáhl zlaté hodinky a podíval se na ně."
"said","say","odpověděl","odpovědět","pf"," “ O, yes, positively, ” said Little Chandler."," "" Ale ano, určitě, "" odpověděl malý Chandler."
"set","set","postavil","postavit","pf"," When he had drunk he smacked his lips decisively, set down his glass and said :"," Když dopil, rozhodně mlaskl, postavil skleničku a řekl :"
"said","say","řekl","říci","pf"," When he had drunk he smacked his lips decisively, set down his glass and said :"," Když dopil, rozhodně mlaskl, postavil skleničku a řekl :"
"said","say","pronesl","pronést","pf"," “ Some day you will, ” said Little Chandler calmly."," "" Jednou ji tam strčíš, "" klidně pronesl malý Chandler."
"reached","reach","došel","dojít","pf"," When he reached his house he went up at once to his bedroom and, taking the paper from his pocket, read the paragraph again by the failing light of the window."," Když došel domů, okamžitě vystoupil nahoru do své ložnice, vytáhl noviny z kapsy a v ubývajícím světle u okna přečetl si článek znovu."
"read","read","přečetl","přečíst","pf"," When he reached his house he went up at once to his bedroom and, taking the paper from his pocket, read the paragraph again by the failing light of the window."," Když došel domů, okamžitě vystoupil nahoru do své ložnice, vytáhl noviny z kapsy a v ubývajícím světle u okna přečetl si článek znovu."
"read","read","Nečetl","číst","impf"," He read it not aloud, but moving his lips as a priest does when he reads the prayers Secreto."," Nečetl nahlas, ale pohyboval rty jako kněz, čte - li modlitby secreto."
"reads","read","Nečetl","číst","impf"," He read it not aloud, but moving his lips as a priest does when he reads the prayers Secreto."," Nečetl nahlas, ale pohyboval rty jako kněz, čte - li modlitby secreto."
"moving","move","pohyboval","pohybovat","impf"," He read it not aloud, but moving his lips as a priest does when he reads the prayers Secreto."," Nečetl nahlas, ale pohyboval rty jako kněz, čte - li modlitby secreto."
"read","read","čte","číst","impf"," He read it not aloud, but moving his lips as a priest does when he reads the prayers Secreto."," Nečetl nahlas, ale pohyboval rty jako kněz, čte - li modlitby secreto."
"reads","read","čte","číst","impf"," He read it not aloud, but moving his lips as a priest does when he reads the prayers Secreto."," Nečetl nahlas, ale pohyboval rty jako kněz, čte - li modlitby secreto."
"came","come","přijde","přijít","pf"," She had lovely ferns and wax-plants and, whenever anyone came to visit her, she always gave the visitor one or two slips from her conservatory."," Má tam hezké kapradiny a voskovky, a kdykoli ji někdo přijde navštívit, vždycky hostu dá ze skleníku několik odnoží."
"visit","visit","navštívit","navštívit","pf"," She had lovely ferns and wax-plants and, whenever anyone came to visit her, she always gave the visitor one or two slips from her conservatory."," Má tam hezké kapradiny a voskovky, a kdykoli ji někdo přijde navštívit, vždycky hostu dá ze skleníku několik odnoží."
"gave","give","dá","dát","pf"," She had lovely ferns and wax-plants and, whenever anyone came to visit her, she always gave the visitor one or two slips from her conservatory."," Má tam hezké kapradiny a voskovky, a kdykoli ji někdo přijde navštívit, vždycky hostu dá ze skleníku několik odnoží."
"told","tell","řekla","říci","pf"," When the cook told her everything was ready she went into the women ’ s room and began to pull the big bell."," Jakmile jí kuchařka řekla, že je všechno připraveno, odešla do místnosti, kde ženské jedly, a začala tahat za velký zvon."
"went","go","odešla","odejít","pf"," When the cook told her everything was ready she went into the women ’ s room and began to pull the big bell."," Jakmile jí kuchařka řekla, že je všechno připraveno, odešla do místnosti, kde ženské jedly, a začala tahat za velký zvon."
"went","go","začala","začít","pf"," When the cook told her everything was ready she went into the women ’ s room and began to pull the big bell."," Jakmile jí kuchařka řekla, že je všechno připraveno, odešla do místnosti, kde ženské jedly, a začala tahat za velký zvon."
"began","begin","začala","začít","pf"," When the cook told her everything was ready she went into the women ’ s room and began to pull the big bell."," Jakmile jí kuchařka řekla, že je všechno připraveno, odešla do místnosti, kde ženské jedly, a začala tahat za velký zvon."
"pull","pull","tahat","tahat","impf"," When the cook told her everything was ready she went into the women ’ s room and began to pull the big bell."," Jakmile jí kuchařka řekla, že je všechno připraveno, odešla do místnosti, kde ženské jedly, a začala tahat za velký zvon."
"come","come","přišel","přijít","pf"," He turned back the way he had come, the rhythm of the engine pounding in his ears."," Vracel se, kudy přišel, a v uších mu zněl rytmus lokomotivy."
"began","begin","Začal","začít","pf"," He began to doubt the reality of what memory told him."," Začal pochybovat o skutečnosti toho, co mu předestřely vzpomínky."
"doubt","doubt","pochybovat","pochybovat","impf"," He began to doubt the reality of what memory told him."," Začal pochybovat o skutečnosti toho, co mu předestřely vzpomínky."
"feel","feel","necítil","cítit","impf"," He could not feel her near him in the darkness nor her voice touches his ear."," Už necítil, že je ve tmě blízko něho, ani neměl dojem, že se její hlas dotýká jeho ucha."
"touches","touch","necítil","cítit","impf"," He could not feel her near him in the darkness nor her voice touches his ear."," Už necítil, že je ve tmě blízko něho, ani neměl dojem, že se její hlas dotýká jeho ucha."
"touches","touch","dotýká","dotýkat","impf"," He could not feel her near him in the darkness nor her voice touches his ear."," Už necítil, že je ve tmě blízko něho, ani neměl dojem, že se její hlas dotýká jeho ucha."
"waited","wait","čekal","čekat","impf"," He waited for some minutes listening."," Několik minut čekal a naslouchal."
"confused","confuse","zmátl","zmást","pf"," Three small whiskies had gone to his head and Gallaher ’ s strong cigar had confused his mind, for he was a delicate and abstinent person."," Tři malé whisky mu stouply do hlavy a Gallaherův silný doutník mu ji zmátl, neboť byl člověk jemný a zdržoval se alkoholu."
"meeting","meet","setkal","setkat","pf"," The adventure of meeting Gallaher after eight year, of finding himself with Gallaher in Corless ’ s surrounded by lights and noise, of listening to Gallaher ’ s stories and of sharing for a brief space Gallaher ’ s vagrant and triumphant life, upset the equipoise of his sensitive nature."," Dobrodružství vězící v tom, že se po osmi letech setkal s Gallaherem, že se s Gallaherem octl v Corlessově restauraci obklopen světly a hlukem, že naslouchal Gallaherovu vyprávění a na krátko se dělil s Gallaherem o jeho potulný a vítězný život, porušilo rovnováhu jeho citlivé povahy."
"finding","find","octl","octnout","pf"," The adventure of meeting Gallaher after eight year, of finding himself with Gallaher in Corless ’ s surrounded by lights and noise, of listening to Gallaher ’ s stories and of sharing for a brief space Gallaher ’ s vagrant and triumphant life, upset the equipoise of his sensitive nature."," Dobrodružství vězící v tom, že se po osmi letech setkal s Gallaherem, že se s Gallaherem octl v Corlessově restauraci obklopen světly a hlukem, že naslouchal Gallaherovu vyprávění a na krátko se dělil s Gallaherem o jeho potulný a vítězný život, porušilo rovnováhu jeho citlivé povahy."
"surrounded","surround","obklopen","obklopit","pf"," The adventure of meeting Gallaher after eight year, of finding himself with Gallaher in Corless ’ s surrounded by lights and noise, of listening to Gallaher ’ s stories and of sharing for a brief space Gallaher ’ s vagrant and triumphant life, upset the equipoise of his sensitive nature."," Dobrodružství vězící v tom, že se po osmi letech setkal s Gallaherem, že se s Gallaherem octl v Corlessově restauraci obklopen světly a hlukem, že naslouchal Gallaherovu vyprávění a na krátko se dělil s Gallaherem o jeho potulný a vítězný život, porušilo rovnováhu jeho citlivé povahy."
"listening","listen","naslouchal","naslouchat","impf"," The adventure of meeting Gallaher after eight year, of finding himself with Gallaher in Corless ’ s surrounded by lights and noise, of listening to Gallaher ’ s stories and of sharing for a brief space Gallaher ’ s vagrant and triumphant life, upset the equipoise of his sensitive nature."," Dobrodružství vězící v tom, že se po osmi letech setkal s Gallaherem, že se s Gallaherem octl v Corlessově restauraci obklopen světly a hlukem, že naslouchal Gallaherovu vyprávění a na krátko se dělil s Gallaherem o jeho potulný a vítězný život, porušilo rovnováhu jeho citlivé povahy."
"sharing","share","dělil","dělit","impf"," The adventure of meeting Gallaher after eight year, of finding himself with Gallaher in Corless ’ s surrounded by lights and noise, of listening to Gallaher ’ s stories and of sharing for a brief space Gallaher ’ s vagrant and triumphant life, upset the equipoise of his sensitive nature."," Dobrodružství vězící v tom, že se po osmi letech setkal s Gallaherem, že se s Gallaherem octl v Corlessově restauraci obklopen světly a hlukem, že naslouchal Gallaherovu vyprávění a na krátko se dělil s Gallaherem o jeho potulný a vítězný život, porušilo rovnováhu jeho citlivé povahy."
