"want","want","Chci","chtít","impf"," "" I want him to take me seriously."," "" Chci, aby mě bral vážně."
"ended","end","ukončil","ukončit","pf"," Ellis ended the call, put the phone in his pocket and regarded Sphinx."," Ellis ukončil hovor, strčil mobil do kapsy a podíval se na Sphinxe."
"told","tell","oznámil","oznámit","pf"," "" I 'm on the roller coaster, "" he told the cat, "" and it 's too late to get off. """," "" Nasedl jsem na horskou dráhu, "" oznámil mu, "" a je příliš pozdě, abych z ní vystoupil. """
"thought","think","uvažoval","uvažovat","impf"," It was n't the great sex, he thought, although that had been very, very fine, indeed."," Nejde jenom o úžasný sexuální zážitek, uvažoval, i když byl opravdu nádherný."
"Wait","wait","Počkej","počkat","pf"," "" Wait a second, are you telling me that you investigated my personal finances? """," "" Počkej vteřinku, chceš mi říct, že ses šťoural v mých osobních financích? """
"telling","tell","říct","říci","pf"," "" Wait a second, are you telling me that you investigated my personal finances? """," "" Počkej vteřinku, chceš mi říct, že ses šťoural v mých osobních financích? """
"assured","assure","ujistil","ujistit","pf"," "" It was just part of a routine check, "" he assured her a little too smoothly."," "" Běžná rutina, "" ujistil ji až příliš nedbale."
"worried","worry","báli","bát","impf"," More likely you and Lawson were worried that after I lost my job I might try to sell whatever I had learned about you and Lawson 's little dream operation to the highest bidder. """," Pravděpodobnější je, že jste se s Lawsonem báli, abych neprodala všechno, co jsem se dozvěděla o vaší činnosti, za nejvyšší nabídku, když jsem bez místa. """
"sell","sell","neprodala","prodat","pf"," More likely you and Lawson were worried that after I lost my job I might try to sell whatever I had learned about you and Lawson 's little dream operation to the highest bidder. """," Pravděpodobnější je, že jste se s Lawsonem báli, abych neprodala všechno, co jsem se dozvěděla o vaší činnosti, za nejvyšší nabídku, když jsem bez místa. """
"learned","learn","dozvěděla","dozvědět","pf"," More likely you and Lawson were worried that after I lost my job I might try to sell whatever I had learned about you and Lawson 's little dream operation to the highest bidder. """," Pravděpodobnější je, že jste se s Lawsonem báli, abych neprodala všechno, co jsem se dozvěděla o vaší činnosti, za nejvyšší nabídku, když jsem bez místa. """
"mention","mention","nezmínil","zmínit","pf"," "" I did n't mention it to Lawson “ he admitted."," "" O té možnosti jsem se Lawsonovi nezmínil."
"keep","keep","nechat","nechat","pf"," It was fascinating how far one could go with the truth and yet keep secrets if one wished to do so."," Isabel ohromilo, jak je možné vypovídat pravdu, a přitom si nechat mnohá tajemství pro sebe."
"answer","answer","zodpovědět","zodpovědět","pf"," In the end she and Ellis had been able to answer every question honestly without any references to a clandestine government agency or a dead man named Vincent Scargill."," Ellisovi i jí se podařilo zodpovědět pravdivě všechny otázky, aniž by se museli zmínit o tajné vládní agentuře nebo mrtvém muži jménem Vincent Scargill."
"said","say","říkal","říkat","impf"," Yes, he said he needed money to pay off his gambling debts."," Ano, říkal, že potřebuje peníze, aby mohl zaplatit dluhy ze hry."
"needed","need","potřebuje","potřebovat","impf"," Yes, he said he needed money to pay off his gambling debts."," Ano, říkal, že potřebuje peníze, aby mohl zaplatit dluhy ze hry."
"pay","pay","zaplatit","zaplatit","pf"," Yes, he said he needed money to pay off his gambling debts."," Ano, říkal, že potřebuje peníze, aby mohl zaplatit dluhy ze hry."
"succeeded","succeed","podařilo","podařit","pf"," It was lucky he had n't been passionate about golf or tennis before Scargill almost succeeded in killing him because he sure was n't going to play either sport in the future."," Měl štěstí, že nebyl vášnivým golfistou nebo tenistou, než se Scargillovi skoro podařilo ho zabít, protože ani jeden sport by v budoucnosti zaručeně provozovat nemohl."
"killing","kill","zabít","zabít","pf"," It was lucky he had n't been passionate about golf or tennis before Scargill almost succeeded in killing him because he sure was n't going to play either sport in the future."," Měl štěstí, že nebyl vášnivým golfistou nebo tenistou, než se Scargillovi skoro podařilo ho zabít, protože ani jeden sport by v budoucnosti zaručeně provozovat nemohl."
"start","start","nenastartoval","nastartovat","pf"," He put the jacket in the backseat and got behind the wheel. But he did not start the engine immediately."," Odložil sako na zadní sedadlo, nasoukal se za volant, ale hned nenastartoval."
"sat","sit","seděl","sedět","impf"," Instead, he sat for a long time, watching the last of the mourners disperse."," Jen seděl a sledoval, jak se poslední truchlící rozcházejí."
"watching","watch","sledoval","sledovat","impf"," Instead, he sat for a long time, watching the last of the mourners disperse."," Jen seděl a sledoval, jak se poslední truchlící rozcházejí."
"taking","take","nepřipustíme","připustit","pf"," "" We certainly wo n't be taking a psychic or mystical approach to the course. ” Tamsyn assured everyone."," "" V našich kurzech rozhodně nepřipustíme žádné nadpřirozeno nebo mystiku, "" ujistila Tamsyn přítomné posluchače."
"assured","assure","ujistila","ujistit","pf"," "" We certainly wo n't be taking a psychic or mystical approach to the course. ” Tamsyn assured everyone."," "" V našich kurzech rozhodně nepřipustíme žádné nadpřirozeno nebo mystiku, "" ujistila Tamsyn přítomné posluchače."
"want","want","přejeme","přát","impf"," Farrell and I want the class taught according to the same guidelines that apply to all the other Kyler Method seminars."," S Farrellem si přejeme, aby kurzy sledovaly stejnou linii jako ostatní semináře."
"teach","teach","naučit","naučit","pf"," The idea is to teach students to use dreams to inspire the creative process."," Základní ideou je naučit posluchače využívat sny jako inspiraci tvůrčího procesu."
"teach","teach","vyučovat","vyučovat","impf"," "" Isabel will teach the class using proven creativity-enhancing techniques such as free association and journaling, "" Tamsyn continued."," "" Isabel bude vyučovat osvědčené techniky, jako jsou volné asociace nebo zapisování snů, "" pokračovala Tamsyn."
"continued","continue","pokračovala","pokračovat","impf"," "" Isabel will teach the class using proven creativity-enhancing techniques such as free association and journaling, "" Tamsyn continued."," "" Isabel bude vyučovat osvědčené techniky, jako jsou volné asociace nebo zapisování snů, "" pokračovala Tamsyn."
"hears","hear","Slyší","slyšet","impf"," She hears the rattle of harness and the iron-shod hooves of the horses striking the paving stones."," Slyší cinkání postrojů a kovové cvakání podkov o dláždění."
"sees","see","zahlédne","zahlédnout","pf"," The carriage starts to roll forward. But just as the scene starts to slip away she sees a shadowy figure move in the hall behind Randolph."," Kočár se dává znovu do pohybu, ale než scéna odpluje, zahlédne za Randolphem pohyb."
"watched","watch","pozoroval","pozorovat","impf"," He was n't accustomed to having breakfast with his dates, he reflected while he munched toast and watched Isabel feed Sphinx."," Nejsem zvyklý snídat se svými partnerkami, uvědomil si, zatímco žvýkal chléb a pozoroval Isabel, jak krmí Sphinxe."
"found","find","objevil","objevit","pf"," "" Dr. B. found him and sent him to Lawson. “"," "" Doktor Belvedere ho objevil a přehrál Lawsonovi. """
"reminded","remind","Připomínal","připomínat","impf"," "" He reminded me of myself at that age."," "" Připomínal mi mě, když mi bylo tolik co jemu."
"understood","understand","chápe","chápat","impf"," Young and eager. Excited as hell to find someone who understood what he could do with his dreams."," Byl jsem stejně mladý, dychtivý a rozčilený, že jsem narazil na někoho, kdo chápe, co dokážu ve snech."
"working","work","pracuju","pracovat","impf"," Downright thrilled to be working in a real-life super-secret government agency."," A taky vzrušením bez sebe, že pracuju v opravdické supertajné vládní bezpečnostní agentuře."
"prove","prove","ukážu","ukázat","pf"," Could n't wait to prove himself. """," Nemohl jsem se dočkat okamžiku, až ukážu, co ve mně je. """
"Go","go","Pokračuj","pokračovat","impf"," "" Go on. """," "" Pokračuj. """
"looked","look","hledá","hledat","impf"," "" Scargill knew what Lawson looked for in a case. He made certain each of his kidnappings had some aspect about it that ensured that it wound up being referred to Frey-Salter. """," "" Věděl, jaké prvky Lawson v případech hledá, a postaral se o to, aby je jím zinscenované únosy obsahovaly. """
"took","take","trvalo","trvat","impf"," "" I think that was one of the reasons it took Lawson so long to realize he had a problem."," "" Právě to byl jeden z důvodů, proč Lawsonovi tak dlouho trvalo, než si uvědomil, že má problém."
"realize","realize","uvědomil","uvědomit","pf"," "" I think that was one of the reasons it took Lawson so long to realize he had a problem."," "" Právě to byl jeden z důvodů, proč Lawsonovi tak dlouho trvalo, než si uvědomil, že má problém."
"think","think","má","mít","impf"," "" I think that was one of the reasons it took Lawson so long to realize he had a problem."," "" Právě to byl jeden z důvodů, proč Lawsonovi tak dlouho trvalo, než si uvědomil, že má problém."
"seeing","see","považoval","považovat","impf"," He kept seeing Scargill as just another promising young recruit with real dream talent but no particular street smarts."," Neustále považoval Scargilla za skutečně slibného oneironauta, ale ne za někoho, komu to opravdu pálí."
"do","do","uděláte","udělat","pf"," "" What are you going to do with those cartons? """," "" Co s těmi krabicemi uděláte? """
"surveyed","survey","pozorovala","pozorovat","impf"," Glumly she surveyed the large boxes."," Zachmuřeně balíky pozorovala."
"Rent","rent","najmu","najmout","pf"," "" Rent another storage locker, I suppose. """," "" Asi si najmu další skladovací prostory. """
"encountered","encounter","našla","najít","pf"," The last time she walked through that doorway, she encountered a dead man."," Když naposledy prošla těmito dveřmi, našla za nimi mrtvého muže."
"sit","sit","posaďte","posadit","pf"," "" Please sit down, Ms. Wright. """," "" Prosím, posaďte se, paní Wrightová. """
"change","change","změnit","změnit","pf"," He covered her mouth with his before she could change her mind."," Políbil ji dřív, než mohla své rozhodnutí změnit."
"wanted","want","nechtěl","chtít","impf"," The last thing he wanted to do was screw up big time with Tango Dancer."," V žádném případě nechtěl zkazit úžasnou chvíli s Tanečnicí tanga."
"sensed","sense","Vycítil","vycítit","pf"," He sensed the caution in her but he could also feel her eagerness and curiosity."," Vycítil její obezřetnost, ale i dychtivost a zvědavost."
"feel","feel","Vycítil","vycítit","pf"," He sensed the caution in her but he could also feel her eagerness and curiosity."," Vycítil její obezřetnost, ale i dychtivost a zvědavost."
"attracted","attract","přitahuje","přitahovat","impf"," The knowledge that she was attracted to him sent a highly charged rush of energy through him."," Poznání, že ji přitahuje, jím projelo jako elektrický výboj."
"murdered","murder","zavraždil","zavraždit","pf"," "" Scargill murdered innocent people and made it look as if they were the ones who committed the crimes?"," "" Scargill zavraždil nevinné osoby a postaral se, aby to vypadalo, že zločiny mají na svědomí ony? """
"think","think","mít","mít","impf"," I think Scargill must have had some way of identifying the kind of people he could set up."," Scargill musel mít způsob, jak vyhledávat jedince, které by mohl použít pro své záměry."
"focus","focus","nesoustředíme","soustředit","pf"," We do n't focus on a dream unless it happens to be particularly vivid or unless it contains a strong emotional element. """," Na své sny se nesoustředíme, pokud nejsou mimořádně živé nebo neobsahují silný citový náboj. """
"contains","contain","neobsahují","obsahovat","impf"," We do n't focus on a dream unless it happens to be particularly vivid or unless it contains a strong emotional element. """," Na své sny se nesoustředíme, pokud nejsou mimořádně živé nebo neobsahují silný citový náboj. """
"brings","bring","přivádí","přivádět","impf"," "" Which brings me to the first step in the process of tapping into the creative potential of your dreams. """," "" Což mě přivádí k prvnímu kroku v procesu, kterým můžete ve snu čerpat ze studnice své kreativity. """
"learned","learn","naučila","naučit","pf"," She paused for effect, as she had learned in her instructors ' classes."," Učinila dramatickou pauzu, jak se naučila v instruktorském školení."
"Take","take","Dělejte","dělat","impf"," "" Take notes."," "" Dělejte si poznámky."
"Keep","keep","Mějte","mít","impf"," Keep a pen and a pad of paper beside your bed."," Mějte u postele vždy připravený papír a tužku."
"try","try","zkuste","zkusit","pf"," Or try a recorder."," Nebo zkuste diktafon."
"trying","try","pokouší","pokoušet","impf"," "" Granted, I might not have known precisely what he removed from the narratives, but I would almost certainly have realized that he was trying to disguise some aspect of the dream. """," "" Připouštím, že bych možná neuhodla, co přesně vynechal, ale určitě by mi neušlo, že se pokouší něco skrývat. """
"tells","tell","říká","říkat","impf"," "" Something tells me that sooner or later you would have escaped the hotline."," "" Něco mi říká, že dřív nebo později byste z ní utekla sama."
"escaped","escape","utekla","utéci","pf"," "" Something tells me that sooner or later you would have escaped the hotline."," "" Něco mi říká, že dřív nebo později byste z ní utekla sama."
"go","go","jít","jít","impf"," Ready to go? """," Můžeme jít? """
"said","say","řekla","říci","pf"," Yes, I said I 'd be willing to meet with him to discuss the possibility of paying him for contact information regarding some former clients."," Ano, řekla jsem mu, že jsem ochotna se s ním sejít a projednat možnost odkoupit od něho informace týkajících se mých bývalých klientů."
"meet","meet","sejít","sejít","pf"," Yes, I said I 'd be willing to meet with him to discuss the possibility of paying him for contact information regarding some former clients."," Ano, řekla jsem mu, že jsem ochotna se s ním sejít a projednat možnost odkoupit od něho informace týkajících se mých bývalých klientů."
"discuss","discuss","projednat","projednat","pf"," Yes, I said I 'd be willing to meet with him to discuss the possibility of paying him for contact information regarding some former clients."," Ano, řekla jsem mu, že jsem ochotna se s ním sejít a projednat možnost odkoupit od něho informace týkajících se mých bývalých klientů."
"got","get","nedostala","dostat","pf"," No, I never got the addresses."," Ne, adresy jsem nedostala."
"called","call","Zavolala","zavolat","pf"," I called him because I did not want to come out here alone in the middle of the night to meet Gavin."," Zavolala jsem mu, protože jsem nechtěla jet za Gavinem uprostřed noci sama."
"want","want","nechtěla","chtít","impf"," I called him because I did not want to come out here alone in the middle of the night to meet Gavin."," Zavolala jsem mu, protože jsem nechtěla jet za Gavinem uprostřed noci sama."
"understand","understand","chápete","chápat","impf"," I 'm sure you can understand."," Jistě mě chápete."
"work","work","Pracuji","pracovat","impf"," I work at Kyler, Inc ...."," Pracuji u společnosti Kyler ..."
"see","see","Viděl","vidět","impf"," I can see another car, a red one, entering the intersection from the street on the left."," Viděl jsem jiný vůz, červený, jak se blíží zleva."
"want","want","Chtěl","chtít","impf"," I want to yell at them to stop but I can't- """," Chtěl jsem na ni zakřičet, aby zastavila, ale nevydal jsem ze sebe ani hlásku ... """
"learned","learn","naučila","naučit","pf"," "" Hell, everything I know I learned from Beth, "" Lawson said."," "" Všechno, co umím, mě naučila Beth. """
"taught","teach","naučil","naučit","pf"," "" And you taught it to me. """," "" A tys to naučil mě. """
"taught","teach","učil","učit","impf"," "" I was n't the only one you taught, Lawson. """," "" Lawsone, nejsem jediný, kohos učil. """
"said","say","říkal","říkat","impf"," You said so yourself."," Sám jsi to říkal."
"worried","worry","netrápí","trápit","impf"," "" I 'm not worried about my paycheck."," "" Moje finanční situace mě netrápí."
"told","tell","Říkala","říkat","impf"," I told myself I should stay out of it. """," Říkala jsem si, že bych se do toho neměla plést. """
"help","help","pomoct","pomoci","pf"," "" But I just ca n't seem to help myself."," "" Jenže si nemůžu pomoct."
"stiffened","stiffen","Ztuhl","ztuhnout","pf"," He stiffened."," Ztuhl."
"gave","give","Věnovala","věnovat","impf"," Isabel flashed him an approving smile, gave him a thumbs-up and hurried off down the corridor."," Věnovala mu uznalý úsměv, pochválila ho zvednutým palcem a spěchala po chodbě pryč."
"hurried","hurry","spěchala","spěchat","impf"," Isabel flashed him an approving smile, gave him a thumbs-up and hurried off down the corridor."," Věnovala mu uznalý úsměv, pochválila ho zvednutým palcem a spěchala po chodbě pryč."
"see","see","vidět","vidět","impf"," "" How could you see? """," "" Jak jsi mohl něco vidět? """
"drove","drive","jel","jet","impf"," "" I drove that route once before, "" Ellis said soothingly."," "" Už jsem tudy jel."
"going","go","jde","jít","impf"," As for Cutler, well, she had known all along that he was n't going to stop being a problem until he was dead."," Pokud jde o Cutlera, věděla, že nepřestane dělat problémy, dokud nebude mrtvý."
"stop","stop","nepřestane","přestat","pf"," As for Cutler, well, she had known all along that he was n't going to stop being a problem until he was dead."," Pokud jde o Cutlera, věděla, že nepřestane dělat problémy, dokud nebude mrtvý."
"going","go","dělat","dělat","impf"," As for Cutler, well, she had known all along that he was n't going to stop being a problem until he was dead."," Pokud jde o Cutlera, věděla, že nepřestane dělat problémy, dokud nebude mrtvý."
"start","start","začít","začít","pf"," The only answer was to get rid of all of them and start from scratch."," Jediným řešením bylo zbavit se všech tří a začít od nuly."
"wanted","want","Toužil","toužit","impf"," He wanted to kill."," Toužil zabít."
"kill","kill","zabít","zabít","pf"," He wanted to kill."," Toužil zabít."
"speak","speak","promluvit","promluvit","pf"," He had to try twice before he could speak."," Až na druhý pokus se mu podařilo promluvit."
"take","take","Neberte","brát","impf"," "" Hey, hey, take it easy, Cutler. """," "" Neberte si to tak, Cutlere. """
"raised","raise","pozvedl","pozvednout","pf"," Ellis raised the pistol two inches."," Ellis pozvedl o pár centimetrů pistoli."
"said","say","odpověděla","odpovědět","pf"," "" Right here, "" Amelia said."," "" Tady, "" odpověděla mu Amelia."
"hiding","hide","ukrývat","ukrývat","impf"," Ellis realized she must have been hiding in the stand across the way."," Ellisovi došlo, že se musela ukrývat v protějším stánku."
"returns","return","vrátí","vrátit","pf"," I 'll have Mrs. Johnson let it be known that Isabel will be resuming her responsibilities immediately after she returns from a well-earned vacation. """," Pověřím paní Johnsonovou, aby po ústavu roznesla, že se Wrightová ujme znovu svých povinností, jakmile se vrátí ze zasloužené dovolené. """
"nodded","nod","přikývl","přikývnout","pf"," Webber nodded wisely."," Webber rozvážně přikývl."
"returning","return","vrátila","vrátit","pf"," "" It should n't be that hard to talk her into returning to her old job, "" Amelia added quickly."," "" Neměl by být problém přemluvit ji, aby se vrátila, "" dodala Amelia."
"added","add","dodala","dodat","pf"," "" It should n't be that hard to talk her into returning to her old job, "" Amelia added quickly."," "" Neměl by být problém přemluvit ji, aby se vrátila, "" dodala Amelia."
"relieved","relieve","ulevilo","ulevit","pf"," She looked relieved."," Zdálo se, že se jí ulevilo."
"discovered","discover","objevil","objevit","pf"," He had discovered the fenced and gated collection of aging thrill rides, funhouses and concession stands the day before, when he turned off the main highway to take the old road into town."," Sbírku stárnoucích atrakcí a stánků, obehnanou plotem s několika branami, objevil předchozí den, když sjel z dálnice na starou silnici vedoucí do města."
"caught","catch","zastihla","zastihnout","pf"," The news of Katherine 's death had caught up with him while he was engaged in a series of business meetings in the San Francisco Bay area."," Zpráva o Katherinině smrti ho zastihla v San Francisku, kde vedl sérii obchodních jednání."
"built","build","vybudoval","vybudovat","pf"," "" Everything I 've built during the last four years."," "" Všechno, co jsem za poslední čtyři roky vybudoval."
"make","make","přiměly","přimět","pf"," That dream I had, the one you and Leila convinced me to make real, has become a nightmare. """," Sen, který jsem měl a který jste mě ty s Leilou přiměly uskutečnit, se pro mě stal noční můrou. """
"whispered","whisper","zašeptala","zašeptat","pf"," "" There are no lights on in Gavin 's room, "" she whispered."," "" U Gavina se nesvítí, "" zašeptala."
"gripped","grip","sevřela","sevřít","pf"," She gripped the edge of the seat on either side of her knees, staring hard at the ambulance."," Křečovitě sevřela oběma rukama sedadlo těsně vedle kolen a dál zírala na sanitku."
"staring","stare","zírala","zírat","impf"," She gripped the edge of the seat on either side of her knees, staring hard at the ambulance."," Křečovitě sevřela oběma rukama sedadlo těsně vedle kolen a dál zírala na sanitku."
"wanting","want","nechtěla","chtít","impf"," You do n't think that ... "" She trailed off, not wanting to put her fears into words."," Zarazila se, protože nechtěla své obavy vyslovit nahlas."
"need","need","Potřebuju","potřebovat","impf"," I need to look at those guys from another angle. """," Potřebuju se na ně podívat z jiného úhlu. """
"look","look","podívat","podívat","pf"," I need to look at those guys from another angle. """," Potřebuju se na ně podívat z jiného úhlu. """
"decide","decide","rozhodnu","rozhodnout","pf"," "" The way I do potential investors and start-up entrepreneurs before I decide whether or not to fund their projects."," "" Stejně jako si prohlížím potencionální investory a začínající podnikatele, než se rozhodnu, jestli budu jejich projekt financovat."
"fund","fund","financovat","financovat","impf"," "" The way I do potential investors and start-up entrepreneurs before I decide whether or not to fund their projects."," "" Stejně jako si prohlížím potencionální investory a začínající podnikatele, než se rozhodnu, jestli budu jejich projekt financovat."
"need","need","Musím","muset","impf"," I need to find out if there are any connections that I 've overlooked. """," Musím se přesvědčit, jestli mi neunikly nějaké souvislosti. """
"found","find","našel","najít","pf"," I found Maureen Sage, aka Amelia Netley 's personal dream log in her car last night. """," "" Včera večer jsem v autě Maureen Sageové, alias Amelie Netleyové, našel zápisník, kam si zaznamenávala své sny. """
"read","read","přečetl","přečíst","pf"," "" Got a chance to read some of it this morning."," "" Dnes ráno jsem měl chvilku času a pár jsem si jich přečetl."
"thought","think","domnívala","domnívat","impf"," Turns out she was a Level Five herself, but she kept it a secret because she thought it would give her an edge. """," Vyplývá z nich, že byla taky oneironaut pátého stupně, ale tajila to, protože se domnívala, že tak bude ve výhodě. """
