"hides","hide","skryje","skrýt","pf"," Even the tiger hides when little Tabaqui goes mad, for madness is the most disgraceful thing that can overtake a wild creature."," I tygr uteče a skryje se, když malý Tabaki sešílí, neboť šílenost jest nejhanebnější věci, které může divoký tvor propadnouti."
"grown","grow","vyrostly","vyrůst","pf"," Trees had grown into and out of the walls;"," Stromy vyrostly ze zdí a vrostly do nich;"
"tumbled","tumble","zříceny","zřítit","pf"," the battlements were tumbled down and decayed, and wild creepers hung out of the windows of the towers on the walls in bushy hanging clumps."," stavby byly zříceny a spráchnivěly a divoké šplhavé rostliny visely s oken věží a se zdí ve velkých visutých chomáčích."
"hung","hang","visely","viset","impf"," the battlements were tumbled down and decayed, and wild creepers hung out of the windows of the towers on the walls in bushy hanging clumps."," stavby byly zříceny a spráchnivěly a divoké šplhavé rostliny visely s oken věží a se zdí ve velkých visutých chomáčích."
"waited","wait","čekal","čekat","impf"," "" He has come back to this country, and has waited here a long time for thee."," "" Vrátil se opět do této krajiny a čekal zde dlouho na tebe."
"gone","go","odešel","odejít","pf"," Now he has gone off again, for the game is scarce."," Teď zase odešel, neboť zvěři je po řídku."
"kill","kill","zabíti","zabít","pf"," But he means to kill thee. """," Ale má pevný úmysl zabíti tě. """
"said","say","řekl","říci","pf"," "" Very good, "" said Mowgli."," "" Velmi dobře, "" řekl Maugli."
"sit","sit","sedí","sedět","impf"," "" So long as he is away do thou or one of the brothers sit on that rock so that I can see thee as I come out of the village."," "" Pokud bude pryč, ať ty anebo některý ze čtyř našich bratrů sedí tamhle na skále, tak abych jej viděl hned, jak vyjdu z vesnice."
"see","see","viděl","vidět","impf"," "" So long as he is away do thou or one of the brothers sit on that rock so that I can see thee as I come out of the village."," "" Pokud bude pryč, ať ty anebo některý ze čtyř našich bratrů sedí tamhle na skále, tak abych jej viděl hned, jak vyjdu z vesnice."
"wait","wait","čekej","čekat","impf"," When he comes back wait for me in the ravine by the dhak-tree in the center of the plain."," Jakmile se ale tygr vrátí, čekej na mne v rokli u dhkového stromu uprostřed planiny."
"went","go","odešli","odejít","pf"," Now, whither went they with thy cub? """," Nuže, kam odešli se svým lidským mládětem? """
"believe","believe","myslím","myslet","impf"," Toward the sunset, I believe, "" said Baloo."," K západu slunce, myslím, "" řekl Balú."
"said","say","řekl","říci","pf"," Toward the sunset, I believe, "" said Baloo."," K západu slunce, myslím, "" řekl Balú."
"thought","think","Mysleli","myslet","impf"," "" We had thought that thou wouldst know, Kaa. """," "" Mysleli jsme, že ty snad to víš, Káji. """
"take","take","Beru","brát","impf"," I take them when they come in my way, but I do not hunt the Bandar-log - or frogs - or green scum on a water-hole, for that matter. """," Beru je, když mi přijdou do cesty, ale nehoním Bandar - logů ani žab ani zeleného šlemu na vodě aniž čeho jiného. """
"do","do","Beru","brát","impf"," I take them when they come in my way, but I do not hunt the Bandar-log - or frogs - or green scum on a water-hole, for that matter. """," Beru je, když mi přijdou do cesty, ale nehoním Bandar - logů ani žab ani zeleného šlemu na vodě aniž čeho jiného. """
"come","come","přijdou","přijít","pf"," I take them when they come in my way, but I do not hunt the Bandar-log - or frogs - or green scum on a water-hole, for that matter. """," Beru je, když mi přijdou do cesty, ale nehoním Bandar - logů ani žab ani zeleného šlemu na vodě aniž čeho jiného. """
"hunt","hunt","nehoním","honit","impf"," I take them when they come in my way, but I do not hunt the Bandar-log - or frogs - or green scum on a water-hole, for that matter. """," Beru je, když mi přijdou do cesty, ale nehoním Bandar - logů ani žab ani zeleného šlemu na vodě aniž čeho jiného. """
"come","come","šli","jít","impf"," Cattle-thief, it is time to come to the Council Rock!"," Ty zloději dobytka, jest čas, abychom šli na poradní skálu!"
"purred","purr","předl","příst","impf"," "" O Akela, and ye, the Free People, "" he purred, "" I have no right in your assembly;"," "" O, Akelo a vy ze Svobodného Národa, "" předl, "" nemám práva ve vašem shromáždění;"
"says","say","praví","pravit","pf"," but the Law of the Jungle says that if there is a doubt which is not a killing matter in regard to a new cub, the life of that cub may be bought at a price."," ale Džunglí Zákon praví, že, je - li jaká pochybnost, která vzhledem k novému mláděti netýče se zabití, může býti život tohoto mláděte vykoupen cenou."
"pay","pay","zaplatiti","zaplatit","pf"," And the Law does not say who may or may not pay that price."," A zákon nestanoví, kdo smí a kdo nesmí zaplatiti tuto cenu."
"brought","bring","přivedli","přivést","pf"," Ye know how ye brought me up to an untried buck to make my weakness known."," Víte, že jste mne přivedli k čerstvému kozlu, abyste vyzradili moji slabost."
"done","do","provedeno","provést","pf"," It was cleverly done."," Bylo to chytře provedeno."
"kill","kill","zabíti","zabít","pf"," Your right is to kill me here on the Council Rock now."," Vaším právem teď je zabíti mne zde u Poradní Skály."
"ask","ask","ptám","ptát","impf"," Therefore I ask, ' Who comes to make an end of the Lone Wolf? '"," Proto se ptám, kdo vyjde, aby učinil konec Vlku Samotáři?"
"comes","come","učinil","učinit","pf"," Therefore I ask, ' Who comes to make an end of the Lone Wolf? '"," Proto se ptám, kdo vyjde, aby učinil konec Vlku Samotáři?"
"make","make","učinil","učinit","pf"," Therefore I ask, ' Who comes to make an end of the Lone Wolf? '"," Proto se ptám, kdo vyjde, aby učinil konec Vlku Samotáři?"
"come","come","šli","jít","impf"," For it is my right, by the Law of the Jungle, that ye come one by one. """," Jeť mým právem dle zákona džungle, abyste šli jeden po druhém. """
"fight","fight","bojovati","bojovat","impf"," There was a long hush, for no single wolf cared to fight Akela to the death."," Nastalo dlouhé ticho, neboť ani jediný z vlků neměl chuti bojovati samoten na smrt s Akelou."
"eat","eat","jísti","jíst","impf"," The Law of the Jungle, which never orders anything without a reason, forbids every beast to eat Man except when he is killing to show his children how to kill, and then he must hunt outside the hunting-grounds of his pack or tribe."," Džunglí Zákon, který nikdy ničeho nenařizuje bez důvodu, zapovídá všeliké zvěři jísti Člověka, vyjma ukazuje - li svým dětem, kterak zabíjet - a pak musí loviti mimo hranice lovišť své smečky nebo svého kmene."
"show","show","ukazuje","ukazovat","impf"," The Law of the Jungle, which never orders anything without a reason, forbids every beast to eat Man except when he is killing to show his children how to kill, and then he must hunt outside the hunting-grounds of his pack or tribe."," Džunglí Zákon, který nikdy ničeho nenařizuje bez důvodu, zapovídá všeliké zvěři jísti Člověka, vyjma ukazuje - li svým dětem, kterak zabíjet - a pak musí loviti mimo hranice lovišť své smečky nebo svého kmene."
"killing","kill","zabíjet","zabíjet","impf"," The Law of the Jungle, which never orders anything without a reason, forbids every beast to eat Man except when he is killing to show his children how to kill, and then he must hunt outside the hunting-grounds of his pack or tribe."," Džunglí Zákon, který nikdy ničeho nenařizuje bez důvodu, zapovídá všeliké zvěři jísti Člověka, vyjma ukazuje - li svým dětem, kterak zabíjet - a pak musí loviti mimo hranice lovišť své smečky nebo svého kmene."
"kill","kill","zabíjet","zabíjet","impf"," The Law of the Jungle, which never orders anything without a reason, forbids every beast to eat Man except when he is killing to show his children how to kill, and then he must hunt outside the hunting-grounds of his pack or tribe."," Džunglí Zákon, který nikdy ničeho nenařizuje bez důvodu, zapovídá všeliké zvěři jísti Člověka, vyjma ukazuje - li svým dětem, kterak zabíjet - a pak musí loviti mimo hranice lovišť své smečky nebo svého kmene."
"hunt","hunt","loviti","lovit","impf"," The Law of the Jungle, which never orders anything without a reason, forbids every beast to eat Man except when he is killing to show his children how to kill, and then he must hunt outside the hunting-grounds of his pack or tribe."," Džunglí Zákon, který nikdy ničeho nenařizuje bez důvodu, zapovídá všeliké zvěři jísti Člověka, vyjma ukazuje - li svým dětem, kterak zabíjet - a pak musí loviti mimo hranice lovišť své smečky nebo svého kmene."
"suffers","suffer","trpí","trpět","impf"," Then everybody in the jungle suffers."," A pak trpí v džungli kde kdo."
"go","go","Chodil","chodit","impf"," He would go down the hillside into the cultivated lands by night, and look very curiously at the villagers in their huts, but he had a mistrust of men because Bagheera showed him a square box with a drop-gate so cunningly hidden in the jungle that he nearly walked into it, and told him it was a trap."," Chodil v noci dolů se stráně do sdělaných polí a hleděl zvědavě na vesničany v jejich chýších, ale nedůvěřoval lidem, protože mu Bagýra ukázal čtverhrannou bednu s padacími dveřmi, tak dovedně ukrytou v džungli, že by byl málem do ní vešel, a řekl mu, že je to past."
"walked","walk","Chodil","chodit","impf"," He would go down the hillside into the cultivated lands by night, and look very curiously at the villagers in their huts, but he had a mistrust of men because Bagheera showed him a square box with a drop-gate so cunningly hidden in the jungle that he nearly walked into it, and told him it was a trap."," Chodil v noci dolů se stráně do sdělaných polí a hleděl zvědavě na vesničany v jejich chýších, ale nedůvěřoval lidem, protože mu Bagýra ukázal čtverhrannou bednu s padacími dveřmi, tak dovedně ukrytou v džungli, že by byl málem do ní vešel, a řekl mu, že je to past."
"look","look","hleděl","hledět","impf"," He would go down the hillside into the cultivated lands by night, and look very curiously at the villagers in their huts, but he had a mistrust of men because Bagheera showed him a square box with a drop-gate so cunningly hidden in the jungle that he nearly walked into it, and told him it was a trap."," Chodil v noci dolů se stráně do sdělaných polí a hleděl zvědavě na vesničany v jejich chýších, ale nedůvěřoval lidem, protože mu Bagýra ukázal čtverhrannou bednu s padacími dveřmi, tak dovedně ukrytou v džungli, že by byl málem do ní vešel, a řekl mu, že je to past."
"showed","show","ukázal","ukázat","pf"," He would go down the hillside into the cultivated lands by night, and look very curiously at the villagers in their huts, but he had a mistrust of men because Bagheera showed him a square box with a drop-gate so cunningly hidden in the jungle that he nearly walked into it, and told him it was a trap."," Chodil v noci dolů se stráně do sdělaných polí a hleděl zvědavě na vesničany v jejich chýších, ale nedůvěřoval lidem, protože mu Bagýra ukázal čtverhrannou bednu s padacími dveřmi, tak dovedně ukrytou v džungli, že by byl málem do ní vešel, a řekl mu, že je to past."
"told","tell","řekl","říci","pf"," He would go down the hillside into the cultivated lands by night, and look very curiously at the villagers in their huts, but he had a mistrust of men because Bagheera showed him a square box with a drop-gate so cunningly hidden in the jungle that he nearly walked into it, and told him it was a trap."," Chodil v noci dolů se stráně do sdělaných polí a hleděl zvědavě na vesničany v jejich chýších, ale nedůvěřoval lidem, protože mu Bagýra ukázal čtverhrannou bednu s padacími dveřmi, tak dovedně ukrytou v džungli, že by byl málem do ní vešel, a řekl mu, že je to past."
"go","go","chodil","chodit","impf"," He loved better than anything else to go with Bagheera into the dark warm heart of the forest, to sleep all through the drowsy day, and at night see how Bagheera did his killing."," Nejraději chodil s Bagýrou do temného, teplého lesního nitra, aby tam spal po celý malátný den, a v noci hleděl, jak provádí Bagýra svoje zabíjení."
"sleep","sleep","spal","spát","impf"," He loved better than anything else to go with Bagheera into the dark warm heart of the forest, to sleep all through the drowsy day, and at night see how Bagheera did his killing."," Nejraději chodil s Bagýrou do temného, teplého lesního nitra, aby tam spal po celý malátný den, a v noci hleděl, jak provádí Bagýra svoje zabíjení."
"see","see","hleděl","hledět","impf"," He loved better than anything else to go with Bagheera into the dark warm heart of the forest, to sleep all through the drowsy day, and at night see how Bagheera did his killing."," Nejraději chodil s Bagýrou do temného, teplého lesního nitra, aby tam spal po celý malátný den, a v noci hleděl, jak provádí Bagýra svoje zabíjení."
"did","do","provádí","provádět","impf"," He loved better than anything else to go with Bagheera into the dark warm heart of the forest, to sleep all through the drowsy day, and at night see how Bagheera did his killing."," Nejraději chodil s Bagýrou do temného, teplého lesního nitra, aby tam spal po celý malátný den, a v noci hleděl, jak provádí Bagýra svoje zabíjení."
"came","come","přišel","přijít","pf"," Then Kaa came straight, quickly, and anxious to kill."," Tu přišel Káj, přímo, rychle a dychtiv zabíjeti."
"kill","kill","zabíjeti","zabíjet","impf"," Then Kaa came straight, quickly, and anxious to kill."," Tu přišel Káj, přímo, rychle a dychtiv zabíjeti."
"imagine","imagine","představiti","představit","pf"," If you can imagine a lance, or a battering-ram, or a hammer, weighing nearly half a ton driven by a cool, quiet mind living in the handle of it, you can imagine roughly what Kaa was like when he fought."," Dovedete - li si představiti kopí anebo bořícího berana anebo kladivo vážící skoro půl tuny a hnané chladnou, klidnou myslí na konci rukojeti, můžete si přibližně představiti, čemu se podobal bojující Káj."
"imagine","imagine","představiti","představit","pf"," If you can imagine a lance, or a battering-ram, or a hammer, weighing nearly half a ton driven by a cool, quiet mind living in the handle of it, you can imagine roughly what Kaa was like when he fought."," Dovedete - li si představiti kopí anebo bořícího berana anebo kladivo vážící skoro půl tuny a hnané chladnou, klidnou myslí na konci rukojeti, můžete si přibližně představiti, čemu se podobal bojující Káj."
"imagine","imagine","představiti","představit","pf"," If you can imagine a lance, or a battering-ram, or a hammer, weighing nearly half a ton driven by a cool, quiet mind living in the handle of it, you can imagine roughly what Kaa was like when he fought."," Dovedete - li si představiti kopí anebo bořícího berana anebo kladivo vážící skoro půl tuny a hnané chladnou, klidnou myslí na konci rukojeti, můžete si přibližně představiti, čemu se podobal bojující Káj."
"imagine","imagine","představiti","představit","pf"," If you can imagine a lance, or a battering-ram, or a hammer, weighing nearly half a ton driven by a cool, quiet mind living in the handle of it, you can imagine roughly what Kaa was like when he fought."," Dovedete - li si představiti kopí anebo bořícího berana anebo kladivo vážící skoro půl tuny a hnané chladnou, klidnou myslí na konci rukojeti, můžete si přibližně představiti, čemu se podobal bojující Káj."
"eat","eat","jísti","jíst","impf"," but for the sake of the bull that bought thee thou must never kill or eat any cattle young or old."," ale pro býka, jenž tě vykoupil, nesmíš nikdy jísti žádný dobytek, mladý ani starý."
"obeyed","obey","poslechl","poslechnout","pf"," Mowgli obeyed faithfully."," Maugli poslechl věrně."
"grew","grow","rostl","růst","impf"," And he grew and grew strong as a boy must grow, who does not know that he is learning any lessons, and who has nothing in the world to think of except things to eat."," A Maugli rostl a sílil, jak nezbytně sesílí chlapec, jenž ani neví, že se čemu učí, a jenž nemá na světě, nač by myslil, vyjma na jídlo."
"grew","grow","rostl","růst","impf"," And he grew and grew strong as a boy must grow, who does not know that he is learning any lessons, and who has nothing in the world to think of except things to eat."," A Maugli rostl a sílil, jak nezbytně sesílí chlapec, jenž ani neví, že se čemu učí, a jenž nemá na světě, nač by myslil, vyjma na jídlo."
"grow","grow","rostl","růst","impf"," And he grew and grew strong as a boy must grow, who does not know that he is learning any lessons, and who has nothing in the world to think of except things to eat."," A Maugli rostl a sílil, jak nezbytně sesílí chlapec, jenž ani neví, že se čemu učí, a jenž nemá na světě, nač by myslil, vyjma na jídlo."
"learning","learn","učí","učit","impf"," And he grew and grew strong as a boy must grow, who does not know that he is learning any lessons, and who has nothing in the world to think of except things to eat."," A Maugli rostl a sílil, jak nezbytně sesílí chlapec, jenž ani neví, že se čemu učí, a jenž nemá na světě, nač by myslil, vyjma na jídlo."
"think","think","nemá","mít","impf"," And he grew and grew strong as a boy must grow, who does not know that he is learning any lessons, and who has nothing in the world to think of except things to eat."," A Maugli rostl a sílil, jak nezbytně sesílí chlapec, jenž ani neví, že se čemu učí, a jenž nemá na světě, nač by myslil, vyjma na jídlo."
"think","think","myslil","myslit","impf"," And he grew and grew strong as a boy must grow, who does not know that he is learning any lessons, and who has nothing in the world to think of except things to eat."," A Maugli rostl a sílil, jak nezbytně sesílí chlapec, jenž ani neví, že se čemu učí, a jenž nemá na světě, nač by myslil, vyjma na jídlo."
"delayed","delay","zdržen","zdržet","pf"," That happened to be the least ruined of any, and the big snake was delayed a while before he could find a way up the stones."," Ale náhodou to byla nejméně zřícená zeď mezi všemi a velký had byl zdržen, nežli mohl nalézti cestu vzhůru po kamenech."
"hid","hide","zakryl","zakrýt","pf"," The cloud hid the moon, and as Mowgli wondered what would come next he heard Bagheera 's light feet on the terrace."," Mrak zakryl měsíc, a jak Maugli přemýšlel, co teď, zaslechl na terrasse lehký krok Bagýrův."
"wondered","wonder","přemýšlel","přemýšlet","impf"," The cloud hid the moon, and as Mowgli wondered what would come next he heard Bagheera 's light feet on the terrace."," Mrak zakryl měsíc, a jak Maugli přemýšlel, co teď, zaslechl na terrasse lehký krok Bagýrův."
"heard","hear","zaslechl","zaslechnout","pf"," The cloud hid the moon, and as Mowgli wondered what would come next he heard Bagheera 's light feet on the terrace."," Mrak zakryl měsíc, a jak Maugli přemýšlel, co teď, zaslechl na terrasse lehký krok Bagýrův."
"said","say","řekl","říci","pf"," "" What is the good of a man, "" he said to himself at last, "" if he does not understand man 's talk?"," "" Co pak je platno býti člověkem, "" řekl si Maugli na konec, "" nerozumím - li lidské řeči?"
"understand","understand","nerozumím","rozumět","impf"," "" What is the good of a man, "" he said to himself at last, "" if he does not understand man 's talk?"," "" Co pak je platno býti člověkem, "" řekl si Maugli na konec, "" nerozumím - li lidské řeči?"
"learn","learn","naučiti","naučit","pf"," I must learn their talk. """," Musím se naučiti jejich řeči. """
"learned","learn","učil","učit","impf"," It was not for fun that he had learned while he was with the wolves to imitate the challenge of bucks in the jungle and the grunt of the little wild pig."," Pokud byl v džungli mezi vlky, učil se napodobiti hlasy a výzvy kozlů v džungli a chrochtání malých divokých prasat, a tato schopnost ukázala se nyní býti důležitou."
"imitate","imitate","napodobiti","napodobit","pf"," It was not for fun that he had learned while he was with the wolves to imitate the challenge of bucks in the jungle and the grunt of the little wild pig."," Pokud byl v džungli mezi vlky, učil se napodobiti hlasy a výzvy kozlů v džungli a chrochtání malých divokých prasat, a tato schopnost ukázala se nyní býti důležitou."
"skip","skip","přeskočíme","přeskočit","pf"," Now you must be content to skip ten or eleven whole years, and only guess at all the wonderful life that Mowgli led among the wolves, because if it were written out it would fill ever so many books."," A teď jest vám se spokojiti, jestliže přeskočíme plných deset či jedenáct let a dáme vám již tušiti všechen podivuhodný život, jejž žil Maugli mezi vlky, neboť kdybychom jej měli vypsati, vyplnili bychom rovněž aspoň deset knih."
"guess","guess","tušiti","tušit","impf"," Now you must be content to skip ten or eleven whole years, and only guess at all the wonderful life that Mowgli led among the wolves, because if it were written out it would fill ever so many books."," A teď jest vám se spokojiti, jestliže přeskočíme plných deset či jedenáct let a dáme vám již tušiti všechen podivuhodný život, jejž žil Maugli mezi vlky, neboť kdybychom jej měli vypsati, vyplnili bychom rovněž aspoň deset knih."
"fill","fill","vyplnili","vyplnit","pf"," Now you must be content to skip ten or eleven whole years, and only guess at all the wonderful life that Mowgli led among the wolves, because if it were written out it would fill ever so many books."," A teď jest vám se spokojiti, jestliže přeskočíme plných deset či jedenáct let a dáme vám již tušiti všechen podivuhodný život, jejž žil Maugli mezi vlky, neboť kdybychom jej měli vypsati, vyplnili bychom rovněž aspoň deset knih."
"learning","learn","neučil","učit","impf"," When he was not learning he sat out in the sun and slept, and ate, and went to sleep again;"," Když se neučil, seděl venku na slunci a spal, a jedl a šel zase spát;"
"sat","sit","seděl","sedět","impf"," When he was not learning he sat out in the sun and slept, and ate, and went to sleep again;"," Když se neučil, seděl venku na slunci a spal, a jedl a šel zase spát;"
"slept","sleep","spal","spát","impf"," When he was not learning he sat out in the sun and slept, and ate, and went to sleep again;"," Když se neučil, seděl venku na slunci a spal, a jedl a šel zase spát;"
"sleep","sleep","spal","spát","impf"," When he was not learning he sat out in the sun and slept, and ate, and went to sleep again;"," Když se neučil, seděl venku na slunci a spal, a jedl a šel zase spát;"
"ate","eat","jedl","jíst","impf"," When he was not learning he sat out in the sun and slept, and ate, and went to sleep again;"," Když se neučil, seděl venku na slunci a spal, a jedl a šel zase spát;"
