"meet","meet","nesetkáme","setkat","pf"," "" And I will let you go at that - and may we never meet again! """," "" Především skoncuju s vámi - a kéž se už nikdy nesetkáme! """
"Come","come","Pojď","jít","impf"," Come along!"," Pojď dál!"
"hoped","hope","doufal","doufat","impf"," But Bilbo was not quite so unlearned in dragon-lore as all that, and if Smaug hoped to get him to come nearer so easily he was disappointed."," Ale tak dalece Bilbo přece jen nebyl drakovědy neznalý, a jestli Šmak doufal, že ho snadno naláká, byl jistě zklamán."
"disappointed","disappoint","zklamán","zklamat","pf"," But Bilbo was not quite so unlearned in dragon-lore as all that, and if Smaug hoped to get him to come nearer so easily he was disappointed."," Ale tak dalece Bilbo přece jen nebyl drakovědy neznalý, a jestli Šmak doufal, že ho snadno naláká, byl jistě zklamán."
"replied","reply","odpověděl","odpovědět","pf"," "" No thank you, O Smaug the Tremendous! "" he replied."," "" Ne, díky, ó strašlivý Šmaku! "" odpověděl mu hobit."
"find","find","zjistil","zjistit","pf"," In short Bilbo was "" Presumed Dead, "" and not everybody that said so was sorry to find the presumption wrong."," Bilbo byl zkrátka "" předpokládaný nebožtík "" a z těch, kdo to předpokládali, se každý nezaradoval, když zjistil mylnost toho předpokladu."
"created","create","vyvolal","vyvolat","pf"," The return of Mr. Bilbo Baggins created quite a disturbance, both under the Hill and over the Hill, and across the Water;"," Návrat pana Bilbo Pytlíka vyvolal veliké pozdvižení jak pod Kopcem, tak za Kopcem i za Vodou;"
"remembered","remember","vzpomněl","vzpomenout","pf"," That is why I settled on burglary - especially when I remembered the existence of a Side-door."," Proto jsem se spokojil s vloupáním - zvlášť když jsem si vzpomněl na ten boční vchod."
"says","say","neřekne","říci","pf"," "" Not till he says what he means by lots and none at all, "" said Bert."," "" Nepustím, dokaď neřekne, jak to myslí s tou spoustou a vůbec nikým, "" odsekl Berta."
"said","say","neřekne","říci","pf"," "" Not till he says what he means by lots and none at all, "" said Bert."," "" Nepustím, dokaď neřekne, jak to myslí s tou spoustou a vůbec nikým, "" odsekl Berta."
"means","mean","myslí","myslet","impf"," "" Not till he says what he means by lots and none at all, "" said Bert."," "" Nepustím, dokaď neřekne, jak to myslí s tou spoustou a vůbec nikým, "" odsekl Berta."
"Hold","hold","Přidrž","přidržet","pf"," Hold his toes in the fire, till he talks! """," Přidrž mu nohy k vohni, dokaď nepromluví! """
"talks","talk","nepromluví","promluvit","pf"," Hold his toes in the fire, till he talks! """," Přidrž mu nohy k vohni, dokaď nepromluví! """
"caught","catch","chytnul","chytnout","pf"," "" I caught him anyway. """," "" A stejně sem ho chytnul já. """
"smashed","smash","zničil","zničit","pf"," As a matter of fact two nights and the day between had gone by ( and not altogether without food ) since the dragon smashed the magic door, but Bilbo had quite lost count, and it might have been one night or a week of nights for all he could tell."," Ve skutečnosti od chvíle, kdy drak zničil začarovaný vchod, uplynuly jenom dvě noci a den mezi nimi, ale Bilbo to docela zapomněl počítat, takže pro něj mohla minout právě tak jedna noc jako celý týden."
"gone","go","odešel","odejít","pf"," As soon as Bombur had gone, Bilbo put on his ring, fastened his rope, slipped down over the wall, and was gone."," Sotva Bombur odešel, Bilbo si nasadil svůj prsten, upevnil své lano, přehoupl se přes hradbu a byl pryč."
"gone","go","odešel","odejít","pf"," As soon as Bombur had gone, Bilbo put on his ring, fastened his rope, slipped down over the wall, and was gone."," Sotva Bombur odešel, Bilbo si nasadil svůj prsten, upevnil své lano, přehoupl se přes hradbu a byl pryč."
"slipped","slip","nasadil","nasadit","pf"," As soon as Bombur had gone, Bilbo put on his ring, fastened his rope, slipped down over the wall, and was gone."," Sotva Bombur odešel, Bilbo si nasadil svůj prsten, upevnil své lano, přehoupl se přes hradbu a byl pryč."
"fastened","fasten","upevnil","upevnit","pf"," As soon as Bombur had gone, Bilbo put on his ring, fastened his rope, slipped down over the wall, and was gone."," Sotva Bombur odešel, Bilbo si nasadil svůj prsten, upevnil své lano, přehoupl se přes hradbu a byl pryč."
"come","come","dojde","dojít","pf"," It was unlikely that any, even Fili or Kili, would come out on the wall until it was their turn."," Bylo nepravděpodobné, že by někdo z nich, dokonce i Fili a Kili, vylezli na hradbu dřív, než na něj dojde řada."
"sat","sit","usadil","usadit","pf"," And then he sat down in the entrance, and I could not get by."," A potom se usadil zrovna ve vchodu k ní, a já kolem něho nemohl projít."
"jumped","jump","přeskočil","přeskočit","pf"," So I jumped over him and escaped, and ran down to the gate. """," Tak jsem ho přeskočil a utekl jsem mu a běžel jsem dolů k té bráně. """
"escaped","escape","utekl","utéci","pf"," So I jumped over him and escaped, and ran down to the gate. """," Tak jsem ho přeskočil a utekl jsem mu a běžel jsem dolů k té bráně. """
"ran","run","utekl","utéci","pf"," So I jumped over him and escaped, and ran down to the gate. """," Tak jsem ho přeskočil a utekl jsem mu a běžel jsem dolů k té bráně. """
"ran","run","běžel","běžet","impf"," So I jumped over him and escaped, and ran down to the gate. """," Tak jsem ho přeskočil a utekl jsem mu a běžel jsem dolů k té bráně. """
"got","get","přišel","přijít","pf"," I got stuck in the door, which was only open a crack, and I lost lots of buttons, "" he said sadly looking at his torn clothes."," Uvízl jsem pak ve dveřích, které byly pootevřené jen škvírou, a přišel jsem tam o spoustu knoflíků, "" řekl smutně s pohledem na své potrhané šaty."
"said","say","řekl","říci","pf"," I got stuck in the door, which was only open a crack, and I lost lots of buttons, "" he said sadly looking at his torn clothes."," Uvízl jsem pak ve dveřích, které byly pootevřené jen škvírou, a přišel jsem tam o spoustu knoflíků, "" řekl smutně s pohledem na své potrhané šaty."
"going","go","dělat","dělat","impf"," Anyway I am going back now, and the dwarves can do what they like to me."," V každém případě se teď vrátím zpátky a trpaslíci si se mnou můžou dělat, co budou chtít."
"do","do","dělat","dělat","impf"," Anyway I am going back now, and the dwarves can do what they like to me."," V každém případě se teď vrátím zpátky a trpaslíci si se mnou můžou dělat, co budou chtít."
"like","like","chtít","chtít","impf"," Anyway I am going back now, and the dwarves can do what they like to me."," V každém případě se teď vrátím zpátky a trpaslíci si se mnou můžou dělat, co budou chtít."
"hope","hope","Doufám","doufat","impf"," I hope you will find it useful. """," Doufám, že vám ten kámen bude užitečný. """
"looked","look","podíval","podívat","pf"," The Elvenking looked at Bilbo with a new wonder."," Král elfů se na hobita podíval s novým údivem."
"said","say","řekl","říci","pf"," "" Bilbo Baggins! "" he said."," "" Bilbo Pytlíku! "" řekl."
"wear","wear","nosit","nosit","impf"," "" You are more worthy to wear the armour of elf-princes than many that have looked more comely in it."," "" Jste hodnější nosit zbroj elfích princů než mnozí z těch, komu by spíš padla."
"see","see","dívat","dívat","impf"," But I wonder if Thorin Oakenshield will see it so."," Ale nevím, jestli se tak na to bude dívat i Thorin Pavéza."
"think","think","mít","mít","impf"," To the estimable Mr. Baggins, and perhaps to one or two of the younger dwarves ( I think I should be right in naming Kili and Fili, for instance ), the exact situation at the moment may require a little brief explanation - """," Našemu váženému panu Pytlíkovi a snad i několika mladším trpaslíkům ( domnívám se, že budu mít pravdu, když jmenuji například Kiliho a Filiho ) bude patrně třeba přesnou momentální situaci stručně objasnit ... """
"allowed","allow","nechali","nechat","pf"," If he had been allowed, he would probably have gone on like this until he was out of breath, without telling any one there anything that was not known already."," Kdyby ho nechali, byl by pravděpodobně pokračoval tímhle způsobem, dokud by nezůstal bez dechu, a neřekl by nikomu nic víc, než co už každý věděl."
"gone","go","pokračoval","pokračovat","impf"," If he had been allowed, he would probably have gone on like this until he was out of breath, without telling any one there anything that was not known already."," Kdyby ho nechali, byl by pravděpodobně pokračoval tímhle způsobem, dokud by nezůstal bez dechu, a neřekl by nikomu nic víc, než co už každý věděl."
"telling","tell","neřekl","říci","pf"," If he had been allowed, he would probably have gone on like this until he was out of breath, without telling any one there anything that was not known already."," Kdyby ho nechali, byl by pravděpodobně pokračoval tímhle způsobem, dokud by nezůstal bez dechu, a neřekl by nikomu nic víc, než co už každý věděl."
"interrupted","interrupt","přerušen","přerušit","pf"," But he was rudely interrupted."," Jenomže byl hrubě přerušen."
"come","come","Nepřišel","přijít","pf"," "" I did not come for presents."," "" Nepřišel jsem si pro dary."
"wished","wish","Chtěl","chtít","impf"," I only wished to have a look at you and see if you were truly as great as tales say."," Chtěl jsem se jenom na vás podívat, jestli jste opravdu tak ohromný, jak vyprávějí pověsti."
"see","see","podívat","podívat","pf"," I only wished to have a look at you and see if you were truly as great as tales say."," Chtěl jsem se jenom na vás podívat, jestli jste opravdu tak ohromný, jak vyprávějí pověsti."
"believe","believe","Nevěřil","věřit","impf"," I did not believe them. """," Nevěřil jsem jim. """
"believe","believe","věříš","věřit","impf"," "" Do you now? "" said the dragon somewhat flattered, even though he did not believe a word of it."," "" Teď jim už věříš? "" opáčil drak trochu polichoceně, i když nevěřil ani slovo Bilbovi."
"believe","believe","nevěřil","věřit","impf"," "" Do you now? "" said the dragon somewhat flattered, even though he did not believe a word of it."," "" Teď jim už věříš? "" opáčil drak trochu polichoceně, i když nevěřil ani slovo Bilbovi."
"replied","reply","odpověděl","odpovědět","pf"," "" Truly songs and tales fall utterly short of the reality, O Smaug the Chiefest and Greatest of Calamities, "" replied Bilbo."," "" Opravdu, písně a pověsti zůstávají daleko za skutečností, ó Šmaku, nejpřednější a největší z katastrof! "" odpověděl Bilbo."
"make","make","vyrábět","vyrábět","impf"," Hammers, axes, swords, daggers, pickaxes, tongs, and also instruments of torture, they make very well, or get other people to make to their design, prisoners and slaves that have to work till they die for want of air and light."," Velmi dobře dovedou vyrábět kladiva, sekyry, meče, dýky, krumpáče, kleště, jakož i mučicí nástroje, nebo k jejich výrobě podle svých nákresů nutí jiné, zajatce a otroky, kteří musí robotit, dokud nezahynou z nedostatku vzduchu a světla."
"make","make","vyrábět","vyrábět","impf"," Hammers, axes, swords, daggers, pickaxes, tongs, and also instruments of torture, they make very well, or get other people to make to their design, prisoners and slaves that have to work till they die for want of air and light."," Velmi dobře dovedou vyrábět kladiva, sekyry, meče, dýky, krumpáče, kleště, jakož i mučicí nástroje, nebo k jejich výrobě podle svých nákresů nutí jiné, zajatce a otroky, kteří musí robotit, dokud nezahynou z nedostatku vzduchu a světla."
"make","make","nutí","nutit","impf"," Hammers, axes, swords, daggers, pickaxes, tongs, and also instruments of torture, they make very well, or get other people to make to their design, prisoners and slaves that have to work till they die for want of air and light."," Velmi dobře dovedou vyrábět kladiva, sekyry, meče, dýky, krumpáče, kleště, jakož i mučicí nástroje, nebo k jejich výrobě podle svých nákresů nutí jiné, zajatce a otroky, kteří musí robotit, dokud nezahynou z nedostatku vzduchu a světla."
"make","make","nutí","nutit","impf"," Hammers, axes, swords, daggers, pickaxes, tongs, and also instruments of torture, they make very well, or get other people to make to their design, prisoners and slaves that have to work till they die for want of air and light."," Velmi dobře dovedou vyrábět kladiva, sekyry, meče, dýky, krumpáče, kleště, jakož i mučicí nástroje, nebo k jejich výrobě podle svých nákresů nutí jiné, zajatce a otroky, kteří musí robotit, dokud nezahynou z nedostatku vzduchu a světla."
"die","die","nezahynou","zahynout","pf"," Hammers, axes, swords, daggers, pickaxes, tongs, and also instruments of torture, they make very well, or get other people to make to their design, prisoners and slaves that have to work till they die for want of air and light."," Velmi dobře dovedou vyrábět kladiva, sekyry, meče, dýky, krumpáče, kleště, jakož i mučicí nástroje, nebo k jejich výrobě podle svých nákresů nutí jiné, zajatce a otroky, kteří musí robotit, dokud nezahynou z nedostatku vzduchu a světla."
"managed","manage","podařilo","podařit","pf"," Eventually, after a week or two of this sneaking sort of life, by watching and following the guards and taking what chances he could, he managed to find out where each dwarf was kept."," Posléze asi po týdnu či po čtrnácti dnech tohohle plíživého života se mu pozorováním a sledováním strážných a všemožným riskováním podařilo zjistit, kde je který trpaslík zavřený."
"find","find","zjistit","zjistit","pf"," Eventually, after a week or two of this sneaking sort of life, by watching and following the guards and taking what chances he could, he managed to find out where each dwarf was kept."," Posléze asi po týdnu či po čtrnácti dnech tohohle plíživého života se mu pozorováním a sledováním strážných a všemožným riskováním podařilo zjistit, kde je který trpaslík zavřený."
"spread","spread","rozšířil","rozšířit","pf"," In a moment it spread to the others."," Za chvíli se oheň rozšířil i k ostatním."
"take","take","přijmu","přijmout","pf"," "" You are a good fellow, Mr. Baggins, and I will take your offer kindly."," "" To jste hodný, pane Pytlíku, a rád vaši nabídku přijmu."
"rouse","rouse","vzbuďte","vzbudit","pf"," If there should be anything to note, rouse me first, mind you!"," Kdyby došlo k něčemu, co by stálo za pozornost, napřed mě vzbuďte, nezapomeňte!"
"said","say","řekl","říci","pf"," "" Off you go! "" said Bilbo."," "" Tak už běžte! "" řekl mu Bilbo."
"wake","wake","Vzbudím","vzbudit","pf"," "" I will wake you at midnight, and you can wake the next watchman. """," "" Vzbudím vás o půlnoci, abyste mohl probudit dalšího strážného. """
"wake","wake","Vzbudím","vzbudit","pf"," "" I will wake you at midnight, and you can wake the next watchman. """," "" Vzbudím vás o půlnoci, abyste mohl probudit dalšího strážného. """
"wake","wake","probudit","probudit","pf"," "" I will wake you at midnight, and you can wake the next watchman. """," "" Vzbudím vás o půlnoci, abyste mohl probudit dalšího strážného. """
"wake","wake","probudit","probudit","pf"," "" I will wake you at midnight, and you can wake the next watchman. """," "" Vzbudím vás o půlnoci, abyste mohl probudit dalšího strážného. """
"sat","sit","usadili","usadit","pf"," He had only just had a sip - in the corner, while the four dwarves sat around the table, and talked about mines and gold and troubles with the goblins, and the depredations of dragons, and lots of other things which he did not understand, and did not want to, for they sounded much too adventurous - when, ding-dong-a-ling-dang, his bell rang again, as if some naughty little hobbit-boy was trying to pull the handle off."," Sotva si jednou lokl - v koutku, zatímco čtyři trpaslíci se usadili kolem stolu a dali se do řeči o dolování, o zlatě, o potížích se skřety, o loupežném řádění draků a o spoustě dalších věcí, kterým hobit nerozuměl a ani jim rozumět nechtěl, poněvadž až příliš zaváněly dobrodružstvím -, když cinglingicink, zvonek se rozhlaholil znovu, jako by nějaký malý hobití uličník zkoušel utrhnout jeho rukojeť."
"understand","understand","nerozuměl","rozumět","impf"," He had only just had a sip - in the corner, while the four dwarves sat around the table, and talked about mines and gold and troubles with the goblins, and the depredations of dragons, and lots of other things which he did not understand, and did not want to, for they sounded much too adventurous - when, ding-dong-a-ling-dang, his bell rang again, as if some naughty little hobbit-boy was trying to pull the handle off."," Sotva si jednou lokl - v koutku, zatímco čtyři trpaslíci se usadili kolem stolu a dali se do řeči o dolování, o zlatě, o potížích se skřety, o loupežném řádění draků a o spoustě dalších věcí, kterým hobit nerozuměl a ani jim rozumět nechtěl, poněvadž až příliš zaváněly dobrodružstvím -, když cinglingicink, zvonek se rozhlaholil znovu, jako by nějaký malý hobití uličník zkoušel utrhnout jeho rukojeť."
"understand","understand","rozumět","rozumět","impf"," He had only just had a sip - in the corner, while the four dwarves sat around the table, and talked about mines and gold and troubles with the goblins, and the depredations of dragons, and lots of other things which he did not understand, and did not want to, for they sounded much too adventurous - when, ding-dong-a-ling-dang, his bell rang again, as if some naughty little hobbit-boy was trying to pull the handle off."," Sotva si jednou lokl - v koutku, zatímco čtyři trpaslíci se usadili kolem stolu a dali se do řeči o dolování, o zlatě, o potížích se skřety, o loupežném řádění draků a o spoustě dalších věcí, kterým hobit nerozuměl a ani jim rozumět nechtěl, poněvadž až příliš zaváněly dobrodružstvím -, když cinglingicink, zvonek se rozhlaholil znovu, jako by nějaký malý hobití uličník zkoušel utrhnout jeho rukojeť."
"want","want","nechtěl","chtít","impf"," He had only just had a sip - in the corner, while the four dwarves sat around the table, and talked about mines and gold and troubles with the goblins, and the depredations of dragons, and lots of other things which he did not understand, and did not want to, for they sounded much too adventurous - when, ding-dong-a-ling-dang, his bell rang again, as if some naughty little hobbit-boy was trying to pull the handle off."," Sotva si jednou lokl - v koutku, zatímco čtyři trpaslíci se usadili kolem stolu a dali se do řeči o dolování, o zlatě, o potížích se skřety, o loupežném řádění draků a o spoustě dalších věcí, kterým hobit nerozuměl a ani jim rozumět nechtěl, poněvadž až příliš zaváněly dobrodružstvím -, když cinglingicink, zvonek se rozhlaholil znovu, jako by nějaký malý hobití uličník zkoušel utrhnout jeho rukojeť."
"trying","try","zkoušel","zkoušet","impf"," He had only just had a sip - in the corner, while the four dwarves sat around the table, and talked about mines and gold and troubles with the goblins, and the depredations of dragons, and lots of other things which he did not understand, and did not want to, for they sounded much too adventurous - when, ding-dong-a-ling-dang, his bell rang again, as if some naughty little hobbit-boy was trying to pull the handle off."," Sotva si jednou lokl - v koutku, zatímco čtyři trpaslíci se usadili kolem stolu a dali se do řeči o dolování, o zlatě, o potížích se skřety, o loupežném řádění draků a o spoustě dalších věcí, kterým hobit nerozuměl a ani jim rozumět nechtěl, poněvadž až příliš zaváněly dobrodružstvím -, když cinglingicink, zvonek se rozhlaholil znovu, jako by nějaký malý hobití uličník zkoušel utrhnout jeho rukojeť."
"said","say","prohlásil","prohlásit","pf"," "" Someone at the door! "" he said, blinking."," "" Někdo je u dveří! "" prohlásil a zděšeně zamrkal."
"carried","carry","nosí","nosit","impf"," The spider evidently was not used to things that carried such stings at their sides, or it would have hurried away quicker."," Pavouk zřejmě nebyl zvyklý na tvory, kteří nosí po boku takováhle žihadla, jinak by vycouval rychleji."
"disappear","disappear","zmizet","zmizet","pf"," Bilbo came at it before it could disappear and struck it with his sword right in the eyes."," Bilbo se na něj vrhl dřív, než mohl netvor zmizet, a vrazil mu meč přímo do očí."
"struck","strike","vrazil","vrazit","pf"," Bilbo came at it before it could disappear and struck it with his sword right in the eyes."," Bilbo se na něj vrhl dřív, než mohl netvor zmizet, a vrazil mu meč přímo do očí."
"stopped","stop","přestal","přestat","pf"," Bilbo almost stopped breathing, and went stiff himself."," Hobit skoro přestal dýchat a ztuhl sám."
"breathing","breathe","dýchat","dýchat","impf"," Bilbo almost stopped breathing, and went stiff himself."," Hobit skoro přestal dýchat a ztuhl sám."
"fight","fight","bojovat","bojovat","impf"," He must fight."," Musel bojovat."
"kill","kill","zabít","zabít","pf"," He must stab the foul thing, put its eyes out, kill it."," Musel probodnout toho hnusného netvora, vypíchnout mu oči, zabít ho."
"meant","mean","chtěl","chtít","impf"," It meant to kill him."," Vždyť netvor chtěl zabít jeho."
"kill","kill","zabít","zabít","pf"," It meant to kill him."," Vždyť netvor chtěl zabít jeho."
"take","take","Zaujměte","zaujmout","pf"," Let us take our places while there is yet time! """," Zaujměte svá místa, dokud je čas! """
"set","set","usadili","usadit","pf"," On the Southern spur, in its lower slopes and in the rocks at its feet, the Elves were set;"," Na jižním ostrohu, na jeho nižších svazích a mezi skalisky u jeho úpatí se usadili elfové;"
"see","see","uviděli","uvidět","pf"," Soon they could see the lands before the Mountain 's feet black with a hurrying multitude."," Zanedlouho uviděli, že se kraj před úpatím Hory černá spěchajícím množstvím."
"forgotten","forget","zapomněli","zapomenout","pf"," Bombur and Bofur - we have forgotten them, they are down in the valley! """," Bombur a Bofur - zapomněli jsme na ně, jsou dole v údolí! """
"lost","lose","ztratíme","ztratit","pf"," "" They will be slain, and all our ponies too, and all out stores lost, "" moaned the others."," "" Přijdou o život a všichni naši poníci taky, a ztratíme všechny zásoby! "" lamentovali druzí."
"do","do","dělat","dělat","impf"," "" We can do nothing. """," "" Nemůžeme proti tomu nic dělat. """
"recovering","recover","vzpamatoval","vzpamatovat","pf"," "" Nonsense! "" said Thorin, recovering his dignity."," "" Nesmysl! "" okřikl je Thorin, který se vzpamatoval a nabyl opět své důstojnosti."
"saw","see","uviděl","uvidět","pf"," All that the unsuspecting Bilbo saw that morning was an old man with a staff."," Zkrátka a dobře - toho jitra uviděl nic netušící Bilbo nějakého starce s holí."
"meant","mean","myslel","myslet","impf"," "" Good morning! "" said Bilbo, and he meant it."," "" Dobré jitro! "" pozdravil Bilbo a také to tak myslel."
"shining","shine","Svítilo","svítit","impf"," The sun was shining, and the grass was very green."," Svítilo slunce a tráva se svěže zelenala."
"took","take","Vzal","vzít","pf"," Perhaps I took it too literally - I have been told that dwarves are sometimes politer in word than in deed."," Vzal jsem to možná až moc doslovně - slýchal jsem, že trpaslíci jsou někdy zdvořilejší ve slovech než v činech."
"think","think","mysleli","myslet","impf"," The time was, all the same, when you seemed to think that I had been of some service."," Ale přesto bývaly časy, kdy jste si zřejmě mysleli, že jsem vám byl k něčemu dobrý."
"promised","promise","sliboval","slibovat","impf"," Is this all the service of you and your family that I was promised, Thorin?"," To je celá služba vaší rodiny, kterou jste mi sliboval, Thorine?"
"Take","take","Berte","brát","impf"," Take it that I have disposed of my share as I wished, and let it go at that! """," Berte to tak, že jsem naložil se svým podílem podle svého, a tím to skoncujte! """
"said","say","odpověděl","odpovědět","pf"," "" I will, "" said Thorin grimly."," "" Taky že skoncuju! "" odpověděl Thorin sveřepě."
"wants","want","hledá","hledat","impf"," Burglar wants a good job, plenty of Excitement and reasonable Reward, that 's how it is usually read."," Lupič hledá dobrou práci, hodně vzrušení a přiměřenou odměnu, tak se to znamení zpravidla čte."
"read","read","čte","číst","impf"," Burglar wants a good job, plenty of Excitement and reasonable Reward, that 's how it is usually read."," Lupič hledá dobrou práci, hodně vzrušení a přiměřenou odměnu, tak se to znamení zpravidla čte."
"like","like","chcete","chtít","impf"," You can say Expert Treasure-hunter instead of Burglar if you like."," Jestli chcete, můžete místo lupič říct zkušený hledač pokladů."
"say","say","říct","říci","pf"," You can say Expert Treasure-hunter instead of Burglar if you like."," Jestli chcete, můžete místo lupič říct zkušený hledač pokladů."
"hear","hear","neuslyším","uslyšet","pf"," Well, we 'll hear no more of that. """," No, tohle teď už od nich neuslyším! """
"see","see","vidí","vidět","impf"," Balin was overjoyed to see the hobbit again, and as delighted as he was surprised."," Balin překypoval radostí, že hobita zase vidí, a jeho radost se mísila se stejně velkým překvapením."
"hear","hear","Slyšeli","slyšet","impf"," They could hear the giants guffawing and shouting all over the mountainsides."," Slyšeli, jak se obři hlučně chechtají a pokřikují na sebe ze všech úbočí."
"do","do","nepůjde","jít","impf"," "" This wo n't do at all! "" said Thorin."," "" Tohle tedy dál nepůjde! "" prohlásil Thorin."
"said","say","prohlásil","prohlásit","pf"," "" This wo n't do at all! "" said Thorin."," "" Tohle tedy dál nepůjde! "" prohlásil Thorin."
"fix","fix","připevnit","připevnit","pf"," Bilbo had done what he could to close holes in the sides of the barrels, and to fix on all the lids as safely as could be managed, and now he was left alone again, running round putting the finishing touches to the packing, and hoping against hope that his plan would come off."," Bilbo se vynasnažil zalepit co nejdůkladněji boční otvory v sudech a připevnit víka co nejbezpečněji, a teď tu zůstal opět sám, pobíhal kolem, dokončoval balení a zoufale doufal, že jeho plán vyjde."
"finishing","finish","dokončoval","dokončovat","impf"," Bilbo had done what he could to close holes in the sides of the barrels, and to fix on all the lids as safely as could be managed, and now he was left alone again, running round putting the finishing touches to the packing, and hoping against hope that his plan would come off."," Bilbo se vynasnažil zalepit co nejdůkladněji boční otvory v sudech a připevnit víka co nejbezpečněji, a teď tu zůstal opět sám, pobíhal kolem, dokončoval balení a zoufale doufal, že jeho plán vyjde."
"hoping","hope","doufal","doufat","impf"," Bilbo had done what he could to close holes in the sides of the barrels, and to fix on all the lids as safely as could be managed, and now he was left alone again, running round putting the finishing touches to the packing, and hoping against hope that his plan would come off."," Bilbo se vynasnažil zalepit co nejdůkladněji boční otvory v sudech a připevnit víka co nejbezpečněji, a teď tu zůstal opět sám, pobíhal kolem, dokončoval balení a zoufale doufal, že jeho plán vyjde."
"muttering","mutter","zamumlal","zamumlat","pf"," but for the moment the way was barred, so after angry words the dwarf-messengers retired muttering in their beards."," ale pro tu chvíli měli zatarasenou cestu, takže jejich předvoj zamumlal pár zlostných slov do vousů a ucouvl."
"determined","determine","Rozhodl","rozhodnout","pf"," He was determined to wait until the gold and silver had been brought out in exchange for the Arkenstone : for he did not believe that this would be done, if once the fortress was manned with so large and warlike a company."," Rozhodl se vyčkat, než bude přineseno zlato a stříbro výměnou za Arcikam, poněvadž nevěřil, že by k tomu došlo, jakmile by byla pevnost obsazena tak početným a válečnickým vojskem."
"brought","bring","přineseno","přinést","pf"," He was determined to wait until the gold and silver had been brought out in exchange for the Arkenstone : for he did not believe that this would be done, if once the fortress was manned with so large and warlike a company."," Rozhodl se vyčkat, než bude přineseno zlato a stříbro výměnou za Arcikam, poněvadž nevěřil, že by k tomu došlo, jakmile by byla pevnost obsazena tak početným a válečnickým vojskem."
"believe","believe","nevěřil","věřit","impf"," He was determined to wait until the gold and silver had been brought out in exchange for the Arkenstone : for he did not believe that this would be done, if once the fortress was manned with so large and warlike a company."," Rozhodl se vyčkat, než bude přineseno zlato a stříbro výměnou za Arcikam, poněvadž nevěřil, že by k tomu došlo, jakmile by byla pevnost obsazena tak početným a válečnickým vojskem."
