"wants","want","chtělo","chtít","impf"," You think I 'm stubborn? Amanda wants to shout."," A to tvrdíte, že já jsem tvrdohlavá? chtělo se vykřiknout Amandě."
"standing","stand","Neměla","mít","impf"," She has no intention of proceeding to the closet, so she is startled to find herself standing in front of it, her hand hovering over the doorknob."," Neměla vůbec v úmyslu chodit do šatny a tak ji překvapilo, když se přistihla, jak stojí před ní a natahuje ruku k dveřnímu knoflíku."
"startled","startle","překvapilo","překvapit","pf"," She has no intention of proceeding to the closet, so she is startled to find herself standing in front of it, her hand hovering over the doorknob."," Neměla vůbec v úmyslu chodit do šatny a tak ji překvapilo, když se přistihla, jak stojí před ní a natahuje ruku k dveřnímu knoflíku."
"charge","charge","počítáš","počítat","impf"," "" How much do you charge anyway? "" she asks."," "" Kolik si vlastně počítáš? "" zeptala se."
"opens","open","otevřela","otevřít","pf"," She shrugs, opens her eyes."," Pokrčila rameny a otevřela oči."
"going","go","jít","jít","impf"," "" I should probably get going, let you pack. """," "" Asi bych už měla jít, abyste měla čas si zabalit. """
"pack","pack","zabalit","zabalit","pf"," "" I should probably get going, let you pack. """," "" Asi bych už měla jít, abyste měla čas si zabalit. """
"going","go","nejedu","jet","impf"," "" Oh, I 'm not going anywhere."," "" Ale ne, já nikam nejedu."
"said","say","Řekla","říci","pf"," I just said I was leaving to get you to move your ass. """," Řekla jsem to jen proto, abych vás odsud mohla rychle vypakovat. """
"took","take","udělal","udělat","pf"," Apparently your father took it when you did n't realize."," Zřejmě ji udělal tvůj otec, když jsi o tom nevěděla."
"did","do","udělal","udělat","pf"," Apparently your father took it when you did n't realize."," Zřejmě ji udělal tvůj otec, když jsi o tom nevěděla."
"recognized","recognize","poznala","poznat","pf"," That 's how I recognized you."," Tak jsem tě taky poznala."
"seen","see","Viděla","vidět","impf"," Have you seen your mother?"," Viděla ses s matkou?"
"call","call","zavolat","zavolat","pf"," I can call some of the other hotels in the area .... """," Ale mohl bych zavolat do jiných hotelů tady poblíž ... """
"Thank","thank","Děkuji","děkovat","impf"," Thank you. """," Děkuji vám. """
"thinking","think","myslela","myslet","impf"," Some of the things Amanda is thinking as she steps into a waiting elevator : Her mother has one hundred thousand dollars in hundred dollar bills sitting in a safety deposit box in a bank on the other side of town;"," Některé z věcí, na něž Amanda myslela, když nastoupila do výtahu : její matka má sto tisíc dolarů ve stodolarových bankovkách, ukryté v depozitní schránce v bance na druhém konci města;"
"thinking","think","má","mít","impf"," Some of the things Amanda is thinking as she steps into a waiting elevator : Her mother has one hundred thousand dollars in hundred dollar bills sitting in a safety deposit box in a bank on the other side of town;"," Některé z věcí, na něž Amanda myslela, když nastoupila do výtahu : její matka má sto tisíc dolarů ve stodolarových bankovkách, ukryté v depozitní schránce v bance na druhém konci města;"
"call","call","zavolat","zavolat","pf"," she should call Ben, tell him of her discovery;"," měla by zavolat Benovi a povědět mu o svém objevu;"
"tell","tell","povědět","povědět","pf"," she should call Ben, tell him of her discovery;"," měla by zavolat Benovi a povědět mu o svém objevu;"
"feel","feel","cítím","cítit","impf"," Although why I should feel guilty about Jerrod Sugar is a mystery to me."," I když, proč se cítím kvůli Sugarovi provinile, to je pro mě záhadou."
"sleep","sleep","spát","spát","impf"," I can sleep with whomever I please."," Můžu spát, s kým budu chtít."
"please","please","chtít","chtít","impf"," I can sleep with whomever I please."," Můžu spát, s kým budu chtít."
"accuse","accuse","obviňovat","obviňovat","impf"," You can hardly accuse me of cheating on a man who has n't been my husband for eight years."," Těžko mě někdo může obviňovat, že jsem nevěrná muži, který přestal být mým manželem před osmi lety."
"hears","hear","slyšela","slyšet","impf"," Okay, she hears Ben say, the door slamming behind him."," Dobře, slyšela Bena, než za ním práskly dveře."
"slamming","slam","práskly","prásknout","pf"," Okay, she hears Ben say, the door slamming behind him."," Dobře, slyšela Bena, než za ním práskly dveře."
"think","think","nemyslíš","myslet","impf"," You do n't think I sound like my mother, do you? """," Ty si přece nemyslíš, že mluvím jako matka, že ne? """
"need","need","potřebovat","potřebovat","impf"," "" Her plants probably need watering. """," "" Její květiny už budou jistě potřebovat zalít. """
"says","say","slíbil","slíbit","pf"," "" We 'll take care of it, "" Ben says, thanking the woman again."," "" Postaráme se o to, "" slíbil Ben a znovu ženě poděkoval."
"thanking","thank","poděkoval","poděkovat","pf"," "" We 'll take care of it, "" Ben says, thanking the woman again."," "" Postaráme se o to, "" slíbil Ben a znovu ženě poděkoval."
"lost","lose","ztratily","ztratit","pf"," "" They 'd just lost their father."," "" Právě ztratily otce."
"thought","think","měly","mít","impf"," To learn that he was n't the man they thought he was, that the woman who shot him was his ex-wife, a woman I used to babysit for."," To se měly navíc dozvědět, že nebyl tím mužem, za jakého ho pokládali, že ta žena, která ho zabila, byla jeho bývalá manželka, žena, které jsem chodila hlídat dítě?"
"learn","learn","dozvědět","dozvědět","pf"," To learn that he was n't the man they thought he was, that the woman who shot him was his ex-wife, a woman I used to babysit for."," To se měly navíc dozvědět, že nebyl tím mužem, za jakého ho pokládali, že ta žena, která ho zabila, byla jeho bývalá manželka, žena, které jsem chodila hlídat dítě?"
"babysit","babysit","hlídat","hlídat","impf"," To learn that he was n't the man they thought he was, that the woman who shot him was his ex-wife, a woman I used to babysit for."," To se měly navíc dozvědět, že nebyl tím mužem, za jakého ho pokládali, že ta žena, která ho zabila, byla jeho bývalá manželka, žena, které jsem chodila hlídat dítě?"
"take","take","odebere","odebrat","pf"," "" That the police would take my children away from me. """," "" Že mi policie odebere děti. """
"take","take","odebrat","odebrat","pf"," "" Nobody is going to take your children away from you, "" Ben assures her."," "" Nikdo vám nemůže odebrat děti, "" ujistil ji Ben."
"assures","assure","ujistil","ujistit","pf"," "" Nobody is going to take your children away from you, "" Ben assures her."," "" Nikdo vám nemůže odebrat děti, "" ujistil ji Ben."
"taken","take","nevzala","vzít","pf"," So why had n't she simply taken a cab to the Metro Convention Center Hotel and surprised Jerrod Sugar with another late night treat?"," Tak proč si pak prostě nevzala taxíka do Metropolitního kongresového centra a nepřekvapila Jerroda Sugara další noční návštěvou?"
"surprised","surprise","nepřekvapila","překvapit","pf"," So why had n't she simply taken a cab to the Metro Convention Center Hotel and surprised Jerrod Sugar with another late night treat?"," Tak proč si pak prostě nevzala taxíka do Metropolitního kongresového centra a nepřekvapila Jerroda Sugara další noční návštěvou?"
"fills","fill","plnit","plnit","impf"," "" Been there, done that, "" she says with a shrug, as the small bathroom fills with steam."," "" Jako by se stalo, "" zamumlala s pokrčením ramen, když se malá koupelna začala plnit horkou párou."
"stop","stop","přestalo","přestat","pf"," "" Why did it stop? """," "" Proč to přestalo? """
"says","say","pronesla","pronést","pf"," "" I was on those damn pills, "" she says after a long pause."," "" Brala jsem ty zatracené prášky, "" pronesla konečně."
"tried","try","pokoušela","pokoušet","impf"," When I tried to go off them, it only made things worse."," A když jsem se s nimi pokoušela skončit, bylo mi ještě mnohem hůř."
"come","come","přišla","přijít","pf"," "" According to an eyewitness who 's just come forward, Gwen Price was having tea in the lobby bar when she saw you and your family enter the hotel."," "" Podle očité svědkyně, která teprve teď přišla se svou výpovědí, si Gwen Priceová dávala v baru v hotelu čaj, když uviděla vás a vašeho muže, jak přicházíte do hotelu."
"saw","see","přišla","přijít","pf"," "" According to an eyewitness who 's just come forward, Gwen Price was having tea in the lobby bar when she saw you and your family enter the hotel."," "" Podle očité svědkyně, která teprve teď přišla se svou výpovědí, si Gwen Priceová dávala v baru v hotelu čaj, když uviděla vás a vašeho muže, jak přicházíte do hotelu."
"saw","see","uviděla","uvidět","pf"," "" According to an eyewitness who 's just come forward, Gwen Price was having tea in the lobby bar when she saw you and your family enter the hotel."," "" Podle očité svědkyně, která teprve teď přišla se svou výpovědí, si Gwen Priceová dávala v baru v hotelu čaj, když uviděla vás a vašeho muže, jak přicházíte do hotelu."
"come","come","přicházíte","přicházet","impf"," "" According to an eyewitness who 's just come forward, Gwen Price was having tea in the lobby bar when she saw you and your family enter the hotel."," "" Podle očité svědkyně, která teprve teď přišla se svou výpovědí, si Gwen Priceová dávala v baru v hotelu čaj, když uviděla vás a vašeho muže, jak přicházíte do hotelu."
"agitated","agitate","znepokojilo","znepokojit","pf"," She became very agitated."," Velice ji to znepokojilo."
"left","leave","nechala","nechat","pf"," "" What 's the matter with you? "" he demanded, his eyes drifting to the packet of birth control pills she 'd deliberately left on top of her desk."," "" Co se to s tebou děje? "" vykřikl a oči mu spočinuly na balení antikoncepčních pilulek, které nechala Amanda naschvál ležet na nočním stolku."
"sleep","sleep","spát","spát","impf"," "" You know your mother ca n't sleep with all that damn noise. """," "" Víš přece, že matka v tomhle kraválu nemůže spát! """
"remember","remember","nepamatuju","pamatovat","impf"," "" I do n't remember your parents, "" Amanda says, trying to pull their faces out of her distant past."," "" Na tvoje rodiče si nepamatuju, "" prohlásila, když se pokusila vydolovat ze starých vzpomínek jejich tváře."
"says","say","prohlásila","prohlásit","pf"," "" I do n't remember your parents, "" Amanda says, trying to pull their faces out of her distant past."," "" Na tvoje rodiče si nepamatuju, "" prohlásila, když se pokusila vydolovat ze starých vzpomínek jejich tváře."
"trying","try","pokusila","pokusit","pf"," "" I do n't remember your parents, "" Amanda says, trying to pull their faces out of her distant past."," "" Na tvoje rodiče si nepamatuju, "" prohlásila, když se pokusila vydolovat ze starých vzpomínek jejich tváře."
"died","die","Umřeli","umřít","pf"," They died before you were born. """," Umřeli, ještě než ses narodila. """
"shot","shoot","Zastřelila","zastřelit","pf"," "" I shot him because he was a miserable son-of-a-bitch who deserved to die for all the misery he 'd caused everyone. """," "" Zastřelila jsem ho, protože to byl mizerný zkurvysyn, který si zasloužil chcípnout za všechno, co lidem způsobil. """
"deserved","deserve","zasloužil","zasloužit","pf"," "" I shot him because he was a miserable son-of-a-bitch who deserved to die for all the misery he 'd caused everyone. """," "" Zastřelila jsem ho, protože to byl mizerný zkurvysyn, který si zasloužil chcípnout za všechno, co lidem způsobil. """
"caused","cause","způsobil","způsobit","pf"," "" I shot him because he was a miserable son-of-a-bitch who deserved to die for all the misery he 'd caused everyone. """," "" Zastřelila jsem ho, protože to byl mizerný zkurvysyn, který si zasloužil chcípnout za všechno, co lidem způsobil. """
"Listen","listen","poslouchej","poslouchat","impf"," "" Listen to me."," "" Ne, poslouchej mě."
"shot","shoot","Zastřelila","zastřelit","pf"," You shot him because the last time you saw him he threatened your life, and when you saw him in the lobby of the Four Seasons hotel, you were convinced he 'd come back to make good on those threats. """," Zastřelila jsi ho, protože když jste se viděli naposled, vyhrožoval ti smrtí, a když jsi ho uviděla v hale hotelu Four Seasons, byla jsi přesvědčená, že se vrátil kvůli tomu, aby svoje výhrůžky splnil. """
"saw","see","viděli","vidět","impf"," You shot him because the last time you saw him he threatened your life, and when you saw him in the lobby of the Four Seasons hotel, you were convinced he 'd come back to make good on those threats. """," Zastřelila jsi ho, protože když jste se viděli naposled, vyhrožoval ti smrtí, a když jsi ho uviděla v hale hotelu Four Seasons, byla jsi přesvědčená, že se vrátil kvůli tomu, aby svoje výhrůžky splnil. """
"saw","see","viděli","vidět","impf"," You shot him because the last time you saw him he threatened your life, and when you saw him in the lobby of the Four Seasons hotel, you were convinced he 'd come back to make good on those threats. """," Zastřelila jsi ho, protože když jste se viděli naposled, vyhrožoval ti smrtí, a když jsi ho uviděla v hale hotelu Four Seasons, byla jsi přesvědčená, že se vrátil kvůli tomu, aby svoje výhrůžky splnil. """
"threatened","threaten","vyhrožoval","vyhrožovat","impf"," You shot him because the last time you saw him he threatened your life, and when you saw him in the lobby of the Four Seasons hotel, you were convinced he 'd come back to make good on those threats. """," Zastřelila jsi ho, protože když jste se viděli naposled, vyhrožoval ti smrtí, a když jsi ho uviděla v hale hotelu Four Seasons, byla jsi přesvědčená, že se vrátil kvůli tomu, aby svoje výhrůžky splnil. """
"saw","see","uviděla","uvidět","pf"," You shot him because the last time you saw him he threatened your life, and when you saw him in the lobby of the Four Seasons hotel, you were convinced he 'd come back to make good on those threats. """," Zastřelila jsi ho, protože když jste se viděli naposled, vyhrožoval ti smrtí, a když jsi ho uviděla v hale hotelu Four Seasons, byla jsi přesvědčená, že se vrátil kvůli tomu, aby svoje výhrůžky splnil. """
"saw","see","uviděla","uvidět","pf"," You shot him because the last time you saw him he threatened your life, and when you saw him in the lobby of the Four Seasons hotel, you were convinced he 'd come back to make good on those threats. """," Zastřelila jsi ho, protože když jste se viděli naposled, vyhrožoval ti smrtí, a když jsi ho uviděla v hale hotelu Four Seasons, byla jsi přesvědčená, že se vrátil kvůli tomu, aby svoje výhrůžky splnil. """
"coming","come","přijel","přijet","pf"," "" You were right about your husband coming back to settle his mother 's estate, "" Amanda continues, "" but his mother 's name was Tureck, not Mallins. """," "" Měla jste pravdu, že sem manžel přijel uspořádat pozůstalost, "" pokračovala Amanda, "" ale jeho matka se jmenovala Turecková, ne Mallinsová. """
"settle","settle","uspořádat","uspořádat","pf"," "" You were right about your husband coming back to settle his mother 's estate, "" Amanda continues, "" but his mother 's name was Tureck, not Mallins. """," "" Měla jste pravdu, že sem manžel přijel uspořádat pozůstalost, "" pokračovala Amanda, "" ale jeho matka se jmenovala Turecková, ne Mallinsová. """
"continues","continue","pokračovala","pokračovat","impf"," "" You were right about your husband coming back to settle his mother 's estate, "" Amanda continues, "" but his mother 's name was Tureck, not Mallins. """," "" Měla jste pravdu, že sem manžel přijel uspořádat pozůstalost, "" pokračovala Amanda, "" ale jeho matka se jmenovala Turecková, ne Mallinsová. """
"revealed","reveal","odhalila","odhalit","pf"," "" Did you know that your husband 's autopsy revealed he was ten to fifteen years older than he claimed, and that he 'd had some cosmetic surgery on his face? """," "" Víte, že pitva vašeho manžela odhalila, že byl o deset až patnáct let starší, než tvrdil, a že podstoupil několik plastických operací obličeje? """
"lying","lie","Lžete","lhát","impf"," "" You 're lying. """," "" Lžete. """
"Call","call","Zavolejte","zavolat","pf"," "" Call the police."," "" Zavolejte na policii."
"tries","try","pokoušela","pokoušet","impf"," She takes a long, deep breath, tries to regroup."," Zhluboka si vzdychla, pokoušela se vzpamatovat."
"reminds","remind","připomněla","připomenout","pf"," It 's time to move forward, she reminds herself."," Je čas jít dál, připomněla si."
"move","move","přesunout","přesunout","pf"," Time to move on."," Čas přesunout se jinam."
"offers","offer","Nabídla","nabídnout","pf"," She offers the woman her boarding pass."," Nabídla strážné palubní lístek."
"nods","nod","kývla","kývnout","pf"," The woman looks it over, then nods her inside."," Ta se rozhlédla kolem a potom na ni kývla, že může vejít."
"repeats","repeat","opakovala","opakovat","impf"," "" A hot bath, room service, and a good night 's sleep, "" she repeats with mounting irritation, stepping inside an empty elevator."," "" Horkou koupel, něco k jídlu, a zkusit se vyspat, "" opakovala si s rostoucím podrážděním, když vstoupila do prázdné kabinky výtahu."
"pressing","press","stisknout","stisknout","pf"," Her fingers hover over the button for the sixteenth floor for several seconds before pressing the one for the twenty-fourth floor instead."," Její prsty se na okamžik zastavily nad tlačítkem šestnáctého poschodí, než se rozhodly stisknout místo něj to, na kterém bylo číslo 24."
"answers","answer","odpověděla","odpovědět","pf"," "" Extendicare Bayview, "" a woman answers promptly."," "" Domov Bayview, "" odpověděla jí okamžitě jakási žena."
"Excuse","excuse","Promiňte","prominout","pf"," "" Excuse me, but who would I speak to about a possible former resident? "" Amanda ventures."," "" Promiňte, mohla bych se vás zeptat na jednu paní, která u vás možná bydlela? "" odvážila se Amanda."
"understand","understand","Nechápu","chápat","impf"," "" I 'm sorry. I 'm not sure I understand what you mean. """," "" Promiňte. Nechápu, jak to myslíte. """
"mean","mean","myslíte","myslet","impf"," "" I 'm sorry. I 'm not sure I understand what you mean. """," "" Promiňte. Nechápu, jak to myslíte. """
"convinced","convince","přesvědčil","přesvědčit","pf"," "" He convinced you to run away with him? """," "" A přesvědčil vás, abyste s ním utekla? """
"run","run","utekla","utéci","pf"," "" He convinced you to run away with him? """," "" A přesvědčil vás, abyste s ním utekla? """
"mattered","matter","záleží","záležet","impf"," But when he looked into your eyes, he made you feel as if you were the most beautiful woman on earth, the only person in the world who mattered. """," Ale když se mi zadíval do očí, měla jsem pocit, že jsem ta nejkrásnější žena na světě, že jsem jediný člověk na světě, na kterém mu záleží. """
"smiles","smile","usmála","usmát","pf"," Amanda smiles, feeling the muscles in her neck and shoulders start to relax."," Amanda se usmála a ucítila, jak se jí svaly na šíji a na ramenou uvolňují."
"feeling","feel","ucítila","ucítit","pf"," Amanda smiles, feeling the muscles in her neck and shoulders start to relax."," Amanda se usmála a ucítila, jak se jí svaly na šíji a na ramenou uvolňují."
"asks","ask","zeptal","zeptat","pf"," "" You okay? "" the driver asks, his eyes narrowing into his rearview mirror."," "" Jste v pořádku? "" zeptal se řidič a jeho oči ve zpětném zrcátku se soustředily na ni."
"hope","hope","Doufám","doufat","impf"," "" You no going to be sick inside my cab, I hope. """," "" Doufám, že se mi tady nepozvracíte v autě. """
"give","give","Dávalo","dávat","impf"," Did it give her permission to take the law into her own hands?"," Dávalo jí to právo vzít zákon do vlastních rukou?"
"Did","do","vzít","vzít","pf"," Did it give her permission to take the law into her own hands?"," Dávalo jí to právo vzít zákon do vlastních rukou?"
"take","take","vzít","vzít","pf"," Did it give her permission to take the law into her own hands?"," Dávalo jí to právo vzít zákon do vlastních rukou?"
"sit","sit","neposadíme","posadit","pf"," "" Why do n't we sit down? """," "" Proč se neposadíme? """
"keep","keep","necháte","nechat","pf"," "" How long will you keep her here? """," "" Jak dlouho si ji tady necháte? """
"want","want","Nechceš","chtít","impf"," You do n't want to wake her up."," Nechceš ji přece probudit."
"wake","wake","probudit","probudit","pf"," You do n't want to wake her up."," Nechceš ji přece probudit."
"want","want","Chci","chtít","impf"," I want her to play with me."," Chci, aby si se mnou hrála."
"play","play","hrála","hrát","impf"," I want her to play with me."," Chci, aby si se mnou hrála."
"raises","raise","Zvedla","zvednout","pf"," She raises it to her disbelieving eyes."," Zvedla si ji ke svým šokovaným očím."
"sitting","sit","sedí","sedět","impf"," She 's the woman sitting in front of her."," Je to ta žena, která sedí před ní."
"see","see","neuvidí","uvidět","pf"," And she wo n't see Ben ever again, no matter how many strangers her mother guns down."," A už nikdy, nikdy se s ním neuvidí, ať její matka zastřelí lidí, kolik bude chtít."
"staring","stare","zírala","zírat","impf"," She is too busy staring at Janet 's unnaturally swollen lips."," Příliš ji zaměstnávalo to, jak zírala na Janetiny nepřirozeně zduřelé rty."
"do","do","prováděly","provádět","impf"," What possesses attractive women like Janet to do such horrible things to themselves?"," Co nutí hezké ženy, jako je Janet, aby se sebou prováděly tak strašlivé věci?"
"forgot","forget","zapomněla","zapomenout","pf"," "" I forgot I had it in my mouth. """," "" No jo, já zapomněla, že ji tam mám. """
"think","think","Myslím","myslet","impf"," "" I think you 're supposed to stay in your seat while we 're making our descent. """," "" Myslím, že při přistávání musíte zůstat sedět připoutaná. """
"supposed","suppose","Myslím","myslet","impf"," "" I think you 're supposed to stay in your seat while we 're making our descent. """," "" Myslím, že při přistávání musíte zůstat sedět připoutaná. """
"stay","stay","zůstat","zůstat","pf"," "" I think you 're supposed to stay in your seat while we 're making our descent. """," "" Myslím, že při přistávání musíte zůstat sedět připoutaná. """
"tosses","toss","odhodila","odhodit","pf"," Amanda makes a dismissive clicking noise with her tongue, then tosses the book back inside the drawer, about to close it when she decides to check inside the large Manila folder."," Amanda pohrdlivě zamlaskala jazykem, odhodila zápisník zpátky do zásuvky a už už ji chtěla zavřít, když se rozhodla, že se podívá ještě do šanonu."
"close","close","zavřít","zavřít","pf"," Amanda makes a dismissive clicking noise with her tongue, then tosses the book back inside the drawer, about to close it when she decides to check inside the large Manila folder."," Amanda pohrdlivě zamlaskala jazykem, odhodila zápisník zpátky do zásuvky a už už ji chtěla zavřít, když se rozhodla, že se podívá ještě do šanonu."
