"showing","show","objevil","objevit","pf"," "" This is like my drug dealer showing up at the door. """," "" To je, jako kdyby se u dveří objevil můj drogový dealer. """
"bring","bring","přinést","přinést","pf"," "" Can I bring anything? "" he offered, trying to be helpful, although he suspected she had everything arranged."," "" Mám něco přinést? "" nabídl, i když tušil, že Fiona má vše připravené."
"offered","offer","nabídl","nabídnout","pf"," "" Can I bring anything? "" he offered, trying to be helpful, although he suspected she had everything arranged."," "" Mám něco přinést? "" nabídl, i když tušil, že Fiona má vše připravené."
"suspected","suspect","tušil","tušit","impf"," "" Can I bring anything? "" he offered, trying to be helpful, although he suspected she had everything arranged."," "" Mám něco přinést? "" nabídl, i když tušil, že Fiona má vše připravené."
"gotten","get","nedostala","dostat","pf"," She had n't gotten where she was by being casual or vague."," Nikdy by se nedostala tam, kde je, kdyby to připustila."
"bring","bring","Přineste","přinést","pf"," "" Just bring yourself."," "" Přineste jen sebe."
"beginning","begin","začínáš","začínat","impf"," "" It looks like Mimi 's garret in La Bohème. And you 're beginning to look like her too, "" Adrian said with concern, but he was pleased for her."," "" Připomíná to mansardu Mimi z Bohémy. A ty už také začínáš vypadat jako Mimi, "" podotkl starostlivě, ale měl z ní i radost."
"finish","finish","dokončí","dokončit","pf"," She had no idea when she would finish it."," Neměla tušení, kdy ji dokončí."
"hoped","hope","Doufala","doufat","impf"," She hoped it would be by spring at the rate she was going."," Doufala, že při současném tempu by se jí to mohlo podařit do jara."
"matter","matter","Nezáleželo","záležet","impf"," But it did n't matter how long it took."," Nezáleželo na tom."
"buy","buy","kup","koupit","pf"," And buy Jamal a decent pair of men 's shoes. """," A kup Jamalovi nějaké slušné pánské boty. """
"telling","tell","povědět","povědět","pf"," She did n't bother telling Adrian she had and he 'd thrown them away because he thought they were ugly."," Fiona se nenamáhala Adrianovi povědět, že už to udělala, ovšem Jamal boty vyhodil, protože mu připadaly ošklivé."
"did","do","udělala","udělat","pf"," She did n't bother telling Adrian she had and he 'd thrown them away because he thought they were ugly."," Fiona se nenamáhala Adrianovi povědět, že už to udělala, ovšem Jamal boty vyhodil, protože mu připadaly ošklivé."
"thrown","throw","vyhodil","vyhodit","pf"," She did n't bother telling Adrian she had and he 'd thrown them away because he thought they were ugly."," Fiona se nenamáhala Adrianovi povědět, že už to udělala, ovšem Jamal boty vyhodil, protože mu připadaly ošklivé."
"promise","promise","slibuju","slibovat","impf"," "" Okay, I promise. """," "" Dobře, slibuju. """
"found","find","našla","najít","pf"," The rest was a lot harder, and she was still mulling it over when she went home that night, and found a note from John."," Ostatní už tak lehké nebylo, a Fiona stále o všem dumala, když se ten večer vrátila domů a našla tam zprávu od Johna."
"called","call","Zavolala","zavolat","pf"," She called him there, and Mrs. Westerman answered."," Zavolala mu a telefon zvedla paní Westermanová."
"left","leave","nechá","nechat","pf"," She had a million notes and photographs to go through, but she was going to do that in the morning, after John left."," Potřebovala ještě projít tisíce poznámek a fotografií, ale rozhodla se, že to nechá na ráno."
"want","want","Nechtěla","chtít","impf"," She did n't want to wake John, but he was stirring anyway when she slipped back into bed beside him."," Nechtěla Johna vzbudit, ale on už se stejně vrtěl, když vklouzla zpátky do postele."
"wake","wake","vzbudit","vzbudit","pf"," She did n't want to wake John, but he was stirring anyway when she slipped back into bed beside him."," Nechtěla Johna vzbudit, ale on už se stejně vrtěl, když vklouzla zpátky do postele."
"stirring","stir","vzbudit","vzbudit","pf"," She did n't want to wake John, but he was stirring anyway when she slipped back into bed beside him."," Nechtěla Johna vzbudit, ale on už se stejně vrtěl, když vklouzla zpátky do postele."
"asked","ask","zeptal","zeptat","pf"," "" Who was that? "" he asked sleepily, throwing an arm around her, and turning toward her."," "" Kdo to byl? "" zeptal se ospale, objal ji a přitáhl si ji k sobě."
"loved","love","Líbilo","líbit","impf"," She loved the way he looked in the morning."," Líbilo se jí, jak vypadal poránu."
"left","leave","odjíždí","odjíždět","impf"," He just left."," Už odjíždí."
"feel","feel","cítíme","cítit","impf"," "" We all feel that."," "" To cítíme všichni."
"die","die","umřu","umřít","pf"," Most of the time, I just figure I 'll die at my desk."," Většinu času si představuji, že umřu za pracovním stolem."
"hope","hope","Doufám","doufat","impf"," Not for a long time, I hope, "" she said, feeling awkward, as she remembered his wife 's untimely death."," Doufám, že ještě za dlouho, "" dodala rozpačitě, když si vzpomněla na jeho předčasně zemřelou ženu."
"remembered","remember","vzpomněla","vzpomenout","pf"," Not for a long time, I hope, "" she said, feeling awkward, as she remembered his wife 's untimely death."," Doufám, že ještě za dlouho, "" dodala rozpačitě, když si vzpomněla na jeho předčasně zemřelou ženu."
"tell","tell","Řekla","říci","pf"," "" Did you tell him about us? """," "" Řekla jsi mu o nás? """
"think","think","Myslím","myslet","impf"," I think we just did. """," Myslím, že jsme mu to už naznačili. """
"wanted","want","toužil","toužit","impf"," He was dead, and all he wanted was a shower and bed."," Byl polomrtvý a toužil především po sprše a posteli."
"cleaning","clean","uklízí","uklízet","impf"," She seemed a lot more relaxed and more philosophical in many ways, and she said she enjoyed cleaning the apartment herself."," Vypadala mnohem uvolněněji a v mnoha směrech i vyrovnaněji a tvrdila, že jí dělá radost, když sama uklízí."
"shut","shut","uzavřela","uzavřít","pf"," At forty-four, she was still too young to shut herself out of the world."," Ve čtyřiceti třech letech byla ještě příliš mladá na to, aby se uzavřela před světem."
"said","say","říkala","říkat","impf"," She said she had no interest in dating, and she did n't want a social life."," Fiona říkala, že nemá zájem chodit na schůzky a nestojí o společenský život."
"dating","date","chodit","chodit","impf"," She said she had no interest in dating, and she did n't want a social life."," Fiona říkala, že nemá zájem chodit na schůzky a nestojí o společenský život."
"wanted","want","chce","chtít","impf"," All she wanted was to finish her book."," Hlavně chce dokončit knihu."
"finish","finish","dokončit","dokončit","pf"," All she wanted was to finish her book."," Hlavně chce dokončit knihu."
"forgot","forget","zapomněla","zapomenout","pf"," I totally forgot."," Úplně jsem na to zapomněla."
"like","like","Chcete","chtít","impf"," Would you like to come to that? """," Chcete tam jít? """
"come","come","jít","jít","impf"," Would you like to come to that? """," Chcete tam jít? """
"come","come","Půjdu","jít","impf"," "" I 'd love to come to anything you want me at."," "" Půjdu, kamkoli mě vezmete."
"want","want","Nechtěl","chtít","impf"," I do n't want to intrude on you, Fiona."," Nechtěl bych vám ale překážet, Fiono."
"work","work","pracovat","pracovat","impf"," I know you have to work. I do n't want to get in your way, but I 'd love to come to any and all of it."," Vím, že musíte pracovat, [ ] ale moc rád navštívím třeba všechny přehlídky."
"do","do","navštívím","navštívit","pf"," I know you have to work. I do n't want to get in your way, but I 'd love to come to any and all of it."," Vím, že musíte pracovat, [ ] ale moc rád navštívím třeba všechny přehlídky."
"taking","take","Vezmu","vzít","pf"," I 'm taking a few days off over the Fourth, and I do n't have to rush back."," Vezmu si pár dnů volna až do 4. července, takže nebudu muset spěchat zpátky."
"do","do","Vezmu","vzít","pf"," I 'm taking a few days off over the Fourth, and I do n't have to rush back."," Vezmu si pár dnů volna až do 4. července, takže nebudu muset spěchat zpátky."
"rush","rush","spěchat","spěchat","impf"," I 'm taking a few days off over the Fourth, and I do n't have to rush back."," Vezmu si pár dnů volna až do 4. července, takže nebudu muset spěchat zpátky."
"called","call","zavolal","zavolat","pf"," And when he called her, she did n't pick up the phone."," Když zavolal, nezvedla telefon."
"let","let","Nechala","nechat","pf"," She let him talk to her machine."," Nechala ho namluvit vzkaz na záznamník."
"suggested","suggest","Navrhl","navrhnout","pf"," He suggested Alain Ducasse, or something comparable, or something simpler if she preferred."," Navrhl restauraci Alain Ducasse či něco podobného, anebo něco jednoduššího, pokud tomu dává přednost."
"called","call","Nezavolala","zavolat","pf"," She never called him back, and stayed at her desk until late that night."," Nezavolala mu zpátky a až do večera pracovala."
"heard","hear","zaslechla","zaslechnout","pf"," She was still at her desk, in blue jeans and an old sweater, when she heard the bell."," Ještě seděla u stolu, v modrých džínech a starém svetru, když zaslechla zvonek."
"said","say","Prohlásila","prohlásit","pf"," She had threatened to put it down if he brought it to her house, and he had said something about it to Hilary and Courtenay, and now they hated her more."," Prohlásila, že fenku zlikviduje, pokud ji John přivede do jejího domu, a on to řekl Hilary a Courtenay, takže ji nenáviděly ještě víc."
"brought","bring","přivede","přivést","pf"," She had threatened to put it down if he brought it to her house, and he had said something about it to Hilary and Courtenay, and now they hated her more."," Prohlásila, že fenku zlikviduje, pokud ji John přivede do jejího domu, a on to řekl Hilary a Courtenay, takže ji nenáviděly ještě víc."
"put","put","řekl","říci","pf"," She had threatened to put it down if he brought it to her house, and he had said something about it to Hilary and Courtenay, and now they hated her more."," Prohlásila, že fenku zlikviduje, pokud ji John přivede do jejího domu, a on to řekl Hilary a Courtenay, takže ji nenáviděly ještě víc."
"said","say","řekl","říci","pf"," She had threatened to put it down if he brought it to her house, and he had said something about it to Hilary and Courtenay, and now they hated her more."," Prohlásila, že fenku zlikviduje, pokud ji John přivede do jejího domu, a on to řekl Hilary a Courtenay, takže ji nenáviděly ještě víc."
"hated","hate","nenáviděly","nenávidět","impf"," She had threatened to put it down if he brought it to her house, and he had said something about it to Hilary and Courtenay, and now they hated her more."," Prohlásila, že fenku zlikviduje, pokud ji John přivede do jejího domu, a on to řekl Hilary a Courtenay, takže ji nenáviděly ještě víc."
"started","start","začala","začít","pf"," She had already started the outline, and she worked on it some more on the plane."," Už si začala připravovat synopsi a pracovala i v letadle."
"worked","work","pracovala","pracovat","impf"," She had already started the outline, and she worked on it some more on the plane."," Už si začala připravovat synopsi a pracovala i v letadle."
"lived","live","bydlí","bydlet","impf"," Fiona met Adrian at the magazine, and it felt strange to her, like visiting a childhood home where other people now lived."," Fiona zašla za Adrianem do redakce a zažila zvláštní pocit, jako kdyby šla na návštěvu do domu, kde prožila dětství a kde už nyní bydlí cizí lidé."
"buying","buy","koupit","koupit","pf"," And they were thrilled at the prospect of buying it."," Představa, že si budou moci dům koupit, je nadchla."
"thrilled","thrill","nadchla","nadchnout","pf"," And they were thrilled at the prospect of buying it."," Představa, že si budou moci dům koupit, je nadchla."
"give","give","nepořádal","pořádat","impf"," The only difference was that he did n't give parties, and never let photographers or models stay with him."," Rozdíl mezi nimi spočíval v tom, že Adrian nepořádal večírky a nikdy u sebe nenechával bydlet fotografy nebo modelky."
"let","let","nenechával","nechávat","impf"," The only difference was that he did n't give parties, and never let photographers or models stay with him."," Rozdíl mezi nimi spočíval v tom, že Adrian nepořádal večírky a nikdy u sebe nenechával bydlet fotografy nebo modelky."
"stay","stay","bydlet","bydlet","impf"," The only difference was that he did n't give parties, and never let photographers or models stay with him."," Rozdíl mezi nimi spočíval v tom, že Adrian nepořádal večírky a nikdy u sebe nenechával bydlet fotografy nebo modelky."
"admitted","admit","přiznal","přiznat","pf"," But he had admitted to her a year before, when she left, that he had hired Jamal."," Ale asi před rokem se jí přiznal, že když se odstěhovala, zaměstnal u sebe Jamala."
"hired","hire","zaměstnal","zaměstnat","pf"," But he had admitted to her a year before, when she left, that he had hired Jamal."," Ale asi před rokem se jí přiznal, že když se odstěhovala, zaměstnal u sebe Jamala."
"arrived","arrive","přijela","přijet","pf"," And Fiona had been happy to see him when she arrived."," A Fiona, když přijela, měla radost, že ho opět vidí."
"see","see","vidí","vidět","impf"," And Fiona had been happy to see him when she arrived."," A Fiona, když přijela, měla radost, že ho opět vidí."
"wearing","wear","Měla","mít","impf"," She was wearing pink linen slacks, a white sleeveless shirt, and sandals, and with a straw bag over her shoulder, she looked as if she were going to the beach."," Měla na sobě růžové lněné kalhoty, bílou halenku bez rukávů a sandály a se slaměnou kabelkou zavěšenou na rameni vypadala, jako kdyby právě vyrazila na pláž."
"smiled","smile","usmála","usmát","pf"," And as she got in, she smiled at him."," Když Fiona nastupovala, také se usmála."
"thrown","throw","vyhodil","vyhodit","pf"," She knew him better than that, and also knew that his last lover had cheated on him, and Adrian had been heartbroken and thrown him out and cried for weeks."," Fiona dobře věděla, že poslední milenec mu byl nevěrný, a Adrian, zničený žalem, ho vyhodil a celé týdny probrečel."
"broken","break","zlomil","zlomit","pf"," He had damn near broken Adrian 's heart."," Málem Adrianovi zlomil srdce."
"get","get","Kup","koupit","pf"," Just get me the racks."," Kup mi prosím tě ty stojany a ramínka."
"try","try","Pokusím","pokusit","pf"," I 'll try and get home early and start emptying a closet for him."," Pokusím se dostat domů trochu dřív a začnu vyprazdňovat skříň."
"get","get","dostat","dostat","pf"," I 'll try and get home early and start emptying a closet for him."," Pokusím se dostat domů trochu dřív a začnu vyprazdňovat skříň."
"start","start","začnu","začít","pf"," I 'll try and get home early and start emptying a closet for him."," Pokusím se dostat domů trochu dřív a začnu vyprazdňovat skříň."
"expected","expect","předpokládala","předpokládat","impf"," And it was almost as unpleasant as she had expected."," A dopadlo to téměř tak hrozně, jak předpokládala."
"spoke","speak","promluvily","promluvit","pf"," The girls hardly spoke to her, and when they did, they were supercilious and bitchy, but at least they tolerated her being there, which was an improvement."," Dívky s ní sotva promluvily, a když už, hovořily opovržlivým provokativním tónem, avšak alespoň ji tolerovaly, což byl pokrok."
"spoke","speak","hovořily","hovořit","impf"," The girls hardly spoke to her, and when they did, they were supercilious and bitchy, but at least they tolerated her being there, which was an improvement."," Dívky s ní sotva promluvily, a když už, hovořily opovržlivým provokativním tónem, avšak alespoň ji tolerovaly, což byl pokrok."
"tolerated","tolerate","tolerovaly","tolerovat","impf"," The girls hardly spoke to her, and when they did, they were supercilious and bitchy, but at least they tolerated her being there, which was an improvement."," Dívky s ní sotva promluvily, a když už, hovořily opovržlivým provokativním tónem, avšak alespoň ji tolerovaly, což byl pokrok."
"wasting","waste","promarníš","promarnit","pf"," "" You 're wasting your life, and you 'll be sorry when you get old."," "" Vždyť promarníš celý život, a až zestárneš, budeš toho litovat."
"smoke","smoke","kouřit","kouřit","impf"," "" I can smoke. """," "" Můžu kouřit. """
"come","come","neuděláš","udělat","pf"," "" I 'm going to come over and drag you out, if you do n't do something about it soon."," "" Jestli s tím něco rychle neuděláš, přijedu a vyvleču tě ven."
"do","do","neuděláš","udělat","pf"," "" I 'm going to come over and drag you out, if you do n't do something about it soon."," "" Jestli s tím něco rychle neuděláš, přijedu a vyvleču tě ven."
"do","do","neuděláš","udělat","pf"," "" I 'm going to come over and drag you out, if you do n't do something about it soon."," "" Jestli s tím něco rychle neuděláš, přijedu a vyvleču tě ven."
"come","come","přijedu","přijet","pf"," "" I 'm going to come over and drag you out, if you do n't do something about it soon."," "" Jestli s tím něco rychle neuděláš, přijedu a vyvleču tě ven."
"sounded","sound","zněl","znít","impf"," She sounded happy and relaxed after her weekend on the beach. And she was feeling more comfortable about him, particularly since she had n't seen him all weekend."," Její hlas zněl po víkendu na pláži šťastně a odpočatě a měla příjemnější pocit, nejspíš proto, že ho celý víkend neviděla."
"seen","see","neviděla","vidět","impf"," She sounded happy and relaxed after her weekend on the beach. And she was feeling more comfortable about him, particularly since she had n't seen him all weekend."," Její hlas zněl po víkendu na pláži šťastně a odpočatě a měla příjemnější pocit, nejspíš proto, že ho celý víkend neviděla."
"hates","hate","nenávidí","nenávidět","impf"," "" He hates the beach."," "" On pláže nenávidí."
"swim","swim","plavat","plavat","impf"," It 's too hot for him, and he ca n't swim."," Je tam na něj příliš horko a navíc neumí plavat."
"brought","bring","přivezl","přivézt","pf"," He just brought him home."," Ten mi ho před chvílí přivezl."
"go","go","odjedu","odjet","pf"," He 's always mad at me when I go away."," Vždycky se může, chudák malá, zbláznit, když odjedu."
"asked","ask","zeptal","zeptat","pf"," "" Are they modeling bikinis? "" he asked innocently, and she laughed even harder."," "" Předvádějí bikiny? "" zeptal se John nevinně a Fiona se znovu rozesmála."
"imagine","imagine","představit","představit","pf"," He could n't even imagine it in this heat."," V tomhle vedru si to vůbec neuměl představit."
"died","die","nezahynul","zahynout","pf"," So far no one has died of the heat, so I guess we 're still ahead. """," Zatím nikdo z horka nezahynul, ale co není, může být. """
"hope","hope","Doufám","doufat","impf"," "" I hope you 're not wearing fur too, "" he teased."," "" Doufám, že vy ty kožichy na sobě nemáte? """
"wearing","wear","nemáte","mít","impf"," "" I hope you 're not wearing fur too, "" he teased."," "" Doufám, že vy ty kožichy na sobě nemáte? """
"went","go","jeli","jet","impf"," They went straight to her house that night."," Ten večer jeli rovnou do jejího domu."
"eat","eat","jedla","jíst","impf"," And the refrigerator was full of everything she liked to eat."," Lednička zase byla plná všeho, co Fiona ráda jedla."
"opened","open","otevřeli","otevřít","pf"," There was even a bottle of champagne, which she opened to share with John, and they toasted each other, standing in the living room."," Dokonce našli láhev šampaňského, které si hned otevřeli, a připili si v obývacím pokoji."
"see","see","uvidí","uvidět","pf"," Sir Winston was coming home the next day, she could hardly wait to see him."," Sir Winston se měl domů vrátit až druhý den a ona se už nemohla dočkat, až ho uvidí."
"watching","watch","pozoroval","pozorovat","impf"," As they got back downstairs, Adrian stood watching them, and smiled."," Když scházeli po schodech, Adrian je s úsměvem pozoroval."
"wearing","wear","Měl","mít","impf"," He was wearing a white T-shirt and white jeans, and red alligator sandals Manolo Blahnik had made for him in a size fourteen."," Měl na sobě bílé džíny a bílé tričko a na nohou červené kožené sandály, které speciálně pro něj ušili [ ] u Manola Blahnika ve velikosti čtrnáct."
"made","make","ušili","ušít","pf"," He was wearing a white T-shirt and white jeans, and red alligator sandals Manolo Blahnik had made for him in a size fourteen."," Měl na sobě bílé džíny a bílé tričko a na nohou červené kožené sandály, které speciálně pro něj ušili [ ] u Manola Blahnika ve velikosti čtrnáct."
"Did","do","Provedla","provést","pf"," "" Did she give you a tour? "" Adrian asked with interest."," "" Provedla vás tady? "" zeptal se se zájmem."
"asked","ask","zeptal","zeptat","pf"," "" Did she give you a tour? "" Adrian asked with interest."," "" Provedla vás tady? "" zeptal se se zájmem."
"enjoy","enjoy","užijete","užít","pf"," You might enjoy them more."," Možná si je tím víc užijete."
"asked","ask","zeptal","zeptat","pf"," "" And yours? "" he asked, as he tucked her hand in his arm and they walked on."," "" Jako pro vás? "" zeptal se a zasunul si její ruku pod paži."
"tucked","tuck","zasunul","zasunout","pf"," "" And yours? "" he asked, as he tucked her hand in his arm and they walked on."," "" Jako pro vás? "" zeptal se a zasunul si její ruku pod paži."
"think","think","Myslím","myslet","impf"," I think I 've gotten spoiled."," Myslím, že jsem trochu zkažená."
"left","leave","opustil","opustit","pf"," He had been more than nuts when he left."," Když ji opustil, choval se hůř než blázen."
"trying","try","snažím","snažit","impf"," "" I 've been trying to stay away from you."," "" Já se snažím udržet si od tebe odstup."
"liked","like","líbilo","líbit","impf"," They always had been with each other, and she liked that about them. Or she had."," Vždycky k sobě byli upřímní, a to se Fioně líbilo."
"try","try","vyzkouším","vyzkoušet","pf"," I 'll tell you what, I 'll try Anderson for a few weeks, and if I like it, I 'll stick with it. """," Víš ty co, vyzkouším na pár týdnů příjmení Andersonová, a pokud se mi to bude líbit, nechám si ho. """
"like","like","líbit","líbit","impf"," I 'll tell you what, I 'll try Anderson for a few weeks, and if I like it, I 'll stick with it. """," Víš ty co, vyzkouším na pár týdnů příjmení Andersonová, a pokud se mi to bude líbit, nechám si ho. """
"sounds","sound","zní","znít","impf"," "" That sounds sensible."," "" To zní rozumně."
"hope","hope","Doufám","doufat","impf"," I have to admit, I hope you like it. """," Doufám, že se ti bude líbit. """
"called","call","zavolala","zavolat","pf"," After they got back to the house, she called Adrian, and John went upstairs to call his daughters."," Když se vrátili domů, zavolala Fiona Adrianovi a John šel telefonovat dcerám."
"call","call","zavolala","zavolat","pf"," After they got back to the house, she called Adrian, and John went upstairs to call his daughters."," Když se vrátili domů, zavolala Fiona Adrianovi a John šel telefonovat dcerám."
"went","go","šel","jít","impf"," After they got back to the house, she called Adrian, and John went upstairs to call his daughters."," Když se vrátili domů, zavolala Fiona Adrianovi a John šel telefonovat dcerám."
"called","call","telefonovat","telefonovat","impf"," After they got back to the house, she called Adrian, and John went upstairs to call his daughters."," Když se vrátili domů, zavolala Fiona Adrianovi a John šel telefonovat dcerám."
"call","call","telefonovat","telefonovat","impf"," After they got back to the house, she called Adrian, and John went upstairs to call his daughters."," Když se vrátili domů, zavolala Fiona Adrianovi a John šel telefonovat dcerám."
"wants","want","Chce","chtít","impf"," He wants to make his kids feel comfortable with you."," Chce, aby se jeho dcery u vás cítily dobře."
"feel","feel","cítily","cítit","impf"," He wants to make his kids feel comfortable with you."," Chce, aby se jeho dcery u vás cítily dobře."
"want","want","Nechce","chtít","impf"," He does n't want to lose his kids for you."," Nechce kvůli tobě své děti ztratit."
"lose","lose","ztratit","ztratit","pf"," He does n't want to lose his kids for you."," Nechce kvůli tobě své děti ztratit."
"want","want","chtějí","chtít","impf"," "" The girls just want a little more time with their dad, and they 'll be tired after the flight."," "" Děvčata si mě jen chtějí pořádně užít a navíc budou po cestě unavená."
"want","want","Chtějí","chtít","impf"," They both want to meet you when they 're fresh. """," Chtějí se s tebou setkat, až budou odpočatá. """
"meet","meet","setkat","setkat","pf"," They both want to meet you when they 're fresh. """," Chtějí se s tebou setkat, až budou odpočatá. """
"flying","fly","neletí","letět","impf"," It seemed an odd choice of words, they were n't flying in from Tokyo after all, but Fiona did n't argue with him."," Trochu zvláštní slovo, vždyť neletí z Tokia, ale Fiona se s ním nechtěla přít."
"argue","argue","přít","přít","impf"," It seemed an odd choice of words, they were n't flying in from Tokyo after all, but Fiona did n't argue with him."," Trochu zvláštní slovo, vždyť neletí z Tokia, ale Fiona se s ním nechtěla přít."
"mentioned","mention","zmínila","zmínit","pf"," She mentioned it to Adrian when she saw him for brunch the next day."," Druhý den se o tom zmínila Adrianovi."
"sat","sit","Seděli","sedět","impf"," They sat in her garden going over layouts, and she mentioned the conversation to him."," Seděli u ní na zahradě a procházeli první návrhy grafické úpravy nového čísla."
"meaning","mean","chtěl","chtít","impf"," Adrian had been meaning to suggest it to her for a long time, but he had been waiting for the wound of losing Sir Winston to heal."," Adrian jí to chtěl navrhnout už dávno, ale čekal, dokud se nezacelí rána po odchodu Sira Winstona."
"suggest","suggest","navrhnout","navrhnout","pf"," Adrian had been meaning to suggest it to her for a long time, but he had been waiting for the wound of losing Sir Winston to heal."," Adrian jí to chtěl navrhnout už dávno, ale čekal, dokud se nezacelí rána po odchodu Sira Winstona."
"waiting","wait","čekal","čekat","impf"," Adrian had been meaning to suggest it to her for a long time, but he had been waiting for the wound of losing Sir Winston to heal."," Adrian jí to chtěl navrhnout už dávno, ale čekal, dokud se nezacelí rána po odchodu Sira Winstona."
"lit","light","zapálila","zapálit","pf"," It had been long enough now for him to risk suggesting it to her, but she lit another cigarette and shook her head."," Teď se mu zdálo, že uběhla už dost dlouhá doba, jenže Fiona si zapálila další cigaretu a zavrtěla hlavou."
"Remember","remember","Pamatuješ","pamatovat","impf"," "" Remember me?"," "" Pamatuješ si na mne?"
"want","want","Nechci","chtít","impf"," I do n't want to own anything, love anyone, or get too attached to people, places, or things."," Nechci nic vlastnit, nikoho milovat, nebo příliš přilnout k lidem, místům či věcem."
"turn","turn","neobrátí","obrátit","pf"," At least he 's not letting it sway him, or turn him against you. """," Alespoň že on se nedá odradit nebo se neobrátí proti tobě. """
"waited","wait","počkala","počkat","pf"," I would have waited a lot longer, but on the other hand I like living with him."," Já bych počkala déle, jenže na druhou stranu s ním bydlím ráda."
"living","live","bydlím","bydlet","impf"," I would have waited a lot longer, but on the other hand I like living with him."," Já bych počkala déle, jenže na druhou stranu s ním bydlím ráda."
"missed","miss","chyběl","chybět","impf"," I missed him all weekend. """," Celý víkend mi chyběl. """
"like","like","Chtěl","chtít","impf"," "" Would you like to come?"," "" Chtěl byste přijít?"
"come","come","přijít","přijít","pf"," "" Would you like to come?"," "" Chtěl byste přijít?"
"wear","wear","mít","mít","impf"," Just wear jeans and a shirt, you do n't have to wear a tie. """," Jenom v džínách a košili, nemusíte mít kravatu. """
"wear","wear","mít","mít","impf"," Just wear jeans and a shirt, you do n't have to wear a tie. """," Jenom v džínách a košili, nemusíte mít kravatu. """
"imagine","imagine","představit","představit","pf"," She could n't imagine him without one."," Nedovedla si ho bez kravaty představit."
"sounds","sound","zní","znít","impf"," "" It sounds like fun."," "" To zní lákavě."
