"complement","complement","doplňují","doplňovat","impf"," They usually complement the common repertoire of sayings with their own self-made pearls of wisdom and often interrupt their own speeches with the remark"," Ti je obyčejně doplňují výroky vlastními a občas mezi řečí prohodí :"
"hoped","hope","doufá","doufat","impf"," There was a moment ’ s silence before Dr. Witherspoon observed that he hoped it would not be necessary to amputate the lad ’ s moustache."," Chvilku bylo ticho a pak řekl doktor Vlach, že doufá, že nebude nutno chlapci knírek amputovat."
"announced","announce","oznámil","oznámit","pf"," Grandpa took off his plastic mac and his hat and announced that he had two important items of news to impart."," Dědeček odložil gumový plášť a klobouk a oznámil nám dvě závažné zprávy."
"said","say","Pravila","pravit","pf"," She even said that she didn ’ t want to make the move, it being quite interesting working outdoors."," Pravila, že se jí ani moc nechtělo, venku to bylo docela zajímavé."
"want","want","nechtělo","chtít","impf"," She even said that she didn ’ t want to make the move, it being quite interesting working outdoors."," Pravila, že se jí ani moc nechtělo, venku to bylo docela zajímavé."
"say","say","řekl","říci","pf"," Pleasant days went by. You might say that nothing special or important happened, but I could not agree with you."," Dny příjemně ubíhaly a někdo by řekl, že se nic zvláštního a významného nedělo, ale já bych s tím nemohl souhlasit."
"agree","agree","souhlasit","souhlasit","impf"," Pleasant days went by. You might say that nothing special or important happened, but I could not agree with you."," Dny příjemně ubíhaly a někdo by řekl, že se nic zvláštního a významného nedělo, ale já bych s tím nemohl souhlasit."
"filled","fill","naplněny","naplnit","pf"," For me these were wonder days filled with extraordinary and miraculous things."," Pro mne se děly věci krásné, nevšední a podivuhodné a dny byly jimi naplněny."
"wished","wish","přál","přát","impf"," I have never been enamoured of speechmaking, and have often wished that the perpetrators of oratory[ ]might meet the same fate as Grandpa did on White Saddle Ridge."," Nebyl jsem nikdy přítelem takových projevů a často jsem řečníkům přál, aby je potkala podobná nehoda, jako postihla dědečka na Bílém sedle."
"meet","meet","potkala","potkat","pf"," I have never been enamoured of speechmaking, and have often wished that the perpetrators of oratory[ ]might meet the same fate as Grandpa did on White Saddle Ridge."," Nebyl jsem nikdy přítelem takových projevů a často jsem řečníkům přál, aby je potkala podobná nehoda, jako postihla dědečka na Bílém sedle."
"sending","send","poslal","poslat","pf"," He explained that his main reason for sending Bertie away was Miss Barbara."," Pravil, že Milouše poslal pryč hlavně kvůli slečně Barboře."
"exploit","exploit","využít","využít","pf"," Miss Basnett was minded to exploit the fact that it had finally stopped raining outside and wanted to take a look at the river."," Slečna Terebová má totiž v úmyslu využít toho, že venku konečně přestalo pršet, a chce se jít podívat k řece."
"stopped","stop","přestalo","přestat","pf"," Miss Basnett was minded to exploit the fact that it had finally stopped raining outside and wanted to take a look at the river."," Slečna Terebová má totiž v úmyslu využít toho, že venku konečně přestalo pršet, a chce se jít podívat k řece."
"raining","rain","pršet","pršet","impf"," Miss Basnett was minded to exploit the fact that it had finally stopped raining outside and wanted to take a look at the river."," Slečna Terebová má totiž v úmyslu využít toho, že venku konečně přestalo pršet, a chce se jít podívat k řece."
"wanted","want","chce","chtít","impf"," Miss Basnett was minded to exploit the fact that it had finally stopped raining outside and wanted to take a look at the river."," Slečna Terebová má totiž v úmyslu využít toho, že venku konečně přestalo pršet, a chce se jít podívat k řece."
"accompany","accompany","doprovázet","doprovázet","impf"," Master Bertie was doggedly determined to accompany her, and had fitted himself out in exotically stylish gear to this end."," Pan Milouš neodbytně trval na tom, že ji bude doprovázet, a oblékl se na to do výstředně elegantních šatů."
"offended","offend","dotčen","dotknout","pf"," I turned round towards the river, observing the place where I had just enjoyed the most dangerous moment in my life, and I was somehow offended that the bridge had not collapsed immediately in the wake of our crossing."," Já jsem se ohlédl zpět k řece na místo, kde jsem prožil nejnebezpečnější okamžik svého života, a byl jsem jaksi dotčen tím, že se most hned za námi nezřítil."
"collapsed","collapse","nezřítil","zřítit","pf"," I turned round towards the river, observing the place where I had just enjoyed the most dangerous moment in my life, and I was somehow offended that the bridge had not collapsed immediately in the wake of our crossing."," Já jsem se ohlédl zpět k řece na místo, kde jsem prožil nejnebezpečnější okamžik svého života, a byl jsem jaksi dotčen tím, že se most hned za námi nezřítil."
"collapsed","collapse","zřítil","zřítit","pf"," On this occasion I had to be content with the fact that the bridge collapsed some two hours later."," Musil jsem se tenkrát spokojit tím, že se most zřítil až dvě hodiny poté."
"creaked","creak","praskalo","praskat","impf"," In the first place, the main staircase was made of wood and sometimes creaked very noisily. Secondly, in order to reach it I would have to take the corridor which passed the rooms of the other guests, whereas I could locate the spiral staircase with no trouble and then cover the distance to the hall on the ground floor by passing merely the kitchen, pantry and other places that would be empty at night."," Předně bylo hlavní schodiště dřevěné a někdy velmi zvučně praskalo, a za druhé bych byl musil k němu jít chodbou kolem ložnic ostatních hostů, zatímco točitého schodiště jsem mohl dosáhnout pohodlně a vzdálenost k hale mohl jsem projít v přízemí kolem kuchyně, špíže a jiných v noci prázdných místností."
"reach","reach","dosáhnout","dosáhnout","pf"," In the first place, the main staircase was made of wood and sometimes creaked very noisily. Secondly, in order to reach it I would have to take the corridor which passed the rooms of the other guests, whereas I could locate the spiral staircase with no trouble and then cover the distance to the hall on the ground floor by passing merely the kitchen, pantry and other places that would be empty at night."," Předně bylo hlavní schodiště dřevěné a někdy velmi zvučně praskalo, a za druhé bych byl musil k němu jít chodbou kolem ložnic ostatních hostů, zatímco točitého schodiště jsem mohl dosáhnout pohodlně a vzdálenost k hale mohl jsem projít v přízemí kolem kuchyně, špíže a jiných v noci prázdných místností."
"passed","pass","projít","projít","pf"," In the first place, the main staircase was made of wood and sometimes creaked very noisily. Secondly, in order to reach it I would have to take the corridor which passed the rooms of the other guests, whereas I could locate the spiral staircase with no trouble and then cover the distance to the hall on the ground floor by passing merely the kitchen, pantry and other places that would be empty at night."," Předně bylo hlavní schodiště dřevěné a někdy velmi zvučně praskalo, a za druhé bych byl musil k němu jít chodbou kolem ložnic ostatních hostů, zatímco točitého schodiště jsem mohl dosáhnout pohodlně a vzdálenost k hale mohl jsem projít v přízemí kolem kuchyně, špíže a jiných v noci prázdných místností."
"passing","pass","projít","projít","pf"," In the first place, the main staircase was made of wood and sometimes creaked very noisily. Secondly, in order to reach it I would have to take the corridor which passed the rooms of the other guests, whereas I could locate the spiral staircase with no trouble and then cover the distance to the hall on the ground floor by passing merely the kitchen, pantry and other places that would be empty at night."," Předně bylo hlavní schodiště dřevěné a někdy velmi zvučně praskalo, a za druhé bych byl musil k němu jít chodbou kolem ložnic ostatních hostů, zatímco točitého schodiště jsem mohl dosáhnout pohodlně a vzdálenost k hale mohl jsem projít v přízemí kolem kuchyně, špíže a jiných v noci prázdných místností."
"decided","decide","Rozhodl","rozhodnout","pf"," I decided on the second route and made it to the control panel without mishap."," Rozhodl jsem se pro tu druhou cestu a bez nehody jsem se dostal k rozvodné desce."
"spotted","spot","uviděl","uvidět","pf"," Then I spotted a group of about fifteen mushrooms on the edge of a small clearing."," Potom jsem na okraji malé mýtinky uviděl skupinu asi patnácti hříbků."
"considered","consider","přemýšlel","přemýšlet","impf"," I was about to record my breakthrough with a triumphant yell when, with the generosity characteristic of all those smitten by love, I considered how to arrange that Miss Barbara was the one to discover this treasure trove of mushrooms."," Chtěl jsem vyrazit vítězný pokřik, ale pak jsem s velkodušností všech zamilovaných přemýšlel, jak to zařídit, aby ten hříbkový poklad našla slečna Barbora."
"arrange","arrange","zařídit","zařídit","pf"," I was about to record my breakthrough with a triumphant yell when, with the generosity characteristic of all those smitten by love, I considered how to arrange that Miss Barbara was the one to discover this treasure trove of mushrooms."," Chtěl jsem vyrazit vítězný pokřik, ale pak jsem s velkodušností všech zamilovaných přemýšlel, jak to zařídit, aby ten hříbkový poklad našla slečna Barbora."
"discover","discover","našla","najít","pf"," I was about to record my breakthrough with a triumphant yell when, with the generosity characteristic of all those smitten by love, I considered how to arrange that Miss Barbara was the one to discover this treasure trove of mushrooms."," Chtěl jsem vyrazit vítězný pokřik, ale pak jsem s velkodušností všech zamilovaných přemýšlel, jak to zařídit, aby ten hříbkový poklad našla slečna Barbora."
"imagined","imagine","Představoval","představovat","impf"," I imagined her cry of delight."," Představoval jsem si, jak by radostně zavýskla."
"scare","scare","vyděsit","vyděsit","pf"," The apparition had exhausted every weapon a headless aristocrat can have in his armoury in order to scare Mr. Gustin. Yet still my employer ’ s bored voice as he rambled on, and then his beginning to hum to himself, made it clear that every effort had been in vain. The desperate ghost apparently made a comment to the effect that frightening the wits out of a blockhead like this was a job for a real assassin rather than a decent, self-respecting spectre. Then he set off a terrifying explosion."," Když totiž všechna námaha bezhlavého šlechtice vyděsit pana Gustina byla marná a můj pán unuděným hlasem povídal a pak už si jenom jako pro sebe broukal, zoufalé strašidlo prý prohlásilo něco asi v tom smyslu, že strašit takového vola je práce pro vraha, a způsobilo strašlivý výbuch."
"frightening","frighten","vyděsit","vyděsit","pf"," The apparition had exhausted every weapon a headless aristocrat can have in his armoury in order to scare Mr. Gustin. Yet still my employer ’ s bored voice as he rambled on, and then his beginning to hum to himself, made it clear that every effort had been in vain. The desperate ghost apparently made a comment to the effect that frightening the wits out of a blockhead like this was a job for a real assassin rather than a decent, self-respecting spectre. Then he set off a terrifying explosion."," Když totiž všechna námaha bezhlavého šlechtice vyděsit pana Gustina byla marná a můj pán unuděným hlasem povídal a pak už si jenom jako pro sebe broukal, zoufalé strašidlo prý prohlásilo něco asi v tom smyslu, že strašit takového vola je práce pro vraha, a způsobilo strašlivý výbuch."
"scare","scare","strašit","strašit","impf"," The apparition had exhausted every weapon a headless aristocrat can have in his armoury in order to scare Mr. Gustin. Yet still my employer ’ s bored voice as he rambled on, and then his beginning to hum to himself, made it clear that every effort had been in vain. The desperate ghost apparently made a comment to the effect that frightening the wits out of a blockhead like this was a job for a real assassin rather than a decent, self-respecting spectre. Then he set off a terrifying explosion."," Když totiž všechna námaha bezhlavého šlechtice vyděsit pana Gustina byla marná a můj pán unuděným hlasem povídal a pak už si jenom jako pro sebe broukal, zoufalé strašidlo prý prohlásilo něco asi v tom smyslu, že strašit takového vola je práce pro vraha, a způsobilo strašlivý výbuch."
"frightening","frighten","strašit","strašit","impf"," The apparition had exhausted every weapon a headless aristocrat can have in his armoury in order to scare Mr. Gustin. Yet still my employer ’ s bored voice as he rambled on, and then his beginning to hum to himself, made it clear that every effort had been in vain. The desperate ghost apparently made a comment to the effect that frightening the wits out of a blockhead like this was a job for a real assassin rather than a decent, self-respecting spectre. Then he set off a terrifying explosion."," Když totiž všechna námaha bezhlavého šlechtice vyděsit pana Gustina byla marná a můj pán unuděným hlasem povídal a pak už si jenom jako pro sebe broukal, zoufalé strašidlo prý prohlásilo něco asi v tom smyslu, že strašit takového vola je práce pro vraha, a způsobilo strašlivý výbuch."
"made","make","způsobilo","způsobit","pf"," The apparition had exhausted every weapon a headless aristocrat can have in his armoury in order to scare Mr. Gustin. Yet still my employer ’ s bored voice as he rambled on, and then his beginning to hum to himself, made it clear that every effort had been in vain. The desperate ghost apparently made a comment to the effect that frightening the wits out of a blockhead like this was a job for a real assassin rather than a decent, self-respecting spectre. Then he set off a terrifying explosion."," Když totiž všechna námaha bezhlavého šlechtice vyděsit pana Gustina byla marná a můj pán unuděným hlasem povídal a pak už si jenom jako pro sebe broukal, zoufalé strašidlo prý prohlásilo něco asi v tom smyslu, že strašit takového vola je práce pro vraha, a způsobilo strašlivý výbuch."
"made","make","způsobilo","způsobit","pf"," The apparition had exhausted every weapon a headless aristocrat can have in his armoury in order to scare Mr. Gustin. Yet still my employer ’ s bored voice as he rambled on, and then his beginning to hum to himself, made it clear that every effort had been in vain. The desperate ghost apparently made a comment to the effect that frightening the wits out of a blockhead like this was a job for a real assassin rather than a decent, self-respecting spectre. Then he set off a terrifying explosion."," Když totiž všechna námaha bezhlavého šlechtice vyděsit pana Gustina byla marná a můj pán unuděným hlasem povídal a pak už si jenom jako pro sebe broukal, zoufalé strašidlo prý prohlásilo něco asi v tom smyslu, že strašit takového vola je práce pro vraha, a způsobilo strašlivý výbuch."
"write","write","napíšeme","napsat","pf"," When that is over and done with we are going to write a book about how reality is in fact romantic."," Až s tím budeme hotovi, napíšeme knihu o tom, jak romantická je skutečnost."
"read","read","přečti","přečíst","pf"," Come to that, you can read all about it in Saturnin ’ s own letter."," Ostatně přečti si Saturninův dopis."
"stay","stay","zůstat","zůstat","pf"," Your extraordinary aide-de-camp is willing to stay in my house if you have no objections, and I hope that you don ’ t have any."," Tvůj podivuhodný sluha je ochoten zůstat v mém domě, nebudeš - li mít námitek, a já doufám, že nebudeš."
"hope","hope","doufám","doufat","impf"," Your extraordinary aide-de-camp is willing to stay in my house if you have no objections, and I hope that you don ’ t have any."," Tvůj podivuhodný sluha je ochoten zůstat v mém domě, nebudeš - li mít námitek, a já doufám, že nebudeš."
"added","add","Dodal","dodat","pf"," He added that he would send Saturnin to help me back onto my feet and went off in a manner which he probably took for effortless grace."," Dodal, že mi pošle Saturnina, aby mi pomohl vstát, a odešel způsobem, o kterém se domníval, že je nedbale elegantní."
"send","send","pošle","poslat","pf"," He added that he would send Saturnin to help me back onto my feet and went off in a manner which he probably took for effortless grace."," Dodal, že mi pošle Saturnina, aby mi pomohl vstát, a odešel způsobem, o kterém se domníval, že je nedbale elegantní."
"help","help","pomohl","pomoci","pf"," He added that he would send Saturnin to help me back onto my feet and went off in a manner which he probably took for effortless grace."," Dodal, že mi pošle Saturnina, aby mi pomohl vstát, a odešel způsobem, o kterém se domníval, že je nedbale elegantní."
"went","go","odešel","odejít","pf"," He added that he would send Saturnin to help me back onto my feet and went off in a manner which he probably took for effortless grace."," Dodal, že mi pošle Saturnina, aby mi pomohl vstát, a odešel způsobem, o kterém se domníval, že je nedbale elegantní."
"stand","stand","postavil","postavit","pf"," Grandpa claimed that this was nonsense, because if one million people were to stand in a row they could simply pass the provisions along the line from the town to where we were."," Dědeček říkal, že je to nesmysl, protože kdyby se milión lidí postavil do řady, mohli by si podávat potraviny z městečka až sem."
"pass","pass","podávat","podávat","impf"," Grandpa claimed that this was nonsense, because if one million people were to stand in a row they could simply pass the provisions along the line from the town to where we were."," Dědeček říkal, že je to nesmysl, protože kdyby se milión lidí postavil do řady, mohli by si podávat potraviny z městečka až sem."
"accepted","accept","uznal","uznat","pf"," The administrator accepted this, but claimed that he must abide by hospital regulations."," To pan správce uznal, ale tvrdil, že se musí řídit předpisy."
"recommended","recommend","Doporučoval","doporučovat","impf"," He recommended that we rent a car through Mr. Perrin."," Doporučoval, abychom si zatelefonovali pro nájemné auto pana Pivody."
"thanked","thank","poděkoval","poděkovat","pf"," Saturnin thanked him and telephoned Mr. Perrin."," Saturnin mu poděkoval a telefonoval panu Pivodovi."
"telephoned","telephone","telefonoval","telefonovat","impf"," Saturnin thanked him and telephoned Mr. Perrin."," Saturnin mu poděkoval a telefonoval panu Pivodovi."
"told","tell","řečeno","říci","pf"," He was told that Mr. Perrin had taken his car to Pilsen and would be back by the evening of the following day."," Bylo mu řečeno, že pan Pivoda jel se svým autem do Plzně a vrátí se až zítra večer."
"rang","ring","zavolal","zavolat","pf"," Saturnin rang the administrator back and made the difficult nature of our situation clear to him."," Saturnin zavolal znovu pana správce a vyložil mu naši obtížnou situaci."
"consider","consider","domnívám","domnívat","impf"," I don ’ t mean that there would be anything wrong in doing so, but it is a nickname from early childhood and I don ’ t[ ]suppose that it ’ s suitable for communicating with the mature and grown-up man I consider myself to be."," Ne že by na něm bylo něco špatného, ale je to má přezdívka z dob útlého mládí a domnívám se, že není vhodná k označení dospělého a seriózního muže, za kterého se považuji."
"consider","consider","považuji","považovat","impf"," I don ’ t mean that there would be anything wrong in doing so, but it is a nickname from early childhood and I don ’ t[ ]suppose that it ’ s suitable for communicating with the mature and grown-up man I consider myself to be."," Ne že by na něm bylo něco špatného, ale je to má přezdívka z dob útlého mládí a domnívám se, že není vhodná k označení dospělého a seriózního muže, za kterého se považuji."
"denies","deny","popřel","popřít","pf"," Clearly anyone who denies the validity of a sentence so widely accepted that it has become a saying must have a certain mental fortitude."," Je samozřejmé, že k tomu, aby někdo popřel platnost věty tak obecné, jako je přísloví, je třeba určité duševní síly."
"avoiding","avoid","vyhnout","vyhnout","pf"," It isn ’ t an easy thing to do, but sometimes there ’ s no avoiding it. Even the man who clung to the saying that a dog who barks won ’ t bite was eventually persuaded of this, after he ended up without a single item of clothing in one piece and had made five visits to the clinic for vaccination against rabies."," Není to lehké, ale někdy se tomu nelze vyhnout, jak se přesvědčil muž, který už neměl ani jediné šaty celé a byl pětkrát v Pasteurově ústavu, protože trval na tom, že pes, který štěká, nekouše."
"persuaded","persuade","přesvědčil","přesvědčit","pf"," It isn ’ t an easy thing to do, but sometimes there ’ s no avoiding it. Even the man who clung to the saying that a dog who barks won ’ t bite was eventually persuaded of this, after he ended up without a single item of clothing in one piece and had made five visits to the clinic for vaccination against rabies."," Není to lehké, ale někdy se tomu nelze vyhnout, jak se přesvědčil muž, který už neměl ani jediné šaty celé a byl pětkrát v Pasteurově ústavu, protože trval na tom, že pes, který štěká, nekouše."
"suppose","suppose","domníval","domnívat","impf"," I used to suppose that this golden age was sometime around the end of the nineteenth[ ]century, and that during this particular period all was unusually right with the world."," Kdysi jsem se domníval, že ty staré zlaté časy byly někdy na konci minulého století a že tenkrát asi bylo na světě neobvykle dobře."
"discovered","discover","zjistil","zjistit","pf"," Then I discovered that Grandpa ’ s good old days were quite different from the good old days enjoyed by my father."," Potom jsem zjistil, že dědečkovy staré zlaté časy byly docela jindy než staré zlaté časy tatínkovy."
"told","tell","říkali","říkat","impf"," I also ran across some relatively young people who told me that this golden era dated from a time which I must already be able to remember myself."," Také jsem se setkal s poměrně mladými lidmi, kteří říkali, že ty zlaté časy byly v době, na kterou se já již pamatuji."
"remember","remember","pamatuji","pamatovat","impf"," I also ran across some relatively young people who told me that this golden era dated from a time which I must already be able to remember myself."," Také jsem se setkal s poměrně mladými lidmi, kteří říkali, že ty zlaté časy byly v době, na kterou se já již pamatuji."
"spoiled","spoil","zkazil","zkazit","pf"," In this mission she was actually successful, but Bertie spoiled her pleasure by putting in an appearance at the window where with a nonchalant movement he flung the baked potato back out."," Opravdu se jí to podařilo, ale Milouš jí zkazil radost tím, že se objevil u okna a blazeovaným pohybem ten pečený brambor zase vyhodil."
"flung","fling","vyhodil","vyhodit","pf"," In this mission she was actually successful, but Bertie spoiled her pleasure by putting in an appearance at the window where with a nonchalant movement he flung the baked potato back out."," Opravdu se jí to podařilo, ale Milouš jí zkazil radost tím, že se objevil u okna a blazeovaným pohybem ten pečený brambor zase vyhodil."
"proposed","propose","navrhl","navrhnout","pf"," At the edge of the woods Grandpa proposed that we divided up into at least two groups, which would enable us to find more mushrooms than if we hunted as a single pack."," Na okraji lesa navrhl dědeček, abychom se rozdělili aspoň do dvou skupin, tak že najdeme víc hub, než kdybychom chodili pohromadě."
"divided","divide","rozdělili","rozdělit","pf"," At the edge of the woods Grandpa proposed that we divided up into at least two groups, which would enable us to find more mushrooms than if we hunted as a single pack."," Na okraji lesa navrhl dědeček, abychom se rozdělili aspoň do dvou skupin, tak že najdeme víc hub, než kdybychom chodili pohromadě."
"find","find","najdeme","najít","pf"," At the edge of the woods Grandpa proposed that we divided up into at least two groups, which would enable us to find more mushrooms than if we hunted as a single pack."," Na okraji lesa navrhl dědeček, abychom se rozdělili aspoň do dvou skupin, tak že najdeme víc hub, než kdybychom chodili pohromadě."
"imagined","imagine","představoval","představovat","impf"," It lay beneath several tall pines and was a far more splendid affair than I had imagined it to be."," Stál pod několika vysokými borovicemi a byl daleko honosnější, než jsem si jej představoval."
"sighed","sigh","vzdychla","vzdychnout","pf"," Then she sighed and explained that the whole thing came as no surprise to her. She had long grown used to the family treating her like this."," Potom si vzdychla a pravila, že ji to nepřekvapuje, protože už dávno si zvykla na to, že s ní rodina takto zachází."
"asked","ask","ptal","ptát","impf"," Grandpa asked whether when saying ‘ family ’ she meant him."," Dědeček se ptal, jestli on má být ta rodina."
"done","do","udělal","udělat","pf"," Perhaps I would have done just that, had not the first signs of twilight in the valley reminded me that it would soon be night."," Snad bych to byl udělal, kdyby mi lehký soumrak v údolích nepřipomenul, že brzo bude noc."
"reminded","remind","nepřipomenul","připomenout","pf"," Perhaps I would have done just that, had not the first signs of twilight in the valley reminded me that it would soon be night."," Snad bych to byl udělal, kdyby mi lehký soumrak v údolích nepřipomenul, že brzo bude noc."
"occurred","occur","napadlo","napadnout","pf"," Then it occurred to me that I could hunt around for an axe in the outhouse of the cottage and try to cut the pine tree down."," Pak mi napadlo, abych se podíval, není - li v přístavku srubu sekera, a abych se pokusil borovici porazit."
"try","try","pokusil","pokusit","pf"," Then it occurred to me that I could hunt around for an axe in the outhouse of the cottage and try to cut the pine tree down."," Pak mi napadlo, abych se podíval, není - li v přístavku srubu sekera, a abych se pokusil borovici porazit."
"imagine","imagine","představit","představit","pf"," I can vividly imagine you flying off the handle at this last sentence of my letter."," Dovedu si živě představit, jak při téhle větě mého dopisu vylítnete."
"felt","feel","Pociťoval","pociťovat","impf"," I felt a pleasant sense of security, an assurance that the deck would not reverberate to the sound of Saturnin ’ s warning cry calling on me to hold on in the face of wake from the steamship ‘ Prague ’."," Pociťoval jsem příjemné vědomí bezpečnosti, jistotu, že se neozve z paluby poplašný Saturninův křik, abych se držel, že jede kolem parník "" Praha ""."
"hold","hold","držel","držet","impf"," I felt a pleasant sense of security, an assurance that the deck would not reverberate to the sound of Saturnin ’ s warning cry calling on me to hold on in the face of wake from the steamship ‘ Prague ’."," Pociťoval jsem příjemné vědomí bezpečnosti, jistotu, že se neozve z paluby poplašný Saturninův křik, abych se držel, že jede kolem parník "" Praha ""."
"talk","talk","vyprávěli","vyprávět","impf"," Miss Barbara and I continued to talk in muffled voices for a long time, while the stars slowly shifted position in the dark skies above."," Ještě dlouho jsme si se slečnou Barborou tlumenými hlasy vyprávěli, zatímco hvězdy na temném nebi se pomalu přemisťovaly."
"watching","watch","střežili","střežit","impf"," Everything around us lay dormant. Only the two of us stayed up, feeding a fire and watching the shadows of night from our high mountain lair."," Všechno kolem spalo, jen my dva jsme střežili oheň vysoko v horách a dívali jsme se do nočních stínů."
"watching","watch","dívali","dívat","impf"," Everything around us lay dormant. Only the two of us stayed up, feeding a fire and watching the shadows of night from our high mountain lair."," Všechno kolem spalo, jen my dva jsme střežili oheň vysoko v horách a dívali jsme se do nočních stínů."
"spend","spend","strávil","strávit","pf"," Although I would have loved to spend the whole night like this, [ ]I said to Miss Barbara that it would perhaps be a good idea if she tried to get some sleep."," Ačkoliv bych byl rád strávil takto celou noc, řekl jsem slečně Barboře, že by snad bylo dobře, kdyby se pokusila usnout."
"said","say","řekl","říci","pf"," Although I would have loved to spend the whole night like this, [ ]I said to Miss Barbara that it would perhaps be a good idea if she tried to get some sleep."," Ačkoliv bych byl rád strávil takto celou noc, řekl jsem slečně Barboře, že by snad bylo dobře, kdyby se pokusila usnout."
"tried","try","pokusila","pokusit","pf"," Although I would have loved to spend the whole night like this, [ ]I said to Miss Barbara that it would perhaps be a good idea if she tried to get some sleep."," Ačkoliv bych byl rád strávil takto celou noc, řekl jsem slečně Barboře, že by snad bylo dobře, kdyby se pokusila usnout."
"maintained","maintain","Trvalo","trvat","impf"," This went on for quite a time and the longer Saturnin maintained his silence, [ ]the stronger became the unpleasant suspicion which I ’ d entertained earlier."," Trvalo to trochu dlouho a nepříjemný pocit, který jsem měl, se stupňoval tím více, čím déle Saturnin mlčel."
"told","tell","řekla","říci","pf"," Then my aunt went up to him and told him in a curt tone of voice :"," Teta přistoupila k Saturninovi a řekla mu ostře :"
"go","go","jít","jít","impf"," “ You can go! ”"," "" Můžete jít! """
"told","tell","řekl","říci","pf"," Grandpa told her to stay out of this. Then he asked Saturnin whether he understood the question."," Dědeček řekl, aby se do toho nepletla, a tázal se Saturnina, jestli rozuměl jeho otázce."
"asked","ask","tázal","tázat","impf"," Grandpa told her to stay out of this. Then he asked Saturnin whether he understood the question."," Dědeček řekl, aby se do toho nepletla, a tázal se Saturnina, jestli rozuměl jeho otázce."
