"striding","stride","Kráčel","kráčet","impf"," He was striding through the cars with the air of a person of authority, who is awaited, expected, and now comes."," Kráčel mezi vozy jako člověk, který má moc, je dychtivě očekáván, a teď přichází."
"learnt","learn","naučila","naučit","pf"," How have you misread it and misspelt it, learnt thieving and cheating and reading of wills in old boxes and hiding of rascals in honest time-pieces that have never missed a second since King Charles 's day!"," Špatně sis ho přečtla a vyložila, naučila ses z něho krást a šidit a číst v starých truhlách poslední vůle a v poctivých stojacích hodinách, které od dob krále Karla ani vteřinu nevynechaly, schovávat lumpy!"
"thieving","thieve","krást","krást","impf"," How have you misread it and misspelt it, learnt thieving and cheating and reading of wills in old boxes and hiding of rascals in honest time-pieces that have never missed a second since King Charles 's day!"," Špatně sis ho přečtla a vyložila, naučila ses z něho krást a šidit a číst v starých truhlách poslední vůle a v poctivých stojacích hodinách, které od dob krále Karla ani vteřinu nevynechaly, schovávat lumpy!"
"reading","read","číst","číst","impf"," How have you misread it and misspelt it, learnt thieving and cheating and reading of wills in old boxes and hiding of rascals in honest time-pieces that have never missed a second since King Charles 's day!"," Špatně sis ho přečtla a vyložila, naučila ses z něho krást a šidit a číst v starých truhlách poslední vůle a v poctivých stojacích hodinách, které od dob krále Karla ani vteřinu nevynechaly, schovávat lumpy!"
"missed","miss","nevynechaly","vynechat","pf"," How have you misread it and misspelt it, learnt thieving and cheating and reading of wills in old boxes and hiding of rascals in honest time-pieces that have never missed a second since King Charles 's day!"," Špatně sis ho přečtla a vyložila, naučila ses z něho krást a šidit a číst v starých truhlách poslední vůle a v poctivých stojacích hodinách, které od dob krále Karla ani vteřinu nevynechaly, schovávat lumpy!"
"hiding","hide","schovávat","schovávat","impf"," How have you misread it and misspelt it, learnt thieving and cheating and reading of wills in old boxes and hiding of rascals in honest time-pieces that have never missed a second since King Charles 's day!"," Špatně sis ho přečtla a vyložila, naučila ses z něho krást a šidit a číst v starých truhlách poslední vůle a v poctivých stojacích hodinách, které od dob krále Karla ani vteřinu nevynechaly, schovávat lumpy!"
"fell","fall","padl","padnout","pf"," But as a shadow fell next moment on the garden Mrs. Swithin loosed and lowered her fixed look and said :"," Vtom padl na zahradu stín a paní Swithinová odtrhla a sklopila upřený zrak a řekla :"
"said","say","řekla","říci","pf"," But as a shadow fell next moment on the garden Mrs. Swithin loosed and lowered her fixed look and said :"," Vtom padl na zahradu stín a paní Swithinová odtrhla a sklopila upřený zrak a řekla :"
"rain","rain","nepršelo","pršet","impf"," It 'll rain, I 'm afraid."," Jen aby nepršelo."
"pray","pray","modlit","modlit","impf"," We can only pray, "" she added, and fingered her crucifix."," Musíme se modlit, "" dodala a hmátla po křížku."
"added","add","dodala","dodat","pf"," We can only pray, "" she added, and fingered her crucifix."," Musíme se modlit, "" dodala a hmátla po křížku."
"provide","provide","připravit","připravit","pf"," "" And provide umbrellas, "" said her brother."," "" A připravit si deštníky, "" řekl bratr."
"said","say","řekl","říci","pf"," "" And provide umbrellas, "" said her brother."," "" A připravit si deštníky, "" řekl bratr."
"said","say","Řekla","říci","pf"," When she said "" pray, "" he added "" umbrellas. """," Řekla "" modlit se "" a on na to "" deštníky ""."
"pray","pray","modlit","modlit","impf"," When she said "" pray, "" he added "" umbrellas. """," Řekla "" modlit se "" a on na to "" deštníky ""."
"proceeded","proceed","pokračovala","pokračovat","impf"," Then again, as the play or pageant proceeded, my attention was distracted."," Hra pokračovala, nestačil jsem ji už tak pozorně sledovat."
"explain","explain","vysvětlovat","vysvětlovat","impf"," I am not here to explain."," Nepřišel jsem vám vysvětlovat."
"cried","cry","křikla","křiknout","pf"," "" Where 's that damned woman, Mrs. Rogers? Who 's seen Mrs. Rogers? “ she cried, snatching up a Victorian mantle."," "" Kde je ta zatracená ženská, paní Rogersová? "" křikla a popadla viktoriánský pláštík."
"snatching","snatch","popadla","popadnout","pf"," "" Where 's that damned woman, Mrs. Rogers? Who 's seen Mrs. Rogers? “ she cried, snatching up a Victorian mantle."," "" Kde je ta zatracená ženská, paní Rogersová? "" křikla a popadla viktoriánský pláštík."
"congratulate","congratulate","blahopřeju","blahopřát","impf"," "" Oh Miss La Trobe! “ she exclaimed; and stopped. Then she began again; "" Oh Miss La Trobe, I do congratulate you! “"," "" Ach, slečno La Trobová, moc vám blahopřeju! """
"hesitated","hesitate","Zaváhala","zaváhat","pf"," She hesitated."," Zaváhala :"
"said","say","neřekl","říci","pf"," but said nothing;"," ale neřekl nic;"
"looked","look","podívali","podívat","pf"," Once more he looked and she looked down on to the yellow gravel that made a crescent round the door."," Ještě jednou se podívali on i ona dolů na půlkruh žlutého štěrku přede dveřmi."
"looked","look","podívali","podívat","pf"," Once more he looked and she looked down on to the yellow gravel that made a crescent round the door."," Ještě jednou se podívali on i ona dolů na půlkruh žlutého štěrku přede dveřmi."
"swung","swing","houpal","houpat","impf"," Pendant from her chain her cross swung as she leant out and the sun struck it."," Při vyklánění z okna se jí na řetízku houpal křížek a slunce do něj pralo."
"weight","weight","zatěžovat","zatěžovat","impf"," How could she weight herself down by that sleek symbol?"," Jak se jen může zatěžovat tím farizejským symbolem?"
"looked","look","Pohlédl","pohlédnout","pf"," As he looked at it, they were truants no more."," Pohlédl na křížek a najednou už nebyli za školou."
"danced","dance","tančili","tančit","impf"," Hands joined, heads knocking, they danced round the majestic figure of the Elizabethan age personified by Mrs. Clark, licensed to sell tobacco, on her soap box."," Drželi se za ruce, trkali se hlavou a tančili kolem majestátní postavy alžbětinské éry, kterou na bedně od mýdla představovala trafikantka, paní Clarková."
"clapped","clap","Tleskal","tleskat","impf"," He clapped till his palms stung."," Tleskal, až ho dlaně pálily."
"saw","see","Viděl","vidět","impf"," He saw her standing against the green glass, the fig tree, and the blue hydrangea, knife in hand."," Viděl ji stát s nožem v ruce proti zelenému sklu, fíkovníku a modré hortensii."
"murmured","murmur","šeptala","šeptat","impf"," "" She spake, "" Isa murmured."," "" Tak děla ... "" šeptala Isa."
"broke","break","Zlomen","zlomit","pf"," Knife, too! It broke."," Zlomen, řekla."
"smiling","smile","usmála","usmát","pf"," She was smiling ironically as he came up."," Ironicky se usmála, když k ní došel."
"came","come","došel","dojít","pf"," She was smiling ironically as he came up."," Ironicky se usmála, když k ní došel."
"leave","leave","opustit","opustit","pf"," now they could follow in her wake and leave the silver and dun shades that led to the heart of silence."," zas mohou plout za ní a opustit stříbřité a šeré stíny, vedoucí k srdci ticha."
"said","say","řekl","říci","pf"," "" I had a father, "" said Dodge beneath his breath to Isa who sat next him, "" who loved pictures. """," "" Měl jsem otce, "" řekl Dodge potichu své sousedce Ise, "" ten měl rád obrazy. """
"exclaimed","exclaim","zvolala","zvolat","pf"," "" Oh, I too! "" she exclaimed."," "" Já taky, "" zvolala Isa."
"stay","stay","bydlela","bydlet","impf"," She used to stay when she was a child, when she had the whooping cough, with an uncle, a clergyman;"," Když byla malá a měla černý kašel, bydlela u strýce;"
"wore","wear","nosil","nosit","impf"," who wore a skull cap;"," byl duchovní a nosil čepičku;"
"did","do","nedělal","dělat","impf"," and never did anything;"," vůbec nic nedělal;"
"lay","lie","spočívá","spočívat","impf"," the real hand lay on the chair arm, the veins swollen but only with a brownish fluid now."," Skutečná ruka spočívá na opěradle křesla, žíly jsou naběhlé už je jakousi nahnědlou tekutinou."
"opened","open","Otevřely","otevřít","pf"," The door opened."," Otevřely se dveře."
"apologized","apologize","omlouvala","omlouvat","impf"," "" Am I, "" Isa apologized, "" interrupting? “"," "" Nevyrušuju? "" omlouvala se Isa."
"saw","see","neviděla","vidět","impf"," But butterflies she never saw;"," motýly však vůbec neviděla;"
"seen","see","uviděla","uvidět","pf"," Had there been a cat she would have seen it-any cat, a starved cat with a patch of mange on its rump opened the flood gates of her childless heart."," Být tam kočka, tu by jistě uviděla - každá kočka, hladová či na zadku prašivá, páčila stavidla jejího bezdětného srdce."
"ordered","order","Objednala","objednat","pf"," I have ordered the fish, "" she said aloud, turning, "" though whether it 'll be fresh or not I ca n't promise."," Objednala jsem ryby, "" otočila se a řekla nahlas, "" jestli budou čerstvé, za to neručím."
"turning","turn","otočila","otočit","pf"," I have ordered the fish, "" she said aloud, turning, "" though whether it 'll be fresh or not I ca n't promise."," Objednala jsem ryby, "" otočila se a řekla nahlas, "" jestli budou čerstvé, za to neručím."
"said","say","řekla","říci","pf"," I have ordered the fish, "" she said aloud, turning, "" though whether it 'll be fresh or not I ca n't promise."," Objednala jsem ryby, "" otočila se a řekla nahlas, "" jestli budou čerstvé, za to neručím."
"guessed","guess","uhodla","uhodnout","pf"," Isabella guessed the word that Giles had not spoken."," Isabella uhodla slovo, které Giles nevyslovil."
"spoken","speak","nevyslovil","vyslovit","pf"," Isabella guessed the word that Giles had not spoken."," Isabella uhodla slovo, které Giles nevyslovil."
"judge","judge","soudíme","soudit","impf"," Why judge each other?"," Proč se navzájem soudíme?"
"waited","wait","Čekala","čekat","impf"," But somewhere, this cloud, this crust, this doubt, this dust- She waited for a rhyme, it failed her;"," Až někde, tento oblak, tento strach, tento škraloup, tento prach - Čekala na rým, nenapadl jí;"
"handed","hand","podávala","podávat","impf"," The old girl with a wisp of white hair flying, knobbed shoes as if she had claws corned like a canary 's, and black stockings wrinkled over the ankles, naturally made David cock his eye and Jessica wink back, as she handed him a length of paper roses."," Bábrle s chumáčkem poletujících bílých vlasů, v hrbolatých střevících, jako by měla na nohou rohovité kanárčí pazourky, černé punčochy na kotnících pokrčené, prošla kolem nich a David po ní samozřejmě zamžoural a Jessica zas zamžourala na něj, jak mu podávala řetěz papírových růží."
"laughed","laugh","smáli","smát","impf"," So they laughed;"," A tak se smáli;"
"wore","wear","nosí","nosit","impf"," If she wore pearls, pearls they were."," Jestli ona nosí perly, jsou to perly."
"forgotten","forget","zapomněla","zapomenout","pf"," Dear me, the young man whose name she had forgotten;"," Ach, ten mladík, zapomněla, jak se jmenuje;"
"left","leave","opustil","opustit","pf"," Dodge had left Mrs. Manresa abruptly."," Zčistajasna opustil Dodge paní Manresovou."
"found","find","našel","najít","pf"," Now he found her;"," Konečně ji našel;"
"forgotten","forget","zapomněla","zapomenout","pf"," and she had forgotten his name."," a ona zapomněla, jak se jmenuje."
"said","say","řekl","říci","pf"," "" I 'm William, "" he said."," "" Já jsem William, "" řekl."
"running","run","běží","běžet","impf"," At that she revived, like a girl in a garden in white, among roses, who came running to meet him-an unacted part."," Ožila, jako dívka v bílém mezi růžemi, která za ním běží na schůzku - nehraná role."
"begun","begin","začlo","začít","pf"," "" It 's begun. "" "" The prologue, "" they added, looking down at the programme."," "" Už to začlo, "" "" Prolog, "" dodali, jak nakoukli do programu."
"added","add","dodali","dodat","pf"," "" It 's begun. "" "" The prologue, "" they added, looking down at the programme."," "" Už to začlo, "" "" Prolog, "" dodali, jak nakoukli do programu."
"stopped","stop","zarazila","zarazit","pf"," ' ' England am I, "" she piped again; and stopped."," "" Jsem Anglie, "" vypískal znovu a zarazila se."
"forgotten","forget","Zapomněla","zapomenout","pf"," She had forgotten her lines."," Zapomněla, jak je to dál."
"Hear","hear","Slyšte","slyšet","impf"," "" Hear!"," "" Slyšte!"
"Hear","hear","Slyšte","slyšet","impf"," Hear! "" said an old man in a white waistcoat briskly. """," Slyšte! "" rozjařil se pán v bílé vestě."
"touched","touch","dotkne","dotknout","pf"," Up in the clouds, like an air ball, her mind touched ground now and then with a shock of surprise."," Jako vzdušný balón, vznášející se v oblacích, občas se duší s úžasem dotkne země."
"practising","practise","cvičí","cvičit","impf"," From the garden-the window was open - came the sound of someone practising scales."," Ze zahrady - okno bylo otevřené - bylo slyšet, jak někdo cvičí stupnice."
"watched","watch","číhala","číhat","impf"," Miss La Trobe watched from behind the tree."," Slečna La Trobová číhala za stromem."
"loosened","loosen","uvolnily","uvolnit","pf"," Muscles loosened;"," Svaly se uvolnily;"
"believe","believe","věřte","věřit","impf"," And boys you 'll believe me,"," Mládenci milí, věřte mi,"
"do","do","půjdu","jít","impf"," I do n't want no asking ..."," já půjdu bez pozvání ..."
"said","say","říkal","říkat","impf"," The voice said :"," Hlas říkal :"
"said","say","řekl","říci","pf"," "" Servants, "" he said, "" must have their ghost. """," "" Služky se bez ducha neobejdou, "" řekl."
"cried","cry","zvolala","zvolat","pf"," "" But so must I! "" cried the wild child of nature, Mrs. Manresa."," "" Vždyť já taky! "" zvolala divoženka, paní Manresová."
"slips","slip","strčí","strčit","pf"," ( She slips the ring into her pocket ) Here 's Mama! ( They start asunder )"," Pst! ( strčí prsten do kapsy ) Už je tady máti! ( Odstoupí od sebe )"
"helps","help","Pomůže","pomoci","pf"," ( He helps her to alight."," ( Pomůže jí slézt z osla."
"understand","understand","rozuměl","rozumět","impf"," Did you understand the meaning?"," Vy jste tomu rozuměl?"
"meant","mean","chtěla","chtít","impf"," Well, he said she meant we all act all parts ...."," Podle něho chtěla říct, že všichni hrajeme všechny úlohy ..."
"said","say","říct","říci","pf"," Well, he said she meant we all act all parts ...."," Podle něho chtěla říct, že všichni hrajeme všechny úlohy ..."
"act","act","hrajeme","hrát","impf"," Well, he said she meant we all act all parts ...."," Podle něho chtěla říct, že všichni hrajeme všechny úlohy ..."
"leave","leave","vynechala","vynechat","pf"," Also, why leave out the Army, as my husband was saying, if it 's history?"," A proč vynechala vojsko, říkal můj muž, když jsou to dějiny?"
"saying","say","říkal","říkat","impf"," Also, why leave out the Army, as my husband was saying, if it 's history?"," A proč vynechala vojsko, říkal můj muž, když jsou to dějiny?"
"said","say","řekl","říci","pf"," "" The doom of sudden death hanging over us, "" he said."," "" Hrozba náhlé smrti se nad námi vznáší, "" řekl."
"thinking","think","vzpomněl","vzpomenout","pf"," "" There 's no retreating and advancing "" - he was thinking of the old lady showing him the house- "" for us as for them. """," "" Cesta zpátky i vpřed, "" vzpomněl si na starou dámu, jak mu ukazovala dům, "" je uzavřena pro nás i pro ně. """
"showing","show","ukazovala","ukazovat","impf"," "" There 's no retreating and advancing "" - he was thinking of the old lady showing him the house- "" for us as for them. """," "" Cesta zpátky i vpřed, "" vzpomněl si na starou dámu, jak mu ukazovala dům, "" je uzavřena pro nás i pro ně. """
"left","leave","nechali","nechat","pf"," They had left the greenhouse door open, and now music came through it."," Dveře skleníku nechali otevřené, najednou k nim dolehla hudba."
"claims","claim","prohlásí","prohlásit","pf"," claims Flavinda as his bride; reveals the plot to rob her of her inheritance;"," prohlásí, že Flavinda je jeho nevěsta, a odhalí jejich úklady, jak připravit Flavindu o dědictví;"
"reveals","reveal","odhalí","odhalit","pf"," claims Flavinda as his bride; reveals the plot to rob her of her inheritance;"," prohlásí, že Flavinda je jeho nevěsta, a odhalí jejich úklady, jak připravit Flavindu o dědictví;"
"fly","fly","uprchnou","uprchnout","pf"," and, during the confusion that ensues, the lovers fly together, leaving Lady Harpy and Sir Spaniel alone together. """," v nastalém zmatku milenci uprchnou a zanechají lady Harpy a sira Spaniela o samotě. """
"leaving","leave","zanechají","zanechat","pf"," and, during the confusion that ensues, the lovers fly together, leaving Lady Harpy and Sir Spaniel alone together. """," v nastalém zmatku milenci uprchnou a zanechají lady Harpy a sira Spaniela o samotě. """
"said","say","řekla","říci","pf"," "" We 're asked to imagine all that, "" she said, putting down her glasses."," "" To všechno si máme přestavit, "" řekla paní Elmhurstová a odložila brýle."
"putting","put","řekla","říci","pf"," "" We 're asked to imagine all that, "" she said, putting down her glasses."," "" To všechno si máme přestavit, "" řekla paní Elmhurstová a odložila brýle."
"said","say","řekla","říci","pf"," "" That 's very wise of her, "" said Mrs. Manresa, addressing Mrs. Swithin."," "" Moudře učinila, "" řekla paní Manresová paní Swithinové."
"put","put","Dát","dát","pf"," "" If she 'd put it all in, we should have been here till midnight."," "" Dát to tam všechno, byli bychom tady do půlnoci."
"exclaimed","exclaim","zvolala","zvolat","pf"," "" That 's the place for a pageant, Mr. Oliver! "" she had exclaimed."," "" To je jako stvořené pro divadlo, pane Olivere! "" zvolala."
"waved","wave","mávla","mávnout","pf"," She waved her hand at the trees standing bare in the clear light of January."," A mávla rukou ke stromům, které v jasném lednovém světle stály holé."
"said","say","řekla","říci","pf"," "" Marriages with cousins, "" said Mrs. Swithin, "" ca n't be good for the teeth. """," "" Sňatky mezi bratranci a sestřenicemi, "" řekla paní Swithinová, "" to zubům nesvědčí. """
"married","marry","nebrali","brát","impf"," Yet, he said, the Olivers had n't married cousins."," A Oliverové si přece nebrali sestřenice."
"trace","trace","sledovat","sledovat","impf"," The Olivers could n't trace their descent for more than two or three hundred years."," Oliverové mohou sledovat svůj původ pouhých dvě stě až tři sta let."
"stopped","stop","zarazila","zarazit","pf"," Then she stopped."," A tu se zarazila."
"remained","remain","zůstala","zůstat","pf"," but the cow remained."," Kůň zmizel, ale kráva zůstala."
"saw","see","spatřili","spatřit","pf"," for an instant tears ravaged her powder ) they saw, as waters withdrawing leave visible a tramp 's old boot, a man in a clergyman 's collar surreptitiously mounting a soap-box."," na chvilku j í slzy zpustošily pudr ), spatřili, jako když se po opadnutí vody objeví tulákova bota, jak se někdo v kolárku pokradmu šplhá na bednu od mýdla."
"spoke","speak","promluvil","promluvit","pf"," "" The Rev. G. W. Streatfield, "" the reporter licked his pencil and noted "" then spoke ... """," "" Pak promluvil, "" reportér olízl tužku a zapsal si, "" pan farář G. W. Streatfield. """
"noted","note","zapsal","zapsat","pf"," "" The Rev. G. W. Streatfield, "" the reporter licked his pencil and noted "" then spoke ... """," "" Pak promluvil, "" reportér olízl tužku a zapsal si, "" pan farář G. W. Streatfield. """
"gazed","gaze","zírali","zírat","impf"," All gazed."," Všichni na něho zírali vyjeveně."
"opened","open","otevřela","otevřít","pf"," "" The morning room. "" She opened the door."," "" Ranní pokoj, "" otevřela."
"received","receive","přijímala","přijímat","impf"," "" Where my mother received her guests. """," "" Tady přijímala návštěvy má matka. """
"shut","shut","zavřela","zavřít","pf"," She shut the door."," Zase zavřela."
"sing","sing","zpívají","zpívat","impf"," "" How those birds sing! "" said Mrs. Swithin, at a venture."," "" Ti ptáci ale zpívají, "" prohodila nazdařbůh paní Swithinová."
"singing","sing","zpívali","zpívat","impf"," the birds certainly were singing."," ptáci vskutku zpívali jako diví."
"laying","lay","položí","položit","pf"," LADY H. H. ( laying her hand on his arm ) Have mercy on your gout, Sir Spaniel."," Lady H. H. ( položí mu dlaň na ruku ) Ustrňte se, sire Spaniele, nad svou dnou."
"Sit","sit","Posaďte","posadit","pf"," Sit you down, Sir Spaniel."," Posaďte se, sire Spaniele."
