"sign","sign","nepodepíšu","podepsat","pf"," As you 're obviously aware, I 'm not going to sign that statement."," Jak jste zřejmě pochopili, ten papír vám nepodepíšu."
"observing","observe","pozoruješ","pozorovat","impf"," You 're simply blocked - you 're censoring yourself you 're afraid to give in to any emotion or experience you 're controlling, observing, watching yourself every minute - you 're thinking about it, so in the end it 's duty instead of pleasure, and then, of course, it does n't work but that 's my problem - I was n't going to talk about it now."," Jsi prostě zablokovaný - cenzuruješ se - bojíš se oddat jakémukoliv citu nebo prožitku - pořád se kontroluješ, sleduješ, pozoruješ - moc na ty věci myslíš, takže se ti z toho stává nakonec místo radosti povinnost - a pak to ovšem jít nemůže - ale to je moje starost, o tom jsem teď mluvit nechtěla."
"watching","watch","pozoruješ","pozorovat","impf"," You 're simply blocked - you 're censoring yourself you 're afraid to give in to any emotion or experience you 're controlling, observing, watching yourself every minute - you 're thinking about it, so in the end it 's duty instead of pleasure, and then, of course, it does n't work but that 's my problem - I was n't going to talk about it now."," Jsi prostě zablokovaný - cenzuruješ se - bojíš se oddat jakémukoliv citu nebo prožitku - pořád se kontroluješ, sleduješ, pozoruješ - moc na ty věci myslíš, takže se ti z toho stává nakonec místo radosti povinnost - a pak to ovšem jít nemůže - ale to je moje starost, o tom jsem teď mluvit nechtěla."
"thinking","think","myslíš","myslet","impf"," You 're simply blocked - you 're censoring yourself you 're afraid to give in to any emotion or experience you 're controlling, observing, watching yourself every minute - you 're thinking about it, so in the end it 's duty instead of pleasure, and then, of course, it does n't work but that 's my problem - I was n't going to talk about it now."," Jsi prostě zablokovaný - cenzuruješ se - bojíš se oddat jakémukoliv citu nebo prožitku - pořád se kontroluješ, sleduješ, pozoruješ - moc na ty věci myslíš, takže se ti z toho stává nakonec místo radosti povinnost - a pak to ovšem jít nemůže - ale to je moje starost, o tom jsem teď mluvit nechtěla."
"does","do","jít","jít","impf"," You 're simply blocked - you 're censoring yourself you 're afraid to give in to any emotion or experience you 're controlling, observing, watching yourself every minute - you 're thinking about it, so in the end it 's duty instead of pleasure, and then, of course, it does n't work but that 's my problem - I was n't going to talk about it now."," Jsi prostě zablokovaný - cenzuruješ se - bojíš se oddat jakémukoliv citu nebo prožitku - pořád se kontroluješ, sleduješ, pozoruješ - moc na ty věci myslíš, takže se ti z toho stává nakonec místo radosti povinnost - a pak to ovšem jít nemůže - ale to je moje starost, o tom jsem teď mluvit nechtěla."
"work","work","jít","jít","impf"," You 're simply blocked - you 're censoring yourself you 're afraid to give in to any emotion or experience you 're controlling, observing, watching yourself every minute - you 're thinking about it, so in the end it 's duty instead of pleasure, and then, of course, it does n't work but that 's my problem - I was n't going to talk about it now."," Jsi prostě zablokovaný - cenzuruješ se - bojíš se oddat jakémukoliv citu nebo prožitku - pořád se kontroluješ, sleduješ, pozoruješ - moc na ty věci myslíš, takže se ti z toho stává nakonec místo radosti povinnost - a pak to ovšem jít nemůže - ale to je moje starost, o tom jsem teď mluvit nechtěla."
"going","go","jít","jít","impf"," You 're simply blocked - you 're censoring yourself you 're afraid to give in to any emotion or experience you 're controlling, observing, watching yourself every minute - you 're thinking about it, so in the end it 's duty instead of pleasure, and then, of course, it does n't work but that 's my problem - I was n't going to talk about it now."," Jsi prostě zablokovaný - cenzuruješ se - bojíš se oddat jakémukoliv citu nebo prožitku - pořád se kontroluješ, sleduješ, pozoruješ - moc na ty věci myslíš, takže se ti z toho stává nakonec místo radosti povinnost - a pak to ovšem jít nemůže - ale to je moje starost, o tom jsem teď mluvit nechtěla."
"talk","talk","mluvit","mluvit","impf"," You 're simply blocked - you 're censoring yourself you 're afraid to give in to any emotion or experience you 're controlling, observing, watching yourself every minute - you 're thinking about it, so in the end it 's duty instead of pleasure, and then, of course, it does n't work but that 's my problem - I was n't going to talk about it now."," Jsi prostě zablokovaný - cenzuruješ se - bojíš se oddat jakémukoliv citu nebo prožitku - pořád se kontroluješ, sleduješ, pozoruješ - moc na ty věci myslíš, takže se ti z toho stává nakonec místo radosti povinnost - a pak to ovšem jít nemůže - ale to je moje starost, o tom jsem teď mluvit nechtěla."
"wanted","want","chtěli","chtít","impf"," We only wanted to offer a suggestion."," Prostě jsme vám chtěli jen něco navrhnout."
"meant","mean","Mysleli","myslet","impf"," We meant well."," Mysleli jsme to dobře."
"express","express","vyjadřovat","vyjadřovat","impf"," We ca n't help not being able to express ourselves exactly."," Nemůžeme za to, že se neumíme tak přesně vyjadřovat."
"thought","think","Domnívali","domnívat","impf"," We just thought you might be interested in our opinion."," Domnívali jsme se jen, že by vás náš názor mohl zajímat."
"solve","solve","nevyřešíte","vyřešit","pf"," I know that you ca n't solve my problem for me."," Vím, že mou situaci za mne nevyřešíte."
"hand","hand","předat","předat","pf"," You 're right in the sense that the meaning of life is not something which one can summarize or verbalize one way or the other and then hand over like a piece of information - iťs not an object, it 's more like an elusive spiritual state - and the more one needs it the more elusive it becomes."," Máte pravdu v tom směru, že smysl života není něčím, co lze tak či onak tematizovat nebo verbalizovat a pak předat na způsob nějaké informace - není to prostě nic předmětného, ale spíš jen jakýsi unikavý stav ducha - o to unikavější, čím hlubší je jeho potřeba."
"see","see","Nevidíš","vidět","impf"," Ca n't you see he 's cold?"," Nevidíš, že mu je zima?"
"forgive","forgive","promiň","prominout","pf"," Yes - of course - forgive me - I 'm sorry - I did n't realize - I 'm just going."," Ano - jistě - promiň - promiňte - nevěděl jsem - už jdu."
"forgive","forgive","promiňte","prominout","pf"," Yes - of course - forgive me - I 'm sorry - I did n't realize - I 'm just going."," Ano - jistě - promiň - promiňte - nevěděl jsem - už jdu."
"did","do","jdu","jít","impf"," Yes - of course - forgive me - I 'm sorry - I did n't realize - I 'm just going."," Ano - jistě - promiň - promiňte - nevěděl jsem - už jdu."
"going","go","jdu","jít","impf"," Yes - of course - forgive me - I 'm sorry - I did n't realize - I 'm just going."," Ano - jistě - promiň - promiňte - nevěděl jsem - už jdu."
"rush","rush","pospíchat","pospíchat","impf"," You do n't have to rush - stay the night if you like."," Nemusíš pospíchat - jestli chceš, můžeš tu klidně přespat."
"like","like","chceš","chtít","impf"," You do n't have to rush - stay the night if you like."," Nemusíš pospíchat - jestli chceš, můžeš tu klidně přespat."
"thank","thank","Děkuji","děkovat","impf"," No - thank you - and so long."," Děkuji - to ne - tak ahoj."
"told","tell","Řekl","říci","pf"," I 've told you quite clearly that I 'm not going to sign anything!"," Řekl jsem přece jasně, že nic nepodepíšu!"
"sign","sign","nepodepíšu","podepsat","pf"," I 've told you quite clearly that I 'm not going to sign anything!"," Řekl jsem přece jasně, že nic nepodepíšu!"
"sign","sign","podepisovat","podepisovat","impf"," You do n't have to sign anything!"," Však taky nic podepisovat nemusíte!"
"left","leave","odešel","odejít","pf"," When Bertram left, Lucy and I had a bit of a row."," Když Olbram odešel, trochu jsme se s Lucy nepohodli."
"love","love","nemiluji","milovat","impf"," It 's complicated - basically she complains that I do n't love her enough - that I 'm evasive - that I do n't make it clear in company that we belong to each other, and so on - and when I honestly tried to explain things to her she said I was making excuses."," To je složité - v podstatě mi vyčítá, že ji dost nemiluji - jsem unikavý - nedávám ve společnosti dostatečně najevo, že k sobě patříme, a tak podobně - když jsem se jí pokusil určité věci upřímně vysvětlit, pochopila to jen jako vytáčky."
"tried","try","pokusil","pokusit","pf"," It 's complicated - basically she complains that I do n't love her enough - that I 'm evasive - that I do n't make it clear in company that we belong to each other, and so on - and when I honestly tried to explain things to her she said I was making excuses."," To je složité - v podstatě mi vyčítá, že ji dost nemiluji - jsem unikavý - nedávám ve společnosti dostatečně najevo, že k sobě patříme, a tak podobně - když jsem se jí pokusil určité věci upřímně vysvětlit, pochopila to jen jako vytáčky."
"explain","explain","vysvětlit","vysvětlit","pf"," It 's complicated - basically she complains that I do n't love her enough - that I 'm evasive - that I do n't make it clear in company that we belong to each other, and so on - and when I honestly tried to explain things to her she said I was making excuses."," To je složité - v podstatě mi vyčítá, že ji dost nemiluji - jsem unikavý - nedávám ve společnosti dostatečně najevo, že k sobě patříme, a tak podobně - když jsem se jí pokusil určité věci upřímně vysvětlit, pochopila to jen jako vytáčky."
"make","make","pochopila","pochopit","pf"," It 's complicated - basically she complains that I do n't love her enough - that I 'm evasive - that I do n't make it clear in company that we belong to each other, and so on - and when I honestly tried to explain things to her she said I was making excuses."," To je složité - v podstatě mi vyčítá, že ji dost nemiluji - jsem unikavý - nedávám ve společnosti dostatečně najevo, že k sobě patříme, a tak podobně - když jsem se jí pokusil určité věci upřímně vysvětlit, pochopila to jen jako vytáčky."
"making","make","pochopila","pochopit","pf"," It 's complicated - basically she complains that I do n't love her enough - that I 'm evasive - that I do n't make it clear in company that we belong to each other, and so on - and when I honestly tried to explain things to her she said I was making excuses."," To je složité - v podstatě mi vyčítá, že ji dost nemiluji - jsem unikavý - nedávám ve společnosti dostatečně najevo, že k sobě patříme, a tak podobně - když jsem se jí pokusil určité věci upřímně vysvětlit, pochopila to jen jako vytáčky."
"shuts","shut","zavře","zavřít","pf"," He shuts tote box, puts it back behind the books and continues to pace."," Krabici zavře, odnese k místu, kde ji vzal, uloží opět za knihy, načež pokračuje v chůzi."
"puts","put","uloží","uložit","pf"," He shuts tote box, puts it back behind the books and continues to pace."," Krabici zavře, odnese k místu, kde ji vzal, uloží opět za knihy, načež pokračuje v chůzi."
"continues","continue","pokračuje","pokračovat","impf"," He shuts tote box, puts it back behind the books and continues to pace."," Krabici zavře, odnese k místu, kde ji vzal, uloží opět za knihy, načež pokračuje v chůzi."
"comes","come","dojde","dojít","pf"," When he comes to the bathroom door for the second time he pauses, considers a moment, and then goes into the bathroom leaving the door open."," Když podruhé dojde ke dveřím do koupelny, zarazí se, okamžik přemítá, pak odejde do koupelny, dveře nechá otevřené."
"goes","go","odejde","odejít","pf"," When he comes to the bathroom door for the second time he pauses, considers a moment, and then goes into the bathroom leaving the door open."," Když podruhé dojde ke dveřím do koupelny, zarazí se, okamžik přemítá, pak odejde do koupelny, dveře nechá otevřené."
"leaving","leave","odejde","odejít","pf"," When he comes to the bathroom door for the second time he pauses, considers a moment, and then goes into the bathroom leaving the door open."," Když podruhé dojde ke dveřím do koupelny, zarazí se, okamžik přemítá, pak odejde do koupelny, dveře nechá otevřené."
"leaving","leave","nechá","nechat","pf"," When he comes to the bathroom door for the second time he pauses, considers a moment, and then goes into the bathroom leaving the door open."," Když podruhé dojde ke dveřím do koupelny, zarazí se, okamžik přemítá, pak odejde do koupelny, dveře nechá otevřené."
"think","think","myslím","myslet","impf"," And what I think is, there 's a lot that could be done - certainly more than is being done at the moment."," A myslím si, že by se dalo dost dělat - rozhodně víc, než kolik se zatím dělá."
"done","do","dělat","dělat","impf"," And what I think is, there 's a lot that could be done - certainly more than is being done at the moment."," A myslím si, že by se dalo dost dělat - rozhodně víc, než kolik se zatím dělá."
"done","do","dělat","dělat","impf"," And what I think is, there 's a lot that could be done - certainly more than is being done at the moment."," A myslím si, že by se dalo dost dělat - rozhodně víc, než kolik se zatím dělá."
"done","do","dělá","dělat","impf"," And what I think is, there 's a lot that could be done - certainly more than is being done at the moment."," A myslím si, že by se dalo dost dělat - rozhodně víc, než kolik se zatím dělá."
"done","do","dělá","dělat","impf"," And what I think is, there 's a lot that could be done - certainly more than is being done at the moment."," A myslím si, že by se dalo dost dělat - rozhodně víc, než kolik se zatím dělá."
"taking","take","dělat","dělat","impf"," Well, at least tell me what direction we ought to be taking."," Nebo aspoň v jakém směru myslíte, že by se dalo něco dělat?"
"seems","seem","zdá","zdát","impf"," In short, it seems to us that it 's time to take the initiative - something that would make them sit up."," Zkrátka se nám zdá, že čas dozrál k tomu, aby se podniklo něco, co by skutečně zabralo."
"take","take","podniklo","podniknout","pf"," In short, it seems to us that it 's time to take the initiative - something that would make them sit up."," Zkrátka se nám zdá, že čas dozrál k tomu, aby se podniklo něco, co by skutečně zabralo."
"take","take","zabralo","zabrat","pf"," In short, it seems to us that it 's time to take the initiative - something that would make them sit up."," Zkrátka se nám zdá, že čas dozrál k tomu, aby se podniklo něco, co by skutečně zabralo."
