"killing","kill","zabíjel","zabíjet","impf"," Martin Vanger had been killing women since the ' 60s, during the past fifteen years one or two victims per year."," Martin Vanger zabíjel ženy od šedesátých let, posledních patnáct let s pravidelností jedné nebo dvou obětí za rok."
"meant","mean","znamená","znamenat","impf"," That meant that she would have to walk all the way round to the other side."," To znamená, že by musela jít zpátky a obcházet celý dům."
"walk","walk","jít","jít","impf"," That meant that she would have to walk all the way round to the other side."," To znamená, že by musela jít zpátky a obcházet celý dům."
"decided","decide","rozhodla","rozhodnout","pf"," LET SLEEPING DOGS LIE, she decided."," Seru na to, rozhodla se."
"turned","turn","zapnula","zapnout","pf"," Before she put on her helmet, she turned on her mobile and called Blomkvist 's number."," Když Lisbeth došla ke své motorce, zapnula mobilní telefon a zmáčkla Mikaelovo číslo."
"tried","try","pokoušel","pokoušet","impf"," But she also saw that he had tried to call her no fewer than thirteen times between 3.30 and 9.00."," Poté zjistila, že se jí Mikael mezi půl čtvrtou a devátou hodinou pokoušel dovolat dokonce třináctkrát."
"attract","attract","přitahovat","přitahovat","impf"," The media have the ability to attract the craziest people to call in perfectly absurd tips."," Masmédia mají schopnost přitahovat ty nejbláznivější lidi, kteří jim telefonicky dávají ztřeštěné tipy."
"written","write","zapsala","zapsat","pf"," The question was why had Harriet Vanger written down the name Magda instead of Lovisa, which was apparently the name the victim went under."," Zbývala však otázka, proč si Harriet Vangerová zapsala jméno Magda a nikoli Lovisa, což bylo zjevně užívané křestní jméno oběti."
"transformed","transform","změnil","změnit","pf"," By the end of February Blomkvist fell into a daily routine that transformed his stay in Hedeby."," Koncem února si Mikael navykl na režim, který jeho pobyt na Hedeby změnil v každodenní rutinu."
"worked","work","pracoval","pracovat","impf"," He got up at 9.00 every morning, ate breakfast, and worked until noon."," Vstal v devět hodin, nasnídal se a pracoval do dvanácti."
"go","go","pokračoval","pokračovat","impf"," In the afternoon he would go on working, either at home or at Susanne 's Bridge Café, processing what he had read in the morning or writing sections of what would be Vanger 's autobiography."," Odpoledne obvykle pokračoval v práci doma nebo v kavárně U Zuzany a zabýval se buď zpracováním informací, které si dopoledne přečetl, nebo napsal kapitolu Henrikovy budoucí autobiografie."
"working","work","zabýval","zabývat","impf"," In the afternoon he would go on working, either at home or at Susanne 's Bridge Café, processing what he had read in the morning or writing sections of what would be Vanger 's autobiography."," Odpoledne obvykle pokračoval v práci doma nebo v kavárně U Zuzany a zabýval se buď zpracováním informací, které si dopoledne přečetl, nebo napsal kapitolu Henrikovy budoucí autobiografie."
"read","read","přečetl","přečíst","pf"," In the afternoon he would go on working, either at home or at Susanne 's Bridge Café, processing what he had read in the morning or writing sections of what would be Vanger 's autobiography."," Odpoledne obvykle pokračoval v práci doma nebo v kavárně U Zuzany a zabýval se buď zpracováním informací, které si dopoledne přečetl, nebo napsal kapitolu Henrikovy budoucí autobiografie."
"writing","write","napsal","napsat","pf"," In the afternoon he would go on working, either at home or at Susanne 's Bridge Café, processing what he had read in the morning or writing sections of what would be Vanger 's autobiography."," Odpoledne obvykle pokračoval v práci doma nebo v kavárně U Zuzany a zabýval se buď zpracováním informací, které si dopoledne přečetl, nebo napsal kapitolu Henrikovy budoucí autobiografie."
"call","call","Zavolám","zavolat","pf"," Let me call Alexander and ask him. """," "" Zavolám Alexanderovi a zeptám se ho. """
"ask","ask","zeptám","zeptat","pf"," Let me call Alexander and ask him. """," "" Zavolám Alexanderovi a zeptám se ho. """
"looking","look","hledat","hledat","impf"," "" What am I looking for? "" Salander said when they were on their way back to the island."," "" Co mám hledat? "" zeptala se Lisbeth Salanderová, když opustili Frodeho a přecházeli přes most zpět na ostrov."
"want","want","Chtěl","chtít","impf"," 1 want you to read through everything around the dates when the murders in the ' 50s and ' 60s were committed."," Chtěl bych, abys přečetla všechno, co najdeš v návaznosti na data, kdy byly v padesátých a šedesátých letech spáchány ty vraždy."
"read","read","přečetla","přečíst","pf"," 1 want you to read through everything around the dates when the murders in the ' 50s and ' 60s were committed."," Chtěl bych, abys přečetla všechno, co najdeš v návaznosti na data, kdy byly v padesátých a šedesátých letech spáchány ty vraždy."
"committed","commit","spáchány","spáchat","pf"," 1 want you to read through everything around the dates when the murders in the ' 50s and ' 60s were committed."," Chtěl bych, abys přečetla všechno, co najdeš v návaznosti na data, kdy byly v padesátých a šedesátých letech spáchány ty vraždy."
"thought","think","myslel","myslet","impf"," One of their henchmen had confused A.I.A. with the Swedish International Development Authority and thought it was all some damn do-gooder project like the one in Tanzania."," Jeden z těch hnidopichů si popletl SIB se SIDA a myslel si, že se jedná o nějaký zatracený podpůrný environmentální projekt v Tanzanii."
"download","download","stáhnu","stáhnout","pf"," "" It takes thirty seconds to download a programme from the Net that can crack Word 's encryption protection. """," "" Za půl minuty si stáhnu z netu program, který šifrovací ochranu Wordu zlikviduje, "" odvětila."
"need","need","muset","muset","impf"," "" We need to have a talk on the subject of what 's yours and what 's mine, "" he said and went to take a shower."," "" My dva si spolu budeme muset promluvit, "" řekl Mikael a odešel do sprchy."
"said","say","řekl","říci","pf"," "" We need to have a talk on the subject of what 's yours and what 's mine, "" he said and went to take a shower."," "" My dva si spolu budeme muset promluvit, "" řekl Mikael a odešel do sprchy."
"went","go","odešel","odejít","pf"," "" We need to have a talk on the subject of what 's yours and what 's mine, "" he said and went to take a shower."," "" My dva si spolu budeme muset promluvit, "" řekl Mikael a odešel do sprchy."
"wearing","wear","měla","mít","impf"," Big-busted Monica Sholes in a blonde page-boy wig, wearing more make-up than Lisbeth Salander dreamed of using in a whole month."," Prsatá Monica Sholesová v pážecím účesu měla na sobě více makeupu, než Lisbeth Salanderová spotřebovala za celý měsíc."
"using","use","spotřebovala","spotřebovat","pf"," Big-busted Monica Sholes in a blonde page-boy wig, wearing more make-up than Lisbeth Salander dreamed of using in a whole month."," Prsatá Monica Sholesová v pážecím účesu měla na sobě více makeupu, než Lisbeth Salanderová spotřebovala za celý měsíc."
"set","set","položila","položit","pf"," Just before 10.00 Monica Sholes set down her coffee cup, opened her mobile, and punched in the number of a modem uplink in Hawaii."," Těsně před desátou položila Monica Sholesová šálek, zapnula mobilní telefon a zmáčkla číslo pro modemové připojení na Havaj."
"do","do","uděláme","udělat","pf"," So what do we do now? """," Tak co uděláme teď? """
"do","do","uděláme","udělat","pf"," So what do we do now? """," Tak co uděláme teď? """
"mean","mean","Chceš","chtít","impf"," "" No-one except me, you mean. """," "" Chceš říct nikdo kromě mě. """
"trust","trust","Věříš","věřit","impf"," If you trust me."," Věříš mi? """
"call","call","zavolej","zavolat","pf"," And call Dragan Armansky – I want security here at night for the next week. """," A zavolej Draganovi Armanskému - v nejbližším týdnu tu chci noční ostrahu. """
"want","want","chci","chtít","impf"," And call Dragan Armansky – I want security here at night for the next week. """," A zavolej Draganovi Armanskému - v nejbližším týdnu tu chci noční ostrahu. """
"mean","mean","myslíš","myslet","impf"," "" What do you mean? """," "" Co tím myslíš? """
"like","like","chceš","chtít","impf"," "" What would you like? """," "" Co za něj chceš? """
"met","meet","Setkali","setkat","pf"," They met at Kaffebar on Hornsgatan."," Setkali se v Kaffebaru na Rohové ulici."
"sat","sit","sedl","sednout","pf"," Salander looked so serious when Blomkvist sat down on the bench next to her that he felt a pang of concern."," Salanderová vypadala tak vážně, že si Mikael sedl na stoličku vedle ní a pocítil osten neklidu."
"felt","feel","pocítil","pocítit","pf"," Salander looked so serious when Blomkvist sat down on the bench next to her that he felt a pang of concern."," Salanderová vypadala tak vážně, že si Mikael sedl na stoličku vedle ní a pocítil osten neklidu."
"put","put","Položil","položit","pf"," He put his hand over her right breast and left it there."," Položil jí dlaň na pravé ňadro a ponechal ji tam."
"seem","seem","zdálo","zdát","impf"," When she did not seem to object, he squeezed her breast."," Když se zdálo, že se Lisbeth nebrání, objal jí prs."
"squeezed","squeeze","objal","obejmout","pf"," When she did not seem to object, he squeezed her breast."," Když se zdálo, že se Lisbeth nebrání, objal jí prs."
"feel","feel","cítila","cítit","impf"," She could feel his breath on her neck as she studied the letter opener on his desk;"," V zátylku cítila Bjurmanův dech a studovala nůž na dopisy na jeho psacím stole;"
"studied","study","studovala","studovat","impf"," She could feel his breath on her neck as she studied the letter opener on his desk;"," V zátylku cítila Bjurmanův dech a studovala nůž na dopisy na jeho psacím stole;"
"reach","reach","dosáhla","dosáhnout","pf"," she could reach it with her free hand."," volnou rukou by na něj snadno dosáhla."
"did","do","neudělala","udělat","pf"," But she did nothing."," Ale Lisbeth neudělala nic."
"mentioned","mention","zmínil","zmínit","pf"," Vanger had mentioned this at one point, but Blomkvist had to consult his notes to find the passage."," Henrik se jednou o něčem zmínil, ale Mikael si dotyčnou pasáž musel opětovně vyhledat ve svých poznámkách."
"find","find","vyhledat","vyhledat","pf"," Vanger had mentioned this at one point, but Blomkvist had to consult his notes to find the passage."," Henrik se jednou o něčem zmínil, ale Mikael si dotyčnou pasáž musel opětovně vyhledat ve svých poznámkách."
"met","meet","Setkaly","setkat","pf"," I 've met her twice."," Setkaly jsme se dvakrát."
"kept","keep","drží","držet","impf"," "" She kept her word. """," "" Harriet drží slovo. """
"ducking","duck","vyhýbal","vyhýbat","impf"," "" Ricky, I know you 're frustrated that I 've been ducking you and coming up with excuses not to tell you what happened."," "" Ricky, vím, že se cítíš frustrovaná, protože jsem se ti vyhýbal a neustále hledal výmluvy, abych ti nemusel nic říkat."
"tell","tell","říkat","říkat","impf"," "" Ricky, I know you 're frustrated that I 've been ducking you and coming up with excuses not to tell you what happened."," "" Ricky, vím, že se cítíš frustrovaná, protože jsem se ti vyhýbal a neustále hledal výmluvy, abych ti nemusel nic říkat."
"spent","spend","věnovala","věnovat","impf"," She spent an hour reading parts of the manuscript that Blomkvist put in her hands."," Jednu hodinu věnovala čtení částí Mikaelova rukopisu, který jí hned dal do ruky."
"put","put","dal","dát","pf"," She spent an hour reading parts of the manuscript that Blomkvist put in her hands."," Jednu hodinu věnovala čtení částí Mikaelova rukopisu, který jí hned dal do ruky."
"take","take","trvalo","trvat","impf"," She had a thousand questions but realised that it would take weeks before she got them answered."," Měla tisíce otázek, ale uvědomila si, že by trvalo týden, než by na všechny dostala odpověď."
"take","take","dostala","dostat","pf"," She had a thousand questions but realised that it would take weeks before she got them answered."," Měla tisíce otázek, ale uvědomila si, že by trvalo týden, než by na všechny dostala odpověď."
"got","get","dostala","dostat","pf"," She had a thousand questions but realised that it would take weeks before she got them answered."," Měla tisíce otázek, ale uvědomila si, že by trvalo týden, než by na všechny dostala odpověď."
"looked","look","pohlédla","pohlédnout","pf"," Berger looked at Blomkvist."," Erika pohlédla na Mikaela."
"hugged","hug","objímali","objímat","impf"," They stared at each other warily for several seconds and then hugged each other for much longer."," Zvědavě se několik vteřin pozorovali a pak se podstatně delší dobu objímali."
"cooked","cook","připravoval","připravovat","impf"," Blomkvist cooked dinner while Berger poked around in his house, making remarks about the issues of REKORDMAGASINET from the ' 50s that were still there, and getting engrossed in his files in the office."," Mikael připravoval večeři a Erika mezitím propátrala dům, okomentovala western z padesátých let a ponořila se do jeho desek v pracovně."
"want","want","chcete","chtít","impf"," Are you sure you want another one? """," Opravdu chcete další tetování? """
"left","leave","opustil","opustit","pf"," Blomkvist left the café when Susanne closed at 2.00 on Saturday afternoon."," Mikael Blomkvist opustil kavárnu U Zuzany v pátek ve dvě hodiny odpoledne, kdy podnik zavíral."
"closed","close","zavíral","zavírat","impf"," Blomkvist left the café when Susanne closed at 2.00 on Saturday afternoon."," Mikael Blomkvist opustil kavárnu U Zuzany v pátek ve dvě hodiny odpoledne, kdy podnik zavíral."
"lived","live","bydlel","bydlet","impf"," On the other side of Henrik 's house stood a private dwelling where another retired employee lived with his wife, but it was empty in the winter when the couple repaired to Spain."," Na druhé straně Henrikova statku byl pronajatý dům, v němž bydlel další penzionovaný zaměstnanec koncernu se svou ženou, ale pár trávil zimu ve Španělsku a vilka byla prázdná."
"returned","return","vrátili","vrátit","pf"," They returned to the crossroads, and with that the tour was over."," Muži se znovu vrátili ke křižovatce a obchůzka tím skončila."
"took","take","převzal","převzít","pf"," Blomkvist took the initiative."," Mikael převzal iniciativu."
"do","do","udělám","udělat","pf"," "" Henrik, I 'll do what I 've been hired to do."," "" Henriku, můžu vám jen zopakovat, že tahle práce nepřinese žádný výsledek, ale udělám to, kvůli čemu jste mě zaměstnal."
"do","do","udělám","udělat","pf"," "" Henrik, I 'll do what I 've been hired to do."," "" Henriku, můžu vám jen zopakovat, že tahle práce nepřinese žádný výsledek, ale udělám to, kvůli čemu jste mě zaměstnal."
"hired","hire","zaměstnal","zaměstnat","pf"," "" Henrik, I 'll do what I 've been hired to do."," "" Henriku, můžu vám jen zopakovat, že tahle práce nepřinese žádný výsledek, ale udělám to, kvůli čemu jste mě zaměstnal."
"write","write","Napíšu","napsat","pf"," I 'll write your autobiography, and I 'll humour you by reading all the material about Harriet as carefully and critically as I can."," Napíšu vaši autobiografii a vyhovím vašemu přání tím, že projdu veškerý materiál týkající se Harriet Vangerové tak pečlivě a kriticky, jak jen umím."
"rung","ring","nezvonil","zvonit","impf"," NO-ONE had EVER rung her doorbell at this hour."," Nikdy v životě u ní v tuto dobu nikdo nezvonil."
"open","open","otevřela","otevřít","pf"," She wrapped a sheet around her and walked unsteadily to the hall to open the door."," Rozespalá Lisbeth si kolem těla obtočila prostěradlo, nejistě vyklopýtala do haly a otevřela."
"see","see","Chápu","chápat","impf"," "" It was a late night, I see."," "" Chápu, že když jsem se vám včera pokoušel volat, bylo příliš pozdě."
"sat","sit","seděl","sedět","impf"," Berger and Malm were taking care of the annual Christmas arrangements while Blomkvist sat in Erika 's chair, drinking GLÖGG and looking on."," Erika Bergerová a Christer Malm se věnovali každoročním předvánočním přípravám, zatímco Mikael seděl v Eričině křesle, popíjel glögg a díval se na ně."
"looking","look","díval","dívat","impf"," Berger and Malm were taking care of the annual Christmas arrangements while Blomkvist sat in Erika 's chair, drinking GLÖGG and looking on."," Erika Bergerová a Christer Malm se věnovali každoročním předvánočním přípravám, zatímco Mikael seděl v Eričině křesle, popíjel glögg a díval se na ně."
"receive","receive","dostanou","dostat","pf"," All the staff and many of the regular freelancers would receive a Christmas gift – this year a shoulder bag with the new MILLENNIUM publishing house logo."," Všichni kolegové z redakce i stálí externisté dostanou dárek - letos to bude taška přes rameno s logem Milénia."
"wrapping","wrap","zabalili","zabalit","pf"," After wrapping the presents, they sat down to write and stamp about two hundred cards to send to printing companies, photographers, and media colleagues."," Poté, co zabalili dárky, museli ještě nadepsat a ofrankovat asi dvě stovky obálek s vánočním přáním, které chtěli poslat do tiskárny, fotografům a dalším mediálním kolegům."
"send","send","poslat","poslat","pf"," After wrapping the presents, they sat down to write and stamp about two hundred cards to send to printing companies, photographers, and media colleagues."," Poté, co zabalili dárky, museli ještě nadepsat a ofrankovat asi dvě stovky obálek s vánočním přáním, které chtěli poslat do tiskárny, fotografům a dalším mediálním kolegům."
"tried","try","pokoušel","pokoušet","impf"," Blomkvist tried for the longest time to withstand the temptation but finally he could n't resist."," Mikael se pokoušel co nejdéle odolat pokušení, ale nakonec se neudržel."
"withstand","withstand","odolat","odolat","pf"," Blomkvist tried for the longest time to withstand the temptation but finally he could n't resist."," Mikael se pokoušel co nejdéle odolat pokušení, ale nakonec se neudržel."
"resist","resist","odolat","odolat","pf"," Blomkvist tried for the longest time to withstand the temptation but finally he could n't resist."," Mikael se pokoušel co nejdéle odolat pokušení, ale nakonec se neudržel."
"received","receive","dostala","dostat","pf"," A.I.A. received a few enthusiastic reports during 1993, then silence."," SIB dostala v roce 1993 několik nadšených zpráv, pak bylo ticho po pěšině."
"put","put","položil","položit","pf"," Lindberg put his empty glass down with an emphatic smack."," Robert Lindberg s bouchnutím položil skleničku, aby tak názorně předvedl kolaps podniku."
"introduced","introduce","nastolena","nastolit","pf"," Democracy was going to be introduced, the threat of nuclear war was over, and the Bolsheviks would turn into regular little capitalists overnight."," Bude nastolena demokracie, nebezpečí jaderné války je pryč a z bolševiků se přes noc stanou opravdoví kapitalisté."
"disappeared","disappear","Zmizela","zmizet","pf"," She disappeared, and we can only guess what her fate was."," Zmizela a my se můžeme jen dohadovat, jak skončila."
"overshadowed","overshadow","zastínilo","zastínit","pf"," Of course I know that the accident on the bridge overshadowed everything else for everyone, but not for me."," Samozřejmě chápu, že to neštěstí na mostě všechno zastínilo, ale ne pro mě."
"staying","stay","bydlela","bydlet","impf"," Then I ran into Anita, who was staying in a guest cottage in the compound with Gerda and Alexander."," Pak jsem narazila na Anitu, která bydlela v malém domku pro hosty u Gerdy a Alexandera."
"stayed","stay","zůstala","zůstat","pf"," I stayed with her the whole time and did n't dare go outside."," Celou dobu jsem zůstala u ní a neodvažovala jsem se ani vystrčit nos."
"said","say","odpověděl","odpovědět","pf"," The plan was to visit the archive and then go to Stockholm, "" Blomkvist said."," Měla zajet do archívu a pak do Stockholmu "" odpověděl Mikael tak klidně, jak dovedl."
"stayed","stay","zůstala","zůstat","pf"," "" I did n't know she stayed there so long. """," "" Nevěděl jsem, že tam zůstala tak dlouho. """
"tell","tell","oznámila","oznámit","pf"," The archive manager rang to tell me that Dirch had let the girl stay there as late as she liked."," Šéfka archívu mi oznámila, že dostala od Dircha Frodeho příkaz, aby tam nechala Salanderovou tak dlouho, jak bude chtít."
"let","let","nechala","nechat","pf"," The archive manager rang to tell me that Dirch had let the girl stay there as late as she liked."," Šéfka archívu mi oznámila, že dostala od Dircha Frodeho příkaz, aby tam nechala Salanderovou tak dlouho, jak bude chtít."
"liked","like","chtít","chtít","impf"," The archive manager rang to tell me that Dirch had let the girl stay there as late as she liked."," Šéfka archívu mi oznámila, že dostala od Dircha Frodeho příkaz, aby tam nechala Salanderovou tak dlouho, jak bude chtít."
"means","mean","znamená","znamenat","impf"," Which means she 'll certainly be home."," To znamená, že přijde domů někdy v noci."
"call","call","zavolá","zavolat","pf"," The night watchman is going to call me when she leaves. """," Hlídač mi zavolá, až odtamtud odejde. """
"going","go","odejde","odejít","pf"," The night watchman is going to call me when she leaves. """," Hlídač mi zavolá, až odtamtud odejde. """
"leaves","leave","odejde","odejít","pf"," The night watchman is going to call me when she leaves. """," Hlídač mi zavolá, až odtamtud odejde. """
"dies","die","zemře","zemřít","pf"," "" What realistically will happen to your interest in MILLENNIUM if Henrik dies? """," "" Co se stane s Miléniem, pokud Henrik zemře? """
"create","create","dělat","dělat","impf"," "" Is there any risk, hypothetically speaking, that Martin might create problems for MILLENNIUM if I do n't put a stop to the investigation of Harriet 's disappearance? """," "" Existuje nějaké riziko, čistě hypotetické, že by Martin mohl dělat časopisu potíže, pokud bych nepřestal pátrat ve věci Harrietina zmizení? """
"do","do","dělat","dělat","impf"," "" Is there any risk, hypothetically speaking, that Martin might create problems for MILLENNIUM if I do n't put a stop to the investigation of Harriet 's disappearance? """," "" Existuje nějaké riziko, čistě hypotetické, že by Martin mohl dělat časopisu potíže, pokud bych nepřestal pátrat ve věci Harrietina zmizení? """
"serving","serve","obsluhuju","obsluhovat","impf"," "" I 've been serving Vangers for thirty-five years, and I know most of the gossip about that family, "" she said and sashayed off to the kitchen."," "" Vangerovy obsluhuju už třicet pět let a znám většinu fám o jejich rodině, "" pronesla a odkolébala se zpět do kuchyně."
"said","say","pronesla","pronést","pf"," "" I 've been serving Vangers for thirty-five years, and I know most of the gossip about that family, "" she said and sashayed off to the kitchen."," "" Vangerovy obsluhuju už třicet pět let a znám většinu fám o jejich rodině, "" pronesla a odkolébala se zpět do kuchyně."
"bothered","bother","neobtěžoval","obtěžovat","impf"," With children, grandchildren, and great-grandchildren – whom he had not bothered to include – the brothers Fredrik and Johan Vanger had approximately fifty living offspring today."," S dětmi, vnoučaty a pravnoučaty - které se ani neobtěžoval do tabulky zakreslit - měli bratři Fredrik a Johan Vangerovi kolem padesáti pozdních příbuzných."
"sat","sit","sedět","sedět","impf"," After putting down the telephone the eighty-two-year-old birthday boy sat for a long time looking at the pretty but meaningless flower whose name he did not yet know."," Když se muži rozloučili, zůstal dvaaosmdesátiletý oslavenec dlouhou chvíli sedět na pohovce a rozjímal nad krásnou, ale nesmyslnou australskou květinou, jejíž název už nyní znal."
"think","think","Myslím","myslet","impf"," "" I think I 'm still in shock, "" he said."," "" Myslím, že jsem ještě pořád v šoku, "" řekl."
"said","say","řekl","říci","pf"," "" I think I 'm still in shock, "" he said."," "" Myslím, že jsem ještě pořád v šoku, "" řekl."
"going","go","zemřu","zemřít","pf"," For several hours I was convinced that I was going to die."," Několik hodin jsem byl přesvědčený o tom, že zemřu."
"die","die","zemřu","zemřít","pf"," For several hours I was convinced that I was going to die."," Několik hodin jsem byl přesvědčený o tom, že zemřu."
"felt","feel","Cítil","cítit","impf"," I felt the fear of death and there was n't a thing I could do. """," Cítil jsem smrtelnou úzkost a nemohl jsem vůbec nic dělat. """
"do","do","dělat","dělat","impf"," I felt the fear of death and there was n't a thing I could do. """," Cítil jsem smrtelnou úzkost a nemohl jsem vůbec nic dělat. """
"stretched","stretch","natáhl","natáhnout","pf"," He stretched out his hand and placed it on her knee."," Mikael natáhl ruku a položil ji Lisbeth na koleno."
"placed","place","položil","položit","pf"," He stretched out his hand and placed it on her knee."," Mikael natáhl ruku a položil ji Lisbeth na koleno."
"Thank","thank","Děkuju","děkovat","impf"," "" Thank you, "" he said."," "" Děkuju, "" řekl."
"said","say","řekl","říci","pf"," "" Thank you, "" he said."," "" Děkuju, "" řekl."
"forget","forget","nezapomněl","zapomenout","pf"," He would never forget his first case, in which he had had to take into custody a violent and appallingly drunk worker at an electrical sub-station before he caused others harm."," Nikdy nezapomněl na svůj první zásah, který spočíval ve včasném zatčení agresivního a silně podroušeného železničního strojníka, čímž předešel tomu, aby opilec začal ohrožovat sebe nebo své okolí."
"lives","live","bydlí","bydlet","impf"," Herr Vanger lives in Hedeby – at the southern edge of the town. """," Henrik bydlí v Hedeby - je to hned u jižního vjezdu do města. """
"live","live","bydlíte","bydlet","impf"," "" Do you live here too? """," "" Vy tu taky bydlíte? "" zeptal se Mikael."
"started","start","začal","začít","pf"," I was born in Skåne down south, but I started working for Vanger right after I graduated in 1962."," Narodil jsem se ve Skåne, ale hned po státnicích v roce 1962 jsem začal pracovat pro Vangera."
"working","work","pracovat","pracovat","impf"," I was born in Skåne down south, but I started working for Vanger right after I graduated in 1962."," Narodil jsem se ve Skåne, ale hned po státnicích v roce 1962 jsem začal pracovat pro Vangera."
"need","need","nepotřebuje","potřebovat","impf"," He 's retired too, of course, and does n't need my services very often. """," I on je samozřejmě v důchodu a už mé služby tak často nepotřebuje. """
"happened","happen","událo","udát","pf"," "" I think that she realises that I will never discuss what happened in the ' 60s with anyone except for Erika Berger, and I do n't see why Erika needs to know. """," "" Vyřiďte jí, že o tom, co se událo v šedesátých letech, nikdy nebudu mluvit s nikým jiným než s Erikou Bergerovou. """
"does","do","udělá","udělat","pf"," "" But also tell her that everything she does from now on could end up in the magazine."," "" Ale také jí vyřiďte, že jestli od této chvíle udělá nějakou botu, klidně to rozmázneme v novinách."
"warn","warn","varovat","varovat","impf"," "" I 'll warn her. """," "" Budu ji varovat. """
"left","leave","opustil","opustit","pf"," Blomkvist left Vanger when he started to doze off."," Mikael opustil starého pána ve chvíli, kdy už téměř dřímal."
"saw","see","uviděla","uvidět","pf"," Then she saw his childlike, boyish smile, which she took for a redeeming feature."," Pak ale uviděla Mikaelův chlapecký úsměv, což považovala za polehčující okolnost."
"saw","see","považovala","považovat","impf"," Then she saw his childlike, boyish smile, which she took for a redeeming feature."," Pak ale uviděla Mikaelův chlapecký úsměv, což považovala za polehčující okolnost."
"said","say","řekl","říci","pf"," "" I had a motorbike when I was nineteen, "" he said, turning to her."," "" Taky jsem měl motorku, když mi bylo devatenáct, "" řekl Mikael a otočil se k ní."
"turning","turn","otočil","otočit","pf"," "" I had a motorbike when I was nineteen, "" he said, turning to her."," "" Taky jsem měl motorku, když mi bylo devatenáct, "" řekl Mikael a otočil se k ní."
"coming","come","přijela","přijet","pf"," "" Thanks for coming up."," "" Díky, že jste přijela."
"Come","come","Pojďte","jít","impf"," Come in and let 's get you settled. """," Pojďte dál, ať vás můžu ubytovat. """
"borrowed","borrow","vypůjčil","vypůjčit","pf"," He had borrowed a camp bed from the Nilssons."," Mikael si vypůjčil skládací lehátko od Nilssonových odnaproti a ustlal jí v pracovně."
"hired","hire","zaměstnal","zaměstnat","pf"," The lawyer Frode from Hedestad had hired her to do an investigation of Mikael Blomkvist, the journalist who was given a prison sentence for libelling financier Hans-Erik Wennerström."," Dirch Frode z Hedestadu ji zaměstnal soukromým prověřením Mikaela Blomkvista, odsouzeného k pobytu za mřížemi za pomluvu finančníka Hanse - Erika Wennerströma."
"crush","crush","zničit","zničit","pf"," A few months later Henrik Vanger, also from Hedestad, joins Blomkvist 's magazine 's board of directors and claims that there is a conspiracy to crush the magazine."," O několik měsíců později se ve vedení Milénia vynoří Henrik Vanger z Hedestadu a tvrdí, že existuje jakási konspirace, která má noviny zničit."
"goes","go","jde","jít","impf"," All this on the same day that Blomkvist goes to prison."," A přesně toho stejného dne si jde Mikael Blomkvist sednout do vězení."
"sent","send","Poslal","poslat","pf"," I sent one of the cousins to get Harriet from her room, but she came back to say that she could n't find her."," Poslal jsem jednu z jejích sestřenic, aby pro ni zašla do pokoje, ale dívka se vrátila s tím, že ji nemůže najít."
