"go","go","chodit","chodit","impf"," Let 's go to the movies instead."," Budem radši chodit do biografu."
"eat","eat","jedla","jíst","impf"," Thats where I used to work for Meister Radac when Meister Akrman in Obersharau got killed by a bomb he was a very fine boss there was always enough to eat and he only had one arm so he didnt have to go in the army."," V Jena čo teraz je Karlmax Stad som kedysi bol zamestnaný u pána majstra Radace keď pána majstra Akrmana v Oberšaran zabila bomba to byl moc hodný majstr jedla u něho bolo dosť a mal iba jedinů ruku preto nemusel narukovať."
"Ask","ask","Zeptejte","zeptat","pf"," "" Ask Dr. Labsky about it."," "" Zeptejte se doktora Labskýho."
"asked","ask","zeptal","zeptat","pf"," "" Why did n't he claim it after the war? "" asked Uher."," "" Proč se k tomu po válce nehlásil? "" zeptal se Uher."
"combined","combine","spojil","spojit","pf"," The whole thing was done in what they call heroic couplets, all rhyming, which is a purely British form, and Johnny combined them with this Burian-type voiceband technique."," Celý v tak zvanejch heroickejch kupletech, zrýmovaný, což je forma ryze britská, a Honzík ji spojil s buriánovským vojcebandem."
"began","begin","začli","začít","pf"," Only half the troupe recited - the poem, and the rest of them hummed various melodies like It 's a Lonk Vay to Tiperari or Lock Lomand and then, when the Brits began landing in France, the Beer Barrel Polka and at the end, when they landed successfully, Gott Safe de Kink."," Recitovala totiž pouze půlka sboru, druhá brumendem zpívala různý melodie jako Ic a long vej tu Typeréry anebo Lok Lómond, a pak, dyž se Briti začli vyloďovat, Pivní polku, a nakonec, po úspěšnym vylodění, Gott sejf dz king."
"jumped","jump","skočil","skočit","pf"," I jumped in front of the door of the empty cubicle and fished around in my pocket and pulled out a quarter."," Trochu jsem zpanikařil a skočil jsem před dveře prázdné kabiny."
"asked","ask","otázal","otázat","pf"," "" Have you got any change? "" I asked, because there was nothing else to do."," "" Would you have change? "" otázal jsem se tedy, protože se nic jiného nedalo dělat."
"do","do","dělat","dělat","impf"," "" Have you got any change? "" I asked, because there was nothing else to do."," "" Would you have change? "" otázal jsem se tedy, protože se nic jiného nedalo dělat."
"thought","think","Myslela","myslet","impf"," She 's always thought I only knew the story from Rosta."," Myslela si, že to znám jen z Rosťova vyprávění."
"said","say","řekl","říci","pf"," Goodbye, golden head! "" I said and walked towards the town."," Ahoj, zlatohlávku! "" řekl jsem a vykročil jsem k městu."
"saw","see","neviděl","vidět","impf"," And that was the last time I ever saw Marie and my spiritual daughter."," Potom jsem už Marii ani svou spirituální dceru nikdy v životě neviděl."
"lose","lose","neztratit","ztratit","pf"," "" It 's human not to lose your perspective. """," "" Lidský je neztratit perspektivu. """
"stay","stay","zůstat","zůstat","pf"," "" Dan, can I stay the night here? """," "" Dane, můžu tu zůstat přes noc? """
"went","go","vodjel","odjet","pf"," "" Franta went to see his aunt in Rounov and he 's going to stay there until at least the day after tomorrow."," "" Franta vodjel za tetou do Rounova a zvostane tam nejmíň do pozejtřka."
"going","go","vodjel","odjet","pf"," "" Franta went to see his aunt in Rounov and he 's going to stay there until at least the day after tomorrow."," "" Franta vodjel za tetou do Rounova a zvostane tam nejmíň do pozejtřka."
"hanged","hang","pověsili","pověsit","pf"," The same week they hanged Father Tiso."," Ten tejden pověsili Tisa."
"shoot","shoot","nezastřelili","zastřelit","pf"," Well, they did n't shoot him."," No nezastřelili ho."
"coming","come","přijely","přijet","pf"," But then the Lidice women started coming back from the concentration camps, and the government and foreign philanthropists built a New Lidice."," Pak ale přijely z koncentráku lidický ženy a vláda a zahraniční dárci vybudovali Nový Lidice."
"built","build","vybudovali","vybudovat","pf"," But then the Lidice women started coming back from the concentration camps, and the government and foreign philanthropists built a New Lidice."," Pak ale přijely z koncentráku lidický ženy a vláda a zahraniční dárci vybudovali Nový Lidice."
"cried","cry","plakala","plakat","impf"," She cried all the way there."," Ta celou cestu plakala, protože se musela vrátit."
"wept","weep","plakala","plakat","impf"," Originally she and her husband had intended to flee the country together but the day before the trip he had fallen seriously ill and she wept because she now had to return to Czechoslovakia and she knew she would never see her brother again."," Původně měli na lyže jet s manželem, ale manžel se den před zájezdem těžce roznemohl, a ona plakala, že bratra uvidí naposled."
"see","see","uvidí","uvidět","pf"," Originally she and her husband had intended to flee the country together but the day before the trip he had fallen seriously ill and she wept because she now had to return to Czechoslovakia and she knew she would never see her brother again."," Původně měli na lyže jet s manželem, ale manžel se den před zájezdem těžce roznemohl, a ona plakala, že bratra uvidí naposled."
"learned","learn","naučila","naučit","pf"," My daughter Janka has learned to speak German so fantastically well that she can talk just like Ilse Seligerova, if you still remember her."," Moje dcera Janka se ti naučila tak báječně německy, že mluví jako Ilse Seligerová, esli se na ní eště pomatuješ."
"speak","speak","mluví","mluvit","impf"," My daughter Janka has learned to speak German so fantastically well that she can talk just like Ilse Seligerova, if you still remember her."," Moje dcera Janka se ti naučila tak báječně německy, že mluví jako Ilse Seligerová, esli se na ní eště pomatuješ."
"talk","talk","mluví","mluvit","impf"," My daughter Janka has learned to speak German so fantastically well that she can talk just like Ilse Seligerova, if you still remember her."," Moje dcera Janka se ti naučila tak báječně německy, že mluví jako Ilse Seligerová, esli se na ní eště pomatuješ."
"remember","remember","pomatuješ","pamatovat","impf"," My daughter Janka has learned to speak German so fantastically well that she can talk just like Ilse Seligerova, if you still remember her."," Moje dcera Janka se ti naučila tak báječně německy, že mluví jako Ilse Seligerová, esli se na ní eště pomatuješ."
"wear","wear","nenosí","nosit","impf"," Of course my daughter Janka does n't wear a dirndl."," Moje dcera Janka oušem dirndl nenosí, taky už ji Vrchtsolapp ( dáuno ) nemiluje, ten má teď jiný starostě, což je ale Jance egál."
"wear","wear","má","mít","impf"," Of course my daughter Janka does n't wear a dirndl."," Moje dcera Janka oušem dirndl nenosí, taky už ji Vrchtsolapp ( dáuno ) nemiluje, ten má teď jiný starostě, což je ale Jance egál."
"sat","sit","usadil","usadit","pf"," I shook my head and sat down in one of the huge armchairs belonging to the nonexistent clan of the seigneurs d'Essleur."," Zavrtěl jsem hlavou a usadil jsem se do jednoho z těch dvou mohutných křesel neexistujícího rodu pánů z D ' Essler."
"think","think","myslim","myslit","impf"," At least, I think she will. """," Aspoň myslim - """
"think","think","myslíš","myslet","impf"," "" Just who do you think I 'm supposed to be? """," "" Kdo jako myslíš, že mám bejt? """
"supposed","suppose","myslíš","myslet","impf"," "" Just who do you think I 'm supposed to be? """," "" Kdo jako myslíš, že mám bejt? """
"think","think","mám","mít","impf"," "" Just who do you think I 'm supposed to be? """," "" Kdo jako myslíš, že mám bejt? """
"says","say","říká","říkat","impf"," "" I was somewhat taken aback, "" says Dr. Toth, the freshest of the exiles, having arrived only last year."," "" Byl jsem poněkud překvapen, "" říká Dr. Tóth, nejčerstvější, teprve loňský exulant."
"shot","shoot","vypálili","vypálit","pf"," But Apolena and his accomplice had both been through a tough training course at the hands of an American marine by the name of Crack McCracken; they shot from the hip; one of the border guards was killed on the spot and the other got away."," Ovšem, Apoléna i komplic prošli tvrdým výcvikem mariňáka jménem Crack McCracken, vypálili od boku, jeden vojínek natáhl brka a druhý utek."
"believe","believe","nevěří","věřit","impf"," There are some things they do n't believe, but taken as a whole, it seems plausible - so they take things as a whole."," Něčemu nevěří, zdá se jim, že v celku ale - berou tedy vše celkově."
"seems","seem","zdá","zdát","impf"," There are some things they do n't believe, but taken as a whole, it seems plausible - so they take things as a whole."," Něčemu nevěří, zdá se jim, že v celku ale - berou tedy vše celkově."
"do","do","berou","brát","impf"," There are some things they do n't believe, but taken as a whole, it seems plausible - so they take things as a whole."," Něčemu nevěří, zdá se jim, že v celku ale - berou tedy vše celkově."
"taken","take","berou","brát","impf"," There are some things they do n't believe, but taken as a whole, it seems plausible - so they take things as a whole."," Něčemu nevěří, zdá se jim, že v celku ale - berou tedy vše celkově."
"take","take","berou","brát","impf"," There are some things they do n't believe, but taken as a whole, it seems plausible - so they take things as a whole."," Něčemu nevěří, zdá se jim, že v celku ale - berou tedy vše celkově."
"believe","believe","Nemyslí","myslet","impf"," They do n't exactly believe what comes out of their mouths."," Nemyslí si přesně to, co jim splývá se rtů."
"waiting","wait","čeká","čekat","impf"," But the whole, wide, far-away world is waiting for them."," Ale čeká je daleký, širý svět."
"called","call","řikalo","říkat","impf"," "" At confession it was called ' touching, ' "" I said, because I had remembered Marie 's one and, alas, only invitation on the slopes of Cerna Hora."," "" U zpovědi se tomu řikalo dotyky, "" pravil jsem, protože jsem si vzpomněl na tu zcela výjimečnou Mariinu výzvu."
"said","say","řikalo","říkat","impf"," "" At confession it was called ' touching, ' "" I said, because I had remembered Marie 's one and, alas, only invitation on the slopes of Cerna Hora."," "" U zpovědi se tomu řikalo dotyky, "" pravil jsem, protože jsem si vzpomněl na tu zcela výjimečnou Mariinu výzvu."
"said","say","pravil","pravit","pf"," "" At confession it was called ' touching, ' "" I said, because I had remembered Marie 's one and, alas, only invitation on the slopes of Cerna Hora."," "" U zpovědi se tomu řikalo dotyky, "" pravil jsem, protože jsem si vzpomněl na tu zcela výjimečnou Mariinu výzvu."
"remembered","remember","vzpomněl","vzpomenout","pf"," "" At confession it was called ' touching, ' "" I said, because I had remembered Marie 's one and, alas, only invitation on the slopes of Cerna Hora."," "" U zpovědi se tomu řikalo dotyky, "" pravil jsem, protože jsem si vzpomněl na tu zcela výjimečnou Mariinu výzvu."
"suggested","suggest","navrhl","navrhnout","pf"," "" That, "" I suggested."," "" To, "" navrhl jsem."
"said","say","pravil","pravit","pf"," "" You 're wrong, "" I said."," "" Mýlíš se, "" pravil jsem."
"reject","reject","odmítne","odmítnout","pf"," Hakim will almost certainly reject my fancy as easily controvertible nonsense, but God knows, perhaps the only thing we really are capable of doing in this world is dispensing drops of poison."," Moji fantazii Hakim jistě odmítne jako snadno vyvratitelný nesmysl, ale bůhví, snad vše, čeho jsme na tomto světě schopni, je rozsévat kapičky jedu."
"put","put","vyjádřil","vyjádřit","pf"," Either - how should I put this to make it sound socialistic?"," Buď - jak bych to vyjádřil, aby to bylo socialistické?"
"used","use","použito","použít","pf"," Oh yes - either unpermissible methods of social justice and the like were used against him and he was physically annulled, or he was overthrown for reasons of health, or he was made to give up his function voluntarily, or he died, without the application of impermissible methods, all by himself."," Jo : bud proti němu bylo použito nedovolených metod, socialistické justice, takže byl tělesně anulován, nebo byl z důvodů zdravotních svržen, nebo se funkce úplně dobrovolně vzdal, nebo taky umřel bez použití nedovolených metod, sám od sebe."
"overthrown","overthrow","svržen","svrhnout","pf"," Oh yes - either unpermissible methods of social justice and the like were used against him and he was physically annulled, or he was overthrown for reasons of health, or he was made to give up his function voluntarily, or he died, without the application of impermissible methods, all by himself."," Jo : bud proti němu bylo použito nedovolených metod, socialistické justice, takže byl tělesně anulován, nebo byl z důvodů zdravotních svržen, nebo se funkce úplně dobrovolně vzdal, nebo taky umřel bez použití nedovolených metod, sám od sebe."
"died","die","umřel","umřít","pf"," Oh yes - either unpermissible methods of social justice and the like were used against him and he was physically annulled, or he was overthrown for reasons of health, or he was made to give up his function voluntarily, or he died, without the application of impermissible methods, all by himself."," Jo : bud proti němu bylo použito nedovolených metod, socialistické justice, takže byl tělesně anulován, nebo byl z důvodů zdravotních svržen, nebo se funkce úplně dobrovolně vzdal, nebo taky umřel bez použití nedovolených metod, sám od sebe."
"jumps","jump","vyskočí","vyskočit","pf"," Jirina jumps up and runs to the icebox."," Jiřina vyskočí a odběhne do lednice."
"says","say","řekne","říci","pf"," "" The Kremlin 's political analysis was correct, "" says the student thoughtfully."," "" Byl to výsledek správné politické analýzy Kremlu, "" řekne zamyšleně student."
"go","go","šel","jít","impf"," So if you have to go, do n't flush it."," Kdybys šel, nesplachuj."
"do","do","šel","jít","impf"," So if you have to go, do n't flush it."," Kdybys šel, nesplachuj."
"went","go","Šel","jít","impf"," I went in the woods."," Šel jsem do lesa."
"Come","come","Pojď","jít","impf"," Come on, it 's dry in the shed."," Pojď se schovat pod přístřešek."
"went","go","Šli","jít","impf"," We went."," Šli jsme."
"loves","love","miluje","milovat","impf"," "" Percy loves her, "" says Irene."," "" Percy ji miluje, "" říká Irena."
"says","say","říká","říkat","impf"," "" Percy loves her, "" says Irene."," "" Percy ji miluje, "" říká Irena."
"stares","stare","Zírá","zírat","impf"," She stares ahead into the darkness."," Zírá, stmívá se."
"taking","take","bereš","brát","impf"," "" And why are you taking it so seriously? """," "" A proč to ty bereš tak vážně? """
"said","say","řekla","říci","pf"," "" You know what, Marie? "" said Dana."," "" Víš co, Marie? "" řekla Dana."
"leave","leave","nechám","nechat","pf"," "" I 'll leave you both here alone and he can tell you what he was about to tell me, and if it 's suitable, then you can tell me, okay? """," "" Já vás tu nechám vo samotě, ať ti to von řekne, a dyž to bude vhodný, tak mi to pak povíš jo? """
"tell","tell","řekne","říci","pf"," "" I 'll leave you both here alone and he can tell you what he was about to tell me, and if it 's suitable, then you can tell me, okay? """," "" Já vás tu nechám vo samotě, ať ti to von řekne, a dyž to bude vhodný, tak mi to pak povíš jo? """
"tell","tell","řekne","říci","pf"," "" I 'll leave you both here alone and he can tell you what he was about to tell me, and if it 's suitable, then you can tell me, okay? """," "" Já vás tu nechám vo samotě, ať ti to von řekne, a dyž to bude vhodný, tak mi to pak povíš jo? """
"tell","tell","řekne","říci","pf"," "" I 'll leave you both here alone and he can tell you what he was about to tell me, and if it 's suitable, then you can tell me, okay? """," "" Já vás tu nechám vo samotě, ať ti to von řekne, a dyž to bude vhodný, tak mi to pak povíš jo? """
"tell","tell","povíš","povědět","pf"," "" I 'll leave you both here alone and he can tell you what he was about to tell me, and if it 's suitable, then you can tell me, okay? """," "" Já vás tu nechám vo samotě, ať ti to von řekne, a dyž to bude vhodný, tak mi to pak povíš jo? """
"tell","tell","povíš","povědět","pf"," "" I 'll leave you both here alone and he can tell you what he was about to tell me, and if it 's suitable, then you can tell me, okay? """," "" Já vás tu nechám vo samotě, ať ti to von řekne, a dyž to bude vhodný, tak mi to pak povíš jo? """
"tell","tell","povíš","povědět","pf"," "" I 'll leave you both here alone and he can tell you what he was about to tell me, and if it 's suitable, then you can tell me, okay? """," "" Já vás tu nechám vo samotě, ať ti to von řekne, a dyž to bude vhodný, tak mi to pak povíš jo? """
"think","think","myslet","myslet","impf"," So anyway could you check that out for me if you know where to, maybe at the court, and if you think it 's not too big of a risk, I 'd show up sometime around the end of the year."," Tak se mi na to přeptej jesli víš kde, snad u soudu a když si budeš myslet že to neni moc velkej risk tak já bych se někdy koncem roku vobjevil."
"show","show","vobjevil","objevit","pf"," So anyway could you check that out for me if you know where to, maybe at the court, and if you think it 's not too big of a risk, I 'd show up sometime around the end of the year."," Tak se mi na to přeptej jesli víš kde, snad u soudu a když si budeš myslet že to neni moc velkej risk tak já bych se někdy koncem roku vobjevil."
"brought","bring","Přivez","přivézt","pf"," My brother-in-law brought it from Paris. """," Přivez mi ho švára z Paříže. """
"reckon","reckon","počítám","počítat","impf"," The only trouble is, whatever the kid turns his hand to always seems to work out, so I reckon he 'll find support in the Party for his think-piece."," Jenomže, klučinovi se dílo dycky daří, tak počítám, že i pro denkšrift získá ve Straně podporu."
"want","want","chceme","chtít","impf"," Ca n't they understand that we want our own country at last and anyone who tries to deny it to us will be our enemy?"," Že konečně chceme mít vlast a každý, kdo nám ji upírá, je náš nepřítel."
"crying","cry","brečím","brečet","impf"," Now at last I 'm crying, Danny."," Teď konečně brečím, Danny."
"tell","tell","říct","říci","pf"," You 've got to tell them right away!"," To jim ale hned musíš jít říct! """
"suffering","suffer","trpí","trpět","impf"," An innocent man is suffering! """," Tady trpí nevinej! """
"awaken","awaken","probudit","probudit","pf"," That secret ability, inaccessible to the reason, to awaken in the reader the joy of recognition : precisely this has happened to me too ( your Hemingway ), it was exactly like that, even though it was n't like that at all, and therefore it is precisely like that ( now )."," K té tajemné a rozumem nedosažitelné schopnosti probudit v čtenáři radost z poznání, že přesně tohle se stalo i mně samému ( Tvůj Hemingway ), přesně takovéhle to bylo, ačkoliv to takové vůbec nebylo, ale právě proto to takové ( nyní ) je."
