"asked","ask","zeptal","zeptat","pf"," "" Well? "" asked Ippolit Matveyevich more severely."," "" No? "" zeptal se Vrabčinský přísněji."
"repeated","repeat","opakoval","opakovat","impf"," "" I wo n't, "" repeated Father Theodore."," "" Nevstanu, "" opakoval otec Fjodor."
"waiting","wait","nečekal","čekat","impf"," Without waiting for Ippolit Matveyevich to pull on his jacket, Ostap ran to the corridor."," Ostap ani nečekal, až si Vrabčinský oblékne kabát, a vyběhl na chodbu."
"joined","join","přidal","přidat","pf"," Vorobyaninov joined him on the landing."," Vrabčinský se k němu přidal na schodech."
"talk","talk","mluvit","mluvit","impf"," I am not going to talk about the aim of our gathering-you all know it."," Nebudu mluvit o účelu našeho zasedání, neboť ho znáte."
"hear","hear","slyšíme","slyšet","impf"," From everywhere we hear cries."," Odevšad slyšíme nářky."
"extend","extend","podat","podat","pf"," We must extend a helping hand and we will do so."," Musíme podat pomocnou ruku, a my ji podáme!"
"extend","extend","podáme","podat","pf"," We must extend a helping hand and we will do so."," Musíme podat pomocnou ruku, a my ji podáme!"
"roared","roar","řval","řvát","impf"," During the night he howled so loudly that at times the sound of the Terek was drowned, and when morning came, he fortified himself with sausage and bread and roared with demoniac laughter at the cars passing underneath."," V noci řval tak, že občas přehlušil Těrek, ale ráno se posilnil chlebem a konzumním salámem a satansky se chechtal automobilům, jež projížděly hluboko pod ním."
"spent","spend","strávil","strávit","pf"," The rest of the day was spent contemplating the mountains and that heavenly body, the sun."," Zbytek dne strávil pozorováním hor a nebeského tělesa - slunce."
"saw","see","spatřil","spatřit","pf"," The next night he saw the Tsaritsa Tamara."," A následující noci spatřil královnu Tamaru."
"came","come","přiletěla","přiletět","pf"," She came flying over to him from her castle and said coquettishly :"," Královna k němu přiletěla ze svého zámku a koketně pravila :"
"said","say","pravila","pravit","pf"," She came flying over to him from her castle and said coquettishly :"," Královna k němu přiletěla ze svého zámku a koketně pravila :"
"expected","expect","mysleli","myslet","impf"," Well, my dear, my journey will not be as brief as I expected."," Tak vidíš, drahoušku, moje cestování nebude tak krátké, jak jsme mysleli."
"write","write","Píšeš","psát","impf"," You write that the money is running out."," Píšeš, že peníze docházejí."
"pray","pray","modli","modlit","impf"," Have patience, pray to God, and sell my diagonal-cloth student 's uniform."," Obrň se trpělivostí, modli se a prodej mou studentskou uniformu z diagonálu."
"sell","sell","prodej","prodat","pf"," Have patience, pray to God, and sell my diagonal-cloth student 's uniform."," Obrň se trpělivostí, modli se a prodej mou studentskou uniformu z diagonálu."
"decomposing","decompose","rozkládalo","rozkládat","impf"," For a long time after it remained in the liquid state gradually decomposing on the porch of the house, and whenever his wife, Catherine, passed it, she would wipe away a tear."," Dlouho potom mokvalo a rozkládalo se v síni a Kateřina Vostřížková si vždycky poplakala, když šla kolem."
"remained","remain","Zbýval","zbývat","impf"," All that remained was the most wearisome lap of the journey - the last hour before Moscow."," Zbýval nejúnavnější úsek cesty - poslední hodina před Moskvou."
"say","say","říkáte","říkat","impf"," "" And then you say you 're not an emigre!"," "" A to říkáte, že nejste emigrant?"
"seeing","see","viděl","vidět","impf"," At this point, Ippolit Matveyevich, driven to despair by the stories of Bender 's friends, and seeing that he was not getting anywhere, gave in."," Vrabčinského přivedly Benderovy historky o jeho známých k zoufalství : viděl, že s ním zhola nic nesvede, a proto se nakonec podrobil."
"thought","think","pomyslel","pomyslet","pf"," Anyway, it might be difficult without an accomplice, he thought to himself, and this fellow seems to be a really shady character."," Bez pomocníka se stejně těžko obejdu, pomyslel si, a on je, jak se zdá, všemi mastmi mazaný darebák."
"thought","think","zdá","zdát","impf"," Anyway, it might be difficult without an accomplice, he thought to himself, and this fellow seems to be a really shady character."," Bez pomocníka se stejně těžko obejdu, pomyslel si, a on je, jak se zdá, všemi mastmi mazaný darebák."
"seems","seem","zdá","zdát","impf"," Anyway, it might be difficult without an accomplice, he thought to himself, and this fellow seems to be a really shady character."," Bez pomocníka se stejně těžko obejdu, pomyslel si, a on je, jak se zdá, všemi mastmi mazaný darebák."
"falling","fall","padajíce","padat","impf"," The Vasyuki chess enthusiasts, falling over each other, tore after him."," Vasjučtí amatéři, padajíce jeden přes druhého, se řítili za ním."
"sent","send","odeslal","odeslat","pf"," That evening Father Theodore sent a telegram to his wife in the town of N."," Ještě téhož večera odeslal otec Fjodor do města N. své ženě Kateřině tento telegram :"
"bought","buy","koupil","koupit","pf"," Then, in the spring, Comrade Krasilnikov bought a new chair for the stage, a good soft'n. """," Až zjara koupil soudruh Barvířský pro jeviště křeslo, nádherný polstrovaný křeslo ... """
"listened","listen","poslouchal","poslouchat","impf"," With his whole body close to the watchman 's, Ippolit Matveyevich listened."," Hypolit Vrabčinský naléhal celým tělem na hlídače a poslouchal."
"torn","tear","odtrh","odtrhnout","pf"," "" I slipped off the chair and the coverin ' was torn off."," "" Ujela mi noha, a jak jsem padal, odtrh se od křesla kousek obruby."
"remembered","remember","Vzpomněl","vzpomenout","pf"," He suddenly remembered a boy at school who had been able to move his ears."," Vzpomněl si najednou, že spolužák Bafal z gymnasia dovedl hýbat ušima."
"move","move","hýbat","hýbat","impf"," He suddenly remembered a boy at school who had been able to move his ears."," Vzpomněl si najednou, že spolužák Bafal z gymnasia dovedl hýbat ušima."
"listened","listen","naslouchal","naslouchat","impf"," Ippolit Matveyevich went as far as the stairs and listened carefully."," Došel až ke schodům a pozorně naslouchal."
"counting","count","počítal","počítat","impf"," From the street came the drumming of a carthorse 's hooves, intentionally loud and clear as though someone was counting on an abacus."," Z ulice dolehl klapot kopyt drožkářského koně, přehnaně hlasitý a důrazný, jako by někdo počítal na počitadle."
"took","take","bral","brát","impf"," Ernest Pavlovich took home work to do in the evening, refused to have servants, lit the primus himself, put out the refuse, and even cooked meat balls."," Inženýr Štička si bral domů mimořádnou práci, zřekl se služebné a sám zapaloval primus, vynášel odpadky a dokonce smažil kotlety."
"do","do","bral","brát","impf"," Ernest Pavlovich took home work to do in the evening, refused to have servants, lit the primus himself, put out the refuse, and even cooked meat balls."," Inženýr Štička si bral domů mimořádnou práci, zřekl se služebné a sám zapaloval primus, vynášel odpadky a dokonce smažil kotlety."
"lit","light","zapaloval","zapalovat","impf"," Ernest Pavlovich took home work to do in the evening, refused to have servants, lit the primus himself, put out the refuse, and even cooked meat balls."," Inženýr Štička si bral domů mimořádnou práci, zřekl se služebné a sám zapaloval primus, vynášel odpadky a dokonce smažil kotlety."
"trying","try","zkoušela","zkoušet","impf"," The misfortune had come upon Ellochka one happy evening while she was trying on a very pretty crepe de Chine blouse."," Neštěstí postihlo Ellinku onoho radostného večera, kdy si zkoušela tuze rozkošnou krepdešínovou blůzičku."
"spoke","speak","Mluvil","mluvit","impf"," I spoke to some people and they said all his furniture is there in Batumi."," Mluvil jsem tady o něm s lidmi a ti říkají, že Bruns má opravdu v Batumi celé zařízení."
"said","say","Mluvil","mluvit","impf"," I spoke to some people and they said all his furniture is there in Batumi."," Mluvil jsem tady o něm s lidmi a ti říkají, že Bruns má opravdu v Batumi celé zařízení."
"spoke","speak","říkají","říkat","impf"," I spoke to some people and they said all his furniture is there in Batumi."," Mluvil jsem tady o něm s lidmi a ti říkají, že Bruns má opravdu v Batumi celé zařízení."
"said","say","říkají","říkat","impf"," I spoke to some people and they said all his furniture is there in Batumi."," Mluvil jsem tady o něm s lidmi a ti říkají, že Bruns má opravdu v Batumi celé zařízení."
"cried","cry","křičel","křičet","impf"," "" So you prefer dog meat to a vegetarian diet, "" cried Nicky, disregarding the eavesdropping neighbours in his burst of anger."," "" To teda znamená, že dáváš přednost ohavnému masu před dietní stravou? "" křičel Kolja a v zápalu docela zapomněl na poslouchající sousedy."
"shouted","shout","Nekřič","křičet","impf"," "" Not so loud, I say! "" shouted Liza."," "" Nekřič tolik! "" hlučně zvolala Líza."
"shouted","shout","zvolala","zvolat","pf"," "" Not so loud, I say! "" shouted Liza."," "" Nekřič tolik! "" hlučně zvolala Líza."
"make","make","udělalo","udělat","pf"," Meat would make an enormous, unfillable hole in his budget."," Maso by mu udělalo čáru přes rozpočet."
"going","go","šel","jít","impf"," Slowly, as though going up to the blackboard at school to prove a theorem he had not properly learned, Ippolit Matveyevich approached Room 41."," Pomalu, jako by šel ke školní tabuli, kde vyjde najevo jeho neznalost pouček, blížil se Vrabčinský k pokoji č. 41."
"approached","approach","blížil","blížit","impf"," Slowly, as though going up to the blackboard at school to prove a theorem he had not properly learned, Ippolit Matveyevich approached Room 41."," Pomalu, jako by šel ke školní tabuli, kde vyjde najevo jeho neznalost pouček, blížil se Vrabčinský k pokoji č. 41."
"flashed","flash","zářila","zářit","impf"," The biconcave lenses of his pince-nez flashed white like searchlights."," Dvojvydutá skla skřipce zářila bílým reflektorovým světlem."
"forgotten","forget","zapomněl","zapomenout","pf"," He had forgotten what he usually said in such cases."," Dočista zapomněl, co vždycky při takových příležitostech říkal."
"said","say","říkal","říkat","impf"," He had forgotten what he usually said in such cases."," Dočista zapomněl, co vždycky při takových příležitostech říkal."
"called","call","volal","volat","impf"," "" We 'd like to order, "" he called to waiters as they flew past."," "" Buďte tak laskav! "" volal na pracovníky veřejného stravování, kteří se míhali kolem."
"cried","cry","volali","volat","impf"," "" Just coming, sir, "" cried the waiters without stopping."," "" Okamžíček, prosím! "" volali v běhu."
"brought","bring","přinesli","přinést","pf"," A menu was eventually brought, and Ippolit Matveyevich buried himself in it with relief."," Konečně jim přinesli jídelní lístek a Vrabčinský se do něho pohroužil s pocitem úlevy."
"mumbled","mumble","zamumlal","zamumlat","pf"," "" But veal cutlets are two twenty-five, a fillet is two twenty-five, and vodka is five roubles, "" he mumbled."," "" Ale, ale, "" zamumlal, "" Telecí kotlety - dva dvacet pět, filé dva dvacet pět, vodka pět rublů. """
"decided","decide","rozhodl","rozhodnout","pf"," Then Father Theodore had a talk with his wife and decided to enhance his diet with the rabbit meat that was supposed to be tastier than chicken."," Tu se otec Fjodor po poradě se ženou rozhodl, že zpestří svůj jídelníček králíky, jejichž maso předčí svou chutí maso kuřecí."
"roasted","roast","pekli","péci","impf"," The rabbits were roasted whole, turned into rissoles and cutlets, made into soup, served cold for supper and baked in pies."," Králíky pekli, dělali z nich sekané řízky, karbanátky, vařili je v polévce, podávali k večeři studené, přidávali do nákypů."
"baked","bake","pekli","péci","impf"," The rabbits were roasted whole, turned into rissoles and cutlets, made into soup, served cold for supper and baked in pies."," Králíky pekli, dělali z nich sekané řízky, karbanátky, vařili je v polévce, podávali k večeři studené, přidávali do nákypů."
"made","make","dělali","dělat","impf"," The rabbits were roasted whole, turned into rissoles and cutlets, made into soup, served cold for supper and baked in pies."," Králíky pekli, dělali z nich sekané řízky, karbanátky, vařili je v polévce, podávali k večeři studené, přidávali do nákypů."
"made","make","vařili","vařit","impf"," The rabbits were roasted whole, turned into rissoles and cutlets, made into soup, served cold for supper and baked in pies."," Králíky pekli, dělali z nich sekané řízky, karbanátky, vařili je v polévce, podávali k večeři studené, přidávali do nákypů."
"served","serve","podávali","podávat","impf"," The rabbits were roasted whole, turned into rissoles and cutlets, made into soup, served cold for supper and baked in pies."," Králíky pekli, dělali z nich sekané řízky, karbanátky, vařili je v polévce, podávali k večeři studené, přidávali do nákypů."
"searching","search","pátral","pátrat","impf"," Reaching the river bank, Ostap made to the right, searching with his eyes for the boat containing his faithful manager."," Ostap seběhl na břeh, zabočil doprava a pátral po loďce s věrným společníkem."
"gave","give","dal","dát","pf"," In the corridor the bashful Alchen went up to Ostap and gave him a gold piece."," Na chodbě dohonil Bendera stydlavý Alchen a dal mu deset rublů."
"took","take","vzal","vzít","pf"," Nevertheless he took the money and, without saying good-bye, went towards the door."," Nicméně peníze vzal, a aniž se s Alexandrem Jakovlevičem rozloučil, zamířil k východu."
"opened","open","otevřely","otevřít","pf"," The door, which was fitted with a powerful contraption, opened with an effort and gave Ostap a one-and-a-half-ton shove in the backside."," Dveře opatřené mohutným přístrojem se s námahou otevřely a Ostap ucítil, jak mu dopadla pod zadek tíha půl druhé tuny."
"handed","hand","podala","podat","pf"," Madame Gritsatsuyev ( it was she ) fixed her yearning eyes on the reporter and silently handed him a piece of paper."," Madame Hricacujevová ( ano, byla to ona ) zvedla na reportéra roztoužené oči a mlčky mu podala papírek."
"knocked","knock","srazil","srazit","pf"," "" So, "" said Persidsky, "" knocked down by a horse ..."," "" Tak, "" prohodil Perský, "" ... srazil ho kůň ... vyvázl s pouhým leknutím ..."
"said","say","říkal","říkat","impf"," "" But the comrade said you would. """," "" Ten soudruh říkal, že ji znáte. """
"paid","pay","zaplatil","zaplatit","pf"," I paid Rs. 2.25 for a hotel room."," Za pokoj v hotelu jsem zaplatil 2 r 25 kop."
"carry","carry","nosím","nosit","impf"," I carry my coat around with me."," Plášť nosím přes ruku."
"leave","leave","nechat","nechat","pf"," I 'm afraid to leave anything in my room - they 'd steal it before you had time to turn around."," Bojím se ho nechat v hotelu, aby mi ho ještě neukradli."
"steal","steal","neukradli","ukrást","pf"," I 'm afraid to leave anything in my room - they 'd steal it before you had time to turn around."," Bojím se ho nechat v hotelu, aby mi ho ještě neukradli."
"climbed","climb","Vylezl","vylézt","pf"," He climbed on to the windowsill and dropped heavily to the ground, moist after the night rain, and hid in the glistening playgrounds."," Vylezl na okno, těžce seskočil na zem, vlhkou po nočním dešti, a zmizel v lesknoucích se tělocvičných hřištích."
"threatening","threaten","pohrozil","pohrozit","pf"," He let her out, threatening to have her fined."," Pustil vězeňkyni ven a pohrozil jí pokutou."
"separate","separate","rozloučit","rozloučit","pf"," It will be a good thing for the conspiracy if we separate for a time, anyway, as a blind."," I z konspiračních důvodů bude pro nás ostatně lepší se na čas rozloučit."
"pretended","pretend","tvářil","tvářit","impf"," Ippolit Matveyevich was winking broadly, but Ostap pretended he had not noticed and went out into the street."," Vrabčinský na něho zoufale zamrkal, Ostap se však tvářil, že nic nevidí, a vyšel ven."
"remembered","remember","vzpomněl","vzpomenout","pf"," Having gone a block, he remembered the five hundred honestly earned roubles in his pocket."," Když přešel domovní blok, vzpomněl si, že má v kapse pět set poctivě vydělaných rublů."
"earned","earn","má","mít","impf"," Having gone a block, he remembered the five hundred honestly earned roubles in his pocket."," Když přešel domovní blok, vzpomněl si, že má v kapse pět set poctivě vydělaných rublů."
"Shut","shut","Zavřeno","zavřít","pf"," Shut? """," Zavřeno? """
"lit","light","osvětlen","osvětlit","pf"," The light went out, but the room was still lit by a bluish aquarium-like light from the street lamps."," Světlo zhaslo, ale pokoj byl trochu osvětlen namodralou akvarijní září pouliční svítilny."
"whispered","whisper","zašeptal","zašeptat","pf"," "" So much the better, "" whispered Ippolit Matveyevich."," "" Tím líp, "" zašeptal Vrabčinský."
"tell","tell","řeknu","říci","pf"," But now, I tell you straight, there 's nothin ' to beat mine."," Ale řeknu vám rovnou, že lepší zboží, než je moje, byste těžko hledal."
"turned","turn","obrátil","obrátit","pf"," Ippolit Matveyevich turned round angrily, glared at Bezenchuk, and began walking faster."," Vrabčinský se pln hněvu obrátil, vteřinu zlostně hleděl na Bezinčíka a nato poněkud zrychlil krok."
"felt","feel","cítil","cítit","impf"," Although he had not had any difficulties at the office that day, he felt rotten."," Třebaže neměl dneska ve službě žádné nepříjemnosti, cítil se dost mizerně."
"sat","sit","seděl","sedět","impf"," He spread the gold coins out in a row on the table and sat there for a long time, gazing dreamily at the bright yellow discs."," Zlaté mince vyrovnal na stole do řady a dlouho seděl, ospale mžouraje na pět světlých koleček."
"undressed","undress","Svlékl","svléknout","pf"," He undressed, said his prayers without much attention, lay down on the narrow cot, and fell into a troubled sleep."," Svlékl se, ledabyle se pomodlil, ulehl do úzké dívčí postýlky a upadl do neklidného spánku."
"fell","fall","upadl","upadnout","pf"," He undressed, said his prayers without much attention, lay down on the narrow cot, and fell into a troubled sleep."," Svlékl se, ledabyle se pomodlil, ulehl do úzké dívčí postýlky a upadl do neklidného spánku."
"said","say","řekl","říci","pf"," "" This one 's for the Shepherd Girl tapestry, "" said Ippolit Matveyevich dreamily."," "" Dekret na gobelín Pastýřka, "" řekl Vrabčinský roztouženě."
"went","go","šel","jít","impf"," Treukhov snorted and went into the kitchen to chop wood."," Odfrkl sí a šel do kuchyně štípat dříví."
"constructed","construct","zhotovil","zhotovit","pf"," He designed and built a cradle for the baby and also constructed a washing-machine."," Zkonstruoval a zhotovil kolébku a pračku."
"washed","wash","pral","prát","impf"," For a while he washed the clothes in it himself, explaining to his wife how to work the machine."," Zpočátku také sám pral a vysvětloval ž ně jak má s pračkou zacházet."
"explaining","explain","vysvětloval","vysvětlovat","impf"," For a while he washed the clothes in it himself, explaining to his wife how to work the machine."," Zpočátku také sám pral a vysvětloval ž ně jak má s pračkou zacházet."
"singing","sing","zpívaly","zpívat","impf"," Craning their necks and keeping their eyes on a healthy-looking man in the middle, the old women were singing :"," Natahovaly krky jako husy, upřeně hleděly na kvetoucího muže před nimi a zpívaly :"
"turning","turn","točil","točit","impf"," The choirmaster, wearing a shirt and trousers of the same mouse-grey material, was beating time with both hands and, turning from side to side, kept shouting :"," Sbormistr v šedé košili z téhož kalika a v kalikových kalhotách udával takt oběma rukama, točil se jako holub na báni a vykřikoval :"
"shouting","shout","vykřikoval","vykřikovat","impf"," The choirmaster, wearing a shirt and trousers of the same mouse-grey material, was beating time with both hands and, turning from side to side, kept shouting :"," Sbormistr v šedé košili z téhož kalika a v kalikových kalhotách udával takt oběma rukama, točil se jako holub na báni a vykřikoval :"
"propose","propose","navrhujeme","navrhovat","impf"," "" We propose Ippolit Matveyevich Vorobyaninov as marshal of the nobility, "" exclaimed the young Nikesha and Vladya."," "" Hypolita Matějoviče Vrabčinského navrhujeme za maršálka šlechty! "" zvolali mladí muži Mikeš a Vláďa."
"exclaimed","exclaim","zvolali","zvolat","pf"," "" We propose Ippolit Matveyevich Vorobyaninov as marshal of the nobility, "" exclaimed the young Nikesha and Vladya."," "" Hypolita Matějoviče Vrabčinského navrhujeme za maršálka šlechty! "" zvolali mladí muži Mikeš a Vláďa."
"said","say","řekl","říci","pf"," "" Come, come, gentlemen, "" said Dyadyev, "" a marshal is the last thing to think about."," "" Ale pánové, "" řekl Strejcius, "" maršálek, to je to poslední!"
"need","need","musíme","muset","impf"," We need a governor."," O gubernátorovi musíme uvažovat, a ne o maršálkovi."
"think","think","myslím","myslet","impf"," I think ... """," Já myslím ... """
"find","find","najít","najít","pf"," "" Just in case, we 're provincials who could n't find the exit. """," "" Kdyby něco, jsme venkované a nemůžeme najít východ z divadla. """
"striking","strike","uhodili","uhodit","pf"," They made their way on to the stage and, striking matches, though they still collided with the hydraulic press, searched the whole stage."," Pronikli na jeviště a přes to, že rozškrtávali zápalky, uhodili se o hydraulický lis : nato prozkoumali celé jeviště."
"searched","search","prozkoumali","prozkoumat","pf"," They made their way on to the stage and, striking matches, though they still collided with the hydraulic press, searched the whole stage."," Pronikli na jeviště a přes to, že rozškrtávali zápalky, uhodili se o hydraulický lis : nato prozkoumali celé jeviště."
"watch","watch","dívat","dívat","impf"," It was impossible for him to stand by and watch a horse and cart drive into his or anyone else 's yard."," Nemohl se klidně dívat, jak povozník vjíždí s nákladem do jeho nebo do cizího dvora."
"watched","watch","pozoroval","pozorovat","impf"," He immediately went out and, clasping his hands behind his back, watched the carter 's actions with contempt."," Ihned vycházel na dvůr a s rukama za zády pohrdavě pozoroval vozkovo počínání."
"bear","bear","neuneslo","unést","pf"," Finally he could bear it no longer."," Nakonec to jeho srdce neuneslo."
"remember","remember","pamatuju","pamatovat","impf"," You do n't know me, but I remember you very well. """," Vy mě neznáte, ale já se na vás moc dobře pamatuju. """
"like","like","Chtěl","chtít","impf"," "" I 'd like to visit Elena Stanislavovna, "" said Vorobyaninov indecisively."," "" Chtěl bych zajít k Heleně Stanislavo vně, "" nerozhodně řekl Vrabčinský."
"said","say","řekl","říci","pf"," "" I 'd like to visit Elena Stanislavovna, "" said Vorobyaninov indecisively."," "" Chtěl bych zajít k Heleně Stanislavo vně, "" nerozhodně řekl Vrabčinský."
"see","see","viděla","vidět","impf"," "" She 's very anxious to see you. """," "" Moc ráda by vás viděla. """
"remembered","remember","vzpomněl","vzpomenout","pf"," Then I remembered."," Pak jsem si vzpomněl."
"repeating","repeat","opakoval","opakovat","impf"," "" Well? "" Ippolit Matveyevich kept repeating in various keys."," "" No? "" opakoval Vrabčinský v různých obměnách."
"said","say","odpověděl","odpovědět","pf"," "" Well and well, "" said Ostap irritably."," "" Co no, "" odpověděl Ostap podrážděně, "" jedna šance proti jedenácti."
"gone","go","Odjel","odjet","pf"," "" He 's gone to the country and left me his apartment for the summer."," "" Odjel na venkov a přenechal mi na celé léto svůj byt."
"left","leave","Odjel","odjet","pf"," "" He 's gone to the country and left me his apartment for the summer."," "" Odjel na venkov a přenechal mi na celé léto svůj byt."
"left","leave","přenechal","přenechat","pf"," "" He 's gone to the country and left me his apartment for the summer."," "" Odjel na venkov a přenechal mi na celé léto svůj byt."
"take","take","Vezmu","vzít","pf"," I 'll take one of the chairs."," Vezmu si jedno z těch dvou křesel."
"like","like","chcete","chtít","impf"," Anywhere you like."," Kde chcete."
"did","do","vzala","vzít","pf"," Where did the chairs come from? """," Kdes vzala ta křesla? """
"bought","buy","nekoupila","koupit","pf"," Do you mean you bought them?"," Snad jsi je nekoupila?"
"told","tell","říkal","říkat","impf"," But I 've told you a thousand times ... """," Tisíckrát jsem ti přece říkal ... """
"do","do","udělat","udělat","pf"," "" How could you do a thing like that?"," "" Jak jsi to mohla udělat?"
"hopped","hop","skákal","skákat","impf"," The moon hopped about among the banks of cloud."," Měsíc skákal po hroudách mraků."
"glistened","glisten","leskly","lesknout","impf"," The wet railings of the houses glistened greasily."," Mokré mříže domů se tučně leskly."
"thrown","throw","vyhodili","vyhodit","pf"," A drunk was being thrown out of the Eagle beer-hall."," Z hospody Orel vyhodili opilce."
"finish","finish","skoncovat","skoncovat","pf"," His one wish was to finish the whole business as soon as possible."," Měl jediné přání : co nejrychleji se vším skoncovat."
"looked","look","pohlédl","pohlédnout","pf"," He went back into the room, looked grimly at the sleeping Ostap, wiped his pince-nez and took up the razor from the window sill."," Vešel do pokoje, přísně pohlédl na spícího Ostapa, vyčistil si skřipec a vzal z okna břitvu."
"took","take","vzal","vzít","pf"," He went back into the room, looked grimly at the sleeping Ostap, wiped his pince-nez and took up the razor from the window sill."," Vešel do pokoje, přísně pohlédl na spícího Ostapa, vyčistil si skřipec a vzal z okna břitvu."
"bequeathed","bequeath","odkázala","odkázat","pf"," She bequeathed them to me and instructed me not to let Ippolit Matveyevich, her lifelong tormentor, get them."," Ona mi ty brilianty odkázala a nařídila mi, abych je chránil před Vrabčinským, jejím odvěkým trýznitelem."
"left","leave","opustil","opustit","pf"," That 's why I left so suddenly, you poor thing."," A proto jsem Tě, nebohou, tak nenadále opustil."
"tortured","torture","mučil","mučit","impf"," He must have tortured the old woman before she died."," Jistě tu starou ženu před smrtí mučil."
"travelling","travel","jezdí","jezdit","impf"," And there was some criminal travelling with him : he had hired himself a thug."," A jezdí s ním nějaký zločinec, najal si banditu."
"hired","hire","najal","najmout","pf"," And there was some criminal travelling with him : he had hired himself a thug."," A jezdí s ním nějaký zločinec, najal si banditu."
"understand","understand","Rozuměl","rozumět","impf"," Do you understand? """," Rozuměl jste? """
"collapse","collapse","zřítit","zřítit","pf"," At dawn, when the terror had died down somewhat, Ostap selected a spot near which there was no wall likely to collapse, or people likely to interfere, and set about opening the chair."," Za svítání, když se strach poněkud zmírnil, vyhledal Ostap místečko, v jehož blízkosti nebyly ani stěny, které se mohly zřítit, ani lidé, kteří mohli překážet, a dal se do pitvání křesla."
"interfere","interfere","překážet","překážet","impf"," At dawn, when the terror had died down somewhat, Ostap selected a spot near which there was no wall likely to collapse, or people likely to interfere, and set about opening the chair."," Za svítání, když se strach poněkud zmírnil, vyhledal Ostap místečko, v jehož blízkosti nebyly ani stěny, které se mohly zřítit, ani lidé, kteří mohli překážet, a dal se do pitvání křesla."
