"spread","spread","šířily","šířit","impf"," Gypsy groups spread them far and wide throughout the nineteenth century."," Cikánské kapely je šířily v devatenáctém století po celých Uhrách."
"lost","lose","ztratil","ztratit","pf"," I do not say that my attitude towards her had become coarse or superficial or that it had lost its tenderness."," Tím nechci říci, že můj vztah k ní zesurověl, zploštěl, že ztratil na něze."
"thinking","think","myslit","myslit","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"think","think","myslit","myslit","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"thinking","think","myslit","myslit","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"kept","keep","má","mít","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"thinking","think","má","mít","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"think","think","má","mít","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"thinking","think","má","mít","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"thinking","think","nemyslila","myslit","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"think","think","nemyslila","myslit","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"thinking","think","nemyslila","myslit","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"thinking","think","nemyslila","myslit","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"think","think","nemyslila","myslit","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"thinking","think","nemyslila","myslit","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"imagined","imagine","představila","představit","pf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"wanted","want","chtělo","chtít","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"laugh","laugh","smát","smát","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"laugh","laugh","smát","smát","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"going","go","začala","začít","pf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"begin","begin","začala","začít","pf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"laugh","laugh","smát","smát","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"laugh","laugh","smát","smát","impf"," It was only an idea, a sudden flash, but it kept coming back to me, and I could n't help thinking, why am I alive, what good is there in going on, but it 's not true really, I did n't think anything of the sort, I was hardly thinking at all, I just imagined myself no longer alive and suddenly I felt such bliss, such strange bliss that I wanted to laugh and maybe really did begin to laugh."," Ale to byl jen nápad, pouhá představa, jenomže ta představa se mi teď pořád vracela, musila jsem myslit na to, proč vůbec žiji, jaký to má smysl, abych ještě dál žila, ale to vlastně není pravda, na nic takového jsem nemyslila, vůbec jsem v té chvíli mnoho nemyslila, jen jsem si představila, že bych nežila, a bylo mi z toho náhle sladce, tak divně sladce, že se mi najednou chtělo smát a asi jsem se opravdu začala smát."
"lose","lose","ztratila","ztratit","pf"," She began walking back and forth, and for a while I would lose sight of her, but she always returned to the spot where we could see each other."," Lucie chvílemi popocházela, chvílemi se docela ztratila z mého dohledu, ale zase se vrátila k místu, odkud na mne bylo vidět."
"returned","return","vrátila","vrátit","pf"," She began walking back and forth, and for a while I would lose sight of her, but she always returned to the spot where we could see each other."," Lucie chvílemi popocházela, chvílemi se docela ztratila z mého dohledu, ale zase se vrátila k místu, odkud na mne bylo vidět."
"see","see","vidět","vidět","impf"," She began walking back and forth, and for a while I would lose sight of her, but she always returned to the spot where we could see each other."," Lucie chvílemi popocházela, chvílemi se docela ztratila z mého dohledu, ale zase se vrátila k místu, odkud na mne bylo vidět."
"think","think","Myslíš","myslet","impf"," Do you think socialism can be built without optimism? asked another of them."," Myslíš si, že se dá vybudovat socialismus bez optimismu? zeptal se jiný."
"built","build","vybudovat","vybudovat","pf"," Do you think socialism can be built without optimism? asked another of them."," Myslíš si, že se dá vybudovat socialismus bez optimismu? zeptal se jiný."
"asked","ask","zeptal","zeptat","pf"," Do you think socialism can be built without optimism? asked another of them."," Myslíš si, že se dá vybudovat socialismus bez optimismu? zeptal se jiný."
"said","say","řekl","říci","pf"," No, I said."," Ne, řekl jsem."
"said","say","řekl","říci","pf"," Then you 're opposed to our building socialism, said the third."," Tak ty tedy nejsi pro to, aby se u nás vybudoval socialismus, řekl třetí."
"taking","take","vedla","vést","impf"," The necessity of taking full advantage of every leave ( so short and so hard to come by ) invariably made the men prefer the accessible to the tolerable."," Nutnost využít za každou cenu volna ( tak krátkého a tak řídce udíleného ) vedla vojáky k tomu, že dávali přednost jistému před snesitelným."
"made","make","získána","získat","pf"," By comparing notes, they gradually put together a pool ( a pitiful pool ) of more or less accessible ( and, of course, barely tolerable ) women and made it available for general use."," Během času byla získána vzájemně sdělovanými průzkumy síť ( byť chatrná ) takových víceméně jistých ( a ovšem sotva snesitelných ) žen a byla dána k obecnému použití."
"put","put","dána","dát","pf"," By comparing notes, they gradually put together a pool ( a pitiful pool ) of more or less accessible ( and, of course, barely tolerable ) women and made it available for general use."," Během času byla získána vzájemně sdělovanými průzkumy síť ( byť chatrná ) takových víceméně jistých ( a ovšem sotva snesitelných ) žen a byla dána k obecnému použití."
"started","start","začali","začít","pf"," At that moment a few of them seemed uneasy and started looking around as if searching for something."," V té chvíli projevilo však několik z nich nepokoj a začali se rozhlížet kolem sebe, jako by cosi hledali."
"looking","look","hledali","hledat","impf"," At that moment a few of them seemed uneasy and started looking around as if searching for something."," V té chvíli projevilo však několik z nich nepokoj a začali se rozhlížet kolem sebe, jako by cosi hledali."
"searching","search","hledali","hledat","impf"," At that moment a few of them seemed uneasy and started looking around as if searching for something."," V té chvíli projevilo však několik z nich nepokoj a začali se rozhlížet kolem sebe, jako by cosi hledali."
"whispered","whisper","šeptal","šeptat","impf"," The woman in brown ( whose face shadowed instantly as before ) ran up to them and, hearing out a whispered plea, nodded permission, whereupon the men sheepishly changed places."," Brýlatá paní ( na jejíž tváři se okamžitě objevil už známý stín znepokojení ) hned přiběhla, a když jí jeden z mužů cosi šeptal, přikývla souhlasně hlavou a rozpačití muži si rychle vyměnili místa."
"nodded","nod","přikývla","přikývnout","pf"," The woman in brown ( whose face shadowed instantly as before ) ran up to them and, hearing out a whispered plea, nodded permission, whereupon the men sheepishly changed places."," Brýlatá paní ( na jejíž tváři se okamžitě objevil už známý stín znepokojení ) hned přiběhla, a když jí jeden z mužů cosi šeptal, přikývla souhlasně hlavou a rozpačití muži si rychle vyměnili místa."
"changed","change","vyměnili","vyměnit","pf"," The woman in brown ( whose face shadowed instantly as before ) ran up to them and, hearing out a whispered plea, nodded permission, whereupon the men sheepishly changed places."," Brýlatá paní ( na jejíž tváři se okamžitě objevil už známý stín znepokojení ) hned přiběhla, a když jí jeden z mužů cosi šeptal, přikývla souhlasně hlavou a rozpačití muži si rychle vyměnili místa."
"stopped","stop","ustaly","ustat","pf"," Then the touching stopped, and when I heard the barber step back and actually pick up the razor, I said to myself ( since the mind had not stopped playing its games ) that I had to see what she looked like, this keeper ( uplifter ) of my head, my tender assassin."," Pak dotyky ustaly a slyšel jsem, jak holička poodstupuje, jak teď už doopravdy bere břitvu do ruky, a tehdy jsem si řekl ( neboť myšlenky pokračovaly ve svých hrách ), že musím uvidět, jak vlastně vypadá držitelka ( pozdvihovatelka ) mé hlavy, můj něžný vrah."
"stopped","stop","ustaly","ustat","pf"," Then the touching stopped, and when I heard the barber step back and actually pick up the razor, I said to myself ( since the mind had not stopped playing its games ) that I had to see what she looked like, this keeper ( uplifter ) of my head, my tender assassin."," Pak dotyky ustaly a slyšel jsem, jak holička poodstupuje, jak teď už doopravdy bere břitvu do ruky, a tehdy jsem si řekl ( neboť myšlenky pokračovaly ve svých hrách ), že musím uvidět, jak vlastně vypadá držitelka ( pozdvihovatelka ) mé hlavy, můj něžný vrah."
"heard","hear","slyšel","slyšet","impf"," Then the touching stopped, and when I heard the barber step back and actually pick up the razor, I said to myself ( since the mind had not stopped playing its games ) that I had to see what she looked like, this keeper ( uplifter ) of my head, my tender assassin."," Pak dotyky ustaly a slyšel jsem, jak holička poodstupuje, jak teď už doopravdy bere břitvu do ruky, a tehdy jsem si řekl ( neboť myšlenky pokračovaly ve svých hrách ), že musím uvidět, jak vlastně vypadá držitelka ( pozdvihovatelka ) mé hlavy, můj něžný vrah."
"said","say","řekl","říci","pf"," Then the touching stopped, and when I heard the barber step back and actually pick up the razor, I said to myself ( since the mind had not stopped playing its games ) that I had to see what she looked like, this keeper ( uplifter ) of my head, my tender assassin."," Pak dotyky ustaly a slyšel jsem, jak holička poodstupuje, jak teď už doopravdy bere břitvu do ruky, a tehdy jsem si řekl ( neboť myšlenky pokračovaly ve svých hrách ), že musím uvidět, jak vlastně vypadá držitelka ( pozdvihovatelka ) mé hlavy, můj něžný vrah."
"see","see","uvidět","uvidět","pf"," Then the touching stopped, and when I heard the barber step back and actually pick up the razor, I said to myself ( since the mind had not stopped playing its games ) that I had to see what she looked like, this keeper ( uplifter ) of my head, my tender assassin."," Pak dotyky ustaly a slyšel jsem, jak holička poodstupuje, jak teď už doopravdy bere břitvu do ruky, a tehdy jsem si řekl ( neboť myšlenky pokračovaly ve svých hrách ), že musím uvidět, jak vlastně vypadá držitelka ( pozdvihovatelka ) mé hlavy, můj něžný vrah."
"looked","look","podíval","podívat","pf"," I looked down from the ceiling into the mirror."," Odloupl jsem pohled ze stropu a podíval se do zrcadla."
"lend","lend","půjčí","půjčit","pf"," Most of the men living in the area worked in the same mine as we did, and it was n't long before I found someone ( a fifty-year-old widower ) who was willing to lend me his place ( for three hundred crowns )."," Horníci z okolí našich kasáren většinou fárali na stejném dole jako my, a tak se mi brzy podařilo s jedním z nich ( padesátiletým vdovcem ) uzavřít dohodu ( nestála mne víc než tři stovky ), že mi půjčí byt."
"awaited","await","čekali","čekat","impf"," In the last room of the Secretariat, three members of the committee awaited me."," Vzadu v poslední místnosti na sekretariátě mne čekali tři členové stranického vysokoškolského výboru."
"told","tell","Řekli","říci","pf"," They told me to sit down."," Řekli, abych se posadil."
"sit","sit","posadil","posadit","pf"," They told me to sit down."," Řekli, abych se posadil."
"understood","understand","pochopil","pochopit","pf"," I did, and understood that this was out of the ordinary."," Posadil jsem se a pochopil jsem, že se děje něco neblahého."
"told","tell","Řekl","říci","pf"," He told me that religious faith was my private affair and that all in all it was of no concern to anyone else."," Řekl mi, že náboženská víra je moje soukromá věc a že po ní koneckonců nikomu nic není."
"thrown","throw","vyhozen","vyhodit","pf"," Was I thrown out?"," Byl jsem vyhozen?"
"say","say","říci","říci","pf"," I ca n't quite say."," To nemohu říci."
"taken","take","nebral","brát","impf"," Stana had two visits from a girl he 'd gone with in Prague before he was drafted ( but had never taken seriously ), and suddenly he turned tender and ( true to his impetuous nature ) determined on an immediate wedding."," Stáňu dvakrát navštívilo pražské děvče, s kterým měl cosi před vojnou ( a které tehdy určitě nebral moc vážně ), a Stáňa byl najednou naměkko a rozhodl se ( v souladu se svou zbrklou náturou ), že se s ní okamžitě ožení."
"determined","determine","rozhodl","rozhodnout","pf"," Stana had two visits from a girl he 'd gone with in Prague before he was drafted ( but had never taken seriously ), and suddenly he turned tender and ( true to his impetuous nature ) determined on an immediate wedding."," Stáňu dvakrát navštívilo pražské děvče, s kterým měl cosi před vojnou ( a které tehdy určitě nebral moc vážně ), a Stáňa byl najednou naměkko a rozhodl se ( v souladu se svou zbrklou náturou ), že se s ní okamžitě ožení."
"get","get","získal","získat","pf"," He claimed to have thought this plan up just to get the two-day marriage leave, but I could see through his cynical facade."," Říkal nám sice, že to dělá jen proto, aby svatbou získal dva volné dny, ale já jsem věděl, že je to jen rádobycynická výmluva."
"asked","ask","ptal","ptát","impf"," What was it that made them so angry? you asked, sincerely astonished."," Co na tom? ptal jste se s upřímným údivem."
"made","make","nedělal","dělat","impf"," What was it that made them so angry? he must have thought, that boy not so different from yourself."," Vždyť nedělal nic zlého, jen žertoval."
