"dohrát si","pf","[]"
"dohrávat","impf","[]"
"dohrát","pf","[finish]"
"docházet","impf","[attend, come to, arrive]"
"dojít","pf","[run out, reach, arrive, come to, occur, be used up, fetch, come, click]"
"dochovávat se","impf","[]"
"dochovat se","pf","[come down]"
"dojíždět","impf","[come to, reach, arrive, commute]"
"dojet","pf","[catch up, arrive, reach, come to, get, come, chill out]"
"dojímat","impf","[move, affect, touch]"
"dojmout","pf","[move, melt, affect, dissolve, touch, thrill, agitate, wow]"
"dojímat se","impf","[]"
"dojmout se","pf","[be moved, be touched]"
"dokazovat","impf","[prove, evidence, show, argue, testify]"
"dokládat","impf","[illustrate]"
"doložit","pf","[substantiate, document]"
"dokončovat","impf","[end, finish, complete]"
"dokončit","pf","[finalise, perfect, achieve, conclude, settle, bring to an end, finish off, carry through, get through with, get through, accomplish, bring to a close, finish, finalize, end, complete]"
"doléhat","impf","[]"
"dolehnout","pf","[oppress]"
"domáhat se","impf","[strive after, aim for, demand, pretend, strive for]"
"domoci se","pf","[]"
"dominovat","impf","[dominate]"
"domlouvat","impf","[expostulate]"
"domluvit","pf","[settle, agree, arrange by talking]"
"domlouvat se","impf","[]"
"domluvit se","pf","[]"
"domnívat se","impf","[ween, think, figure, deem, understand, believe, suspect, suppose, hold, opine, trow, expect, conjecture, belive, surmise, guess, premise, presuppose, presume, consider, calculate, judge, assume]"
"donášet","impf","[stag, take, inform, inform on, grass, snitch, fetch, peach, bring]"
"donést","pf","[take, fetch, get, convey, bring]"
"donášet se","impf","[]"
"donést se","pf","[]"
"donosit","pf","[]"
"donucovat","impf","[compel, force, make, oblige]"
"donutit","pf","[coerce, pin down, compel, impel, force, sandbag, make, urge, necessitate, oblige]"
"dopadat","impf","[limp, hobble, have a limp, strike on]"
"dopadnout","pf","[work out, seize, strike, capture, go against, nick, come of, apprehend, fall down, come off, fall, infer, get, catch, pitch, grab]"
"doplácet","impf","[]"
"doplatit","pf","[pay, pay off]"
"doplatit se","pf","[]"
"doplňovat","impf","[supplement, complement]"
"doplnit","pf","[add, perfect, amend, eke out, top up, fill in, supply, integrate, refill, supplement, recruit, implement, complete, complement, append, replenish]"
"doplňovat se","impf","[]"
"doporučovat","impf","[counsel, advise, approve, recommend, commend, suggest, advocate, urge]"
"doporučit","pf","[counsel, advise, approve, recommend, commend, advocate, urge]"
"dopracovávat","impf","[]"
"dopracovat","pf","[]"
"dopracovávat se","impf","[]"
"dopracovat se","pf","[]"
"dopravovat","impf","[conve to, haul, freight, deliver, ship, transport, cart, transfer, convey, ferry, bear, carry, send]"
"dopravit","pf","[haul, import, forward, chauffeur, transport, fly, transfer, convey, fetch, ferry, get, bear, carry, migrate]"
"dopravovat se","impf","[]"
"dopravit se","pf","[]"
"doprovázet","impf","[escort, accompany, flank, go with, esquire, follow]"
"doprovodit","pf","[escort, accompany, see, conduct, see off, show, esquire, follow, induct, walk]"
"dopřávat","impf","[]"
"dopřát","pf","[grant, indulge]"
"dorážet","impf","[arrive]"
"dorazit","pf","[arrive, reach, get, arrive at, finish off, finish, arrive in, come, make]"
"doručovat","impf","[deliver, deliver to, serve, present, hand over]"
"doručit","pf","[forward, transmit, deliver, deliver to, serve, carry, hand in, present, hand over]"
"dorůstat","impf","[wax]"
"dorůst","pf","[grow up]"
"dosazovat","impf","[]"
"dosadit","pf","[nominate, instate, install, appoint, constitute, establish]"
"dosázet","pf","[]"
"dosahovat","impf","[stretch, hit, accomplish, achieve, reach, reach into, succeed, attain, make, gain]"
"dosáhnout","pf","[chalk up, reach, achieve, touch, acquire, command, gain, manage, stretch, accomplish, get, fetch, achieve st., attain, win, procure]"
"dospívat","impf","[maturate, grow, mature, ripen, adolesce]"
"dospět","pf","[maturate, mature, come]"
"dostat","pf","[caught, achieve, conceive, acquire, gain, getting, come by, fall, get, have, land, catch, obtain, be given, receive, comply, contract, develop, kill, take, extract, live up, fetch, keep, 𐑀𐐯𐐻]"
"dostat se","pf","[reach, get]"
"dostát","pf","[comply, live up, comply with]"
"dostavovat se","impf","[proceed, show up, turn up]"
"dostavit se","pf","[appear, make an appearance, proceed, show up, turn up]"
"dostihovat","impf","[]"
"dostihnout","pf","[catch up, hunt down, attain]"
"dotahovat","impf","[]"
"dotáhnout","pf","[follow through, tighten, draw close]"
"dotahovat se","impf","[]"
"dotáhnout se","pf","[]"
"dotýkat se","impf","[meet, touch on, contact, touch, toe]"
"dotknout se","pf","[mortify, touch on, touch, handle, offend, uch, agitate]"
"doufat","impf","[trust, expect, wait, dream, hope, suppose, long]"
"dovážet","impf","[import]"
"dovézt","pf","[take, import, bring, carry, drive]"
"dovolávat se","impf","[appeal]"
"dovolat se","pf","[]"
"dovolovat","impf","[allow, afford, permit, tolerate]"
"dovolit","pf","[allow, afford, enable, leave, permit, let, take the liberty, endure, consent, authorize, countenance, tolerate]"
"dovolovat se","impf","[]"
"dovolit se","pf","[]"
"dovolovat si","impf","[]"
"dovolit si","pf","[afford, dare, afford st]"
"dovršovat","impf","[]"
"dovršit","pf","[accomplish, top off, consummate, top, crown]"
"dovršovat se","impf","[]"
"dovršit se","pf","[]"
"doznávat","impf","[]"
"doznat","pf","[avow, confess, admit, squeal, shrive, own up]"
"doznávat se","impf","[]"
"doznat se","pf","[plead]"
"dozvídat se","impf","[]"
"dovídat se","impf","[]"
"dozvědět se","pf","[clued in, ascertain, learn, get wind, find out]"
"dovědět se","pf","[ascertain, learn, find out]"
"dožadovat","impf","[require]"
"dožádat","pf","[]"
"dožadovat se","impf","[beseech, desiderate, crave, solicit, demand]"
"dožádat se","pf","[]"
"dožínat","impf","[]"
"dožnout","pf","[]"
"dožívat","impf","[]"
"dožívat se","impf","[]"
"drát","impf","[cord, wire, spoke, rib]"
"drát se","impf","[]"
"dráždit","impf","[annoy, exacerbate, bait, rile, devil, nettle, beleaguer, tantalize, harass, ride, provoke, ruffle, exasperate, irritate, touchpaper, nickname, twit, rag, razz, rally, nark, tantalise, bother, irk, pester, vex, excite, titillate, stimulate, badger, tease, gravel, aggravate, bug, banter, chafe, cod, defy, taunt]"
"drtit","impf","[crunch, pound, crush, pulverize, grind, beat, stamp, mash, shatter, crushed, mill]"
"držet","impf","[keep, hold onto, keep at, possess, detain, stick, adhere, support, hold]"
"držet se","impf","[hang on, hold out, go on, follow, stand firm]"
"dřít","impf","[tramp, plod, toil, scratch, fret, scrub, labour, labor]"
"dřít se","impf","[slog]"
"dusit","impf","[choke, throttle, stew, braise, stifle, suffocate, smother, steam, casserole, mute, strangle]"
"dusit se","impf","[choke, stifle, suffocate, gag]"
"důvěřovat","impf","[trust, bank, confide in, rely, confide, believe, entrust, swear]"
"dýchat","impf","[respirate, respire, breathe]"
"dýchnout","pf","[]"
"dechnout","pf","[]"
"evidovat","impf","[file, document]"
"existovat","impf","[exist, be, occur, subsist]"
"experimentovat","impf","[experiment with, experiment]"
"fandit","impf","[root, root for, cheer]"
"figurovat","impf","[figure, feature]"
"financovat","impf","[sponsor, fund, bankroll, subsidize, support, finance, capitalize]"
"formovat","impf","[marked, be, inform, shape, characterise, mold, its, their, turn, structure, characterize, formalize, form, leave, by, style, formative, mark, mould, on]"
"formovat se","impf","[shape up]"
"fotografovat","impf","[photograph, take photos of, take photographs, take a picture, shoot, snap]"
"foukat","impf","[puff, fan, whiff, breeze, blow]"
"fouknout","pf","[puff]"
"fungovat","impf","[function as, functionate, officiate, work, go, perform, run, do, act as, fail, behave, operate, act, function]"
"hádat","impf","[squabble, guess, quarrel, argue, altercate, row, divine, argufy]"
"hádat se","impf","[wrangle, dispute, fall out, argue, altercate, bicker, argufy, debate, scrap, be at odds with, hassle, quarrel, row, brawl, fence, contend]"
"hájit","impf","[vindicate, maintain, stand up for, guard, espouse, preserve, advocate, plead, defend, assert, stand for, keep, protect, stickle, champion, safeguard]"
"hasit","impf","[extinguish, slake, put out fire, put out, drown]"
"hasit si","impf","[]"
"havarovat","pf","[buy the farm, crash]"
"házet","impf","[cast, throw, resend, shovel, pelt, toss]"
"hemžit se","impf","[swarm, crawl about, teem, crawl]"
"hladit","impf","[fondle, burnish, stroke, caress, blot out, sleek, chafe, glaze, polish, smoothen, rub, pet, slick, smooth]"
"hlásat","impf","[preach, inculcate, proselytize, portend]"
"hlásit","impf","[call, report, announce, notify]"
"hlásit se","impf","[profess, announce oneself, enroll, register]"
"hlasovat","impf","[ballot, divide, poll, vote]"
"hledat","impf","[inquire, hunt, explore, refuge, want, go after, follow, seek, look, quest, probe, prospect, search, wanted, be after, look for, rummage, search for]"
"hledět","impf","[see, face, see to, take care, gaze, watch, make sure, peer, regard, look]"
"hledět si","impf","[]"
"hlídat","impf","[patrol, mind, tend, watch, guard, keep, watch over, ward, keep watch, baby-sit, babysit]"
"hloubit","impf","[dredge, dig, trench, hollow, excavate]"
"hloubit se","impf","[]"
"hnát","impf","[propel, pursue, chivy, impel, actuate, steer, drive, chase, rush, drift]"
"hnát se","impf","[dart, career, pursue, hurtle, scoot, run, scud, shoot, dash, rush, flash]"
"hýbat","impf","[move, budge, stir]"
"hnout","pf","[move, stir]"
"hýbnout","pf","[]"
"hýbat se","impf","[move, bend, stir]"
"hnout se","pf","[move]"
"hodlat","impf","[think, be about to, be going to, mean, be about, set out, intend, plan]"
"hodnotit","impf","[size up, weight up, range, valuate, appreciate, assess, rate, appraise, price, grade, pass judgment, rank, judge, place, evaluate, value, order]"
"honit","impf","[hunt, chivy, tail, hound, chase, rush, trail, trace, course, catch, tag, drive, track, dog]"
"honit se","impf","[rut, career, swank, dash]"
"hořet","impf","[hold water, burn, be on fire, combust, blaze, flame, glow]"
"hospodařit","impf","[housekeep, farm, manage]"
"hostit","impf","[entertain, lionise, treat, host, regale, feast]"
"hostovat","impf","[be on tour, host, tour]"
"houpat","impf","[dangle, rock, swing, cradle, sway, wobble]"
"houpnout","pf","[]"
"houpat se","impf","[swing, bob]"
"houpnout se","pf","[]"
"hovořit","impf","[call, confabulate, chat, converse, speak, talk, spiel, propose, confer, discuss, discourse]"
"hrabat","impf","[rake in, dig, dig into, seize, paw, grub, scratch, poke, pile up, burrow, rake, grab, scrape together]"
"hrábnout","pf","[snacht at, grab at]"
"hrabat se","impf","[delve, poke]"
"hrát","impf","[play, appear, act, gamble, speculate in stocks, personate, perform, enact, ludic, sport]"
"hrát si","impf","[play, fiddle, y, fool around, play games, toy]"
"hrnout","impf","[swarm, formicate, rush]"
"hrnout se","impf","[roll in]"
"hromadit","impf","[hive, hoard, pile, mass, agglomerate, parlay, clump, gather, pile up, aggregate, cumulate, accumulate, treasure, amass, heap, collect]"
"hromadit se","impf","[cumulate, pile, accumulate, gather, collect]"
"hroutit se","impf","[collapse]"
"hrozit","impf","[loom, threaten, impend, menace]"
"hrozit se","impf","[execrate, loathe, dread, abominate, abhor]"
"hřát","impf","[heat, warm, glow]"
"hřát se","impf","[]"
"chápat","impf","[comprehend, gain insight, dig, sympathise, conceive, glark, see, grasp, empathize, appreciate, construe, catch, realize, sympathize, understand, savvy, follow, take, get it, apprehend, compass, take in, grok, perceive, empathise]"
"chápat se","impf","[]"
"chopit se","pf","[take, embrace, take hold, seize, lay hands on, get hold of, catch, grab, take hold of]"
"chátrat","impf","[canker, dilapidate, decline]"
"chlubit se","impf","[pride oneself, namedrop, tout, boast, bluster, flaunt, flourish, name-drop, brag, gas, claim, show off, blow, vaunt, swash, gasconade]"
"chodit","impf","[date, move, attend, pass, pace, go, wear, come, stroll, saunter, march, trail, tramp, ambulate, locomote, go about, dating, travel, roam, walk]"
"chovat","impf","[entertain, harbour, grow, cuddle, cherish, breed, nurture, behave, rear, encourage, keep, foster, kennel, nurse, raise, farm, bear]"
"chovat se","impf","[behave, deal, act on, act, conduct, comport, bear, deport, do, carry, conduct oneself, acquit]"
"chránit","impf","[patrol, shield, shelter, guard, save, shade, screen, preserve, patronize, ward, police, defend, keep, protect, safeguard]"
"chránit se","impf","[]"
"chtít","impf","[fancy, desire, like, will, want, choose, please, wanna, wish, mean, would like, be willing to, intend]"
"chtít se","impf","[]"
"chutnat","impf","[like, taste, smack, enjoy, savour]"
"chválit","impf","[laud, compliment, commend, glorify, applaud, praise]"
"chvět","impf","[shake, shiver, quake, vibrate, quiver]"
"chvět se","impf","[shake, dither, oscillate, shiver, tremble, vibrate, shudder, quiver, wobble, flutter, quaver, dodder, quake]"
"chybět","impf","[fail, default, be absent, be away, be lacking, be missing, absent, miss, lack]"
"chybovat","impf","[mistake, make a mistake, err, slip, error]"
"chybit","pf","[mistake, fail, err, slip, miss]"
"chystat","impf","[prepare, brew, plan]"
"chystat se","impf","[prepare oneself, be about to, be on the point of, be about, get ready, plan]"
"chytat","impf","[prey, grasp, fish, capture, try to catch, angle, catch, grab]"
"chytit","pf","[caught, ignite, seize, reach, hunt down, entrap, save, snatch, conceive, overtake, grasp, get, catch, trap, inflame, make, fasten, mesh, surprise, collar, nail, contract, capture, catch fire, take hold of, take, pick up, apprehend, clutch, fish, get hold of, grab, snap]"
"chytnout","pf","[seize, snaffle, possess, snatch, catch, grab]"
"chytat se","impf","[clutch]"
"chytit se","pf","[catch on]"
"chytnout se","pf","[]"
"chytit se","pf","[catch on]"
"chytnout se","pf","[]"
"ignorovat","impf","[ostracise, slight, ostracize, disregard, sink, cold-shoulder, marginalize, downplay, eliminate, despise, cold shoulder, ignore, snub, neglect]"
"jásat","impf","[jubilate, whoop, triumph, crow, rejoice, exult, cheer]"
"jednat","impf","[negotiate, for action, deal, move, treat, proceed, comport, deport, do, confer, behave, practise, transact, act, conduct, engage, liaise, bear, carry, acquit, discuss, traffic]"
"jednat se","impf","[]"
"jet","impf","[move, locomote, wheel, go, jet, go on, drive, travel, ride, walk]"
"jevit","impf","[evince, manifest, display, show, indicate, exhibit]"
"jevit se","impf","[appear, seem]"
"jezdit","impf","[get about, go around, go, come, run, get around, drive, travel, commute, ride, walk]"
"jímat","impf","[]"
"jmout","pf","[]"
"jíst","impf","[take, dine, partake, eat, consume, guzzle, mess, devour]"
"jít","impf","[fare, trudge, plod, amble, work, go, come, do, ride, make out, march, tend, tread, wend, trot, step, drive, travel, walk]"
"jmout se","pf","[]"
"kandidovat","impf","[run]"
"kašlat","impf","[sputter, give a damn, cough]"
"kázat","impf","[sermonize, preach, inculcate, prophesy, pontificate]"
"kazit","impf","[worsen, debauch, upset, corrupt, overindulge, vitate, destroy, mess up, decay, blight, vitiate, deteriorate, mangle, weaken, taint, aggravate, spoil, sully, mar, impair, pervert]"
"kazit se","impf","[go bad, decay]"
"klamat","impf","[con, mislead, trick, jockey, beguile, cozen, fool, defraud, double cross, feint, entice, decieve, cajole, err, juggle, bamboozle, bilk, delude, cheat, belie, tempt, hocus, misrepresent, betray, mock, bluff, deceive, seduce]"
"klamat se","impf","[]"
"klást","impf","[juxtapose, put down, set, locate, lay, build, pose, deposit, lay down, place, position, put]"
"klást se","impf","[]"
"klepat se","impf","[shake]"
"klepat","impf","[tap, pat, knock, hammer, ping, clap, beat]"
"klepnout","pf","[rap, tap, knock, clap, click]"
"klesat","impf","[drop, fall over, descend, gravitate, sink, go down, lower, settle, fall off, diminish, decrease, descent, come down, droop, fall, plunge, abate, duck, wane, decline, subside, drop off, dwindle, fall asleep]"
"klesnout","pf","[drop, fall over, descend, sink, go down, lower, fall off, decrease, come down, wear away, droop, fall, abate, sag, decline, slump, subside, tumble, turn down, fall asleep]"
"klouzat","impf","[plane, slip, slide, skid, skim, glide, be slippery]"
"klouznout","pf","[slip, skid, slide, glide, be slippery]"
"klouzat se","impf","[slide]"
"kolísat","impf","[shake, waver, vary, oscillate, vacillate, fluctuate, falter, sway, wobble, stagger]"
"kolovat","impf","[circle round, circulate]"
"kombinovat","impf","[combines, combine]"
"kombinovat se","impf","[]"
"komplikovat","impf","[perplex, complicate, hinder, hamper, involve, embarrass]"
"komplikovat se","impf","[]"
"komunikovat","impf","[communicate]"
"konat","impf","[practice, prosecute, perform, do, serve, execute, take place, observe, hold, come of, practise, act, exert, carry out, have, render]"
"konat se","impf","[be given, be held, take place]"
"koncertovat","impf","[]"
"končit","impf","[come to an end, be over, conclude, result, cease, stop, abate, expire, go out, end, finish, quit, terminate, complete]"
"konkurovat","impf","[compete, compete with, rival, contend]"
"konstruovat","impf","[build, construct, engineer, structure]"
"kontrastovat","impf","[contrast]"
"kontrolovat","impf","[examine, direct, scan, screen, oversee, superintend, curb, scrutinize, audit, restrain, verify, patrol, control, monitor, handle, check, rein, command, manage, collate, police, scrutinise, calibrate, revise, hold in, inspect, supervise]"
"konzultovat","impf","[consult]"
"kopat","impf","[mine, hack, dig, cave, kick, pick, delve, boot]"
"kopnout","pf","[hack, dig, kick, boot, spurn, foot]"
"kopírovat","impf","[replicate, make a copy, duplicate, imitate, reproduce, run off, trace, 𐐿𐐪𐐹𐐨, rip, re-create, mimic, copy, photocopy]"
"korespondovat","impf","[answer, correspond]"
"koukat","impf","[deem, show, look at, look, peek, see, view, peep, watch, peer, regard, consider, pertain]"
"kouknout","pf","[peep, look, peek]"
"koupat","impf","[bathe, submerge, drench, wash, wash over, bath, rinse]"
"koupat se","impf","[bathe, have a bath, bath]"
"kupovat","impf","[obtain, take, coff, take over, cap, buy, get, purchase]"
"koupit","pf","[take over, shop, bought, buy, get, purchase, buy in]"
"kouřit","impf","[fume, smoke, reek, give head]"
"kouřit se","impf","[]"
"kráčet","impf","[tread, pace, step, stride, march, walk]"
"kralovat","impf","[king, reign]"
"krást","impf","[nick, pinch, glom, thieve, rob, steal, rip off, shoplift, rabbit, poach, pilfer]"
"krást se","impf","[sidle, sneak, prowl]"
"krátit","impf","[cancel, shorten, abridge]"
"krátit se","impf","[]"
"krčit","impf","[cringe, crumple]"
"krčit se","impf","[crouch, cringe, cower]"
"kreslit","impf","[crayon, paint, portray, draw, pencil, trace, draught, plot, design, draft, sketch, chart, mark]"
"kritizovat","impf","[upbraid, knock, batter, censure, fault, castigate, snipe, lambast, denounce, pick holes in, find fault, carp, criticize, criticise, attack, lash, animadvert, decry, comment, judge, slate]"
"krmit","impf","[feed, plump, cram, diet, nourish, nurture, fatten, fodder]"
"kroutit","impf","[wriggle, coil, squirm, twiddle, curve, wring, wrest, writhe, turn, wrench, tweak, screw, twirl, twist, crisp, warp, wind]"
"kroutit se","impf","[squirm, wriggle, worm, wrestle, turn, writhe, twist]"
"kroužit","impf","[rotate, tend, gyrate, ring, wheel, twirl, orbit, circle, cycle, revolve, whirl]"
"krýt","impf","[cover, hide, shelter, service, guard, save, back up, protect]"
"krýt se","impf","[concur, coincide]"
"křičet","impf","[rant, whoop, hollo, squall, clamour, exclaim, scream, cry, call, holler, yowl, yell, squeak, bellow, bawl, wail, shout, shriek]"
"křiknout","pf","[cry, shout]"
"kvést","impf","[flourish, blossom, bloom, be in blossom, flower, abloom]"
"kývat se","impf","[swing, nutate]"
"kývat","impf","[dangle, nod, swing, beckon, noddle]"
"kývnout","pf","[nod]"
"ladit","impf","[cohere, debug, attune, harmonize, test, tone, tune up, harmonise, tune]"
"lákat","impf","[ensnare, draw, solicit, allure, lure, tempt, licit, beckon, woo, invite, trap, entice, draw on]"
"lámat","impf","[break, smash, smatter, quarry, fracture]"
"lámat se","impf","[]"
"lámat si","impf","[]"
"léčit","impf","[doctor, treat, attend, treat (medically), heal, nurse, treat illness, attend (a patient), medicine, cure, medicate, apply remedies]"
"lehat","impf","[]"
"lehnout","pf","[recline, lie down, go to bed]"
"lepit","impf","[agglutinade, post, glue, paste up, post up, stick, paste, bond, placard]"
"lepit se","impf","[stick, adhere, cling]"
"lepšit se","impf","[]"
"lesknout se","impf","[sparkle, glare, gleam, glisten, glint, glance, shine]"
"létat","impf","[flit, fly, go, wing]"
"letět","impf","[plummet, flit, fly, scoot, aviate, scud, wing]"
"lézt","impf","[climb, clamber, worm, creep, crawl, scramble]"
"ležet","impf","[underlie, recline, rest, lie down, be, be in a lying position, lay, lie]"
"lhát","impf","[tell lies, tell a lie, lie, speak untruthfully, prevaricate, fib]"
"líbat","impf","[give a kiss, kiss, buss, osculate, smooch]"
"líbat se","impf","[kiss]"
"líbit se","impf","[love, like, pleasure, gas, enjoy, please, be pleasing, relish]"
"libovat si","impf","[wallow, revel, indulge]"
"linout se","impf","[]"
"listovat","impf","[skim, page, list, browse]"
"lišit","impf","[distinguish, differ]"
"lišit se","impf","[differentiate, vary, differ]"
"lít","impf","[cast, mint, shed, shower, beat down, spill, strike, pour]"
"lít se","impf","[pour, run, flow]"
