"observe","observed","pf"," Additionality is to be fully observed as a condition for continuing this programme."
"hold","held","impf"," Therefore, the EDPS considers that common standards should apply on access by law enforcement authorities to personal data held by private parties, so as to ensure that access is permitted only on the basis of well defined conditions and limitations."
"furnish","furnished","pf"," Council Regulation ( EEC ) No 352/ 78 of 20 February 1978 on the crediting of securities, deposits and guarantees furnished under the common agricultural policy and subsequently forfeited ( OJ L 50, 22.2.1978, p. 1 )."
"dominate","dominated","impf"," The quest for a negotiated agreement has dominated the region for decades."
"wish","wish","impf"," I wish to thank her, at this juncture, for the commitment shown over the course of these six months."
"act","act","impf"," The economic governance package, country-specific recommendations and the stability mechanisms : this is how Europe should seriously draw the lessons from the crisis and act upon them."
"criticise","criticised","impf"," At that time we were very much criticised, but now - unanimously - the governments of Europe have decided to increase the effective lending capacity."
"leave","left","pf"," Finally, since the establishment of links is left to national legislation, it has as a possible consequence that links which are illegal in one Member State can be established by another one, thus feeding "" illegal "" data into the system."
"exceed","exceed","pf"," As a general rule, the funding may not exceed 50 % of the total cost of the action or measure, the rest being covered either by public or private funds or a combination of the two."
"implement","implemented","pf"," Readily available fallback procedures shall be implemented in order to respect the dignity of persons who could have been wrongly identified and to avoid transferring onto them the burden of the system imperfections."
"talk","talk","impf"," I am the first person to say and admit that there is much more we need to do, and I will talk more of that later on this morning."
"exclude","excluding","pf"," On 14 September, when the French president and the German chancellor announced that they had no intention of excluding Greece from the Eurozone, their declaration came very close to backfiring."
"finish","finish","pf"," Let me finish breakfast."
"avert","avert","pf"," And Europe would avert the looming depression."
"surrender","surrendered","pf"," When the European Union was created, it was the embodiment of an open society – a voluntary association of equal states that surrendered part of their sovereignty for the common good."
"add","add","pf"," - add to Article 19(1 )( c ) that information should also be provided on "" the time-limits for storing the data "","
"deduct","deducted","pf"," This article is intended to record any revenue arising from exercise of rights in connection with a guarantee under Item 01 04 01 05, provided that this revenue has not been deducted from expenditure."
"ratify","ratified","pf"," All Member States have ratified Convention 108."
"need","needed","impf"," In any case, clarification is needed in this regard."
"pose","poses","impf"," Although this is also true concerning other alerts, the EDPS will devote a specific chapter to this alert, because it poses specific problems concerning the grounds for inclusion."
"amend","amend","pf"," In particular, the suggestion made by the JSA Schengen to amend the proposed Decision in order to include in it this access is to be followed."
"count","counts","impf"," The damage is less worse than it looks. but what counts, is that the men are unharmed."
"pay","paid","pf"," Sums which are lost in the financing of the common agricultural policy as a result of irregularities or negligence and then recovered are paid to the paying departments or agencies and deducted by them from the expenditure financed by the European Agricultural Guidance and Guarantee Fund."
"check","check","impf"," We need to ensure rapid technology transfer and we need to make sure that the developing countries also make commitments to check the development for which they are currently heading."
"insist","insisting","impf"," If there is no convincing justification, he suggests reducing them to their current duration, insisting particularly on the case of alerts for the purpose of discreet surveillance or specific checks."
"respect","respect","impf"," Readily available fallback procedures shall be implemented in order to respect the dignity of persons who could have been wrongly identified and to avoid transferring onto them the burden of the system imperfections."
"take","taken","impf"," Moreover, as far as the proposed Regulation is concerned, since the Directive is the lex generalis, its Article 22 must be taken into account;"
"accompany","accompanied","impf"," As a general comment, the tendency to use biometric data in EU wide information systems ( VIS, EURODAC, Information System on driving licences etc. ) is growing steadfastly, but is not accompanied by a careful consideration of risks involved and required safeguards."
"adjust","adjust","pf"," The Facility may however decide to adjust the NAV reported by the fund if there are issues that may affect the valuation."
"carry","carried","impf"," Where the Commission is involved, Regulation ( EC ) No 45/ 2001 applies, including the role of the EDPS, whether the activities are carried out in the framework of the first ( proposed Regulation ) or third pillar ( proposed Decision )."
"trust","trust","impf"," I trust him."
"deem","deems","impf"," however, in view of the consequences for the persons concerned and of the legal uncertainty it creates, he deems it not acceptable."
"choose","choosing","impf"," In the long run, surface democracy - democracy that floats on the top with people casting their votes freely on election day and choosing their government - will not survive if deep democracy fails to take root."
"title","titled","pf"," The pair are well-known theatre producers and film makers, and they have written a piece titled Raus, in German."
"miss","missing","impf"," The new proposals foresee an automatic deletion ( with possibility to object for the issuing Member State ) after 5 years for immigration data, 10 years for data on arrest, missing persons and persons wanted for judicial procedures, and 3 years for persons to be put under discreet surveillance."
"prevent","preventing","pf"," The Commission fails to make a convincing case for the use of a First Pillar "" transport "" legal basis for a measure which would allow access to the SIS by administrative authorities for the purposes of preventing and fighting crime ( trafficking of stolen vehicles )."
"behave","behave","impf"," What Immanuel Kant meant, ladies and gentlemen, is that no book can teach you in advance how to govern - or even behave - in freedom."
"alert","alerting","pf"," ML5 Fire control, and related alerting and warning equipment, and related systems, test and alignment and countermeasure equipment, as follows, specially designed for military use, and specially designed components and accessories therefor :"
"envisage","envisage","impf"," The proposals envisage comitology procedures in several cases where technological decisions for the implementation or the management of the SIS II are required."
"divide","dividing","impf"," The euro crisis is now turning the EU into something fundamentally different, dividing member countries into two classes – creditors and debtors – with the creditors in charge."
"end","end","pf"," Gaddafi must go from power and must end his regime."
"lend","lending","pf"," Back then, the International Monetary Fund saved the global banking system by lending just enough money to heavily indebted countries;"
"live","living","impf"," Bret must be in a living hell right now."
"sit","sits","impf"," Alex sits in the frontseat."
"identify","identified","pf"," Readily available fallback procedures shall be implemented in order to respect the dignity of persons who could have been wrongly identified and to avoid transferring onto them the burden of the system imperfections."
"authorise","authorised","pf"," Moreover, in complement to Article 10 ( 1 ) ( f ) or Article 18 of the proposed Decision and Article 17 of the proposed Regulation concerning the duly authorised staff who has access to the data, it should be added that Member States ( as well as Europol and Eurojust ) should ensure that precise user profiles are available ( that should be kept at the disposal of the national supervisory authorities for checks )."
"perform","perform","impf"," These data are not needed to perform an action ( arrest, surveillance, ... ), and the only reason why they could be introduced is probably to benefit Europol or Eurojust."
"go","going","impf"," The situation of Member States is not really clear, as it is rather difficult to know which authority(ies ) is(are ) going to be the data controller(s )."
"monitor","monitor","impf"," - monitor tourism development and measure the initiative 's impact on each destination 's economy ( the use of local satellite accounts for at least two years before and three years after designation will be considered favourably by the group when making the assessment );"
"concentrate","concentrate","pf"," Ok guys, concentrate."
"expose","exposed","pf"," By transferring their right to print money to the European Central Bank ( ECB ), member countries exposed themselves to the risk of default, like Third World countries heavily indebted in a foreign currency."
"modify","modified","pf"," "" Software "" specially designed or modified for the "" development "", "" production "" or "" use "" of equipment or materials controlled by the EU Common Military List."
"print","print","impf"," By transferring their right to print money to the European Central Bank ( ECB ), member countries exposed themselves to the risk of default, like Third World countries heavily indebted in a foreign currency."
"form","forms","impf"," they give rise to the provision of corresponding appropriations and to implementation according to Annex V to this part of the statement of expenditure of this section, which forms an integral part of the general budget."
"publish","publishes","pf"," The Commission publishes all new euro coin designs [ 2 ] with a view to informing all parties required to handle coins in the course of their work and the public at large."
"permit","permitted","pf"," v ) Common standards should apply to access by law enforcement authorities to personal data held by private parties, so as to ensure that access is permitted only on the basis of well defined conditions and limitations."
"avoid","avoiding","pf"," He recommends avoiding or at least seriously limiting the possibility for Member States to use national copies."
"grant","granting","pf"," Article 18 ( 3 ) of the proposed Regulation grants access to authorities responsible for granting refugee status, pursuant to a Directive which has not yet been even proposed."
"withdraw","withdrawn","pf"," Concerning the alerts for the purpose of refusing entry, the provisions based on not yet adopted legislation should be either withdrawn or redrafted in a way - based on existing legislation- that allows the individuals to know which measures exactly the authorities can take regarding him/ her."
"assign","assigned","pf"," In accordance with Article 18 of the Financial Regulation, any revenue will be used to provide additional appropriations to finance the expenditure to which this revenue is assigned."
"explain","explain","pf"," The proposals do not clearly explain the need for national copies of the central system and trigger serious concerns regarding the overall level of risk and security of the system, such as :"
"elaborate","elaborated","pf"," The Schengen provisions elaborated in an intergovernmental framework will be fully transformed in classic European law instruments."
"practice","practice","impf"," I 'll give you one month to practice."
"fulfill","fulfilled","impf"," According to Article 52 of the Charter, it is recognized that these rights may be subjected to limitations, provided that similar conditions are fulfilled as apply under Article 8 ECHR."
"release","release","pf"," The European Parliament will therefore release the reserve once :"
"hamper","hamper","impf"," - to overcome the financial obstacles which may hamper the start-up phase of a project, particularly by means of feasibility studies,"
"hope","hope","impf"," There is still substantial work to be done, but I hope that at the end of the month we can sign off on the remaining chapters in the Accession Conference."
"reinforce","reinforce","pf"," You may remember that, in January when the Commission presented the annual growth survey, a very important topic was the need to reinforce the effective lending capacity of the EFSF."
"recognise","recognises","pf"," - The EDPS recognises that the use of biometric data can improve the performance of the system and help the victims of identity theft."
"lock","lock","pf"," Baby, lock the door."
"model","modelled","pf"," These provisions could be modelled analogous to the Articles 24-26 of Regulation 45/ 2001/ EC."
"block","block","pf"," Quickly. block the exit."
"hate","hate","impf"," I hate your fuckin ' guts!"
"write","written","pf"," I have written a letter to the members of the European Council outlining the positions of the Commission on what I believe are the most important items on the agenda, and I would like to share our positions with you."
"order","ordered","pf"," Who ordered sushi?"
"reduce","reduce","pf"," the appellant expresses the view that the Court of First Instance wrongly dismissed, as being inadmissible, its request that that Court reduce the flat-rate correction imposed on the basis of its unlimited jurisdiction."
"issue","issued","pf"," The 10-, 20- and 50-cent coins and the 1- and 2-euro coins will be issued by the Republic of Slovenia with the new common sides of the euro coins [ 3 ]."
"specify","specifying","pf"," Moreover, it provides for common standards specifying these principles, in view of their application in this area."
"understand","understands","impf"," The EDPS understands the difficulties of legislating in a complex and constantly evolving environment;"
"dismiss","dismissed","pf"," the appellant expresses the view that the Court of First Instance wrongly dismissed, as being inadmissible, its request that that Court reduce the flat-rate correction imposed on the basis of its unlimited jurisdiction."
"handle","handling","impf"," In order to obtain this satisfactory level of protection, proper safeguards have to be implemented for handling the potential risks related to the infrastructure of the system and to the persons involved."
"propose","proposed","pf"," Another possibility is to restrict explicitly in the proposed Decision and proposed Regulation the scope of the exceptions that can be used under Article 13 Directive or Article 9 Convention, laying down, for instance, that Member States can only restrict the rights of access and information, but not the data quality principles."
"wanna","Wanna","impf"," Wanna have a ride?"
"drink","drink","impf"," I ca n't drink, uncle."
"exit","exit","pf"," Close off exit 128 immediately."
"operate","operate","impf"," however, as stated in the Recitals, it "" does not affect the principle that the SIS II constitutes one single information system that should operate as such."
"compose","composed","impf"," ( d ) In the third column of tables 1 and 2, the allocation for "" Regional Cooperation "" ( EUR 1418, 94 million ) is composed as follows :"
"supplement","supplemented","impf"," This obligation laid down in Article 40 of the proposed Decision and Article 21.2 of the proposed Regulation should be supplemented by an obligation for the national authorities to keep an up-to-date list of persons entitled to access the SIS II."
"circumscribe","circumscribed","pf"," - access for a purpose other than SIS II, but well circumscribed in the proposals;"
"aid","aided","impf"," This appropriation is intended to cover expenditure on controls which the Commission will carry out on expenditure, including expenditure on its own prerogatives, using all means likely to avoid undue payment and, in particular, by means of on-the-spot checks, such as expenditure on the technical improvement of such controls as well as audit costs, in particular where aided by audit firms."
"begin","begin","pf"," Therefore, there are many reasons why we must begin in the cities and, as I have said, we must not forget the rural areas."
"become","become","impf"," By then I 'll become Master Tiger."
"wait","wait","impf"," There, where the sinners lie shackled to the rack on all fours, and the ropes are screwed tighter millimetre by millimetre, and one can only wait for the big bang that will tear all one ’ s limbs off at the end?"
"aim","aim","pf"," The European Investment Bank is invited to aim to cover the commercial risk on 30 % of its lending from non-sovereign guarantees."
"save","save","pf"," It 's best to save your energy."
"deliver","deliver","pf"," My job was to deliver you this Porsche."
"restrict","restrict","pf"," Another possibility is to restrict explicitly in the proposed Decision and proposed Regulation the scope of the exceptions that can be used under Article 13 Directive or Article 9 Convention, laying down, for instance, that Member States can only restrict the rights of access and information, but not the data quality principles."
"mention","mention","pf"," The Recitals of both the proposed Regulation and proposed Decision mention that this possibility could be used by Member States when implementing the proposals at national level."
"remind","remind","pf"," In order to clarify this context and to remind what the main points of reference for our examination are, it is useful to list the following :"
"encourage","encouraged","impf"," A country that can succeed in one sphere of peaceful competition is encouraged to feel that it can do well in others."
"speak","speak","pf"," There have been three excellent reports which I shall speak on in my next intervention, but I do want to thank the rapporteurs."
"share","share","pf"," I have written a letter to the members of the European Council outlining the positions of the Commission on what I believe are the most important items on the agenda, and I would like to share our positions with you."
"stand","stand","impf"," The wording "" STATI INU OBSTATI "" ( To stand and withstand ) is inscribed in a semi-circle in the upper three quarters."
"surround","surrounded","impf"," The image is surrounded by twelve stars, positioned between which appears the inscription "" SLOVENIJA ""."
"break","break","pf"," I only know how to break girl 's heart."
"change","change","pf"," The proposals reiterate that the existence of links cannot change the access rights ( indeed, it would otherwise give access to data the processing of which would not be lawful under national legislation, in breach of Article 6 of the Directive )."
"draw","draw","impf"," In order to honour its obligations, the Commission may draw on its cash resources to service the debt provisionally."
"regard","regarding","impf"," Moreover, applying one legal instrument to all activities by the Commission in the context of the SIS II, not only makes more sense from a practical point of view, but also improves consistency ( ensuring, according to Recital 21 of the proposed Regulation a "" consistent and homogeneous application of the rules regarding the protection of individuals ' fundamental rights and freedoms with regard to the processing of personal data "" )."
"complete","completed","pf"," These security measures are completed by monitoring and organisational safeguards."
"return","returning","pf"," Since the adoption of the SIS II proposals, a "" Directive on common standards and procedures in Member States for returning illegally staying third-country nationals "" has been proposed by the Commission ( on 1 September 2005 ), but as long as this text is not final, it cannot be considered as a valid ground for entering data into a system."
"disburse","disbursed","pf"," Interest subsidies ( three percentage points a year for no more than 12 years on a principal not exceeding EUR 15 850 000 ) may be granted on loans disbursed by the European Investment Bank to support investments carried out in the areas affected by the cyclone in Madeira in October 1993."
"use","used","pf"," The SIS allows competent authorities in Member States to exchange information which is used for performing controls on persons and objects at the external borders or on the territory, as well as for the issuance of visas and residence permits."
"sign","signed","pf"," Concerning Decision 97/ 256/ EC, a contract of guarantee between the European Community and the European Investment Bank was signed in Brussels on 25 July 1997 and in Luxembourg on 29 July 1997 setting up a guarantee restricted to 70 % of the aggregate amount of the credits opened, plus all related sums."
"feel","feeling","impf"," I 'm not feeling any pain."
"serve","serve","impf"," That is the case when both activities serve the same purpose."
"correspond","corresponds","impf"," The amount shown for interest due represents the outstanding balance carried over and corresponds to interest due from France."
"associate","associated","impf"," Not only has Greece has become a symbol of administrative chaos, but it has also come to be associated with a burden of ever increasing debt that Germany and other rich Eurozone countries are reluctant to carry."
"find","found","impf"," This follows from the definition of alerts found both in the proposed Regulation and the proposed Decision ( Art.3.1.a of both instruments :"
"limit","limiting","pf"," In order to ensure a strict purpose limitation at national level, the EDPS recommends to introduce in the SIS II proposals ( namely Article 21 of the proposed Regulation and Article 40 of the proposed Decision ) a provision to the same effect as the current Article 102.4 of the Schengen Convention, limiting the possibility for Member States to provide for use of the data not foreseen in the SIS II texts."
"raise","raises","pf"," This structure raises the question of how to deal with specialised sets of rules in their relationship to general law."
"accelerate","accelerate","pf"," I believe we should increase their rate of absorption and accelerate those funds, aiming for a significant impact on improving competitiveness and employment."
"complement","complemented","pf"," The data protection regime is determined partly in the proposals themselves, as a "" lex specialis "", complemented by a different legislation of reference ( "" lex generalis "" ) for each sector ( Commission, Member States in first pillar, Member States in third pillar )."
"credit","credited","pf"," - securities forfeited and, in particular, those to be credited to the EAGGF under Council Regulation ( EEC ) No 352/ 78,"
"combine","combined","pf"," But not this time, because the financial problems were combined with a process of political disintegration."
"suspend","suspend","pf"," Council Regulation ( EC ) No 2040/ 2000 of 26 September 2000 on budgetary discipline ( OJ L 244, 29.9.2000, p. 27 ), and in particular Article 14 thereof, which lays down that, in the event of manifest non-compliance with the rules, the Commission may reduce or provisionally suspend the monthly advances to Member States, without prejudice to the decisions taken in connection with the clearance of accounts."
"read","read","pf"," Now that we 're all comfortable, why don'tyou read us your story?."
"lay","laid","pf"," The objective of the SIS II seems much broader than the objective of the current SIS as laid down in Article 92 of the Schengen Convention, which referred specifically to "" ( ... ) access alerts on persons and property for the purposes of border checks and other police and customs checks ( ... ) and ( concerning Article 96 alerts ) for the purpose of issuing visas, residence permits and the administration of legislation on aliens ( ... ) ""."
"occur","occur","impf"," The existing JSA has the competence to examine difficulties of interpretation or application of the Convention, to study problems that may occur with the exercise of independent supervision or of the right of access, and to draw up harmonised proposals for joint solutions to existing problems."
"illustrate","illustrated","pf"," These common requirements could contain in particular the following elements ( the need of which is illustrated by the SIS II proposals ) :"
"film","films","impf"," He films us."
"establish","establishing","pf"," On 1 June 2005, the European Commission presented three proposals for establishing the SIS II."
"annul","annul","pf"," - set aside the judgment delivered by the Court of First Instance on 25 July 2006 in Case T-221/ 04 and, upholding the action brought by the present appellant, annul Commission Decision 2004/ 136/ EC [ 1 ] of 4 February 2004;"
"forget","forget","pf"," We are commemorating and remembering what happened in London on 7 July 2005, an event we will never forget."
"improve","improve","pf"," The recommendations made hereunder will also strive to improve consistency as much as possible ( see for instance the powers of the national supervisory authorities )."
"try","tried","pf"," Heads of State or Government have tried to find a compromise with the Lisbon Treaty."
"present","presented","pf"," The use of biometrics for identification ( comparison of one to many ) presented in the proposal as a future implementation of a "" biometrics search engine "" are more critical because the results of this process are less accurate than the use for authentication or control ( one to one comparison )."
"collect","collected","pf"," The source of biometric data and the way they will be collected are not detailed."
"postpone","postponed","pf"," On 16 September, the European Commission finally proposed that any country seeking to temporarily restore border controls should first seek authorisation from Brussels - an announcement that had initially been scheduled for three days earlier, but which had then been magically postponed until after the Danish general election vote."
"endow","endowed","impf"," If it is clear that data protection authorities can exercise with regard to the SIS II all the supervisory competences they are endowed with under the Directive, the cooperation of these authorities can cover broad aspects of the supervision of the SIS II, including the tasks of the existing JSA as developed in Article 115 of the Schengen Convention."
"facilitate","facilitate","pf"," It should be added therefore in the Article 12 of the proposals that the Commission should regularly propose the implementation of new technologies which represent the state of the art in this field and which will enhance data protection and security levels, as well as facilitate the tasks of the national authorities which have access to these data."
"locate","located","pf"," One can suppose that the need to "" request "" information was justified by the cases where the data subject cannot be informed because he is not located."
"cause","caused","pf"," In the normal course of its activity, the Facility may enter into swap contracts with a view to hedge specific lending operations, denominated in actively traded currencies other than the euro, in order to offset any gain or loss caused by foreign exchange rate fluctuations."
"conceive","conceived","pf"," it elaborates ( specifies or adds to ) the lex generalis but is not conceived as an exception from it."
"delete","deleted","pf"," That means that even if Europol or Eurojust have an access to these data, this is not sufficient ground for maintaining them in the system ( for instance, once a wanted person has been extradited, the data should be deleted, even if they could be useful for Europol )."
"head","heading","impf"," We need to ensure rapid technology transfer and we need to make sure that the developing countries also make commitments to check the development for which they are currently heading."
"transform","transformed","pf"," The Schengen provisions elaborated in an intergovernmental framework will be fully transformed in classic European law instruments."
"pursue","pursued","impf"," The aim of this initiative is to draw attention to the value, diversity and shared characteristics of European tourist destinations and to promote destinations where the economic growth objective is pursued in such a way as to ensure the social, cultural and environmental sustainability of tourism."
"advise","advises","impf"," The EDPS advises that decisions with a substantial impact on data protection like for instance access to and introduction of data, exchange of supplementary information, quality of data and compatibility between alerts, technical compliance of national copies, etc."
"design","designed","pf"," 3. non-magnetic diesel engines specially designed for military use with a power output of 37, 3 kW ( 50 hp. ) or more and with a non-magnetic content in excess of 75 % of total mass."
"define","defined","pf"," Enrolment is a critical step in the overall process of biometric identification and cannot be only defined by annexes or further sub-group discussions as it will directly condition the end-result of the process i.e."
"bust","busted","pf"," You 're totally gonna get busted."
"make","made","impf"," The EDPS welcomes the obligation of logging all transactions made in connection by Europol and Eurojust, as well as the interdiction of copying or downloading parts of the system."
"fulfil","fulfil","pf"," It is an important provision that should, for instance, not make it impossible for the police to fulfil its legal obligations under national law to disclose information to immigration services or taxation authorities."
"hear","hear","impf"," Karl, do you hear me?"
"determine","determine","pf"," ( 3 ) If a part of a CTV, such as a chassis, has obtained local origin under Article 24 of the Community Customs Code on the basis of a physical processing or working test, is it then still necessary to determine a value for such part in order to apply to the CTV the specific origin rule for CTVs contained in Annex 11 to the Implementing Regulation?"
"accord","according","impf"," There are, according to this structure three different combinations of lex generalis and lex specialis."
"forfeit","forfeited","pf"," Council Regulation ( EEC ) No 352/ 78 of 20 February 1978 on the crediting of securities, deposits and guarantees furnished under the common agricultural policy and subsequently forfeited ( OJ L 50, 22.2.1978, p. 1 )."
"control","controlled","impf"," Its permanency is not absolute and need to be controlled."
"confer","conferred","impf"," - in the Regulation : it must be considered that they can exercise, with regard to the SIS II all the competences conferred to them by Article 28 of the Directive 95/ 46/ EC;"
"conduct","conducted","pf"," The JSA Schengen has conducted a comprehensive study [ 10 ] on that matter and came up with recommendations that "" policy makers should consider harmonising the reasons for creating an alert in the different Schengen States ""."
"earmark","earmarked","pf"," Part of the appropriation may be earmarked for cofinancing the initiative that northern Mediterranean regions are implementing, with the introduction of the special development plan that was presented at the Barcelona Summit in November 2005."
"sport","sporting","impf"," But that argument ignores the effect of sporting success on national morale, an intangible factor in a country ’ s success in other, more “ serious, ” spheres of endeavor."
"walk","walk","impf"," Ca n't believe we have to walk."
"depend","depend","impf"," The extent of creditor countries ’ losses would depend on the extent of the depreciation, giving them an interest in keeping the depreciation within bounds."
"maintain","maintaining","impf"," That means that even if Europol or Eurojust have an access to these data, this is not sufficient ground for maintaining them in the system ( for instance, once a wanted person has been extradited, the data should be deleted, even if they could be useful for Europol )."
"shift","shifting","impf"," Creditors are shifting the entire burden of adjustment on to the debtor countries and avoiding their own responsibility."
"commit","committed","pf"," The Commission must submit, each year, a report on the implementation of funds committed under this article, as well as updated estimates of the costs and time schedules for operations to decommission the nuclear reactors concerned."
"marry","marrying","impf"," Then why make Tiger marrying her?"
"paint","paint","impf"," But I wo n't paint your shacks!"
"scream","screaming","impf"," You were screaming in your sleep."
