"drive","driving","impf"," As a general comment, the tendency to use biometric data in EU wide information systems ( VIS, EURODAC, Information System on driving licences etc. ) is growing steadfastly, but is not accompanied by a careful consideration of risks involved and required safeguards."
"hurt","hurt","pf"," Do n't hurt me."
"deal","deal","impf"," In particular, only the services inside these organisations which have to deal with the SIS II data, should get an access to it."
"hang","hang","pf"," Who am I speaking to? do n't hang up."
"depict","depicts","pf"," The centre of the coin depicts the ancient Sovereign Enthronement Stone."
"prove","proves","pf"," This would be better addressed by adding an exception to the right of information in cases where the provision of information proves impossible or involves a disproportionate effort."
"affect","affect","pf"," however, as stated in the Recitals, it "" does not affect the principle that the SIS II constitutes one single information system that should operate as such."
"achieve","achieve","pf"," In order to secure the full involvement of all actors concerned, to prepare the public and achieve the greatest impact, certain activities must be set up in 2006, in preparation to the 2007 European Year."
"admire","admire","impf"," I am going to end with a very small quote from an anthropologist, a woman I admire very much, Margaret Mead."
"turn","turn","pf"," His curly locks turn the color of a flaming brushfire!"
"sleep","sleeping","impf"," Of course she 's sleeping."
"see","see","impf"," - Similarly, the combined application of legal instruments can not have as a result that the level of data protection ensured under the current Schengen Convention will be lowered ( see for instance the remarks hereunder about Article 13 of Directive 95/ 46/ EC )."
"refuse","refused","pf"," It is worth noting that the restrictions to the right of access ( "" shall be refused if this is indispensable for the performance of a lawful task in connection with the alert or for the protection of rights and freedoms of third parties "" ) which currently exist in the Schengen Convention do not figure in the proposed Regulation."
"indicate","indicates","impf"," ( a ) In Tables 3.4.1 to 3.4.8, the figure "" 0, 00 "" indicates that the corresponding amount is between EUR – 4999 and EUR 4999."
"close","closed","pf"," Projects which must remain open, projects to be closed, projects whose staus is not known."
"connect","connected","pf"," SIRENE authorities shall ensure the exchange of all supplementary information ( information connected to the SIS II alerts but not stored in the SIS II )."
"hand","handing","pf"," Yeah, that 's what I 'm counting on with this story I 'm handing in."
"mind","mind","impf"," Do n't mind how people look at you."
"contain","contain","impf"," The full text of the decision is available only in English and will be made public after it is cleared of any business secrets it may contain."
"set","set","pf"," - set aside the judgment delivered by the Court of First Instance on 25 July 2006 in Case T-221/ 04 and, upholding the action brought by the present appellant, annul Commission Decision 2004/ 136/ EC [ 1 ] of 4 February 2004;"
"address","addresses","pf"," It then addresses the definition of the purpose of the SIS II and the elements significantly different from the current system."
"charge","charged","impf"," In accordance with Article 40(4 ) of the 9th EDF Financial Regulation, interest is charged to the Member States in the event of late payment of the called-up contributions."
"jeopardise","jeopardise","impf"," Otherwise we jeopardise our progress towards our aim of continued European integration."
"learn","learn","impf"," - the allocation of study grants to enable interpreters to learn additional working languages,"
"involve","involved","impf"," As to coordinated supervision : the proposals also recognise the need to coordinate the supervisory activities of the different authorities involved."
"integrate","integrated","pf"," The SIS, as part of the Schengen Convention, was later on integrated into the EU framework by the Amsterdam Treaty."
"fly","flying","impf"," Sheriff Karl is flying."
"answer","answering","pf"," The proposed Regulation and Decision both impose deadlines for answering requests for access, which is a positive evolution."
"meet","met","impf"," Only if this condition is met, does the European Union fully comply with its obligation under Article 6 ( 2 ) TEU to respect the fundamental rights as guaranteed by the ECHR."
"throw","threw","pf"," I mean, she threw herself at you, right?"
"thank","thank","pf"," I would like to thank this Parliament very sincerely for the extremely hard work and commitment it has shown in maintaining a high level of ambition on this issue."
"emerge","emerging","pf"," As the SIS II will be built on complex systems, amongst which some rely on emerging technologies, the EDPS insists upon reinforcing the responsibility of the Commission in maintaining the systems up-to-date by implementing the Best Available Technologies related to security and data protection."
"represent","represented","impf"," Court of Auditors ( represented by :"
"discuss","discussed","impf"," Indeed, as discussed in chapter 9 of this opinion, the Commission is also involved in the implementation and the management of the system through the comitology procedure."
"register","registered","pf"," In the financial statements, these amounts have been registered at the corresponding value date ( EUR 4, 30 million in 2002 and EUR 0, 06 in 2003 )."
"die","died","pf"," Today we are commemorating the sixth anniversary of the terrorist attacks on London 's public transport system, in which 52 people died and approximately 800 were injured."
"clarify","clarify","pf"," It is in some cases difficult to see how lex generalis and lex specialis interact, and it would be useful to clarify this in the proposals."
"correct","corrected","pf"," This amount of EUR 123 million will also be corrected in 2006 in order to achieve a figure of EUR 122 million corresponding to the amount still available under the investment facility following the initial allocation from the conditional billion."
"resolve","resolve","pf"," as a result, every opportunity to resolve the crisis has been missed."
"beg","beg","impf"," I beg your pardon?"
"precede","preceding","impf"," A commitment is considered "" dormant "" or "" slow "" if, in the course of the 24 months preceding the end of the financial year 2005 :"
"scare","scared","impf"," No ... I 'm scared."
"promise","promised","pf"," I have promised Parliament that the Commission will bring forward a formal legislative proposal on a financial tax."
"do","do","impf"," However understandable it could be for a Member State to need more than one access point, due to a decentralised situation of its competent authorities, the status and activities of Europol and Eurojust do not justify this request."
"observe","observed","pf"," Additionality is to be fully observed."
"hold","held","impf"," v ) Common standards should apply to access by law enforcement authorities to personal data held by private parties, so as to ensure that access is permitted only on the basis of well defined conditions and limitations."
"furnish","furnished","pf"," Council Regulation ( EEC ) No 352/ 78 of 20 February 1978 on the crediting of securities, deposits and guarantees furnished under the common agricultural policy and subsequently forfeited ( OJ L 50, 22.2.1978, p. 1 )."
"dominate","dominated","impf"," The quest for a negotiated agreement has dominated the region for decades."
"wish","wish","impf"," I wish to thank her, at this juncture, for the commitment shown over the course of these six months."
"tie","tied","pf"," She tied Amy up and locked her in her room."
"act","act","impf"," The economic governance package, country-specific recommendations and the stability mechanisms : this is how Europe should seriously draw the lessons from the crisis and act upon them."
"criticise","criticised","impf"," At that time we were very much criticised, but now - unanimously - the governments of Europe have decided to increase the effective lending capacity."
"leave","leave","pf"," The recognition of these complementary missions is the only way to leave no area of the SIS II activities unsupervised."
"exceed","exceeds","impf"," - the cost of hiring cars for short or long periods when demand exceeds the capacity of the vehicle fleet,"
"implement","implemented","pf"," Readily available fallback procedures shall be implemented in order to respect the dignity of persons who could have been wrongly identified and to avoid transferring onto them the burden of the system imperfections."
"talk","talked","impf"," They talked of how they longed for the end of the regime, so let us also be clear :"
"exclude","excluding","pf"," On 14 September, when the French president and the German chancellor announced that they had no intention of excluding Greece from the Eurozone, their declaration came very close to backfiring."
"finish","finish","pf"," Let me finish breakfast."
"avert","avert","pf"," And Europe would avert the looming depression."
"laugh","laughs","impf"," She laughs."
"train","train","impf"," You two must train harder."
"surrender","surrendered","pf"," When the European Union was created, it was the embodiment of an open society – a voluntary association of equal states that surrendered part of their sovereignty for the common good."
"add","added","pf"," - In the proposed Regulation, some information should be added to the list : the retention period of the data, the existence of the right to request a review or appeal of the decision to issue an alert, the possibility to obtain assistance from the data protection authority, and the existence of remedies."
"deduct","deducted","pf"," This article is intended to record any revenue arising from exercise of rights in connection with a guarantee under Item 01 04 01 06, provided that this revenue has not been deducted from expenditure."
"ratify","ratified","pf"," All Member States have ratified Convention 108."
"need","needs","impf"," As it was stated earlier in this opinion, the multiplication of access points to the system needs to be carefully justified as it automatically increases the risks of abuses."
"pose","poses","impf"," Although this is also true concerning other alerts, the EDPS will devote a specific chapter to this alert, because it poses specific problems concerning the grounds for inclusion."
"amend","amending","pf"," - ensure ( by amending Article 20 ( 1 ) in line with other EU data protection instruments ) that information — where data have not been obtained from the data subject or have been obtained from him without his knowledge — shall be provided to him "" no later than the time when data are first disclosed """
"count","counts","impf"," The damage is less worse than it looks. but what counts, is that the men are unharmed."
"pay","paid","impf"," With regard to tourism projects, special attention will be paid to networking in the field of sustainable tourism, including soft mobility, nature protection, cultural heritage, education and integrating the Agenda 21 approach into tourism."
"check","check","impf"," Nonetheless, the EDPS notes that, in order to ensure a comprehensive supervision and check proper use of personal data, also "" access "" to data shall be logged in or documented."
"insist","insisting","impf"," If there is no convincing justification, he suggests reducing them to their current duration, insisting particularly on the case of alerts for the purpose of discreet surveillance or specific checks."
"respect","respect","impf"," This new framework should not only respect the principles of data protection as laid down in Directive 95/ 46/ EC — it is important to guarantee the consistency of the data protection within the European Union — but also provide for an additional set of rules taking into account the specific nature of the area of law enforcement [ 7 ]."
"take","taken","pf"," Moreover, as far as the proposed Regulation is concerned, since the Directive is the lex generalis, its Article 22 must be taken into account;"
"accompany","accompanied","impf"," A practical solution would be to add information about the alert in the decision which is the ground for the alert in the first place : either a judicial or administrative decision based on a threat to public policy ( .... ) or a return decision or removal order accompanied by a re-entry ban."
"adjust","adjusted","pf"," Based on the actual costs incurred by the European Investment Bank, this amount was subsequently adjusted by EUR 2, 17 million in 2005."
"carry","carried","impf"," Where the Commission is involved, Regulation ( EC ) No 45/ 2001 applies, including the role of the EDPS, whether the activities are carried out in the framework of the first ( proposed Regulation ) or third pillar ( proposed Decision )."
"trust","trust","impf"," I trust him."
"ascend","ascending","pf"," Smoke ascending from the streets of the city."
"deem","deems","impf"," however, in view of the consequences for the persons concerned and of the legal uncertainty it creates, he deems it not acceptable."
"choose","choosing","impf"," In the long run, surface democracy - democracy that floats on the top with people casting their votes freely on election day and choosing their government - will not survive if deep democracy fails to take root."
"title","titled","pf"," The pair are well-known theatre producers and film makers, and they have written a piece titled Raus, in German."
"remove","remove","pf"," The appropriations would be released from the reserve once the Commission committed itself clearly to submitting, at the latest by 31 March 2005, a proposal for a limited revision of the Financial Regulation and its implementing rules in order to remove all obstacles to decision-taking and smooth budget execution."
"miss","missing","impf"," The new proposals foresee an automatic deletion ( with possibility to object for the issuing Member State ) after 5 years for immigration data, 10 years for data on arrest, missing persons and persons wanted for judicial procedures, and 3 years for persons to be put under discreet surveillance."
"prevent","preventing","pf"," The Commission fails to make a convincing case for the use of a First Pillar "" transport "" legal basis for a measure which would allow access to the SIS by administrative authorities for the purposes of preventing and fighting crime ( trafficking of stolen vehicles )."
"behave","behave","impf"," What Immanuel Kant meant, ladies and gentlemen, is that no book can teach you in advance how to govern - or even behave - in freedom."
"alert","alerts","pf"," SIRENE authorities shall ensure the exchange of all supplementary information ( information connected to the SIS II alerts but not stored in the SIS II )."
"envisage","envisaged","impf"," If a scenario where AFIS from other EU systems are used is envisaged, this should be clearly documented with the necessary safeguards required for such synergies."
"divide","divided","pf"," The Facility 's activities are divided into five regions for internal management purposes."
"end","end","pf"," I am going to end with a very small quote from an anthropologist, a woman I admire very much, Margaret Mead."
"lend","lend","pf"," He did n't want to know too much ... especially that the bosses made the Teamsters lend him the money."
"live","living","impf"," Bret must be in a living hell right now."
"sit","sit","pf"," I want to sit in front."
"identify","identified","pf"," Readily available fallback procedures shall be implemented in order to respect the dignity of persons who could have been wrongly identified and to avoid transferring onto them the burden of the system imperfections."
"authorise","authorised","pf"," Moreover, in complement to Article 10 ( 1 ) ( f ) or Article 18 of the proposed Decision and Article 17 of the proposed Regulation concerning the duly authorised staff who has access to the data, it should be added that Member States ( as well as Europol and Eurojust ) should ensure that precise user profiles are available ( that should be kept at the disposal of the national supervisory authorities for checks )."
"relax","relax","pf"," - Just relax."
"perform","perform","pf"," The authorities with access to the SIS data have a de facto use limitation for these data, since they can in principle only have access to them to perform a specific action."
"go","go","impf"," In many aspects, both public interests go hand in hand."
"monitor","monitor","impf"," - expenditure relating to conferences, seminars, meetings, training courses and practical in-house training for officials of the Member States who manage or monitor operations financed by the Community funds or operations to collect revenue that constitutes Community own resources or cooperate in the Community statistics system, and expenditure of the same type for officials from the countries of central and eastern Europe managing or monitoring operations financed under Community programmes,"
"concentrate","concentrate","pf"," Ok guys, concentrate."
"expose","exposed","pf"," By transferring their right to print money to the European Central Bank ( ECB ), member countries exposed themselves to the risk of default, like Third World countries heavily indebted in a foreign currency."
"modify","modified","pf"," "" Software "" specially designed or modified for the "" development "", "" production "" or "" use "" of equipment or materials controlled by the EU Common Military List."
"print","print","impf"," By transferring their right to print money to the European Central Bank ( ECB ), member countries exposed themselves to the risk of default, like Third World countries heavily indebted in a foreign currency."
"form","forms","impf"," they give rise to the provision of corresponding appropriations and to implementation under Annex V to this part of the statement of expenditure of this section, which forms an integral part of the general budget."
"publish","publishes","pf"," The Commission publishes all new euro coin designs [ 2 ] with a view to informing all parties required to handle coins in the course of their work and the public at large."
"permit","permitting","impf"," Article 137 of the Treaty establishing the European Community includes provisions permitting the Community to adopt measures designed to encourage cooperation between Member States in order to combat social exclusion."
"avoid","avoiding","pf"," He recommends avoiding or at least seriously limiting the possibility for Member States to use national copies."
"grant","granting","pf"," Although the use of these data is described in Chapter XII of the Decision, the grounds for granting access in the first place are not sufficiently developed."
"withdraw","withdrawn","pf"," Concerning the alerts for the purpose of refusing entry, the provisions based on not yet adopted legislation should be either withdrawn or redrafted in a way - based on existing legislation- that allows the individuals to know which measures exactly the authorities can take regarding him/ her."
"assign","assigned","pf"," In accordance with Article 18 of the Financial Regulation, any revenue will be used to provide additional appropriations to finance the expenditure to which this revenue is assigned."
"explain","explained","pf"," In the more specific case of the technical rules for linking alerts ( Article 26 of the regulation and Article 46 of the Decision ), the need for a different comitology mode ( advisory mode for the Decision and regulatory mode for the Regulation ) has to be explained."
"elaborate","elaborated","pf"," The Schengen provisions elaborated in an intergovernmental framework will be fully transformed in classic European law instruments."
"practice","practice","impf"," I 'll give you one month to practice."
"select","selected","pf"," I 'm happy I 've been selected as pastor of St. Mary 's."
"fulfill","fulfilled","impf"," According to Article 52 of the Charter, it is recognized that these rights may be subjected to limitations, provided that similar conditions are fulfilled as apply under Article 8 ECHR."
"release","released","pf"," A further EUR 627 million were released during 2005 following Decisions No 6/ 2005 [ 5 ] and 7/ 2005 [ 6 ] of the ACP-EC Council of Ministers of 22 November 2005."
"hamper","hamper","impf"," - specific studies and grants for the preparation and evaluation of measures aiming at completion, management and development of the single transport market, including extension thereof beyond the Community, with particular attention being paid to the removal of cross-border bottlenecks in areas in which natural barriers hamper the free movement of goods and persons,"
"hope","hope","impf"," There is still substantial work to be done, but I hope that at the end of the month we can sign off on the remaining chapters in the Accession Conference."
"rid","rid","pf"," Get rid of me."
"reinforce","reinforce","pf"," You may remember that, in January when the Commission presented the annual growth survey, a very important topic was the need to reinforce the effective lending capacity of the EFSF."
"recognise","recognises","pf"," - The EDPS recognises that the use of biometric data can improve the performance of the system and help the victims of identity theft."
"bump","bumped","pf"," Grazed him accidentally when Ronnie bumped into me."
"lock","locked","pf"," You should have her locked up!"
"model","modelling","pf"," a. modelling, simulation or evaluation of military weapon systems;"
"block","block","pf"," Quickly. block the exit."
"hate","hate","impf"," I fuckin ' hate you!"
"write","written","pf"," I have written a letter to the members of the European Council outlining the positions of the Commission on what I believe are the most important items on the agenda, and I would like to share our positions with you."
"order","ordered","pf"," Who ordered the californian rolls?"
"reduce","reduce","pf"," the appellant expresses the view that the Court of First Instance wrongly dismissed, as being inadmissible, its request that that Court reduce the flat-rate correction imposed on the basis of its unlimited jurisdiction."
"issue","issued","pf"," The 10-, 20- and 50-cent coins and the 1- and 2-euro coins will be issued by the Republic of Slovenia with the new common sides of the euro coins [ 3 ]."
"lower","lowered","pf"," - Similarly, the combined application of legal instruments can not have as a result that the level of data protection ensured under the current Schengen Convention will be lowered ( see for instance the remarks hereunder about Article 13 of Directive 95/ 46/ EC )."
"specify","specifying","pf"," Moreover, it provides for common standards specifying these principles, in view of their application in this area."
"understand","understands","impf"," The EDPS understands the difficulties of legislating in a complex and constantly evolving environment;"
"extradite","extradited","pf"," That means that even if Europol or Eurojust have an access to these data, this is not sufficient ground for maintaining them in the system ( for instance, once a wanted person has been extradited, the data should be deleted, even if they could be useful for Europol )."
"dismiss","dismissed","pf"," the appellant expresses the view that the Court of First Instance wrongly dismissed, as being inadmissible, its request that that Court reduce the flat-rate correction imposed on the basis of its unlimited jurisdiction."
"handle","handling","impf"," In order to obtain this satisfactory level of protection, proper safeguards have to be implemented for handling the potential risks related to the infrastructure of the system and to the persons involved."
"propose","proposed","pf"," This is not mentioned in the proposal, but follows from the proposed framework decision."
"wanna","Wanna","impf"," Wanna have a ride?"
"drink","drink","impf"," I ca n't drink, uncle."
"exit","exit","pf"," Close off exit 128 immediately."
"operate","operates","impf"," The network will ensure that the principle of freedom of movement is respected and that it operates in a transparent and non-discriminatory fashion, with particular regard to access to employment for Community nationals in a country other than that of their origin."
"afford","afforded","impf"," The aim of the study is to conduct a comprehensive assessment and cost-benefit analysis of the opportunities afforded by, and the risks of, biotechnology and genetic engineering, including the medical and agricultural spheres, account being taken of the Lisbon strategy, the Copenhagen environment criteria and Agenda 21 sustainable development,"
"compose","composed","impf"," ( d ) In the first column of Tables 3.2.1 and 3.2.2, the allocation for "" Regional Cooperation "" ( EUR 1128, 16 million ) is composed as follows :"
"supplement","supplemented","impf"," This obligation laid down in Article 40 of the proposed Decision and Article 21.2 of the proposed Regulation should be supplemented by an obligation for the national authorities to keep an up-to-date list of persons entitled to access the SIS II."
"circumscribe","circumscribed","pf"," - access for a purpose other than SIS II, but well circumscribed in the proposals;"
"aid","aids","pf"," - aids to encourage the establishment and to assist the administrative operation of the recognised banana producers ' organisations."
"evaluate","evaluate","pf"," As the communication of the Commission on the interoperability of emerging EU systems is still lacking, it is difficult to properly evaluate the added value of the foreseen but not yet defined synergies."
"begin","begin","pf"," Therefore, there are many reasons why we must begin in the cities and, as I have said, we must not forget the rural areas."
"become","become","impf"," By then I 'll become Master Tiger."
"wait","wait","impf"," There, where the sinners lie shackled to the rack on all fours, and the ropes are screwed tighter millimetre by millimetre, and one can only wait for the big bang that will tear all one ’ s limbs off at the end?"
"upset","upset","pf"," Just wanted to check in ' cause you looked upset when we left."
"aim","aimed","pf"," This appropriation is intended to cover expenditure on measures and actions relating to monitoring and protection against the effects of radiation and is aimed at helping to protect the population and the environment against the dangers of ionising radiation and radioactive substances."
"save","save","pf"," Ukraine could then become completely independent of gas imports from Russia and save a great deal of money besides - simply by improving its own energy efficiency."
"deliver","delivered","pf"," - set aside the judgment delivered by the Court of First Instance on 25 July 2006 in Case T-221/ 04 and, upholding the action brought by the present appellant, annul Commission Decision 2004/ 136/ EC [ 1 ] of 4 February 2004;"
"restrict","restricted","pf"," Access by Europol and Eurojust should moreover be restricted to data about individuals whose name already appears in their files."
"notify","notified","pf"," Non-opposition to a notified concentration ( Case COMP/ M.4438 — Macquairie/ Thames Water ) Text with EEA relevance"
"mention","mention","pf"," The Recitals of both the proposed Regulation and proposed Decision mention that this possibility could be used by Member States when implementing the proposals at national level."
"remind","remind","pf"," In order to clarify this context and to remind what the main points of reference for our examination are, it is useful to list the following :"
"delegate","delegate","pf"," - expenditure on technical and administrative assistance which the Commission may delegate to an implementing agency governed by Community law,"
"encourage","encouraged","impf"," Local actors should be fully informed of the EU and national policies in the framework of the EES and, taking these fully into account, be encouraged whenever possible to develop comprehensive employment strategies as opposed to isolated initiatives and projects."
"speak","speaking","pf"," He recognises that provisions on data protection have, generally speaking, been drafted with great care."
"share","sharing","impf"," Any revenue from third parties sharing the cost of projects with the Community ( firms in European Free Trade Association Member States, industrial consortia, etc. ) entered in Article 6 0 1 5 of the statement of revenue may give rise to additional appropriations being made available in accordance with Article 18 of the Financial Regulation."
"stand","stand","impf"," The wording "" STATI INU OBSTATI "" ( To stand and withstand ) is inscribed in a semi-circle in the upper three quarters."
"surround","surrounded","impf"," The bust and inscription are surrounded by twelve stars positioned between which appears the inscription "" SLOVENIJA ""."
"break","breaking","pf"," Before breaking my heart, will you date me?"
"change","change","pf"," The proposals reiterate that the existence of links cannot change the access rights ( indeed, it would otherwise give access to data the processing of which would not be lawful under national legislation, in breach of Article 6 of the Directive )."
"draw","draw","pf"," The existing JSA has the competence to examine difficulties of interpretation or application of the Convention, to study problems that may occur with the exercise of independent supervision or of the right of access, and to draw up harmonised proposals for joint solutions to existing problems."
"produce","produce","impf"," One can treat this claim with a certain degree of skepticism – after all, the 2004 Athens Olympics failed to produce a Greek economic miracle."
"regard","regarding","impf"," Moreover, applying one legal instrument to all activities by the Commission in the context of the SIS II, not only makes more sense from a practical point of view, but also improves consistency ( ensuring, according to Recital 21 of the proposed Regulation a "" consistent and homogeneous application of the rules regarding the protection of individuals ' fundamental rights and freedoms with regard to the processing of personal data "" )."
"complete","completed","pf"," These security measures are completed by monitoring and organisational safeguards."
"return","returning","pf"," Since the adoption of the SIS II proposals, a "" Directive on common standards and procedures in Member States for returning illegally staying third-country nationals "" has been proposed by the Commission ( on 1 September 2005 ), but as long as this text is not final, it cannot be considered as a valid ground for entering data into a system."
"disburse","disbursed","pf"," Interest subsidies may be granted on loans disbursed by the European Investment Bank out of its own resources to support investments carried out in the regions affected by the Greek earthquakes."
"use","used","pf"," The SIS allows competent authorities in Member States to exchange information which is used for performing controls on persons and objects at the external borders or on the territory, as well as for the issuance of visas and residence permits."
"sign","signed","pf"," It aims at the enhancement of civil protection capabilities of Member States, EEA and candidate countries having signed a memorandum of understanding for dealing with disaster, and in particular :"
"feel","feel","pf"," As I press on your throat, you 'll feel a contraction lower down."
"serve","serve","impf"," That is the case when both activities serve the same purpose."
"correspond","corresponds","impf"," - expenditure on temporary support staff at headquarters, limited to EUR 370000, which corresponds to an estimated four man-years."
"associate","associated","impf"," Not only has Greece has become a symbol of administrative chaos, but it has also come to be associated with a burden of ever increasing debt that Germany and other rich Eurozone countries are reluctant to carry."
"pray","praying","impf"," They 're praying for him to give them his building."
"undertake","undertaken","pf"," This additional allocation is in favour of actions to be undertaken in the Democratic Republic of the Congo."
"split","split","pf"," It may be split into a number of payments over a period defined in the particular prefinancing agreement."
"find","found","impf"," This follows from the definition of alerts found both in the proposed Regulation and the proposed Decision ( Art.3.1.a of both instruments :"
"limit","limiting","pf"," In order to ensure a strict purpose limitation at national level, the EDPS recommends to introduce in the SIS II proposals ( namely Article 21 of the proposed Regulation and Article 40 of the proposed Decision ) a provision to the same effect as the current Article 102.4 of the Schengen Convention, limiting the possibility for Member States to provide for use of the data not foreseen in the SIS II texts."
"raise","raises","pf"," This structure raises the question of how to deal with specialised sets of rules in their relationship to general law."
"accelerate","accelerate","pf"," I believe we should increase their rate of absorption and accelerate those funds, aiming for a significant impact on improving competitiveness and employment."
"complement","complemented","pf"," The data protection regime is determined partly in the proposals themselves, as a "" lex specialis "", complemented by a different legislation of reference ( "" lex generalis "" ) for each sector ( Commission, Member States in first pillar, Member States in third pillar )."
"credit","credited","pf"," - securities forfeited and, in particular, those to be credited to the EAGGF under Council Regulation ( EEC ) No 352/ 78,"
"combine","combining","impf"," The Lisbon European Council concluded that "" policies for combating social exclusion should be based on an open method of coordination combining national action plans and an initiative for cooperation in this field ""."
"suspend","suspend","pf"," Council Regulation ( EC ) No 2040/ 2000 of 26 September 2000 on budgetary discipline ( OJ L 244, 29.9.2000, p. 27 ), and in particular Article 14 thereof, which lays down that, in the event of manifest non-compliance with the rules, the Commission may reduce or provisionally suspend the monthly advances to Member States, without prejudice to the decisions taken in connection with the clearance of accounts."
"read","read","impf"," Is it possible to read Plato while wearing a Walkman?"
"lay","laid","pf"," The alert must, according to Article 20 not be kept longer than the period of refusal of entry laid down in the decision ( of removal or return )."
"occur","occur","impf"," The existing JSA has the competence to examine difficulties of interpretation or application of the Convention, to study problems that may occur with the exercise of independent supervision or of the right of access, and to draw up harmonised proposals for joint solutions to existing problems."
"illustrate","illustrated","pf"," These common requirements could contain in particular the following elements ( the need of which is illustrated by the SIS II proposals ) :"
"touch","Touch","impf"," Touch me."
"preserve","preserve","pf"," In order to preserve its legislative prerogatives, it is important for the European Parliament to be able to decide to revoke the delegation of powers granted to the Commission as well as to prevent the entry into force of implementing measures."
"film","films","impf"," He films us."
"establish","established","pf"," According to Article 1 of the two documents ( "" establishment and general objective of the SIS II "" ), the SIS II is established to "" enable competent authorities of the Member States to exchange information for the purpose of controls on persons and objects "", and shall "" contribute to maintaining a high level of security within an area without internal border controls between Member States ""."
"annul","annul","pf"," - set aside the judgment delivered by the Court of First Instance on 25 July 2006 in Case T-221/ 04 and, upholding the action brought by the present appellant, annul Commission Decision 2004/ 136/ EC [ 1 ] of 4 February 2004;"
"forget","forget","pf"," We are commemorating and remembering what happened in London on 7 July 2005, an event we will never forget."
"improve","improved","pf"," - to examine how coordination can be improved between the various Community forest protection mechanisms,"
"dispose","disposed","pf"," Unrealised gains or losses are reported in equity until such investment is sold, collected or disposed of, or until such investment is determined to be impaired."
"try","try","pf"," - Mr President, this will be the first of three contributions that I will make to honourable Members this morning, so I want to start by giving you my vision of the issues that face us and also to try and touch upon some of the detail of the issues that honourable Members have added to this debate, knowing the importance that you attach to them."
"present","presented","impf"," On 1 June 2005, the European Commission presented three proposals for establishing the SIS II."
"collect","collected","impf"," For example, data collected under torture or through violations of human rights, blacklists based merely on political convictions or sexual preferences should not be processed and relied upon by law enforcement and judicial authorities, unless this is done in the interest of the data subject."
